Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P76389	4688410	3978540	3204430	3593070	3803920	4393820	4132950	3258370	2482960	3414300	4176330	2502760	3997320	3324150	3126440	3414640	3503920	1991960	3956670	3393830	3902250	3876580	2792160	3521840	9468.2	15970.5	12972.1	16362.6	10544.7	12404.6	11278.2	14594.8	13692.9	13577.1	14224	14196.2	7508.87	13513.1	10222	11910.9	11418.7	7931.01	11974.7	11877.3	11316.2	8650.79	9487.05	1773360	1753280	1758920	1613110	1809450	1670900	1446500	1708170	1374940	1568950	1664060	1355180	1451900	1346100	1339620	1280120	1442900	1634870	1424290	1508590	1277440	1263260	1298480	1695270	1467120	1629280	1530930	1591720	1572790	1502040	1525180	1531430	1531400	1356720	1360900	1340180	1284900	1244670	1210300	1222790	1344370	1283410	1335610	1473420	1530190	1370390	1213170	364947	396909	350087	429771	441626	206692	395940	411571	358151	340506	320155	440377	435139	338796	365110	375729	385299	393675	315514	377639	414088	376908	412757	391185
P0AAU2	1236920	2158040	831264	1598790	643402	934926	1439360	436694	220466	502680	1278680	2116450	722448	380292	829567	1212720	1086490	396003	1621180	945397	1301090	814268	421641	1349690	11198.9	21701.1	23557.9	25650	15475.1	18349.9	26453.8	14699.3	17257.1	21198.8	17981.4	19208.4	21201.9	22620	16957.3	30752.9	21841.1	22245	16402.9	14771.1	23467.6	30021.5	28436.7	269692	267086	363373	173162	408045	261551	214985	364805	348639	298506	309009	394994	461926	478420	566026	456807	545390	481978	529957	482635	398486	495916	591230	661073	593289	744227	459452	625297	589974	533106	482304	667445	546538	665928	650957	644632	534708	610573	738328	520567	649049	593099	667078	565439	480292	434965	587764	140507	51437.5	44431.3	129850	98093.9	32050.2	67848.3	53384.7	54759.2	42889.1	40557.6	44902.2	64718.1	38461.6	135134	97562.9	98389.4	132418	110614	123845	145353	138245	147239	127215
P42588	4263960	4313930	2394050	2405890	3897380	4358890	4600020	4080960	2963720	4073930	4032620	3519490	4385990	3637960	3085060	2718550	2901460	3747830	3253800	2429710	2841590	3160910	2885130	2680910	19797.2	26577.6	23059	21953.5	22429.1	25208.2	25084.3	27031.2	28828.3	23144.3	22302.8	21688.3	14268.8	16960.2	14498.6	18039.9	17092	14369.6	19204.4	16254.1	14471.9	20568.9	16783	991446	1019420	1219750	1325500	962687	1041360	1586900	722080	1115880	1220250	1201450	564026	639014	635627	849687	794162	732022	788390	718166	519913	531288	472445	638449	1057390	1507970	1350860	1599340	1444370	989344	1513340	1644920	1484050	984022	878209	841153	779242	846928	810954	772328	900648	913386	707997	735946	1355200	1358070	596614	769772	245585	326905	348146	147022	328468	280178	246379	298850	335276	343100	487963	359579	197504	334596	162789	301314	222533	247229	258092	191191	567524	178204	246817	324923
P0ABN9	5451230	NA	7648840	7709410	2224040	NA	NA	3970080	NA	NA	NA	NA	NA	NA	8324200	5499200	8039370	4871130	4412680	7786730	7307330	9038680	8129640	5711620	1422.72	1210.98	492.644	NA	1528.31	1307.38	NA	2335.19	NA	NA	NA	3792.53	982.784	4770.45	2207.17	1087.84	1631.51	NA	1248.59	3680.67	2897.94	NA	3711.98	583815	575731	360907	NA	1127920	414246	NA	440599	217164	143148	NA	1922700	1678330	1636310	1643810	1674140	2021960	2470830	2054190	1939780	1827850	2725330	2350550	660352	282078	482622	302063	445887	565264	369885	384480	NA	693122	1362860	1204620	1209620	1601860	1456690	1780470	1726110	1610780	1482240	2053210	425204	304369	2023080	1992530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77626	1045350	752990	1044470	1068240	1533370	1521120	1155780	738370	1281510	1158830	1802980	2145870	1510810	1767100	1447590	1105610	1091590	1640960	1479480	1493830	1479460	1066300	1161270	1553730	5963.57	6972.12	5427.36	5205.66	5551.62	4396.16	4283.39	3465.48	6526.7	3362.89	3620.13	5972.97	4525.41	7804.74	4377.35	4515.86	6015.75	3058.49	1725.06	3804.43	6562.89	4173.44	4085.72	383839	325807	339041	221620	319265	307212	288637	243011	338665	304579	311819	208354	250273	304293	274401	264928	289704	240363	314397	523380	272145	225434	200876	288344	274878	260208	266674	263414	290668	228906	253284	226980	302522	235987	248513	211784	201771	235146	252294	189871	247332	238891	243674	302361	258101	226661	225469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37794	3595970	2511020	2135650	2765570	4390910	3837110	3404650	3148240	3093240	3150010	4360320	4204390	4192230	3031500	2638050	3449610	2227710	2414020	3064970	2416010	2831470	3027900	2831850	3110500	15064.6	19227.7	13955.5	17486.8	14566.2	17574.5	15017.9	15283	17308.6	11887.1	15299.3	19309	8339.75	11613.9	10974.2	11623.7	10463.4	9004.53	7527.67	9914.76	10889.7	8531.49	12490.8	723431	761837	711006	633479	801794	738264	603299	844121	697728	789803	803408	364415	372757	454967	385557	461156	415684	438725	378245	409203	271315	439009	470022	942801	812413	863134	821454	786034	949220	869860	727044	721024	943268	498077	548434	544238	485314	536786	503483	514701	547941	532596	508991	858325	810895	527685	526463	216859	254935	212240	199221	297486	214760	194399	253538	192848	303564	201532	243954	260757	192820	198188	192307	246405	225270	185553	268284	310955	225119	267380	261893
P75863	30607700	31922500	34218900	35151700	32332300	32817900	33410000	33783500	31833200	33093300	30381300	22986500	28637400	32611800	32888200	34131600	34622900	33638400	32850800	35161500	30813900	30883500	33611000	32365900	140550	165038	139754	168875	165707	182741	173696	158840	175520	148841	166206	165094	152090	198934	187179	189815	199603	175793	132714	194977	185961	180576	174231	3717700	3529390	4219600	3459340	4098610	3906190	3689850	3865930	3579190	3775470	3888560	4423640	4270950	4473830	4192590	4316500	4126680	4506170	4186480	4301340	4421830	4234490	4424910	4682290	4998480	4614890	5189860	4727140	5018460	4797880	4392830	4606590	4839400	5112090	5087440	5099630	5290090	5095110	5054930	4924150	4962340	5107320	4865790	4438890	4745290	5005210	5337300	3323390	3099330	3109140	3207960	3108630	3364620	3152170	3123510	3063090	3082470	3094930	2902290	2953710	3126130	3181400	3262170	3316170	3231170	3415470	3236100	3107640	3148860	3206990	3089910
P07117	10411500	11066600	6814280	8349170	9605250	9665920	12760100	10128900	6546890	10764100	9909950	5301750	11198800	9877240	6470900	6902540	7213560	7600010	8132590	7521150	7766030	6338910	7679230	7046350	42646.3	151877	101487	138454	140550	128576	52774.9	31215.6	201984	56160.5	112695	67145.8	30442.4	129761	80845.9	85333	149510	32523.2	25914.4	78686.6	106607	55937.3	101014	1995180	2311020	2016640	1852430	1682930	1904460	1855490	2100540	2185570	2080640	2175850	2005190	2430220	1949900	1537950	1423320	1783960	1852240	1650210	1644200	1666720	1743530	1494700	2073000	3054230	2562780	2863070	2813450	2049830	2455650	2815540	2805380	2110220	1838030	1858630	1341510	1692340	1858130	1632900	1641670	1641090	1310540	1437150	2000030	2127920	1577300	1758680	348227	571607	487004	425517	492488	676867	666695	672351	827851	800840	705721	594577	442020	639642	431954	450888	397687	417058	430169	375370	481858	387148	315205	428016
P33941	4090410	3332980	3011660	3437270	3223150	3753930	4433700	3358150	2452750	3151340	4051580	2929910	4136950	3440680	3179830	3589980	3649240	2800050	3878460	2999520	4767640	4331770	3023520	5006050	8181.18	9325.22	8788.46	8334.93	11438	9861.57	6447.89	10924.9	12662.2	6150.72	9492.73	9519.79	5489.83	10812.1	8923.41	11481.7	11387.2	2452.39	3852.91	9764.29	8641.77	7593.62	8873.46	814898	734314	774265	1364410	713306	837508	1096620	489710	1133560	830008	987340	656436	754038	1021580	854956	859249	1002340	822287	850780	757435	667418	673030	806272	432974	619879	501004	583258	600659	419310	570809	610547	518213	423625	634082	659164	635628	584902	583335	582670	623148	640270	603231	613210	599759	525010	621152	553255	312458	193779	162817	272418	206027	83986.3	246777	199411	233133	152859	121574	203114	180618	127408	309136	280884	272658	366501	252476	332037	318689	335810	286511	373844
P77454	8951700	8549790	8131090	7608750	6251480	10021100	9386710	6961260	4199400	7580350	8936350	7669400	8721890	5960430	6659310	8679350	7717530	4872100	7575480	8016450	9550400	9302000	6084920	8564710	48592.1	40528.3	36507.5	29490.7	37403.2	27740.6	30669.9	32864.6	31774.9	16794.7	29803.3	29699.1	18271.2	40414.7	29388.7	34808.5	33236.8	24914.5	15342.8	38400.3	40759.8	26934.1	34340.9	2721350	2764260	3415420	3571680	3365100	3784620	4098290	3042110	3594710	3883960	4410550	3767530	3810220	3872820	4179490	4159370	3906630	4169990	3798700	4269740	3726460	3998580	4088740	3072040	3242720	2940240	3600090	4164400	2676390	3666740	4001320	4049430	2783300	3465010	3714180	4642910	3558200	4062600	4381990	4219980	4391070	3971860	3894920	3967090	3799330	3903810	3608430	823930	813269	812967	835925	715971	771917	726858	760076	761341	734722	750374	683708	566250	795914	875278	824386	832426	751432	726898	920036	875407	780831	777572	855079
P0AC84	86376400	81697600	100306000	96805200	80834900	92015700	94302000	84833600	64863500	80708100	89322700	127249000	88887800	78510200	93810100	109122000	87133500	95648500	99055100	99637200	105987000	99493700	91113900	107927000	74028.6	90694.8	74285.6	86258.1	74929.5	73297.8	63983	81044.8	84529.4	65049.4	72728.8	72320.3	73323.5	87013	74203.6	80563.6	90090.2	55675.8	58213.9	68887.8	73274.2	81360.6	77837.9	3867360	3602170	3482340	3237960	3924680	3973630	3666540	3225320	3752880	3509810	3672230	4115130	3757190	3808970	4199330	4073760	4322370	4141640	4167900	3992340	4086850	3829700	4086970	3357780	3736480	3530280	3597700	3570560	3499990	3452940	3645430	3483850	3397740	3963930	4007190	4114250	4008230	3994980	4149930	3946090	4042740	4006760	3896380	3568370	3551110	4086470	4115820	1139470	1005560	1038650	1118020	1045490	858442	1021520	1047330	1072960	1001710	963229	1025010	925149	991012	1084520	1038800	1178580	1077020	1047610	1079270	1172680	1142230	1133320	1180350
P0A8J2	1527570	1197880	1470570	1570130	1968630	1774410	1165150	1386530	1795200	1650920	1411240	1673750	1826580	1785130	1647840	1731300	1429140	1735010	1337420	1504530	1368570	1321730	1732020	1492200	78300.8	95224.2	82879.8	88362	92666.7	69374.3	65194.1	70995.2	84540.9	58941.2	84062.8	94340.7	51780.1	91687.4	72899.9	76207	81721.2	41033.5	33150.4	52901	71352	59509.3	61517.8	2565440	2028250	1999580	1693220	2179070	2133360	1636370	1508970	2049950	2219190	1937380	1662600	1332130	1469890	1338670	1457450	1200200	1648720	1496310	1692880	1412210	1549460	1557420	814506	775635	961071	752534	844272	868580	807059	762362	781545	783638	764847	746331	944482	784737	874925	851365	771326	826605	860159	770530	772934	827216	805412	836394	462371	487180	477960	473941	547576	506526	426066	488010	453794	515222	526151	478896	535686	478145	429514	470889	482435	423779	499455	446904	476671	442569	433292	417156
P39358	5508060	4471810	2395250	2081270	3937370	6207520	3898690	4535360	4606560	4292640	2605720	NA	4179990	4885200	2061960	1865020	2266760	3217640	1748240	2422350	1987030	1781880	2462920	1377430	10027	9025.31	8013.71	9619.31	10151.5	7690.34	13661.1	7642.23	7631.9	11736.1	7509.25	9159.19	4684.01	4527.98	3697.49	3188.55	3991.4	4565.56	3853.72	4951.1	4940.44	4505.73	5572.63	553774	521340	591435	545348	613022	486832	479978	535178	529351	539787	551497	256615	274769	300501	257982	219009	262405	260301	259990	248066	233424	227112	225959	2245690	2169520	2104070	2335980	2230310	2228490	2178340	2188310	2033000	2041090	1115790	1253610	1063300	1157240	1156390	1206870	1210760	1146700	1148440	1173340	2193590	2123830	1145300	1153070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77544	11146600	10982600	11373700	12396700	10622000	10194100	13980700	9430920	7823260	10958500	11215300	15704700	10153300	8956900	11912900	13003800	12566200	12372500	13870600	11445300	13411800	11814800	11190300	14286700	19354.4	14894.2	15759.2	20213.7	17611.8	17296	8490.61	20730.2	20729.8	11474.3	19002	19233.3	17301.4	22967	23423.6	18268.4	19662.7	10057.1	19189	19487.6	14177.2	15275	10156.5	4150690	4417040	5125020	4687200	4371590	4831480	5781000	4478820	4814260	4558270	4488210	5934730	5523430	7195320	6538540	7060350	6494440	6711760	6699110	6010870	5029200	6085290	6111150	2079230	2204420	1933120	2322180	2295510	2088450	2193600	2549970	2358130	2128010	2468300	2374900	2610830	2738430	2368750	2578870	2494240	2494160	2274230	2351910	2148000	2181120	2176630	2300960	950810	665960	666319	894363	588654	496726	623087	617220	727668	602346	604781	658856	684740	607237	946193	906900	1049700	972574	940560	939245	1047490	1006160	944504	1007970
P15005	1560110	2001640	2855480	2843070	1923340	1890730	1575790	2764210	NA	NA	2113360	NA	2183680	NA	2648280	2918510	3059670	1701400	2663770	2475250	3426200	3077780	2808960	3311460	16984.9	18002.9	15537.2	16740	17044.2	16011.5	18375.7	14330.9	13226.3	15534.8	17145.1	13924.5	17648.3	24832.9	20182.3	23962.8	21757.6	22316.8	17950.9	23122.1	21519.2	20074.3	20298.4	958876	1084800	1410770	1182240	1408200	1308890	905646	1403870	1104000	1441350	1469060	1894720	1985960	2316750	1907930	1843370	1835910	2146100	2141260	2006490	1953420	1810140	1864590	1345910	1823210	1653910	1710790	1743150	1426040	1767560	1370140	1522300	1341310	2312430	2356280	2387930	2409420	2326870	2356850	2230160	2360200	2285780	2310730	1812420	1775140	2323420	2128950	450167	276514	316945	382858	274313	163067	278662	223261	252988	224717	253681	197299	210953	235084	331324	372320	506212	450167	384053	409660	381913	420345	415846	454137
P25397	11263000	11121800	12988700	12453800	12061700	10605900	11672900	12808500	11301600	12832900	10048700	10025900	12078100	13240500	12628900	12414800	12720700	13272900	12755800	13062200	11835800	12454900	12402600	12782600	120109	116475	122599	102004	126853	125317	114140	128033	116338	116219	122390	124030	113807	144183	134932	138431	146167	105801	97005.1	122808	125676	130647	123282	7682580	8151390	8667530	7039830	9499560	7929230	6982110	8703790	7635420	8015260	8248550	9730280	10067300	9918710	8788950	8823040	9003240	9537540	9383320	9484380	8926800	9070440	9184020	5322060	5262810	4953550	5376690	5239350	5486420	5312430	5055470	4897400	5169040	5664770	5689400	6280280	5733850	5572170	5942770	5565920	5917960	5785020	5651560	5238530	5307390	5555290	5724670	889046	872270	841332	919413	851569	890113	888009	873832	842770	818208	788452	844247	872222	860564	963023	886778	942716	931021	987736	932190	860533	901847	935289	930166
P77223	10939600	9260970	9209320	10939300	9946750	12756100	13255600	10104900	6815230	8940740	12125300	9979050	11528000	7618920	11603600	11601400	12491200	6781080	14594300	9696270	14184600	14470400	9655330	12313000	9724.23	10079.1	10702	8838.72	9225.22	9489.46	7130.14	8253.05	8706.42	6130.64	10451	7926.12	7177.49	14578.4	12530.1	16037.6	16077.9	10410.8	8028.99	16279	14639.1	13230.2	13195.3	253692	320437	239113	218535	286898	339963	331593	285093	345368	226620	244368	735140	688117	657837	595534	756751	588865	504676	531330	641102	683237	540982	601657	1738570	1761130	2112240	2398680	1655560	1887210	2182020	2118960	1468140	1823560	2452200	2097920	2289160	2399690	2298350	2473010	2201410	1805090	2076410	2424050	1996220	1950400	2285850	2329390	93106	128895	37375.3	109429	54166.4	57709.3	83594.5	49991.9	60947.3	62429.2	68117.5	51024.3	23915.1	57092.1	138288	68417.7	100013	117395	144967	87560.8	86259.2	123241	99069.4	100411
P0AC69	84642600	79456200	108581000	94899300	98620200	77666600	85788800	83675500	76988600	87626100	81711600	103910000	93788900	90672800	112544000	126306000	112861000	117333000	118190000	115023000	105232000	103440000	117452000	97356400	949277	1127720	836131	875459	1134660	981733	841289	946805	982298	731278	1127660	1164380	891331	1203080	1454760	1217500	1079490	1013370	895254	1166540	1179800	1021200	1042470	134832000	103365000	99701900	85066500	83709900	105547000	112742000	71422500	114849000	91158400	98452900	130233000	104216000	92340300	88183000	96767700	82165100	94231500	93499400	105678000	95218700	97893800	109928000	24896400	24850400	29851400	24078900	25643200	25783000	25921000	23191900	24623700	23555300	32713800	33414700	32893500	33235900	34899700	36492500	30954300	35368100	33257100	29455300	25719000	23901700	29668900	33932300	15230100	14324500	14103400	14864900	14812200	14053100	13248800	13694900	13431900	13312900	13494400	13098600	13460400	12963000	17141100	17993400	16863200	16475300	16014700	16883700	15270400	15516900	15294300	15663300
P64483	76386500	64453100	52070800	48371100	72173100	77975300	54575000	58706600	56974200	62823900	73497200	105444000	70926400	60124900	49767400	56678500	49905400	40215700	54551300	47479700	56691700	60095100	46104600	54644700	431922	439096	396502	380555	441935	520206	303376	416767	448743	262260	496216	560541	187123	376295	358355	379609	379974	180677	155575	383246	383459	212887	238350	30440100	26469300	27299600	23853600	32040200	26504400	21341900	26870100	24889300	26042800	22538700	21699900	17929200	20659000	17887600	16897700	16311000	18814100	18498000	19472900	18832600	19788800	18229400	9083280	7590420	8799570	7685510	7604270	9357660	7830020	7241520	7282700	9170990	6661510	6891030	7711270	6771560	7089070	7654770	6984480	6972030	7622500	7390700	7914170	7802030	7236250	7045270	3643280	4811280	4455940	3847330	5067940	4350110	4530060	4798960	4133450	4426200	4406370	4841650	5053580	4628380	3710530	3748400	3737850	3650940	3584550	3913310	3728350	3740710	3661940	3692910
P0ADY3	305331000	290508000	407365000	397700000	289719000	269790000	307401000	320818000	244051000	290395000	266046000	213964000	314994000	279260000	446904000	416672000	494104000	340812000	457279000	388242000	400909000	424619000	374058000	340564000	245983	249036	252825	272202	330131	293925	290361	260992	262564	240065	270152	312207	365504	346778	440816	360412	325254	342430	419247	314890	378347	350803	313461	138335000	158529000	169158000	152279000	158654000	154154000	147911000	163495000	151766000	158421000	156119000	243898000	222371000	238132000	217952000	236865000	224553000	230091000	212832000	203998000	213584000	245209000	241622000	220960000	225303000	215158000	222831000	229419000	216633000	229807000	215719000	201849000	216010000	307926000	321386000	306818000	312893000	291266000	307151000	300649000	302866000	307193000	293355000	208646000	228450000	291634000	298020000	60087800	45251500	43219500	59741300	48190700	44581400	46714600	45654000	44042900	45904800	43958300	44802900	46859100	47002800	62744300	63506600	63277000	62891100	65128700	60768800	58785000	60364900	59146400	60998200
P0AET5	9107480	8118990	4539750	6070780	3702630	10798100	12050400	3984010	1462570	3249640	13709000	10606700	7440210	2522840	4703160	11565800	5334310	4094980	7127140	4655320	11529500	10237100	2252870	9461820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82189	125008	68227.4	127224	48335.8	85198.5	178157	88316.4	131377	82765.1	NA	128585	163409	78771.8	118282	78844.4	150660	113774	98784.2	95882.2	177520	160841	165865	269619	328870	243602	360522	560562	198865	347995	489924	504098	238935	289356	343378	308388	227219	278929	342670	279028	265446	196943	315335	237975	211555	345418	252854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0CF91;P0CF92;P0CF93	1327960	1516500	1067930	1240230	1244140	1437960	2102780	1317570	1636220	1553320	1272480	522978	816224	1055880	1360170	1345870	1373730	1659330	1124150	1140620	1624070	1924490	1043740	1581870	10475.1	15426.6	10931.2	18302	14193.4	13062.6	16642.5	10282.8	13319.4	12616.3	11491.2	13525.1	12586.3	13569.9	13847.6	13698.5	14921.7	12501.6	13689.4	15519	13437.6	15713	14899.3	NA	697506	345895	685720	489562	611406	525526	479507	537774	428621	664018	441836	485283	405665	373341	453526	424256	331583	369967	576553	409962	355826	465234	434079	382185	321085	434277	384659	432765	428637	409855	383024	409346	347545	332664	363644	383853	391348	368290	401361	336651	357941	373410	317533	357621	350856	374797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76217	3434950	2647300	NA	NA	3078810	2971680	3077020	2164340	1470300	3028440	2560300	1768790	2042050	2510060	NA	NA	NA	NA	NA	NA	NA	794442	1088320	NA	17893.1	14792.7	16236.5	13461.4	17137.1	13654.7	18941.3	16488.1	14785.3	15084	16174.8	20307	6039.74	11280.2	7382.81	9200.12	10226.4	11197.7	7887.09	8696.85	8159.03	10722.7	9782.8	1022890	1091290	1097930	1159990	1036210	1156470	1240710	1300510	1226590	1167880	1192360	621356	572703	480856	738288	688019	702940	605327	834714	429987	457020	473848	620347	1006010	1197460	1007350	1076210	965015	1132350	976047	1079520	1025310	1066760	482375	490629	243104	408944	475238	340683	423070	443019	248316	255032	1006660	1081260	333614	443900	34954.8	235052	205878	NA	211308	204196	170387	193556	179686	154279	171179	229961	210896	181345	74643.3	NA	113269	52597.2	136642	NA	134646	47078.1	41025.2	62023.2
P64461	8375880	5970640	2387790	4376380	2850490	4815780	7278610	7774490	4324650	6578510	5606810	5405660	5509490	8031660	4481190	4194540	1952780	3623150	2865650	3252400	3407090	NA	3702610	1856890	21881.5	38448.6	22794.9	30874.9	25388.2	17160.5	24273.9	17776.9	29914.2	24987.5	18543.2	23665.1	8845.43	22538.6	12910.7	23399.9	26716.4	12127.7	16815.3	5322.73	11321.5	24715.5	15450	1445730	1276610	1070060	2088640	1499150	1851480	1786840	684938	2134370	1922010	1729620	334416	217070	393934	839699	649010	466902	475849	635206	454904	225647	523046	680708	535665	728729	657870	832082	748491	561958	778252	904253	986789	616501	518356	475262	319581	391420	561929	402902	495744	486744	285651	252005	709522	882376	240336	533164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77781	8622510	10025700	8031110	9989230	8034010	9277630	7712910	7097800	6251890	6816980	9289920	7760510	9585740	7820420	9346740	9707530	10330000	7372880	9517270	8537510	10691400	10810400	7934720	9922190	141426	120412	131761	116320	121869	146901	90327.9	131520	138850	82729.1	137914	119970	119384	144322	152713	137075	169377	103448	91025.9	134486	149578	115796	114299	4535610	4562970	4954350	2851980	5812040	4743930	3236420	5609130	4266530	4704170	4174800	5863610	5194930	5849390	4437700	4552700	5445980	5301830	5780090	5948960	4845190	5682950	5069460	4049380	3890220	3885050	4129350	3899410	4346320	3898060	3312770	3289660	4137690	4737090	4495130	4961120	4646470	4596490	4597740	4514710	5115430	4460060	4633710	4232170	3984400	4772340	4533420	1839020	1539610	1433460	1787020	1582170	1285650	1506870	1502660	1330680	1446100	1385890	1487480	1506390	1502120	1750590	1659310	1693410	1689490	1789980	1801940	1745210	1712250	1783310	1539680
