"MSP"	"ERS436799"	"ERS436798"	"ERS436797"	"ERS436796"	"ERS436795"	"ERS436794"	"ERS436793"	"ERS436792"	"ERS436791"	"ERS436790"	"ERS436789"	"ERS436788"	"ERS436787"	"ERS436786"	"ERS436784"	"ERS436783"	"ERS436782"	"ERS436781"	"ERS436780"	"ERS436779"	"ERS436778"	"ERS436777"	"ERS436776"	"ERS436775"	"ERS436774"	"ERS436773"	"ERS436772"	"ERS436771"	"ERS436770"	"ERS436769"	"ERS436768"	"ERS436762"	"ERS436761"	"ERS436759"	"ERS436755"	"ERS436754"	"ERS436753"	"ERS436750"	"ERS436749"	"ERS436748"	"ERS436746"	"ERS436745"	"ERS436744"	"ERS436743"	"ERS436742"	"ERS436741"	"ERS436740"	"ERS436739"	"ERS436738"	"ERS436737"	"ERS436736"	"ERS436733"	"ERS436730"	"ERS436729"	"ERS436727"	"ERS436725"	"ERS436722"	"ERS436721"	"ERS436720"	"ERS436714"	"ERS436713"	"ERS436712"	"ERS436711"	"ERS436705"	"ERS436704"	"ERS436703"	"ERS436701"	"ERS436699"	"ERS436698"	"ERS436697"	"ERS436695"	"ERS436694"	"ERS436693"	"ERS436691"	"ERS436690"	"ERS436689"	"ERS436688"	"ERS436685"	"ERS436684"	"ERS436683"	"ERS436679"	"ERS436673"	"ERS436672"	"ERS436670"	"ERS436669"	"ERS436668"	"ERS436666"	"ERS436665"	"ERS436661"	"ERS436660"	"ERS436659"	"ERS436658"	"ERS436657"	"ERS436655"	"ERS436654"	"ERS436653"	"ERS436651"	"ERS436649"	"ERS436648"	"ERS436647"	"ERS436645"	"ERS436644"
"msp_0619"	0	0	0	42	0	0	13	0	11	0	0	140	208	0	0	470	0	12	0	0	0	0	0	0	0	0	401	0	0	29	0	0	36	120	0	0	28	300	0	0	8	1219	66	0	0	0	0	80	0	0	42	0	8	216	0	24	0	68	82	0	0	32	0	0	468	0	0	74	0	37	0	180	0	362	0	21	20	56	71	0	23	0	0	8	0	85	171	14	0	12	0	0	0	113	52	0	0	0	0	0	0	260
"msp_0621"	0	0	696	169	11	0	0	194	506	416	4596	16	154	859	449	91	492	16	2872	998	579	707	502	359	90	5585	10	0	741	1023	437	2430	42	36	8	0	47	0	227	0	0	208	28	42	639	44	47	557	974	286	253	431	81	9	0	64	11	64	3599	31	22	238	1164	0	0	4557	0	15	43	15	27	0	0	0	148	170	0	0	0	96	0	408	46	938	9	7	850	773	1130	22	522	0	124	49	1193	0	111	40	0	10	419	1160
"msp_0622"	0	0	0	103	0	152	614	509	653	598	0	290	1634	227	172	0	919	4479	579	752	365	950	84	0	32	1524	593	0	548	564	0	154	0	0	0	0	0	0	267	251	59	350	0	187	0	233	353	918	578	0	1218	26	0	33	201	406	220	344	0	19	0	65	0	124	3744	395	5	63	0	34	186	9	142	34	37	51	0	17	71	0	0	9	0	572	156	51	166	1124	0	91	0	147	0	430	905	0	0	76	46	334	3096	31
"msp_0623"	0	0	0	92	0	16	0	863	619	0	0	421	25	32	39	0	0	0	0	360	196	1738	0	0	0	88	5205	186	0	107	0	466	11415	0	0	0	10	324	0	0	0	0	0	0	297	0	0	0	4147	8	0	1799	1206	111	17	7	0	0	0	61	0	1013	0	0	0	12160	0	179	0	45	78	31	0	12	652	4232	5426	0	0	0	0	0	262	0	186	517	218	160	5	148	0	3979	0	4906	1836	273	2217	708	44	1627	0	0
"msp_0624"	0	0	0	2538	0	0	67	553	0	0	0	70	348	61	1728	0	0	1634	0	0	124	21	238	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1245	0	0	1014	437	0	0	0	0	32	0	0	17	0	4013	0	0	0	0	0	33	3757	0	0	500	0	49	1035	0	6	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	14	0	319	55	31	82	0	0	1688	0	225	0	0	0	20	15	0	0	0
"msp_0626"	0	0	0	0	0	0	0	0	0	0	11	0	2244	0	0	0	0	30	0	0	0	0	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	21	0	0	1138	0	0	21	0	0	0	1729	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
"msp_0629"	0	0	0	0	0	0	530	0	0	0	0	0	0	0	1337	789	0	0	0	0	26	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	146	20	0	0	323	0	6	0	173	0	0	113	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	79	0	0	0	0	0	0	15	105	0	15	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
"msp_0630"	0	0	943	84	0	178	144	68	31	0	11	38	0	813	12	377	0	0	9295	219	283	121	3401	0	55	2095	0	1383	0	830	4144	0	16	10	0	746	1624	308	2166	220	0	6	8	1035	1879	200	0	311	0	156	756	2139	793	1017	0	0	47	0	0	2663	0	49	0	534	2165	291	0	276	0	722	222	0	0	443	0	86	0	0	75	59	0	8	547	0	31	1112	0	98	182	283	0	0	0	39	1628	252	0	58	108	0	249	290
"msp_0631"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1988	0	0	0	0	0	0	0	0	2665	0	0	0	0	0	0	0	0	0	1775	0	0	0	11	0	0	0	0	0	0	0	0	0	0	10	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0634"	0	197	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	1196	0	1365	0	0	0	12017	0	0	0	20	0	10	468	0	33	0	0	0	0	0	811	0	0	0	0	0	0	0	0	0	0	3557	0	0	0	0	0	521	0	0	0	6	6	0	0	167	0	0	459	0	0	10	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0635"	0	75	0	1173	0	0	0	0	14	0	0	0	0	0	739	324	0	7604	0	8	0	0	0	0	49	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3194	0	0	0	0	113	0	0	0	0	0	187	43	0	0	0	0	0	0	0	0	0	0	9	724	0	0	0	661	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
"msp_0637"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	59	0
"msp_0639"	17	0	0	92	0	98	332	136	426	0	8	231	40	179	42	43	20	0	514	785	10430	2168	57	0	35	1128	0	6	907	142	796	0	543	0	0	911	1360	308	7	399	13	121	0	345	0	10	23	65	3072	1569	0	0	13	0	85	52	509	7	543	4647	0	579	3472	12	5974	9	108	192	14	56	38	26	7	62	97	1826	0	4	608	64	0	0	0	43	257	258	353	281	0	230	0	1118	0	71	1913	0	139	40	0	0	57	54
"msp_0643"	0	0	0	0	0	194	0	0	340	0	0	386	0	521	40	0	0	0	0	0	150	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	0	0	0	9	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	84	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	927	0	0	0	223	2838	0	0	234	136	0	0	0
"msp_0648"	0	0	6	0	0	0	0	5678	5010	0	0	0	0	0	0	0	0	238	0	0	0	38074	0	0	1829	3666	0	0	0	0	0	0	102	0	0	0	0	0	0	0	33	0	0	0	0	0	1913	0	0	0	0	7	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4433	2961	1504	0	399	4191	0	15154	0	10015	2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	955	0
"msp_0650"	0	0	0	3684	0	158	0	249	302	0	0	85	2064	0	234	0	9	0	0	0	0	187	0	0	196	317	654	0	0	593	0	0	0	0	0	0	0	750	16	0	14	2226	0	179	0	0	8	313	0	0	0	0	6	0	7	0	0	155	0	7	0	1069	0	0	321	0	19	153	0	0	8	50	1735	372	0	267	1226	0	2283	22	29	0	0	0	63	834	176	656	0	673	8	609	0	300	0	0	20	250	0	76	51	1050
"msp_0652"	412	0	0	0	0	0	1283	190	269	0	7	124	624	29	286	396	0	290	0	317	114	73	1605	0	0	0	0	0	1430	156	0	0	6	0	0	0	133	846	43	435	927	5474	0	1075	0	0	120	1325	0	0	74	0	0	905	0	112	0	301	40	0	125	104	0	46	1251	0	5	822	0	4	107	90	0	1139	0	117	1530	0	488	0	0	36	229	966	0	14	143	779	0	0	0	213	0	427	0	0	0	161	142	722	0	131
"msp_0654"	54	0	0	1287	0	928	141	0	0	25	0	455	178	2460	1027	0	0	969	0	0	168	226	13	0	3398	24	1165	0	9	0	12	0	0	0	0	27	0	2881	3626	0	0	40	0	0	610	178	921	549	0	61	4133	35	10	48	680	0	22	711	240	8	0	274	0	0	1850	0	20	5851	3188	0	25	3481	0	0	0	10	43	0	4041	0	0	0	0	0	212	0	0	0	0	0	0	0	0	511	0	0	44	0	641	0	188	15
"msp_0655"	2095	0	2292	1239	168	343	228	350	174	0	87	508	1002	139	1435	680	12	129	0	587	1236	578	853	1958	897	206	495	1114	1499	916	0	987	626	109	0	1201	352	436	297	1056	12	113	18	774	1620	196	862	669	402	4823	0	204	0	26	1288	719	1095	129	188	1273	586	312	5852	534	149	2	548	189	0	1087	1099	77	4178	312	3889	389	2140	153	307	1150	10	689	0	260	150	896	1356	830	1078	576	0	589	1001	560	693	52	945	52	157	999	1186	124
"msp_0665"	10	24	0	529	0	0	0	220	242	0	0	142	0	25	0	256	0	15	0	338	248	0	35	0	0	0	0	0	25	237	0	0	29	0	0	0	0	73	45	13	0	1186	0	100	61	58	205	214	0	0	214	414	0	0	0	95	267	47	0	0	0	299	0	69	76	0	0	0	0	26	14	11	0	19	0	0	65	0	0	0	0	0	0	305	0	26	0	178	0	0	0	0	0	20	0	0	0	510	53	381	0	230
"msp_0671"	0	0	0	4	0	0	0	0	10	0	471	0	5	114	36	0	0	0	0	242	8	266	38	12	0	62	0	0	474	0	0	272	40	76	0	0	683	0	49	0	0	0	0	0	165	417	0	0	0	0	0	0	19	48	0	39	0	53	22	0	0	8	0	0	0	0	0	14	0	0	0	0	0	18	8	18	0	0	0	0	0	0	163	43	0	0	1335	60	297	3	0	0	0	0	122	0	50	0	0	0	0	9
"msp_0674"	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	605	0	0	0	0	0	0	0	5769	0	0	0	110	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0676"	0	0	0	0	0	0	1106	1334	205	0	0	0	0	459	0	0	0	0	0	0	70	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	155	0	0	0	0	48	0	0	0	0	0	0	4	80	0	0	0	940	0	0	0	127	0	0	0	0	0	0	0	0	0	5	0	147	0	0	0	0	0	0	0	0	0	0	0	526	0	547	0	0	0	0	0	417	0	0	0	504	619	0	0	699
"msp_0677c"	9	0	0	8	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	8	0	11	0	5	5	0	0	7	0	8	0	0	0	0	0	22	90	0	0	0	0	14	0	0	15	0	0	0	0	0	0	0	0	5	7	18	0	0	0	0	3	0	0	0	740	22	36	111	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	9	0	0	0	0	0	0	4	0	0
"msp_0679"	53	0	0	852	0	0	731	11	1232	24	0	157	10	296	1116	0	0	0	0	602	297	151	68	0	0	0	153	0	0	194	0	0	0	86	0	0	0	32	30	0	9	0	0	15	0	66	330	28	0	0	321	0	26	24	0	7	0	55	0	0	0	979	0	0	417	0	0	159	0	0	29	21	0	0	0	5	77	0	0	0	0	0	20	1852	0	127	0	743	0	519	0	60	0	149	648	0	0	461	44	0	0	942
"msp_0685"	0	0	0	4749	29	0	8648	8012	0	5	438	4547	0	6	15840	7	0	0	8	0	0	0	140207	0	0	0	34	0	5	0	5	0	110	9	0	0	75	0	0	0	0	0	0	11	0	0	19	0	0	70	0	20505	0	3921	5	6007	0	40743	0	0	0	5	0	0	0	0	0	0	0	6076	60	0	0	0	0	27770	0	0	0	0	0	0	0	0	0	3035	0	84	0	1369	6	0	0	2748	0	0	0	1852	240	0	28	30415
"msp_0692"	0	0	0	0	0	795	0	0	254	0	0	314	0	5	0	0	0	81	0	0	0	11	0	330	320	0	0	0	1436	200	0	0	0	0	0	0	0	0	66	0	0	4435	0	0	367	0	95	0	0	135	0	0	0	226	0	0	0	378	222	0	0	582	0	0	0	0	0	0	0	0	9	90	0	0	0	0	0	83	1176	0	1176	0	0	0	0	506	0	0	0	0	0	1029	0	0	818	0	0	0	55	0	0	0
"msp_0693"	59	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	434	0	0	0	0	65
"msp_0697"	0	0	232	7	0	0	0	0	6	21	17	11	0	46	0	0	226	205	585	360	34	0	83	0	0	68	0	0	0	104	0	0	8	17	0	0	82	0	64	16	0	10	0	280	0	396	23	24	0	10	10	2119	54	510	0	324	9	113	667	0	0	14	0	0	0	0	0	76	0	119	43	0	0	24	22	342	32	0	0	0	0	0	604	115	9	64	151	930	12	54	0	135	0	70	704	10	17	44	0	0	316	0
"msp_0698"	36	0	0	0	0	0	0	13	0	0	15	0	0	126	689	9582	23	0	0	3441	0	0	4569	0	6	25	0	1756	272	0	0	0	446	61	0	67207	0	0	89	9688	0	805	2	0	0	348	90	427	458	0	5	0	19529	152	0	0	0	0	0	3	0	2588	0	0	0	4	14	92	0	0	0	8	227	0	0	0	273	0	11	96	25	310	0	0	0	0	0	0	0	1844	0	253	35	150	0	87	0	297	0	0	0	444
"msp_0705"	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	92	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0707"	0	0	740	158	0	0	0	0	10	0	0	0	0	0	0	50	1359	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	1331	0	275	0	0	0	34	56	0	0	73	819	159	0	0	0	0	58	439	997	85	0	0	597	20	0	0	85	0	105	0	0	0	0	0	0	8	0	195	0	40	0	0	0	136	3	14	21	0	28	0	0	0	954	0	2036	66	0	0	1979	17	0	0	0	58	0	0	0	0
"msp_0709"	0	0	0	2	0	0	20013	22863	17152	0	40	0	0	13946	0	0	21	0	10	0	9	3545	10988	0	0	0	0	0	3	0	50	0	0	0	0	0	23974	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	390	4	3	23539	5	0	0	0	0	0	0	0	0	33	0	0	10	0	8	0	0	0	6535	7	0	10319	0	0	0	0	0	0	0	0	0	0	0	0	29298	0	65	0	12	27	0	0	0	0	0
"msp_0713"	36	367	23	17	23	39	142	43	0	246	0	0	0	0	0	111	15	0	11	0	15	0	0	8	310	20	51	84	147	20	64	0	332	0	2173	94	23	35	41	98	16	33	0	0	0	0	0	20	50	119	50	11	0	7	49	0	104	0	0	683	26	0	167	0	236	70	15	8	414	33	32	0	504	0	16	21	64	266	161	0	66	12	61	46	5	0	0	35	27	0	56	15	7	0	12	102	0	0	9	200	0	0
"msp_0716"	141	0	0	1027	0	0	0	404	164	0	0	97	1135	14	0	0	0	132	0	90	0	81	86	0	167	0	0	0	7	116	0	0	0	15	0	0	0	0	0	0	84	413	0	0	0	194	0	0	0	0	0	563	0	0	0	0	0	256	55	0	0	463	0	0	12	0	0	0	0	0	56	6	0	0	0	104	0	0	0	0	0	0	0	11	0	17	0	284	125	0	0	946	0	218	476	0	0	0	318	0	0	227
"msp_0722"	1206	28	0	71	7	531	2558	359	139	1251	15	3054	2895	1906	107	10	1553	64	271	1798	1397	609	4144	1740	1810	509	3162	5976	411	494	473	85	1596	33	0	2141	2740	1163	1173	429	530	133	0	2322	2295	1736	609	881	0	1339	7863	555	3248	1443	4159	6135	2896	1204	257	1677	0	1845	6669	27736	33	867	176	8009	0	3205	2770	42	77	2476	2278	2188	663	0	16	726	0	115	0	601	114	1588	1762	3219	5206	291	0	337	10	410	2028	12	261	117	510	53	2972	776
"msp_0723"	0	7	0	2149	0	0	512	241	335	0	0	529	421	267	371	10	0	0	0	425	273	212	641	0	172	65	321	0	232	520	0	0	0	0	0	0	13	992	127	0	1548	1293	0	642	0	26	1270	764	0	68	223	0	138	17	0	51	176	331	0	16	0	884	0	86	0	0	12	229	0	3	157	20	0	0	5	441	832	0	111	0	0	0	0	1369	123	137	0	34	11	0	0	696	0	1244	530	0	0	230	78	0	66	489
"msp_0729"	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	306	0	0	0	0	0	18	0	74
"msp_0733"	0	0	0	0	0	771	0	0	409	0	0	825	0	0	0	0	0	21	0	0	28	194	0	0	11	0	0	0	7943	0	0	237	0	0	0	0	0	0	84	0	2386	68	0	0	0	0	0	1641	0	0	0	0	6	0	0	0	2582	0	382	672	0	0	0	0	0	0	0	0	0	94	13	0	0	0	6202	0	0	0	51	0	0	0	0	0	162	0	0	554	0	1252	0	0	0	0	4823	0	0	59	0	1872	0	0
"msp_0735"	0	0	0	202	0	0	0	0	0	0	0	0	4170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	62	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	102	0	56	0	14	0	0	0	0	0	0	0
"msp_0737"	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	91	380	0	0	43	0	0	0	179	0	0	0	0	0	0	0	0	0	42	0	0	0	45	0	35	0	0	435	16	336	16	0	0	51	0	0	29	94	54	0	0	137	11	0	0	0	0	0	0	0	257	0	35	0	16	0	0	0	13	0	0	0	0	0	0	0	0	27	163	0	0	0	0	378	0	98	0	404	0	10	0	0	0	0	0	0	0
"msp_0739c"	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0740"	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	64	0	0	23	0	647	0	205	0	0	0	0	0	0	380	0	0	0	50	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	2704	0	0	1373	0	0	0	0	0	0	399	0	0	0	14	0	0	0	1240	0	0	775	0	12	0	0	0	0	0	0	283	0	0	0	0	60	0	0	731	0	0	0
"msp_0742"	9984	1077	199	22	166	212	2884	354	0	209	612	7	51	165	29	739	196	0	969	279	264	41	376	381	5994	147	487	69	568	242	41	0	245	662	198	0	4513	80	122	74	0	62	131	745	634	212	123	0	1342	1114	3659	180	216	0	61	150	1192	11	0	567	157	0	12486	220	0	3	2899	75	10069	922	179	123	1703	513	1258	34	129	13	2433	957	0	1848	236	434	220	170	978	30	6789	20	73	71	4	27	331	20	61	49	83	199	241	41
"msp_0747"	0	0	0	196	0	0	0	52	372	0	0	128	0	27	7	0	0	0	0	115	2094	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	20	0	0	0	0	2082	1062	0	0	902	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	14446	0	66	494	0	0	0	48	0	0	156	0	0	0	0	0	0	0	0	0	0	364	0	3249	0	356	1804	0	0	0	37	0	0	0
"msp_0750"	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	34	0	0	0	0	123	0	0
"msp_0751"	823	0	0	0	0	0	0	9	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	63	0	152	0	0	30	1226	0	94	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	74	80	0	0	0	16	0	0	0
"msp_0756"	4894	0	0	0	0	0	0	660	101	16	176	1986	1800	638	0	0	0	7	0	0	0	753	2740	0	5	24	1229	0	0	0	5	0	0	0	0	312	0	0	72	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1253	9340	0	89	0	253	0	78	0	0	0	0	6	450	0	0	2366	0	0	0	7	522	0	0	0	616	0	25	0	374	0	0	0	0	0	301	0	0	3	0	1580	0	0	173	0	0	9	0
"msp_0757"	0	0	0	0	0	0	0	0	134	0	0	0	0	492	0	0	0	0	0	0	0	2300	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7349	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	471	0	0	0	741	17	0	0	0	0	14696	20	0	109	2082
"msp_0760"	0	0	70	7399	0	71	0	36	0	32	0	16	844	485	0	49	0	18	889	1024	107	3231	516	0	0	0	0	0	0	151	0	72	0	0	129	0	0	0	36	35	0	0	12	0	0	176	32	0	0	0	0	90	30	1581	0	0	139	106	0	49	0	28	0	0	0	0	0	24	0	21	0	0	0	37	0	96	0	0	0	0	0	810	113	848	0	0	0	1426	148	6938	0	0	0	0	0	97	0	2479	0	0	16	0
"msp_0761"	24	0	0	0	0	0	0	95	24	0	0	62	10	260	118	0	0	14	0	0	11	32	0	0	41	0	116	0	18	151	0	0	0	0	0	0	7	2174	257	0	49	842	0	345	0	0	144	128	0	0	18	0	0	25	0	0	0	264	9	0	0	58	0	0	105	0	0	1624	0	0	10	6	0	0	0	676	0	0	0	0	0	0	0	0	0	0	0	561	0	30	0	63	0	83	0	0	0	6	12	0	0	59
"msp_0763"	1815	0	0	9850	9	1337	5812	745	2082	0	0	1239	123	4380	1614	0	17	304	0	3351	815	1970	628	0	7086	363	689	0	535	5985	18	6281	24	129	0	1583	1088	8135	5209	27	38	58214	58	620	259	122	9376	3336	1503	12	3676	1367	19	39	1417	175	6239	1040	11112	1347	83	2502	0	7150	118	4329	202	506	0	1205	2728	13738	950	388	0	1596	164	7645	14923	409	0	1624	0	5189	1011	2427	384	1496	6	1227	6	1878	11	1465	2825	342	2212	2213	1470	8034	5064	493
"msp_0765"	0	6112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0766"	0	36	37	640	0	0	36	47	348	0	0	8	0	211	279	325	0	0	0	31	434	349	68	13	0	248	10	0	287	17	0	0	0	0	0	0	17	189	618	18	0	7	10	26	0	55	0	25	104	0	0	74	18	0	0	14	217	25	0	67	244	164	46	0	0	313	6	168	35	0	146	1040	19	16	0	101	0	108	121	0	7	0	0	0	158	230	0	0	0	412	364	22	0	90	447	0	155	270	40	361	0	29
"msp_0767"	0	0	0	0	0	0	0	769	0	0	0	0	0	46	0	0	0	0	0	0	0	21	0	0	0	0	0	30	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	27	0	0	0	0	0	0	0	0	0	0	0	419	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	39
"msp_0769"	946	3260	58	4337	2359	191	347	626	300	572	0	652	1338	776	737	900	27	137	2351	1153	1123	2393	448	2512	251	245	1229	0	1349	301	0	1017	705	0	6533	1141	232	267	500	1634	78	943	2	533	100	106	423	394	606	969	659	359	129	5	644	3338	1669	612	237	1101	1360	811	1165	0	6316	1751	2105	527	3986	692	1143	505	145	101	230	144	241	715	1129	178	18	435	67	1457	111	943	389	842	456	1734	2085	728	25	212	1963	511	954	129	319	294	767	322
"msp_0772"	0	0	0	83	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	332	0	0	0	0	752	0	10	0	0	34	0	29	0	0	104	0	0	0	0	0	0	0	55	0	0	0	0	6	0	0	0	0	0	0	0	16	181	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	114	32	0
"msp_0773"	108	0	0	0	0	0	356	681	236	0	0	387	0	659	395	52	0	365	0	408	331	97	1291	0	8	0	0	0	0	141	0	787	13	0	0	0	349	3562	333	0	0	0	0	1321	988	5	356	106	0	0	259	0	0	13884	3	325	0	0	2633	14	0	256	0	162	0	0	0	773	0	2230	0	234	0	0	0	258	983	8	408	0	0	80	0	0	0	242	637	68	0	121	0	340	0	604	405	0	0	116	1237	0	118	1129
"msp_0776"	80	0	0	0	0	0	0	888	98	0	0	768	2186	473	526	0	0	1195	0	199	91	19	514	0	0	0	0	359	180	0	0	0	17	0	0	0	643	242	0	0	113	0	1099	0	0	44	99	189	0	0	96	0	0	50	0	0	128	550	1787	515	0	225	0	138	225	0	0	297	0	1749	463	0	0	7	0	372	0	0	0	0	0	0	0	432	0	426	0	10	0	4	0	591	0	36	0	0	0	167	868	0	0	378
"msp_0777"	217	0	0	665	0	0	10243	1941	1312	0	0	2563	25	1038	4241	562	1199	54	0	355	1662	154	551	0	16	12496	0	284	327	960	6	119	17	2393	0	0	6558	11861	153	1652	1269	5766	6075	1773	0	738	1946	741	0	209	337	2510	10	77	19	10	6	5644	100	13	0	384	993	1014	8599	0	21	1152	1053	852	515	2004	28	77	0	2422	2788	31	256	0	30786	29	0	1607	0	1435	0	342	0	547	8	77	288	1379	4466	0	139	326	22	1997	8301	458
