"MSP"	"ERS436799"	"ERS436798"	"ERS436797"	"ERS436796"	"ERS436795"	"ERS436794"	"ERS436793"	"ERS436792"	"ERS436791"	"ERS436790"	"ERS436789"	"ERS436788"	"ERS436787"	"ERS436786"	"ERS436784"	"ERS436783"	"ERS436782"	"ERS436781"	"ERS436780"	"ERS436779"	"ERS436778"	"ERS436777"	"ERS436776"	"ERS436775"	"ERS436774"	"ERS436773"	"ERS436772"	"ERS436771"	"ERS436770"	"ERS436769"	"ERS436768"	"ERS436762"	"ERS436761"	"ERS436759"	"ERS436755"	"ERS436754"	"ERS436753"	"ERS436750"	"ERS436749"	"ERS436748"	"ERS436746"	"ERS436745"	"ERS436744"	"ERS436743"	"ERS436742"	"ERS436741"	"ERS436740"	"ERS436739"	"ERS436738"	"ERS436737"	"ERS436736"	"ERS436733"	"ERS436730"	"ERS436729"	"ERS436727"	"ERS436725"	"ERS436722"	"ERS436721"	"ERS436720"	"ERS436714"	"ERS436713"	"ERS436712"	"ERS436711"	"ERS436705"	"ERS436704"	"ERS436703"	"ERS436701"	"ERS436699"	"ERS436698"	"ERS436697"	"ERS436695"	"ERS436694"	"ERS436693"	"ERS436691"	"ERS436690"	"ERS436689"	"ERS436688"	"ERS436685"	"ERS436684"	"ERS436683"	"ERS436679"	"ERS436673"	"ERS436672"	"ERS436670"	"ERS436669"	"ERS436668"	"ERS436666"	"ERS436665"	"ERS436661"	"ERS436660"	"ERS436659"	"ERS436658"	"ERS436657"	"ERS436655"	"ERS436654"	"ERS436653"	"ERS436651"	"ERS436649"	"ERS436648"	"ERS436647"	"ERS436645"	"ERS436644"
"msp_0229"	0	0	0	0	0	0	0	0	0	0	0	28716	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	10	20202	0	0	0	0	0	0	0	8444	0	10981	4	0	45368	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	12	0	0	0	0	0	0	0	6	0
"msp_0230"	364	0	0	0	32	0	0	287	192	0	0	0	0	0	0	305	0	0	0	2642	0	0	0	0	0	0	0	47	0	759	0	843	460	0	0	0	18	1501	0	0	0	0	0	892	0	717	0	0	0	0	1101	302	4946	201	0	0	0	1706	0	0	28	460	0	0	560	0	8	379	22	2081	0	1358	10	0	0	0	0	2086	19	53	1056	0	1542	51	0	273	0	1946	974	0	2132	213	0	60	0	14	0	274	0	615	0	7
"msp_0232"	0	37	2733	186	0	0	0	0	0	0	0	0	0	0	0	8996	1081	0	0	0	0	0	12	106	70	54	12	7201	130	0	0	0	972	0	0	0	0	0	0	0	0	0	11	312	0	0	0	0	0	5217	0	124	0	5	0	0	74	0	0	0	0	79	0	3797	0	0	1104	0	0	8	22	0	0	0	2964	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	758	0	0	0	891	0	0	0	0	109	0	0
"msp_0234"	4	35	0	0	0	0	2406	530	37	0	0	16	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	33	0	0	0	9	3198	0	2855	0	0	2307	1917	0	129	0	0	0	0	0	0	0	231	0	16	0	0	0	0	0	14	0	0	0	0	0	896	0	7	6	0	0	0	0	668	0	0	0	0	63247	0	19273	0	5	34	0	0	0	14	0	17	0	3041	0	0	0	0	607	0	0	0
"msp_0236"	1489	235	19169	1953	0	3307	1662	705	3752	7997	4	991	1754	5062	13	4735	2040	0	4	6271	3181	720	0	4700	227	126	790	0	2818	2877	20	4299	0	24	0	0	63	0	4611	961	0	4	0	5161	2021	0	107	2049	0	28	1214	668	112	263	2392	3692	0	11	186	137	39	7158	0	0	0	1703	68	0	0	1380	3308	1016	2682	292	1262	1055	328	1204	726	0	8	4321	816	114	982	2173	98	1060	4732	3304	5271	4390	0	2141	95	3824	2695	487	1409	6474	226	1798
"msp_0237"	0	0	0	0	0	0	0	0	30	0	0	0	0	0	13	0	0	0	0	0	0	8	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	84	0	0	0	0	0	0	108	0	0	0	0	0	698	514	0	0	0	0	0	0	0	0	152	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	160	0	0	645	0	0	0	0	0	0	11	0	41	140	0	0	0	0
"msp_0238"	0	0	0	1375	0	0	0	1448	2708	0	0	0	7323	816	1072	0	0	0	0	0	0	932	419	405	0	458	0	0	292	0	4	0	0	0	0	1595	35	0	288	318	0	2282	0	0	0	1776	0	1591	0	12	2405	0	0	430	2	0	384	1139	1186	390	0	2159	0	0	1265	0	8	908	0	31	56	21	0	418	0	991	3403	0	133	601	0	0	137	3494	0	5	1311	12	0	166	0	324	18	915	730	0	318	565	1291	0	0	2374
"msp_0239"	0	0	0	0	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
"msp_0242"	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	44894	1534	0	0	0	0	0	0	0	126	0	406	0	0	13	0	0	0	4514	0	2286	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	16	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0243"	0	0	0	0	0	179	0	0	587	0	0	512	139	284	50	28	0	0	5436	0	0	3407	261	0	0	0	0	0	0	960	0	0	8	10	0	0	844	147	0	0	0	0	0	23	0	188	0	6	0	6	0	1574	0	0	0	16	0	9	0	905	0	178	0	0	441	0	0	0	0	0	0	0	6	0	63	4595	0	0	0	0	0	0	0	0	0	0	928	179	0	6392	0	123	0	0	0	0	3333	445	653	0	476	0
"msp_0244"	0	39	0	0	0	107	638	67	3900	0	0	107	166	0	94	0	7	0	291	40	255	705	2123	0	27	15	419	0	0	12	0	530	7	0	0	0	231	62	0	1282	0	21	0	108	356	2580	0	58	0	0	111	771	20	0	255	1767	155	1509	16	2319	0	462	0	0	50	0	11	297	0	16	79	171	126	215	54	4659	154	0	29	260	0	302	0	0	242	1405	187	4715	0	47	0	183	6	0	1344	0	236	113	54	31	0	55
"msp_0246"	5966	0	106	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	78	3718	37	0	0	20	0	0	0	258	0	0	0	0	5	0	130	0	0	0	0	305	0	0	2999	0	0	0	0	0	30	0	0	0	0	0	16	0	13	308	0	19	0	48	0	0	0	70	0	0	40585	0	0	0	1144	0	55	0	0	316	0	0	0	0	0	0	19	0	0	229	0	0	0
"msp_0247"	0	0	0	0	0	55	0	840	41	0	0	0	0	1758	0	0	0	0	0	0	0	0	147	0	800	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	0	15	0	0	0	0	0	0	0	0	515	0	0	0	0	10	0	0	0	0	0	3194	0	0	0
"msp_0249"	162	54	211	492	0	0	29	43	18	771	0	8	7	79	64	17	471	257	0	357	1230	7	155	88	0	15	1239	80	608	105	0	44	19	31	0	28	46	434	10	53	273	1310	19	160	0	17	118	88	24	100	91	122	120	234	11	22	99	67	472	0	762	224	108	244	204	20	0	96	107	386	17	78	0	74	0	64	195	185	22	109	59	0	90	667	0	18	215	167	3	143	0	18	333	99	332	53	12	119	24	7	0	159
"msp_0250"	0	0	10330	2421	0	4	0	0	5072	0	25	0	0	78	0	9168	14510	0	6011	0	39	2050	4826	595	2	1837	4243	0	2152	0	0	26948	41	8	0	149	8633	0	0	4654	0	7	15	708	0	6550	111	5887	0	21	0	682	2603	162	2	2134	0	5271	0	6	1639	3114	0	271	2958	16312	6	107	6127	10	121	403	0	3645	4190	11	0	0	167	0	0	0	45	283	0	1775	2720	6202	21	4747	13882	1681	0	0	0	2193	3850	1828	0	0	25	3120
"msp_0254"	0	315	54	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	80	18	0	0	0	0	0	0	0	0	0	9	0	10	1628	0	0	0	282	0	0	0	0	349	0	360	0	0	0	0	0	35	0	0	0	0	0	0	10357	0	0	172	0	0	0	12	0	0	25	66	0	0	0	4	0	0	945	0	4	0	0	0	0	0	0	99	0	0	0	0	375	109	0	0	0	0	0
"msp_0258"	241	1725	0	534	206	2211	5217	0	0	0	0	1389	255	0	5	1603	19	37	0	0	165	0	136	0	1902	0	1711	3461	0	0	12	220	9	0	0	0	2745	627	375	316	17	187	541	1272	60	802	2127	524	0	6	983	354	0	8937	0	282	3895	179	215	4701	2399	2215	0	5150	1186	5404	13	487	0	2	1611	2536	3114	228	51	1312	2708	7915	9380	1126	0	1161	0	624	228	120	0	15	0	0	0	6292	0	325	0	2518	1222	295	2993	2783	1881	0
"msp_0259"	16718	4016	16514	16361	5	7114	10682	3370	1894	0	436	5495	2749	6905	1598	3724	7655	321	5643	5033	2051	3493	6820	1742	463	2548	6469	3	7883	7718	33	10420	45	492	27193	10176	2693	2708	5788	2048	829	1302	16	5157	9042	5631	5857	3637	0	16687	3	2812	28	133	9	7026	2881	3814	2082	4987	10	3015	33285	16586	405	16943	1015	371	1100	6505	5374	1662	3300	1042	50660	2271	3383	1076	852	1830	0	2363	0	2907	2024	3131	4656	5608	8	2699	4022	3399	6	4136	7207	3499	2637	2571	2141	821	1892	1877
"msp_0260"	0	0	0	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	10	0	0	2225	0	10658	0	0	5	0	0	0	0	0	0	0	0	5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	40	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	6336	0	35	896	0	0	9
"msp_0262"	0	0	0	0	0	0	0	0	591	0	5	0	79	2598	0	0	8	0	0	0	1058	132	1587	0	943	15	0	0	0	0	10	0	29	4	0	0	38	2994	4013	0	0	9	6	0	0	0	1283	127	0	0	0	208	262	0	5626	3870	9841	6	190	9273	0	4040	0	0	0	2	8	0	0	13	19	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	8	3	3	1280	4	1272	0	0	1698	0	6	0	11793	56
"msp_0263"	31119	12	6	6	7	11484	2015	11664	90	23316	22	118	34	24976	42806	6	54	26408	17	39	13930	2198	4282	32561	567	3	4	6	4	11284	127	75	191	0	11	30324	7	343	1055	0	3371	1389	15	178	4040	106	3938	11	3	127	69	13385	5408	2195	3372	8	6492	10	2684	21	9875	0	0	5	5128	14	24	357	0	26014	23	15	0	523	14732	0	4	21	0	455	0	0	145	0	1244	10	6961	1065	3553	1428	0	845	9	1123	0	0	72	681	0	0	6809	142
"msp_0265"	367	0	0	0	0	0	0	0	0	0	0	2300	312	2531	0	278	1863	35	0	0	523	3282	0	0	0	10	4368	0	0	0	12	0	0	0	0	0	19	607	0	0	585	0	0	14	0	0	0	880	0	0	7	0	0	0	0	0	0	2663	10	0	0	1008	0	0	6398	9	0	1252	0	73	110	0	0	12	0	0	25	0	159	0	0	0	0	0	0	3185	0	4770	14	4	0	31	0	1525	0	0	5756	2166	0	0	1939	0
"msp_0269"	0	0	0	0	0	0	0	1174	0	0	0	329	253	492	20	0	0	0	0	0	22	1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	304	45	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	3181	0	0	6	0
"msp_0270"	152	342	0	4572	9	0	163	29	151	0	4	0	14	0	321	1432	0	0	0	0	0	66	1019	0	0	0	0	0	1023	234	0	254	2670	0	0	0	0	525	0	1507	0	10123	0	1860	667	186	94	0	0	7	313	2216	0	27	0	128	0	1173	2898	0	0	1445	0	45	521	0	52	22	0	7	0	341	0	392	19	1793	2	0	0	0	50	0	17	0	0	145	0	824	813	54	0	0	0	158	0	0	0	103	684	0	0	82
"msp_0271"	2663	0	26069	21863	15	13	0	3	5894	4	65	11	18	1061	24837	13	46392	636	8	43468	21905	9961	13923	81665	7	173	2	10	4	5	4	428	25	11	0	7	12022	59797	2732	27573	780	15	6	35480	0	4375	37642	34286	113	27966	4	3449	21568	0	8806	11	455	9	48902	4	21438	51084	4	11	12655	2	35	9	0	251	5366	82	43	4702	25	15003	33	23292	0	22	0	17063	12	18061	0	5596	0	15040	497	6	10	75	72336	19256	0	0	9508	6978	313	3	15	0
"msp_0274"	8	0	3528	9	0	0	0	0	0	7726	0	0	0	0	0	0	2984	0	0	3	0	0	0	205	0	13	8	0	0	538	451	0	1937	893	6972	71	0	289	0	196	0	0	7	5	69	0	0	0	869	73	897	192	14	0	751	4	43	9	0	0	808	0	0	0	100	109	0	0	0	16	32	0	0	0	12	0	0	0	0	0	0	0	0	1496	0	11	0	6	5091	0	1408	0	1704	0	0	0	0	0	0	3	0	0
"msp_0277"	0	0	0	0	0	4922	0	0	10	0	0	9442	8	103	9946	0	11	0	0	0	5280	0	0	0	68	8692	0	3	0	19006	0	0	19276	9	0	4	34	0	0	0	24	13	4	0	0	2439	11	0	12230	199	5	34234	25	0	41172	62928	0	12889	6	4	0	0	0	15793	0	2110	83	5	6468	73245	6	2189	24355	14	47	0	3	0	39	11	0	0	0	0	0	4	0	5	3	15545	8	42	47	0	0	2492	13218	8	0	35271	24	3462
"msp_0278"	0	127	0	0	536	0	0	0	0	56	0	0	0	0	0	0	0	0	93	0	0	0	0	157	0	0	0	0	0	0	13	0	143	0	0	0	0	0	0	11	0	0	0	127	31	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
"msp_0279"	31	26	0	0	0	0	0	196	33	0	0	0	0	21	0	28	0	6154	0	25	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0	250	0	0	9	0	65	0	0	191	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8463	0	0	18	0	0	0	16559	0	9258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
"msp_0280"	0	53	0	0	0	0	0	0	2138	0	0	3068	0	0	0	0	0	0	0	0	0	1190	0	0	636	1007	0	3462	0	0	0	0	11	0	0	0	0	0	2660	0	0	0	0	1540	0	171	4205	0	0	0	0	0	0	0	0	47	7255	0	0	0	16458	0	0	0	0	0	539	0	3037	6	0	2	0	440	0	0	0	0	0	575	0	0	28	0	381	0	0	0	27	0	0	0	0	0	0	0	0	0	12	0	0	0
"msp_0281"	26517	0	0	0	46	0	0	0	0	0	0	0	22	4467	0	0	7	5158	0	11	0	0	0	0	21723	0	0	3	10	7	21	0	42	0	0	0	0	0	20931	0	0	0	6	0	0	2644	0	0	0	0	0	0	0	3409	0	0	0	0	6328	6	0	0	0	0	0	7	0	810	0	0	9	0	0	5099	121708	0	0	0	2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9214	0
"msp_0282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	384	0	0	0	694	0	0	0	0	0	0	0	14	0	0	0	0	504	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1210	4	0	0	0	0	0	208	0	0	0	0	372	0	0	0	1873	0	0	0	0	0	0	0	0	0	0	0	0	64	0	4045	3	0	0	0	0	0	0	0	0	0	8	0
"msp_0285"	6826	25141	0	0	74	5723	0	3	7	10693	24	3713	7	173	9	7413	33	0	3	0	257	1519	4165	0	8640	5152	2	15995	10091	4	0	0	0	96	7	3	0	0	6933	0	0	5615	2376	30	0	8	8	64	3	34	2	179	0	326	2	0	0	19	0	5295	0	220	0	0	627	14033	21	3530	0	37	5842	52	0	5	26185	1432	12611	0	0	0	0	491	0	0	1819	3761	1114	0	6388	68	7271	724	5	69	12020	0	0	1360	48	0	21102	3532
"msp_0287"	79	126	760	0	0	451	739	210	0	0	0	0	28	0	0	529	1688	0	0	0	567	6	0	0	209	141	700	87	0	193	0	414	464	0	1970	988	27	185	69	0	0	39	0	863	433	66	0	0	0	150	82	1626	373	256	104	16	97	16	1140	0	4355	0	0	29	1514	812	27	0	0	455	271	4	181	52	19	0	0	769	346	295	3788	71	11	0	0	445	0	0	116	0	0	529	116	174	0	209	0	11	10	684	0	0
"msp_0288"	0	112	0	6359	0	0	7237	0	0	0	0	0	0	0	4583	0	0	0	0	0	0	94	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	2151	159	0	0	0	6	0	1908	0	5	5	0	0	0	0	0	0	952	0	0	1118	58	0	0	0	0	0	0	0	0	0	12	0	0	0	0	5	1345	0	0	0
"msp_0290"	0	5	0	0	13	0	0	0	0	0	0	3	3	0	22	0	63	50787	10	66	5	34	0	0	170	0	0	67870	0	2	0	0	0	0	0	56093	100	596	0	16638	160	0	0	0	0	12161	0	0	7	0	3	0	0	780	0	0	0	1434	0	7	0	1140	0	8	0	0	0	1643	0	0	0	0	0	91083	0	3136	2	0	0	0	0	0	0	0	0	1306	0	9	10	916	0	55	0	23006	0	0	0	251	0	0	0	0
"msp_0291"	1282	0	0	3308	44	374	374	1192	2274	0	38	1026	3298	1396	1981	0	3449	91	0	2005	863	1466	8369	14046	118	270	1299	16	1588	948	5	845	15490	22	0	0	312	176	726	513	1902	422	14	1185	201	108	292	827	1162	56	816	3650	1248	1353	1732	2899	258	782	6441	38	0	2607	0	125	549	102	184	1765	19	251	413	985	96	170	16	3638	192	480	89	33	2630	87	0	115	251	836	4704	2760	6	3299	0	615	3	918	1181	94	274	236	54	348	266	434
"msp_0296"	0	0	27	573	6	0	342	719	443	0	0	0	7596	0	804	311	799	84	0	5	43	132	188	0	3503	111	324	0	228	11	0	38	24	29	0	2043	253	6	38	122	0	30	3	87	922	99	17	601	9	1761	2465	2079	185	509	0	174	2481	2984	887	3235	41	491	6	0	626	47	0	2483	10	31	135	379	3	0	415	480	365	3	36	61	7	0	2850	796	60	452	1863	27	0	738	0	9	6	135	978	258	92	895	27	3	213	870
"msp_0297"	0	0	0	12	0	0	44	4	0	0	0	0	0	0	0	650	173	1138	0	0	0	0	13	0	0	0	7	14	15	0	0	40	92	8309	0	0	0	116	0	66	0	4403	5107	11	0	57	0	0	0	14	7	9	0	30	0	0	0	0	0	0	22598	16	455	16	0	0	8	206	0	0	10	32	0	931	0	26	0	9	16	0	47882	0	85	11	0	0	0	0	0	0	0	0	17	0	0	9	0	0	0	18	6	0
"msp_0298"	137	0	0	1331	0	0	0	1382	405	0	0	209	1015	656	0	0	0	0	0	243	82	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	642	0	45	0	0	0	55	0	0	0	0	0	0	0	0	0	0	6280	0	0	22	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	931	0	0	208	98	0	0	1614
"msp_0299"	23	1391	3439	10401	5	209	1408	314	288	0	8	1834	1186	262	124	2352	2270	24	3188	405	1195	788	2145	11041	2064	948	1437	0	1370	1273	0	624	22	54	0	0	962	471	516	1746	8	537	7	679	1049	566	1437	2287	0	21	0	3177	0	7	3	2328	2172	41	209	2873	0	1431	0	14216	0	5691	9	401	1617	84	1707	203	478	925	0	1023	3015	2822	1309	648	0	449	42	3992	170	1841	1291	1834	3	1284	0	1688	862	15	917	2815	271	171	445	1118	954	234
"msp_0301"	2112	0	0	5222	6	11273	0	579	963	0	9	3212	640	4921	485	15134	1389	2046	11919	6586	13948	2534	1385	618	788	10686	8286	11229	1876	13264	12724	2513	56	23	12	11879	1916	17068	6533	3917	1046	12536	1284	5670	1171	2718	3282	4478	15955	7900	19097	4282	0	1828	8565	16	16791	2519	2920	1135	1727	1912	9	3826	653	2914	36657	5524	12094	1885	9303	68333	523	1321	24	13496	13707	3805	15686	422	32757	2161	168	2996	738	9147	2371	1831	3575	5200	12	4068	1176	3143	1343	955	731	1220	862	17	2397	484
"msp_0302"	0	0	0	7881	0	0	5990	0	0	0	0	0	0	3446	592	0	0	0	0	0	0	435	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	0	0	33	0	0	0	0	0	0	0	0	1729	0	0	0	0	25	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2816	141	0	0	0	0	9	0	0	0	0	14844	0	0	16	102
"msp_0303"	0	29	71	0	0	0	40	69	0	0	0	0	0	0	154	307	405	0	0	6	7	0	44	54	0	0	51	9	19	314	0	0	9	0	0	127	8	380	0	70	143	8959	8489	19	0	846	0	27	18	0	59	97	1093	4227	0	33	39	211	0	0	0	4	0	0	102	0	0	2054	0	109	0	250	0	184	0	28	37	4	0	0	275	0	0	97	0	0	0	11	668	391	0	0	260	0	16	0	0	13	0	0	0	24
"msp_0305"	0	0	0	0	0	0	0	216	5538	0	0	0	426	0	0	0	1022	0	0	0	0	2237	45	0	0	9	356	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	9	0	0	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1627	3	0	0	0	0	0	0	5319	0	31	0	2834	0	43	258	365	311	0	0	0	833	1252	0	0	0	16
"msp_0306"	2217	0	0	1121	6	0	0	1928	1276	0	91	1437	2472	915	1383	11512	12	11	0	3335	557	319	26212	0	76	68	8	62	0	2860	0	97	0	7	0	3	4295	1159	1490	0	2016	6983	0	1861	205	1691	9883	4500	0	0	4	0	0	51	0	0	0	66	731	234	46	1759	0	771	9232	0	79	332	18	1100	37	38990	0	58	0	3454	12	6	0	0	0	41	0	74	0	1513	0	608	4	1031	6	40	0	5703	780	0	614	1803	7633	17838	18346	2839
"msp_0307"	9869	8891	7	1281	11	24	5	3522	1236	0	666	7161	15111	6897	475	8564	12815	1812	1515	8276	971	5861	5161	10	1527	443	1459	0	2745	0	25	6642	49	702	0	671	375	793	6513	485	461	1120	20	572	25421	554	7234	6090	7928	71	3990	5038	7863	2051	29862	5624	6576	3878	7963	16387	0	3759	0	25276	1973	25743	1196	1517	0	17347	13088	236	705	1940	31	795	6807	304	562	695	92	513	423	2979	260	5669	1220	2302	600	9329	8	2867	25	3419	8159	8	651	1028	2517	8	5425	1596
"msp_0308"	280	19	0	0	0	0	0	0	0	161	0	0	0	0	0	0	69	0	0	0	0	0	22	0	0	0	0	0	0	12	970	0	339	0	20067	24	0	0	0	0	0	0	0	0	33	0	0	0	28	243	15	0	0	0	240	27	4	0	0	0	0	0	0	0	0	0	0	0	181	30	7	48	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	22	421	0	33	0	0	0	0	0	0	0	0	0	0	0
"msp_0312"	0	0	0	7061	0	0	92	809	5108	0	0	459	520	796	1311	1113	6	138	0	0	2122	909	772	0	348	299	693	15	78	1318	5	276	0	7896	0	2	0	3382	436	1087	2826	8001	0	2796	0	2928	505	6018	0	0	962	0	17	318	0	72	29	2247	7	4	0	142	0	36	787	0	23	3060	0	4	54	17245	6	837	0	204	2189	0	364	0	0	15	0	485	0	3436	0	1132	11	7169	5	285	8	1112	0	0	162	885	651	0	86	299
"msp_0314"	41	43	0	44	0	0	487	64	29	0	0	0	0	23	1254	1174	1599	200	0	53	0	0	123	46	0	6	39	161	22	14	0	0	26	2630	0	6	205	4211	0	716	8836	485	6705	53	0	3767	0	50	6	12	87	1187	1235	2503	0	38	148	1727	0	3	146	87	0	9	565	2	7	1501	21	49	4	720	0	218	0	41	35	0	12	0	18466	0	209	56	0	214	0	21	1503	37	0	7	939	126	39	6	0	13	0	377	0	12
"msp_0315"	76	2322	0	178	19	30	248	0	0	3949	0	0	445	0	6	455	697	0	0	0	0	0	261	1358	0	71	396	222	558	15	0	0	3110	0	2419	1435	0	137	0	60	0	167	0	121	571	0	0	100	133	0	85	364	0	151	0	209	0	31	0	0	1698	3	168	0	0	0	109	0	0	0	76	28	0	43	13	28	218	18	175	1177	0	0	22	170	0	73	1359	14	483	14	140	40	461	95	0	12	0	0	16	235	0	0
"msp_0317"	61	0	0	0	0	0	47	7	14	0	0	0	0	7	13	962	18	0	0	55	0	0	0	0	0	0	0	62	63	17	0	0	288	168	0	99	81	2849	0	929	3795	282	257	4	0	1099	0	0	30	0	17	278	784	7212	0	0	0	730	14	0	3957	8	4	0	312	0	11	268	11	85	0	304	0	3584	0	29	273	0	0	0	162260	0	288	342	0	25	0	0	6188	33	0	8	0	14	15	0	0	0	0	0	0	31
"msp_0318"	374	30	357	0	25	276	690	127	37	857	0	0	12	0	330	297	0	12047	0	30	206	21	75	0	175	281	167	268	134	75	218	0	524	1452	0	285	22	166	0	276	226	9	0	0	323	175	0	0	0	0	39	215	160	80	0	7	393	0	3401	0	1985	10	919	149	578	0	0	73	0	0	8	399	0	33	0	0	339	258	32	211	1976	0	597	219	16	49	498	81	10	0	82	980	44	15	0	121	60	70	79	336	437	19
"msp_0319"	0	0	0	3034	0	0	0	1232	155	0	5	993	0	116	0	0	0	46	0	0	46	70	1414	0	0	0	0	0	0	0	0	134	0	0	0	0	0	1532	0	0	18	0	0	1031	0	6	131	171	0	0	0	0	0	0	2	2	4097	336	0	12	0	265	0	0	5073	0	0	0	0	3	0	0	0	0	0	583	0	0	0	0	0	0	0	0	0	404	0	346	0	725	0	0	0	52	318	0	0	639	34	0	1647	0
"msp_0322"	12638	13	0	0	56	0	0	0	0	0	0	0	9	0	0	10542	0	43883	0	50	0	25	0	0	27321	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	22668	0	0	0	0	0	0	0	0	0	0	0	0	0	7013	0	0	0	5449	0	0	0	0	0	0	6118	26	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	2224
"msp_0324"	70	400	0	0	5	472	391	249	78	1131	0	0	0	0	80	0	0	0	0	0	0	0	0	0	528	0	0	0	494	282	0	0	54	0	0	0	81	0	0	1102	0	0	0	115	0	354	0	0	0	31	153	861	408	468	76	19	0	0	2576	0	0	0	0	172	0	0	113	0	0	165	0	0	0	90	13	39	0	0	481	51	0	0	0	0	88	139	0	0	0	0	0	0	0	0	0	75	132	136	0	1232	0	0
"msp_0325"	0	0	0	282	0	9	0	2126	0	6017	0	0	0	0	147	0	2974	0	0	9585	4	192	178	0	151	15	0	0	0	6120	0	0	0	31	0	0	0	0	0	0	0	11465	0	1899	0	0	2921	0	126	165	0	0	0	0	0	0	0	3716	0	5	0	0	0	0	0	0	8	0	4861	8	257	83	4	4	0	0	0	0	0	0	0	1318	0	1074	4194	4854	0	0	5117	810	20	0	0	0	0	0	0	380	0	0	9	0
