Ref8537_QC1_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S11_20230414	Ref8537_S35_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_024_R3	20230516_EPL1_LiSc_SA_S610_RT_25_s2	20230516_EPL1_LiSc_SA_S610_RT_26_s9	20230516_EPL1_LiSc_SA_S610_RT_29_s24	20230516_EPL1_LiSc_SA_S610_RT_33_s44	20230516_EPL1_LiSc_SA_S610_RT_35_s51	20230516_EPL1_LiSc_SA_S610_RT_36_s56	20230516_EPL1_LiSc_SA_S610_RT_38_s68	20230516_EPL1_LiSc_SA_S610_RT_39_s72	20230516_EPL1_LiSc_SA_S610_RT_41_s81	20230516_EPL1_LiSc_SA_S610_RT_42_s89	20230516_EPL1_LiSc_SA_S610_RT_43_s92	20230516_EPL1_LiSc_SA_S610_RT_44_s96	20230516_EPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC2_LabE_024	CVT09_QC3_LabE_025	CVT09_s3_002	CVT09_s10_003	CVT09_s13_004	CVT09_s16_005	CVT09_s28_007	CVT09_s31_008	CVT09_s36_009	CVT09_s50_011	CVT09_s59_013	CVT09_s61_014	CVT09_s73_016	CVT09_s77_017	CVT09_s84_018
P25745	24.0121409644853	24.4142103696327	24.4013894405628	23.7805770114524	23.6065488952272	24.0403606316661	24.4199743180164	24.2721450800872	24.4078595185008	24.2823415993936	24.2785396374544	24.442739284616	24.2604768219269	24.3348022011132	24.4399845443395	24.2942418377888	16.8032103840817	17.0487422860565	16.996120363033	16.9059862797072	17.0015841220853	16.7306293428316	16.7491885526304	16.8569725634938	17.1194579080187	16.8254308794601	17.2450326956795	16.7980793808579	17.1000052244227	22.9081576658251	23.0931515610228	23.1337684204452	22.6753355615295	23.0979739139914	23.0015696913245	22.7375007049243	23.1493886534408	23.0101801117551	22.9881937132934	22.9347264162786	23.3105933678023	23.3190000446295	23.332912325023	22.488870817899	22.4364050320285	22.4162609808698	22.3903862561893	22.7231867956647	22.751571844195	22.6710710749346	22.7580092635667	22.686573619628	22.6752989453688	22.7186164868141	22.7162191175994	22.438632481777	22.7457580175275	22.7009827635946	21.2156917716407	21.1888266579222	21.2885574611166	21.1484393425291	21.1923168977206	21.2360387244605	21.1394114566357	21.1794657099209	21.2583014848757	21.1017884916062	21.4940821031383	21.4827252526947	21.4326305899365	21.4498871619098	21.3818481414374
P33221	27.0462375124237	26.9807527817081	27.0062452556187	27.3469892335864	27.1268964800797	27.0371314180771	27.0325251986115	27.0481100752762	26.956841041722	26.7943918691479	27.007935258084	26.9300348909322	27.0453628172867	27.1260299610617	26.8500144377497	26.975765944126	18.7952406514597	19.0136906943158	18.9017242615425	18.9205825619325	19.0436387823222	19.1231160602776	19.2044183082894	18.698084014915	18.7480683383765	18.6200801836971	18.908228412917	18.5360081128906	18.8393698912448	24.7921540128698	24.8186599915324	25.0309689838746	24.9241466822901	24.9317218475295	24.8938029227093	25.0213760054355	24.9055609010984	24.9227048893832	24.8463674638893	25.0253230973547	24.9174742452921	25.0459730772054	25.0983322104245	24.2515838257468	24.547749800656	24.4769562850631	24.4857583224956	24.2824971460289	24.3203711560498	24.228906742926	24.299813095701	24.3890249672985	24.3473948267971	24.338805737061	24.3573568204695	24.3878227624204	24.3117577370796	24.2247109472355	23.1495204527885	23.1758269756227	23.116570824152	23.1578104225193	23.3756259925706	23.2091680507376	23.2149733079593	23.1472813305339	23.3395874442929	23.1562633426367	23.1940408157039	23.2530479162699	23.2338920075802	23.240754945291	23.2461418444109
Q46802	22.9796617341147	19.856577503563	21.3410355419732	22.7362540985065	22.6346028041737	22.5938333253771	20.8564285682812	21.2617999596633	21.4089920431135	21.495419807981	20.8688677588329	21.6439574496059	20.6397469747438	NA	20.8737039362011	20.572975871065	14.7379180360729	14.7366767444675	14.7695279531673	14.837218914512	15.0110262846314	14.6288157357579	14.4327832862918	14.9204319483698	14.745501013737	12.5724539147788	12.8847982220434	12.4968687533834	12.4693187516795	22.1726612859594	22.1762334241257	22.0120045249074	22.0482227676171	22.1628104901278	22.0249867675734	21.8221903593398	21.8380897877199	21.9791558148572	21.864687933756	22.2240911990312	21.7070953639346	21.2890642725494	20.6136294166841	21.5794816788681	21.5608692292381	21.3515226815218	21.312968238852	19.4067468611581	19.2790029223781	19.4636860064714	19.6780481713116	19.6491842402856	19.5554522828051	19.9994688197996	19.4153002648385	21.5280362504855	19.3739165569655	19.7862520763519	19.3220315559402	19.3942470546717	19.4971657451784	19.0919750769554	19.7887724888066	19.4285196599499	19.7124699051697	19.164541160105	19.5832095061985	19.2925328372719	20.0116121892292	18.8933252342516	19.2332568791688	19.5081951869916	19.5040236664996
P37177	24.0493134738641	23.9391946617004	24.0266068518591	24.088984226877	23.9885335291249	24.1161027811184	23.8851597516743	23.9323257854688	24.0281171784437	23.7233305566924	24.0068444703474	23.9469234036176	23.9923682416443	24.0459689124836	23.955524691797	23.9657842846621	16.7457530945133	16.7609408042601	16.7925869689479	16.8093159598304	16.7295676398431	16.798788191308	16.7687787762931	16.7499872384925	16.8321854011882	16.5095817291211	16.7419145990469	16.4049103713775	16.8355570079135	22.1751127494102	22.1531301713354	22.2470449544465	22.1075114673775	22.2294320107598	22.1284777168733	22.1026312481627	22.2841886929398	22.0667947730825	22.206170174475	22.2601551821656	21.8891674858582	22.0565881057435	22.0884699437899	21.8809839731404	21.8469785628147	21.8903889777197	21.8448697032871	21.7475415042686	21.6728974818546	21.7038131926996	21.6755401641456	21.743627244803	21.6228972583984	21.6537503986004	21.7253146617714	21.91015960437	21.7097855579137	21.6714512271795	21.9324915988124	21.9103975275925	21.9946296617617	21.739051267284	22.0789403995932	21.9163183114826	21.8441034738611	21.84878643481	22.0384729529873	21.7850013958029	21.9021351282303	21.8649334747579	21.9663934974279	21.826099219875	21.9050512730385
P62623	24.1116845966133	24.1209424626592	24.0901802770579	23.9531548958781	24.1330377656847	24.1950011641457	24.1955869783115	24.1945428616122	24.1693387654765	24.1081546416994	24.1628012723457	24.083484196731	24.0997853707503	24.174384453351	24.1467967387231	24.0308301047734	17.1072579491919	17.3676280408355	17.1051309849517	17.0329174362613	17.2386566366087	17.1515021930201	17.445095697656	17.1092695424376	17.0669826074949	16.9541622241324	17.2543458730691	16.540065966964	17.1497868057722	23.08449180871	23.0551900739819	23.0825619640048	22.7992970384971	23.079982103716	23.0281188650755	22.9167046366922	23.1136124617068	22.989767289084	23.0013291573909	22.9552284583456	23.0642934574808	23.1232196487096	23.0510907546536	22.0836026803792	21.9422016251847	21.9144982762631	21.9015607659092	22.0270643355425	22.0544764729912	22.0708252134881	22.0385968657942	22.008579077338	21.967695575205	21.9962134807394	22.0856559328207	21.9576037090422	21.999620212322	22.0025588949501	22.1674334596839	22.0516284903405	22.2609132183677	22.0138317441031	22.1781043499535	22.1555285543408	22.111308903898	22.0295029248143	22.2022290675341	22.0296175011795	22.1944617043521	22.230751672382	22.1916936142135	22.164689687244	22.1437985937137
P06149	26.7672653102733	25.9748540106954	26.0956106251519	26.9544800649497	26.7481682758591	26.587721672626	25.9169870259911	26.0963990864342	26.1624670879768	25.7236951037672	26.253415510333	25.9693680757634	26.1248001864324	25.9732211507982	25.9903223101712	26.1059090679048	18.6485682405544	19.0155838360905	18.9466264693634	18.9137718096935	18.8064489278634	18.9239106533413	18.9933502957914	19.0985102008592	18.8580872646309	18.4446145627803	18.3873442295639	18.1798556486781	18.2795743101058	23.8773822500834	23.8763989104091	24.0501110295061	23.9059785700328	23.9792378207155	23.80453519074	23.8518618695352	24.0108869402809	23.8962998795126	23.9672452596153	24.0025846464019	23.0161839472242	23.1847939425826	23.2557023007421	24.1562340200216	24.2900914272802	24.1750396316816	24.12460695347	23.4873356522914	23.4908768218647	23.5787218748887	23.4738761528344	23.4831707154284	23.4271102455881	23.4335044510904	23.4400732846158	24.2602829851206	23.4502295924337	23.4999533978889	22.9505516255449	22.9070428495478	23.00759057274	22.6888585617029	23.1291792339668	22.9218590926545	22.8670019146257	22.7906595150673	23.1331883171037	22.7499958285085	22.3050469599601	22.3117605082663	22.3794465883419	22.3017579642597	22.3008144789621
P0AG67	28.8404685212008	29.144395648221	29.1832852953025	28.8437962692047	28.8502887223094	28.9231159245169	29.2603781119928	29.2470963081825	29.297309216548	29.3101408815976	29.2232711140252	29.2061983131703	29.2223477420088	29.2542403621238	29.2610330607327	29.2418177914679	20.9239527135543	21.2062655829261	21.1819056480968	21.1354838473914	21.0970367811637	20.9399694017391	21.1860537712411	20.8648541506961	21.183893390937	21.2033647326082	21.5499434991224	21.0907197913197	21.4779222644094	28.3055429682387	28.254654863639	28.2068410676641	28.0507742848495	28.144011452825	28.2822116697472	28.1760227930584	28.0773173424271	28.2651354204584	28.147053033517	28.051417527661	28.3384878349463	28.3711626199945	28.4567918041144	27.0382204895763	27.1971086077803	27.1231410895665	27.0713756960417	27.5617118994338	27.5856173766558	27.5204855427486	27.6010631141028	27.5865553842694	27.549366595227	27.5603858995654	27.5523015876763	27.1685968370757	27.5872924736737	27.603364362886	25.6986035746824	25.7169255630597	25.6338631771858	25.7568097768395	25.704248678662	25.6890425876025	25.656368886634	25.7185333986514	25.6823385203197	25.711411344293	25.9412897152024	26.069742052944	26.0094588409801	25.9458725278701	25.9439964525197
P0AAC0	25.3107077671236	24.7004409881663	24.6182483717422	25.2278387445794	25.1685241534668	25.2558319391154	24.538034486835	24.6871932605763	24.6597829770789	24.4168536962729	24.5274839263647	24.5639647601591	24.6444559405808	24.6881542458071	24.4186625489985	24.5268036687761	18.7546591930546	19.0234457467427	19.0246851871728	18.7582655131006	18.9572891244092	18.8568783667172	18.8238088087247	18.9902895863023	18.9503024326674	18.4308771955849	18.1879367735917	18.0768834305094	18.1409894934458	24.5095713398455	24.4893952444738	24.7674522313868	24.2366562818389	25.0564425750838	24.5470496074869	24.2773978018387	24.8212854609393	24.3796237370414	24.5198154710642	24.5506528568672	23.8514711264224	23.7400051071072	24.0219986116458	23.2869936708026	23.260060399629	23.1766336715959	22.9931529707498	22.4556297369368	22.5428826145933	22.5214542728052	22.6242948099577	22.6087046734342	22.6487898376987	22.5432555998188	22.6704833698189	23.2102388057179	22.7759140464668	22.6574056842117	22.0643921460325	22.0329833311384	22.2156710374971	21.8429572013622	22.1299369924267	22.056055524396	21.8309839844144	21.8389245994465	22.1953842234028	21.9721454307006	21.2087320853416	21.3035789875352	21.4203817524289	21.3686258172134	21.4026831776262
P75728	23.9816522861192	23.8606588756996	24.0054402041363	23.9815651915723	23.7121096490821	23.6098208000468	24.0125161068047	23.9867642235663	24.0587148160083	23.1267681105584	23.914124136906	23.8462478915695	24.0513148355482	24.1718676319629	23.7320336543689	23.8655188270196	16.3295300820505	16.5446264124277	16.4238955612236	16.4687178990387	16.4103569398718	16.4009044458029	16.4361047618086	16.2528464970533	16.403637872546	16.3116738230251	16.6491719579607	16.2264761673086	16.772211461672	22.5737826149916	22.5560274606362	22.5957236941016	22.7748409370687	22.7236638604842	22.4991675572884	22.8655452566788	22.715280841989	22.5765461628174	22.7656041852163	22.774165312809	22.6689200328061	22.7356944264892	22.8532619572578	21.0512833003415	21.2411114970599	21.2631763418661	21.1919014053035	21.2445066907604	21.2338115714951	21.3464293276349	21.2874643950275	21.4066275042871	21.2912246698447	21.3411767420059	21.3441821091224	21.1502629558492	21.1904070525273	21.1550590818786	21.0805482148016	20.9642759928941	21.1400171574588	20.8501761526949	21.1468806220315	21.034092334008	20.989912775478	21.0315437170211	21.0274052437981	21.11188832124	21.058647113655	21.1003902888048	21.074341410795	21.0411497789982	20.9914221967649
P0A962	23.0593586552065	23.1223303778423	23.2355056314321	22.9409318669967	22.8568103740929	22.8296704816526	22.997456199052	23.1528099823399	23.1855064178343	23.0356602857001	23.1624939792381	23.0646848823543	23.1864361905681	23.1397611706115	23.1060948345906	23.1615778574347	16.2426512540557	16.5660941851699	16.6042187505263	16.3330906931974	16.5957921563977	16.5693676077665	16.8649961754537	16.2898243811207	16.4107030856551	16.4840235527013	16.6518645481998	16.4996232510014	16.6550694655271	22.0716044221826	22.2830696959604	22.2263304565082	22.2931572823787	22.3225168433366	22.2597013183922	22.2006945002361	22.2469637991368	22.3277499836873	22.284013553739	22.2802202498404	22.2350658639987	22.3957218695698	22.3943930862114	22.0467716486424	22.1347822571394	22.0986342028762	22.1411061546918	22.2349080410066	22.2922165807673	22.2031048039739	22.2588736548885	22.1863923610851	22.2370576253848	22.2350980110101	22.1743814053147	22.0821184979272	22.2229363736095	22.2209132021189	21.6223030005124	21.5796658135258	21.6305426528987	21.6340488121077	21.5725179761519	21.5489987132404	21.6703277607349	21.5407325294643	21.5013512817483	21.6298315058787	21.7304651617246	21.6935346000611	21.6251603449162	21.6642111494692	21.688715592049
P54901	21.3377405741784	19.0289474374521	19.9006059349275	21.9480470604518	21.3056732486922	21.0841219459675	19.7276512798501	20.0356502186417	19.377992089196	18.782470381367	19.7223422750407	19.7688094614348	20.0369516422367	19.6327023897113	19.4394717722034	19.9911730433708	14.9175212646319	14.7298119007259	14.3750733799084	14.2882604995288	14.5923110317584	14.6266615745815	14.2372473125665	14.1265350946323	14.856829138858	13.1881189970427	13.0145592874397	13.3814347990768	12.7091161306257	20.1972574949043	20.177733399808	20.4124333969135	20.7334887342697	20.03770244539	20.2009608482646	20.7479962480255	20.0427067440544	20.3296562095196	20.5110480407908	20.6174728461188	18.5577291864277	19.209700850676	19.0553618815398	20.6292356504026	20.6926410401128	20.6812830285407	20.8410037572117	19.6030503631389	19.5503203007704	19.4235775965308	19.5866785544986	19.740793660273	19.5719100001772	19.4943731839275	19.3419639503831	20.6684072007403	19.0921609523414	19.278894060958	16.5810710914088	17.1566460252803	17.3569419328826	16.8139064197264	17.6013863318354	16.9588132288585	16.7897374010671	16.6566762403728	17.1883377120855	16.1577337708486	NA	NA	NA	15.0726602003662	NA
P0AGD7	24.6238395265083	24.959346320635	24.971053554528	24.7986644119026	24.5033424455026	24.8277047654777	24.8798423439521	24.8946865996185	24.925609671332	24.9198533355895	24.9084362353442	25.0530647885006	24.8288767709263	24.8765160098081	24.9907074956901	24.8419174847051	18.3419096739383	18.6683240917988	18.6617293948604	18.4128179044588	18.6489017203548	18.4887855192924	18.7068163745387	18.6566168913974	18.5162771333711	18.7334059810366	18.7195793333138	18.4209758605948	18.5130181622765	23.6679244960343	23.7510834838748	23.9322446741749	23.6077795506793	23.9403691626639	23.7349712814216	23.486218810974	24.0135046510436	23.755918927367	23.790534240818	23.7881858220264	23.9738101565168	23.8817570025488	24.0811206070147	23.6377012345871	23.594571547206	23.5247908542346	23.5396681153186	23.7475128219291	23.7215690177037	23.7151823714479	23.6871184904441	23.7292975274376	23.6956811360021	23.7168156942612	23.7239970872912	23.6395681434409	23.7799361207394	23.7775603399887	21.8999247897052	21.8276737573658	21.8189339650004	21.776950225891	21.8427539208748	21.7640819149846	21.779349055391	21.7976496532048	21.8567590926196	21.8368925095895	21.9215685759529	21.9210491315574	21.9685043829994	21.9028564389642	21.9019473810899
P0A7U7	28.2289480156527	28.829159943453	28.5644402054295	28.336684497809	28.4904178179981	28.5845604925976	28.9328810500418	29.0695484726493	28.8844845016005	29.3325162972464	28.8550386828359	28.9002353625194	28.8562534214252	28.7779553215005	28.9569157982836	28.9089544010726	20.3027259304959	20.3464834343125	19.8196848340493	20.2455225321932	20.497155997206	20.2038187484426	20.2964771244129	19.9784367553969	20.5277976914939	19.835726615024	20.7662959632837	19.9164524436562	20.8233376936558	28.3508377730082	28.377171136772	27.9966345908629	28.40010301372	28.0770371446511	28.395742622102	28.3178578927681	27.1991230938425	28.272682602843	28.3547601322895	28.186446014235	28.4249076774658	28.2821365350202	28.3633670083781	26.6894318983718	26.72180627327	26.7852898189438	26.8797839302796	27.249098764727	27.3812867500938	27.1477420853842	27.3606070051971	27.3501296025031	27.3003543758965	27.3702190558083	27.208762964359	26.8073486323927	27.236572350437	27.3877668979492	24.6085862457062	24.5580135468803	24.6428707366634	24.979486427011	24.4852055422356	24.6339435295615	24.7325978531324	24.745000906766	24.4565787658623	24.6741623053834	25.1319002811925	25.0897439952544	24.9857745480814	25.0230483862683	25.0249259156189
P04391;P06960	25.993802555572	26.4540025870322	26.265192663447	25.6435617254274	25.5297908321267	25.9901101978346	26.3648051344399	26.3182519295705	26.3276732437146	26.4602789627941	26.2229750546002	26.3576554925151	26.1417158213486	26.2404117719589	26.3439826008849	26.2443281190002	19.8421109057106	19.6930274663313	19.7428357174311	19.5696924654161	19.6872560644928	19.2597133849729	19.3811204359845	19.8852986742784	19.8552760797984	20.1039792756003	20.1437145310086	19.5878452582458	20.1674794002651	24.9313341123299	24.9874149558055	25.2705919026969	24.6324576724621	25.992592987427	24.987506034901	24.5006342757451	25.4033868269498	24.7134790249113	25.0295374671767	24.9757309645068	25.5861072216004	25.2912162370836	25.4305597452172	24.482506162553	24.370998891434	24.2695864334178	24.0735653136912	24.5988987172581	24.7124560508296	24.7176630369532	24.6769941603353	24.6185788520655	24.6861247479174	24.6577785527935	24.6692066632889	24.4464735238599	24.8359370543096	24.6897224797146	22.5882639974665	22.4232882903473	22.7629655076454	22.2618716786603	22.5395663635153	22.2924468987585	22.1982202023571	22.2676348223877	22.8473571421361	22.3058596910377	22.7511447934071	22.7511325317091	22.7958121729629	22.6211540037272	22.6462954546202
P30130	22.5256393261757	22.0426099003937	22.2195136079687	21.8775058225158	23.0072227034982	22.3564503582279	21.676926389968	22.6241274430374	21.9967755081517	22.2638669055882	22.4160985858954	22.1423750939977	22.490903745557	21.6078134070906	22.2969755623669	22.3606381474039	14.7871628661884	15.6453375726936	15.0913155424477	14.7027787324406	13.9600200380669	14.8770156644919	14.7000495134726	13.8023043072928	14.6097731962755	13.9574920535208	14.6437772902322	14.3435743799984	14.3172642097968	21.4428949128971	21.5465892954442	21.0553539371328	22.5301029050043	22.1820815040611	22.1547068772477	21.8829400182585	22.224844872076	22.309600139176	22.1615102012168	22.7026343458886	21.7979899637343	22.3643008678394	21.9000685646604	18.9411765928111	19.9318282310627	20.9791278969057	20.6954220209895	19.7253895587663	20.0881852302948	20.0171563863831	20.2184024148601	19.8263374499014	19.7625637138226	19.2179198432785	19.4041291235656	20.6688140191832	19.5682530423462	19.977794185533	18.6236100449031	18.9412253180323	18.8702864462448	18.664662550499	18.3491559414322	18.8735372338984	18.6634747154571	18.6339814321632	18.0958142181576	18.9098198552029	18.5789807136676	18.3596166003505	18.4296355772732	18.5934932517141	18.5199817138461
P0A9T8	22.7600864205691	22.5378923447244	22.1270138140061	22.6189495720883	22.7139918127601	22.7745474011125	22.1778489518845	22.3072058130536	22.4069855452803	22.2723188179547	22.3558027283125	22.3747694057491	22.316115771415	22.2448202267139	22.4131490982884	22.3644879011814	15.7095792768339	16.3120462444671	16.2232739610577	15.8622595885375	16.1435845043775	15.9489762875574	16.2173935616551	15.9580406128081	15.9373738201921	15.5118236751056	15.6864813772054	15.3388164527118	15.5292749777457	21.7785953381021	21.7746841239199	21.9272086557054	21.7917686123887	21.988020307028	21.8412725606707	21.6246250237302	21.7977644180519	21.7366546160196	21.7360228212648	21.7689830624445	21.2852080329715	21.3183739987876	21.2837508050661	20.6115147599682	20.494150483098	20.5526428331657	20.4932124181115	20.1821178853776	20.1294842717463	20.174494178371	20.0677074452821	20.0518806923495	20.1330518805477	20.0662100968956	20.1122893200473	20.5279980836976	20.0652241510643	20.067471125146	19.9747730678893	20.067969977818	20.1191463089014	19.7223856385829	20.0620909471123	19.7931920952936	19.8334661194512	19.7347360778588	20.112009269127	19.9701030812737	19.6339424212833	19.6661390338864	19.517990339161	19.6077168013628	19.6767318820914
P0A8G3	24.9321996103744	24.4290084909667	24.6534224114876	25.3826378778752	25.0032239933917	25.0220663620968	24.5006646645863	24.6174134317343	24.6288364229749	24.712681692078	24.7265302170349	24.7410138840224	24.8387428670609	24.4650571645637	24.3604010478747	24.8817850030866	16.8801335358729	17.1595954454176	17.1048853640941	17.3425868977368	17.2200192720458	17.385382163669	17.6236386204778	16.8990736434692	17.1475328813278	16.1657961626598	16.8701840823937	16.2295417353087	16.7729073263829	24.3705998810901	24.6112513356532	24.6805181320565	24.9676102723008	24.5968760587408	24.5022925705266	25.0108997419524	24.7527685473806	24.7121358945508	24.5745646565185	24.6905592402502	24.3148719614915	24.2484311355593	24.3816844661113	22.6032763456933	22.75167194786	22.7464675763376	22.9304843373591	22.1203397740049	22.1356748463586	22.1944767338187	22.1848983399377	22.2248890203976	22.1282952036009	22.1296289062955	22.0487915008936	22.5963517502624	21.9858336004001	22.17953252934	19.845335371925	19.8716676478336	19.6512812295418	20.23847238273	20.0719022437332	20.0167348498896	20.1780009799911	20.1424187231655	19.9282046137253	20.1097414010824	19.4772147664436	19.662656207455	19.5115345500875	19.6164573084221	19.4791743570695
P39099	25.3325231262326	25.2146198703144	25.1648814610338	25.6826814291282	25.4582508968505	25.639126489705	25.3217616060752	25.3400902320298	25.278943673301	25.5589973940497	25.1991680363299	25.349677540533	25.2101444030243	25.2292368916839	25.4492914916695	25.2694865613348	17.5156613437302	17.6070701890308	17.6531249720404	17.7553766143388	17.623367129663	17.6349811692735	17.7369237673792	17.4786511382091	17.6700199511141	17.0950466915307	17.4993164862744	17.2513159703469	17.4844138377696	24.3688162863351	24.1323396918533	24.1097095236026	24.4392236894101	23.9677905457007	24.2864508788996	24.2597300481804	23.7219652908751	24.4382276312376	24.1517669419389	24.0730749319007	23.8497639584708	23.4566978205281	23.5754132174924	22.892069158935	23.0199781867053	23.0494215020046	22.9822478718844	22.6527202684402	22.6989479369317	22.6212926472129	22.7735175425256	22.6297470338801	22.6910738467485	22.7002377699164	22.6220974107256	23.0611631747476	22.6422989754678	22.7344338531992	21.9746540518405	22.0441319314365	21.9021130415995	22.0818195281214	22.070975849663	21.9742689326367	22.1066907245249	22.0832033678544	21.8496112640521	22.0340990526392	21.7352957084682	21.714287448065	21.6438077586473	21.705155650961	21.7223406071862
P0AGB6	23.9924114647063	23.7828378817283	23.8212270609025	23.946548656773	23.9932756541158	23.7745775616692	23.7879766672247	24.0335127343052	23.8995118178506	23.7029471088087	23.9072629473201	23.7823879908561	23.9293487187511	23.8925435577751	23.6918533975516	23.966074837289	15.6653886625375	15.8027687742828	15.3214666122724	15.6832962105552	15.7283988634166	15.5945199750903	15.2740140845436	14.3767358815799	15.9856707490888	14.2779774850038	15.8609681308492	12.501847134489	15.7881192941685	23.1543870380309	23.0091568165144	22.8702232223709	23.1560179402706	22.8589113465827	22.8859956924531	22.9648787939559	22.5286920843852	23.1061891070274	23.036031040081	23.0120164638856	22.949535004259	22.419124376284	22.6041319508052	21.4452462720327	21.1598208427506	21.3329314408548	21.3776447819963	21.2165327342712	21.2447505579459	21.1975694704786	21.4260558646508	21.176991213255	21.2741688249682	21.2986823873419	21.2516083838933	21.3416708333196	21.2922924212393	21.2178405820227	20.6283636571233	20.6616476398482	20.6096855579524	20.4450188885654	20.5225393886933	20.5287230800636	20.5450342150767	20.5290377677091	20.483699677578	20.5532242889895	20.5736878632995	20.5969977256586	20.4730834087849	20.6249953087303	20.6298315058787
P15977	23.5968590018108	24.1441456896806	24.1447525178453	23.7129387751383	23.2930141106647	23.4727240531763	24.1005715543704	24.0190059510256	24.0710953650026	23.9169688089946	24.0125502058153	24.1485898468696	24.1059030750328	24.1059190559695	24.1447602960366	24.1471073932264	17.1955740629226	17.4457261861392	17.3750479185622	17.3361491193586	17.2020759832452	17.4430892348883	17.5400523411294	17.272037409072	17.2113084694818	17.6967909808361	17.9827541005883	17.4771258105831	17.9342552496715	21.9176845638978	21.9578162274006	22.0760979324398	22.1204157171473	22.089359311487	22.0833462240562	22.2082200669905	22.3483137494743	22.1075146600177	22.0935594127977	22.3228248776153	22.5277929199116	22.8333352417299	22.8316180613137	21.3329423640736	21.4585087460473	21.5071084212207	21.5242145648423	21.7636484219958	21.7195442408198	21.8182474707038	21.7432122197024	21.8524182575464	21.7522540458152	21.8394744648978	21.7968579228138	21.4196927740256	21.8239323926504	21.8238002585018	20.4528404689998	20.4120198335685	20.4490559262783	20.3394868657152	20.415417874754	20.404482587699	20.5449304834289	20.4438359164814	20.3469162146973	20.3069361330195	20.9203150521037	20.8906413152054	20.9399407150815	20.8311927966076	20.9109720418922
P23882	25.0754354068945	25.2009384051032	25.1500514046583	25.2512948749829	25.0256441430896	25.3208083974008	25.1349772645591	25.1435930984533	25.1281520089222	25.3472697810489	25.1245162433575	25.274692088726	25.1391295941753	25.1084817047472	25.1986660990653	25.0808970433345	17.0939539359364	17.4426114797339	17.5246105793088	17.3169267106109	17.5397267968166	17.3676706949695	17.3887572842166	17.6364263722873	17.497625774569	17.6939769201601	17.407433749615	17.1100856329898	17.253044164091	23.8653961115446	23.7230492717104	23.8238721565248	23.5390290896734	23.8878947723025	23.7935437778311	23.6807810103852	23.8098819336211	23.7163447331886	23.7244031034262	23.7269407164649	23.778523153021	23.5133536445043	23.7102607670722	23.072612185578	23.0217309662556	22.9899647313491	22.9655852663706	22.8587140954147	22.8266772670009	22.8965622713589	22.8729453602341	22.8826844645217	22.8913331614335	22.9052735113728	22.8300807169695	23.0304327525372	22.8521781986269	22.8999727162823	21.1686182589144	21.1844685980243	21.1639407582485	21.1345378732808	21.1059749878539	21.1349451567164	21.1906662649645	21.1221897501991	21.1522637955873	21.0682849538125	20.7945237496672	21.0088047308232	20.9956029329685	20.9012513991512	20.9425631853958
