Ref8537_QC1_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S11_20230414	Ref8537_S35_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_024_R3	20230516_EPL1_LiSc_SA_S610_RT_25_s2	20230516_EPL1_LiSc_SA_S610_RT_26_s9	20230516_EPL1_LiSc_SA_S610_RT_29_s24	20230516_EPL1_LiSc_SA_S610_RT_33_s44	20230516_EPL1_LiSc_SA_S610_RT_35_s51	20230516_EPL1_LiSc_SA_S610_RT_36_s56	20230516_EPL1_LiSc_SA_S610_RT_38_s68	20230516_EPL1_LiSc_SA_S610_RT_39_s72	20230516_EPL1_LiSc_SA_S610_RT_41_s81	20230516_EPL1_LiSc_SA_S610_RT_42_s89	20230516_EPL1_LiSc_SA_S610_RT_43_s92	20230516_EPL1_LiSc_SA_S610_RT_44_s96	20230516_EPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC2_LabE_024	CVT09_QC3_LabE_025	CVT09_s3_002	CVT09_s10_003	CVT09_s13_004	CVT09_s16_005	CVT09_s28_007	CVT09_s31_008	CVT09_s36_009	CVT09_s50_011	CVT09_s59_013	CVT09_s61_014	CVT09_s73_016	CVT09_s77_017	CVT09_s84_018
P0A9J6	23.8926547224416	22.6118726697774	22.6307559286663	23.7090619301091	23.8543848549229	23.7347749366276	22.5427126146538	22.8223498739684	22.6099763127839	22.5724578377407	22.6649315877768	22.7610711101487	22.7492266148072	22.7381112315585	22.5785744726258	22.7112296246231	15.3618204377703	15.8957977280486	15.8158035536294	15.6007521173227	15.7457347151121	15.5333844894287	15.8075335370953	15.5083890349228	15.5198082259936	14.1171235857044	14.4086614481794	13.5702114924854	14.3546281912006	22.8261089205629	22.7330749206283	22.6814481843573	22.3901999260729	22.7343056676708	22.8304270040973	22.5362377282369	22.6135529831052	22.7618725775424	22.665146347656	22.605434755074	21.4755296036005	21.2293058465528	21.2065577320639	22.5583931519873	22.533775999337	22.4903676247181	22.4230959003968	21.3958761174757	21.4333541744693	21.4026727698852	21.4279695589608	21.3826715161936	21.542901502239	21.5330273899415	21.458038073965	22.57488682211	21.4452917444259	21.4501339214987	20.3244684485076	20.3498880705959	20.3515712060101	20.2778276919959	20.3104796528204	20.3160715654433	20.2269624690652	20.2400575955414	20.3024582007791	20.1759442028588	19.0491386173316	19.0813273928989	18.9928304883799	19.0431341142837	19.147140318683
P76113	25.6520495230649	25.2359043743737	25.3929006700181	26.0367248999681	25.6157897997183	25.6770802133568	25.3599923950934	25.553350865243	25.3281596512596	25.3860109942256	25.3653092248451	25.4234793723014	25.4699329038025	25.3509625098958	25.2494333677161	25.4623197853917	18.0893935815978	18.6466712053818	18.654660500214	18.5046405634788	18.598325161209	18.6373076603392	18.8068925586095	18.3766723006837	18.381610542135	18.0088170381801	18.4323624657785	18.3037227866825	18.1791510095939	24.6415043028471	24.4912133319108	24.5696366125373	24.5921663804797	24.5936031234191	24.5523309074686	24.937853126811	24.4259265731795	24.6790096796316	24.4516261691028	24.4752252931452	24.37228162681	24.3477462487016	24.3741870076041	23.4251390531503	23.4965319899337	23.5834698366368	23.6507410553601	23.1384243063871	23.2188931003175	23.1418000005915	23.179827105335	23.2641905830838	23.2087186918273	23.2107025528567	23.0728591110961	23.4329312782839	23.00793953406	23.1357844245144	22.0761762404753	21.9781643965958	22.0407285082853	22.2686002504218	22.0743871466489	22.0985217662649	22.3283829327575	22.2577463493739	21.9456810120044	22.2122576926663	21.6062235558113	21.8667982219253	21.711954266127	21.6785605970284	21.6461350165887
P0AF43	23.2642192236127	22.8144541666826	23.2144694292817	23.4922835237987	23.1541784090296	23.1626983364452	22.6644216761782	23.0080216303405	22.8682555002408	22.7016956500977	23.1498227705092	23.0329917358807	23.0993214819237	22.9750968118691	22.9672206289274	22.9647060872322	13.3058480043149	14.1712471789324	13.9027990417257	14.0221337028922	14.1683430558913	13.7290577447485	14.4676501241882	13.1894647666475	14.0305205835377	13.2986783604926	13.8225309989525	12.7644465964151	13.4302695896063	20.5043418475677	20.4074213013746	20.6587397167386	20.4944435033638	20.3131177498232	20.4000163422184	20.6042292494086	20.477181161541	20.4745496429525	20.4629076061842	20.5264228231806	19.9999917448091	20.2540505527674	20.3556414474394	19.8595120378415	19.86060204797	20.0062247067002	19.9581845184124	19.7357163217999	19.6676781028594	19.5310063445514	19.6659378630327	19.5966775035863	19.5887018275084	19.4070768574573	19.6097468692728	19.7826639405598	19.6535553645841	19.6659638780843	17.6743716005919	17.4778610143383	17.7613304690855	17.8328776554989	17.9157335244781	17.5891537007769	17.6550484957669	17.8172272673954	17.7541698375524	17.7521976844937	17.2038736985606	17.461239617672	17.5288432416292	17.4977894784527	17.2774236272401
P0AF36	27.5285409709162	27.5720376663078	26.9935931136926	27.2190500991986	27.4728200966293	27.4217937080868	27.7646483992962	27.7465290823399	27.6855541051933	27.4894228083544	27.4878906830223	27.483146107817	27.4794502045766	27.4280309189064	27.6441230821604	27.4739349719458	19.5649793190732	19.7666130184978	19.6010942939952	19.7727768773135	19.6705214050423	19.5481370556759	19.7790299763484	19.7498301548937	19.8310922611761	19.3776320740498	19.6704678096658	19.4388994432917	19.6666817084244	27.7432772036688	27.387619010965	27.3044510374167	27.181563728816	27.3833401623431	27.474871111236	27.0461646414142	26.8796320436615	27.4042025524696	27.3061733885151	27.182558557002	27.4496394156319	26.8377256084922	26.9122679754156	24.4736656226788	24.5429770503491	24.581695490937	24.610451762244	24.4415683711662	24.5928792294297	24.4795612195465	24.7345837331224	24.6813924195724	24.6748788699846	24.6545154120103	24.552014222174	24.6149730869274	24.5394551382185	24.6415594260328	24.3418825349501	24.4164542843892	24.3938041589709	24.3608631549861	24.2834442044551	24.395073325079	24.2625571323679	24.3239959075379	24.1840750600576	24.3094003010812	24.2259393519435	24.0614615112257	23.9851143870522	24.0609257801063	24.06659443321
P30015	19.0346888265204	19.2391859440519	19.0619196095716	19.3742859920723	19.4662417926022	18.9199078767324	18.9302349028576	19.325006736816	19.3628877154807	19.2887354285243	18.9783389914866	18.94503797559	19.0553963067979	19.4016795259825	19.0887908261928	18.7216699734125	14.1205780954878	14.5557754215072	14.708550459759	14.5696479686919	14.6529793793224	14.3143495733279	14.2043724543441	14.7211899952973	14.4766006615723	14.3670256298057	13.9791929448956	14.1195490950303	14.1123336140318	18.665033982333	18.7292224180747	18.8692353659055	18.7160759024851	19.0421937326111	18.6535378714556	18.5890476055984	19.2532658145365	18.729985778655	18.5239294436517	18.7017870094878	17.964769532921	18.4763862762363	18.1524928169069	19.0800263594827	19.1276417426643	19.1532699803745	19.0194821399264	18.6317063996889	18.752860811591	18.4885423415596	18.4945704603321	18.7129266040754	18.5960222824287	18.7182686342617	18.6401460639308	19.1491318427147	18.6806479677483	18.5767242150592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A742	26.4377039491137	26.1688722364735	26.3183071033772	26.6465146544575	25.8923837435589	25.8962813994147	25.9731532573602	26.1303770013745	26.2988522598074	25.6281967615919	26.2270858996639	26.2350972804042	26.4019785341434	26.1676057293207	25.944016566262	26.1456817149178	13.4813579801603	13.2995800941242	13.184751394711	13.4624255858476	13.2873992807531	13.3666364033831	13.2833734481706	13.2623899919927	13.3398360879348	13.0522725533391	13.5075716790256	13.8027283917844	13.9699530546524	22.0852733995512	21.8901217487374	22.2200157282881	22.5625564067131	22.3282760907082	22.106534187467	22.6575278038334	21.9218336747785	22.313245098801	22.2449247235581	22.2326176653447	21.9400411158877	21.9649175620116	22.0337496423205	23.9588199534464	24.21266588041	24.2253878025669	24.1896502474672	24.0299628601657	24.0181994995065	23.7952989237253	23.8565140559733	23.8660284565212	23.8290800799062	23.8048207198781	23.8779812904246	23.8993642992492	23.7436868178151	23.617721687332	20.4009127822134	20.6343058908802	20.1789614272314	20.270660334707	20.6239957674139	20.4003916639539	20.3942072729092	20.3803321143983	20.2481082468368	20.1545956368667	20.2573579151529	20.4528505210477	20.1299621394106	20.2992080183873	20.5642090451898
P80668	22.0136647996199	20.412195612476	20.7680178990849	22.4203946033775	22.3852863077678	22.0500811291251	19.514835388145	20.8943174643083	19.2421320576824	20.694988642709	NA	20.9107085987679	20.5146350852556	NA	19.9231533597467	NA	14.2021314781769	13.0500560920628	13.8901787617406	14.086617264373	13.8292767782771	14.3347690915997	13.7765050008983	13.6350378711833	14.0472091349655	12.6123363708242	13.2518684781203	12.0968205530158	13.2816721728721	22.4725207917538	22.7099832302938	22.9989560316455	23.0984848208941	22.8238177475399	22.7429943864804	23.2265421380611	22.8706634739605	22.8661624403159	22.8820537806021	23.068590021244	21.5506904290075	21.733149415844	21.8915130242039	21.7199744827127	21.9186856606554	21.8903184637679	21.8748110414435	20.9886930069167	20.837289145841	21.2528328718088	20.8489621324142	20.9671572909418	20.9711983085195	20.8318963485309	21.1724507049544	21.8345142571056	20.9035479697508	21.0200290710518	17.7274751260005	17.7508966781037	17.3025764541967	18.0476724461313	17.6705456087533	17.7137154123431	17.9418958392014	17.8124781699361	17.2807073464013	17.8666148739027	15.9647018574204	16.704119788513	15.661115597264	15.9696653195034	17.3491256980194
P0A6E1	23.9634753940001	23.4063550222549	23.5271319032718	23.7331411387878	23.9605796559832	22.8631911189011	23.0195948002651	23.52574684333	23.1065182133428	22.6677382976952	23.6166340920744	23.0789338865766	23.6853335387476	23.5799534768877	23.0743724459968	23.5615196321499	15.7932324280268	15.7329543957779	15.6465052718486	15.7706613122493	15.5569670016035	15.3913577221787	15.4831891216474	14.6382039689949	15.3206348663158	14.8557639471917	15.6419303723413	15.2881234890558	15.285850101519	23.1906602372972	23.0765008472075	23.318324344759	23.1039632731618	23.2324127291701	23.3862840559014	23.2552268603504	23.0086560086277	23.2438111525577	23.2085579599565	23.3353952617819	23.4707894304974	22.9986875195108	23.2215431667846	21.5988657865465	21.7352502517484	21.8065425421602	21.7389688325134	21.8211394564146	21.7034752705991	21.6590969931074	21.7714153159172	21.6358916742206	21.6756047694701	21.6885320579947	21.825023979449	21.8043894506394	21.7293162004292	21.7232451352002	20.4479569527749	20.4336547120598	20.4546085517168	20.3944480404896	20.3917868979914	20.3920070999453	20.4932515163327	20.3508269844464	20.4802813758645	20.3726376660832	20.3170990040915	20.3930971287971	20.4819176546714	20.2505852553219	20.4331860498672
P0A840	25.8292107634083	25.7114691116475	25.5703404093207	25.8290437768324	25.9101188789626	25.9609154356585	25.7768754490966	25.7357847941415	25.6183940164687	25.8659600445034	25.5604879428355	25.7359319522036	25.5972398918821	25.7679623522569	25.6478242150549	25.6320221594663	17.1725349410449	17.6796519041382	17.6665776971698	17.6770864520013	17.4423117898304	17.1113802293607	17.5563788193569	17.578085173409	17.7939271173353	17.5049741211363	17.3238288327671	17.501961549804	17.3406325027904	21.6343679375143	21.6666531060769	21.6644976318819	21.3757267340623	21.7801504502561	21.4903553821898	21.4179379927598	21.7167298861424	21.5681537508312	21.4371038613756	21.6642719232198	21.3668504482326	21.0500944182598	21.133152248924	21.0782237914436	20.9576816360752	20.8470053343136	20.9034302857891	20.6636119568967	20.5701799854514	20.7762996885452	20.6559045131928	20.6522060217365	20.6984181148041	20.7334308075049	20.6366263904947	21.0368309409917	20.6921812794023	20.6788614333677	20.4879244072899	20.4085930397683	20.3112006204613	20.4173869320138	20.3929294856465	20.464693311448	20.3473704944197	20.4689143408143	20.3299079935357	20.3763098360602	20.0515621140625	20.0187462379602	19.9264625025572	20.0605085962796	19.9219382483139
P52076	21.0608120146625	21.1625400773771	21.2643452351855	20.990134440823	21.058059125477	21.2449189183764	20.9214196634663	21.0981233488813	20.9121130731993	21.1649903771955	20.9815617076811	21.3348635635237	21.047534000911	20.8328081360306	21.1246653204399	21.1319536453408	14.6177314607595	15.0010254775712	14.8225558940799	14.9137168900122	14.8601606855104	14.7049681196008	14.7059940956362	14.6628908591391	14.9138150428655	14.7062531741766	14.9339395647549	14.672419816934	14.7116132048581	19.9467663786933	19.5978616067626	19.6513425504037	19.5213435594796	19.786955556527	19.6489192697882	19.6117668817819	19.2740391172081	19.5831488934288	19.5397400471471	19.6270992207984	19.7015805967095	19.1852892333622	19.2864043443756	19.8913728444262	20.0582903853738	19.9913253088912	19.8558661229567	20.0072107247832	19.9957202333825	19.736887443133	19.9851387141347	19.9225219779518	20.0700816263073	19.9474657218936	19.87832038675	19.9833861148529	19.9477082719794	19.8927784756943	16.6717898239159	16.5273502393034	16.8421538846349	16.2373929753916	16.6957176632282	16.567127214345	16.4422664259338	16.4181985145547	16.2281366304653	16.1783341695651	16.9231069226844	16.6242242950622	16.5123068361842	16.9281250780723	16.7022403371707
P0C0S1	26.8902140782358	26.231688632226	26.6106545129313	26.8925551378275	27.1180889353652	26.0982237668589	26.2533253340025	26.7607077668793	26.5674085564209	25.6660316234133	26.9904478313552	26.4602883381274	27.0767161239521	26.9045598394844	26.0350976810891	27.0168232467795	16.9201783703283	17.2089677908432	16.7636014186674	17.2215682416522	17.2830521694081	17.0261992146702	17.6308430072066	15.324834506408	17.0982994372286	14.7759085824635	16.9029874138547	13.8880963260356	16.9529914406373	23.87533052505	24.1075162563351	23.9054920429609	24.2788798856895	23.8794030151426	23.9283278853227	24.2338364340366	23.8112841364906	24.0601671743049	24.0881917016801	24.0422408330635	23.9585102359551	24.0477170386378	24.12091083172	23.7644079617222	23.630609304963	23.8928121910578	23.8533666711059	23.8953108616828	23.9039671408648	23.7040032391035	23.8375066718484	23.9363575730213	23.9643482718073	23.8247268854931	23.868479711232	23.6678054184711	23.7929384019576	23.7634154163395	22.4784334035121	22.5060382750028	22.6060766771776	22.1461317132534	22.6485923765485	22.570853993205	22.3822546095022	22.3672584966121	22.7506828641339	22.5047200813167	23.0197763277836	22.8995947904356	22.9752140417714	23.1383368047925	23.1475561708495
P0A817	28.0182515080046	28.0201766255083	27.9343948339715	27.78820573995	27.6792714904421	27.7319831762957	28.0450450883651	27.986303110579	27.9602647915449	28.0099542463088	27.9603642298442	27.9740706436846	28.0101357099986	27.9994169900158	27.955882707184	27.9547961942854	20.5658644400254	20.2896609555509	20.2911796945492	20.2823599830517	20.451694076198	20.2941226186749	20.325819281518	20.2463810858987	20.491510619116	20.2548809870821	20.5611536708886	19.884446305601	20.521801694525	27.0565066599957	27.1545759371552	27.3353816309408	26.9733153202778	27.4062155174874	27.2390881708739	26.9790742405757	27.2764946863299	27.1323494986001	27.224414723143	27.1859169523567	27.1179898906627	27.3350749029624	27.3056516810453	26.2161234184487	26.1492956113572	26.1739519488271	26.1360379877605	26.2867416856729	26.3058951680091	26.2917273841593	26.2868297973658	26.3473576521662	26.3399475668297	26.3422692173434	26.3797493143614	26.1953053665756	26.336987479871	26.2258823682756	24.9639780245078	24.8813275929041	25.011812634917	24.8235126305736	24.9466869675372	24.9087706309907	24.813712702278	24.8721018211759	25.0794816913148	24.8834034436689	24.9575851121964	24.9551743492595	24.9752849000036	25.0082943958907	25.0139390553562
P0A8D0	24.7408646706681	24.4372626390292	24.4759550358139	24.5947025193375	24.4927908231067	24.7222989101951	24.374969675155	24.3843550680836	24.4299471033306	24.5219669899691	24.3234393745149	24.4667568371996	24.3353475532745	24.2832463630241	24.4551367979547	24.2557887276186	16.4856642419683	17.5994479815287	17.6484769589616	17.2018846050384	17.4846970430787	17.1956893962549	17.9532643294717	17.5490777041185	17.3546195830039	16.7984971148717	16.6788889352747	16.859522653872	16.6654191984391	23.4914029666272	23.0568940030176	23.2809055362984	23.134143011886	23.2804808103184	23.2388105521889	23.2564943533795	23.1361804018903	23.2397561312887	23.2318358239248	23.1159123472771	22.7818139263707	22.4704319855308	22.5368471702407	23.08936092802	22.9695779900882	22.835613288847	22.8170140810232	22.4196233437747	22.4328268089286	22.5495205371615	22.5382926758444	22.4909771712553	22.4999898816357	22.5175189778285	22.5249223403045	22.9184982353925	22.5325352350323	22.5322664999	20.2656448032278	20.2597731417899	20.1742625268738	20.2574039572646	20.1349200964402	20.2451278902017	20.1627920545048	20.2307311535522	20.0755235435999	20.1953481751023	19.5864385031196	19.6480942155654	19.4660923977593	19.5565565714643	19.6110157890831
P0AAQ6	21.895235039815	NA	NA	22.0617943884992	21.1913532540072	20.8931252246694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.4837528091024	15.1035828749487	14.9594722310478	15.2148275569126	14.7164175852191	15.0944818608502	15.401742847467	14.0935991278533	15.0369720263391	13.418564195427	13.7128063988233	13.4937679044099	13.178215105689	20.5290854416679	20.195083793373	20.1517499127688	21.128446250715	20.1093970870206	20.6067070198355	21.3120653063116	19.5881875809046	21.0346498739511	20.3399761009984	20.3633198817373	18.2719280207644	18.6621294057841	18.655733350336	18.8031346891444	19.3650429802308	19.584336806831	19.9656011183912	18.3820202444931	18.3697592042019	18.1213210311766	18.0188793255284	17.9668152177611	18.1254487866961	17.4812002861663	17.4286300638695	19.2593800804011	17.68588486492	18.0432623006694	18.0372305575932	18.2759789649756	18.5790764998768	18.6642875503418	17.7151844666357	18.0818734772544	18.5636059351487	18.6420199530622	NA	18.3779179757744	NA	NA	NA	NA	NA
P08202	22.06686373611	20.5472296896187	20.5976343197779	22.2239822371517	22.1343749277069	22.2338378965257	20.5535336780058	20.6731693021873	20.4166862144292	20.5306577991688	20.4655205705832	20.5038179755403	20.734431785781	20.731203000793	20.6362458010627	20.7313356060107	15.3148487335079	15.4716688644879	15.4568773614475	15.2861100986235	15.2260245217872	15.18146288127	15.2812925509785	15.4178162624991	15.1965176031405	14.1270351063346	13.9443734893772	14.1061948590445	14.1422666386357	20.384754244412	20.3629347893752	20.4373274152929	20.3392041208018	20.5505213466702	20.1689609650816	20.3370817658002	20.5871768542597	20.3071140718955	20.3142800843253	20.4006626689403	18.918973847727	18.8238212453221	18.6303417893897	19.9849857942295	19.8874943321254	19.870265371928	19.9406863828594	18.3165997382043	18.2545903894423	18.1315103491017	18.3066758578878	18.4898949877187	18.5506904290075	18.3132063416064	18.3567700351086	19.8427385777887	18.3493201088972	18.3672782293597	18.6595151554854	18.7623528387905	18.9902037042593	18.5488858616257	18.8163430802262	18.9205156891254	18.8033049971687	18.6269281696777	18.8369841692073	18.4779874632407	17.207262223945	17.0332078890315	17.690216280422	17.8643070736525	17.3174037806226
P23894	25.4693895526708	25.4039458599095	25.2912829950929	25.3274162721238	25.4493859589618	25.8514234675825	25.5604267177396	25.4386178888254	25.6262175781798	25.5293202129327	25.3417773665487	25.4280628761779	25.3923897519548	25.5362359493328	25.6133776201807	25.2298969626307	17.4990439248179	18.1837904349465	18.3170504105777	18.147194985706	18.1942759272152	17.9888899030004	18.1569076723962	18.3364542569828	18.3608385130097	17.8896049656403	18.0262964906763	17.9531278915067	18.1816084634401	24.054928516453	24.0179702152042	24.2167488180281	23.8258528005294	24.2402279605191	24.1845669657449	23.8126556035203	24.2001227333577	24.0431007305431	24.0833543404612	24.1400702222188	24.4177230011079	23.9367798984315	24.1703477874978	23.5994266415552	23.5234274743113	23.4805229916152	23.4500785301627	23.4190935066474	23.4535992017094	23.4363669043268	23.3518488425295	23.4153069709247	23.4210215906149	23.4089868619591	23.4403774955588	23.5041793705766	23.416351192402	23.4079243322193	20.8712389849396	20.7003584342046	20.9793582038504	20.6826551780535	20.9107891003821	20.8067667197755	20.8087866794392	20.7685025806453	21.0436147545135	20.7924281010748	20.8228088664494	20.9045699454114	20.9184309019261	21.0220155495568	20.9074408351481
P0AFH6	25.4141587443249	25.8792954994206	25.7166744220817	25.1064543150772	25.4973119568611	25.3774144330922	25.7004012993512	25.7543293041185	25.4904423018913	25.4623915597894	25.4041115780531	25.471502814496	25.6561015218265	25.9244593339958	25.4066566957384	25.7121437680983	12.6960307740437	14.0589641314276	14.3943823044597	13.978737268106	13.9352847780084	13.2530290167341	14.2551761374597	13.8938703047851	13.5172018634493	13.241327771895	13.4439407042723	13.1720414673182	14.309391085657	22.8543106564546	22.9699942151942	22.3959963671145	22.7085442294105	23.1160440666977	22.8154083145866	22.757700076561	22.6740448194845	22.7207907541676	22.6463350119408	22.5201956662607	22.6404841438265	23.1597084564057	23.1230301520337	21.6725824513709	21.326022346208	21.9013876760172	21.7812396333676	21.5387165740897	21.6241743077323	21.7131129359965	21.7217859386074	21.754388436856	21.4648627886996	21.7439271391259	22.0368879400602	21.3702180578808	22.1634033770363	22.0424128535666	20.3210582884525	20.3265216540205	20.4146233056043	20.2594513450917	20.528293849897	20.6510762237393	20.5183765388494	20.7829278430699	20.7810955239849	20.941617925934	20.176029453048	20.6610473814085	20.7081526738048	20.6040663271116	20.8160805316509
P75966	23.5610883941566	23.3467999177252	23.3206947962489	23.3912362460185	23.5043612465826	23.3690759764372	23.3615459988301	23.4114975404719	23.314000656061	22.9870714057578	23.4312741654278	23.3705001112587	23.3536669839685	23.3176621276916	23.2467434974241	23.4058748096126	15.0357699449728	15.2862978451743	15.0385460963203	15.3597083869311	15.0465400001892	15.1606750622372	15.5027230509878	14.8112341904903	15.299147189189	14.6762766655952	15.3051426187993	15.1189978323156	15.2488948684496	21.899799435745	21.6861183344525	21.9218627237431	21.6946146430852	21.9996064500218	21.6866569661425	21.819542175611	21.9926431182488	21.8094737640279	21.8758835601086	21.7097056401144	22.1068472445999	21.7256433474479	21.9850448788416	20.8011873337306	20.8455359920132	20.7890082035127	20.6249150140292	20.9076095332356	20.9486210361549	20.9118278999656	20.9231112762225	20.8621318269505	21.0626114248302	20.9532828044542	20.8494967326313	20.6568298381493	20.8944432954754	20.8749798472463	19.7385178309491	20.0540955205507	19.797694768751	19.9785624421192	19.7365654382374	19.8012157581387	19.8212383517606	19.7827934987334	19.7942540262466	19.7080482410262	19.5169811206938	19.6406368275732	19.4878459205041	19.644840310255	19.5532205384126
P0AA25	27.8108577364733	28.0113146679568	27.549212343035	27.707435598972	27.7297292785519	27.6003542984289	28.100070211246	28.0029504819589	27.8245788011169	28.0308269482748	27.7060196197215	27.7763119892327	27.7806921413334	27.7246841245985	27.9580643472443	27.6942894396165	20.9393955601816	20.8863604501993	21.3422081691185	21.1045744402299	21.3223242885085	21.1793928124793	21.3130568398164	20.7427847423231	21.3455904145428	20.5599502394004	21.2060509050376	20.3640576882395	21.2927754595629	27.7685719878518	27.3898275217806	27.3080239278547	27.4712547209392	27.2219192440447	27.5505046134864	27.6243793228746	26.7585491648611	27.4816611846658	27.4621933913586	27.3592166413304	27.5144707535258	27.1712911960351	27.3050514841313	26.1510817462213	26.2664192640849	26.2138638010371	26.2175976694303	26.265627278297	26.3643793579981	26.2946081995807	26.3127480972768	26.2264759909122	26.2589918702778	26.3401309909244	26.2384669159778	26.2972523590718	26.3029915194798	26.3439605821564	25.0703011390444	25.1537432818582	25.0069557256858	25.210802120142	24.9298633784804	25.018106091782	25.0966604708223	25.1014134188155	24.8777566794443	24.9130696369976	25.0491805050472	25.1215156532649	25.0082644711546	25.0571452863036	25.1031717310879
P06968	25.339662194099	25.4290627811081	24.8997607212912	25.7030052160714	25.8083065075646	25.5874470000063	25.5764342923321	25.7425745537512	25.3584773603634	25.5968845871302	25.3101703582003	25.462507015459	25.4384307052703	25.2983348904084	25.5868889102013	25.5397361430445	19.0009490320187	18.6987826533102	17.8487268455461	19.3299583450663	19.3696527207697	18.902725452182	18.8246977553414	16.8360010279347	19.3291327960506	17.7935525092639	18.9672347036577	16.9419645929861	18.8786556619208	25.4451319531579	25.2837621070692	25.0879206875756	25.1972417443484	24.9795213156947	25.2663191725028	25.216289971449	24.5956076103109	25.282391093324	25.1518791746233	25.1710506281681	24.6666357710448	24.6206775947292	24.5515331967224	23.5626146303764	23.7024081845124	23.6084001253472	23.4758684754716	23.4753613748601	23.5090819927041	23.3364035868104	23.5196775205913	23.3515388565325	23.5208167160497	23.4853468284507	23.4301258174232	23.6689092154464	23.4450593149123	23.3584371165142	22.6378360864568	22.7649080268762	22.4645013793448	22.8959856856503	22.5622536057799	22.6911739765751	22.7638388508456	22.8191952150744	22.5244871951551	22.6678032533335	22.4561663848116	22.4931659875974	22.2807413237459	22.4448142127989	22.3948143488595
P0ACZ8	22.661752007131	22.0358616121179	22.3008284403423	22.0145401914254	21.7964460512359	22.0763817788479	21.7768337932282	21.8494852789891	22.4460544564635	21.7454790202261	22.2785481446384	21.909046334578	22.247302882082	22.0092183372335	22.781047484325	22.0518309191292	14.8921727987484	14.8781563130059	14.5009725525375	14.7075424773059	14.7599869803211	14.6779453203284	14.8849241113302	14.4523699548031	14.853816359228	14.1883802146947	14.7221457885059	14.1521422138223	14.7459526272286	18.9856668582183	19.1103507630536	19.1478110888999	19.327589921408	19.1210427281527	18.7605217971567	19.0232156023947	19.2846185412913	19.1715653181308	19.1646540912237	19.1000386007371	19.1183834937438	19.1047164754939	19.0790211585558	20.1253655399546	19.8808988025427	19.9222896760414	19.7280732968589	19.6075235704984	19.5349905341079	19.6353071748253	19.6076969377011	19.598933918222	19.5046114704918	19.7038934375682	19.5424915847804	19.878568857075	19.6055554763172	19.5324358326488	17.5670648076779	17.2482426236584	18.1376866267488	16.6890970974349	17.8356186855334	17.323934355926	17.0287586309126	17.326710358347	17.6773824339234	17.3970478629239	17.5274693698241	17.5369225619007	17.4446752188723	17.7115997623684	17.5277289791873
