"MSP"	"ERS848745"	"ERS848744"	"ERS848743"	"ERS848742"	"ERS848741"	"ERS848740"	"ERS848738"	"ERS848736"	"ERS848734"	"ERS848731"	"ERS848730"	"ERS848729"	"ERS848728"	"ERS848727"	"ERS848724"	"ERS848723"	"ERS848722"	"ERS848721"	"ERS848717"	"ERS848715"	"ERS848714"	"ERS848713"	"ERS848710"	"ERS848709"	"ERS848708"	"ERS848707"	"ERS848706"	"ERS848705"	"ERS848704"	"ERS848701"	"ERS848700"	"ERS848699"	"ERS848698"	"ERS848695"	"ERS848692"	"ERS848690"	"ERS848689"	"ERS848688"	"ERS848686"	"ERS848684"	"ERS848682"	"ERS848681"	"ERS848680"	"ERS848679"	"ERS848678"	"ERS848677"	"ERS848675"	"ERS848673"	"ERS848672"	"ERS848668"	"ERS848666"	"ERS848665"	"ERS848664"	"ERS848663"	"ERS848662"	"ERS848661"	"ERS848660"	"ERS848659"	"ERS848658"	"ERS848656"	"ERS848655"	"ERS848654"	"ERS848653"	"ERS848652"	"ERS848651"	"ERS848650"	"ERS848649"	"ERS848648"	"ERS848645"	"ERS848640"	"ERS848635"	"ERS848633"	"ERS848631"	"ERS848630"	"ERS848629"	"ERS848622"	"ERS848621"	"ERS848620"	"ERS848619"	"ERS848618"
"msp_0003"	279	331	1532	389	328	6	1067	21	104	1457	16074	32	755	59	1176	4320	288	369	0	3617	2578	0	125	3492	465	1836	1131	2155	102	4518	661	686	5636	322	6841	260	105	8603	2028	0	244	677	2223	781	5049	683	1080	3741	439	124	46	691	833	619	59	15	94	0	27	956	1264	331	1221	0	9050	0	2766	82	2128	2814	4907	110	13	2994	347	478	1223	10	1207	495
"msp_0005"	172624	462	612	12902	214	237523	27945	944	3138	14645	34	154	337	510	310	42	3448	8	50270	2304	30211	183	459	58	122	20	1274	1061	281662	6	838	37	3908	502	4091	8945	634	8641	2465	2325	43	18965	159398	8494	22317	1722	168145	2188	16343	103	662	5818	2146	644	2193	59	2477	235	59	1497	1242	228	2799	7012	68	1320	4398	5526	4172	1379	116001	707	2861	14436	680	750	3606	2274	676	64027
"msp_0007"	42	1478	264	20	105	11	14225	888	644	884	4363	154	168	957	2072	4754	30950	471	34	205	262	10279	2160	2226	267	260	1476	1327	88	183	2755	8165	4076	2744	2187	1237	248	1284	4885	6498	151	600	956	896	6055	13073	4313	8312	133	85	11380	159	5884	63	602	2626	4527	9595	104	284	183	154	111	660	22497	106	4689	355	3077	9611	8585	1976	3462	4527	595	1859	122	408	14710	151
"msp_0008"	0	1381	523	0	0	0	3386	0	6112	1208	5	273	2308	1653	3250	2208	54	862	0	1311	7193	0	31	68	343	371	1845	7919	123	2991	5997	461	6487	0	242	7	73	96	32	0	1078	1112	6475	93	2487	1809	227	3370	521	5164	0	1407	4157	1597	59	133	303	548	20	1816	1900	0	4	0	92	0	32	99	1532	12610	0	0	11	3259	99	1794	3	66	22	251
"msp_0009"	3677	144	264	42	0	28	28	175	183	222	223	0	27	444	287	18	142	1083	123	2550	114	572	44	0	44	116	214	496	162	113	22	223	17	42	15	98	121	176	28	1422	62	26	39	11	313	85	65	22	59	43	593	55	42	84	0	115	1784	1581	0	47	74	136	53	1291	93	0	1594	27	390	240	218	3136	1767	62	9	207	1237	28	149	16
"msp_0010"	0	287	0	1076	0	17	3334	0	2186	17	15	8161	253	1102	560	12255	164	9	6	0	16747	2096	0	1683	6	5553	8	1592	408	0	144	1740	0	70	2055	0	916	0	147	364	6	7	943	9	0	2557	5146	0	50	5	22554	4	7099	13	79	10	4	16642	993	67	4599	11739	53	5	2328	167	3007	10846	865	31762	0	5	24935	0	43	3269	3425	649	132	1092
"msp_0011"	2241	2991	4476	695	779	26	3901	10116	3683	436	3386	951	522	3285	5227	5518	10502	2437	2612	3833	3592	10652	1688	6536	695	4704	1359	4482	907	458	577	2263	8933	1474	1785	299	93	7867	423	11009	3190	2068	3316	302	2096	1466	2417	2448	1311	4459	4544	942	1545	565	84	354	215	5888	18	665	3084	168	518	28432	602	108	3382	301	2877	5854	4383	219	1347	4910	1026	790	1168	275	4465	569
"msp_0012"	615	1799	561	134	66	20	5502	870	8578	4938	6993	1375	1606	5628	17283	15942	16222	1285	9	2069	7795	2595	178	9036	381	4660	1218	2788	709	2874	1176	5835	6161	198	3475	283	259	3651	721	3458	1378	1816	2124	1089	1201	1228	1358	2663	160	656	27759	516	590	4453	142	1173	1391	2620	442	346	6346	8174	1377	1470	3485	280	2476	1740	3287	88794	4119	8345	831	2064	827	2347	1512	1917	987	1448
"msp_0013"	4	7024	0	6951	7	9	144	0	0	11	11	2832	45	8227	67	24	0	241	60429	56	14	13015	9	2112	2363	1521	5699	437	2473	981	3637	7931	0	217	181	445	0	28435	6017	100903	119	1697	360	7557	58771	14	10	13928	18936	11492	40	8273	61070	936	1072	84	7693	38131	220	371	126	198	505	6	21	2617	8	84	3849	99	242	247	0	46259	16	723	13	13	0	314
"msp_0014"	0	76	17	0	10	0	22	0	91	0	559	0	0	42	625	0	6	0	0	709	1222	0	0	4	0	13	29	10	13	9	19	34	16	0	0	157	0	48	7	134	8	28	25	4	47	153	9	45	178	64	0	35	58	94	0	39	5	139	0	40	23	460	0	0	25	0	0	58	458	25	366	16470	2825	306	6	48	123	345	0	27
"msp_0015"	13	18253	5677	3044	6	3822	79	7217	400	3088	2677	12806	4221	614	1584	1927	6018	901	3415	1598	384	2063	314	18	2541	1472	1589	9160	2409	540	3111	24408	14	107774	33516	3725	5758	5420	27794	20865	34212	1540	870	37953	8997	6266	20175	16872	131	6025	190	4513	11420	1409	60153	35482	13608	1462	17866	6004	566	7609	3636	4	7	22872	6068	4186	3440	10869	230	15868	12	7663	7	67	3	2708	14	25
"msp_0016"	0	0	3817	10	98	60	5	20790	15531	537	35600	0	40	6301	12022	0	2156	27	10	0	0	8343	4646	43	7767	63877	2104	0	5089	0	0	8	56856	4861	0	0	44	0	0	49485	30232	859	6	24799	0	0	50462	8	0	14296	135	8	21733	4	49	1532	33400	0	1039	708	0	2581	7340	0	0	4133	44	59	0	0	0	0	5140	24905	26123	0	17	269	0	40
"msp_0017"	809	0	12	1353	2443	131	8	15	0	0	0	0	0	0	18	1013	0	0	6491	13	0	5235	8	4557	737	0	67	194	198	843	980	6	725	2235	3540	6331	6022	14	114	8	2023	644	0	4786	1717	1240	4	3806	0	1190	34	4	0	995	238	0	843	1588	1139	159	79	0	0	70	124	652	22	59	1019	9997	0	0	917	0	0	97	0	8	13	0
"msp_0018"	858	0	595	26	6	17	12	0	261	2233	77	0	0	24	21	0	0	1967	253	371	415	0	0	7	0	0	0	74	90	65	0	42	10	0	4	0	0	130	0	94	6	11	15	0	145	0	8	0	298	0	10	194	47	39	0	0	16	0	0	27	20	0	4	0	27	0	346	0	141	0	74	0	0	41	0	10	180	87	616	7
"msp_0020"	738	0	0	0	0	0	8	0	5	0	0	0	0	253	0	0	11	14	21	91	0	277	5	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21	0	148	0	0	0	0	10	38	0	648	0	27	0	34	333	0	58	0
"msp_0021"	2857	248	2773	29	241	47	67	13766	1549	334	919	1358	263	78	132	3085	576	275	4685	316	989	0	42	2035	2741	1245	1065	5712	318	294	178	211	1269	2850	4298	115	1078	4840	8	8820	4555	109	7366	1271	1308	2397	1983	2546	257	4780	2513	1516	383	581	56	328	3588	190	17	622	462	91	758	0	42	564	13905	156	88	801	12392	0	417	958	97	1103	6673	270	400	629
"msp_0022"	0	99	85	0	264	0	3807	0	0	223	0	1194	0	718	811	0	5888	0	0	0	0	0	106	2019	0	259	152	0	715	600	48	0	2179	0	2366	0	42	4087	0	0	0	0	0	0	0	0	5028	0	941	985	0	281	1293	248	5	0	0	0	0	0	723	0	25	0	3244	0	0	3	0	20969	0	0	59	1752	122	433	429	0	31	4
"msp_0023"	2407	3958	3099	157	0	17	24424	10768	6436	3539	14684	892	2726	4983	745	10902	11712	14279	6	19684	720	7746	1420	4113	4	2543	1253	5841	350	1254	1297	4	2302	544	3786	2427	1208	10909	0	0	1389	1139	5336	413	711	51159	0	934	0	9665	16900	573	2730	12306	15	1634	1483	18	712	507	4121	7	12430	17	7850	0	10246	241	2002	9208	1220	16	974	3194	388	15455	17	253	16	4533
"msp_0024"	127	250	196	94	0	0	153	56	73	18	74	0	0	465	29	0	0	1151	643	386	73	349	36	8	21	7	9	8	35	0	0	56	9	9	25	31	0	8	10	531	0	0	11	0	115	175	0	13	0	19	10	0	47	22	0	21	522	999	13	35	55	89	15	246	13	32	384	15	354	114	16	633	2101	110	0	18	174	14	91	8
"msp_0025"	230	0	0	275	0	167	0	0	56	65560	132	0	44	8026	0	21	29283	10	0	54	34151	0	0	0	121	422	1664	11	210	0	8515	0	1162	1084	2273	0	0	6470	0	3096	439	0	0	0	18	0	0	0	16857	0	0	1648	0	0	150	0	0	23	0	410	108752	26255	48	19	0	0	64	9	268	33	278	255	44	123	107	33767	23907	77	34916	95326
"msp_0027"	1971	2148	3063	0	265	6	17700	2124	2904	485	5102	1901	10400	3583	17485	13	10	5685	0	16	3858	2153	2372	3392	3941	3404	548	5789	13	1226	2154	6	0	59	4006	7	3785	2282	0	10681	1680	829	0	2387	4	7716	4244	7928	206	3878	45131	901	1215	11022	17	4595	951	4	202	8	7524	7	1834	8	2243	447	5379	66	783	0	1313	5	508	2922	642	1719	6	4226	0	820
"msp_0028"	140	313	17	0	92	0	176	94	0	1408	359	0	110	293	125	150	131	0	91	284	4141	0	0	1076	24	459	572	589	64	2202	90	0	2368	194	147	27	8	41	631	0	20	41	0	83	283	1444	176	6	0	7	0	27	290	6742	39	480	43	0	180	73	109	3580	12	0	0	0	118	68	193	1000	0	0	15	238	238	0	252	196	0	221
"msp_0029"	16	20603	22176	2923	1595	147	1057	18748	1673	24	1936	1449	21123	412	261	17268	28	1618	1292	3252	2069	17153	11940	27331	13080	68652	45823	10130	6943	14847	12657	1097	6102	20538	37674	3152	22376	283	23876	1120	8359	654	4870	17553	32416	6	16690	5793	9	17013	93	5009	8	7307	70	2816	255	0	9006	4699	8259	49	1745	891	6	7738	47	11467	9196	18	8	21	73	61008	4018	40558	4341	67	26036	3361
"msp_0031"	2579	979	1041	625	0	42	21	10689	7579	100	53	1284	4751	14270	14607	15	11300	254	0	1389	4608	0	1217	46155	1099	40	132	18736	0	3244	475	9890	16999	4991	3258	6	821	0	0	4	403	617	0	4501	0	14797	4	1254	4	3389	84001	444	1537	6	202	586	8542	29450	1099	656	5702	2467	2043	9	9	4	5760	1517	0	30	3346	239	7983	10304	2784	1138	7710	21	12838	919
"msp_0032"	3464	162	0	597	876	9	409	0	3878	143	4279	0	244	9122	19	3908	29	59077	40183	2703	44916	15	0	1015	0	331	122	8760	603	774	0	3433	0	0	0	934	937	9820	2020	0	1516	765	6039	94	2152	8272	115	5211	0	80	0	536	621	2628	376	26	1063	0	17	3745	2506	36937	712	4	267	65	566	91	872	547	695	7	76	0	2167	1055	1869	0	0	3368
"msp_0033"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	25593	292	22	0	231	0	0	0	0	9	0	0	0	0	0	0	0	0	0	134	0	4629	0	7	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	11	0	0	9	0	5	43418	0	0	0	0	0	11	183	0	7	0	14	17	10	0	8505	0
"msp_0034"	0	0	1124	0	2572	4	11296	0	0	0	0	635	0	0	0	13431	0	0	0	0	381	0	434	2768	0	19804	5797	43010	3	6	525	1262	9618	25935	21616	11708	94	0	5	20162	946	1178	7673	371	12595	5960	0	2742	7	6	3	3807	2577	1520	41	0	0	9	13	6612	6	12	6	8	4	11	7	7	34	0	15	38	0	51577	828	5	0	1293	1455	10578
"msp_0035"	0	2219	11047	10	520	19	13979	0	0	0	0	0	1453	0	0	0	1308	7169	13	3221	0	32262	0	13	0	11	5622	540	0	0	0	0	16	0	0	0	13	4643	4777	83	0	0	0	0	0	0	0	0	0	0	0	170	0	0	16	79	447	0	919	488	0	0	507	7	0	0	4325	162	1736	49149	0	0	783	8407	98	75	89	0	18512	18
"msp_0036"	0	0	985	0	11	17	1808	10361	402	3969	11867	55	2334	6784	62504	27	1582	23	6616	1837	0	0	78	0	0	15999	10	4490	325	13	1627	0	0	187	10348	12	51	6	0	0	1574	115	0	967	10	74748	1084	0	9661	0	8	412	82	5945	8	377	3604	17	93	0	24	9	243	14	20	259	9	58	0	0	0	192	0	0	4942	0	2882	127	0	0
"msp_0037"	0	718	66	0	83	0	1368	0	2277	81	11	2179	61	9704	863	0	0	329	0	998	2433	0	0	0	0	6906	0	0	93	1635	12	0	0	528	0	29	6	1969	0	0	1283	130	1819	186	0	329	0	0	0	286	0	486	2615	56	4	997	226	703	0	160	0	6	1081	0	0	28	0	37	99	0	0	0	23	318	402	2011	4079	125	0	0
"msp_0038"	0	0	0	14	0	0	0	0	0	76	0	0	0	0	0	36	0	0	0	0	80	0	0	0	0	0	0	0	0	453	0	46	17	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	8	14	0	0	7	0	0	0	0	0	0	50	0	0	0	0	0	32	0	0	0	0
"msp_0039"	0	0	11	45715	6132	61	0	0	6167	0	0	7994	5706	0	0	4395	0	0	0	246	1812	18	19	1046	4830	10211	17759	9273	51234	5	3683	0	0	4868	5630	13901	0	13	0	0	0	3137	64	11570	12	4	0	0	0	4	56	582	4773	24514	97	3	5	8	2120	0	5828	9	21147	6	4	0	12	16	9743	0	0	9	0	6	6085	0	5	8	0	1161
"msp_0040"	0	0	4450	115	1783	17	0	0	17479	264	15	5080	0	7977	9513	14	20729	834	16	9	3803	4	3826	0	2277	14	6740	5629	1333	2967	0	4	4	0	4	1792	714	15141	0	3	4627	1734	4	2568	1372	0	4	835	3089	2040	16	1427	2577	0	46	412	26132	0	0	4523	0	2218	3245	0	4	5	10	1758	6	0	1285	173	8210	2611	3322	0	0	0	6	1467
"msp_0041"	6	9199	59911	1847	3190	719	22359	38	76919	101	85	221747	268427	69	0	0	11	0	13	43	16	52	35625	10	10	108	60527	17	5861	62928	52086	20	10	55	12	60	119517	0	9	26	192559	4340	13	36	0	19	32	25	40	21	22	10672	85919	7	107	33195	8	41	165624	15	20	23	81319	2127	19	15	24	41579	12	0	12	14	0	20	108854	14	70	8991	0	1341
"msp_0042"	34	47409	0	0	0	29	15308	0	0	0	5	223	31	5126	0	5663	0	0	12	30500	9	0	3	6275	1500	36241	866	366	994	16834	11106	0	3175	17824	11300	18	1369	16	6	0	22345	5684	0	4	31854	6	6	0	4	0	3	3349	0	0	586	0	0	0	4193	0	0	18	0	0	6	7	19	45	0	0	0	0	0	0	141	0	0	1622	0	0
"msp_0043"	7	5983	1609	7	2756	35	0	25818	0	927	34260	0	9141	12259	70562	21	10	12	18	14	1448	4	6395	35	0	0	0	32849	0	7	1663	5	2854	4	0	8	15099	8	0	49502	3355	6	4	55144	0	37384	7	4	4163	9	265	1077	2808	0	2194	320	0	17	14	2125	19	1642	4141	18	14	0	0	9	0	0	0	4	9134	29404	13348	0	266	5	8	51
"msp_0044"	1328	12	473	76	0	11	0	23	131	830	47	0	0	102	88	0	16	47	41	75	3107	37	0	5	16	0	22	19	0	0	10	12	5	5	65	49	0	0	10	85	4	19	22	6	33	110	0	0	158	0	0	5	685	278	0	12	39	771	22	25	405	83	118	0	35	0	42	33	1182	15	14	70	3754	610	0	19	27	13	8	9
"msp_0045"	31	32702	10049	141401	24	10604	13959	12568	914	86733	161	620	4952	27	5547	5349	4174	8536	81448	95	46394	23	25	4485	22	22	8350	8886	6912	19	8392	62915	2544	11022	33947	37	51606	35	52080	18909	4419	10	1748	269	70791	21	77844	16	65760	10	8	37931	2277	16228	12475	56100	10334	40608	659	13	10	60702	26	7027	29	28	155	319	22016	4030	1971	117385	11	53	1804	2833	139027	54	11	61
"msp_0046"	816	10994	15531	464	7539	54	20535	14291	23561	3881	15444	3303	3937	31241	972	69838	10136	7491	77	29265	16273	4611	735	73072	13644	23370	3108	3160	842	10794	3943	58605	82767	13389	28726	4175	1080	44195	3992	6	959	10889	15700	10437	7371	12993	9862	14205	11999	21618	16177	1974	11134	32579	490	2594	33385	16662	94	6034	22699	6222	884	29452	13236	157	27583	1533	43065	7289	44908	685	556	8213	22398	7794	19244	833	37942	972
"msp_0047"	0	0	0	0	987	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	0	91	0	0	0	0	0	568	1607	915	0	0	0	0	0	2027	510	0	1610	480	0	0	0	2426	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	256
"msp_0048"	0	4206	4	3	3	12	0	2577	142	210	6	1686	716	45	81	572	0	188	78	0	7	482	0	891	946	253	954	2719	2262	230	14	6	531	26	1641	0	0	0	5922	8833	22	314	383	1871	0	713	0	4	664	1062	14134	353	12712	34	36511	0	24	1294	2142	87	174	132	571	72	0	471	12	58	99	216	0	487	36	439	90	10	0	225	68	21
"msp_0049"	272	0	11	9	24	0	0	0	0	0	0	0	0	0	6	0	0	0	30	6	10	0	0	14	3	0	0	6	9	8	0	0	0	0	0	11	0	50	0	0	0	0	9	0	0	130	0	0	0	0	0	0	18	3	0	0	9	0	0	0	19	0	0	0	61	0	0	4	0	8	13	0	0	0	0	35	0	5	17	0
"msp_0050"	0	3575	381	6498	804	8136	351	0	0	401	0	570	173	2283	251	292	217	475	2111	0	67	0	975	314	915	634	791	410	0	0	574	1660	81	69	724	3250	1549	2345	984	238	435	876	438	173	2258	0	882	1168	2413	3598	0	593	183	0	4768	0	335	386	108	962	283	0	551	540	229	707	0	117	1821	0	11	13	423	369	212	56	0	4774	929	4394
"msp_0052"	1774	5	0	0	0	13	0	0	6	0	146	0	0	0	18	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	13	0	238	0	0	0	12	0	0	297	0	0	0	1366	0	264	0	0	72	0	11	29	0	5265	574	0	0	0	30	0	0	0
"msp_0053"	0	940	0	324	0	0	68	0	4758	6490	14	3584	8395	526	0	0	0	453	19	2100	10	0	0	13208	0	0	354	526	0	49	360	0	67	15535	6385	0	0	0	2831	0	0	325	1741	1095	0	0	0	212	5731	0	0	1669	608	2122	49	458	0	0	342	0	0	5369	41	0	7	0	11	18	416	0	0	0	0	0	0	4333	0	45	0	985
"msp_0054"	65	153	801	41	12	0	0	419	628	22	1887	139	14	145	142	192	651	1789	541	0	592	959	101	188	804	936	5	278	16	206	80	124	922	132	593	19	25	540	31	343	98	174	5	80	584	170	230	57	169	53	181	30	1094	462	6	33	70	0	17	0	197	825	40	1595	391	0	135	4	23	82	81	0	511	132	171	17	55	32	813	95
"msp_0055"	6	11594	4547	567	54	112	161	6003	12654	6262	29	353	1197	2112	19404	16440	118	6144	649	153	425	804	809	470	2178	986	274	1720	35486	7836	9509	23	243	18992	210	105	271	217	905	30	69	11692	5725	4409	2714	371	612	2708	215	2368	22	884	0	678	159	287	276	8	3585	1068	428	1667	863	116	0	32	0	520	2599	462	3636	42	90	1416	957	1416	198	372	123533	12860
"msp_0056"	2031	11	19	7	0	26	0	25	199	94	69	0	11	36	946	0	14	426	155	210	0	653	34	0	21	0	26	18	21	23	9	96	0	6	0	79	0	32	0	257	0	0	14	16	152	414	6	6	6	44	7	0	42	26	0	169	498	213	0	29	54	77	9	1768	70	0	509	11	758	27	87	2722	19	47	0	20	1404	12	41	0
"msp_0057"	0	0	389	638	0	34	0	330	2263	1584	194	0	242	0	23	844	42	26	219	0	0	27459	289	23	18	52024	23027	0	383	871	1297	0	1637	549	8288	250	9	101	0	10	146	342	0	0	26	0	0	0	0	96	0	60	41	0	40	75	1763	0	27	7	6608	258	0	0	0	26	26	4	2023	564	0	0	48	599	2190	0	7996	135	144	53
"msp_0058"	15602	58	4	869	3	6236	165	9	246	7	1917	38	42	12	7102	13	3064	184	31592	8204	61	2939	80	483	7	105	33	297	1138	6	0	46	182	26	4	0	293	0	0	2373	18	7	157	0	1885	747	11	0	28	70	19017	123	15	41	13	30	429	1327	0	0	34	108	0	6860	8	1469	1419	3081	17	3002	4452	26853	2338	132	7	177	2982	181	1975	7
"msp_0059"	500	0	123	89	495	0	3107	0	124	0	0	0	583	0	7163	0	0	0	0	549	4054	4	0	0	0	1566	569	7849	0	0	0	0	0	0	793	937	0	4441	0	0	0	0	0	0	0	0	0	0	0	1466	0	304	0	9080	48	0	0	0	12	1868	6187	4043	1078	0	258	0	13	6	2021	17012	5	8	19	5603	890	341	0	332	22	4434
"msp_0060"	6	6261	6043	4	267	93	0	0	4336	0	0	173	1632	111	2620	341	0	0	0	0	69	0	0	0	376	1377	2664	464	80	1313	2016	198	0	348	1418	0	0	203	561	223	53	484	146	554	136	526	98	134	3830	0	0	88	982	230	0	0	14	0	53	589	62	5	61	0	1019	0	0	0	1275	0	0	7	0	0	1806	497	0	1020	467	1967
"msp_0061"	0	11	0	0	0	0	0	417	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0062"	122	342	677	21	50	5	465	0	48061	224	0	473	633	334	0	0	0	3322	312	300	1414	0	3	1608	180	1324	916	671	23	526	912	2150	1522	0	0	190	60	945	0	1772	1267	85	0	479	689	703	175	1061	4164	547	2	92	1370	1888	24	276	225	0	692	502	838	751	875	0	905	0	551	168	195	806	267	5	242	787	499	0	0	76	178	1169
"msp_0063"	0	0	0	0	14	0	87	0	576	0	0	505	79	0	0	13028	0	0	0	0	0	0	0	2622	0	6591	0	0	0	0	312	0	0	0	1349	1147	10	2285	0	0	0	0	0	0	3777	0	0	0	74	0	0	87	0	0	0	0	5	0	0	0	0	0	90	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
"msp_0064"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	31047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4071	0	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0065"	0	0	0	0	0	168	0	0	0	0	269	1565	1069	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	23	0	0	0	0	0	29	0	0	0	0	0	0	0	1159	33	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	198	0	0	0	0	0
"msp_0066"	0	0	0	0	0	0	0	0	82	0	598	0	0	0	0	0	932	0	0	0	0	215	0	0	0	0	4	0	0	273	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	265	0	0	0	0	14712	19	0	0	6	401	0	133	0	0	0	108	0	0	0	0	20072	34	0	11039	758	0	536	0	0	0	2404	0	11	0
"msp_0068"	10	17089	11229	10361	58320	703	26108	36170	37	0	0	236	2184	1035	143	23697	0	9	7158	84	2831	18	34	66667	6913	38157	26	9268	2896	24278	1284	541	417	1487	27872	16363	688	8639	1363	2864	6095	7300	15459	49644	16978	17	9961	9120	0	23669	264	31387	5862	39	3338	2105	28295	2347	849	399	820	185	18941	4256	45537	5226	30	1669	450	0	0	14	8310	5761	53	2889	0	118	8	5127
"msp_0069"	31263	15612	14036	228	1609	108	16790	6170	22447	1631	49684	19765	16399	5301	12085	73988	50180	21991	62	9341	18164	30049	14861	98367	20530	38419	5420	17884	3759	25702	11508	55032	19743	2227	38212	2628	12386	74058	4699	54733	9334	3095	27189	18520	9933	39990	6278	7470	4884	32862	64381	2009	8336	2676	2249	2222	28157	10069	2867	3542	12624	25086	7567	199610	17015	3375	30856	72780	5795	45994	96249	12702	10279	7956	11270	15360	12380	1288	17483	12419
"msp_0070"	0	0	0	2046	979	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	19	0	0	0	0	366	0	0	0	0	0	160	0	0	4231	0	0	0	318	0	0	21621	94022	9	8	11	937	0	0	0	0	0	0	0	0	0	0	3890	0	53	162044	0	46	0	0	0	41	0	53
"msp_0071"	705	588	919	1154	5547	795	7198	1405	371	469	2632	1309	1970	562	974	984	163	104	1311	11159	177	0	793	1628	2812	1331	1251	520	1205	739	5591	88	918	1237	260	292	233	2342	3281	0	267	2302	1589	226	235	5578	154	4442	6970	2340	170	16240	1117	177	301	115	4319	904	151	579	237	316	1590	85	2416	31	274	615	15155	379	2496	8	15111	1468	749	328	1267	4077	6257	689
"msp_0072"	8	7319	340	1004	1837	7017	3900	3093	433	852	2033	8601	5088	166	20	723	2754	5348	5445	178	513	1657	2096	9536	1259	6227	4491	2007	1081	195	1809	62	1349	1828	4142	1418	3975	1411	1138	2131	11792	1527	1876	1928	6882	451	1329	2937	76	18740	14	14746	2596	4740	409	397	6210	1269	5266	649	362	1213	22698	727	4498	22966	728	1883	137	34	0	0	78	256	4421	283	11	815	13897	431
"msp_0073"	0	11	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	13	0	6415	0	30	42	0	0	0	0	185	113	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	20	0	0	0	8	0	7	0	17	27	0	0	0	0	0	12	0	66	0	0
"msp_0074"	0	0	0	0	0	0	0	0	174	0	0	0	162	0	0	2862	0	0	0	0	124	0	0	0	225	256	1067	0	0	0	0	0	0	0	614	90	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	11	615	0	7	10	0	31	0	0	9637	0
"msp_0075"	52	303	2435	851	38	13	10258	1334	107	451	1100	2270	916	26	416	5028	614	280	34420	19574	322	442	417	13159	14944	115	961	2846	1352	489	1418	136	13664	11521	3389	594	157	10339	5361	663	400	422	1193	155	13513	5668	1716	602	52304	6450	481	3629	2318	185	62	140	556	565	972	7407	274	111	5492	108	4226	198	89	87	4752	659	3735	257	603	1085	105	289	10	634	3368	48
"msp_0076"	21582	13028	2142	23368	779	38953	1310	3477	305	13567	2586	1334	1248	5965	2523	794	7955	232	373	1201	1974	15203	8268	1402	332	255	1447	1956	648	1686	2433	3433	914	1191	591	4434	4721	3557	3247	1184	1385	2216	2163	2730	1876	2478	9454	2422	9495	922	10611	2814	550	1452	23961	21414	1937	433	680	1514	251	19028	1053	2232	3606	17054	21697	5278	1894	1674	243	25646	226	1428	403	800	142	2923	757	9483
"msp_0077"	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	3294	0	0	0	0	0	0	0	0	1001	0	0	1730	0	0	0	0	0	0	6114	388	0	398	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0
"msp_0079"	0	0	210	0	441	8462	604	2041	61	156	2880	40	1157	22	2873	4208	6583	80	7	689	13	3336	6653	671	340	675	787	181	3083	736	331	2026	442	1408	268	452	9262	1158	379	1195	487	108	1731	751	9	961	5578	1112	275	1974	14936	677	301	173	15863	7295	27682	1720	276	224	84	106	1951	2544	4712	10454	78241	51880	1053	8389	0	0	2157	583	166	178	2701	17	18	49
