rowname,BBM_673_P283_01_VEB_001_R4,BBM_673_P283_01_VEB_002_R3,BBM_673_P283_01_VEB_003_R3,BBM_673_P283_01_VEB_004_R3,BBM_673_P283_01_VEB_005_R3,BBM_673_P283_01_VEB_006_R2,BBM_673_P283_01_VEB_007_R2,BBM_673_P283_01_VEB_009_R2,BBM_673_P283_01_VEB_010_R2,BBM_673_P283_01_VEB_011_R2,BBM_673_P283_01_VEB_012_R2,BBM_673_P283_01_VEB_013_R2,BBM_673_P283_01_VEB_019_R2,BBM_673_P283_01_VEB_023_R3
P00926,18.821433741790717,18.83230229673703,18.72083898150372,18.72016341845876,18.81253392298179,18.722016866525237,18.72604599859674,18.769486491498643,18.80744095303548,18.710741632424615,18.9736846253195,19.228494538754834,19.579087883837317,19.460721099288914
P00934,25.520933121284635,25.588461220162202,25.60877435431157,25.730729363235483,25.627619816691038,25.677752704612992,25.712387087987622,25.682231816208954,25.551789600827412,25.55233861821685,25.60836998319838,25.167289605158537,25.298025371633322,25.324047942813834
P00935,22.469582496677617,22.398134191578457,22.571381011679968,22.407071268445996,23.55424764283537,22.46863859482096,22.227252242853332,22.931144534859655,22.244404131390084,22.38448837085685,22.52315631503904,22.78726997139089,22.73912542574775,22.841346166477287
P00936,20.27428747638386,20.42635084210484,20.539734937696807,20.615968696482685,20.21045514312151,20.43138798392373,20.566283459870338,20.76005745066899,20.436638853308946,20.40245753761257,20.489367730808958,21.36731981835582,21.794172880708196,21.760214904464796
P00946,23.387416932005276,23.290606171215035,23.2928995377452,23.06515870396481,23.406876417703735,23.291144221704442,23.064330323201965,23.271949753934642,23.14877716881542,23.219106079572907,23.188093474625436,22.81989264893433,22.83389208527086,22.927147455367223
P00954,22.858979627462926,22.978556485484887,23.16370772655002,22.837992776063786,23.09387214320499,22.964442042033088,22.84640938647816,23.053611450544764,22.951551088386097,23.009619728873393,23.081570103390945,23.469823158362672,23.470096953266374,23.491152442566328
P00956,24.48026454833797,24.530835697700997,24.5295917742416,24.03208215067177,24.718631409276252,24.386574945345544,24.167655899737785,24.99062946824857,24.286380462133025,24.42177206181519,24.40964157448271,23.90474577476426,24.205964554915344,24.27206792145129
P00957,23.4490436483692,23.595457816533823,23.663997240832387,23.545514686691458,23.69334487508758,23.57464934345695,23.462661918116154,23.795657101774054,23.53929395798872,23.58582910506493,23.654884984546253,23.597278276026604,23.905339698612835,23.83468955004326
P00959,23.334670174987167,23.34607366920442,23.460379224975355,23.229417202342542,23.425863295919534,23.3049274594325,23.20203663633285,23.549397157918815,23.25332829429011,23.37183431750468,23.36378647157293,23.360419550774424,23.800970291791124,23.723345103899906
P00960,22.98661774693155,23.026008409880607,23.002403345178998,22.925969406570324,22.99111698254541,22.91687341394479,22.85463368920229,22.843195515202833,22.857323920722568,23.023763704192714,23.062146597403114,23.04831186939326,23.04961783875518,22.931136345375208
P00961,23.946131651179666,24.073782197042895,24.193254450258483,23.935076606006835,24.13140598755034,24.03252206606505,23.836014188341185,24.29859129598486,24.049112559218372,24.074908406105965,24.08500492038886,24.064503687893065,24.1960808674806,24.18649351520026
P00962,22.901918543827982,22.9162832926961,23.177220716682676,22.83474917550227,23.24819458352215,23.00537481503132,22.87077012656973,23.17865608622077,22.9287323382718,23.072151440645644,23.06288911356456,23.034932678650314,23.46101344010152,23.377733054462272
P00963,22.732954995755527,22.73679003392754,22.977313095636514,22.55429079777394,23.491744207482345,22.854847887155923,22.600763704960013,23.134141133114458,22.75668361631591,22.810470148912152,22.9742043487677,23.693202929507954,23.366762214454635,23.66736351406077
P00968,24.362952081959644,24.59158031613308,24.692377154237498,24.492934787152727,24.74696583137766,24.462394623362883,24.540144153970907,24.855478099190844,24.51777140763008,24.628144533438384,24.670706988832137,24.86024056465999,25.14550823882379,25.257379704060998
P02358,25.93582407525225,25.653791602389894,25.52356420601129,25.651100966186327,25.462743157742814,25.752920056288858,25.491901581849852,25.083263941857812,25.80584415612573,25.627940274960153,25.45680458382702,25.968894223331244,25.6389371343746,25.549021336341056
P02359,25.938554144390093,26.183442991980616,26.20622739165723,26.05023118725841,26.339508115785815,26.140971253636913,26.017855875560336,26.185402774225512,26.169295857865713,26.16835248315448,26.090694636922997,26.704905609029733,26.452316480195016,26.688356538904774
P02413,25.107435897195973,25.365740733042337,25.57271109388206,25.14732456225247,25.701693566025344,25.42257501602171,25.07294858563654,25.69292294630658,25.204854504812545,25.421113298117767,25.317142003055764,26.06638680151302,26.090274733489334,26.07400380718907
P02916,17.118190048068485,17.376159021703764,17.941323447238634,18.067493683687037,16.44325514696962,17.45027369564365,18.52401188564531,17.632874457540574,17.574472456079803,18.258164771343296,17.83200969052868,18.511839528395136,18.66400237708221,19.071291168941556
P02918,20.255526994319062,20.452808802432575,20.453226907371615,20.44623003616945,20.460461104643212,20.405066077648254,20.505219990384493,20.732748312419258,20.356377534933063,20.431699862669962,20.55658969878062,20.31757807304252,20.573118409524714,20.56124749221179
P02919,21.200780785337727,21.30894801523117,21.31040673274927,21.188779127696726,21.393976293535623,21.13505634709458,21.135673617904185,21.649723324694214,21.09005078747983,21.282692439309812,21.285361856479646,20.828322228321507,21.145566207109194,21.044747630679822
P02924,20.732607081371437,20.523801369838587,20.389430819420028,20.3382115656041,20.79847290834032,20.52911996874453,20.46899389005922,20.313557320770418,20.52645883332539,20.423832081340187,20.36780498578041,17.16641234365805,17.24012620102383,16.734729883112742
P02925,24.91578656213021,24.838931435474187,24.859843286608193,25.012034477370847,24.78422267855007,25.020542873366473,25.160016645126973,24.34346033736917,25.123758941331584,25.082406415358587,25.018061108153507,22.227049935243826,22.469564231419856,22.455478088205687
P02929,19.985897164238256,20.246931460126714,20.225554998676657,21.144184672704657,20.201028056343382,20.428355231576745,20.644002107326752,19.67340395520363,20.520385734408794,20.552350509978886,20.49956813991114,20.923527984696474,20.92283317623414,20.399397789363793
P02930,24.150034552361237,23.86369335828026,23.875840903726296,24.049253660780256,23.939094265822284,24.016757855860792,24.0989428418384,23.603357892008564,24.04934990976238,23.894076977283497,23.981079343138376,23.814878208565897,23.746053252197036,23.8035157653732
P02931,27.282134480271434,27.300282188193833,27.54934450027698,26.77842610856966,27.43895253654197,27.14692352262985,26.79359268581433,27.52357400349894,27.163716634600398,27.218110054094076,27.12473944349633,25.960846575430075,26.1618249062645,26.157450395367096
P02942,19.086200795740176,19.368133811436614,18.972578617110337,20.897438301947485,19.278887346209014,20.453511856572266,19.718795772272237,18.773230970973184,20.058343687665218,19.128446605929884,19.693367802638292,15.674915866845181,18.681112980026196,17.519494151553353
P02942;P07017,18.24189504035435,18.7981935861636,18.898667824432373,20.433797280801862,18.604804820390484,19.8564339621907,19.53299253669755,19.084685239462615,19.92082435443737,18.97118773037478,19.430976562395855,,,
P02942;P07017;P07018;P50466,18.45831781212229,18.879528887317644,18.56707605909313,20.462678381842597,18.600853681351698,19.941776680902553,19.184492009819863,18.294335210667747,19.562517568487085,18.81369563367914,19.428561604758862,,,
P02943,21.64325224714333,21.524285453869478,22.166735630745215,21.852045029257372,21.40883706397014,21.785329976847088,22.3415290768553,21.591787106781393,22.058137363103057,21.86619161306376,22.04426801974215,21.843760980010632,22.140323843295157,22.131463954292364
P03004,20.918152279538994,21.012402442476763,21.16015837102797,20.969401582670656,21.134307876681557,21.066955219841283,20.947772922650266,21.07000173161215,20.93290967607131,21.061235215027345,21.10896284107349,20.961303057866083,21.219162406719956,21.17458308126313
P03007,17.836689639366174,17.91164519010576,17.98846130703595,17.60740590509788,18.165349604309316,17.827547138802373,17.945496220214146,17.96433247116526,17.833527967583652,18.007214333433005,18.00126291462678,18.547998753140284,18.483216813312588,18.167442616173076
P03018,20.340411477595826,20.302560209952716,20.27765242026573,20.23791816323325,20.495958423654294,20.190368343266854,20.084879965038628,20.598372727519628,20.183954388064883,20.300640341141218,20.340315731109037,19.799746131113732,20.227987186066336,20.17850186744079
P03023,19.00665386674627,19.150730133569986,19.273012353647694,19.10701333952517,19.2567039054205,19.098288718545064,19.06924813215829,19.120781224825976,19.126866531050606,19.185402560497778,19.194950455522036,19.07107561983232,19.252067100957532,19.05633644831881
P03024,19.079301266508935,18.82121704977424,19.132852086829836,19.004104938235194,19.139313446235803,18.97642342324486,18.487820266031605,19.032788470131955,18.881241249505656,18.920976394921865,18.878362755376855,19.39991442846216,19.201779394963488,19.156608832089425
P03030,16.794395802191563,18.283551016922516,16.26852921256808,17.376911512833498,,17.46757958914728,18.331177811575245,,16.955277432554198,18.001239613836393,17.67945250778878,,17.47332880597058,16.488502730998135
P03813,20.82279233152961,20.794977925482442,21.078638725459665,20.549132247980058,21.061827543579636,20.875923735850023,20.754160809605697,21.114448556837814,20.782726672260473,20.780285509218402,20.88220705851079,20.66414980289564,20.649774314368482,20.54825895539812
P03817,22.107985600124046,21.89365877490335,21.587520397822466,22.32761426229594,21.189167012587568,21.792143561713885,21.98232762428428,20.939898780528594,21.89348305408226,21.827029473570477,21.799585350578347,21.337470571247167,20.924131322264493,20.533553780451697
P03819,17.571771872972015,17.745368672948956,17.901604050933727,18.136650823803244,17.647207158578386,17.678858243353496,17.939792245596713,17.691707469666266,18.015146292224337,17.783169845758778,17.8668560084754,17.041736884751433,17.919371831008345,17.597067013964566
P03841,21.933543175615384,21.598820659741293,22.03074175020251,22.297486409165707,21.284146233793813,21.759353250517833,22.31943553069894,21.26326134607754,22.2917937115429,21.902234834210255,21.879843465950998,21.98912665796135,21.79989321568698,21.778154312479344
P04036,22.98024572070797,22.993859749522795,22.862532521413854,22.79159921574675,23.894949160829583,22.994239265868764,22.761814235939564,23.61931794795429,22.9166773787883,23.043107105377775,22.861233463404467,24.452446872068865,24.285378807320043,24.419656437242253
P04079,23.494186493515176,23.481620833480537,23.725331853039748,23.432985556022906,23.79336479545506,23.428416247969853,23.4089089819469,23.797724780823984,23.344363199121766,23.590219837274677,23.610843825398092,24.123236538162796,24.278568853359218,24.295259302902718
P04128,23.960797254975674,24.010464539188202,23.22184784997503,25.259230872120508,24.32845963874238,24.93999604260772,24.690155030434372,24.00317396691952,24.974029777620622,24.83026827501553,25.21218700603297,23.58281401709338,24.20110482562694,23.480140143588276
P04335,22.035417357493458,22.128763768023,22.236709680402328,21.87654614074159,22.3337913161024,22.036739581091094,21.887609731008656,22.312813926483184,22.023483523771755,22.10490520833701,22.180171665774896,21.97522360378478,22.21202176159076,22.105299809573097
P04391,22.327679565105914,22.16390741633567,22.621695830608427,21.866332528209064,23.206571206747622,22.33853183559491,21.8385041034506,22.759737721841226,22.06785733802195,22.359228478673867,22.532652729327932,22.948132815475155,22.756836760770113,23.052247591270255
P04391;P06960,23.437047811572324,23.47900965854046,23.78766144379342,23.07012504799932,24.446378270462382,23.411433167341094,22.99679232677882,23.86575401870372,23.172831692131187,23.553111804278604,23.430522145670302,24.107365909863056,23.829541351299884,24.2048532309249
P04395,17.42275333367748,17.391692263749707,17.458675315364143,17.67588964896791,17.711472370809965,17.540796150104203,17.966636083900333,17.498637915696822,17.685769382712312,17.766307574529367,17.718969243205503,17.204063650193536,17.44907552825303,17.429997685777877
P04425,22.069395091391478,22.105352148528304,22.307649076315442,21.961071120244966,22.463911715205263,22.19680659402025,22.035796953810923,22.366198800647936,22.09665874501905,22.202921895762074,22.21355365287849,22.4267346573611,22.431250138194574,22.346896167622525
P04693,23.424820213397442,23.34697080105117,23.66987023684125,23.576546172013053,23.466812996674932,23.54949656868671,23.577615771124798,23.42371441557391,23.516625856152572,23.56727495426185,23.705196198769592,23.536192738154217,23.79990797189961,23.756247397157036
P04805,23.655728984217415,23.557626380599373,23.606094061151587,23.084897246945168,23.485777673856003,23.486596285705733,23.34780886323501,23.529226016295635,23.470423206063483,23.43719897939345,23.427522897974374,23.390272100819175,23.387387242186918,23.459125270595067
P04816,23.980237572493515,23.85046924511327,23.944165067470028,23.721200839498,23.853425328784375,24.03755466027591,23.864145448559483,23.62709094861271,24.0543579214639,23.940221496554507,23.996965346354884,24.03212540649589,23.990065460048132,24.03080274961644
P04816;P0AD96,25.110343035049443,24.594155223544735,25.18530386656551,24.694310286582976,24.60076968776028,24.97653222763051,25.04363588485075,24.626669878359774,25.17639950377221,25.09608881412875,25.00630943832209,25.133037660775415,24.952133139636604,24.65951521318302
P04825,23.290978815776697,23.346433237570597,23.499803356125224,23.42572438276487,23.40050886808566,23.3491278040713,23.481981526805544,23.567942014172278,23.42760242072924,23.438348340299306,23.500308716028993,22.93844316404319,23.372444570212764,23.29431838897814
P04846,22.731303205106308,22.920897921079494,22.925135344932936,22.706348303711085,23.127557529355457,22.87730967618142,22.719564423895385,22.81443799930456,22.72415459077868,22.766491689582228,22.872468133164116,23.061809796318894,23.207794323155262,23.472127504502193
P04949,22.230622824170577,22.845930117578042,22.539108555935123,25.315197342387137,22.246162169348718,24.59001842385898,23.461995387329452,21.7878099716463,24.390975729861267,22.5662105252147,23.14958748988183,17.236642120831668,17.95671608995201,13.247992364177833
P04951,20.972732918828598,21.059094404615784,21.226898780765072,21.016037633092687,21.153337719778758,21.143968610066523,21.101800716181412,20.91419976895705,21.139752111010107,21.271081432596443,21.144578378764976,20.846803803560704,21.389347152791508,21.365123096591535
P04968,22.866369844591084,22.89123272028318,22.590852801703807,22.278580233744464,22.729488554345995,22.549472417867786,22.206591715783585,22.864958880859287,22.400542417130122,22.573220551457926,22.486030629121824,21.1585800991234,21.464351290610377,21.650162809884517
P04982,20.637250018017063,20.264423481144213,20.19193038049557,20.48466257073663,20.14808467283087,20.400893165006934,20.39981575149539,19.90696153206781,20.364057148978837,20.218426490336043,20.194732019303785,17.638626621411042,17.52205933189316,17.802473875046232
P04983,19.60811425584953,19.68071512750062,19.859691511370684,19.985458384539697,19.692685671148105,19.826315097943557,19.937628027988268,19.6852277852334,19.743657685018057,19.887379090395996,19.87877789172846,17.826806898143907,17.84427592483192,18.03293120455411
P04993,18.966742498266242,19.003431766911444,19.186275161306053,19.14708080596491,18.95957477740548,19.023070124444274,19.203299729688933,19.243369021428418,19.12899377481107,19.00226493232458,19.223062145685866,18.918749113987047,19.166618889957356,19.07437567175718
P04994,19.753296696154493,19.794785642454926,19.982741441493065,19.793487309763783,20.008132635758837,19.835705005655864,19.726676235052594,19.95532093217586,19.750787315343686,19.798870418760053,19.79107736404905,19.83533611126666,20.17485086674738,20.123559448721192
P04995,20.553097908726443,20.651647054822668,20.764969081789467,20.351959781951102,20.859352341251494,20.673998689976962,20.42174329910813,20.838649648497807,20.584718790251728,20.635528357657527,20.717248490683502,20.216589213826495,20.555966264783294,20.41411250124429
P05020,24.405504473808573,24.621434152309206,24.81519488798154,24.509599202839052,24.767322892065902,24.703110303753597,24.480589870273676,24.852673122251392,24.6091559543032,24.650623241281703,24.60179233638056,24.825611869769393,24.653154766407578,24.840774336915143
P05041,19.443324233436904,19.36933223733147,19.55165934355761,19.419276691285873,19.68013172293456,19.65059131628456,19.449121997630698,19.677579464247465,19.375274474734468,19.571678287541367,19.60809613789565,19.81876438586592,20.167089820267535,20.123426221297706
P05042,21.46469907538883,21.59008278511496,21.94046553664749,21.05057101143881,21.823283041377017,21.514581341574033,21.109655485671784,21.970293366645777,21.50136540613088,21.583666700016597,21.549196903920937,20.308641497068628,20.30779757961231,20.305053675011248
P05055,24.633920976137727,24.738988719826438,24.8820699142542,24.822673120523547,24.91447255684874,24.730175000823586,24.75921421871456,24.899043381797384,24.681912394671297,24.775186501433087,24.818801283777923,24.664095295928515,24.963229700717996,24.96322307927442
P05194,21.391751938935027,21.263767228812455,21.22840454097642,21.170652118506023,21.309549235595625,21.189100912983907,21.162710124657263,21.445446753766298,21.277821592883367,21.204679142125517,21.19454192968692,21.132720976711294,21.118508433659443,21.11469245035359
P05458,19.948966787338176,20.045395454419467,20.143653611482666,20.084533146031,20.06759200827062,20.05495391197869,20.158380191948357,20.359428788296416,20.169354964332463,19.9999369678229,19.98897535188403,19.934423396413546,20.20180510784442,20.143165550947042
P05459,22.30635736690678,22.40055232329037,22.45875915757587,22.35255555117685,22.497995505990474,22.402062327305647,22.453312407761302,22.560023788280148,22.32064627143583,22.433190168704314,22.43427222156187,22.392010759694514,22.477009986274854,22.5030065950238
P05523,18.237344202135827,18.038591062887665,18.349007855513197,17.733245852195907,18.24638956112408,18.298733464085178,17.932527818947516,18.262694228979772,17.9363847694708,17.956933051690072,18.185249201593564,18.011783305949972,18.347619516838225,18.156927547844955
P05637,19.505867484913193,19.635257001040824,20.06994206075687,19.725225441460335,20.161305623455892,19.94304097095882,19.616075595257364,20.164270923031054,19.81743113711592,19.708513091348326,19.84122540282012,20.351650371054177,20.36226000071688,20.162860185124956
P05704,18.824538460839953,19.234591188498918,19.004323411782075,20.905190299808755,18.894730443778176,20.260488306201253,19.555334282527067,18.341726991207484,19.895507442564416,19.14468318415969,19.653027243577004,,18.41082832953172,15.846838621016492
P05706,17.34100391821753,17.821916160126857,17.850571576002245,17.98782233925187,16.658915937814715,18.119526090123664,17.935785272832284,17.967961880574727,17.71362363348346,17.990177072135904,18.139136611335,19.534293288583736,18.801241934316643,18.952791865247125
P05719,19.53554303123329,19.715680841883717,19.84651122097051,19.76385966098378,19.968081177466367,19.773001583374537,19.704680720076286,19.683507830878238,19.686869542054996,19.784752819563888,19.93222290345012,20.398941247597065,20.628681800429256,20.70412718954444
P05791,24.16636222952358,24.34270981547462,24.112533406058656,23.53160732255887,24.24793681601158,24.1226616453284,23.589027360311526,24.612323631592457,23.949554772586467,23.96754789131977,23.942497051004942,23.14065882814465,23.340043294334844,23.645684760880396
P05793,25.587622737169337,25.650853640788082,25.723366270160096,25.806847145362603,26.01046713320237,25.829465500829834,25.917998122517595,25.84338911691802,25.78003531232834,25.826069388147495,25.88181554118442,26.888799505124243,27.176946060234823,27.11319159690654
P05825,23.207169438238154,23.295341829567793,23.36823152668767,24.776331839012695,23.619912566936463,23.77380554798105,23.992167186848853,22.979962461440778,23.596990772900153,23.67910914492582,23.79180594928738,24.0508426927631,24.292396327144402,23.90296549234233
P05827,17.800829213227917,17.490378412915813,18.065699542971227,18.123953546625714,18.078144520678254,17.49031146107327,17.798537401719926,18.357643067190768,17.490752170277645,18.06112412672014,18.195525716676574,18.25013699478883,17.849840637532314,18.205123686369486
P05852,20.809611193979848,20.771747600292727,20.974012124159252,20.812972785845695,21.149478334813956,20.812481068001745,20.73614346679063,20.931452120264957,20.773915655849123,20.857310832450246,20.914234555050946,21.254697908818564,21.43241019229771,21.383669385672626
P06129,21.89083629072403,21.99442494308341,22.249692373579187,21.825873028594714,22.40802533093715,22.066349014071655,21.816253011772414,22.12441534641589,21.928579380862804,22.051549384328826,22.069992143078697,22.116020109667662,22.251068464838937,22.085294288120625
P06136,19.31694086473655,19.653309398229798,19.612559697646716,19.643082436249813,19.784386937958878,19.777184728836918,19.760683003038128,19.680008078957606,19.69177081634995,19.767750155836303,19.73917625533589,20.400233363020234,20.278120153726736,20.540382721971536
P06149,23.06236624307214,23.073576059898905,23.25558250356199,23.141444555423824,23.153031402516557,23.020818392559377,23.05039072554686,23.178649829886652,23.079498425122985,23.168650490977942,23.198616245485876,22.16497500122552,22.412372651963146,22.339705346460306
