"MSP"	"ERS436842"	"ERS436841"	"ERS436840"	"ERS436839"	"ERS436838"	"ERS436837"	"ERS436835"	"ERS436834"	"ERS436833"	"ERS436832"	"ERS436831"	"ERS436829"	"ERS436828"	"ERS436827"	"ERS436826"	"ERS436825"	"ERS436824"	"ERS436823"	"ERS436822"	"ERS436820"	"ERS436819"	"ERS436818"	"ERS436817"	"ERS436815"	"ERS436814"	"ERS436813"	"ERS436812"	"ERS436811"	"ERS436810"	"ERS436809"	"ERS436808"	"ERS436807"	"ERS436806"	"ERS436805"	"ERS436803"	"ERS436802"	"ERS436801"	"ERS436800"
"msp_0639"	7	19	92	2615	1624	451	3291	1891	2253	8805	5	0	5650	8	23031	0	6226	0	0	0	0	598	0	1058	2241	30	72	265	14	95	0	23	1104	22	555	9821	0	8
"msp_0643"	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	1752	0	0	0	0	847	0	0	0
"msp_0648"	0	0	0	0	0	0	142	0	0	0	2189	0	0	0	0	0	0	0	0	0	0	1367	0	0	0	0	0	7106	0	0	0	0	0	0	0	0	0	0
"msp_0650"	1283	1229	0	0	0	298	1613	53	65	603	0	75	0	0	0	0	0	4	0	0	0	1238	0	1660	808	0	308	473	0	1278	0	0	148	0	10	5	877	0
"msp_0652"	0	0	0	0	0	0	396	0	496	0	908	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	2012	0	0	743	0	463	0	12	0	0	0	0
"msp_0654"	0	0	0	0	4596	9	2338	0	29	118	151	693	5	328	21	8	16	3123	99	230	0	516	0	23946	4439	9794	220	55	1982	0	52	1265	7989	89	0	44	4873	32
"msp_0655"	1282	866	65	607	251	552	165	325	117	553	291	762	279	626	285	23	475	101	250	0	41	106	600	481	801	631	476	372	91	1453	6	369	399	453	299	127	304	237
"msp_0665"	0	0	0	0	0	339	261	59	29	360	0	136	0	0	303	0	293	132	26	189	55	326	0	0	0	0	10	288	0	75	22	0	107	19	0	0	326	0
"msp_0671"	13	0	4	0	0	362	10	0	0	66	0	0	0	0	0	326	0	0	0	0	0	5	0	0	0	0	0	0	14	0	46	17	0	28	160	15	0	0
"msp_0674"	0	0	0	7	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0676"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0
"msp_0677c"	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	358	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0679"	0	0	585	0	0	1020	631	860	0	0	195	0	0	0	0	0	5	0	0	103	391	2379	0	0	0	0	28	0	0	0	0	280	0	19	264	0	0	0
"msp_0685"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7584	0	0	0	0	0	0	0	1586	0	0	0
"msp_0692"	0	0	0	0	0	0	0	0	0	0	3492	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	864	0	0	0	0	0	0	0	0	0	0
"msp_0693"	46	0	0	0	0	0	217	0	46	0	0	0	73	0	0	0	0	0	0	0	0	0	0	174	42	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0697"	26	115	0	0	143	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	185	0	0	0	0	6	4	33	0	0	0
"msp_0698"	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13160	98	227	0	0	0	0	0	439	0	0	0	1975	0	51	7	0	90	0	0
"msp_0705"	157	0	0	0	8	0	44	0	0	0	0	0	0	0	0	0	12	0	0	0	0	11	0	21	0	0	0	31	0	79	0	0	0	0	0	0	0	0
"msp_0707"	0	0	0	0	0	179	0	664	0	287	0	978	6	0	297	0	49	0	0	237	769	46	1309	109	0	0	0	0	0	0	191	183	85	0	102	0	0	5
"msp_0709"	13322	0	0	0	0	0	0	0	0	58	0	0	2	0	0	9	517	0	0	0	0	0	0	10391	0	0	0	1834	0	0	0	0	0	0	0	0	0	25
"msp_0713"	35	8	24	0	45	9	18	12	0	36	0	108	112	112	23	768	142	102	66	60	27	0	19	300	35	95	6	0	0	83	138	19	83	17	11	135	14	219
"msp_0716"	0	0	0	0	0	0	83	0	0	0	97	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0722"	922	139	535	282	1000	460	816	94	15	118	1073	442	0	0	132	292	170	249	827	0	0	87	95	51	515	233	898	407	206	658	16	397	471	44	110	216	192	308
"msp_0723"	0	0	0	0	0	0	3598	0	0	1182	438	266	2	0	0	0	0	9	1798	0	762	822	0	0	11	0	1367	836	0	0	0	0	1288	0	213	0	2229	0
"msp_0729"	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0
"msp_0733"	689	0	0	0	0	153	88	0	0	0	288	0	0	1153	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1211	0
"msp_0735"	0	0	0	0	0	0	0	533	0	0	0	10896	0	38	2735	0	0	0	0	0	0	0	0	33	0	0	2605	95	0	0	55	0	0	0	0	0	0	42
"msp_0737"	11	0	80	0	0	91	0	32	0	86	0	420	163	0	38	0	74	77	0	0	364	0	84	308	0	0	0	0	88	0	0	44	0	10	24	0	31	232
"msp_0739c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	69	0	0	0	0	9	0
"msp_0740"	0	31	0	0	0	0	0	132	0	0	0	9	0	0	0	0	0	0	860	0	0	0	0	0	249	0	0	0	31	0	0	0	0	0	0	0	0	8731
"msp_0742"	55	63	0	106	24	190	2835	97	678	138	0	120	32	46	168	23	165	240	0	0	500	233	31	0	18	357	29	0	239	658	0	61	57	1633	401	302	50	1520
"msp_0747"	0	0	0	0	0	11384	0	0	0	23	118	0	0	0	0	0	0	0	0	0	0	212	0	3895	0	0	0	0	0	0	0	0	0	0	59	0	0	0
"msp_0750"	0	0	0	0	0	0	0	0	0	0	0	831	0	0	0	0	0	36	0	0	0	0	0	0	0	0	49	0	0	0	0	0	116	0	0	0	0	0
"msp_0751"	0	0	0	0	0	7	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	12	0	0	0	0	0	0	0	0	0	73	0
"msp_0756"	0	175	0	533	0	0	150	0	0	0	36	0	0	0	0	0	25	950	0	0	0	10	0	0	0	0	304	14	122	1287	0	0	0	0	32	260	0	0
"msp_0757"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	18	0	0	0	160	0	0	0	0	192	0	0	0	0	0
"msp_0760"	55	40	0	0	15	0	0	0	0	0	13	0	0	0	0	0	0	14	0	42	0	74	0	0	0	0	17	0	6	0	0	0	0	8	172	0	1814	0
"msp_0761"	0	0	0	0	0	154	133	0	0	0	4658	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	128	619	0	0	0	38	45	0	10	0	42	5
"msp_0763"	13	12	9351	5	16180	6740	5802	71	9035	6672	61	2270	407	105	0	6	5575	127	0	2249	2327	4476	8	8195	4758	12315	1105	4520	742	12098	9339	400	12380	1812	1728	1972	3766	24
"msp_0765"	0	0	0	0	0	0	4	0	0	4	8	4	4	5	0	0	3	0	0	25	0	0	3	4	0	0	0	0	79141	0	0	5	0	0	0	0	0	4
"msp_0766"	3	0	1543	5	4	233	287	234	21	368	0	4	248	12	1450	2046	2895	291	658	0	331	373	63	21	14	0	101	70	42	605	43	8	0	0	217	62	18	3906
"msp_0767"	0	0	422	0	0	0	0	65	0	0	0	0	0	187	0	0	0	0	0	0	0	176	0	0	0	0	227	0	17	0	0	0	0	93	0	0	0	0
"msp_0769"	609	5592	6512	7637	2318	483	489	32	1051	710	167	29	940	1430	1654	4	681	437	1815	1790	317	1179	150	612	943	3354	701	824	913	1872	652	578	1071	1495	435	1654	1088	978
"msp_0772"	3	0	64	0	0	0	4	0	0	0	0	0	0	0	0	27	50	0	16	0	0	0	6	0	0	26	0	0	0	147	0	0	0	0	0	0	0	0
"msp_0773"	0	0	0	0	0	0	324	0	48	0	2213	0	0	0	0	0	1563	0	0	0	0	294	0	11	19	0	0	0	5	414	422	2285	614	0	465	0	0	0
"msp_0776"	0	0	0	0	0	233	40	0	0	0	1179	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1503	16	0	0	38	0	708	12	0	0	0	0
"msp_0777"	3	0	0	0	1536	0	3577	8439	1486	0	693	0	0	1653	1632	3	2515	26	786	38	63	1116	2226	20	688	11	16586	1107	5	2658	222	2775	3644	37	1238	7	9398	0
"msp_0780"	1187	2170	0	4593	3256	156	505	0	186	0	0	0	374	1430	1225	858	445	11	0	0	35	36	0	429	518	1239	559	694	517	0	0	60	932	9230	209	2255	60	0
"msp_0781"	11	0	586	0	0	42	11	2647	11	233	15	0	48	179	77	0	58	0	0	0	4740	46	457	47	0	0	241	21	0	36	94	514	301	18	322	0	62	0
"msp_0792"	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	254	0	0	0	0	200	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0794"	0	0	0	0	0	0	32	0	16	0	66	0	0	0	669	0	0	0	6579	0	656	2947	0	0	253	6	697	459	343	0	0	0	20	0	0	1351	0	5
"msp_0804"	0	0	0	0	0	0	340	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0
"msp_0814"	0	0	281	0	0	21	0	24	0	0	0	144	61	19	12	0	94	0	228	17	237	34	287	0	0	0	0	0	36	0	44	11	0	0	88	0	17	0
"msp_0817"	169	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	7760	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0
"msp_0818"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	172	0	0	0	77	0	0	3962	0	0	0
"msp_0820"	3684	0	0	880	2474	235	372	0	446	0	136	0	556	488	0	2976	446	0	0	632	0	622	116	186	967	0	396	921	156	1164	0	8	612	1004	377	276	228	0
"msp_0821"	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	313	0	0	0
"msp_0828"	0	0	4	0	8	0	0	0	0	25	0	12	11	0	0	1491	0	0	219	17	0	0	107	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
"msp_0831"	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1596	0	0	0	0	0	0	0	0	0	231	0	0	5	0	0	0	12
"msp_0832"	0	1027	0	0	0	0	0	362	0	0	74	0	0	0	0	0	0	0	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0
"msp_0835"	0	0	0	0	0	4	0	0	8	0	0	0	0	0	11332	0	0	12	42	0	0	4377	0	0	3	3	0	5	0	0	0	0	3	0	0	0	19	0
"msp_0841"	0	0	0	0	0	0	0	0	416	0	39	0	0	2065	0	0	0	8	0	1888	0	89	0	0	7278	9	304	220	0	0	629	0	0	0	0	25	2460	0
"msp_0842"	0	0	0	0	0	16	0	0	0	0	0	0	0	0	110	0	0	0	214	0	0	0	0	134	0	0	0	28	0	0	0	0	0	0	0	0	285	0
"msp_0844c"	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	35	0	0	0
"msp_0845"	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	9823	13524	0	3	0	0	0	3	13	0	0	0
"msp_0847"	0	0	927	0	0	0	375	0	197	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	6	0	0	0	0	347	53	0	0
"msp_0848"	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	37	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0850"	0	0	0	0	0	0	160	0	26	0	1887	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	36	189	0	598	49	0	0	38	1188	0	13	0
"msp_0851"	0	0	0	0	0	0	0	0	0	0	0	0	29	41	11	0	0	188	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	210
"msp_0852"	0	0	0	0	0	54	0	26	0	0	0	0	9	6	50	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
"msp_0853c"	0	0	0	0	0	35	0	0	0	8	11	15	0	0	0	9	0	13	0	0	0	0	0	0	70	10	0	0	0	0	6	12	0	0	432	0	0	0
"msp_0854"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	5	0	0	4	0	0	3	4	59181	0	0	8	0	2431	5	3	0	4	3	0
"msp_0855"	0	0	0	0	0	49	0	1833	0	661	0	0	0	0	20	0	55	0	11	0	40	20	456	0	0	0	9	28	17	0	0	0	35	0	165	0	0	0
"msp_0856"	0	0	0	0	0	14892	0	700	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
"msp_0858"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	150	0	0	0	0	0	17526	0	0	0	0	0	0	11	0	0	0
"msp_0860"	0	0	0	0	0	573	92	88	20	359	9	0	0	189	0	6	0	0	0	0	1727	267	0	22	0	0	0	14	343	0	0	0	0	2182	232	0	38	0
"msp_0861"	0	0	918	3	47	297	33	595	88	462	36	416	114	228	125	584	389	490	664	61	129	43	257	198	81	223	289	92	53	772	237	97	438	40	86	35	131	643
"msp_0867"	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
"msp_0871"	0	0	0	0	0	0	0	111	23	702	0	0	0	0	0	0	225	21	0	0	18	0	3656	0	0	0	570	0	15	46	7	112	24	0	0	0	0	0
"msp_0872"	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0
"msp_0874"	0	0	0	0	0	0	564	0	249	416	94	0	2	0	0	0	0	15	0	189	0	46	609	964	180	1884	1943	728	0	363	0	5	952	0	29	0	416	0
"msp_0876"	0	0	0	0	0	0	0	0	1064	0	63	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	11	0	97	0
"msp_0877"	21	38	11	0	0	0	0	0	0	17	0	0	0	0	30	0	0	33	0	0	0	0	325	0	0	0	0	0	8	0	57	15	0	0	0	0	0	0
"msp_0879"	8	0	0	0	2307	17	413	119	452	9	42	0	5	0	0	0	12	0	0	33	0	192	0	1056	2641	0	338	273	0	957	0	1385	1949	17	243	1343	0	0
"msp_0881"	232	30	14	19	64	64	1751	0	164	63	108	0	61	79	0	0	40	0	0	0	259	14	15	191	0	0	0	0	181	0	0	0	0	596	0	17	335	0
"msp_0883"	0	7	154	6	0	0	0	1665	7	124	0	317	192	32	144	459	0	18	175	0	0	144	117	0	9	1650	218	765	418	0	0	0	0	10	9	8	6	0
"msp_0884"	21	142	0	57	5	26	435	16	28	10	0	0	0	0	37	0	15	8	0	0	31	14	9	102	106	0	0	0	0	0	0	10	0	96	354	20	7	0
"msp_0885"	0	0	0	0	118	0	87	0	83	0	94	139	0	0	0	0	0	0	0	0	0	604	0	0	0	259	51	501	0	0	0	0	0	0	186	259	0	0
"msp_0887"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	8	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0
"msp_0890c"	0	0	0	0	0	8	15	6	0	0	0	0	0	0	0	0	0	0	0	0	17	0	7	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5
"msp_0891"	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
"msp_0893"	8873	14282	13783	13390	20809	8745	15120	2780	1867	5466	10152	0	43	2028	16375	9	15	572	0	12337	8453	1917	0	18665	30579	27143	2793	4703	3681	13469	1587	1274	11959	5409	4408	14181	2498	48
"msp_0898"	5682	5273	0	405	4358	1032	1818	93	416	990	447	559	2350	1998	687	0	1901	357	101	478	60	676	0	994	431	3966	1723	2536	626	3628	0	19	1130	1628	285	4250	168	169
"msp_0903"	18	1158	0	455	6398	2676	2037	0	3270	118	39	0	408	957	0	0	781	441	100	0	0	1000	0	1249	1957	5807	4309	1946	0	599	2880	342	7455	688	131	24	1802	0
"msp_0904"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3015	0	0	0	0	0	0
"msp_0906"	5494	1514	2894	4225	0	711	328	0	1142	588	12	0	3	0	4454	0	0	4	0	0	286	219	0	2186	7586	0	156	238	151	52	0	17	863	0	231	32	464	0
"msp_0908"	22	66	308	0	80	282	65	97	37	332	0	250	112	151	148	3	413	6	308	78	174	91	161	87	0	195	369	182	87	161	579	296	108	26	110	60	141	318
"msp_0916"	0	4	1581	0	0	0	23	0	11	131	0	0	192	0	68	9	325	0	0	0	642	0	0	0	0	12	0	0	0	0	0	0	5	0	0	7	15	0
"msp_0917"	0	0	0	0	1323	3772	117	0	2855	1837	758	139	4	0	4723	12	0	5	0	10493	0	52	0	2820	0	12	3147	13575	0	0	11	7	0	353	139	8	1414	0
"msp_0925"	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	121	12	0	9	0	0	0	0
"msp_0930"	795	1507	446	1448	2024	896	814	280	1363	1236	126	242	203	1014	1351	0	1102	254	483	0	0	1089	288	1796	174	1757	58	633	710	1128	0	107	1102	782	1113	1668	690	1413
"msp_0931"	0	0	3254	0	386	0	41	0	222	0	222	0	0	0	0	0	0	0	0	0	44	993	0	0	0	0	1765	29	0	0	0	428	0	0	0	0	2160	0
"msp_0932"	0	0	0	0	0	0	9	0	0	0	498	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	542	0	0	0	433	0	442	0	133	0	1637	0
"msp_0939"	0	0	0	0	0	98	0	0	0	0	0	2189	0	0	0	0	0	0	52	0	0	0	0	0	0	0	55	0	0	0	5	0	8	0	0	0	0	7
"msp_0942"	0	0	0	0	0	10	455	0	174	0	524	0	270	0	616	6	0	7	0	168	276	1359	0	0	594	569	1735	706	0	0	0	0	0	0	0	0	538	0
"msp_0945"	0	0	0	506	0	0	462	0	0	0	0	0	0	0	611	0	0	0	0	0	0	386	427	0	9	8	1825	0	0	564	0	9	952	0	0	1166	414	0
"msp_0947"	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0
"msp_0950c"	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	345	0	0	284	0	0	0	0	66	0	0	0	0	0	0	18	0	0	0	0
"msp_0953"	0	0	7	0	6	0	10	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0959"	0	0	0	0	15	0	153	0	0	0	1048	0	0	13	0	0	0	0	0	0	0	60	0	212	0	0	65	303	48	340	0	237	33	0	364	11	35	0
"msp_0961"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	14	1393	0	0	0	0	0	3984	0	929	0
"msp_0963c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
"msp_0976"	0	0	19	0	0	287	0	24	183	333	39	0	0	0	0	0	0	0	0	12	11	0	0	0	27	0	382	167	0	0	0	60	0	0	97	0	0	0
"msp_0977"	0	717	2222	0	0	188	90	1004	32	326	0	664	754	285	309	6	596	1737	1156	178	127	48	373	350	129	375	180	60	98	831	426	26	92	67	267	112	65	1191
"msp_0979"	0	0	0	320	0	0	269	0	219	0	972	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	914	528	298	2035	27	261	0	194	0	293	0	0
"msp_0986"	384	1632	0	0	1222	430	565	85	380	647	1379	777	3	1291	0	0	709	1289	0	780	1678	1140	0	1538	1178	1525	103	1205	136	827	0	4012	1343	971	969	7	1260	841
"msp_0988"	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	711	0	0	0
"msp_1001"	0	0	270	0	0	45	0	1193	0	31	0	211	27	0	24	0	15	0	0	0	0	81	0	0	0	0	67	36	15	40	22	81	28	0	26	0	144	0
"msp_1006"	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0
"msp_1009"	0	0	3	2740	0	297	109	0	310	0	485	6	549	0	0	0	0	0	0	0	93	129	1442	189	0	0	668	63	46	0	0	0	0	21	0	0	0	0
"msp_1012"	0	0	8	0	0	153	47	14	21	0	112	0	0	27	26	0	154	43	44	208	64	13	49	0	0	0	278	0	0	198	0	52	77	0	40	0	12	35
"msp_1013"	0	26	481	0	0	12	0	9	0	39	0	18	56	6	8	0	781	160	74	180	414	0	0	0	0	0	0	0	74	0	62	0	0	0	222	0	0	444
"msp_1016"	0	0	0	0	0	13	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	9	0	517	0	0	0
"msp_1019"	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
"msp_1021"	0	0	0	0	0	271	208	0	2079	81	39	0	0	0	121	0	0	3	199	0	109	142	0	428	5	0	865	452	0	58	55	302	361	53	544	0	1878	0
"msp_1022"	0	0	0	0	0	0	604	553	37	0	110	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	43	943	0	0	0	50	0
"msp_1032"	0	0	0	0	0	0	0	0	0	0	900	0	0	0	205	0	11	0	0	0	0	486	0	0	344	0	925	1819	0	1166	0	1361	0	0	0	531	632	0
"msp_1038"	0	9	0	0	215	36	29	0	0	195	0	31	0	0	120	0	0	0	0	0	0	1851	64	94	10	0	0	0	0	0	32	155	1269	0	45	517	0	0
"msp_1039"	56	19	0	0	0	82	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
"msp_1043"	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0
"msp_1047"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	355	0	0	0	0	0	476	0	0	0	0	0	0	0	0	4442	0
"msp_1049"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1164	0	0	0	10	0	0	3002	0	0	0
"msp_1057c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
"msp_1060c"	252	290	1517	0	0	663	247	761	576	855	0	1226	738	52	602	0	395	853	2925	582	3537	104	1310	58	0	38	971	67	140	122	393	184	150	177	1445	17	169	74
"msp_1062"	13	39	0	0	50	0	735	0	0	0	0	0	0	12	0	0	824	0	0	0	0	6	0	1104	18	0	0	42	365	0	0	0	0	0	304	10	0	0
"msp_1069"	0	0	0	0	0	0	0	0	1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347	0	0	0	136	0	0	8835	0	0	0
"msp_1076"	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	1113	0	1372	0	39	0	0	12	0	0	0	0	0	0	0	11	8	0	0	12	0	0
"msp_1078"	0	0	44	0	0	21	0	68	0	198	0	16	32	54	57	42	56	30	25	66	0	0	155	0	0	0	12	0	11	38	0	0	14	0	0	0	82	0
"msp_1081"	0	0	0	0	0	0	668	0	0	0	0	0	0	0	19	0	176	0	14	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
"msp_1089"	332	1363	0	0	463	0	18	55	11	0	0	75	43	0	0	92	35	0	14	0	1038	0	0	0	0	0	6	0	0	55	0	0	0	0	0	0	0	4
"msp_1090"	0	0	0	0	0	26	0	0	153	8	0	0	74	85	292	0	139	641	0	0	427	0	60	0	0	0	0	243	37	0	359	0	22	0	158	0	0	0
"msp_1093"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	1266	0	0	0
"msp_1094"	0	0	0	0	0	0	0	0	7	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1100"	0	0	91	0	6	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	28	674	0	0	0	0	0	0	0	0	46	0
"msp_1114"	0	0	0	0	0	0	93	0	0	177	67	0	0	0	0	7	0	8	0	238	49	237	0	0	17	796	0	1019	0	0	0	19	0	0	0	478	0	0
"msp_1120"	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	640	0	177	0	0
"msp_1126"	20	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	45	8	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	7	0
"msp_1127"	0	0	0	0	0	30	125	33	47	23	537	11	6	7	0	28	0	33	33	8	1729	0	56	0	264	0	30	0	0	0	0	0	0	14	197	0	10	0
"msp_1128"	618	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	147	0	0	0	0	0	0	531	0	0	0
"msp_1132"	0	0	0	0	0	196	0	0	0	0	0	15	0	0	42	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	78	0	12	0	0	0
"msp_1139"	0	0	0	0	0	1740	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0
"msp_1140"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0
"msp_1143"	3	2493	0	0	629	5	366	0	503	288	0	9	636	0	0	0	572	0	103	0	0	168	10	570	392	0	5	657	179	167	0	6	124	119	275	1068	502	93
"msp_1158"	0	0	0	0	0	0	974	0	0	0	0	0	0	0	0	0	6	0	7	0	1336	0	11	0	0	0	0	1692	0	0	0	702	0	0	0	0	0	0
"msp_1159"	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8309	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0
"msp_1168"	0	0	0	0	0	0	0	0	31	0	0	5	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1171"	0	0	11	0	0	0	0	174	0	319	0	745	44	0	36	0	0	0	369	0	0	0	406	331	0	0	0	30	0	0	0	0	0	0	0	0	0	0
