"MSP"	"ERS436842"	"ERS436841"	"ERS436840"	"ERS436839"	"ERS436838"	"ERS436837"	"ERS436835"	"ERS436834"	"ERS436833"	"ERS436832"	"ERS436831"	"ERS436829"	"ERS436828"	"ERS436827"	"ERS436826"	"ERS436825"	"ERS436824"	"ERS436823"	"ERS436822"	"ERS436820"	"ERS436819"	"ERS436818"	"ERS436817"	"ERS436815"	"ERS436814"	"ERS436813"	"ERS436812"	"ERS436811"	"ERS436810"	"ERS436809"	"ERS436808"	"ERS436807"	"ERS436806"	"ERS436805"	"ERS436803"	"ERS436802"	"ERS436801"	"ERS436800"
"msp_0319"	0	0	0	0	0	0	0	0	0	0	1949	0	0	633	0	0	0	0	0	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
"msp_0322"	0	0	0	0	0	0	0	0	0	0	7777	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	218	0	0	1321	0	0	0	10
"msp_0324"	0	0	0	0	0	8	384	0	397	0	0	614	0	0	0	0	136	0	487	0	0	0	0	0	0	0	0	0	0	1001	0	0	0	18	106	0	0	0
"msp_0325"	3576	0	0	0	1431	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	42	0	0	0	0	0	0	0	8354	17	0	4	216	0
"msp_0331"	556	1063	6749	130	287	1178	122	6574	691	2672	30	381	1146	1656	1191	4301	1923	15201	4966	540	426	349	2816	125	139	889	754	815	722	3606	5630	685	1772	154	583	1673	725	11247
"msp_0334"	0	9	0	3	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	68
"msp_0335"	5	0	0	0	0	0	12	0	0	24	0	0	0	446	637	0	0	1492	3	144	643	13	0	0	0	33	0	3	298	36	0	10	0	7	145	3	0	0
"msp_0337"	56	350	6	0	16	114	0	14	0	3857	143	35	136	8	0	0	1865	35	178	1002	0	22	0	13	2817	10	101	20	0	0	0	0	321	0	76	121	335	0
"msp_0340"	61	68	1286	0	46	66	55	83	60	91	1587	91	234	114	121	8	1069	1330	1413	336	0	100	30	248	0	109	200	55	39	203	101	232	161	58	98	30	58	208
"msp_0341"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0
"msp_0342"	2813	6	0	0	0	0	0	236	0	53	0	0	1082	334	794	0	106	13	82	135	36	0	0	0	0	4	0	0	30	0	3188	0	0	151	0	139	0	7625
"msp_0345"	0	0	0	10	10	0	0	0	0	0	0	0	5193	0	0	5	0	0	0	0	0	10	0	145	0	12	0	17	0	441	0	0	0	0	1389	3578	0	0
"msp_0346"	0	3092	0	2161	6318	1286	2764	5560	319	11	844	2	3021	4296	0	2372	6711	59	9918	468	0	370	3	1927	1778	7353	2984	1818	1248	10	0	354	2194	8205	1253	5306	237	4317
"msp_0347"	0	0	0	0	0	38	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4842	0	0	0	0	81	0	0	0	0
"msp_0348"	0	0	0	0	0	0	0	0	0	0	3257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	363	0	0	189	0	0	0	0	0	0	0
"msp_0350"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
"msp_0352"	12	0	0	0	0	2127	0	58866	6006	7967	784	33	14	0	0	7	0	818	35	0	0	8	15158	0	0	0	11952	0	0	0	0	14	0	0	0	0	0	0
"msp_0353"	0	0	0	0	0	808	270	796	244	206	0	87	283	226	19	0	11	1457	0	0	86	222	5	0	0	0	54	41	3	173	101	48	4	0	8	0	907	0
"msp_0356"	2	4	5358	4	2348	4956	2353	13898	901	3350	958	1767	107	6195	1581	5	1014	34	6728	1499	177	176	135	405	144	2799	820	754	69	3949	2974	3311	196	174	285	444	658	11
"msp_0357"	0	0	0	0	0	0	0	0	453	0	0	0	0	0	578	23	0	24	14956	159	0	7	0	0	1630	0	0	116	36	0	3528	0	2894	684	195	10	0	8704
"msp_0359"	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0
"msp_0360"	13	12	128	0	110	8	12	41	9	15	6	385	15	45	47	364	53	463	130	486	22	0	190	40	66	61	44	8	0	227	119	24	106	16	19	19	16	217
"msp_0361"	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	387	0	0	0	0	0	0	0	15	0	54	0
"msp_0362"	0	0	0	0	0	29	0	0	5	13	17	0	305	0	0	403	0	0	0	0	44	12	0	0	0	0	0	0	1714	0	0	0	0	298	552	0	0	16
"msp_0364"	31	4	675	0	8	40	25	26	20	85	16	338	43	8	38	53	637	62	38	296	334	5	7	192	440	0	158	62	7	33	321	27	57	15	78	67	11	0
"msp_0369"	0	0	0	0	0	10	361	0	4525	0	789	0	2968	0	0	0	0	0	0	2842	0	2967	0	0	928	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0372"	0	0	0	0	0	0	0	3488	0	48	0	0	0	0	0	0	23	8	0	0	0	0	0	0	0	0	0	0	0	83	0	2882	0	0	0	0	0	0
"msp_0373"	26	0	0	0	0	0	10	0	27	24	41	86	0	50	71	0	19	0	0	0	28	81	0	0	21	0	40	105	20	10	0	576	112	37	0	0	691	0
"msp_0374"	28846	23977	22782	16417	10225	4754	6078	1899	6643	5491	792	5	1604	10616	5706	22	47	2061	23	0	0	2856	0	1573	1594	9	598	225	2557	1599	0	5601	2984	251	791	9	3019	6
"msp_0375"	0	0	0	60	0	97	0	0	0	0	0	0	6664	0	0	0	8	0	147	0	7	5	0	0	25	0	523	0	1430	0	0	729	4213	0	9210	106	0	0
"msp_0378"	0	0	68	0	89	221	110	2767	0	5	0	1772	0	853	0	3246	545	1451	0	0	0	204	0	0	0	10	960	401	397	784	0	25	886	29	20	3207	201	7
"msp_0379"	0	0	80	0	0	0	0	0	0	233	0	0	0	8	0	0	0	8	0	0	0	0	85	0	0	0	0	0	38	0	0	0	0	7	10	0	0	0
"msp_0381"	12	0	0	0	0	74	845	197	14	0	302	860	0	0	0	0	101	0	10	122	0	0	781	0	0	0	1718	0	0	0	310	255	547	98	1004	0	0	0
"msp_0383"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	68	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9533	0	11	0	0	0	0
"msp_0385"	94	5035	57	34	22	62	0	25	0	0	0	22	0	1259	0	0	128	102	0	0	81	7	162	0	0	0	828	29	4	0	0	0	0	0	0	7	10	0
"msp_0386"	0	0	0	0	0	0	0	13374	0	0	0	0	0	0	0	0	759	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	123	0	161	0	0
"msp_0388"	5117	38882	19045	1789	14388	19925	724	2750	20848	290	3710	1483	22606	15499	11879	9	75	40	98	5351	369	6465	7	218	8154	3897	1864	2484	4841	2149	0	1213	113	32632	16260	2759	6149	7769
"msp_0389"	16150	9054	22986	1227	6380	3978	1189	2170	7486	1470	238	648	17268	18573	2682	7	18527	51	7502	12	9925	11771	580	4337	712	511	659	7620	5758	5567	418	5101	1792	2872	750	3709	13040	12
"msp_0391"	0	0	9	0	85	0	0	0	0	0	0	0	82	0	6	11	11	0	5	0	6	2	8	0	0	0	0	50	295	0	0	0	0	0	0	270	76	37
"msp_0392"	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	2333	0	0	0	0	0	0	0	0	0	66	0
"msp_0396"	807	3172	2370	66	3587	260	9	992	141	1561	0	3349	629	716	644	0	862	101	1578	44	115	11	301	91	22	283	90	0	195	777	31	502	188	87	199	138	406	414
"msp_0397"	0	0	0	0	261	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	12	0	0	0	0	0	0	0	0	0	0	330	0	50	0
"msp_0398"	0	0	0	0	0	0	702	0	18	8	15275	3	3	3	0	0	114	86	0	3	5022	1390	47	8	35	0	8926	311	3	29	0	13698	6138	77	33	3	1275	17
"msp_0401"	0	0	0	0	0	373	538	0	0	29	308	1030	0	0	0	0	3	0	220	0	0	0	0	0	0	0	8	280	0	0	0	0	0	33	0	0	0	0
"msp_0403"	0	9	0	0	0	0	7	0	0	0	33	0	0	0	0	0	385	0	0	21	86	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0404"	0	0	3247	0	0	8	168	0	79	38	716	0	4	0	0	3	93	9	0	532	0	1234	4	6010	29	0	4694	4	0	11	45	10877	0	29	10	0	3372	15
"msp_0407"	1806	4	672	5	943	0	1686	67	23	0	62	0	4815	0	5920	0	2997	283	29196	0	0	180	575	113	15	4017	71	0	4	0	0	1010	107	12	191	5	70	0
"msp_0409"	0	0	1219	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2865	0	19	0	0	0	0	8	0	0	0	0	0	0	37	0	0	0	0
"msp_0418"	0	5277	0	1788	7	0	0	0	0	0	2615	0	0	0	0	0	0	0	535	0	0	28	0	0	496	0	0	283	119	11	0	0	0	0	0	0	375	0
"msp_0419"	0	9508	0	0	0	0	0	0	419	0	0	0	1492	1795	0	0	217	0	0	0	0	42	0	394	0	0	0	596	0	0	0	0	0	0	11	770	0	0
"msp_0422"	77	32	14	10	988	114	103	0	12	88	538	0	5	50	29	406	11	0	63	244	215	31	17	0	431	0	32	241	558	0	0	0	0	304	143	1841	10	96
"msp_0423"	0	0	130	0	0	29	0	0	32	0	0	0	0	0	0	0	4	0	8	1012	163	0	15	0	0	0	0	6	9	11	15	0	0	0	0	0	0	0
"msp_0424"	0	0	2	0	0	70	202	7	44	0	217	4	0	0	0	0	0	3	3	0	0	108	0	0	0	0	344	86	13	20	18	311	130	0	46	0	107	0
"msp_0425"	820	893	0	11	1280	419	0	1024	1023	0	0	1031	198	0	0	0	0	11	0	116	1338	0	0	0	0	792	0	0	0	0	1051	0	0	70	98	0	165	0
"msp_0429"	878	0	180	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	8	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0430"	3	0	0	0	0	862	62	432	29	582	493	149	524	229	114	0	236	15	399	0	0	0	0	0	0	0	464	1494	25	292	0	104	100	10	19	0	0	0
"msp_0431"	0	1168	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	29	0	79	0	0	0	587	0	2821	168	206	0	0	0	0	0	0	0	0	12	0
"msp_0432"	0	0	1253	0	257	359	0	223	106	334	0	280	0	0	0	0	42	1444	1271	0	0	8	396	0	0	42	24	229	6	296	0	349	44	0	12	0	901	0
"msp_0433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	7151	0	0	0
"msp_0435"	557	0	300	0	0	7	0	68	30	725	0	211	160	0	132	0	9	0	17	799	965	41	2949	0	0	0	0	0	38	0	227	10	0	0	182	0	107	0
"msp_0436"	4203	1389	1200	909	888	10657	3316	485	34	3247	2477	11791	372	255	1369	1295	2692	7209	1829	2745	11225	1315	307	86	855	640	4743	342	157	177	102	4411	362	217	1327	1332	359	999
"msp_0437c"	7	8	13	13	9	7	0	0	0	0	9	0	0	0	0	6	0	0	0	0	0	4	0	0	4	0	16	0	0	0	9	38	0	57	0	0	0	0
"msp_0439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
"msp_0442"	0	0	531	0	0	43	10	478	8	32	15	154	0	51	12	0	337	52	32	80	0	14	177	0	0	0	2068	10	0	488	42	25	245	0	27	0	54	0
"msp_0446c"	8	5	0	0	0	9	13	0	0	0	0	9	0	11	0	6	0	0	0	0	0	0	14	0	0	8	43	0	0	0	0	0	0	0	0	8	0	27
"msp_0448"	0	4	200	0	0	0	56	0	0	489	200	29	0	96	0	0	68	128	189	128	78	13	5	4	0	0	295	0	0	5	0	5	0	0	0	0	5	0
"msp_0449"	0	0	0	0	0	325	92	17	0	0	0	284	0	156	69	0	21	136	13	124	0	248	0	0	0	0	85	63	20	0	0	41	90	0	129	0	94	0
"msp_0450"	165	0	193	0	22	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	77	0	0	0	0	0	0	0	0	0	490	0	0
"msp_0452"	57	0	0	0	0	0	2434	0	988	0	2262	0	0	1312	0	0	23	6	0	0	0	273	0	0	0	0	5997	2062	0	0	35	3273	0	114	16	0	1718	0
"msp_0454"	4	36	0	52	194	58	126	40	0	56	0	0	0	0	0	0	0	0	0	0	0	8	0	0	79	0	0	10	22	0	0	0	0	224	210	11	0	0
"msp_0456"	228	1068	0	555	2625	2292	1146	113	714	737	635	0	5	17	919	6	7	21	25	4416	0	593	0	819	610	3258	264	147	636	3569	0	466	1877	111	0	2724	621	0
"msp_0457"	12895	4761	1328	4255	0	1991	1982	0	13196	0	459	0	2	0	3305	5	1244	11	0	0	197	3562	0	279	3388	984	589	2690	2160	113	0	861	349	334	1934	16	2125	0
"msp_0458"	0	0	0	0	0	0	0	0	0	0	7158	0	0	0	0	0	0	0	0	0	4387	2414	0	0	0	0	0	26	20	0	0	0	0	0	0	0	0	0
"msp_0460"	0	0	0	67	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0461"	0	0	0	0	0	0	1013	0	0	0	825	0	0	0	0	0	0	0	0	0	0	5	0	0	16	0	0	1762	0	31	0	0	2978	0	22	0	0	0
"msp_0462"	0	115	6771	4	0	360	0	2167	0	246	0	1456	42	6	8	0	17	9	0	0	3587	0	3026	0	0	0	0	0	138	0	0	306	0	0	605	0	241	6
"msp_0464"	224	0	0	0	222	0	0	0	0	0	93	1054	0	0	0	0	0	0	0	0	0	0	0	269	16	0	86	0	0	0	0	0	0	0	0	0	0	0
"msp_0467"	0	0	107	0	0	11	0	1130	60	862	0	374	67	4	4	0	3523	1024	1268	532	4894	67	2063	28	0	0	99	11	155	44	139	1252	3	6	605	33	0	334
"msp_0468"	1685	6712	1345	3057	2268	2991	1739	382	1717	5025	381	6874	10376	7466	4612	4	2531	2045	914	1706	14	845	64	1928	294	2393	3675	3217	1272	0	1029	638	746	1027	911	6290	3703	29
"msp_0471"	0	0	2319	4	0	0	183	385	21	311	0	199	0	317	330	0	184	451	722	314	0	82	279	0	0	0	351	121	80	583	24	9	49	0	270	117	173	1221
"msp_0473c"	91	559	32	697	1851	20	346	39	410	351	49	0	663	0	280	0	0	0	0	118	0	225	0	24	352	220	96	406	38	384	0	38	414	77	637	418	368	59
"msp_0477"	331	0	745	240	9916	1294	306	33	294	6	3357	363	475	1841	25	128	7	102	20	620	0	452	141	1327	3755	4283	12308	1211	187	1172	0	792	1699	85	75	464	667	303
"msp_0478"	0	1759	4892	636	1305	228	827	4008	474	5049	111	1089	722	1707	2056	21	2106	2679	2533	296	71	525	1415	351	425	189	1086	485	1960	1030	1349	451	102	616	662	543	157	1690
"msp_0479"	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
"msp_0480"	0	0	0	0	246	26	20	0	0	87	0	0	0	13	3177	0	27	0	0	0	0	36	0	0	0	0	0	0	58	0	0	0	529	204	30	713	73	0
"msp_0484"	6390	37282	11	1800	9089	4885	4726	5	2693	19	1968	990	6	1842	14229	5	1675	82	1353	9	5	7184	785	3290	6072	17	1352	4328	6652	2664	702	4301	12	497	1330	2899	4935	10
"msp_0489"	112	0	0	0	74	0	194	0	480	104	6	0	0	0	248	0	0	3160	0	0	0	184	0	469	7	0	373	0	0	0	0	0	1418	997	63	0	50	0
"msp_0490"	0	0	0	0	0	3222	997	0	1001	0	135	0	0	0	0	0	2157	0	0	7	0	1025	640	10	0	0	3650	0	0	1073	9	4976	0	0	819	0	0	0
"msp_0492"	0	15	103	0	0	18	0	411	0	38	0	0	0	0	0	0	0	133	62	0	404	0	13	0	0	0	9	0	126	0	8	11	0	0	0	0	0	0
"msp_0497"	0	162	0	0	0	0	78	0	0	0	13	0	0	0	0	0	174	0	0	0	18	4	0	0	0	0	13	0	0	13	15	0	0	0	0	0	0	6
"msp_0498"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5756	0
"msp_0504"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0
"msp_0506"	3453	1994	240	1365	1161	1807	1137	2306	896	1088	216	6659	1240	1927	677	3376	443	132	2515	187	778	1523	464	1076	2381	4238	1325	2711	4054	3100	639	1374	1220	2350	889	2048	1964	1064
"msp_0507"	0	0	0	0	61	680	0	0	0	0	0	0	1724	0	0	0	0	9	0	0	0	0	0	0	0	22	0	0	0	0	2511	333	0	0	0	6946	0	0
"msp_0509"	0	4	2104	4	0	0	195	6	0	184	0	0	0	930	0	0	483	470	2992	0	0	8	931	69	0	0	0	0	182	0	0	0	519	229	203	0	0	0
"msp_0510"	0	41	0	0	32	0	0	5988	0	0	0	185	60	44	0	2534	101	286	260	0	0	0	0	0	0	127	40	0	8	0	14	0	26	47	0	338	0	1088
"msp_0512"	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	47	0	0	0	713	0	180	0	35	0	0	0	0	0	0	0	289	0	0	92	0	160	0
"msp_0518"	0	0	0	0	0	16	0	0	364	0	0	0	0	0	0	0	0	0	1018	0	0	0	2495	0	0	0	0	0	0	42	0	0	0	0	41	0	0	0
"msp_0521"	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	883	0	0	28	0	739	0	0	0	0	0	0	9	0	0	0	0
"msp_0522"	25	44	186	0	11	6	0	55	0	74	0	393	13	67	18	0	5	938	77	22	0	5	0	237	70	17	102	35	9	65	8	4	7	11	0	4	23	435
"msp_0529"	0	0	0	17	0	0	0	0	0	6729	0	0	15	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0530"	3764	500	366	869	841	1301	2308	4840	202	124	0	0	785	5596	700	546	1839	8	0	0	0	29	2818	56	3218	1073	1353	289	0	0	0	134	755	1163	372	163	115	0
"msp_0533"	0	0	0	0	0	29348	0	0	0	37	0	0	2	0	0	4	0	0	0	0	0	0	0	6149	0	0	0	0	0	0	0	0	0	0	0	0	0	14
"msp_0534"	0	0	0	0	0	84	0	5	256	0	6	0	0	0	0	0	7256	0	0	471	0	1610	0	41	0	0	2259	632	8	0	28	0	26	0	7	0	816	0
"msp_0538"	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	78	0	7	0	872	0	0	0	10237	2308	0	14086	0	0	0	0	0	0	0	55	7755
"msp_0541"	0	0	9	0	0	0	0	107	0	22	74	0	0	0	0	0	99	27	0	0	507	6	41	0	0	0	490	0	0	9	0	84	0	79	22	0	10	0
"msp_0542"	0	1190	0	0	508	489	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	22	0	0	0	0	0	369	2126	429	0
"msp_0545"	57	4	175	0	0	25	0	374	25	90	0	208	62	0	191	0	6	463	15	15	2915	5	1028	0	0	0	0	29	407	0	19	8	0	8	32	0	11	0
"msp_0546"	0	0	0	0	0	33	2696	0	0	0	0	0	367	0	0	0	0	9	0	0	0	99	0	24	0	0	874	426	631	0	0	24	0	0	10007	0	2133	0
"msp_0547"	0	0	0	0	0	0	2018	0	0	0	0	0	0	0	0	5	1883	0	0	876	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0551"	0	2	0	0	56	0	78	99	0	0	0	0	1046	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	1343	0	293	0	0
"msp_0552"	0	0	0	0	0	62	0	2694	0	40	0	115	12	12	21	0	9	0	189	15	722	4	8	0	0	0	4	0	0	42	0	76	16	0	98	0	5	0
"msp_0553"	0	0	0	0	0	463	95	0	146	0	2409	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	1021	337	0	701	0	343	0	0	98	0	792	0
"msp_0554"	2742	10106	0	0	1188	61	0	0	332	16	11	0	49	0	0	28	21	5	0	378	4	8	0	3134	83	0	394	54	572	0	599	588	0	0	63	0	779	5
"msp_0555"	0	0	0	0	0	0	11	0	0	3085	0	2	6	0	128	0	47	0	0	0	0	2286	2915	0	0	0	140	0	0	11	0	5104	0	6	29	0	0	0
"msp_0558"	128	0	0	0	131	0	225	0	11	0	0	0	0	0	206	0	0	41	0	0	0	141	0	20	0	163	172	13	16	0	19	0	0	0	52	0	54	0
"msp_0561"	79	0	0	0	653	4	41	0	5	0	0	0	0	0	0	0	0	0	0	0	0	297	0	338	0	0	0	0	0	0	0	0	0	61	0	0	0	0
"msp_0562"	976	0	2807	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	371	1544	0	1530	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
"msp_0563"	585	637	226	50	702	441	265	11	407	259	287	94	122	229	388	0	222	30	0	291	0	735	12	351	123	232	53	550	121	0	8	244	252	23	270	369	556	0
"msp_0565"	114	46	1130	0	147	45	0	6	0	115	0	0	63	0	12	5	60	6	0	0	45	0	212	17	0	0	10	80	19	7	413	591	0	15	41	0	237	687
"msp_0566"	0	0	0	0	0	0	68	362	15	74	5	0	6	0	9	0	0	106	0	0	0	16	28	5	0	7	20	0	0	0	0	35	0	0	61	4	599	0
"msp_0570"	7	0	0	0	0	4	119	34	0	0	0	0	0	8	12	0	0	0	0	8	6601	0	0	6	12	16	29	0	0	0	9	56	0	13	59	0	0	0
"msp_0572"	892	2300	871	923	1363	1635	2773	985	2081	1181	1003	2208	658	6033	1657	5	3797	759	790	0	0	2015	430	6403	1416	1156	4679	3023	749	0	201	2546	2012	403	2711	4500	181	22
"msp_0573"	96	1275	64	996	231	7	0	171	9	278	0	574	54	853	119	299	13	1026	38	0	0	35	239	37	167	99	121	5	7	5	64	182	67	166	13	94	161	972
"msp_0576"	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	39	19	0	6016	479	0	0	0	0	88	0	0	46	0	33	0
"msp_0578"	0	0	0	0	0	22853	0	0	3458	0	0	0	0	0	0	3	0	0	0	0	0	27	0	0	0	0	0	1839	0	0	0	15	0	0	4195	0	0	0
"msp_0581"	143	0	0	0	0	15	51	37	984	0	21	0	0	0	76	0	0	0	854	0	7	9	1496	54	183	0	306	202	271	0	0	626	0	0	100	0	0	0
"msp_0583"	0	0	29	0	0	5	0	1673	0	0	10	7	0	0	25	0	0	0	1147	15	789	20	0	0	0	0	17	15	0	214	184	7	12	111	42	0	9	0
"msp_0584"	0	6263	0	9	0	0	28	0	0	3623	0	2159	8	0	427	0	0	425	189	9	93	0	1484	0	0	0	0	6	14	0	0	0	233	12	43	84	746	8
"msp_0585"	0	0	0	0	0	17	800	0	291	0	51	4998	0	0	0	0	9	741	0	1886	0	2188	0	0	0	0	4238	0	6	652	105	1331	0	88	95	0	4140	16
"msp_0586"	0	0	0	0	0	52393	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	3	0	31	6	0	0	35273	0	5	4	0	2	0	25	4	0	0
"msp_0588"	0	0	138	0	0	0	0	15	0	0	0	44	0	0	0	0	274	0	27	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0
"msp_0591"	764	1315	0	473	448	312	573	0	377	662	391	0	201	902	360	3412	1717	402	464	713	71	288	1224	256	231	488	1879	1411	223	0	1097	10	642	463	292	130	395	278
"msp_0592"	0	1069	4	0	0	1671	745	0	1181	0	1386	0	0	890	0	6	5	16	0	0	0	707	0	0	0	930	3405	0	0	0	240	324	60	40	1407	591	3986	0
"msp_0594"	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	3	0	0	0	0	75	0	0	0	0	0	0	0	0	9320	0	0	0	27	0	0	0	0
"msp_0595"	0	0	1011	0	288	0	0	0	0	0	0	0	0	0	0	0	1186	0	7	0	729	5	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0
"msp_0596"	3	36	24916	19	0	617	650	738	556	1740	439	15461	6	0	0	0	11	11	382	9177	18862	881	4465	5	39	0	2739	351	4	28	24	1059	1462	113	1625	0	3947	51
"msp_0602c"	6	10	0	0	0	13	76	0	28	0	8	13	0	12	0	0	0	10	0	0	62	11	29	0	0	13	13	0	15	0	0	0	0	86	0	26	0	0
"msp_0604"	0	172	100	0	242	67	115	0	24	0	316	377	0	52	149	45	0	161	0	135	0	32	207	96	267	204	234	137	33	424	0	234	176	70	20	26	205	0
"msp_0605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	42	0	0	187	0	1883	0	0	0	11	0	32412	18	0	12	3509	0
"msp_0612"	0	0	0	0	0	0	0	0	0	0	856	0	0	0	0	0	0	59	0	0	0	31	0	0	0	0	0	5	0	0	15325	0	4	0	0	0	0	0
"msp_0613"	0	0	46	0	0	67	19	802	83	769	0	119	49	0	351	0	555	0	824	120	2883	77	529	0	0	0	96	0	49	421	0	0	111	24	465	0	284	0
"msp_0615"	0	0	0	0	0	0	0	0	0	153	1370	0	0	0	372	0	0	11	0	92	0	0	0	918	0	707	0	0	0	0	0	0	0	795	671	0	1514	0
"msp_0619"	0	0	0	0	0	15	0	21	15	0	0	0	0	0	61	0	0	0	0	0	12	0	0	0	0	0	157	239	0	38	0	0	148	0	0	0	363	0
"msp_0621"	46	106	42	4	20	467	192	76	43	271	112	0	322	686	0	43	59	9	0	0	360	90	204	48	0	0	0	111	4	0	0	0	0	85	158	0	139	584
"msp_0622"	0	8	2590	2	1537	452	1810	0	485	5	392	0	0	0	0	0	1946	0	0	0	0	448	0	862	13	0	921	427	169	7	0	806	3401	17	1373	338	159	0
"msp_0623"	0	22	691	4	0	233	0	1259	44	0	0	1615	0	0	2850	0	21	33	0	230	0	0	0	0	0	2916	0	0	595	1134	0	0	0	952	147	0	60	0
"msp_0624"	0	0	0	0	0	0	187	0	464	0	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	43	0	0	0	0	0
"msp_0626"	0	13	0	0	0	0	0	35	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
"msp_0629"	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	54	10	0	0	0	748	13	0	0	0	0	0
"msp_0630"	0	0	0	0	8	67	184	0	33	0	42	3703	0	0	530	0	105	0	0	3065	0	67	0	35	0	0	274	87	7	0	0	0	483	0	223	8	105	9
"msp_0631"	9	0	0	0	0	0	0	0	0	72	0	0	146	0	0	0	0	4880	3271	0	743	31	0	15	0	0	0	0	0	0	474	0	11	15	0	0	0	0
"msp_0634"	0	1053	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5235	0	13	0	0	0	0	6	0	24	101	0	0	0	24	0	16	0	0	2142
"msp_0635"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0637"	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
