"MSP"	"ERS436842"	"ERS436841"	"ERS436840"	"ERS436839"	"ERS436838"	"ERS436837"	"ERS436835"	"ERS436834"	"ERS436833"	"ERS436832"	"ERS436831"	"ERS436829"	"ERS436828"	"ERS436827"	"ERS436826"	"ERS436825"	"ERS436824"	"ERS436823"	"ERS436822"	"ERS436820"	"ERS436819"	"ERS436818"	"ERS436817"	"ERS436815"	"ERS436814"	"ERS436813"	"ERS436812"	"ERS436811"	"ERS436810"	"ERS436809"	"ERS436808"	"ERS436807"	"ERS436806"	"ERS436805"	"ERS436803"	"ERS436802"	"ERS436801"	"ERS436800"
"msp_0003"	0.000825763831544178	0	0.00892193308550186	0.136204889406286	0	0.018641810918775	2.20378279438682	3.34385871019534	0	9.18959976628688	0.0236127508854782	2.21596699830138	20.2706666666667	0.00317712470214456	0	10.43359375	0.0379637618636756	33.3924140375753	2.55993038938438	2.6761421319797	0.136217948717949	2.43172951885566	55.5404376784015	2.4728370221328	0.0836236933797909	0.13118889940082	0.0736648250460405	3.00925212027756	0.0103466114847387	0.0051524259338772	32.4797583081571	0.0082135523613963	15.5208892295899	0.715137067938021	0.0306513409961686	0.707457861925652	0.0219687367976341	0.036036036036036
"msp_0005"	0.279108175061932	0.0698529411764706	0.159851301115242	0.0547147846332945	0.210776169000712	0.564580559254328	0.202562538133008	0.114530371956115	4.74883720930233	0.02337131171487	0.904368358913814	0.00485319097306479	0.277333333333333	0.0413026211278793	0.0646774462410402	0.06640625	7.34426229508197	0	0.277572329780292	0.56751269035533	0.269230769230769	1.87516254876463	0.172216936251189	0.105633802816901	0.524390243902439	0.0662251655629139	0.476979742173112	0.015420200462606	0.0393171236420072	1.45040790038643	0.391540785498489	12.006160164271	0.108853967037179	45.4731823599523	2.08429118773946	3.27407065342877	0.138572032108154	2.51531531531532
"msp_0007"	10.6787778695293	7.43504901960784	1.1368029739777	18.5017462165309	3.1806313790648	8.19973368841545	0.0756558877364246	0.450628846668451	2.47674418604651	0.678936605316973	0.10271546635183	0.122300412521233	0.6	2.7736298649722	1.44024004000667	198.51953125	0.090882945067587	0.466501240694789	0.147052425494888	4.03045685279188	0.0753205128205128	1.03901170351105	2.9058039961941	2.18712273641851	0.259581881533101	6.57332071901608	0.244014732965009	3.38781804163454	1.59958613554061	7.37398024903392	17.7788519637462	2.3429158110883	0.0076657723265619	12.8009535160906	0.353669319186561	0.338951743246363	0.77482044782425	17.0911711711712
"msp_0008"	0	0	1.18513011152416	0.030267753201397	0	0	0.0231848688224527	6.32485951297832	0	0.0058428279287175	1.20661157024793	0	0.00266666666666667	0	0	0	0.439459303997699	0.0297766749379653	0	0	0	0	0.991436726926736	0.0120724346076459	0	0	0.551565377532228	0.0663068619892059	0	0	5.51057401812689	13.0359342915811	0	0.512514898688915	0	0	0	0
"msp_0009"	0.109826589595376	0.00367647058823529	0.0780669144981413	0.0151338766006985	0.0246854972703537	0.018641810918775	0.00854179377669311	0.0813486754080813	0	0.0923166812737365	0.0106257378984652	0.174714875030332	0.0946666666666667	0.0532168387609214	0.0620103350558426	8.5625	0.189818809318378	7.387451258419	0.453339134217968	0.745177664974619	0.181089743589744	0.0481144343302991	0.241674595623216	0.0523138832997988	0.0261324041811847	0.363292336802271	0.150092081031308	0	0.057941024314537	0	6.01933534743202	0.0462012320328542	0.0981218857799923	0.300357568533969	0.027114647804303	0.00738859385823136	0.0168990283058724	11.7953153153153
"msp_0010"	0.000825763831544178	0.491421568627451	0	0	0	0.26098535286285	0.50274557657108	1.98126839710998	2.55503875968992	0	0	0	0	1.58141382049245	1.02950491748625	0.0234375	0	5.70152428216944	1.7681096367196	0.0213197969543147	2.14102564102564	0.0364109232769831	0	0.00603621730382294	0.0165505226480836	0.638284452853989	0	0.0038550501156515	0.219348163476461	6.02146844139116	4.13172205438066	0	2.20237638942123	1.92610250297974	6.22222222222222	0	0.0042247570764681	0
"msp_0011"	8.61271676300578	0.0122549019607843	0.968773234200743	8.976717112922	9.26608117730833	1.65512649800266	0.286760219646126	0.00214075461600214	8.96589147286822	5.93047034764826	0.756788665879575	1.20650327590391	3.38666666666667	9.73947577442415	2.45107517919653	53.26953125	0.0552200172562554	6.07869549805034	2.12747443985208	1.48629441624365	0.480769230769231	1.64369310793238	2.39010466222645	2.01006036217304	1.89372822299652	0.410596026490066	1.91988950276243	0.92212798766384	0.256595964821521	0	17.4984894259819	3.94045174537988	0.0130318129551552	3.02264600715137	0.206307102858827	3.12445162779958	0.0295732995352767	19.0558558558559
"msp_0012"	9.02477291494633	3.12377450980392	3.13382899628253	3.08847497089639	5.10847377165915	1.30892143808256	2.94569859670531	3.07947551511908	3.38372093023256	7.76044405492258	0.716646989374262	0.870662460567823	7.36133333333333	12.8633836378078	3.43523920653442	0.140625	9.85792349726776	0.185749734136831	4.12007831194257	4.04568527918782	0.559294871794872	2.21066319895969	11.0019029495718	6.27565392354125	1.51480836236934	4.31535793125197	3.87476979742173	1.93754818812645	0.0289705121572685	1.45384285100902	12.2755287009063	4.81724845995893	3.38520505940974	4.57210965435042	4.34305923961096	2.42161163703533	1.11702577101817	0.0302702702702703
"msp_0013"	13.1519405450041	7.95894607843137	3.92193308550186	0.0186263096623981	2.3774032755756	16.9760319573901	0.0402684563758389	4.88306127910088	8.47829457364341	15.6120362255332	8.39551357733176	0.0281485076437758	33.98	4.87609213661636	50.9031505250875	0.07421875	28.3462755248778	13.1017369727047	5.99086360670002	0.0284263959390863	0.00961538461538462	4.31209362808843	43.430066603235	92.1951710261569	0.523519163763066	0.0182907600126143	12.1427255985267	1.55050115651503	8.08070356958096	24.3520824388149	28.9353474320242	17.7956878850103	22.7926408585665	0.0381406436233611	0.306513409961686	3.18540752712999	9.96282213772708	0.219099099099099
"msp_0014"	0	0	0.0505576208178439	0	0.0113933064324709	0	0.00976205003050641	0.052983676746053	0	0.130879345603272	0	0.0562970152875516	0.00666666666666667	0.0206513105639396	0.0106684447407901	0.0234375	0.101236698303135	0.0822403403048564	0.0226234500761366	0.49746192893401	0.00801282051282051	0.0390117035110533	0.38534728829686	0	0	0	0.985267034990792	0.0030840400925212	0	0.477458136539287	0.120845921450151	0.368583162217659	0.0505940973553085	0.202622169249106	0.00943118184497495	0.0147771877164627	0.0118293198141107	0
