rowname	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P64602	21.43956014800848	21.36478970545338	21.34795357311418	21.35822243096848	21.442178304810277	21.418340031191878	21.287182045340376	21.38901419695198	21.24681182505638	21.31884125481048	21.374479718518177	21.010658114404478	21.349145009110977	21.386095514666277	21.46588827136948	21.516937075748878	21.449136916088378	21.30977312441948	21.35816924013268	21.36927010791348	21.451588204304578	21.325086491036377	21.357703736646776	21.438195819987378
P62615	20.266777015264783	20.337025422530083	20.398708273934485	20.224343912224185	20.478252571417585	20.243913717279483	20.316832795586585	20.337151964131085	20.345124671674885	20.331873819709283	20.362013654655183	20.390029335448283	20.419653107125484	20.412344942545584	20.276251475290685	20.292063526827384	20.230388949396083	20.248985094340284	20.265266434596885	20.337220982144682	20.331920000728484	20.321212720915785	20.239464668681684	20.357858101266984
P06610	23.104694127240503	23.180972098001302	23.197032921722702	22.9729595020465	23.1426325499378	23.510910778787	23.110769022472702	23.1653099554942	23.347011203571203	23.450959354027002	23.4486998878194	22.91861037959	22.934175339254903	23.3155596581834	23.212939337490603	23.129213051772002	23.3800775263072	23.072259260109302	23.1921674537685	23.0721356594212	23.0890810167676	23.071316537291	23.0903784113448	23.143623926158902
P0A867	24.09057684110404	23.82485709776664	23.86725669129184	23.875349080499937	23.83956772869614	23.938150962878137	23.99580595245854	23.814479913970338	24.073446403819737	23.97669416038744	23.941940096064837	23.848244331919037	23.61986691549554	23.898574696515738	24.08028012208894	23.987640125669238	24.219416281552437	24.05779676153334	24.08510250391214	24.103138545112337	24.13345967039194	24.114122081742337	24.102153767834537	24.20071798443054
P07639	22.181343776323985	22.275068892555087	22.211875601069885	22.143786123958286	22.250609905265886	22.043977567607286	22.300068094689685	22.225799559827784	22.235293076138586	22.190776204476585	22.197339375177286	22.237763403986687	22.229285553585484	22.181531194702586	22.176400922382285	22.226470740327084	22.135032120958684	22.174991599756087	22.096054113479884	22.188718837545085	22.136587540640885	22.168159754725785	22.149205590004787	22.141310621383685
P07813	23.46606070664593	23.27398377579533	23.199968622488033	23.49869729092293	23.32565308515693	23.04694938695533	23.32170350476293	23.22409519216243	23.20876954954073	23.08202903547633	23.09631541998693	23.445882252629833	23.38944754853173	23.13519791021913	23.47258535720223	23.37568993512433	23.42128955631573	23.53498125252603	23.55374254751733	23.48003296408293	23.44314741517313	23.50644617598333	23.50893230045123	23.51724084619613
P76419	18.03803129665473	18.14351278237563	19.51210283019183	19.18159452655433	19.10750215625773	19.24048821560793	18.33510551146853	19.38671667485213	18.224757769434632		19.37907845686173	18.83131547700023	18.01670367805913	19.06896396036243	18.05309623271133	18.06160896840083	18.11902552266463	18.78037096174073	18.92572799941083	19.328503649982732	19.37811597708203	18.38854322870943	18.28702497147623	18.28859222172323
P16528	18.117379940296516	17.476188509474515	17.499725694276115	18.051391518708417	17.468847942666017	16.952429463177417	17.652945773330817	17.209213131811417	17.414350044184815	16.826054158303116	16.880473826501316	17.416415821829315	17.410197028880116	17.050382502374916	17.990095353426415	18.069389612550516	18.034919138260417	18.022355985648115	18.042802026802516	18.067494713078215	18.241051628994615	17.931420556336516	18.062058963050514	18.199371271505616
P0AFL3	22.60849192776285	23.13276944503355	23.05291871433435	22.56823533149515	23.21400722925305	23.192735737571848	23.12816996851285	23.196074709860447	23.07891506762655	23.180663536176947	23.125960067128148	22.98771640308205	23.153163108085447	23.167083934982347	22.78194638639135	22.50195288701445	22.71048345850785	22.67318544771705	22.723258539549647	22.570210337015748	22.60853976523145	22.698778929737948	22.72056623741785	22.64359123711035
P63235	21.617610432811897	22.1586793353511	21.955101755991798	21.3068915528172	21.4656810689363	22.5324452282321	22.103061292971997	22.150614851522498	22.482365061842998	22.6165866563051	22.7241747762519	21.624751948204498	21.9071595322931	22.6883019241698	21.5367664634975	21.004628607902998	21.5941675476894	20.947999680127698	21.3540244933739	21.402717535903797	21.521113091350397	20.9612265737565	21.522261801558898	21.4386591604685
