rowname	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3
P0AB58	4.367415562599866	4.373072535294255	4.379796163724634	4.374416428252136	4.3806114355286825	4.372906178157543	4.368591839657194	4.397382638613996	4.37182176370714	4.383808574591456	4.379718595069892	4.347494512187514	4.360939901530281	4.361955900743081	4.348654377749412	4.34317421607709	4.360887566078741	4.35221668317045	4.357222220079707	4.365410003987991	4.363577742684777	4.357755245209752	4.364051671935891
P06992	4.415171696363944	4.433313310226978	4.439721419920739	4.419307698760368	4.441115468516629	4.432307398486473	4.407862667241843	4.433544352669289	4.424107269729272	4.419315377655015	4.432221678138887	4.460165733032845	4.463919510608077	4.458260516054553	4.454161340269	4.446160526703067	4.452466919872177	4.459586369440822	4.44883537382487	4.44852312380017	4.452924784928947	4.448647547405949	4.454253152612583
P33025	4.396948007536745	4.389416986237798	4.403414585973653	4.391164083699718	4.394723262576013	4.387498453805843	4.404512468280445	4.392783451139976	4.404644670920168	4.401302635914459	4.4071420040001215	4.231666575327115	4.201104167739678	4.203194571543485	4.1993972617939885	4.195142919116363	4.203280909933558	4.212505806270799	4.21250385965361	4.219267263497831	4.228328318918905	4.201276087744805	4.203521884092601
P0A7K2	4.879118148647774	4.862063034104539	4.841611946545348	4.878689188496489	4.832591801817551	4.853673857959317	4.862997915256914	4.810414328230811	4.8602275817589	4.8527976175084895	4.84791298551191	4.844406242414866	4.83131790006655	4.830154362302445	4.824129405996963	4.832657107530265	4.810676553808515	4.828881463974396	4.829525785215354	4.8340234079858115	4.832834848422762	4.8243405525315755	4.8330945248636255
P39264	4.082826881878645	4.0953447560972736	4.146178254902042	4.287039652340238	4.226424325013223	4.218142558668401	4.1744370760446	4.259426328690911	4.2495077377811015	4.246895561964018	4.282753415258196	4.136978791454169	4.111051933077159	4.194355435851748	4.261178053338939	4.242291928390691	4.23140262070104	4.231162684774949	4.229867845947324	4.185323445238942	4.206894444505373	4.15713345111779	4.235908439008115
P0ABD5	4.602287733251698	4.610623743967102	4.618842317541194	4.601789172157609	4.6211945695375825	4.607624631712166	4.602488296174787	4.6291767590627595	4.609659935605544	4.609394255925365	4.606714763613219	4.628051267211498	4.630221399145468	4.623254506635454	4.616341497277266	4.6126986635722	4.6218743615316775	4.6199479585518715	4.620702710494177	4.62406707592847	4.627655000025652	4.628488290571041	4.625319097034636
P39337	4.439910445944521	4.429144224237352	4.415288485042382	4.410630152102582	4.4207886866029735	4.421899032892012	4.411542504173912	4.396507643420947	4.425300088948186	4.4127552803007735	4.410963681953352	4.403373179614323	4.392878039021841	4.39472324862471	4.387733095970268	4.37474176941458	4.370148924537568	4.39230535049912	4.392826912605767	4.39665979944403	4.39556849602767	4.386527487894651	4.389998834239914
P00803	4.484447654045674	4.490355338029781	4.4989719155087915	4.490220405711917	4.5006228015555525	4.486819613780099	4.485861304131235	4.492062086980252	4.492401643248623	4.491037112727604	4.491931242782239	4.496547973003139	4.501109409171588	4.497337352966092	4.495259244091013	4.497042398879516	4.494707469344749	4.492904950685004	4.497533761407364	4.500181729607265	4.499366286576274	4.495240463226297	4.497812691720868
P11446	4.537696996231441	4.550384447572861	4.5607047845801665	4.5293682793517975	4.575322548815161	4.546582606085752	4.52609515538439	4.563870869303961	4.541696549282851	4.547036905901684	4.543486569647157	4.564162029136499	4.563049656217544	4.56986515556283	4.565617992823688	4.560383533084727	4.564790808152372	4.56567261173933	4.57073742504207	4.561188906819921	4.567106713329661	4.565912708092376	4.557986534305311
P06611	4.28523780205006	4.306028391099259	4.300667876330451	4.272110919782709	4.32452176330324	4.2898974621781765	4.289665969860278	4.310754635127951	4.311947346839932	4.311413105468932	4.30281246524233	4.31390213808147	4.322531796236481	4.327093411152394	4.323659080703326	4.321592344390153	4.331813223837542	4.327277325134802	4.327841503542529	4.320059010844249	4.331384623641617	4.3256771749934035	4.324101030742975
P0AB65	4.451614689940131	4.4249733737722305	4.421674651363341	4.4274873280762845	4.436267626317192	4.439178679221262	4.436711481473672	4.403975044926525	4.437501290386066	4.4360705869873005	4.423600696049092	4.403447432135063	4.3793869399816145	4.379046501066347	4.390382317343111	4.383917063902241	4.366017436532549	4.391432394929538	4.391339063424242	4.38803349198806	4.387364186630911	4.3763557459054265	4.392747238380788
P33343	4.381901971117121	4.364113857666968	4.353243030474737	4.404395041705852	4.422823261214208	4.402414070428563	4.3825543835216045	4.3554147931563065	4.38790734755327	4.39017116380531	4.359346923914372	4.414395494006898	4.411251259971743	4.41248519793878	4.4247546569401575	4.419946788819908	4.365871252408182	4.405496464632407	4.409329331034044	4.412544411442079	4.402642587507931	4.428677173545911	4.445897973939464
P76187	4.448093727212305	4.448522154444211	4.458346675802414	4.466810538641363	4.465972117899217	4.450829256055106	4.473342806241455	4.460235444389299	4.448093234449905	4.454810644942393	4.462607270903576	4.445413130393262	4.449984488660512	4.44830256192187	4.460001607104066	4.456487672858864	4.450307774949856	4.4530617986473535	4.4539348994396475	4.443285297607808	4.445550041621686	4.450936021729899	4.457013885225971
P80668	4.31011402434427	4.324635880788388	4.342112887500975	4.348083679006035	4.3315458608065045	4.326643132657455	4.355729741532666	4.334379904377011	4.334107845277445	4.335068147482847	4.3462928671337036	4.252312843164347	4.283662336010845	4.259610777778112	4.288752058935507	4.263938805136246	4.27086668621651	4.259832801214057	4.275971502966772	4.266861920765823	4.253009505997494	4.270454776584928	4.27395405994606
P0A9X1	4.461574034527862	4.462070304776926	4.489950504638937	4.440470091399577	4.508633316075287	4.479804249760949	4.429261085065869	4.486868821564156	4.455965325949012	4.481499370628896	4.469753503163595	4.530881676364865	4.526253011921909	4.527849999164692	4.5235992655993025	4.518113697852714	4.5258195796909595	4.526417997704627	4.527633039152286	4.489312971126944	4.516567533659602	4.528324673177779	4.526909978290251
P0C058	4.421206784126579	4.420060786179687	4.389143029919127	4.372600651605018	4.40024045903211	4.400867352231067	4.369169007844195	4.400729369287196	4.399518380327586	4.38284838728678	4.382324089668131	4.389549028042843	4.373886726754947	4.346001512691711	4.3446422751426415	4.348734551915459	4.347080045278114	4.361205121797929	4.361104803661179	4.373481505406498	4.3782428397488555	4.368087020342899	4.356836822257238
P00547	4.645875487177424	4.645197730429219	4.648422238435333	4.644645711995035	4.654370386550403	4.652800276696492	4.650711094169944	4.658021264431903	4.645147235117302	4.642136765605719	4.643273103854885	4.643568669313952	4.640134647286831	4.635660334546421	4.627598744100121	4.631086629638715	4.6298600221112185	4.631478295858216	4.629430120761036	4.6351069878660605	4.639947537290652	4.637908918508841	4.639609444252352
P77202	4.425375085831825	4.415077114745802	4.4134119012261115	4.403552891040079	4.4102258547013395	4.420709838840887	4.418079748705786	4.397811091236537	4.419899678020348	4.410673137770961	4.412574522081523	4.417996747329308	4.409616617942722	4.418901652483816	4.413924287519825	4.411096053357709	4.400083821019418	4.420773966556491	4.418117717677747	4.4210563331958195	4.397487300130326	4.407061542198356	4.411032359586279
P0A744	4.63336629481359	4.6105042686857125	4.610347709591842	4.612057274162274	4.605040003188774	4.6193309570725	4.619233487287096	4.589312200435373	4.6223727903360725	4.619039127671084	4.610696992294993	4.587661284662583	4.578011272810726	4.587517899285667	4.578492969927216	4.5811607245177814	4.561107391413078	4.585119536556292	4.583488186947252	4.591407151410598	4.576178028752845	4.578930791045301	4.584091343698656
P52076	4.30026068643124	4.2760277088616725	4.279768713663246	4.270658328090186	4.289211616428846	4.27959941425561	4.2770013197778445	4.253166678810289	4.274996847345164	4.271951061791896	4.2780740888704045	4.2832740627612065	4.258999920178882	4.264499244480243	4.243042722162025	4.2468373981283785	4.2348994408314455	4.262604736012357	4.266884871416825	4.271602342989925	4.262951941377303	4.249623305077003	4.254046316750322
P15723	4.3644212509966644	4.366357566544576	4.37592492351176	4.3660123575567304	4.3689019087224095	4.363074949815724	4.362484414967174	4.365846318846366	4.366612029646726	4.368599526205557	4.375531294707134	4.359641574411279	4.361956825853507	4.372995880920299	4.366637244997101	4.366101122914841	4.366684910506742	4.378863931024383	4.379222862411563	4.369146795127732	4.352201627078699	4.36896082004502	4.367889478598617
P14175	4.590784976306368	4.592186373069446	4.617707111586362	4.628840625952933	4.59021186549214	4.615045648735213	4.633593772081512	4.596536879228828	4.615386210544122	4.606304090295048	4.620311903972689	4.639947019951579	4.646287017527377	4.649362860175176	4.653452794678322	4.6474194934793065	4.647277089900183	4.651892795790575	4.651869765884554	4.643480208005168	4.6419291680802655	4.645784500484048	4.65711734120554
P31131	4.367187318785189	4.366291531731884	4.373539651724635	4.40053962389215	4.38177083502913	4.380336935016249	4.397311964832722	4.367881366077512	4.3902195923957965	4.381578230832155	4.377097933923652	4.292376616424577	4.311473891912058	4.317025074280718	4.3282738309615105	4.330036044831065	4.3350260556052405	4.3232404463001615	4.3154724880679405	4.324753903668602	4.271649442987335	4.312003860374257	4.3236025510123905
P0AE06;P24180	4.557110925732417	4.569580955026928	4.5678567463731605	4.562896847479644	4.579451404980949	4.566622794754685	4.567204940268267	4.569586190214241	4.58863626154219	4.569343402555714	4.566261048794118	4.5747695430747	4.567437705810869	4.564006242361275	4.580578888237201	4.5810686532167155	4.5528052930622875	4.586704544684763	4.5615132782652585	4.547773990872971	4.591260133678893	4.5834266111898305	4.591132647302876
P36881	4.356689908737993	4.359989158418338	4.32613719570761	4.3503471162704885	4.3314472132369275	4.359596112459594	4.341895613086912	4.320942545141261	4.36023320434252	4.356233081842335	4.341779192333978	4.232561933705664	4.1101610616396105	4.182876010616954	4.247565400811321	4.275763612208998	4.212276103908749	4.234150124054994	4.227445422388088	4.202872128337938	4.174478509101948	4.234123822478287	4.221786781795625
P0A7S3	4.665193765592138	4.670685579657922	4.685329619387831	4.666919772739385	4.6867085119120775	4.680902956613356	4.66514341150336	4.693549112386437	4.681360520793256	4.67548186515768	4.671843603254495	4.690066363484286	4.691524872638861	4.701137286629954	4.7072079711596215	4.704343560975121	4.7125359996765654	4.70452421528565	4.704406098996137	4.6999178290694745	4.683813959728359	4.7049449177416465	4.706948500443482
P0AFC3	4.469567514127355	4.492323395615875	4.4741976732069695	4.469649525823543	4.452962291033597	4.471887407152831	4.45247442636366	4.45375058359588	4.494163166151911	4.486666531841815	4.486179151291401	4.4187047646725945	4.401209301664377	4.432728970651261	4.4441736747061205	4.452834009276921	4.426648912276133	4.438618537130306	4.426507888924315	4.42520252572644	4.380630698590361	4.423819722190363	4.443652361231656
P39310	4.479585898386655	4.4707758709221395	4.4696593258265045	4.456686854216777	4.474963716663372	4.470906656193164	4.463167022633754	4.470014852068516	4.468589821426143	4.473433560203895	4.473088662266624	4.437218431932669	4.427950963424494	4.439310297212169	4.432213568185337	4.4288178367380056	4.430595017602448	4.432770260673077	4.435400691773797	4.434398769400493	4.421419632532571	4.431754920097563	4.431553450022708
P25437	4.508376554784872	4.508875586330725	4.526510275780963	4.508743708704167	4.514849370094501	4.514950668065584	4.5100458761973785	4.517444106813666	4.515628335631907	4.511758644505295	4.516545229482613	4.501936506758684	4.510156214815804	4.505091868388753	4.509803848678557	4.50156228750871	4.507644321132576	4.507550529206755	4.513647568643033	4.506922672920609	4.5139087035607215	4.49938842337082	4.50564102984155
P37127	4.344549869926693	4.318959969106912	4.331999178555939	4.311453389464364	4.375242068677053	4.351896957884593	4.359005559075195	4.3676708519656975	4.361405308108935	4.3514660988980705	4.364780082393917	4.373778062313575	4.373606455282933	4.389017749717559	4.41445868662728	4.373680814531012	4.409159396985283	4.393996328884078	4.406187975392874	4.4180610233895345	4.391413568373036	4.411950545786554	4.399853555972874
P0AA89	4.31908666507567	4.331466460227267	4.352024698330012	4.4264038442500295	4.314513612253381	4.363305758949503	4.4073624020659254	4.3111761989069795	4.377818196755142	4.367973524179912	4.379527413394408	4.278599081997123	4.33019282822624	4.315607028420954	4.309550560981767	4.302731373307196	4.340113129133594	4.338526922570072	4.324100914074818	4.325238932948177	4.291996334049713	4.176485250282768	4.308435755866946
P27303	4.425812853631349	4.428852580385718	4.428381672360381	4.415672416435818	4.429174005005907	4.420735696697973	4.412715503531512	4.430678624059628	4.416621827302631	4.419855572247807	4.420953547182129	4.440132362384604	4.441485584041252	4.451624303556008	4.441128460280519	4.433699866161012	4.443071388670042	4.445676107436758	4.447144690744818	4.453563736817205	4.43743973223777	4.446738861861581	4.445320764094297
Q46939	4.362569780808395	4.367123891501635	4.392991381635889	4.397137420887652	4.352787227244433	4.379918632983727	4.398079524473698	4.374382990797007	4.390366867369965	4.38918186020749	4.398529934483017	4.202382201934831	4.22767908557353	4.218594541109431	4.22892871957962	4.219217594826744	4.225240626959474	4.217900475829187	4.22373789491975	4.218078641179744	4.226172101206727	4.192155587628562	4.238720937297218
P08192	4.484452172140419	4.482655349376035	4.50118827733272	4.488632271724114	4.496739769502488	4.485992145284433	4.490717822662518	4.492212700333985	4.4892795073225376	4.495274900107454	4.49711351271854	4.510262526862382	4.517126336402704	4.5276090452338	4.522186515152251	4.521260363681652	4.518412774159806	4.526509812670545	4.523689875085787	4.519852592921064	4.517774209456424	4.521502745461451	4.518095568551492
P07862	4.486691379231488	4.480868201849474	4.482901798911204	4.477451746669169	4.495151261850532	4.477703157460399	4.478429614473995	4.485106238009657	4.481258545559701	4.483574225101213	4.480859367533163	4.487204855776614	4.493683853568253	4.498562195543498	4.490895009049184	4.491838516476532	4.488778915037002	4.485731929776599	4.496245587905723	4.4933630601543415	4.489933212776203	4.496130410684198	4.491425473093743
P05100	4.30393602495461	4.321890969258273	4.309010780254964	4.3573404528036885	4.2066210283556345	4.317500340789608	4.364834364629743	4.250252190091652	4.335963988937675	4.2978486013261445	4.323544984750875	4.2337390506341634	4.257498162053313	4.291843504391621	4.2873264073194	4.263505127230876	4.24410580910088	4.270290368832334	4.270558971019794	4.301048691136325	4.243735935540062	4.25193847293878	4.276852422159935
P17117	4.497593420422158	4.505375353293191	4.5191955925303375	4.504268791931321	4.511712818019417	4.510158294430739	4.512335831476088	4.508944668199871	4.5080039510659935	4.507694558976222	4.515270085724037	4.52827442494192	4.525639742820421	4.530969047636433	4.525572320893616	4.524883962480683	4.524220635031893	4.5301833502842666	4.527791576610229	4.5240028157261785	4.519111649085582	4.5135488988150465	4.519932648707974
P18335	4.583182565980226	4.588613284510729	4.596152406401832	4.577937707284246	4.6054676529907415	4.59124520841934	4.575881045969797	4.592776008530381	4.57816295479546	4.594146448931247	4.597192608479317	4.604422402137041	4.60556866139644	4.618500402308472	4.625007423853241	4.623195981710531	4.6189454631085445	4.624454359527692	4.623075417677323	4.608037278740573	4.612673991953845	4.622141148880658	4.618203517912932
P30860	4.6898440184867685	4.6753103410406505	4.671733168683127	4.6611347372886245	4.688452867451887	4.678251026370856	4.66676484082465	4.665955702435646	4.679967983418787	4.677768935226106	4.670833530467861	4.68391095972167	4.666080510806871	4.677963282852023	4.666770778148448	4.670909732344528	4.654898202264481	4.6756970717738175	4.679128201482798	4.677140625044154	4.670329996801975	4.687646197859557	4.680405436999868
