rowname	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S91_Slot1-25_1_8674	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s84_X018	CVT09_s93_X020	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_023_R3	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD
A5A614	19.35076250798957	18.393067886457903	18.2780424720952	15.931517527281995	18.403194751299708	17.570419590319418	17.0697741835022	18.18041519347377	19.604116102042735		17.31947206982897		16.31558226257353	18.02870244743343	18.15604454404117	18.213007186073774	17.679421332064575	18.42640809952917	17.970459249984486	17.923658561166437	18.170120567904743	17.699596062976962	18.45104845530773	16.97507157811206	17.566587548064795	17.41665103697867	17.24760365360926	17.916116786114074	18.7280729527026	18.376802676775327	17.83612580747303	18.581883303468125	18.03708965086272	18.308910710521083	18.17514621596367	17.298104628985364	18.357313284039822	18.127659340623367	18.047892393202652	16.60301901257164	16.746950079669933	16.759493911877886	18.21883817457688	17.912474605651195	17.793618118009853	17.096083356600584	18.354887416124768	18.42429586216725	18.052823648573487	17.486778925263057	18.152653576901617	17.91898893368643	18.5547752712564	19.34650276553409	18.137876978708693	17.482929589052315	17.592197740838287	17.995742656631784	17.51435190990719	17.6145024918563	17.725171028800656	17.384082555598134	17.766401102413003	17.70853285561857	17.29194238054582	17.0183434306618	18.3030912435283	18.538154189736183	18.522084782672646	18.46859342381505	17.543969635073815	17.765295811868267	17.642683401576754	17.403731001604672	17.836168536229735	17.630788138571216	17.441331004117295	17.29222422505149	17.68702062657125	17.635117181220945	18.13024390772375
O32583	19.4154663484685	18.864246923383757	18.690369586776363	19.04288534599856	19.06244594383387	20.064883773499183	19.44051736555439	19.29287089886076	18.493553917513157	18.88492327830751	18.99987112879041	19.73568089384209	17.33667209287919	19.866478530059357	19.07027789672088	17.289203384299377	19.456778891217493	19.19916326803877	20.2143712206892	19.674567964282183	19.083486986013256	18.79244560300623	17.976585910167813			18.651122074335014			19.19985602740326	19.03802945947476	19.32753867800412	19.905659386098705	18.35251050337941	19.425868410423966	19.8182346314516	18.19325317223804	19.66503601547474	19.18934046138911	19.44159290404558	18.61682553867105	18.203122109009787	17.97247308508262	18.96457070403741	19.237803912721763	18.81336102503893	17.882429444618534	19.088244367066928	18.633981681790186	19.233809719288807	19.40872707325085	17.91605549086644	19.036573728968097	19.40529202199253	19.50569384052725	19.4391364592754	19.34565393278945	18.6923803124052	19.352607602232847	18.744170748449424	19.34882048094032	19.50466983769009	19.169888160329347	18.472116084555925	19.139811868295624	18.97037627814571	19.29269445126029	18.609906195859203	19.526804390907724	18.87058357618202	19.461382800419727	18.962321216510976	18.823782483152677	19.46024177640657	19.13550450327828	19.00377913599892	18.670262311694085	18.917947482433235	18.879986377845498	19.081448001723743	18.640325730215796	19.3300172839574
P00350	25.305294980661014	25.241374861423232	25.285929026093044	25.251555227724204	25.439224728536253	25.27511099000856	25.415787551225677	25.363625514208604	25.232241201112373	25.1979901218476	25.649479383936853	25.114850271787	25.399694882246717	25.295054888091617	25.330948705817736	25.094778714299355	25.362880846490626	25.14810720400426	25.154096119961046	25.05799247525739	25.159863786067397	25.393424587416582	25.34434222151568	25.54413405196177	25.488118851434105	25.51682871812535	25.462623297459672	25.46083484841795	25.262850347404047	25.25104714829922	25.33269068591757	25.194196387241146	25.31974623736926	25.256266687038543	25.115484187963816	25.358813580202074	25.23903045122263	25.28637325482352	25.30401138455623	25.44075368493863	25.562757582061003	25.56907240952814	25.16771772852394	25.19823841882297	25.37385910710191	25.411642250773745	25.368728239055603	25.288400224538087	25.19917198049294	25.22226069599265	25.076099415127043	25.242135020426936	25.24601500509525	24.562001278269864	25.36717849136929	25.238834862186327	25.37281600508555	25.441469315719264	25.60270015179524	25.36585804804613	25.59899910520109	25.503778904999866	25.42803380691998	25.46582599943129	25.47997449152317	25.48070835961468	25.240365203894317	25.183958704764898	25.231466564834676	25.073184065956173	25.357077487264807	25.37974011715273	25.34951976064348	25.408889193924463	25.37499779205085	25.32586834510552	25.39804512709444	25.38470597888262	25.417644636086354	25.374119172495025	25.314447166170147
P00363	23.30823583761213	23.19852034551993	23.195531859854636	23.56427107474405	23.656547134812744	23.31328314329797	22.894289083958405	23.268402764506497	23.495295745634564	23.384582417254144	23.13682102705977	22.926327719629384	23.013397044637195	23.35896615443876	23.563153957790785	23.108778875633217	23.370703256499965	23.445970983092824	22.95500233124927	23.034969556633243	23.145059314988696	23.635203392250205	23.731495585433976	23.059810495139523	22.89109378364232	23.263217449022115	23.08225242847256	23.22605920323729	23.3685855088601	23.38354773603595	23.40995177677997	22.549340658824725	24.05590933165302	23.3026429277945	22.682710019676144	23.727502743912048	23.02371641387668	23.223433619950853	23.215494238482822	22.85976132681406	23.24335968706241	23.56766499329983	23.478100825334867	23.559902390964083	23.555510677760463	23.409227457196284	23.46321685651624	23.41017901924873	22.80964026812873	23.2703913727911	23.582585133053005	23.269335496097696	23.085492724493328	22.390368732141923	23.16509335847649	23.422009138408008	23.412269573081765	23.142836249173225	23.2209721365015	23.32082323258696	23.01746167188448	23.230485540600764	23.15775676683832	23.4287956083886	23.256001729719426	23.13632286865376	23.64729020154953	23.510353619549125	23.68935724121886	22.96852177522289	23.026267482591127	23.07690751089051	23.09263440412493	23.15205953621167	23.17407748900986	23.13575965244776	23.116136134194758	23.092822178082844	23.349099752869964	23.42263234473184	23.417817444829076
P00370	24.514132596884792	24.44226145312033	24.48269360801117	24.332981456025784	24.69611201458922	24.494460327760223	24.42984908026557	24.328137950238297	24.60394658589149	24.843530404754613	25.14517915430915	24.636464914390963	24.71752750724471	24.248391534528768	24.61839889438978	24.08768706604519	24.46197635481677	24.46126209227155	24.177720018433718	24.2597859651996	24.301884522918904	24.71283469472007	24.78722713958805	24.93052139352033	24.86960404279561	24.986253618789924	24.90057472451108	25.042736076108746	24.53973018746144	24.41744041222816	24.322983698065816	24.52486114811322	25.049419170965777	24.460946824565795	24.28988120984016	24.729850860611663	24.19607312279388	24.42189864545009	24.4036609169376	24.64703387787444	25.094707614431176	25.158579906722988	24.509340442780527	24.433582894195595	25.11633814478373	24.9653252547144	24.4144883452402	24.36756113442895	24.25130010730044	24.329889882858087	24.41645322395186	24.12450045374897	24.15658409434316	23.229198297249564	24.25595220886	24.14140487556285	25.14786791631341	25.016458548464666	25.01314912622371	24.3811377774879	24.8736271565431	24.97867934519804	25.14831134807643	25.37663800716782	24.46118481929679	25.04599961703059	24.43348469229755	24.23781642836181	24.434392646349927	24.178129349746605	24.551986201187237	24.59184316149389	24.724599137080777	24.58501893737233	24.727289046982985	24.702654280883905	24.807754631064324	24.677981794581328	24.993330805903465	24.911689396229907	24.288887629102064
P00393	22.288993821859695	22.781869207861405	22.46596257879114	22.65348942342529	22.312470140185308	22.69821679173848	22.53028798430827	22.38760373328225	22.25243600436313	22.607934514365567	22.421534520145936	22.674915793099665	22.821275018367547	22.56986068215532	22.581263955937647	22.2798265935851	22.64549382553969	22.403905180346065	22.639042229382348	22.40991849868147	22.39323919206536	22.537030759285688	22.452364039797832	22.533601594902883	22.707316646306975	22.552778894183632	22.658810521895575	22.59361223031173	22.404552546809683	22.42547702909673	22.72884679903408	22.62916255497851	22.45609248771245	22.4199243965555	22.556773683358305	22.57871054356988	22.51917414239464	22.60394127835937	22.652289377543102	22.26921547499568	22.59596143708745	22.587405436590178	22.68765830389249	22.736471604213364	22.6171971793919	22.72026245531072	22.464264018628143	22.70237106935167	22.78857525503644	22.34747294770412	21.760283918966028	22.52078398327041	22.655313230557507	21.660911871047016	22.76103112295832	22.4557256276511	22.58568474217064	22.73286512418538	22.500499570377315	22.21152618603874	22.65244648562952	22.49306947845515	22.75629856559976	22.822378844095027	22.38811792233281	22.711694244140133	22.42080345999068	22.427428440490274	22.422051824236966	22.60076165512294	22.566454076448977	22.51548703922163	22.49507852082333	22.505342190800725	22.578875059343854	22.45505385307169	22.596903405300942	22.564485412437207	22.580425725050816	22.663410545418348	22.56550363661897
P00448	25.01524337671355	24.777798425835428	25.102053719069566	24.57648684391046	25.30595031893633	25.28684382084207	24.969337369047267	25.326125056243463	25.388290978152693	24.745067041190108	24.922986240334183	24.679258814688847	24.792831677873377	25.41126407714269	24.80779584002139	25.826960854801523	25.394438359504587	25.29802236915486	25.54707068455985	25.51551075792708	25.49298477508334	24.9918333739863	25.04384049581433	24.414955260461525	24.36359408650612	24.16210443733044	24.35251425645349	24.24819538991099	25.01918970482307	25.016629890403628	25.09745359573575	25.60140555639007	24.47020780573921	25.37328974048537	25.4696932049268	24.500423448410416	25.477126915559925	25.25021243934166	25.276041564647887	24.259523312935407	24.473123146176945	24.59535902517186	25.129952487581413	25.04511112027489	24.485571926241164	24.39969257000416	25.036218609954982	24.76395757701968	25.748437989672148	25.5223125002466	25.07606284765356	25.43599115291148	25.205416277204044	25.843355452428	25.52314902671042	25.63092315099179	24.61468766814517	24.40496888574969	24.750079854350798	24.598348203393076	24.79616337845737	24.96030655391353	24.674035476353545	24.478254836951585	24.895001258186028	24.7757372254586	25.325426838072342	25.706575621876627	25.048151843797005	25.88367058951384	24.85644675142577	24.89612806595937	25.086308416996776	24.51509792174768	24.70011243515939	24.524257292515053	24.67817676462035	24.93899885851219	24.77933001519141	24.41045660402642	25.521946999244324
P00452	22.72132286606324	22.809199322957834	22.8450340891864	22.6701611416566	22.70933769830767	22.55936008144072	22.642504439909136	22.80963701595897	22.57954880768325	22.59265707165503	22.57103462102757	22.308210704985022	22.665555804110426	22.59758097371947	22.704911586136976	22.308857093268127	22.85623872948447	22.52721698040993	22.82886323143064	22.413015065647134	22.42943117396085	22.91428954361045	22.652431157460786	22.719968503908948	22.67806390295368	22.76436330082839	22.675464424890148	22.7180316379922	22.54900796158556	22.661664466113272	22.740202445590764	22.82943162944529	22.42842059671824	22.53630235710467	22.908334068983123	22.89267567908968	22.686813574036407	22.7756319554702	22.83767937663541	22.215968619452624	22.574590725610808	22.49942202948604	22.86747063523392	22.92765804063594	22.57363357251141	22.71408250758065	22.66417050175248	22.90297970329255	23.025756763674163	22.51740840594852	22.01173028771735	22.694234378954626	22.85319684378733	21.833847280880832	22.968396683345397	22.608756482668596	22.63144628383796	22.707752226373188	22.747293109790125	22.161277652739475	22.861271179091965	22.58053119510846	22.780256819634285	22.749072590199024	22.53570251412236	22.74403803024289	22.66118139276941	22.66248002335893	22.671780491614776	22.866043162622336	22.665997165164534	22.60088222140487	22.409441107765133	22.687654537320004	22.626407192878407	22.562388864505213	22.623703305595804	22.613661274394115	22.624534795830204	22.623861721639543	22.888710048838888
P00490	22.05012051499768	22.253512931600905	22.220159814376764	22.21981410508748	21.9733692116505	22.37488609453073	22.29427552092949	22.034467068207743	21.998245859265797	23.11032535430536	22.92690638835661	22.889982539488464	23.20341238534028	22.19924467589213	22.106630385996827	22.01266708183798	22.24688786301988	22.05869292485095	22.34352699718515	22.199240048140663	22.13286920937145	22.1964097129434	22.05387949309744	22.911829901443596	22.921581917119788	23.001856105632285	23.001943656403792	23.015983628762115	22.011044675304984	22.04262223207513	22.31366653368672	22.37421967742611	22.22788324034112	22.145922137949025	22.401305445827926	22.359419276301747	22.280623966395467	22.26446203232268	22.350431143762243	22.90607230820937	23.21989780949269	23.07879021582249	22.114134660669585	22.24281129896054	22.84266184777767	22.96736023479389	21.98813191522823	22.057342587725604	22.45089944365128	22.095416426429946	21.56031374966231	22.130323159371272	22.02793846050913	21.232227052341656	22.23442606129229	22.096503353093173	22.89162673243687	22.745751345575865	22.838787829288645	22.54447544113437	22.711945163710038	22.945247945324148	22.87280416869276	22.88637573445505	22.83268666959348	22.93499848099809	21.73008353355326	21.84632099148713	21.7063872195743	22.070512948896056	22.69214135590467	22.626721950043063	22.439370497488344	22.65766666902909	22.688757000241665	22.740456156648364	22.77951166161408	22.785809442508377	22.783350619035925	22.779083036132636	22.07707051954052
P00509	24.9285377385651	25.16598674181504	24.930353222568925	25.06458447316043	25.151299851266028	24.900399730671197	25.23805937038152	25.149133146026024	24.805536999100877	24.531649656671156	24.883275533812505	24.631821102539178	24.784071557462585	25.04331350482682	25.07700531425612	24.65087642884142	25.199867716985523	24.892344427339445	25.01279347268744	24.75821497979869	24.75507401048101	25.1552138692643	24.92808991361391	24.988556900150115	24.855502731737623	24.94626809936324	24.871187401957016	24.90189406412874	24.812764568696725	24.870909784001107	25.090529521949247	24.954124621223954	25.06596052791594	24.95481067282524	24.957779798963863	24.9018781926764	24.88344970037345	25.03147161839148	25.112882527424414	24.63074116378278	24.936692809071214	24.89646047244025	25.18211541070882	25.13460891194787	24.657992042563	24.790678025689783	24.88393050701324	25.29382666058557	25.22561429012434	24.930504007965872	24.569683975236536	24.972288761809487	25.21350518221668	24.635202887006983	25.25351545204137	24.983036905589422	24.7051945637356	24.907020703880345	24.934514499780388	24.701201781040105	25.040486621383486	24.793093608083154	25.03871117582987	24.87896862791264	24.761004560732392	24.97122537381336	24.906347925125665	25.02690373818704	24.95192957249912	24.948097874380757	24.89568922954637	24.895028998296624	24.899532040040715	24.941267614028096	24.89285753722896	24.90473463512061	24.944585343440885	24.91801309848777	24.87728168581548	24.85131146095862	25.18262208227474
