gene_ID	ERS436842	ERS436841	ERS436840	ERS436839	ERS436838	ERS436837	ERS436835	ERS436834	ERS436833	ERS436832	ERS436831	ERS436829	ERS436828	ERS436827	ERS436826	ERS436825	ERS436824	ERS436823	ERS436822	ERS436820	ERS436819	ERS436818	ERS436817	ERS436815	ERS436814	ERS436813	ERS436812	ERS436811	ERS436810	ERS436809	ERS436808	ERS436807	ERS436806	ERS436805	ERS436803	ERS436802	ERS436801	ERS436800
msp_0172	-2.520904309779726	-1.7046278735618463	-0.2734279353390154	-5.920284241234696	-1.5497619637036164	-2.2676036671888067	-3.3021679784768363	0.1585631724975716	-2.8488582090165364	-1.4022757899680764	0.7916312755082906	0.0623669401984714	-0.8796764807649095	-2.243144633704066	-2.1122195688920264	3.2062870262620535	-0.7706747593434654	1.1925991529842537	1.3522912911560836	-2.7342336606601263	0.8472298139406466	-3.245726770332876	1.9424816221466137	-0.8578042113089294	-3.3560306522232564	-1.8209262036601463	-0.7755944569073194	-2.4163080508162365	-2.746388749700526	-0.9676418648389234	0.6925519715156846	0.3337782171477076	-2.485163523387456	-2.083704451349126	-2.739360027177846	-2.9922822798924766	-2.2902914120537563	4.364597026124674
msp_0302	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-2.9552322695243447	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244	-3.886681233245424	-11.131222256698244	-11.131222256698244	-11.131222256698244	-11.131222256698244
msp_0072	2.3538659666803943	1.6048853931523144	2.5130614856586444	-5.223452217549085	2.3900780384897944	2.035596080875214	2.942401416651804	-0.6625504166862601	1.2778073533603245	2.448619255988304	1.5746883931289044	-0.12550991144209767	2.9653628038428543	3.850527850455724	1.6060994008871943	-4.406280970169416	2.8419950034095747	1.1047272622291844	0.7592706551351744	1.4738906124521443	1.4903754822671942	-0.5459852954820146	-2.3055890224869655	0.22562103246876541	0.04595447226269034	-5.108254009683076	-12.773217838279955	1.5771236921911245	2.0969309986907945	-12.773217838279955	0.3348504533442844	0.16716265658659735	2.6794048620508546	5.059650470815504	-0.5225259569092257	1.1732188811230544	1.1307970916476944	-6.452258363804206
msp_0194	0.19669586912982706	-9.918287140288802	-1.144784436271064	-8.746142074273653	-1.1215021568256511	-13.419851172483883	-2.561186928755303	-13.419851172483883	-3.3845693347516432	-13.419851172483883	-2.747001111741643	-13.419851172483883	-0.08433613204323298	-1.9353109839362599	-13.419851172483883	-13.419851172483883	-8.762580767677072	-5.789515968264773	-6.886183081221093	-13.419851172483883	-13.419851172483883	-3.151107663116293	-13.419851172483883	-8.947873443736974	-0.322978364897883	-1.5057415210221161	1.931407402751387	-6.218492397980663	-13.419851172483883	-13.419851172483883	-13.419851172483883	-1.677219244723196	-13.419851172483883	-2.108184710501661	-0.05825974017412294	-7.966952661125883	-0.6199139363199411	-13.419851172483883
msp_0397	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-2.9820156970811595	-12.01268283332815	-4.833308050079479	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-6.210866223662649	-12.01268283332815	-6.316100067747559	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-12.01268283332815	-1.3331941780451293	-12.01268283332815	-4.5289555900307	-12.01268283332815
msp_0133	-11.81221743318672	-11.81221743318672	-11.81221743318672	-11.81221743318672	-11.81221743318672	-5.06285456888968	-11.81221743318672	-11.81221743318672	-11.81221743318672	-6.16169215249664	-11.81221743318672	-8.08234971412841	-7.25951247685383	-8.34769033536312	-11.81221743318672	-11.81221743318672	-1.6091756416275707	-3.1855275293967105	-11.81221743318672	-11.81221743318672	-11.81221743318672	-6.730227623965121	-11.81221743318672	-4.961247710571671	-11.81221743318672	-11.81221743318672	-11.81221743318672	-0.41678404700688954	-11.81221743318672	-11.81221743318672	4.34297267367665	5.19560758112085	-11.81221743318672	-11.81221743318672	-11.81221743318672	-11.81221743318672	-11.81221743318672	-7.15165549213571
msp_1377	-13.891935362948036	-13.891935362948036	-13.891935362948036	-13.891935362948036	-13.891935362948036	-13.891935362948036	-13.891935362948036	-1.6265785210727761	-13.891935362948036	-13.891935362948036	-13.891935362948036	-13.891935362948036	-2.623387904549674	-13.891935362948036	-1.9605708814686382	-13.891935362948036	-13.891935362948036	-6.136676187444497	-13.891935362948036	-13.891935362948036	0.1717179058422338	-8.809945553726436	-13.891935362948036	-13.891935362948036	-13.891935362948036	-13.891935362948036	-13.891935362948036	-13.891935362948036	-6.367752933875186	-13.891935362948036	1.537431019906054	-13.891935362948036	-13.891935362948036	-4.806284867461616	-13.891935362948036	-13.891935362948036	-13.891935362948036	-0.8558180110278301
msp_2258	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-8.121287547566583	-6.720289278802882	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-4.940587227439262	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-5.778902556538422	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922	-11.580719166203922
msp_0565	-3.2879021011293954	-5.019207168531746	-0.13331791398252352	-11.923074250028515	-3.7185031057792655	-3.9375544154903253	-11.923074250028515	-8.062260515605116	-11.923074250028515	-2.7754516312892257	-11.923074250028515	-11.923074250028515	-3.4518380068196954	-11.923074250028515	-6.805810656394096	-5.543086765345925	-3.734226232660916	-6.719770925858695	-11.923074250028515	-11.923074250028515	-3.6712504835436555	-11.923074250028515	-2.1903718899741556	-5.732196317121385	-11.923074250028515	-11.923074250028515	-6.6086047133238655	-3.895935583232755	-4.542456980552285	-7.204710859081286	-0.8843736213400555	-0.6026414438946515	-11.923074250028515	-4.678533226575695	-4.2461683719726855	-11.923074250028515	-2.2008337768383557	0.10379794525399708
msp_0677c	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-3.532076149565194	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-0.5217149124535584	-11.584846377072225	-11.584846377072225	-11.584846377072225	-6.098506931316874	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225	-11.584846377072225
