gene_ID	ERS2637868	ERS2637867	ERS2637866	ERS2637865	ERS2637863	ERS2637861	ERS2637859	ERS2637858	ERS2637857	ERS2637856	ERS2637855	ERS2637854	ERS2637853	ERS2637852	ERS2637851	ERS2637849	ERS2637848	ERS2637847	ERS2637845	ERS2637844	ERS2637843	ERS2637842	ERS2637841	ERS2637839	ERS2637838	ERS2637837	ERS2637836	ERS2637835	ERS2637834	ERS2637833	ERS2637832	ERS2637831	ERS2637830	ERS2637829	ERS2637828	ERS2637827	ERS2637826	ERS2637825	ERS2637824	ERS2637822	ERS2637821	ERS2637820	ERS2637818	ERS2637817	ERS2637816	ERS2637815	ERS2637814	ERS2637813	ERS2637812	ERS2637811	ERS2637810	ERS2637809	ERS2637808	ERS2637807	ERS2637806	ERS2637805	ERS2637804	ERS2637803	ERS2637801	ERS2637800	ERS2637799	ERS2637798	ERS2637797	ERS2637795	ERS2637794	ERS2637792	ERS2637791	ERS2637790	ERS2637789	ERS2637788	ERS2637787
msp_0172	-5.611421800607501	0.22686047905877382	-3.754828928837071	-0.6254029651089311	2.383801207869989	-3.2083191841723506	-1.402416958380941	-3.027380660948691	-2.127780172287341	-2.225848514306971	-2.856894379379961	-2.437819736129541	-1.6699265305995112	-3.930926004077061	-3.9048456745901907	-3.990469730812471	-1.770013380359651	0.6801262309097359	1.436225590752043	0.12359849876733187	-2.835665022557841	-2.356396452900951	-2.555941172391631	0.6047250091405558	-2.511263296168831	-1.339115541761871	-1.455647994891661	-1.7314359218855708	-3.239027954429411	1.914383761992859	-0.12217365883991416	0.8726520290500063	-3.4273600955790506	0.37412229093105887	0.13686161032140487	-3.641932003792151	0.09281025619165284	-2.451873009755681	-5.107690967792731	-1.7478102997665412	-4.283808903056171	-4.559955689911801	-4.912346865139341	-4.022783259672251	-4.219462740036941	-3.763577801674071	-2.2440067062045412	-2.227260104565741	-1.683528211298921	1.641086359210874	-1.781964053471091	-3.5182977343441406	-2.249372349248101	-3.4044893499795608	-2.132576877845501	-1.7023159174072808	-5.019921157285711	-2.964417002281061	1.3360687818415657	-0.9809545037038111	0.5671993754176299	-1.120242619745281	-4.150494177521971	3.336315468372849	1.66243142638666	-4.240869054236561	0.45722142638798985	-6.293684460640531	-3.084536423647271	-0.9971202465537211	-2.837766548910071
msp_0302	-11.365726633187208	-6.118095467516588	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-3.9620768043867587	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-0.04293737087205751	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-1.2714450758693185	-11.365726633187208	3.750213956014692	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-4.1953780967213286	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-1.5764438044623785	-11.365726633187208	-11.365726633187208	-11.365726633187208	-4.9699331880298185	-11.365726633187208	-11.365726633187208	-4.4645338580405785	-11.365726633187208	4.234577136442861	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-1.5974725013738087	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208	-11.365726633187208
msp_0072	1.2706121990253867	2.6259169456508435	3.1491933099881635	-3.3313393079085465	-0.6266295398525663	4.790193334830854	-11.338580831658396	0.6357332769698919	1.1339762252369057	2.4885598984238135	3.7435234344834436	3.6666385072149437	1.2296794475890256	0.28637153419796463	2.9728353763844737	1.6587622838239586	3.1763610812134937	-3.518060904923746	-0.5423854891764963	1.4018031939410887	2.4476892858169137	-3.2468468787536464	0.2433451344555536	-0.8256371469924264	4.4156579300656436	4.950873740616294	0.47520708802893463	4.317881816243253	1.4431099448805615	0.5330396850092827	1.9815796289976837	4.267889957352054	1.7827874404264437	2.8420185745746434	-5.529374898038756	0.2444713068876046	-0.05368410477572738	4.106668403691653	3.8585810269973235	-11.338580831658396	3.702912080503074	2.3091385861925033	1.0367708726586096	2.0571753505052937	-2.736872143261876	1.3871639944514116	3.342025749076363	0.9971011791869516	4.649440481341403	-3.7453821553423365	2.0596730056499037	0.43413678720723065	-0.6171741453016364	-1.8167071312891763	2.1768448635623834	-3.2683234147994265	2.2060891105000837	-1.7153171169854764	-3.492594568645776	0.8678856056655626	0.03340205325557466	2.016936308042464	0.16247248110837664	-11.338580831658396	0.7183198167008882	1.4106771040548256	1.9793058808427035	4.176196444007694	4.614044630713264	2.097452134338294	3.3206243215712234
msp_0194	-13.898679252061957	-2.585092714690512	-8.634502986628405	-13.898679252061957	-1.8577046532446042	-2.49525556745407	-3.2276529783514762	-13.898679252061957	-0.9853604555374541	-13.898679252061957	-9.137660770119375	-4.797648630249697	-1.905539867913444	-3.9484526372282662	-3.2078134020326363	-3.1431454004503063	0.6800350732573439	-13.898679252061957	-13.898679252061957	-13.898679252061957	-1.790473609820631	-2.539701597311732	-13.898679252061957	-13.898679252061957	-3.8652532419975163	-6.198346027623706	-1.5945658654497972	0.3965753033827437	-5.994090640906416	-3.849569353665496	-13.898679252061957	-13.898679252061957	-13.898679252061957	-3.249465852117676	-1.8577046532446042	-2.790279256746174	-3.596194847360696	-8.541238605171557	-13.898679252061957	-13.898679252061957	-3.237523159985286	-7.541702176810226	0.26278690103952407	-1.202715770322675	-5.554041918268066	-6.331364608385946	-0.5632250951716762	-0.06532095416348604	-6.8906916952584165	-6.583988397859186	-4.9518848202905765	-6.167541099548816	-1.1761836393639702	-6.280113748015576	-2.1379462500754833	-13.898679252061957	-1.8161523847589178	-3.795711894974416	-2.681994878880712	-2.180337228115799	-2.108701342636808	-13.898679252061957	-1.329853094825324	-4.4409563805637156	-13.898679252061957	-13.898679252061957	-1.484284986094941	-2.62568640530428	-0.05168510384400604	-4.358078421182756	0.5685100324326839
msp_0397	-5.788910314412197	-12.467170187391977	-12.467170187391977	-12.467170187391977	-4.611639402174708	-12.467170187391977	-12.467170187391977	-4.057400924495128	-7.035909661464217	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-3.6424525439100375	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-2.670684868632598	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-0.38521609397009327	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-2.9360202324648075	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-1.6539061218391078	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-4.010616112114188	-7.482984361798497	-12.467170187391977	-12.467170187391977	-5.924470319405868	-12.467170187391977	-12.467170187391977	-12.467170187391977	-3.153323533513068	-7.287542030722708	-12.467170187391977	-12.467170187391977	-12.467170187391977	-1.3894989931014186	-4.784679265604577	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977	-12.467170187391977
msp_0133	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-3.209252592305533	-11.002860636252581	-11.002860636252581	-1.7226880462973626	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	4.299360318436928	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-4.0642822441568525	-5.182666383843222	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-3.5912605491966927	-5.040176827801592	-11.002860636252581	-11.002860636252581	-1.4128341512050828	-11.002860636252581	-11.002860636252581	-11.002860636252581	3.5103456033696174	-0.5921431144973326	5.807375159622167	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	5.439721458762778	-5.434821408026613	5.171581507568217	-11.002860636252581	5.106399462032408	4.107188774696418	3.7194849014683773	0.07387794977626838	-11.002860636252581	-11.002860636252581	-1.2559013302380126	-11.002860636252581	-11.002860636252581	-11.002860636252581	-5.775137009556353	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581	-11.002860636252581
msp_1377	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-1.5677538176974193	-12.24365762966292	-3.0292183442870693	-12.24365762966292	-5.484917834402249	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-1.6673053940978193	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-5.923177234924159	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-5.169558653475269	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-4.07520114560624	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-6.188656240476029	-1.5322227179395993	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292	-12.24365762966292
msp_2258	-11.45968351389444	-11.45968351389444	-11.45968351389444	-6.99977784341319	-11.45968351389444	-6.21888755140996	-11.45968351389444	-11.45968351389444	-6.31051865732672	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-5.342879467286	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-6.426335206418011	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444	-11.45968351389444
msp_0565	-11.646594311724872	-11.646594311724872	-4.371582114820493	0.3224969868674763	-4.120662824514342	-11.646594311724872	-3.6442163912032925	-11.646594311724872	-2.091964456337003	-11.646594311724872	-11.646594311724872	-11.646594311724872	-5.344078600859833	-5.7699230769757435	-11.646594311724872	-11.646594311724872	-11.646594311724872	-3.2625485649807326	-11.646594311724872	-5.533550396645772	-11.646594311724872	-4.688985550502823	-5.468541429399114	-4.6611726284294726	-11.646594311724872	-3.724859941547473	-11.646594311724872	-4.215746178063442	-11.646594311724872	-2.4561976238946026	-3.8678662654028932	-11.646594311724872	-3.228042870542283	-6.204180444728772	-1.2524831016291629	-3.553287700484123	-4.391850939539744	-5.474557204027473	-11.646594311724872	-11.646594311724872	-6.608494755604413	-11.646594311724872	-11.646594311724872	-11.646594311724872	-11.646594311724872	-11.646594311724872	-4.704742392852053	-6.7176774097863134	-1.9989667281349028	-6.521444724172703	-7.224758561240993	-11.646594311724872	-0.5126728991573238	-4.543324878784594	-11.646594311724872	-5.040756997181132	-11.646594311724872	-11.646594311724872	-2.9390920290600326	-2.3720126709440628	-4.577476104960363	-2.653779806604873	-11.646594311724872	-5.882940699145413	-7.345695639525173	-5.4969762746768325	-5.3314412271907425	-5.620738056899393	-5.878452005763993	-11.646594311724872	-11.646594311724872
msp_0677c	-12.247587412180396	-12.247587412180396	-12.247587412180396	-7.535614835568987	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-6.118894977917117	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-6.723690420929687	-4.685799085117516	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-7.504110189163857	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-6.455067020659527	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-6.066357944254937	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-4.445364195313287	0.1400164119922554	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396	-12.247587412180396
