gene_ID	SRS9032198	SRS9032196	SRS9032195	SRS9032194	SRS9032193	SRS9032191	SRS9032190	SRS9032188	SRS9032186	SRS9032183	SRS9032182	SRS9032181	SRS9032180	SRS9032179	SRS9032177	SRS9032176	SRS9032175	SRS9032172	SRS9032170	SRS9032169	SRS9032165	SRS9032162	SRS9032161	SRS9032159	SRS9032158	SRS9032157	SRS9032156	SRS9032155	SRS9032154	SRS9032153	SRS9032152	SRS9032151	SRS9032149	SRS9032148	SRS9032147	SRS9032146	SRS9032145	SRS9032144	SRS9032141	SRS9032140	SRS9032139	SRS9032138	SRS9032135	SRS9032134	SRS9032133	SRS9032131	SRS9032130	SRS9032128	SRS9032127	SRS9032126	SRS9032121	SRS9032120	SRS9032119	SRS9032116	SRS9032114	SRS9032113	SRS9032112	SRS9032111	SRS9032104	SRS9032102	SRS9032101	SRS9032098	SRS9032097	SRS9032096	SRS9032095	SRS9032094	SRS9032093	SRS9032092	SRS9032091	SRS9032090	SRS9032089	SRS9032088	SRS9032086	SRS9032085	SRS9032084	SRS9032083	SRS9032082	SRS9032081	SRS9032079	SRS9032078	SRS9032075	SRS9032074	SRS9032072	SRS9032070	SRS9032069	SRS9032068	SRS9032067	SRS9032066	SRS9032065	SRS9032058	SRS9032056	SRS9032055	SRS9032053	SRS9032052	SRS9032051	SRS9032050	SRS9032047	SRS9032046	SRS9032044	SRS9032042	SRS9032041	SRS9032039	SRS9032038	SRS9032036
msp_0172	-0.1116365829088426	-2.604861626658317	-1.7294353687223665	0.3796481700156835	-1.0515456824345506	-2.9690887764043765	-4.104408879355667	-1.3639144075939955	2.5599312724866032	-1.3697916577011287	-1.4600529134323486	-1.1793810607865736	-0.18383227195137364	0.27936712671177344	1.6781002550847632	-3.0415955594060566	-0.7076021522176656	4.443834805522993	-0.017063824779517622	-2.1863799659299565	-3.3598084304397666	-3.6177716966250366	-5.575610114381487	-3.4955436294204967	-2.3623701401495665	-0.5586363020222156	-1.1144134153475806	-0.9523699192408086	-0.7639418038960306	-5.460056073448257	-1.4734434416402946	-12.963870201758086	-12.963870201758086	-7.413271640564847	1.0311413235860234	-7.684086933813807	-1.7197030582513775	-6.212801381438847	-2.1223891021761365	-3.9648097622216567	-0.8574217148182995	-2.417556923295087	-3.0162409801490466	0.12963411673457337	-1.6175406797818206	-1.3719793070323056	-2.8890682936065666	-2.3704497457609066	-2.4021904886738166	-2.4602089750664167	0.28545509820041337	-0.0801643195598506	-2.4652722780773666	0.14867265513454342	-2.3451674944535266	-1.6648360738045196	-3.5021220518961766	-0.1756789228101846	-1.3627804037578595	-2.1965143439709465	-1.3558820643929796	-12.963870201758086	-3.0076656125930166	-3.2245070647683067	-3.0448618418711266	-0.4293200680076176	-1.7822954452840616	2.4849928977405336	-8.332936379956807	1.3033278489137334	-2.5737155885165865	0.9827175480199735	0.6196137961289634	0.09102637353838339	-3.200215188613287	-1.3570064397245356	-0.8066580402244516	-3.0609946667925465	-0.6736140811541346	-4.635898538763547	-3.3293418864525264	-0.6057585719224805	1.8058884539738034	2.6768264016543935	-0.6013664706335986	-0.09083989041493057	0.16939876569844348	0.6010303342053833	1.0813691092987834	-1.5290058809690086	1.8493959912925333	0.10044107625445342	1.3114544970191235	0.49259314407096344	-1.8818675093812587	0.27444701126184334	0.06707313377801838	-0.7086027204651115	-0.5410942885478436	-2.5700345500065263	-1.8481475191662335	2.5571393200077335	0.5969441182184634	-4.191087554400717
msp_0302	-12.734035565026186	-0.9401991825153281	1.058561247985863	-12.734035565026186	-12.734035565026186	1.607301701406643	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-0.6662633488831222	-12.734035565026186	-12.734035565026186	-5.445695716363947	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-4.9370462728435776	-12.734035565026186	-4.643267285603587	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	0.28766130452692595	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-5.111489644204907	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-1.564937241275498	5.123600772674424	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-6.337948824286487	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-5.920681902347097	-0.4059290861797621	-12.734035565026186	-12.734035565026186	-1.246235407525274	-12.734035565026186	-1.808495431887897	0.536401891176193	0.5339451991496229	-0.38224706586536605	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-12.734035565026186	-5.448872756841608	1.1612656135190629	4.097544900660273	-2.1242855268704073	-12.734035565026186	-12.734035565026186	-12.734035565026186	-1.263606859655416
msp_0072	2.514629691261711	1.928239774423091	3.209027114158781	2.230632894723981	2.324327220491881	2.612868788190471	-12.369266526754988	0.3832468714346572	1.946424576650061	-0.9251923101852149	1.4677211318033012	0.20402672057817117	2.787914345358881	-1.8066774524178086	0.3674180560819752	1.6467966388542812	3.8003691356166414	-0.43841865844812283	2.2909843306411712	4.236456285104551	3.593275985586131	0.015791195265171143	3.478225829163781	2.757899601023041	4.6845489529319915	-0.9506559981795348	-0.6318449621286859	1.749545272967961	3.985330574405431	0.6488864080577031	6.012289426380091	2.7057275449843012	-1.8492947537907187	-1.1508721463007747	4.438566184688981	-5.030702172298749	2.510879779348111	-0.43652802635255084	-2.160456340818179	3.040582848774531	-2.331734447197129	2.612342052856341	-0.03930935335153585	0.5926324454040871	3.445128046848711	2.133771022615261	3.499156845160111	3.9038124926831808	4.664242935152491	-2.2082264344545988	-3.533842466017669	1.979698471516571	1.527172156984741	-12.369266526754988	2.9538043080098713	-0.7174756171793099	4.556376514553561	2.835817645936991	1.5549907391001412	2.486377871623291	0.10563012554818618	3.373854880818741	2.607759706667241	2.325729822472801	3.232560393087401	4.245107445549301	-0.014728060787068842	-5.546400606783669	1.4215029760338114	-1.190171348334493	0.08620169878267614	2.540495849847891	-0.09952345076757385	2.8179846216114712	0.2998399845813572	3.098253356671021	4.490258335643141	2.1182496896021012	-1.6988429744330786	-1.3913442249768888	3.215103853825191	-12.369266526754988	-2.478423232000329	0.12443474931915216	3.299764782111701	2.583653187487661	3.023257735228721	-0.24943875085418843	1.9695166543009313	-1.9338811804916989	-0.5786353421763079	-2.1025101458267588	1.435811038247841	1.3282619126623811	-5.348923029854639	2.353580957070101	-12.369266526754988	-2.1217458455857687	-1.9912532441414488	1.0251366200258012	-12.369266526754988	-0.08823500317443284	-1.834398890460379	2.235480119769981
msp_0194	-3.69207215715232	-11.03831539345007	-3.0045128323990298	-1.1983892432342702	3.3434213099871197	-4.61796824845804	-3.29550665123052	1.149446069326219	-11.03831539345007	-0.43068302913434	-4.81927778081463	-11.03831539345007	-11.03831539345007	3.64661639256794	-0.7275650878362501	-1.49709861821517	-11.03831539345007	-11.03831539345007	-1.3623459982771102	-11.03831539345007	-3.13604337676209	1.323287777251565	-11.03831539345007	-5.91097148303474	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	1.0415932846543803	-11.03831539345007	-11.03831539345007	-11.03831539345007	0.2567538240940539	-11.03831539345007	-11.03831539345007	2.4719257436019797	-0.5986129949385801	-5.68013219117685	-11.03831539345007	-11.03831539345007	-5.49445755817953	-11.03831539345007	-11.03831539345007	-2.40437022478386	-3.03319152997355	-11.03831539345007	2.7440509359198897	-4.64036393566236	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	-1.1270827002882102	-11.03831539345007	-11.03831539345007	2.4402024812252296	-11.03831539345007	-11.03831539345007	0.03945753927602791	1.0259498391347237	-1.5316764926830402	-6.42455774746868	-11.03831539345007	-0.45791993335959	-5.62519942706899	-11.03831539345007	1.511620602954863	-2.3332622822571603	1.370920621113934	-4.14135677972977	-11.03831539345007	0.5071679347277189	-1.3716926647977	-11.03831539345007	-11.03831539345007	-11.03831539345007	-1.4151774361996399	-11.03831539345007	-11.03831539345007	-2.68495884058562	0.26647236589101	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	-5.49030549037619	0.3776064523899809	0.3256909546861919	-11.03831539345007	-11.03831539345007	-11.03831539345007	-11.03831539345007	-2.05997265089932	1.5953106911857209	-4.03464320234722	-0.20017849607929006	-11.03831539345007	-11.03831539345007	-2.4305556703035402
msp_0397	-11.461048595827691	-4.9217649740848906	-5.15142342552296	-11.461048595827691	-11.461048595827691	-11.461048595827691	-5.2292280770969	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-4.14353510623887	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-5.39124387388635	-11.461048595827691	-11.461048595827691	-11.461048595827691	-3.1545182691133205	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-3.8077878257361606	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-3.4055162251881907	-11.461048595827691	-5.719256034323711	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-3.3865289207437304	-11.461048595827691	-11.461048595827691	-11.461048595827691	-2.3319236653585307	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691	-7.15913583484767	-11.461048595827691	-11.461048595827691	-11.461048595827691	-11.461048595827691
msp_0133	-12.331779341611547	-6.569754395473428	1.994869614819422	1.7694814145073523	3.394445914786282	-12.331779341611547	-5.712219119605578	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-2.640280765314698	3.1002439963028623	0.8102177917303921	-5.547264879254499	2.610776475247762	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-2.651500670917658	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-0.41528555318149685	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	3.411550424890502	-12.331779341611547	-12.331779341611547	2.748060121352512	-12.331779341611547	-12.331779341611547	-2.082226674897308	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-0.9797975693765308	-12.331779341611547	2.7438507884417223	-12.331779341611547	-12.331779341611547	-12.331779341611547	1.0083665967498021	-12.331779341611547	-12.331779341611547	-5.481326604413779	3.7460541053721523	-12.331779341611547	-4.242660545578658	0.14806878036613513	-12.331779341611547	1.631813693146032	-12.331779341611547	-12.331779341611547	3.1912955608321423	0.013946059476438122	-12.331779341611547	2.380260338030892	3.343455501699582	0.11857636350305012	-12.331779341611547	-12.331779341611547	2.311854837776912	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-4.9336206086908785	-6.451322703898208	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	-7.161335644253567	-12.331779341611547	-12.331779341611547	-12.331779341611547	-5.735029998410829	-12.331779341611547	-12.331779341611547	-4.137960672909777	6.804917064637502	-12.331779341611547	-12.331779341611547	-12.331779341611547	-12.331779341611547	0.3882278485224001
msp_1377	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-3.455124835110797	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	0.3023910953873232	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	1.8219475757789432	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246	-11.465636331766246
msp_2258	-14.377546966209302	-14.377546966209302	-14.377546966209302	-14.377546966209302	-8.405068741415333	-14.377546966209302	-14.377546966209302	-14.377546966209302	-14.377546966209302	-6.9281475403872825	-14.377546966209302	-14.377546966209302	-14.377546966209302	-8.602393324036882	-14.377546966209302	-14.377546966209302	-8.270416716534783	-14.377546966209302	-8.392458721213604	-10.186027782755612	-14.377546966209302	-9.482594756563653	-9.616151613542703	-14.377546966209302	-14.377546966209302	-14.377546966209302	-14.377546966209302	-14.377546966209302	-14.377546966209302	-8.319320695528143	-14.377546966209302	-7.358172457548963	-8.218005566311252	-8.826948405016063	-6.051556318907343	-5.404592166906823	-8.201347839680773	-8.870882194122553	-7.951817999978573	-14.377546966209302	-6.536715464515033	-14.377546966209302	-6.526204814954883	-14.377546966209302	-7.829673202563352	-9.824842009876413	-9.268101849379553	-9.235468132224343	-7.311542744055493	-5.402524677974222	-8.520182814976593	-14.377546966209302	-7.6439333404891725	-10.071442730091853	-8.224062341351383	-9.003864501060463	-10.065705281127293	-6.184274167528793	-5.910878757114663	-14.377546966209302	-14.377546966209302	-6.3247541542701935	-14.377546966209302	-14.377546966209302	-14.377546966209302	-14.377546966209302	-8.050634293657794	-7.315634811830392	-7.622701871930703	-8.219751935459122	-14.377546966209302	-9.285113287205874	-6.6728701573919125	-7.712918919600523	-9.199629174013413	-14.377546966209302	-14.377546966209302	-14.377546966209302	-9.052387583692623	-14.377546966209302	-14.377546966209302	-14.377546966209302	-14.377546966209302	-7.560080673932003	-14.377546966209302	-8.277257547399124	-8.808224574985474	-14.377546966209302	-14.377546966209302	-14.377546966209302	-9.719922308253462	-9.612492771132873	-14.377546966209302	-5.8605313739641325	-9.288803909159693	-7.001592480701923	-14.377546966209302	-14.377546966209302	-5.645294390006563	-14.377546966209302	-9.328829165317932	-14.377546966209302	-5.939023372285712	-14.377546966209302
msp_0565	-4.1901892022720695	-12.45628403069231	-4.69884818575119	-12.45628403069231	-1.76585296645282	-7.98626834364037	-12.45628403069231	-3.7984354427915	-12.45628403069231	-12.45628403069231	-2.50040350797486	-4.51068903931221	-2.26107620973622	1.67222244036255	-0.8500751144673571	-5.22927069891729	-0.7511735305336821	-2.92905233352375	-12.45628403069231	-12.45628403069231	-5.912243063031831	-12.45628403069231	-2.16297409968798	-5.6211604725235205	-4.560919559882331	-6.107848551290891	-6.272655143968979	-1.037034278828299	-12.45628403069231	-12.45628403069231	-12.45628403069231	-12.45628403069231	-12.45628403069231	-3.00581879751671	-0.08234445846007304	-12.45628403069231	-4.04218242052828	-12.45628403069231	-5.619719116068479	-12.45628403069231	-3.06239553118185	-7.553753358568541	-12.45628403069231	-1.53536383133685	-5.19458856997344	-12.45628403069231	-3.2516399269886	-4.633059454074999	-6.3795527725322	-12.45628403069231	-12.45628403069231	-3.03010208748079	-3.6577593856204103	-12.45628403069231	-4.487365408378279	-12.45628403069231	-7.068619442155789	-1.2516042913189351	-12.45628403069231	-12.45628403069231	-2.64396728077672	-12.45628403069231	-5.95841613697821	-12.45628403069231	-4.21337466071669	-12.45628403069231	-12.45628403069231	0.73292074687483	-12.45628403069231	-0.050345520734516036	-6.26115808935937	-1.68191823892555	-12.45628403069231	-1.75811514491974	-12.45628403069231	-4.21505680964577	-12.45628403069231	-12.45628403069231	-2.0979885604350104	-12.45628403069231	-12.45628403069231	-3.17481433441058	-0.09120363056921404	-12.45628403069231	-3.06439948923179	-4.1610735588752	-12.45628403069231	-3.84461817974084	-2.89906176854312	-4.38306793861074	-1.1060016725632842	-12.45628403069231	-1.85241074717514	-12.45628403069231	-5.36433295902339	-7.68721288077924	-12.45628403069231	-3.65535332403189	-1.91910169871086	-5.78227542207504	-4.48260060254656	-12.45628403069231	-12.45628403069231	-12.45628403069231
msp_0677c	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-6.449113513664632	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-5.186181696664182	-12.286384013626572	-12.286384013626572	-12.286384013626572	-3.7266345109419823	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-6.384921994616632	-6.438679825903792	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-5.918492498544842	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-5.207731758096082	-6.349993425501502	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-6.730025166648752	-7.383558886647102	-12.286384013626572	-12.286384013626572	-6.256315046787292	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-5.454239667150892	-12.286384013626572	-12.286384013626572	-12.286384013626572	-6.744952273151462	-6.881690278188282	-12.286384013626572	-12.286384013626572	-5.784335150190962	-12.286384013626572	-12.286384013626572	-5.491748548354642	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-6.291864250773312	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572	-12.286384013626572
