"rowname"	"DIA_BGI_D5_1"	"DIA_BGI_D6_1"	"DIA_BGI_F7_1"	"DIA_BGI_M8_1"	"DIA_BGI_D5_2"	"DIA_BGI_D6_2"	"DIA_BGI_F7_2"	"DIA_BGI_M8_2"	"DIA_BGI_D5_3"	"DIA_BGI_D6_3"	"DIA_BGI_F7_3"	"DIA_BGI_M8_3"
"14 kDa phosphohistidine phosphatase"	20.4172217956741	19.9634412371414	20.0171500235787	18.1469091510291	19.4092430335574	19.1547096689918	19.6963188655516	20.161336828983	19.7105826898477	19.3143838616152	20.4089567047285	20.0920756203962
"14-3-3 protein epsilon"	22.4726701700362	21.9565241341198	22.0262450759483	22.1482521361422	22.041707633033	22.067986106666	22.3993507349784	22.2765544173896	22.1674782787829	22.0017069634814	22.0412179618886	22.2266538243105
"14-3-3 protein eta"	20.6067863102581	20.0946766580814	19.9901918680297	20.1803965185386	20.1566085887597	20.1589530591678	20.2462279084522	20.2966774270207	20.2290799691142	20.1140450980578	20.0199934163943	20.2198163773856
"14-3-3 protein sigma"	22.0592138236444	21.3680627565801	21.2989799206291	21.4345966879548	21.4422756770469	21.5239212252364	21.3457222768984	21.9298352671344	22.0759517069073	21.6345842272088	21.8443569073898	21.339855894799
"14-3-3 protein theta"	21.244366654706	21.0470249893104	21.0297782224211	21.0621508424611	20.7872717557652	21.0794322848565	21.3807845287144	21.2280652396723	20.8543123647843	21.0692443881402	21.0475474380886	21.236710918242
"14-3-3 protein zeta/delta"	22.6806424807754	22.2875487368997	22.1277064332046	22.3791182596902	22.1327233307173	22.2788438080207	22.3628243328046	22.5317076519695	22.2660601712616	22.2376774624367	22.3007181972525	22.5483295969744
"15 kDa selenoprotein"	19.0400049013841	18.4497374292468	18.7976309012948	18.6812326105114	18.3384463633277	18.7434830341826	17.9196449625798	18.3834592047609	18.5370693855414	17.8559199768843	18.8621515178558	18.2913623825387
"182 kDa tankyrase-1-binding protein"	18.9747131453087	18.6594664775726	19.3244051417611	19.1916164538284	18.5284901181438	18.4243988709065	19.9464483361033	19.6860326385789	20.3632020256297	18.9848539247635	19.0875840740298	19.1650449606482
"2-5-oligoadenylate synthase 1"	18.9799781931104	18.4900133645151	18.0534540372715	17.9102550853258	18.3830451926284	18.2647969214421	18.7731646978564	17.8346914624928	18.3383322148222	17.915135855984	18.7127096935544	18.0003545607641
"2-5-oligoadenylate synthase 2"	21.0066287507014	20.5334750992578	20.0277779818366	21.0496475693224	20.6783161474324	20.5801610626938	20.4316330148464	21.1311541110121	20.6593987340119	20.4916816117475	20.0445468613103	21.1437425162199
"2-5-oligoadenylate synthase 3"	20.0579736684299	19.4744809177434	19.12133969047	20.14141808308	19.5838315578379	19.6535477169142	19.6315131828031	20.229352047826	19.5875428057116	19.6001765623513	19.1988526249354	20.1878018584046
"2-5-oligoadenylate synthase-like protein"	17.9221644116173	15.6203317027197	17.8028526524361	17.8391719770839	17.3835570623329	17.3099777977691	17.745097004697	17.7840989101028	16.7668610830933	16.9874276200119	17.0091144929141	17.5024146681858
"2-aminoethanethiol dioxygenase"	NA	17.9438247289009	17.4240463809256	17.6417213546997	17.7244892559176	NA	NA	14.5434108039293	19.7067762783851	17.6284283719822	14.3543038560767	15.3725540397208
"2-deoxynucleoside 5-phosphate N-hydrolase 1"	20.1733180337386	19.644877455121	19.9064285406794	19.9068518878972	19.7483808314515	19.8814893290593	20.2521145502369	20.0098481276384	19.8960101739857	19.6800840404504	19.9693679444626	19.7515757080464
"2-hydroxyacyl-CoA lyase 1"	NA	16.1544582835799	17.320647579865	16.374844671548	15.2610636557209	17.0170854869033	17.9943074849451	19.4138934413157	18.824494748701	16.0169051376091	17.506672620283	17.1199385435591
"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	18.7019761145206	18.1728220103143	17.8198232907981	18.0734369969436	18.4888471005019	18.2570604468759	18.466224253749	17.6465466876927	18.2690723811616	17.6436946787741	18.0706586557605	17.7915206281663
"2-oxoglutarate dehydrogenase, mitochondrial"	20.2130076565746	19.7039720583001	19.5977735490941	19.4471341654634	19.7461649302831	19.74008150896	20.0109581545023	19.5678624466801	19.691805750721	19.596634316507	19.6597606826426	19.5750202595427
"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"	19.6393699430395	19.2511665909014	19.4663762406669	19.3782565991866	19.3310874473341	19.2324560004176	20.0255310782461	19.5988897266176	19.5129406366925	19.1615686329873	19.6162319099809	19.5511536634145
"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"	19.6071222972627	19.1880942561683	19.39368678022	19.2350683399596	19.2789323907119	18.985045411465	19.6368476623173	19.2826802915637	19.0557719572747	18.9118681048169	18.7146477437444	19.2950564358165
"2,3-cyclic-nucleotide 3-phosphodiesterase"	19.1246693379976	18.4514740821234	18.2507980259678	18.459866922577	18.034048004803	18.7448888504378	18.7361119972434	18.5344003071569	18.8272009706604	18.7408553928583	18.6713694595263	18.6849503513141
"2,4-dienoyl-CoA reductase, mitochondrial"	20.5548133984896	20.7163900151976	20.7145743851069	20.8065697047829	20.4210915858067	20.7625871243408	21.1087559296551	20.9095135241675	20.5265351826456	20.7536583452255	20.7372200305225	20.7918617004006
"2,5-phosphodiesterase 12"	18.1245228193639	18.1692230694186	18.0999709643947	17.8183175142375	18.1833856410011	18.1871159619897	18.5810780843273	18.4740079532685	18.2230906599022	18.2498475310067	18.2428487814537	17.8321672970477
"26S protease regulatory subunit 10B"	20.5542737203461	20.3323520561878	20.4545977778887	20.1878990078913	20.3350883726448	20.4249664589569	20.7961266632953	20.4179023592915	20.2180019352966	20.3613992866828	20.3770316679623	20.3514982132433
"26S protease regulatory subunit 4"	20.6669493419706	20.3767364399913	20.47924336181	20.345685503715	20.3267999519547	20.4060356729474	20.9195954919091	20.5359363078287	20.3527502279452	20.3025843541704	20.3553017200526	20.4219984914093
"26S protease regulatory subunit 6A"	20.3423405840706	20.0902129792364	20.1120141526443	20.1164756158099	19.9718909177674	20.1229940407487	20.4536238155711	20.2400923946753	20.0152157101034	20.0260693414756	20.1001246426704	20.0825123170532
"26S protease regulatory subunit 6B"	20.4706213377708	20.1761410476248	20.3303790756908	20.295551386665	20.1020952332458	20.3505990499283	20.7918835319881	20.4299169239012	20.1604192694299	20.2333281689238	20.2542647589492	20.2844638056482
"26S protease regulatory subunit 7"	20.6080043051009	20.2669389686666	20.2219168227059	20.2477809611424	20.059833321406	20.270771959341	20.4920579681063	20.3252271381758	20.2171341326859	20.1518567622799	20.3195678484681	20.3077863199392
"26S protease regulatory subunit 8"	20.685984121285	20.2841396572536	20.3851476082682	20.2857284853169	20.191110410547	20.3541606577046	20.7672348774323	20.4615396806357	20.2881496390621	20.3680353386165	20.3381982941818	20.3891823492258
"26S proteasome non-ATPase regulatory subunit 1"	20.543095621525	20.1931538478526	20.3350011284977	20.1807016161358	20.0742118864546	20.2828579751839	20.7680195776668	20.274580015555	20.1804566640224	20.248996973325	20.3563407889163	20.3078766394691
"26S proteasome non-ATPase regulatory subunit 10"	20.2223651673336	19.9431467594504	19.7735900279631	19.8787182715571	19.5345423053105	20.1166656532787	20.023689472612	20.156316659713	19.8032370531175	19.9631364700373	19.7200726074656	19.9081696811752
"26S proteasome non-ATPase regulatory subunit 11"	20.7554465177563	20.3502751786256	20.3621088046128	20.2611896854046	20.258872619515	20.4445751632077	20.8175765606022	20.4673491182898	20.30897062509	20.390316092958	20.4487713394536	20.3491547021951
"26S proteasome non-ATPase regulatory subunit 12"	20.0544276996323	19.7545307506982	19.872589249343	19.8193894893472	19.7157881319031	19.8167738869315	20.2686172938506	19.8332706485109	19.7403698037359	19.7470274966606	19.879824588304	19.7931588995911
"26S proteasome non-ATPase regulatory subunit 13"	20.4411332996681	20.1029112456717	20.1912416651061	20.0471829575833	19.9453316438788	20.1419117860897	20.5741010357732	20.1162975490774	20.0478429864526	20.1200193756931	20.2083253845419	20.1266518206058
"26S proteasome non-ATPase regulatory subunit 14"	20.5040903104034	20.3964989422405	20.2419250054765	20.1107064112486	20.1619203756844	20.3290366470831	20.6762148275952	20.2431081507822	20.1715711953484	20.3181771590257	20.2485044954366	20.2859840658226
"26S proteasome non-ATPase regulatory subunit 2"	20.6524610750789	20.333395669269	20.3897191576308	20.2298684686673	20.1859741941978	20.4492968225992	20.8490304691347	20.4455397250636	20.2955961468237	20.2738009396608	20.3752981703764	20.3453114886611
"26S proteasome non-ATPase regulatory subunit 3"	20.4887347287165	20.1620240707608	20.2673826935811	20.0694167337582	20.0031693672391	20.2441113931072	20.6505389347775	20.1752590988179	20.0453235076887	20.2106000261882	20.2355773672618	20.2611872421459
"26S proteasome non-ATPase regulatory subunit 4"	20.1911953956843	19.9922380958052	20.1016896858234	19.8258409199318	19.7489819659877	19.830531814738	20.3901920754355	19.9495160677169	19.864779583209	20.0389491517374	20.0074517814399	19.9547677163823
"26S proteasome non-ATPase regulatory subunit 5"	19.422211334084	18.7896438565243	19.0949647852508	19.0647772979028	18.9891678311673	19.1275434836932	19.6486353194287	19.1452441370163	18.909102659801	18.9873110873149	19.1702511525448	19.0761372423988
"26S proteasome non-ATPase regulatory subunit 6"	20.5909927885866	20.2051950763113	20.1550152527837	20.1485153789374	20.0786524789377	20.2672057746698	20.5889744538805	20.2510189540498	20.1755541904514	20.2124186356096	20.281403294625	20.1930451173184
"26S proteasome non-ATPase regulatory subunit 7"	20.3938030579603	20.093174438906	20.1111606369127	20.0453796444471	19.6278426303361	20.1263700057564	20.6920832778355	20.22384137879	19.9199937964877	20.13790019173	20.12357149306	20.1863103338592
"26S proteasome non-ATPase regulatory subunit 8"	20.2509491586469	19.9316289922667	20.0800828666701	19.8996987514561	19.876049927611	19.9842650213457	20.452569735745	20.0470189110567	19.9211796854491	19.9846745440551	19.9681500226086	19.9535068788119
"26S proteasome non-ATPase regulatory subunit 9"	19.8591320208051	19.3472019125414	19.2378319928182	19.4619427472475	19.4076084910936	19.3289117283411	19.7313081368591	19.629573816232	19.448188478641	19.2939555744975	19.387592726684	19.3895933518485
"28 kDa heat- and acid-stable phosphoprotein"	20.2299072105714	19.9265735941458	19.9478044239741	19.8718687279601	19.4683027749637	19.9035752208977	20.3658397235609	20.0386460406346	19.6085656602883	19.9121002518481	19.8674224780894	20.036429930152
"28S ribosomal protein S10, mitochondrial"	18.3959158160038	17.7671444097566	18.0055154300343	17.4883159376725	18.110304384185	17.9451660271139	17.887716285086	18.2861479679572	18.1654617917023	17.8744027272533	17.2917639808742	18.2205278804577
"28S ribosomal protein S11, mitochondrial"	18.3390152271872	18.0982140799063	18.4875259760909	18.2463751446476	18.1601305505884	16.8789054913752	19.0214983872047	18.3403865841007	18.3824383874557	18.3378694209099	18.1915452124771	18.3742715575319
"28S ribosomal protein S12, mitochondrial"	18.8100615389073	18.5487800940324	18.2663744280409	18.5796860207806	18.3850392981251	18.0224449962791	18.7820952038612	18.7207206741339	18.3566611183454	17.8650401154278	18.2436872346461	18.2932063934691
"28S ribosomal protein S14, mitochondrial"	18.8317642558391	18.0909947479904	18.2717633807547	18.2649638681218	18.2984286687355	18.1938760747396	18.4051111504424	18.3857527742417	18.3216055614379	17.8613360872865	18.2897864425152	17.8787894917927
"28S ribosomal protein S16, mitochondrial"	19.8052373727929	18.6377779314057	18.7751173842128	18.8187790797827	18.5238845670523	18.7110810561322	18.9242881612479	18.6085045889095	18.5702842858624	18.0595117394108	18.8622683157004	18.5250134443845
"28S ribosomal protein S17, mitochondrial"	19.1772250857722	18.3340788953339	18.8007465009775	NA	18.7471683676317	18.0806127399408	18.1006835100908	18.5463319120953	18.8506103693143	18.2930728337719	18.843483534663	18.8154215583587
"28S ribosomal protein S18a, mitochondrial"	18.5028997775587	17.9925212935514	16.1809419067591	16.965125337315	17.9312585144309	18.6595080818723	19.084506454829	18.2396956759495	18.3171775764274	17.3404831869787	18.2503787152206	17.8739056034628
"28S ribosomal protein S18b, mitochondrial"	19.4561459282493	18.4608227966274	18.7909932786351	18.7872593879352	18.7999223810823	18.6467261239531	19.3867565351089	19.2167292893359	18.8008367138993	18.7754708608642	18.5889255894928	18.778712352743
"28S ribosomal protein S2, mitochondrial"	18.7320778188234	17.6243394570832	17.9423193712573	17.7581042771952	18.2300463891157	18.1272781626508	18.2118376140802	18.0787915122443	18.183422104247	17.7624343547935	18.0631528660974	18.1772526230387
"28S ribosomal protein S21, mitochondrial"	18.4909570547532	17.6018496323119	18.2420000869328	17.3561460046653	17.6699055740809	17.5329799926371	17.75986884352	18.0826909042117	18.211564586637	17.3608098533708	17.9036887809322	17.8664630257137
"28S ribosomal protein S22, mitochondrial"	19.4325231048219	18.6524321136239	18.9209662405674	19.0279729998974	18.9469618375912	18.9257047124083	19.513410926279	18.9392366591391	18.9073374235873	18.8984004855347	18.9191500086007	19.0484752704535
"28S ribosomal protein S23, mitochondrial"	20.1414972197169	19.2093658416757	19.5347383095175	19.432676073448	19.4213998279958	19.2863205093754	19.8137222079811	19.5771752904622	19.5613827123359	19.3948627220533	19.2919524629334	19.4237799805493
"28S ribosomal protein S25, mitochondrial"	19.0854559353774	18.1123301357514	18.2820253888831	17.9456771872472	18.2428656649001	17.768318210709	18.3604666564126	17.9565693345682	18.5440240712255	18.6526498555115	18.309339111655	18.2853119817385
"28S ribosomal protein S26, mitochondrial"	18.8825812109339	18.5850116101336	17.6222420026988	18.6007426199126	18.3052776949835	18.7597311524872	18.8617583155293	18.5807161516174	18.6269341319117	18.0931503567068	18.2990476539185	18.5600166549556
"28S ribosomal protein S27, mitochondrial"	19.5619827108765	19.1281658471195	19.0963635511655	19.0446194701075	19.1945428756685	18.8087125036717	19.5828661880399	19.2154438566822	19.1979515468657	19.0517279731051	19.1963974482964	19.2083543583187
"28S ribosomal protein S28, mitochondrial"	19.0933796904671	18.6098546495054	18.6800714945574	18.7361658162677	18.7719335756213	18.6309418959451	18.9430615427484	18.5935204456476	18.6158901069794	18.7434660681064	18.7360448157656	18.6826917277602
"28S ribosomal protein S29, mitochondrial"	19.1103471613979	18.1609239505002	18.2159320730664	18.7862795670929	18.1477852893304	18.5997445800144	19.0633779334568	18.8008328050039	18.706624614705	18.377181585023	18.3314236989501	18.5183021092634
"28S ribosomal protein S30, mitochondrial"	19.0961869427265	18.368375532123	17.9421069771305	18.1406565671684	18.49355416971	18.1496683870135	18.7857354974833	18.6203479359893	18.4093703508604	18.1852144719459	18.4010151978087	18.6353136166232
"28S ribosomal protein S31, mitochondrial"	19.0007801786754	21.5580963674424	18.9142269511339	18.7875438674652	18.6420307011472	18.2917614889156	18.9748102506395	19.2112625648143	18.4926435037662	18.5404993185742	18.3776337099176	19.2009159952121
"28S ribosomal protein S33, mitochondrial"	18.5506332674521	17.4611043974057	15.8087852632268	17.5448680890894	17.7599290694369	17.6233120915164	18.1034578819219	16.80140212562	17.8125230902921	16.8896959905299	17.5142192923949	14.0556891522724
"28S ribosomal protein S34, mitochondrial"	19.1599351121027	18.4422296740164	18.5088231838768	18.5186162863755	18.5554385883741	18.5654907731394	19.0778424811823	18.6832042438964	18.7082123840814	18.5346886472524	18.5840290627903	18.5322417832998
"28S ribosomal protein S35, mitochondrial"	19.2754386150018	18.3526099609397	18.4853096937657	18.2346375065421	18.3019184240882	18.2189096348788	19.5541672238042	18.9554188989053	18.1096508651229	18.1169715348208	18.393319796032	18.68045676693
"28S ribosomal protein S36, mitochondrial"	18.6486643226046	18.7007983808529	18.8772932282532	18.5769206397758	18.5689007350268	18.8974284600339	19.4650669278302	18.7673917041424	18.2933254164379	18.5158754311907	18.5877533315858	18.5724575005665
"28S ribosomal protein S5, mitochondrial"	19.0007629348546	18.7669505205429	18.736748677819	18.6395000746904	18.6383020325609	18.3594976269606	19.1618537320985	18.6650585063179	18.7294164626461	18.6388568217851	18.7609733142508	18.7651227918406
"28S ribosomal protein S6, mitochondrial"	19.3725714193479	18.6479462484402	18.6911873021308	18.6261411096984	18.7779261078424	18.8930433703924	19.1153030763598	18.7680490075419	19.0105946124402	18.8896729275952	19.0330300922051	18.6375468909412
"28S ribosomal protein S7, mitochondrial"	18.9520252297897	18.2625257712271	18.4086946560258	18.6432664433888	18.2720974208363	18.3944933500203	18.611928210095	18.5501709852411	18.2473945825269	18.2827931530218	18.5623276562548	18.5725435886756
"28S ribosomal protein S9, mitochondrial"	19.2469784525179	18.9509410289768	18.5644979511018	18.5165128095397	18.653183217605	18.7477350539357	18.7944223004802	18.7574142793802	18.7384135284841	18.3751619664727	19.028315832637	19.1082131213806
"3-5 exoribonuclease 1"	17.8324988006865	17.6424951081185	17.4911513896425	17.9517981205838	17.6959344670547	17.8744388279723	18.1136453380383	NA	17.6424951081185	17.6777315570345	17.6927706978684	18.0478627797795
"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"	19.3240276909603	18.7566332721189	19.0043495847774	18.6721462364806	18.7327812209114	18.9797830904211	19.541135251478	18.7795216054436	18.829264488591	18.8597321407425	19.0266137740046	18.6747757235328
"3-hydroxyacyl-CoA dehydrogenase type-2"	20.9478675052111	20.6437032512615	20.6417033811174	20.6884688577199	20.5488141503335	20.6984119957491	21.0975822208546	20.7887393987982	20.5747684289492	20.6016782086314	20.6381749755892	20.7342423399622
"3-hydroxyanthranilate 3,4-dioxygenase"	18.5908223011977	18.0937931053462	18.538784331322	18.6947057703519	18.5853775616261	18.1743658557893	19.1597266894173	18.8443881580306	18.4773266568058	18.3075067028103	18.638912814182	18.6169953010909
"3-hydroxybutyrate dehydrogenase type 2"	18.2336966946242	17.6177364739833	18.4346142205106	18.054225279305	17.5939007141427	18.1936343641677	18.909664747366	18.0508235569153	17.9629784519904	18.1789824904115	18.299631032382	18.107735497738
"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	19.4692966705616	19.3156514124079	19.1253089326042	19.1694758993312	19.0051330264386	19.0265460678402	19.6321970008098	19.2509207049048	19.18517854947	19.334030674768	18.6623994922929	19.2903280031116
"3-keto-steroid reductase"	16.6241848929462	16.9262225774175	17.2840117443734	16.6962794875863	16.7506169074725	17.2310672489726	17.4181652085346	17.4980449245754	17.0587413117277	17.272993750694	17.2288533356086	16.8003439768059
"3-ketoacyl-CoA thiolase, mitochondrial"	20.1512473960109	19.7825617495535	19.991944373235	19.6909049961512	19.5079987348743	19.8879541681536	20.30605932815	19.9363986708933	19.7938153992003	19.8687310968671	19.8078256026717	19.8144268212161
"3-ketoacyl-CoA thiolase, peroxisomal"	18.43425947313	19.1250335712961	19.2644425508557	19.2143739541663	18.3974468057182	19.0855577055148	19.7113683191891	19.4481381759756	18.6600613207067	18.9733799458738	19.2564301655132	19.2871969735955
"3-ketodihydrosphingosine reductase"	NA	15.4860640533002	16.9121867600179	16.75289229521	14.5157547507976	14.9508900101087	15.0000701102092	16.8341302992592	14.7451804397668	15.1092715039304	14.8604740202047	15.4507771755842
"3-mercaptopyruvate sulfurtransferase"	19.0471018057683	18.700977125315	18.8365644061149	19.0264812794947	18.7084783757635	18.957930460556	19.1182105468058	19.0936654693832	18.8151166266987	18.8687900144	18.5121144749699	19.0393001242989
"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	17.7084455428625	17.926393021506	18.1003383100509	17.4268606204352	17.5575001748126	17.5328930329172	18.3677410335936	17.4808708318039	17.6205711984681	17.7779726093256	17.9240232768675	17.2528966624259
"3-phosphoinositide-dependent protein kinase 1"	17.5367506657413	16.8465451721515	16.5662450798263	16.7127512164442	16.6308998531469	16.6783899178945	17.0093645936565	17.3309759413298	17.1472150515506	16.2907235787274	17.2798699843891	16.4300478418151
"3(2),5-bisphosphate nucleotidase 1"	20.3383467189484	19.8489827126681	19.8876834099811	19.9001913930802	19.8058797528304	20.0323212072535	20.3247810180463	20.0377936511862	19.8926951571513	19.7707380195836	19.7882195431005	20.0559589377852
"39S ribosomal protein L1, mitochondrial"	19.8232747916007	16.7915220049583	19.0447576568111	19.0529730624827	19.4356371806383	18.8578916184486	19.6126145979643	19.2268212351485	18.1358397934499	19.1393343879003	19.500669956516	19.5054469774391
"39S ribosomal protein L10, mitochondrial"	18.6460898046745	17.943478067789	17.7172265926908	17.6589391723805	18.0168657625475	17.9577932485089	18.5147245500496	17.7796291561028	18.3118684688493	18.1291052092271	17.8513312916034	17.4619074325794
"39S ribosomal protein L11, mitochondrial"	19.2503655842011	18.2710383006289	18.8453820082468	18.4057453901097	18.6677385699151	18.8015683714451	19.3464450797418	18.6880604683233	18.7159011091263	18.7078697027354	18.8428424278878	18.71567549607
"39S ribosomal protein L12, mitochondrial"	20.3977183351326	20.0032918633268	20.0979901844517	19.9559657047483	19.9081406398281	20.0736825507685	20.5536044871264	20.1119372838013	19.8970821045233	20.0861659273841	20.0790147336922	20.1024832024785
"39S ribosomal protein L13, mitochondrial"	20.8150419052658	20.2951122898617	20.5601794556328	20.175711757984	20.3619957133029	20.3607882139295	20.3945823054904	20.229769543042	20.505489952775	20.200554743279	20.293612892357	20.2132356662809
"39S ribosomal protein L14, mitochondrial"	19.4830953318396	19.0266131283668	18.9944649802453	19.0707211079404	18.9529948581975	19.1627150093307	19.4300981233057	19.1302864752279	19.1858003173949	18.8917400691608	19.0026976434447	19.1010244444586
"39S ribosomal protein L15, mitochondrial"	19.1620587761348	19.3253720221515	19.8505188305902	18.7849037045857	19.0221603577318	18.7101005818848	19.3856047365863	18.9138290475545	19.32852565147	18.8626217505008	18.7121495540085	18.6853986761608
"39S ribosomal protein L16, mitochondrial"	18.9247962444266	18.0377070980927	18.1910336128146	17.8576554947231	18.1056173369889	17.4540362437213	17.113291295558	17.9603161715131	17.1982681392613	18.5597235102746	18.3987660052764	18.0506341957231
"39S ribosomal protein L17, mitochondrial"	19.2743097122925	18.6702187895494	18.7511221037056	18.6469290786094	18.8642861998534	18.7264870713731	19.0855322188214	18.7001729319717	18.7976042303772	18.7304709215594	18.8037362810209	18.7836167274363
"39S ribosomal protein L18, mitochondrial"	19.9677718359807	19.4040830530548	19.2756879688979	19.3194443840383	NA	18.6732111747139	19.1343236899598	18.7422603129051	19.6063078995381	17.9688944869163	NA	NA
"39S ribosomal protein L19, mitochondrial"	19.1914781326024	18.5581259558552	18.7409899923796	18.6972522368744	18.7237532505363	18.7275559327006	18.6498860556032	18.8500487700079	18.3194298533513	18.6197720586863	18.3987712443802	18.9532572036595
"39S ribosomal protein L2, mitochondrial"	20.7264180418309	19.5042904111855	17.3475919173153	20.2704008736125	19.473492214102	20.9907676178494	20.4534688657605	20.2669519667244	20.3244258289329	19.9572427411003	20.0419399317055	19.8048982048881
"39S ribosomal protein L20, mitochondrial"	18.5195017347847	17.8546185923166	17.7365441429116	17.4818772912288	17.9812850511228	18.9178811697185	19.1939919671388	18.1510344742086	18.766358414549	17.6556935967036	17.9248404335032	16.221153888893
"39S ribosomal protein L21, mitochondrial"	19.1688564562578	18.5963376529573	18.5832069135414	18.4767934610647	18.6118655873932	18.5601108116886	18.6255658686356	18.8152390526672	18.6430950490708	18.4920012355575	18.4149234705488	18.5708365720323
"39S ribosomal protein L22, mitochondrial"	NA	18.2114785755213	18.4264200945901	18.5754299097337	17.913933912358	16.9324348787635	18.8883539415625	18.3245154865751	17.4955304270614	18.1865669644421	17.6041117588341	18.4126336616724
"39S ribosomal protein L23, mitochondrial"	18.8215952264236	18.3351009070508	18.2301749500446	18.3336341551527	17.9197191402429	18.3726745220418	19.0963475036996	18.8269860492435	18.2928608933929	18.1949611233665	18.6633954321205	18.4704589191567
"39S ribosomal protein L24, mitochondrial"	18.9141061111256	17.5915904950668	18.4113288431971	18.0599078173172	18.0433076409029	18.3393856945408	18.64076885928	18.5300687983501	18.1512361585221	18.1989374528165	17.8787973599751	18.2563797529181
"39S ribosomal protein L27, mitochondrial"	18.2962568425527	17.8965383423508	17.9843540013499	17.9010168184831	18.0013860561728	18.1042136075354	18.5093134883227	17.1113923997785	18.0935042520856	17.8872538821289	17.8107617333915	17.9095286567195
"39S ribosomal protein L28, mitochondrial"	18.1822061123069	16.9135874764106	17.8847153892091	16.9956025119706	17.9256000681826	17.9507357583459	17.2967264684918	16.9894150645321	17.3981703717935	17.5001809193253	17.4574062266544	17.9142527467763
