"rowname"	"DDA_APT_D5_1"	"DDA_APT_D6_1"	"DDA_APT_F7_1"	"DDA_APT_M8_1"	"DDA_APT_D5_2"	"DDA_APT_D6_2"	"DDA_APT_F7_2"	"DDA_APT_M8_2"	"DDA_APT_D5_3"	"DDA_APT_D6_3"	"DDA_APT_F7_3"	"DDA_APT_M8_3"	"DIA_APT_D5_1"	"DIA_APT_D6_1"	"DIA_APT_F7_1"	"DIA_APT_M8_1"	"DIA_APT_D5_2"	"DIA_APT_D6_2"	"DIA_APT_F7_2"	"DIA_APT_M8_2"	"DIA_APT_D5_3"	"DIA_APT_D6_3"	"DIA_APT_F7_3"	"DIA_APT_M8_3"	"DDA_FDU_D5_1"	"DDA_FDU_D6_1"	"DDA_FDU_F7_1"	"DDA_FDU_M8_1"	"DDA_FDU_D5_2"	"DDA_FDU_D6_2"	"DDA_FDU_F7_2"	"DDA_FDU_M8_2"	"DDA_FDU_D5_3"	"DDA_FDU_D6_3"	"DDA_FDU_F7_3"	"DDA_FDU_M8_3"	"DIA_FDU_D5_1"	"DIA_FDU_D6_1"	"DIA_FDU_F7_1"	"DIA_FDU_M8_1"	"DIA_FDU_D5_2"	"DIA_FDU_D6_2"	"DIA_FDU_F7_2"	"DIA_FDU_M8_2"	"DIA_FDU_D5_3"	"DIA_FDU_D6_3"	"DIA_FDU_F7_3"	"DIA_FDU_M8_3"	"DDA_NVG_D5_1"	"DDA_NVG_D6_1"	"DDA_NVG_F7_1"	"DDA_NVG_M8_1"	"DDA_NVG_D5_2"	"DDA_NVG_D6_2"	"DDA_NVG_F7_2"	"DDA_NVG_M8_2"	"DDA_NVG_D5_3"	"DDA_NVG_D6_3"	"DDA_NVG_F7_3"	"DDA_NVG_M8_3"	"DIA_BGI_D5_1"	"DIA_BGI_D6_1"	"DIA_BGI_F7_1"	"DIA_BGI_M8_1"	"DIA_BGI_D5_2"	"DIA_BGI_D6_2"	"DIA_BGI_F7_2"	"DIA_BGI_M8_2"	"DIA_BGI_D5_3"	"DIA_BGI_D6_3"	"DIA_BGI_F7_3"	"DIA_BGI_M8_3"
"14 kDa phosphohistidine phosphatase"	19.9781506722671	20.0229462349752	19.6818238173691	20.0283803512581	19.7918395851336	20.0849872427163	20.0540344140373	19.7734121841926	19.7181773441568	19.8179237870721	20.1516269775336	20.3955864955333	20.1475702418749	19.9920650237347	19.9193295991173	20.0037724206723	19.8466293072924	20.0581019346591	19.7906027808466	20.0477497983883	19.5028680085315	20.0851254562516	19.9949047267793	20.1101698080972	19.4393540765757	20.1043941381539	19.9317380158549	20.2110879905392	19.2415749696976	20.1858371573786	20.0797137595135	20.1970170769152	19.875431396376	NA	20.417578410478	19.851425412253	19.4245795603756	19.8534008013181	19.8170869817622	20.1371289730204	20.1187347315386	19.8257498664686	20.0821156119053	20.3472703058345	19.4525113762485	19.8284683115063	20.3159248490779	20.2959177371888	19.7934194139035	19.9928814883345	19.9491101864454	20.0924815907754	19.8088541534903	20.0306100978212	20.1121962339219	20.0083432294751	19.8069150620723	19.9864215233907	19.9638334045402	19.9538227220742	20.3438292261382	20.3508731681909	20.3486286968749	18.4486218247068	19.8120274577609	19.4727773100719	19.6092896993157	20.3303207675116	20.0391006682499	19.6909604006142	20.7165659924416	20.3358938943679
"14-3-3 protein epsilon"	22.1390145943644	22.0326224521677	22.0543515800683	22.0928324791946	22.1245549302166	22.0105070327531	22.0354927495531	22.0377271389659	22.1345082406644	22.0637501843457	22.0790700102186	22.093098609147	22.1537658760862	22.0871489882908	22.1061179226854	22.0133393497833	22.244354674653	22.0447096024033	22.0469230301563	22.0134274580064	22.0826550403949	22.0049328555731	22.0044686205543	22.0956865830724	22.1482159926168	22.0759483716228	22.0572541273538	22.1519494110778	22.186346460951	22.0845869013903	22.0448323560629	22.0053424672575	22.1216139765272	22.0187624358693	22.0484561750916	21.9542213258383	22.0895687265756	22.0472143533717	22.0298941064402	22.1165033260199	22.0977874073739	22.0150940271099	22.0453156164573	22.112842075127	22.1350402297071	22.0792883995904	22.0704403533422	22.0585413805444	22.1527545972829	21.93465195644	22.1071099859068	22.0735166081812	22.1433849833151	22.1071321053323	22.0601983572504	22.0407951044667	22.1717272821318	22.0317542780858	22.0752026319186	21.9993021113477	22.0713295121447	22.0160079768137	22.0297756608889	22.1220167214643	22.1165439688809	22.0581056593905	21.9843734803869	22.1175902675626	22.1680481688295	22.0503354141248	22.0208791612461	22.1425240099266
"14-3-3 protein eta"	20.3313776708619	20.1303827769642	19.971342749277	20.3164080253883	20.3889813646765	20.1509241075419	20.0940174216556	20.24535207101	20.3541237458669	20.3093040752211	20.1726285975801	20.3557152406495	20.3435478921712	20.2774461712523	20.1456877908794	20.1871451627818	20.3637949712802	20.4101982179399	20.0426021057303	20.2650584143315	20.3249701505765	20.2313011296435	20.1113537138841	20.1174521262218	20.3962436941671	20.3312084926759	20.0684686559918	20.357455545485	20.4313837151267	20.2121578021482	20.0914718679108	20.2178598282321	20.4003047978624	20.1952449375539	19.9973847439913	20.1213737655478	20.2985311214361	20.1948188563489	20.0335847566698	20.4120721943737	20.3354639065191	20.1842790310322	20.0505195431911	20.287584227376	20.3995716050808	20.2764631537015	20.0719694584766	20.2756999924869	20.4010132822117	20.1748030508786	20.0816547048134	20.1977286049396	20.3468163556331	20.2365719780754	20.139298650121	20.2221255719527	20.3154972764519	20.26578118855	20.1265381972653	20.3127289858003	20.3251058259125	20.2738206743212	20.1133826265162	20.2738212774066	20.3511050981535	20.2687327854382	19.9509108274065	20.2573734507396	20.3493100327067	20.2823337222471	20.1193147892976	20.2553467365476
"14-3-3 protein sigma"	21.5583529801349	21.4156402664863	21.3693845484921	21.6147695160271	21.4452219248499	21.4985182032549	NA	21.5522689842381	21.5345760009859	21.4586372881775	NA	21.5676301147635	21.4535733172793	21.4394461981786	21.3098185906113	21.8674553097463	21.3689221324812	21.4884571283953	21.5192194907284	21.4332368850731	21.3789522761127	21.6966195500914	21.3564251400001	21.451967563498	21.5068690576651	21.4068465264794	21.3452805182377	21.550298626654	21.5900617055327	21.3568845777778	21.3929480679761	21.5004960849569	21.5339500580944	21.4063975794184	21.3776672105853	21.796393568818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5020250151466	NA	21.3756972537955	21.4686453153312	21.3973122348997	21.5018199293276	21.5048008851353	21.5459619572536	21.6128076187071	21.4899104655795	21.4117054044501	21.4796313290178	21.6075027195766	21.3771761530977	21.2521400593934	21.3579908271006	21.4667415667185	21.4636703317846	20.8803745761305	21.7205006711311	22.0261511507776	21.6328422316759	21.7736476605709	21.2053556342388
"14-3-3 protein theta"	21.0861260199343	21.2221086843648	21.2050994617656	21.2385353651428	21.0922864157802	21.2242479128023	21.1265171728877	21.1649954044354	21.0859685820018	21.3313778150648	21.1840892540429	21.3840566723858	21.2083847548324	21.4093603673441	21.2584827463526	21.0892944721164	20.977927939926	21.363949497341	21.2348896125661	21.319220265965	20.9364910309412	21.2497470975878	21.2238204633712	21.073840512265	21.1234526656104	21.289827824432	21.1961255525434	21.2042065487649	21.0406671935718	21.2860347632264	21.1937352085745	21.304517397558	21.1046926432343	21.2637806500936	21.1768719745176	21.1614963384817	21.0328959339785	21.2670849326545	21.1937588477021	21.3417879108304	20.8776308253682	21.304873423041	21.2648541978765	21.3561560721308	20.9926192820517	21.2707683764664	21.1754299045062	21.2675490540027	21.0765731550855	21.1617385365878	21.1863076797685	21.3474992522383	21.0595406551584	21.2780088464917	21.2650595495316	21.2076547497556	21.0726875779063	21.3604570401689	21.1528882237994	21.1769934941168	21.0269873775282	21.290470212718	21.2172701880754	21.2198768084969	21.0460694723268	21.2535132182947	21.1497686548365	21.253062470559	21.0388436355446	21.3018342194973	21.2111700181597	21.3365424845718
"14-3-3 protein zeta/delta"	22.5462382455574	22.5661611726498	22.4814970608317	22.6741194075474	22.3877373497239	22.5826637195069	22.3360442516938	22.5280583438655	22.5260579678722	22.6325465133891	22.4937695095081	22.7008296242048	22.4817655517713	22.6461476859084	22.5321687586971	22.6275624181116	22.4138403551067	22.5767739557893	22.3342440113964	22.6517035242448	22.4908002140779	22.6029113216617	22.5001798603352	22.5976255092498	22.5508667305894	22.5853360124762	22.4784701114485	22.5655270496575	22.5273626551532	22.5600074362152	22.5355389815914	22.5886796085585	22.5647573181643	22.5073652162723	22.4701041147726	22.5217079314514	22.4723540153146	22.5902315873909	22.4491323502366	22.5908000664062	22.4144687998123	22.6165304824952	22.4703135236631	22.6975360996089	22.4630369254296	22.6252312563745	22.438393004821	22.6276950547979	22.5638894373036	22.6117595827535	22.4771039663359	22.6005692987186	22.4676469843287	22.5680365995292	22.4467150982133	22.5933811340033	22.4990884026746	22.5470600816456	22.4706230246066	22.609849556238	22.5501885011723	22.617919257882	22.4021236964336	22.6237695233007	22.4784463448536	22.5398500390336	22.2187337565015	22.6436301804309	22.5375167395966	22.5571925913685	22.5512660748984	22.7350864608789
"15 kDa selenoprotein"	18.8485825775236	18.8297143422989	18.7123773059498	18.5518850521435	18.7228954253009	18.6817596587415	18.8957009608949	18.7838955401016	18.6641460684146	18.7843728867609	18.8009086616931	19.1120304052685	18.6881150348372	18.7424805509078	18.8683267326932	18.6913370436958	18.8882476761219	18.8710364486256	19.0147357248158	18.5493763961449	18.785674123774	18.5523670111411	19.0471720357049	18.6894001066304	18.6894302052496	18.940781375735	19.0932758323125	18.3461079021562	18.6648836677229	18.8184510095137	19.0971723312883	18.6309332144421	18.606800515673	18.7109957797791	19.00291866924	18.7865183819798	18.6191895894018	18.8027825493286	18.9241856865651	18.7588356465997	18.7222940375221	18.7932748469967	18.8872749194244	18.643410339287	18.8001202296118	18.7653931728705	18.9238815012521	18.7476263662323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.006742881001	18.8772999094491	19.1692401237438	19.0230758333419	18.781361336684	19.1016812244155	17.8727463454967	18.5925736924423	18.9057179130964	18.2726270650361	19.2098913547217	18.5753112056632
"182 kDa tankyrase-1-binding protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3531737256723	18.2273241589921	18.7606909162925	18.7487964246804	21.6432203224692	21.1947632173702	19.7489164522599	18.8855468961899	21.8475464110359	18.3526218529719	NA	19.5526221681902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7581263386936	20.2448177617177	20.3347691724708	19.6806345632526	19.8647058700674	20.2926478319079	19.6845999542303	19.00971537046	19.9825714393815	19.2920496939307	20.317957863129	19.6914050602348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2189193363605	19.3644971692098	19.973482575645	19.8109278880938	19.248873302935	19.0600652725743	20.177017930455	20.1726153376952	21.0093187646196	19.6790292243502	19.7127921223305	19.7264619952076
"2-5-oligoadenylate synthase 1"	18.6135667760638	18.4655078716748	18.6389381238319	NA	18.2756345121206	18.4962585889677	18.5425312828586	18.1750254610101	18.4520507129911	18.5798878350364	18.5902630291464	NA	18.7377021532882	18.6318039220686	18.7382702208645	18.8523812347798	18.3310841265304	16.7978783390053	18.5803975915129	17.8368530417601	18.7144493791283	18.7105023156919	18.7280434735809	18.0739550823298	18.3611166923601	18.57781622942	18.7590054208832	NA	18.4364567227872	18.6547270332377	18.7023084970194	17.5552644543301	18.5770717094791	18.4974387855261	18.7084586486583	NA	18.5396180364343	18.5134117448622	18.7482532928526	17.7488997945557	18.5950260893778	18.6849749495129	18.3646659757846	17.4313639145856	18.5749731824832	18.7918199515911	18.9214686429026	17.8188453055978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7458214548765	18.7166811268666	18.2241685418697	18.0512035903055	18.6250654481339	18.4221003938242	18.5253713629224	17.8429112323234	18.5060860245264	18.130948226285	18.8595548125694	18.0834086660378
"2-5-oligoadenylate synthase 2"	20.6724807185166	20.5018645119548	20.0726515831563	21.0614159806585	20.7336087716604	20.4961299415114	20.0794185348084	20.905808564067	20.6744375282253	20.4444839194088	20.1599661749032	21.105317887453	20.5270938643827	20.6082937370149	20.2153107191076	21.0043277031192	20.6268962367408	20.5827521560945	20.0000720522412	21.021239127982	20.7201620201799	20.5926883552614	20.0667080830432	20.9420400611569	20.6663309780061	20.4668268014666	20.2109350644023	20.963935704071	20.6482140232757	20.4782542737602	20.0812602222779	21.0583829379358	20.7365342822039	20.4410964066789	20.0818650567984	21.0739483654473	20.7565680375023	20.4552243776468	19.9938395486206	21.1604829561424	20.7021877500458	20.4917009886017	19.9788525640547	21.2163754841258	20.6536339137419	20.491766181484	19.8865597012376	21.1203926131205	20.6065861853036	20.5140201437339	20.1132728905941	21.0254791700317	20.7942099137376	20.4584023522211	20.0904436122714	21.0578226484554	20.6530939257009	20.5724030245443	20.0446709198593	20.9771793298707	20.610141267064	20.5978121162058	20.0361617410313	21.0282653288986	20.7580056575344	20.5751337896724	20.0215089345089	20.9770431354392	20.6648217983126	20.545163236645	20.0290612349218	21.0644658760901
"2-5-oligoadenylate synthase 3"	19.6824867034403	19.6772519385132	19.3946461160427	20.1506500273561	19.6801414839269	19.611993976161	19.4102942560143	20.1153161381134	19.7126528900279	19.7454686345345	19.4080065994688	20.1356437774598	19.761295811898	19.7642922822857	19.2696869417523	20.2296127765309	19.7234595251647	19.5774777475171	19.335114709919	20.1437085256565	19.6336240119121	19.7425160188281	19.4098044695767	20.1339597200174	19.7529968116392	19.6289803679195	19.3366849036443	20.1293325592737	19.7528844257566	19.643802457409	19.3050211975818	20.2358169266654	19.6948712215009	19.7357759099629	19.4312296254763	20.077156134229	19.6904985330938	19.752863302571	19.255160170906	20.2183584006733	19.7271059977671	19.6546470373516	19.3312761397792	20.1872188681413	19.6683773525787	19.6638727699939	19.3877956854311	20.187378282772	19.7347957198983	19.7291379818272	19.2085747353723	20.1016244137209	19.7302030866851	19.7335164072107	19.3549274047311	20.2119689294105	19.6995674814291	19.6584425190284	19.4068567330414	20.1549371287037	19.7554279488441	19.632759698743	19.2236652137163	20.2139776067078	19.7574628319915	19.7424622079444	19.3153308665173	20.1691828363047	19.6869076340639	19.7475999513004	19.2773087625986	20.2024669823264
