rowname	DDA_FDU_D5_1	DDA_FDU_D6_1	DDA_FDU_F7_1	DDA_FDU_M8_1	DDA_FDU_D5_2	DDA_FDU_D6_2	DDA_FDU_F7_2	DDA_FDU_M8_2	DDA_FDU_D5_3	DDA_FDU_D6_3	DDA_FDU_F7_3	DDA_FDU_M8_3	DIA_FDU_D5_1	DIA_FDU_D6_1	DIA_FDU_F7_1	DIA_FDU_M8_1	DIA_FDU_D5_2	DIA_FDU_D6_2	DIA_FDU_F7_2	DIA_FDU_M8_2	DIA_FDU_D5_3	DIA_FDU_D6_3	DIA_FDU_F7_3	DIA_FDU_M8_3
Mannose-1-phosphate guanyltransferase alpha	18.83969996284366	19.235090066125167	19.351511224223465	18.77964801281746	18.67334181272406	19.13440110075696	19.213914142712063	18.416805929989067	18.617966104124264	19.161479732738762	19.113342584252564	18.80989921575756	18.567249386612264	19.200370975465365	19.244710210644765	18.676779635471764	18.673540196097264	19.256363211898165	19.287505477979266	18.670114182961765	18.679898480849666	19.157967937621965	19.344452413972665	18.588147779489564
BRCA1-A complex subunit BRE	18.574908119262954	19.082160660426954	18.678140072520755	18.971306339523053	18.713664683745453	19.231171108150253	18.706272228663455	18.639072585582856	18.772895701402454	18.719229871344755	18.324584043561153	18.844161190569356	18.876570206221505	18.441305288482305	18.508844556176204	18.861957985500805	18.948819544826407	18.724774910471105	18.514155731808003	19.077208402733206	18.929300504999205	18.809233281837805	18.968774898126103	18.596621293570806
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1													17.8355701555023			16.3262449565593	17.1236826675227	17.1273016309323	17.0520703641224	15.679175287093	17.1290567502209	17.2475987741098	17.0628094777036	16.8212379416136
Prolactin regulatory element-binding protein	17.95127171493482	18.31546317851992	19.237613750052418	17.99570056682662	17.96495324336702	18.41322253805812	18.43286979787522	18.600788420659917	18.26162970558142	18.38359239430642	18.609046490039418		18.170455733587993	18.520344211027993	18.416571081958793	17.903473861136394	18.132268696413394	18.488511340950893	19.017746741096694	17.649557880374893	18.398660660355493	18.610122095307393	18.712444380112995	18.201717236238892
Poly(A) polymerase alpha		18.43290933705265	18.20486027301935			17.983649953458944	18.160878917074648		17.724396986479945				18.207552835334816	18.307036764145316	17.713463661117615	18.917153070461016	18.017299491240014	18.204378013106815	18.403477268143316	18.568949757646514	17.877831042114714	17.720198246925815	17.987292132348113	18.314650557344713
ADP-ribosylation factor-like protein 6-interacting protein 4	18.33893960214202		18.74966475058942	18.60552562592622		17.92868257767482	18.38519081338852	18.51660011144072	18.45720638457092	18.36276468332802	18.19659965386402	18.47969225206372	18.063166827270656	17.894785323821054	18.728962234040555	18.274398228918255	18.824770797951857	17.943213341608956	18.385609162112758	17.951948498129155	18.981634546438457	18.639927444447256	18.451306265572455	18.714157823637954
Poly(A) RNA polymerase, mitochondrial													19.5212649283391	19.837480967861	19.1740919743397	19.8717638006293	19.5473068804956	19.5687092965396	19.956988298002	18.3869334795058	18.5044942127567	18.3408805225722	19.3389565896266	18.5477336051541
Early activation antigen CD69										17.565433587084545	17.248893167489445	17.850575367923245	16.4414453199156	17.830270502007302	17.417003840869704	17.1483348417649	16.314998553092202	17.974204044554703	17.8357529242341	17.1003679856084	16.857001729100304	18.187131961414998	17.7167066513964	17.523986283034198
GEM-interacting protein	18.39007495970082	18.735440328119417	18.847932443463616	18.79316238598672	18.667244094862518	18.69006307901782	18.204669800675617	18.60823804742492	18.454979887267317	18.47349324495792	18.746696284001118	18.47432608990522	18.18900129035235	18.56245103023355	18.68340501253695	18.89291712471925	18.25429220864705	18.58145259216145	18.60959948827175	18.90276081546055	18.37554777424005	18.58587243867425	18.46985605563815	18.979164814447852
Rab11 family-interacting protein 1	21.288164669337203	21.035679476465702	21.104238715049302	21.030281838896205	21.0127176452185	21.112595612833204	21.015947897142205	18.200789385232405	21.004747852197003	17.564763420313202	20.943776536039802	21.2732847596796	20.6078071355709	20.8727934887052	20.6595194996019	20.8266602727652	20.4308317729926	20.7764420766169	20.6853433227193	18.8973657159651	20.6503952964343	20.8945020812611	20.6598929466452	20.6254341991267
Plasminogen activator inhibitor 1 RNA-binding protein	20.477615263016325	20.453899364112527	20.553277559494727	20.433079416052227	20.480318174045625	20.369643785771828	20.552218696151126	20.552902745905627	20.520335151493825	20.402571392802127	20.586761429629828	20.538383488569725	20.51592153079639	20.409358049881792	20.472535005190192	20.549625506879792	20.54433589434129	20.467791391679793	20.586649088765792	20.468381724492392	20.48826404710229	20.48194155529979	20.48522566928969	20.450977003326592
Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	18.15854325160293				19.003916920775126		17.775109904064124			17.935716056081326	18.22617284530933		18.507395932824842	18.464489618053644	18.060670463265843	17.53184579670784	17.996694939434942	18.079232133327544	18.549837243609844	18.137987448554142	17.607235349388844	18.52855871537024	18.005533639698044	18.492045459573742
Heat shock protein 75 kDa, mitochondrial	20.685717131231716	20.461585012879816	20.489013411125317	20.213381059833015	20.552252773922017	20.481702386718716	20.600427892044515	20.203044213217517	20.699424138425115	20.433660727854114	20.535102849128315	20.160654227533016	20.5782633097986	20.4499828590238	20.5240325282757	20.2247594810966	20.6115518591176	20.5312300031867	20.6153279236148	20.18556159721	20.5874821133157	20.4705997725285	20.4959833270196	20.241191049725902
Kynurenine--oxoglutarate transaminase 3	19.07797699647085	18.648564869838246	18.977433249031947	18.645755358368547	18.87499719628745	19.024818855326746	18.741848934401048	18.842552966890146	18.81115786685425	19.00169927214875	19.085872769183148	19.231457408636448	18.60273663637198	19.06307803780938	19.13306002182288	18.96236755458328	18.66267800037428	19.06260828069218	18.99734296779598	18.93590416012248	18.66312931241138	18.980279850930682	18.791854204154582	19.10909671636898
Vesicle transport through interaction with t-SNAREs homolog 1A	18.889734739023652	18.783335954803352	18.96777428675465		18.37816532934985	18.72661069300415	18.906619390416452		18.79897087034665	18.583467172879253	18.69299184921575		19.958824046952003	18.682187767079803	18.834156934624303	18.815238414821504	19.459144399591402	15.645774909130303	19.160320650205303	18.420741557261103	19.420441836634105	19.012826950405202	18.973163859733003	18.826365316259704
TRMT1-like protein	18.215699108456498	17.815507023980597			18.215979838106897	18.3737547198099	18.4656352509496		18.177475689944398	18.1174009712608	17.764491644411898		17.795714220307012	17.975140835559912	18.022811589918312	18.175544899366113	18.507501812033613	18.14753295323441	18.21281217248261	17.99993079997101	18.17311810678461	18.074123859043613	18.426693783875113	17.933725501140213
DNA-3-methyladenine glycosylase	18.158928886570372	17.981782872671474	18.341220228128574	18.235217999868475		18.265518372460974	18.222184859618572	18.192160484445875		18.284580021843773		18.348019201300275	18.1965042306734	18.4353536757328	17.7557234350653	18.4837209747238	18.1609887471316	18.3412953379934	18.2128527302441	18.0856881128356	17.7777065724982	18.2716526676427	18.3414023151316	18.1761494137167
Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial					17.215791481514678		22.84583053124008	22.84136851754208	16.84475563262188	15.65361294167058		17.36448498650788	18.945935162105833	19.148625648925332	19.19345370610713	17.782680180993232	18.618896412351035	18.503951055754733	17.830346348147433	19.054725851398132	19.273412055075035	18.784633612514632	18.954121500181135	18.971308969118933
Treacle protein	19.720434091538845	19.241878917266042	19.376672155154544	19.397324473873642	19.730227810412245	19.460251293060445	19.631295391329143	19.482533308411043	19.63843258831354	19.443826808193343	19.571980085168242	19.243888301173342	19.618749240714827	19.529182728849428	19.47294100948663	19.429364167000628	19.610129908635326	19.406277296469828	19.587799728702826	19.348084970316126	19.68085567620213	19.417694283285527	19.456193582288428	19.381472631943026
Programmed cell death protein 10	18.491116913044454	19.31827357884855	19.379055429834153	19.446599985522752	19.156108384440852	19.23997496145015	19.454234422264854	19.450201982974754	19.338411087074054	19.383629352925954	19.106297947712854	19.117039111639354	19.21880254964165	19.342098974722752	19.247173427179852	19.44509008260215	19.117011057766952	19.265596197697455	19.283700268708955	19.358255623989052	19.00260679899175	19.283672675054554	19.003130130597953	19.31380537077925
Mitochondrial ribonuclease P protein 1	19.181192558026083	19.151443115801484	19.296650542928283	19.178887189024085	19.080498612478685	18.982088041255086	19.023774402557684	18.981554519357786	19.068337649323183	18.739124725841485	19.287449156540884	18.821944021351886	19.101666782846515	19.144763547046914	19.124475959038115	18.894555832583816	19.230823807977014	19.013853238952215	19.001613781631416	18.789889106742816	19.153557760138515	19.132576352626714	19.237214423363614	18.967953941539015
Tetratricopeptide repeat protein 37	18.887052166281542	18.530606153954842	18.644924518336744	18.691946560520645	18.732806093304944	18.774891324027443	18.833783973772842	18.717269930938144	18.410706875171645	18.341691507002544	18.711533583351844	18.496061092068544	18.63576161450041	18.570721519612707	18.527945298473508	18.67814738304491	18.56724831949931	18.520940812004007	18.809608472568208	18.59157741534671	18.59510810738031	18.63506794613391	18.977698331319107	18.663448558848607
LIM domain only protein 7													19.0147823662069	19.3659262430446	19.063796498992	20.7978728987896	19.0467791004808	19.1588328930676	19.5501046168473	19.0823559569266	19.0109700812276	18.9495268590522	19.2032602389567	19.0495408719247
F-box-like/WD repeat-containing protein TBL1XR1	18.536147316128147	18.88932893019305	17.929345657875547	18.696146791218947	18.694546871963748	18.151038058670245	18.489950692819747	18.511338388685147	18.776802112460945	18.616941511894446		18.176217266897947	18.497555416702063	18.491536441241166	18.347055637139764	18.555402141869564	18.461220802414566	18.679721988862664	18.025676814891266	18.714326056649266	18.610712722231366	18.565520928606865	18.150225551705965	18.561272797867865
Nucleophosmin	23.504841172821074	23.450982414399373	23.524870621797973	23.496283627157574	23.669356843864573	23.46742942498897	23.56757165260307	23.50742745741527	23.662982108289974	23.477419650081572	23.50408114992967	23.494598188205973	23.557790920922955	23.527572876298755	23.604181219098255	23.434750258644158	23.703221380363257	23.486193936258957	23.654726630328355	23.288364415091355	23.520874469328355	23.517211381971855	23.560439681032555	23.472517142215956
Cysteine desulfurase, mitochondrial	18.375990650018007	18.52159155865111	18.56358738106551	18.49380482174631	18.13527040799291	18.41179572439691	18.48736778030321	18.66007255397291	18.65368842858851	18.69613837610941	18.73285897975741	18.40681043429171	18.623620218770856	18.444872211442156	18.261758286870556	18.429356577202356	18.441220897928158	18.507061359727558	18.64949564897226	18.61371424330146	18.451802012633856	18.711697324251656	18.351403483977958	18.65297483181496
40S ribosomal protein S7	21.744380235336408	21.725008572492605	21.806945429996205	21.702240307912106	21.768857643920107	21.792283753744204	21.843525037876407	21.782875491517707	21.827850447905206	21.873955750098705	21.938625145058506	21.709456794104504	21.754290234584953	21.798532841829957	21.858561722785954	21.834995585548555	21.712543582880155	21.841591824789756	21.837239192976156	21.718578767546155	21.781838610145854	21.779953276230554	21.900746291620855	21.697132679022854
Amidophosphoribosyltransferase	19.33001055862822	19.30735761246142	19.61080641081052	19.04318280409392	19.66082514954192	19.36239687391762	19.441340957744618	19.770612410451818	19.42840119060272	19.48312942483742	19.53245853007432	19.11119650343092	19.636975658816404	19.378720014130806	19.606025695788105	19.207741552010106	19.584697180701806	19.337678074147505	19.521546972884703	19.140222610506704	19.540859583129205	19.424275279205904	19.496951881205003	19.206023924069004
Heterogeneous nuclear ribonucleoprotein Q	20.971211522677432	20.83668284596343	20.929419934215332	20.757052024513033	21.01247133819443	20.90968720044253	20.986163653823233	20.950542437758433	21.174983357337833	20.953896593134232	20.987923858013733	20.844836761512433	20.96377482795763	20.88512001673263	20.879461363649828	20.85038317240313	21.03773759148033	20.96062390662543	20.97441460902823	20.90894711325003	21.00241265128653	20.98732117640223	20.983337972455228	20.88133712631473
Cell division cycle protein 23 homolog	18.631100042313523	18.22399454406572	18.506392791446324	18.291085154279923	18.72926916540802	18.196510337943522	18.78764192893222	18.285075975172322	19.032897225906922	18.28477981183142	18.647360684461823	18.377388504488522	18.648355005836706	18.837142531598207	18.459231039467205	18.250726745290105	18.445280487930006	18.573856439532207	18.479903191126205	18.272694472405608	18.873017739516406	18.407360669679406	18.602960577916505	18.142967265952205
Syntaxin-11	18.25007642586729	18.131842929950093	18.317515287993793	18.155519704889393	18.379409371676893	18.247564094409693	18.10266383552689	18.117809010550292	18.03304790906879	18.36370314788289	18.124941736222993		18.48819496019128	18.54861061735268	18.366480298279978	18.14213944316538	18.423212273896578	18.432608970552778	17.00227804921888	18.286984844193178	18.40779586376128	18.38797661796288	18.045071756663678	17.67176171220628
C-myc promoter-binding protein	19.175814919555254	19.011292799334452	18.683248969617853	19.237538623095553	19.121041711198252	19.164697402174053	19.111149831214654	19.713343012494953	19.030808953950753		19.670161179562754	19.466119917853053	19.107781329569402	19.351688038002404	19.007332368745804	19.564072084473803	18.702689335424804	19.571657299129104	19.1472661482587	19.2990550617422	19.616532179684103	19.316831646033304	18.7740749777255	19.082352248029103
Splicing regulatory glutamine/lysine-rich protein 1						17.690785950369637		18.787770765543037	18.759123464391838			18.45482133535704	18.869032531453872	18.440026518540375	18.586617360673674	18.575628892830274	18.262849761436872	18.179717529913972	18.620724143228674	18.445305828849072	19.536103756179973	18.176101202932372	16.590141987815574	17.867520980153873
rRNA-processing protein UTP23 homolog	17.57853809775716				18.10278552871516	17.72102538046286			18.27697834591346		17.41282551544796		17.266729318354674	18.35850706022387	16.566463267593473	18.03278228395797	19.035795191560872	18.383904854724673	17.206960687290373	17.25702206845387	18.752016477761174	18.20824878675917	18.197264534887474	18.475783248282273
Chloride intracellular channel protein 6	19.615342084392264	18.715938627233463	19.04077456256056	18.880776343491462	19.60503005785976	18.72657706945376	19.131688960896863	18.843907485513363	19.62274901302846	18.73293007046816	18.898175287309563	18.892870741946663	19.623583086159595	18.506139776289196	19.085087057598994	18.893117536218295	19.664432170416497	18.523668713571595	19.046867746242594	18.956490179097194	19.691885142117595	18.552709447842997	19.241766012675093	18.921013435925396
Scaffold attachment factor B1	19.876572511946552	19.45826894005195	19.53265717688955	19.34700599171255	19.701574733845852	19.71498713543545	19.751738505371552	19.73615311055315	19.72617260021525	19.42138454905985	19.20205652362705	19.70145911649455	19.797392619434103	19.376262929095905	19.441773591436203	19.661410107486304	19.627765546979404	19.611454781159303	19.431847017084703	19.574985582089603	19.675629814850705	19.582173423393204	19.790323487472204	19.599011994721902
SURP and G-patch domain-containing protein 2					18.464768155312726					18.094754275313424	18.359018839412926	17.925682705800025	18.1484642079484	18.2355765093962	18.3554239407958	17.2611880588984	19.3679684022843	17.9909362197311	17.3321694253261	17.7976879529115	18.7270536960854	18.100930983209	17.802406978413	19.4128655525177
Liprin-beta-2													21.1837386298118	18.289653202255	20.7361502250949	19.0241590369424	18.4931010628212	19.6749112422331	18.6578150835916	17.9488152877141	19.7808445512343	18.2356097583173	18.8440275214875	19.760890137883
Putative RNA-binding protein 15	18.363304824025608	18.191534411568707	18.444193668869605	18.113428757067506	18.447171054298305	18.349430782026708	18.381897028659505	18.177223289361006	18.414851501788906	18.204308043834207	18.631481867102607	18.085746033966508	18.56225819823299	18.60529778059109	17.87378875893499	18.23997113447369	18.48928433718249	18.16881574178289	18.15838869803509	18.32574953738509	18.55309817865339	18.38816705325189	18.27125764929639	18.16849419474909
Bystin	18.956507779332	18.8969844700773	18.907984374664203	18.7725381239191	19.081370322435802	18.675631236957003	19.030443478638702	18.8311568649832	19.0055299267493	18.7147030105196	18.812838862337802	18.865794552041802	19.091201467457452	18.82256179400625	18.90456479832915	19.09892897629625	18.87376336158585	18.81882372890605	18.88577667120765	18.73403836991375	18.966713617561552	18.577379613460252	18.91402073581555	18.86370986811615
15 kDa selenoprotein	18.689430205249618	18.940781375735018	19.093275832312518	18.346107902156117	18.664883667722815	18.818451009513716	19.097172331288316	18.630933214442017	18.606800515672916	18.710995779779015	19.002918669240017	18.786518381979818	18.61918958940178	18.802782549328583	18.92418568656518	18.75883564659968	18.722294037522083	18.79327484699668	18.88727491942438	18.643410339287083	18.80012022961178	18.76539317287058	18.923881501252083	18.747626366232282
TNF receptor-associated factor 2						17.615798602518236				16.446926527423635			17.397048681320726	17.25373448472253	17.112579846836326	18.381352782830227	16.849949850631127	17.094909908571726	16.514530444857428	17.317373620418227	17.101170301941828	16.981983421383728	15.947628249513926	16.624445487491926
Tapasin	20.242251979526504	20.392680895365103	20.378960342984104	20.176767134536803	20.273994284659004	20.330828917667304	20.577945976742104	20.312039828851304	20.332302327362402	20.429512550211804	20.259005994683804	20.430025207240405	20.205622899856937	20.407721047987437	20.434961483309937	20.23460199193924	20.218972281607737	20.444722000939137	20.427956040019836	20.229889953002637	20.27883554239654	20.476184900911637	20.48975988986474	20.287087407995237
Nucleoside diphosphate kinase A	21.670036636783678	21.408675287723277	21.380332565718177	21.56321158454448	21.31663513737608	21.398210964084978	21.452539149990777	21.505465494002678	21.50754361074418	21.700533854231377	19.38892193753188	21.387416391363978	21.350583086176744	21.273907570758546	21.281643539848343	21.333436237803944	21.274590157882045	21.282750355339346	21.275493461475346	21.310069285789744	21.385890208845044	21.282009893312246	21.359074223120544	21.270074593743644
Glutathione S-transferase Mu 2	18.739246073883756				19.098317182036258		19.111923628131457		19.201209573724057		19.136314527644657		18.964020977788	18.3878817268991	18.9242835088689	18.4225134754725	18.9519783881297	18.5015544623859	19.0767270388993	18.3286804802074	18.9762130927534	18.0598965575816	19.0811898867971	18.1113260450398
