rowname	DDA_FDU_D5_1	DDA_FDU_D6_1	DDA_FDU_F7_1	DDA_FDU_M8_1	DDA_FDU_D5_2	DDA_FDU_D6_2	DDA_FDU_F7_2	DDA_FDU_M8_2	DDA_FDU_D5_3	DDA_FDU_D6_3	DDA_FDU_F7_3	DDA_FDU_M8_3	DIA_FDU_D5_1	DIA_FDU_D6_1	DIA_FDU_F7_1	DIA_FDU_M8_1	DIA_FDU_D5_2	DIA_FDU_D6_2	DIA_FDU_F7_2	DIA_FDU_M8_2	DIA_FDU_D5_3	DIA_FDU_D6_3	DIA_FDU_F7_3	DIA_FDU_M8_3
Emerin	18.777815802084987		18.986473943269285	18.714606910694886	19.032968705051285	18.699620964037088	18.706027400572488	19.361230573556085	18.675053839048985	18.897057724858588	18.841058920747585	18.783325397857187	17.780007741625422	19.19750421784282	19.06325490673542	18.84189115124272	18.52869320160292	18.93500538074812	18.95200005820782	19.05796826301452	19.04208694995852	18.853511754596422	19.23514546345062	18.81238882927012
E3 ubiquitin-protein ligase RNF213	19.470071223248972	19.840484252465572	19.569498942144072	19.73320564496657	19.52217868730147	19.77654626904967	19.56337882339907	19.85239284108907	19.47493509417157	19.82350138146057	19.49063313514867	19.840086862673672	19.215278656024037	19.930096870557534	19.510364972225535	19.985021111241736	19.251144933357736	19.972662483616936	19.627092598737335	20.003695578999235	19.175914027950533	19.838462302587935	19.469022237568836	19.978157384251436
T-complex protein 1 subunit beta	21.72295799963177	21.51509768714397	21.58731595854757	21.554713596919573	21.61039481295577	21.65778328052717	21.541057498264973	21.54451758866147	21.66040873046387	21.57169584642617	21.57761000686487	21.57779181452517	21.615233554473388	21.63351904079549	21.64113349992849	21.58069510052139	21.63714369010459	21.63450074496879	21.60760931023399	21.55165933893769	21.56416357609999	21.53216474874959	21.62370611191679	21.499816104201688
Protein phosphatase 1A	19.043975299924238	19.349438688510336	19.18493556722994	19.10722060160454	19.11633341211124	19.260924181361137	19.478795212349038	19.110442651358635	19.240221122711336	19.151488095418138	19.51945689159084	19.46378087524714	19.012192179218967	19.23513923655347	19.35994877478897	19.37820518679527	19.10493083354427	19.293746846824668	19.45392824206457	19.280769693052967	18.92929715405677	19.297498109339468	19.39832696469767	19.28302937847917
Spermatogenesis-associated protein 5	19.843279231934872								20.231462672944772				19.4956944754498	19.6653814323799	19.6327034470721	21.0257757149858	20.4749843540631	19.9441170843798	19.5451788006873	19.5974532430396	19.7121333510935	19.6578754270123	21.0102936620875	20.5376660847645
Large subunit GTPase 1 homolog	18.83373758731807								19.85168348102467				18.961582308121066	19.007733086241466	20.512778784955767	17.819655438254866	19.900426609074866	19.638197977394867	19.332173227188267	17.601401460474165	18.954105291337765	18.358030659458265	19.978978748249965	18.704928849296167
Transportin-1	20.281802925145943	20.058187244387742	20.12972780993774	20.050326776446642	20.182225128503443	20.15984146559824	20.153113636973142	20.290461774729042	20.266129372533943	20.059445306437244	20.10642919049114	20.01636830861204	20.14009595250589	20.12999254519849	20.184640996999992	20.205311510257392	20.22103688464999	20.07418735901249	20.12402525587139	20.14974104211669	20.10841295207749	20.18013338715849	20.09989453730209	20.13658651664599
Regulator of chromosome condensation	19.79814687384041	19.50042320688251	19.51060636779801	19.66346068764501	19.85869855624101	19.601813825697512	19.536674854555212	19.48148902629121	19.72506403620941	19.651990148638912	19.43929490295731	19.53232105145751	19.631793216828278	19.60740974476778	19.49268917950428	19.608473481223278	19.702997505441278	19.615907046215476	19.475364221591878	19.65344968140838	19.71757085187478	19.61850505745018	19.534136890627778	19.64168666128028
Signal-transducing adaptor protein 1		18.227955045669837	17.669289092209038	18.237797561027737		17.851614715872337	17.718776265611435	18.247142523294038		17.931369642528836	17.638316735543036	17.763521114884337	16.414598105138815	18.015156934454716	17.679265974740115	18.378539791950114	16.482868110257016	17.837842010661216	18.030412779579216	17.993708743660918	16.673965983902416	18.227767280459517	18.010164723506215	18.338139156146617
Aldose reductase	20.492130788079855	20.550395099816356	20.30173522708126	20.55719226455556	20.60955827585066	20.560510233073757	20.470201883438655	20.43270012141536	20.33813995659446	20.46500894751616	20.249947084290156	20.488360827085458	20.544663287947873	20.558049682291973	20.321488994297976	20.517035836876474	20.506549989634774	20.463788722211373	20.405531033750773	20.476775206904875	20.481035936922876	20.408259574806575	20.402605164125973	20.430097279026775
Melanoma-associated antigen G1													17.9146391440413	18.0844258526937	17.3194396021234	17.916313076419	18.1685939652789	17.5658478073244	17.1757257369861	17.2296252391474	17.8223479968502	18.0106737832198	16.5620004099231	17.2966861779953
RuvB-like 2	20.597072880897567	20.304493630062368	20.382566550174868	20.30131989920367	20.470401216689268	20.40747089618017	20.384291524718567	20.206035443678967	20.510289980572967	20.389280140110667	20.49832660226527	20.188669329674767	20.53272684654998	20.41862426602758	20.32124002883308	20.215226410980783	20.51874789854488	20.50582923675618	20.365421161945783	20.24268107616158	20.526461058406582	20.46025260362408	20.399430405392682	20.13357710100628
Sister chromatid cohesion protein PDS5 homolog B	19.543605277244275	19.146236280028877	18.991445262837875	19.172847360517178	19.131324976561277	19.105237238763475	19.058274004858077	19.056861656348076	19.356646645215477	19.032880243788778	19.257314975322277	19.122887806076676	19.26564171606341	19.08180577457481	19.10863472642031	19.03705748207911	19.505056287108108	18.954437963399208	19.35851490448671	19.09937807239941	19.21376833890031	19.02844346578001	19.13656778103981	19.18625521531191
Mannose-P-dolichol utilization defect 1 protein	18.56723183654517	18.84292728853057	18.99714146794097	18.37483232356367	18.83126908535987	18.67375404375117	18.99156493949807	18.57750001998177	18.98571635922137	19.09460727192917	19.00369963061087	18.23118608826627	18.6445866941897	18.843616170852602	19.072429653614105	18.445234178449304	18.717560551603903	18.942801070945904	19.086251101840904	18.471055683735404	18.640993196728104	18.886672642337903	18.974812406584704	18.445417004317004
FAST kinase domain-containing protein 1													17.4052725684607		17.7687105029923	17.7607142197123	18.2978020120085	18.2483829991393	18.3529147804206	17.7273642797918	17.6262028932504	18.3281564185659	18.0276280562427	18.2921192984013
Superkiller viralicidic activity 2-like 2	19.70473655973799	19.599214558059792	19.594227658860692	19.293161362762792	19.69587062544459	19.435559511610293	19.721835280993194	19.27769715507319	19.660616219150693	19.428730643707492	19.59845489382669	19.43476778521959	19.69887163420431	19.531276682921106	19.622812207306907	19.341718411346907	19.700832992191007	19.326326256686606	19.490496732136506	19.481820804662007	19.820578821062906	19.393206038394208	19.660441410016308	19.376490263518306
Chitinase-3-like protein 2	18.109414575968493	17.92574035091129			18.012638662546195	17.572107357009095			17.79561129420029	17.941623088921894	18.003204378725492			17.961239607643382	17.77639979642398	17.37837219329448	18.21191294001758	17.786205794755382	18.056188182380282	17.57291692639178	18.24838560066438		16.828738106254182	16.28000249331178
U2 snRNP-associated SURP motif-containing protein	19.135399505412764	19.219792202809664	19.045742599891163	19.148889328394564	19.137337361822063	19.105936798765462	19.068667218287864	19.13405723134086	19.208960528025763	19.14814997407896	18.989840497882764	19.222593437172062	19.172895201422026	18.998012023054628	19.091358838805828	19.07609972403843	19.12268430791053	18.972157188329327	19.192654218884925	19.163049289521226	19.16905294472893	19.169770688606725	19.302408352222727	19.135223906358828
Microsomal glutathione S-transferase 3	18.42906874447322	18.582267350688518	18.979207928044218		18.691818017201918	18.648003217391217	18.857905000104918	17.85146177665472	18.841484426191517	18.49156716287562	18.849747123474017	18.120924584388117	18.604089637353358	18.54879106938206	18.81843094288506	18.18999564285936	18.642736836164058	18.56918969002656	18.884373939026858	18.17989624589606	18.60585277623076	18.62877736536516	18.824809806650258	17.99810259259866
ADP-sugar pyrophosphatase	20.17540275663364	20.064286550854142	20.16171057890554	20.36824475855634	20.08082096666304	20.05070133676574	20.20202031484724	20.19105336714614	20.16081372681004	20.224934137638442	20.419357225258942	20.15433060367164	20.143254709990345	20.178585718229243	20.228883074023145	20.204204321119445	20.146413954518945	20.109239144591143	20.266547010193243	20.259301459807944	20.247150068157843	20.143499070550842	20.167359406927844	20.159238385641444
Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform													17.7557837717143	17.1176998728951	17.0708587104126	17.6081554723736	18.3842004147909	17.1983815087083	17.7787184884292	17.9178415653742	17.8766590606909	18.0657793613	15.4995674088925	18.0203202425827
YTH domain-containing protein 1	18.130499728679844	18.562806470601046	17.963353781094245	18.272858608277346	18.422053519442347	18.513690281839047	18.059764041393446	18.483357411987345		18.245418390876146	18.358193149284844													
28S ribosomal protein S12, mitochondrial	18.783686981876446			18.964545055807747	18.626339124804346	18.585548447375746		18.926372259500347	19.117640700691947	18.403524583369848	18.940453505439947	18.865350272021246	19.012163981039144	18.69384803091804	18.98002889009794	18.702114369531344	18.826020751038243	18.726969601535544	18.63220682165064		18.97312940940074	18.644340640454942	19.007324395757443	18.621698939081746
Translation initiation factor IF-2, mitochondrial	17.99806788057736	17.784766200561464		18.412771378927964	18.018473357479266				18.547737441461265			18.090799670826563	18.11007229099352	18.20850535511182	18.21928394854082	18.39739392504582	18.46460259922112	17.61960775557642	17.84795698617832	17.80177169890572	17.65075641597142	18.01997950473992	18.32374184497932	19.42806190670342
Non-structural maintenance of chromosomes element 4 homolog A								17.366698032267177	17.425561271155676				17.33443233732525	17.00231534714765	17.92490824195255	18.38753895881715		17.60106042021745	16.55796670751305	17.36744809418375	16.89714765854385	16.18857906872275	17.43329461117755	18.01418009298755
Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	19.927833748689583	20.186773850828384	20.182289721370882	19.842889294663483	20.046544468437382	20.24221854155668	20.29819136241588	20.01907237508018	19.963274218936782	20.217314899592484	20.292070855327683	20.089901725438082	19.982874944614984	20.208560953643584	20.28232625024438	20.008836149357286	20.064716189556385	20.235288778681884	20.25192453965318	20.009788074776687	19.912543811645385	20.182983946232383	20.310261012978586	19.858270410952585
m7GpppX diphosphatase	19.404764164659102	19.6596449272478	19.7010776946234	19.652571722327	19.5186362853538	19.6419470814319	19.805300200844002	19.7874920673455	19.675555707217	19.6885474688941	19.7501429963011	19.4946553635061	19.428495467417935	19.528010089031138	19.775020327290637	19.788363975962138	19.460796594747737	19.652433185715537	19.781673062187135	19.669972681404936	19.527568239297235	19.692848955916837	19.772487015590336	19.702666085188735
mRNA cap guanine-N7 methyltransferase	19.39783365596574	19.00156108369784	18.82619058628084	18.61916422488354	19.48951379787454	19.44130366705734	19.04227326947474	19.26660687111654	19.103631393036338	19.00587683995614	19.00322807326094	19.09255118282434	19.162836919550806	19.11561070325361	18.955569985916306	19.027100048013807	19.294102237160608	19.028880878540708	19.390351624470007	19.03887982666801	19.271761795002305	18.957918051560206	19.099739562284206	18.946983013007607
NFU1 iron-sulfur cluster scaffold homolog, mitochondrial				20.637755601824555							20.704579935316954		19.9739627004418	20.0916007234703	20.4582409046509	20.2177230025094	19.9946556919743	21.3213099680537	20.5638960195378	20.95335029418	20.1529877431285	20.2897809054614	20.4252567672822	20.2236673512017
DAZ-associated protein 1	20.61574156712656	20.50173533347896	20.51526333324706	20.609867044804858	20.81964570996306	20.610678608865058	20.402595605668758	20.83320355870626	20.694053100401458	20.54457802971636	20.56791106651096	20.56769805896306	20.627829061290807	20.594910480485506	20.512305115484107	20.498852176701707	20.620289494908807	20.659109414542005	20.593101283195708	20.731586545373606	20.60892485604951	20.636218932650706	20.596313655563307	20.60353000120641
Cytochrome c-type heme lyase	18.628292669429666		17.845364324454366	18.930886827387067	18.163813681206168	17.831140724794267	17.762545619769966		18.198088251596367		18.10161377252877	18.328350492359668	17.932799375828257	17.725563640636956	18.049438471026157	18.278424779949056	17.806228915415254	18.931817064887454	18.185180835955755	18.386613288740055	18.124975974404855	17.939369731347455	18.519632549947556	18.228629913256356
3-hydroxyanthranilate 3,4-dioxygenase	18.421040451783984		19.161022023827485	18.920052602107486	18.677970424362385	19.205675936063386	19.017420858285785	18.936575170719586	18.802992346026084		19.148402857355187	18.851023686365686	18.735922486794912	18.90912876443001	18.650662583284113	18.982785201141713	18.890200105368113	18.50056021801221	18.66616727181121	18.951902237087612	19.201708393723013	19.38837358479781	18.78210608397311	18.400731111193213
Glioma tumor suppressor candidate region gene 2 protein													17.9453752617428	18.1224634331998	17.8881386194389	17.5579429187677	18.2038368659703	17.8110180989954	17.8317785300899	18.5441474361135	17.733634122725	17.9647278663605	18.1785624261732	17.1920959379264
Arginyl-tRNA--protein transferase 1	18.38088141157892	18.65178363815062	18.57282312929032	18.590652188562718	18.56191380411672	18.52670627683322		18.56370965802152	19.02206731147582	18.26746434233182	18.59465032353722	18.029129282882117	18.87572826206345	18.70352956465025	19.02786989954745	18.68491288841775	18.95301917066015	17.636567727013148	18.51928746007545	17.99860011999565	18.93871169633915	17.47122731119525	18.71642270680495	18.75506833707075
Beta-galactoside alpha-2,6-sialyltransferase 1		18.338413067767473	17.228368486406573			17.600409052520373	17.60033551208487		17.802390337686074		18.869324827498673		18.44154301325385	17.72295502139345	17.71128532256005	17.35316673464635	16.96746132535595	18.763686120391352	18.17544103270995	17.19907510368685	17.38780239090605	18.33302103921205	17.87550074096625	17.87747945364575
Integrin alpha-L	19.233042795381795	19.258407998069995	19.060968006355097	19.675967025583496	19.270505546898697	19.284244256402797	17.965448512214895	18.295395984537397	18.857728552183698	19.124785249565996	19.068293775118295	19.636479511187098	18.968046309346715	19.602635670216113	18.687065734970414	18.908493185568414	19.266790419844714	19.00105539721781	19.022470724172013	18.731831555148712	19.513681244834412	19.476406880681612	18.48751723858061	19.065272852917712
Protein quaking	18.393334881358022	18.29764493725102	18.121532760684822	17.65074466974132	18.168112652303222		18.521799883402622	18.001209728220022	17.711373946873124	18.648246121630024		18.699976604765823	18.12805235288415	18.33862368150465	17.844336327035048	18.03209034880005	18.074968410654648	18.39544090443485	18.18346005674305	18.51281146018505	18.25578342691435	18.13275254153915	18.20065185607125	18.53280513513045
Latexin	18.33489818178335		18.077610635210046	18.545633323915848	18.103289932385646		18.01711337793605	18.29981044130635	18.10030979261525	18.383415004043346	18.517269435116447	18.03266318472445	18.25506489395298	18.51890359980558	17.62134483600868	18.64110890625878	18.32427748879078	18.12976102725378	18.179732019680582	18.70010256243728	18.17062035669718	17.97697410976968	18.33747109865808	18.06587302841888
Protein phosphatase 1 regulatory subunit 21							19.032228609204275	18.115229990072873		18.473678558721172	17.425189933578473	17.910002876293174	17.5663824855716	18.132396247123097	18.520689606968503	17.363845357977702	18.295852537996304	18.483940191806397	17.6608672186804	18.314860659577903	17.968526139356797	18.248273824300803	18.4033883134614	18.4202761848847
H/ACA ribonucleoprotein complex subunit 1	20.19743016272905	19.67966572282775	19.95697115646745	19.91099580030015	20.111963631795447	20.03506788517855	20.18162618543325	19.898277774304848	20.18061443952415	19.846088267921647	20.303006786311848	19.43645283780685	20.216907162377666	19.934309307168366	20.014199914412767	19.909380968097167	20.214522636391166	19.921398436581867	20.045974596022567	19.862445969773667	20.207675444342566	19.880504942003565	19.715603111440767	19.815238161987967
Ran GTPase-activating protein 1	19.950320384470498	19.657326491209798	19.811937641929998	19.719981674498996	19.870356305221197	19.803127550790595	19.818337196145098	19.722103648237198	19.823224578290397	19.799452031686297	19.6828873135098	19.592736540090897	19.891682411551397	19.802908239313798	19.7478574019022	19.709457733401	19.937034028238898	19.755422988853397	19.7013762224822	19.723305759004198	19.8180983092212	19.7642529102579	19.6842255578777	19.7161697939764
Serine palmitoyltransferase 1	18.806126429140296	18.960690237075095	19.159576057908794	18.359215846082595	18.694392668869096							18.731111263687495	19.025472435124854	19.467365775342753	18.538426944609654	18.525256387592155	18.673881598360353	19.417352421725052	18.615865508948453	18.448129696395153	18.953078407419852	18.442554175090155	18.402834736723854	18.921161260305254
NADH-ubiquinone oxidoreductase chain 3													18.1305265426044	17.6836756706108	17.8273424345696		18.4636453117275	17.3268632722239	18.6872397755376	17.4688333844571	17.7701647366501	17.9506939074281	18.1494768312914	16.8778481811892
Ethanolamine-phosphate cytidylyltransferase		18.979777463213367	18.281575239510467	18.389077386681567		18.818981859614468		18.031943672602367			18.578613363989966	18.057100605502566	18.462729689566316	18.179319799256113	17.585369097843515	18.652726105032716	18.456565306591013	18.553702557885014	18.407823443228914	18.474344739599413	18.762040492158015	18.348205852083616	18.578735229348815	18.422947475559013
Peroxiredoxin-4	19.62445504546124	20.20162085218324	20.18509941449324	19.64332264858624	19.72814751891244	20.269435577892438	20.213156826414238	19.68451463513014	19.664837006465937	20.188295283421038	20.18103627980284	19.67631153618594	19.598616523909108	20.287989667554708	20.259461111469808	19.712478603420706	19.647433849325207	20.305615162941105	20.112449727867606	19.661461750190206	19.584135200587006	20.232336664694106	20.242549451773506	19.615704911216508
E3 ubiquitin-protein ligase RBBP6	18.933848731856237			19.72809958889764	19.968104776261338				18.75984708544844				18.341300315422743	19.548741559692346	19.709905053829544	19.180826418317142	19.385805486901244	18.826376323792744	19.302770535728143	19.587119128454344	19.647273627618144	19.469162808387345	19.711525923320444	20.099048692337345
ADP-ribosylation factor-like protein 8A	18.936634782517004			18.6218309769352	18.742132797434998	18.842517140438204	18.610081165133103	18.403926705375504	18.993830535596302	18.845978940742903	18.934884178692805		19.243474491232853	18.812345204164153	19.086400383059154	17.30134402454525	18.901477459851353	18.655943032126952	18.801752735851455	18.660900839384354	18.982219640223153	18.91505409603195	18.539782654952955	18.47545510130575
LDLR chaperone MESD	19.277346157978133	19.607431332022433	19.642975870400633	19.238478153212533	19.199095962970134	19.588314121459234	19.445546659598932	19.276927605852432	19.269675197390832	19.55934772300523	19.58788891474123	18.988587912350834	19.361384755079747	19.55373980546845	19.50376487483995	19.172201408977948	19.216593586112747	19.53710479371075	19.58045680603165	19.197188257332147	19.20691072392155	19.56373047631275	19.651236622616448	19.137303500578447
Serine/threonine-protein kinase WNK1	18.887899487703212	18.72014928618681	18.77022511040911	18.79824564176561	18.62855923450721	18.67988094694521	18.636274729493913	18.890047604891212	18.66541950041131	18.674445681918012	18.53239146866101	18.647617037302812	18.659610674987412	18.81033209288051	18.33665486991321	19.11689116409851	18.628191811607213	18.74778170525731	18.58076248321181	19.14214211597411	18.468213398156212	18.68557452392721	18.36832558115011	18.986675309032613
Survival of motor neuron-related-splicing factor 30	18.597743296086673		18.371874320087173	18.260898443723075	18.594155855613074	18.093069798735772	18.259948895334976	18.138815339027772	18.508692061803075	18.116705663441074	18.373985917572774	17.682459868193273	18.210660157657934	18.14551001851933	18.368061196698232	18.00663427318103	18.22244825937163	18.453426285642532	18.526321670551933		18.357303348286234	18.22996713306373	18.311941856983132	18.006338075578032
Synergin gamma					18.207069071029856						18.706722152979253		18.212249779758324	19.266024860033625	18.757226824508823	18.646748576928722	18.255570404680824	17.925408512297224	18.446551266765223	19.159236927033323	18.13622344051562	18.608464718585925	18.044744150923524	19.243141501865324
Up-regulated during skeletal muscle growth protein 5	20.576631917291227	20.548048922369727	20.613350639185928	20.20415177751053	20.56746279673313	20.57661022249073	20.59560083902023	20.10500044951353	20.601891328864028	20.38714817954923	20.675937347003327	20.318893876588227	20.56806736364763	20.161180334853828	20.66213086764493	20.263405312299827	20.55748293459353	20.642466536920328	20.707850429567728	20.20934087588563	20.55923538676603	20.573681609575328	20.67725550656503	20.18863113779963
BRCA2 and CDKN1A-interacting protein	19.05798084375362	19.01152940081812	19.243539712403418	19.37460592194692	19.308399858388718	19.293393025771717	19.353646399304218	19.09464618347622	19.126361686432617	18.99411552632832	19.12745901321312	18.984262869511717	19.122392431401618	19.112182994750317	19.30943667695052	19.281554333311718	19.016518009877117	19.163718492270817	19.312025228427718	19.02549786616352	19.13101190622032	19.130972099790817	19.23202191381882	19.13260848836512
Endoplasmic reticulum lectin 1		19.17570325933037	19.07137567882587			19.031633844719067	19.165476738378366			18.74595814422327	18.979616378181667		17.978181672995532	19.098620394191634	18.903928956853534	18.230607627062632	18.07359241883453	18.87322323283273	19.17074653838973	18.43160795490423	17.79968738340903	18.980810239795332	19.14858696113543	17.898405007884733
Inositol 1,4,5-trisphosphate receptor type 2	19.207862408338176	18.595437355547276	18.974325032496775		17.862785432758674	17.503940677730675	18.085678918932974		18.463648807131776	18.669078657177174	18.618673312505674		18.240353290402716	18.575357439487515	18.578031528381416	17.998722166319514	18.834202229155913	18.633985652550315	18.458834477063114	17.886948098594313	17.991539126586616	18.646096682645315	18.277071980653513	17.663096060588913
Stress-induced-phosphoprotein 1	21.186640112114578	21.169032712899178	21.110560178371376	21.116328748147875	21.132292463441278	21.127382587424776	21.130101962768975	21.132690312763177	21.145870490531877	21.043732928971778	21.088094781336476	21.033862620230977	21.06292319636193	21.136289871091826	21.113987915885627	21.054508573586627	21.194666419535828	21.082216126314528	21.177565850561926	21.134607308110628	21.165339129647226	21.103690150512527	21.110027660848026	21.080767696545628
RNA-binding protein 34	17.782694963529195	18.35337225918409		18.274559308525795		17.537811359821795			18.47811647885279			18.618124205368595	18.70578885359396	18.13115456224076	17.315755287468658	16.50047017270876	19.424734121560657	17.27201650765606	19.640601154133858	16.998907324478857	17.65326201321696	19.36039818569186	17.66622112267216	18.98023684701586
DENN domain-containing protein 2D	18.68341186261116	17.83481640747816	17.82620446123236	18.07184598411056	18.24403567805336	18.11480415301616		17.66864838019526	18.40023335262036	18.18105592368446	18.05180368856676	17.92231454458876	18.95344180117	18.2502392506339	18.7820219477048	18.1903994086121	16.3641544693891	18.6916406016676	14.8982003559952	18.7363641812157	18.7613156472543	18.4452136005982	18.2787808050444	18.4159286707834
Cold shock domain-containing protein E1	19.27345017141656	19.143137961888158	19.09755160573446	19.15229825159106	18.90865934768706	19.16066433983686	19.04908779652346	19.109587805810857	18.90806677930626	19.406390242231158	19.07897641346476	19.118129857644657	18.933113335287807	19.304008512435807	19.26276740434501	19.167877015651907	18.793307829444007	19.25867570586381	19.134353413561108	19.14506863693051	18.89736574789621	19.348254631671008	18.984152637160207	19.17705570288731
Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	20.871960941682833	20.564537730220934	20.54957017243183	20.21792817450473	20.903893616281934	20.56714690773803	20.549835795055934	20.088980942111032	20.874902200999532	20.55627810444023	20.574826895530734	20.18127549619763	20.86015572168835	20.54581790711715	20.56870858280585	20.197480372272953	20.89161324866735	20.60119104245205	20.594157053116753	20.138438994441753	20.851056368622952	20.637367762339853	20.50909159779395	20.106058325876752
Cx9C motif-containing protein 4	20.827871799590273	20.823697091959374	17.697455739228975	19.771262410924976	17.725640277241276		20.800335109499873	20.932307549938773	21.476160838088774				20.067988972801782	19.950050358152982	20.103287772780583	20.186532875491483	20.301620294716585	19.942121415887684	19.873476650588685	20.256609753002984	20.260251796582885	20.115194054417184	19.037282867508384	19.920916974978184
ATP synthase F(0) complex subunit B1, mitochondrial	20.781207872444025	20.883711061734328	20.959219761808125	20.537059325894525	20.806153050694228	20.707302580229825	20.710306363767828	20.499180341355828	20.815443016647627	20.566783499130725	21.234512299807328	20.331530973505327	20.874719545762225	20.715194735511226	21.011448477681128	20.494857520091127	20.873238008353027	20.817662394185326	20.760619320101625	20.385365688303526	20.779894401415525	20.747793118829428	20.89916800491393	20.472448931872126
ATP-dependent RNA helicase DDX19B	18.65733539418907	19.30873970505287	18.94513829671807	19.10144796308717	18.79935566413267	18.48844836743827	19.18063428973097	18.95876631861927	18.61704658521087	18.86376464175217	19.17700490225187	18.868824627945468	19.3519955940432	19.1354915157158	18.9715982229772	18.8110868684716	18.9219769790067		20.1670437164534	19.06736451702	16.7209015470258	18.7955747312285	18.8632489131231	19.2316258393573
Deoxynucleotidyltransferase terminal-interacting protein 2	18.581019191405353	18.554883377403954	18.52942089856945	18.484337613040054	18.92939361061425	18.597045462689852	18.537794980210755	18.180206830589253	18.598172803250755	18.926012276614355	18.102357767073855	18.561799640265352	18.79673934217575	18.34040191074355	18.601114608584652	18.01651339440315	18.819796317856152	18.30798417713495	18.570625159190353	18.566157224138152	18.80692504499915	18.55981084713835	18.721768082084953	18.47460834327845
GTP-binding protein Rheb								18.068094778703227		18.097744453280225	17.803814591915927	18.037858523364427	16.85329759794559	17.92809194646059	18.114581607932692	19.29052077515939	17.84378661459889	16.88935667485829	16.901544698245193	17.92639699467809	17.52941755906719	18.24327120838289	17.94119216804109	18.74047537275289
Protein unc-13 homolog D	18.756636579335034	19.24494336606093	18.96511198930393	18.530499230179633	18.370100980273033	18.984210892822134	19.391613582246332	18.436335242243732	18.65832480173773	19.15718490605523	18.841236097673733	18.891083028887632	18.653262587680132	18.86702523331363	18.85861198174713	18.89550589749643	19.02223910143623	18.965799094493832	19.16449544487153	18.506115238893532	18.711496858064532	19.104687467438932	18.83634344615013	18.64169834523333
Vacuolar protein sorting-associated protein 4B	19.08245884367501	19.11460730717251	18.94238230963581	19.10295581800071	19.00636858537541	19.183650178373608	18.97001639164931	19.20508982152121	19.16389466698091	19.206471614232807	19.07392640979671	18.90924034471971	18.83983155752716	19.333086313254057	19.20752433955856	19.18399300236526	19.11082607041976	19.194662986391258	18.80887363204536	18.80593857293686	19.21202904272786	18.99118243531246	19.34418633111326	18.92892800748156
Nucleoporin Nup43	18.41950164952781	18.56884036316311	18.20613445412391	18.73890624472501	18.55574946398211	18.22172074085831	18.81837919001761	18.55693705633421	18.45255726483181	18.34171615503521	18.40964761180591	18.63337695469341	18.56537378381234	18.51504344974154	18.47763600286734	18.52110749325314	18.54159793026554	18.45668756713274	18.36971740428334	18.47501443461734	18.54456094653274	18.53389805930794	18.386085702835942	18.53674437444774
SCY1-like protein 2			18.36536514561959	17.959189267318287	17.45632016914869	17.268032849060887	19.93050244340919	17.694814883368686		18.20756097285949	18.27065948637769	18.38747646264669	17.85817852242481	18.182929794350713	18.487821763358912	18.198673976556915	17.274917791242615	18.320809642915012	18.529217152671514	18.037328553331413	17.961770656107515	18.198303071162012	17.967149778393715	18.09430557800531
Sideroflexin-2													16.5037369960398	15.8790128081766	17.2870016919045		15.27845975466		16.8732533906726	17.3374300870372	17.4533218385122	16.5551777207952	17.4558498100707	17.1381369822902
5-3 exoribonuclease 2	19.01801157822775	19.15710005219435	19.000235102269848	19.12151197834865	19.34411912465025	18.969186016753447	19.07948162840315	19.37642620007005	19.063020052529353	19.08400827924995	19.069350453375648	19.085112336881053	19.14108690021505	19.03943904923465	19.03398288076665	19.29798505819805	19.16110992767945	19.00094211529215	18.96302911601595	19.25148273805695	19.24421492648455	18.91158530408315	19.10414025519225	19.218564531734252
Cytochrome b-c1 complex subunit 8	18.200933680844656	18.517167677672756	19.011440380252555	18.514823242283153	18.564563509885854	18.519266612667256	18.873947141294856	18.434878819281654	18.821649945205756	19.024468310672255	18.886729287779254	18.797928033796154	18.193104582349786	18.503858509284186	19.231856065297187	18.662261676162487	19.053322039392988	17.864207043126587	18.743820978827987	18.557807902652787	18.92168387523669	18.807323502712887	19.263257681691588	18.365292784901186
Transcription elongation factor SPT5	18.98302224892217	18.907572330895867	19.031858318106867	19.016427080816868	18.819670613298467	18.99214721340567	18.94274172934707	19.156557237912267	19.17904894780407	19.04848683883697	19.21291946273427	19.076028877067166	19.083325151675403	19.094333159043504	18.837512740281802	19.106594303688002	19.076808592299802	18.996963346046304	18.815535577704605	19.085010171289603	19.154305676736204	19.119624126345602	18.808462433880102	19.188005620156
Tetratricopeptide repeat protein 1	19.322973545167592	19.17750034147219	19.12395185093039	19.23929583078399	19.30331758418299	19.20304735338109	19.14835974064689	19.042254364253992	19.17152729628259	19.09748315822619	19.12925309144899	19.041602935117492	19.19697779896862	19.078572934187722	19.20304498190002	19.145733426084323	19.08570320280502	19.169778957300622	19.17961615743922	19.161535828960023	19.24868409820982	19.24255481147892	19.22034466533892	19.068020229221023
Soluble lamin-associated protein of 75 kDa			18.11247037297535		18.751124681386248				18.373479092643848				18.4937485536139	17.4371998098319	17.5474487263989		18.5833710529877		18.5706502065784		18.8302729924766		18.2296820585715	17.5841515235038
