file	HGSC
GSM997630	0
GSM997631	0
GSM997632	0
GSM997633	0
GSM997634	0
GSM997635	0
GSM997636	1
GSM997637	1
GSM997638	1
GSM997640	1
GSM997641	1
GSM997642	1
GSM997643	1
GSM997644	1
GSM997645	1
GSM997646	1
GSM997647	1
GSM997648	1
GSM997649	1
GSM997650	1
GSM997651	1
GSM997652	1
GSM997653	1
GSM997654	1
GSM997655	1
GSM997656	1
GSM997657	1
GSM997658	1
GSM997659	1
GSM997660	1
GSM997661	1
GSM997662	1
GSM997663	1
GSM997664	1
GSM997665	1
GSM997666	1
GSM997667	1
