rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P0AG40	9806560	10262000	7854680	9109470	8494260	10322100	9466340	7145030	6804560	7721440	10253800	6536160	10074300	8258930	8437430	9637760	9867880	7157220	9320460	7887110	10734300	10764600	7869820	10611200	72688.7	69409.7	76781.3	70856.8	80860.6	70254.7	47770.8	72418	74473.9	51579.8	59334.6	81324.3	47487.3	75375	68177.4	65754.6	73085.4	47801.5	45529.5	77687.3	60334	57005.2	53626.7	4612560	4387990	4589910	4658360	4467550	4200420	4919360	4325870	4172510	4483260	4620050	4137890	4295760	4527000	4765860	4517550	4456090	4531120	4714140	4287710	4000840	4198650	4454020	3330170	3153730	3006460	3209240	3290250	3364010	3049320	3263440	3284270	3350570	3152100	3022960	3187400	3269640	3164850	3232580	3161430	2955220	3125140	3291410	3156710	3101930	3125200	2972290	1646720	1473520	1230060	1639640	1670380	1335470	1571080	1391470	1368550	1426760	1388560	1619760	1516490	1240760	1694400	1631160	1570400	1548170	1611630	1732280	1656060	1667800	1702480	1652090
P40719	1244790	1187540	1435760	1335510	1489550	1156320	1641910	1404080	756125	1120410	896743	692351	1451860	1267870	1370810	1225370	1353120	798624	1385960	1213730	1439520	1259860	1222290	1239170	6970.49	6860.25	9803.93	7867.64	8828.06	6426.95	11604.7	7731.2	8424.23	11451.2	6087.63	7035.93	12953.6	12547.9	8877.74	13593.6	8106.16	14207.3	11421.4	9013.83	12762	11031.7	7363.05	150042	232132	329262	191104	328474	317335	195147	297607	202399	246153	279404	318233	184263	432205	413162	400420	412071	463733	431735	333204	183575	353559	291689	202079	192088	190174	175078	161577	204192	181025	226544	202454	183863	200408	225304	216691	220298	199261	195927	209373	205392	190960	187420	147890	181647	187986	236000	75154.5	75828.2	64054	77193	101135	74470.3	97521.3	65322	62286.4	78088.8	79842.5	94139.5	79912.6	71674.3	94337.6	69461.3	83327.4	91628.4	67709	73687.9	87718.5	92333.1	86539.8	102782
P37623	4429190	5298700	3223450	3511310	4424480	5127820	4880880	3636280	1627260	3691830	4309090	2828450	4354150	2549840	3562400	2027240	3460330	1891470	3602020	2912300	4191200	3690280	2470990	3467780	10265.4	926.024	875.632	NA	4860.26	970.32	1776.11	1437.88	1366.05	2117.59	686.606	4463.37	NA	6689.84	4445.98	3701.75	5712.39	1231.96	NA	1714.01	3655.98	516.532	3861.1	1692220	1702400	2246560	1806250	2275580	1660950	1682950	2078270	1702550	1646650	1836460	2171360	1847160	1763010	1906450	1817050	1751070	1744500	1530310	1704020	2180110	1898390	1896020	1250330	1096460	1007990	1141230	1149510	1262760	1165000	1109550	1221860	1278890	1011550	980045	1053040	929454	980448	1055300	1018880	997505	980097	958405	1116400	1165240	1009670	959542	182180	222028	218616	194630	272989	186304	235416	226796	212501	159858	158831	203611	184834	238452	162569	171566	165234	170199	147140	155799	169954	152690	187807	188305
P09833	5550010	4150760	2956460	2878320	6205330	5006030	4464600	5714090	5114210	5934060	5961180	2076940	5290170	5763340	2977610	3315680	2326070	4638070	2827770	3557140	2814430	2664850	3108090	2772240	14111.2	13269.8	13748.6	14850.4	18326.4	15542.6	17012.8	16791.1	16804.1	15587.9	11585.6	14802.2	8052.47	7514.62	9129.12	9371.82	5378.89	6394.66	12525.4	5739.76	9033.08	9929.52	6843.48	992337	1244260	1236030	1374260	1294070	1236760	1104010	1222460	1265250	1223390	1182020	710903	769854	583492	655672	557055	630520	619540	692600	674704	624941	569673	663246	684609	702564	637435	667103	712597	687962	672888	652304	707031	677677	376577	365878	353147	381297	331383	373561	383458	367163	334687	350564	635424	646056	329661	369719	213316	317850	331276	170664	286895	307906	350004	361803	325215	346438	321411	301003	345699	341361	188471	149595	166271	172862	177510	193971	176037	201272	186088	212978
P25524	91311900	94579800	98277500	94429200	74936000	80365200	89952200	73955300	61513800	77308300	83249400	42982600	89220000	69436200	98304800	98442500	108064000	79944200	107622000	86033700	95043300	103623000	85292100	94862700	393182	554789	433616	546776	495253	503758	581651	497082	550106	562721	460933	509131	612615	566297	480554	580391	543130	575720	525421	597819	506407	599796	549437	22570100	25109400	28118600	23082300	25470500	23847000	23521800	24716400	22213500	24000500	25280400	24525700	28473700	29412500	28361100	26552700	27102900	27897300	27610000	26449100	26332200	30000700	27255400	12037500	13540400	13805500	13834400	12318800	13056800	12917000	12300600	12017600	12345300	14116000	13964200	13134500	13817600	13706400	12211800	13508100	13588300	14295900	14311400	13207000	12789200	14212800	12875200	9764140	8494600	8093340	10891600	9241040	7385530	9280680	8241930	8713060	7587120	7633220	9947270	9646580	8010250	10469600	10241000	10271300	10767000	10921900	9621540	9571700	10121300	10130000	10056400
P00561	500480000	554110000	395042000	449308000	411665000	428454000	579025000	450810000	329286000	391920000	553216000	273926000	515490000	450405000	390338000	418539000	420785000	276476000	425179000	400533000	475059000	446612000	332202000	440841000	1976470	1688660	2147980	1756860	2138860	1997040	1868100	2460420	2221390	1896070	2081740	2102650	1382900	1593690	1748630	1808950	1644940	1142210	854536	1871450	1615560	1568840	1413090	159444000	165741000	158746000	199634000	155121000	161207000	186860000	173239000	158231000	159448000	163692000	94958000	131982000	134250000	143254000	138133000	138316000	141754000	137359000	113363000	121111000	131689000	144569000	98314700	99349600	89696200	98418400	114290000	98015900	106715000	120506000	106604000	108301000	81405000	78757500	72972000	76578700	80403300	73778400	82386100	80048800	83952400	83415100	98099300	97934700	79169900	79989700	40645800	40355600	40234300	39620500	41846300	37507800	49168700	46844400	48514700	42526800	43266200	47348100	51319700	46920100	38495700	40050000	38163500	40486700	39920000	39974800	38001800	40510500	40921500	39246800
P0AC33;P14407	142778000	143481000	49644700	53297000	150697000	139270000	101603000	127257000	113872000	149961000	116680000	64252600	138837000	146449000	43093000	43758100	51931300	44508100	49087300	49807800	39819300	38152400	64418300	38922300	1527650	1093410	1287960	793125	1274420	1339460	1094750	1094560	956400	1104990	1432170	1348210	354113	421216	503485	514156	507879	374071	340479	441530	434367	449222	357300	35546600	42605500	48917500	21077900	42311000	39736300	26227000	53811100	37752000	40737100	42387700	15020500	13908200	15471400	13836700	14745300	14758000	16060600	14412400	13248000	12781300	14423500	14075200	20627300	18112300	20215000	17536400	16588200	20895400	17565600	13448200	15847800	20114900	6997660	7333260	6645780	7240500	6565850	7013940	6227410	6776880	6025940	6139720	20883400	19095800	6807150	7066930	4007100	12250700	12188800	3741430	12210900	8485930	11275000	9957620	9754370	8988060	9539830	13814600	11929300	8934560	3957930	3914350	3559930	4287100	4127550	3903620	3844070	3916700	3924430	3948370
Q47083	32748400	34351900	51641200	52382600	32806400	36751500	30354700	30875300	20623600	31457900	42205900	35295600	32725300	32191800	53336300	59044300	46061900	46494200	5.2e+07	46084100	54636500	61663700	39991600	59662100	12654.5	16507.6	10589.2	19941.9	12110.5	21117.9	11138.1	18478.4	22050.5	14216.6	11624.6	14011.5	32905.5	36084.1	32359.9	28925.1	38744.9	19984.8	24385.4	36865.3	26674.3	29256.9	26202.9	1159850	1226720	1217200	1320260	1268040	1180990	1035930	1043550	1052020	1073910	1029360	2091310	2176320	2216410	2812930	2667980	2620280	2315540	2598320	2253180	2522150	2649640	2331420	749494	843658	849725	834726	898874	858157	823269	848432	799640	838366	1397740	1354990	1192950	1279930	1530980	1367460	1375130	1455500	1509290	1611010	846574	755641	1699960	1360360	941854	488989	439051	1141390	382308	559723	466500	462991	405748	498955	475394	415504	453923	530558	1027830	852042	1009720	728691	976002	936615	1037320	880017	1000110	958434
P0A7X3	332779000	305436000	444119000	420036000	290045000	268122000	328049000	328682000	325744000	304577000	287534000	263130000	309523000	305825000	418991000	410902000	444533000	367960000	370512000	434638000	413840000	370016000	469183000	337812000	983382	1014920	919666	823360	1006930	984896	990984	991511	1056130	882158	983599	957065	1042640	1285620	1636190	1524740	1088050	961624	1156890	1249010	1401400	1278740	1274590	247285000	273455000	301396000	263579000	334704000	275654000	227570000	337021000	259444000	270447000	255858000	403907000	421581000	371347000	393973000	361284000	372960000	377078000	366751000	348131000	359782000	436165000	415198000	121112000	124551000	119734000	122950000	122551000	122228000	123747000	117129000	106298000	119908000	162337000	167903000	166977000	167422000	164967000	150483000	159040000	166527000	156608000	161945000	125070000	126319000	159943000	159777000	48789000	38373400	37171100	49184000	40873300	38366900	38282400	36128900	38469000	40103700	40592800	43583600	37310300	40673100	49557100	50061800	49830500	53881300	53388000	48182400	48436700	51493900	51336200	50937600
P0AD65	4262560	4363090	5230240	5204170	5023840	4342090	4735320	4861110	4424420	5107650	4381940	2005400	4398000	5103870	5152630	4995720	5358040	5294060	5165590	5362780	4606710	4921580	5393470	5120360	25908.9	18487.8	23975.8	25398.3	29502.9	19917.9	24229.4	26575.4	20403.6	26815.6	22261.1	27200.2	25096	25763.8	22389.1	31303.5	23214.2	21966	23703	25599.3	32740.7	26687.8	26262.8	1518710	1747310	1786840	1612710	1727530	1572250	1471080	1861390	1598220	1760500	1781880	1756460	2089750	1983850	2141550	2129930	2081790	2066470	1992600	1836950	1660720	1877820	2005970	1280380	1206950	1235610	1213440	1211250	1180450	1260760	1220050	1211550	1315990	1326740	1291640	1155420	1260040	1282710	1216080	1236530	1247900	1239930	1275560	1252370	1275260	1349820	1315640	2138730	1995830	1885900	2120830	1760580	1768110	2003640	1907940	1948880	1979640	1852550	1895470	2033780	1917170	2029440	1993000	2105220	2011750	2112110	1840890	2101280	2023150	2064780	2165760
P0ACN7	2710460	2957820	1485380	2063610	2329040	2516900	2217170	2122620	1679610	2342000	2490240	1441780	2546670	2601310	1522490	1744090	1742160	1716700	1778080	1683220	1591190	2092150	1370130	1753230	37062.3	40963.9	38796.1	47352.1	44290.3	46762.6	36916.3	51350.7	57497.5	37367.4	43150	44315.5	18964	27679.4	23925.5	22968.4	35194.4	13319.2	13860.6	24565.2	28155.6	30284.4	23394	1891880	2020550	1870830	1565510	1720170	1739620	1597450	1680490	1840210	1805220	1761610	1216350	1022800	989158	877824	966274	927355	1118930	1050890	1070460	949402	882579	995542	1117560	1063550	1070060	1057770	1045510	1159140	1059220	1060190	1041410	1187040	688543	673185	713448	656943	655478	729826	741244	714786	719642	747546	1021580	1037870	700612	741773	287259	449855	460053	318890	464279	405212	416307	463267	429688	399399	413209	418224	486026	374176	273384	278550	273179	250758	269284	252645	339932	267568	319252	302616
P0AGD1	41695500	37436300	26749300	18783900	35030600	23873800	46880900	43489600	62404000	36480700	31959400	53485700	36780000	36045900	27505100	30076100	23235000	27562300	20829200	25349700	22988200	18401500	24984000	20985700	94471.3	155850	115141	154083	126164	104913	113992	117513	168933	110842	141862	126774	67198.9	61162.2	66498.3	68337.6	101206	71196.4	62923.6	54251.7	62194.9	68221.2	72362.2	45605300	34883100	29971300	54566700	28541000	34669800	50164400	18879400	43845700	35877900	32209800	16606400	13801300	12899400	13173500	11395200	10299200	13341500	13970400	14003600	16093600	11559300	14621100	9544880	10384800	13154000	11308400	12026500	9798470	11517000	15289900	15414500	9595720	5862440	6025420	5647310	5146360	6125960	5847400	6718550	5858050	5374420	4853430	9769420	10299200	4944510	5943580	1932340	4355210	4504120	1645110	3948880	6804980	4208190	4886280	5071690	5478170	5851760	3125490	3961830	5196310	2145860	1763290	2533960	1641240	2066330	1885970	1790870	1663320	1934570	1976530
P0A7R9	494334000	469344000	663590000	638212000	587871000	542506000	521756000	560969000	510188000	561599000	507788000	513900000	531680000	515459000	699972000	654626000	704267000	597147000	653531000	638024000	643740000	665030000	700233000	650806000	2481050	2224060	2245640	1921290	2620270	2621090	1737880	2138910	1928020	1917310	2822940	2726460	2787020	3274300	3626900	3306980	3344260	2641140	2108000	3818430	3279840	2780880	3041090	155585000	182301000	210082000	162127000	202096000	189518000	181704000	201127000	196421000	196203000	186592000	246512000	228083000	240673000	226409000	254466000	262045000	259658000	246621000	230180000	213385000	259992000	266067000	184692000	206249000	211212000	206697000	189861000	209476000	201202000	195895000	198338000	199803000	260447000	272757000	290476000	287919000	266221000	253346000	266922000	278500000	265637000	267717000	193044000	200544000	272719000	283119000	34953800	29985500	29650600	35964500	30242600	31217600	29856900	30371700	31196800	29861000	28565900	29625000	30844200	30935400	36855000	38209800	37181900	36470400	40713500	34645200	32015000	35264100	36144100	37503000
P30140	16302000	19584300	11808300	12307900	12859900	17507400	27216400	18320500	7764040	17631700	20169000	11799500	22202400	18090900	11996000	11338100	13806900	8899740	17601000	13826600	14006400	12951300	13602300	13528600	137482	151380	163825	90627.6	160793	112075	86070.4	143343	150388	74901.5	138376	80464.4	72722.1	104019	89110.6	104444	100363	63559.1	55451.6	91454.3	82559.1	85666.8	75530.5	2520900	3222630	4857250	4517830	2421910	4155000	4706730	3214210	4565340	4337680	5106880	3941320	4265850	5073420	3922580	4132480	4160450	4574430	3991050	4709140	3444980	3883790	4105290	1858500	4276060	2659600	4057880	3942090	2034040	4159630	3601470	3704070	1623780	3056140	2993740	3471130	3291080	2875210	2971570	2797990	2745010	2825060	2638440	3549990	3759530	2594160	2822490	1628880	2071580	2220940	1641930	1493710	1981880	2353440	1824480	2508580	2196110	2131220	1643580	878778	2044270	1720480	1887440	1806590	2135810	1728730	1781750	1762260	2040110	1608380	1801380
P39377	11085700	10905100	13333100	11292600	12622900	8947130	6957770	12494700	16667700	10525400	8148050	7754500	9289800	11074200	12790100	10452900	12297400	12182100	9221410	12903400	10136000	12131400	15165100	8754030	64781.1	67340.5	68662.7	88497.3	71267.1	80967.4	53389.9	58846.1	70440	68685.4	77123	96696.2	63589.2	79552.5	78603.6	73536.2	75718.8	59929.4	47078.3	84979	80792	60475.8	73068.9	5987260	6473840	5368200	4233440	8842770	6370840	3906810	7866700	4949530	5518230	5235520	5874160	5494420	5818210	5541440	5420720	5768660	5506050	5934120	6123590	5606330	6259400	5952120	9280050	6384900	7200490	6625410	7733880	9149910	7091520	6575770	7104380	9655940	7247070	7320490	7698930	7744990	7479450	7610840	7723610	7522120	8498970	8162470	7997270	7779960	8347590	7960600	1192420	1396240	1190020	1316750	1530810	1011640	1213860	1459220	985078	1151890	1193010	1328340	1563240	1492670	1136850	1124910	1072780	1182540	1231840	1137890	1089260	1119860	1240640	1142470
P64612	14506700	15418400	10515000	13317400	10320400	12989600	12966000	8407080	4419450	8481990	12818000	8551420	13639900	9769580	9689160	11569100	12692000	4282410	14081000	12573700	14079500	12572200	10142200	13090500	32845.2	35052	38627	28785.1	29132.9	37808.9	32919.2	34393.9	35522.1	33914.1	35074.9	31507.5	30233.6	35974.7	34167.2	34363	38573.1	37227	29739.9	30092.7	29172.2	35508.6	31182.6	3143300	3043060	3299990	2886380	2974410	2952840	3256830	3250040	2993680	3116560	3236380	2647820	3120400	3178360	3108550	3032280	3160610	3352320	3161340	2765430	3584170	2835030	2940030	3054480	3393140	3156530	3247950	3294380	3442870	3056660	3144770	3049080	3110310	3242730	3074440	3340160	3182960	3230360	3192570	3126590	3311130	2821530	3086600	3398940	3225400	2979910	2809320	907161	771623	805015	733291	897351	677512	853935	675828	869744	741626	737695	825024	846956	760705	897499	868886	868937	917554	901600	842576	854734	865473	934796	893901
P09152;P19319	5960330	5937210	20389800	13610800	4798770	3767610	7639960	5434700	7980520	3709540	2250030	2381030	4446490	5589830	17382300	13186900	12799900	14292300	6861400	14084800	12042500	17924000	12738500	10496400	17353.9	16920.8	16623.2	18708.2	24652.8	16186.8	22499.7	16963.3	16305.7	27974.3	18074.9	21914.1	71958.8	46884.1	58891.6	35804	46048.2	46864.2	62213.2	73117.7	64962.1	45878.6	70373.4	1580240	1834520	1773380	1361040	2493880	1646260	1485950	3083520	1435530	1702260	1756660	4168750	3828150	3195950	4431920	4780140	5276550	4543720	4808090	3598410	5167860	6220800	4813910	1323840	1144330	1136320	1269600	1263560	1380140	1229170	1180680	1061910	1546710	2341980	1945910	2330940	2385070	2375920	2663390	2822110	2771480	3357060	3756550	1233610	1251520	3686270	2955530	1116820	565976	652325	1337900	496253	546157	553646	506686	431518	440418	504047	587938	609229	603905	986150	875357	969976	761433	1144210	997856	1074540	1261180	1269930	1012020
P0ABI4	14946300	15252400	12025800	13995400	15987800	12699000	17041500	13542200	10502200	14908800	15754500	9559950	16567900	15056900	11948000	12818100	12416600	10812700	11455000	12360400	13914300	11822500	11760300	13904400	80589.1	85115.7	96073.5	89352.1	73604.6	84619.9	75477.4	89204.5	82047.6	42674.9	74968.7	87764.6	38987.3	65079.8	59913.9	70262.2	77357.3	31676.4	20044.5	60430	56487.9	44425	62620.5	8058960	9127570	8371080	8107160	8584120	7992270	8873440	8955150	7906140	7731590	8905370	6434810	7438940	7392870	7206280	6437590	7746510	7624870	7972550	7143980	6368820	7576550	7323260	3841880	3568010	3361120	3507450	3626020	3857870	3198260	4053640	3626670	3534580	2900570	2651390	3114430	2849480	2674630	2988040	2927830	2782430	2799340	2798620	3319840	2992820	2716500	2471560	2134240	2278210	2308390	2193380	2293000	1628510	2405080	2194950	2244650	1907210	1903110	2219920	2313960	1813630	2118580	2068500	2126330	2108170	1932520	2273480	2229570	2092720	2145720	2223320
P0ABV6	18579400	15773700	21143200	18287800	19584200	16030600	16889900	18258000	17344000	17113900	17563100	28193900	18150200	18793600	20476300	19832900	18190800	20371300	19556300	19726400	18321200	18612800	21078600	19367300	42180.7	26126.3	49098.9	46577.4	53444.4	62063.4	53665.4	49358	63473	35335	55615.7	49677.3	53476.1	82798.2	60113.7	74278.8	75294.2	57590.1	26962.5	69155.4	51740.7	72266.7	71327.4	3738250	3898890	3913520	4316550	4302040	4116780	3756640	4353610	4031220	4105800	3928440	5138910	5660770	4901680	4286210	4622670	4939520	4296930	4996580	4701140	4093310	4426860	4741560	2938510	2917320	2906990	2843250	2828140	2919480	2833090	3033410	2972180	3046790	3168480	3228220	3526060	3205010	3187600	3286950	3270200	3243970	3211610	3141740	2912160	2854480	3294660	3335110	1856400	1517700	1913650	1737960	1474000	1549070	1626150	1693240	1639540	1649810	1610520	1602400	1626240	1695040	1709120	1832690	1826340	1757640	1627590	1784120	1907140	1873370	1654280	1905930
Q46939	7726610	9580000	966935	1681890	6156180	7795560	12710100	6157340	2816040	6582550	8916700	6215130	9284260	6789430	489748	1032450	781104	634016	1518370	834100	903359	854774	974611	1440660	31992.3	39256.8	36909.6	31928.6	41149.3	34098.6	24670.8	44745.6	49540.8	25968.7	34136.6	32383.7	1549.22	5944.33	5949.08	5462.61	5676.08	4405.27	3223.21	4556.86	2989.52	2304.59	3707.11	3025790	3323990	4334430	4438880	2591440	3789140	4723370	3142770	4245440	3924930	4632460	506265	609312	570220	469996	559138	534403	584055	519539	503980	553623	341930	664143	1762660	2915840	2207720	2724600	2269000	1874610	2701050	2487010	2515250	1716980	324535	263968	225860	267721	265608	222339	237501	254009	164968	139885	2150600	2502750	137285	285104	155636	758702	865130	30745.1	643377	928469	827289	725570	952180	879319	799878	691554	612418	733747	117413	89978.8	134932	172720	117640	45108.6	110455	98111	59792.5	104828
P75974	4154490	4060060	3796600	3565840	5621190	5469100	4716800	5793180	5558190	5310060	5028050	4082070	5391420	5712500	4898120	5208470	4280730	4853420	4536550	4551030	4740100	5031620	4317200	4996970	81413.6	68314	74141.6	54960.3	82319.3	55778.6	56120.1	68047.4	84188.9	67420	78665.8	76961.2	75982.4	78503.8	73392.5	62018.6	66563.8	45291.3	60256.6	82243.3	64997.3	39231.2	67183.4	3671720	2731770	2891620	2255330	2895680	3138640	3252500	2724780	3128160	2723730	2942750	3182800	2684490	3347550	2947920	2454740	2275370	2928230	3023010	2856110	2860330	2473690	3248460	1468060	1312220	1624830	1515520	1420690	1455340	1351380	1421530	1388920	1301690	1266420	1325380	1419430	1310800	1358860	1381530	1276960	1359160	1369320	1195760	1302730	1328410	1252540	1343830	486486	561389	592562	415168	463571	651235	600563	627631	588335	650510	661966	558978	624118	667575	433943	516254	569021	513838	693933	576463	418000	532530	592633	448905
P0A9H9	1031730	1299530	297404	276877	563745	552335	1025280	2080360	594482	779214	1526260	1747400	1375210	1814320	NA	58900.4	263986	364652	293091	403872	NA	NA	469138	NA	4020.25	8175.7	10164.1	11517.8	9761.59	5988.77	5548.43	7202.39	7181.46	4721.97	7150.66	2731.69	1655.05	1737.33	745.879	2195.99	628.925	1411.28	2266.08	NA	2402.06	3081.75	2364.67	2155170	2773360	2664760	6461500	2178350	4729480	2502480	1514260	3891150	2926850	3472140	658732	1303110	2241860	3830760	3629890	1696840	5531200	831797	1595570	1006190	3745370	3332570	171062	831331	291199	906181	959530	209515	919514	609707	583030	169673	154878	37200.1	110132	256305	92639.5	76727.9	NA	52753	75465.2	42630.1	365016	567254	NA	115251	NA	549447	536179	NA	720026	822814	860111	1124660	769787	811853	684889	656180	617558	866561	460300	281179	NA	315994	899869	750791	987187	550614	NA	985215
P0AFG8	1291950000	1376370000	629495000	617361000	1255480000	1357870000	1435900000	1340460000	969225000	1393990000	1290710000	639713000	1391190000	1389790000	591411000	592822000	587737000	555076000	617544000	577483000	607579000	646511000	539090000	609616000	3339440	3353730	3243340	3271070	3808920	3416330	3662830	3314700	3606230	3500000	3740910	3457780	1607660	1629010	1816900	1788720	1651150	1701000	1499660	2023170	1770180	1749740	1930050	358887000	384448000	429387000	406610000	410227000	403281000	409301000	454186000	399481000	422726000	434500000	164396000	204513000	190884000	219568000	209053000	218815000	194217000	198125000	169277000	192122000	229168000	214708000	302015000	353617000	314615000	344363000	350420000	298596000	342895000	331804000	341022000	310394000	146049000	144701000	134728000	148687000	146136000	129459000	141820000	145992000	152378000	154334000	355367000	352604000	164198000	151654000	31293400	70111600	69179100	33770400	68778000	63082500	75206800	70198200	74542500	67857000	67744100	74449100	68328900	68895800	31083000	30518600	32871000	31608500	32977500	30480700	29766200	31101100	31552600	31519400
