rowname	CVT09_QC2_LabE_024	CVT09_QC3_LabE_025	CVT09_s3_002	CVT09_s10_003	CVT09_s13_004	CVT09_s16_005	CVT09_s28_007	CVT09_s31_008	CVT09_s36_009	CVT09_s50_011	CVT09_s59_013	CVT09_s61_014	CVT09_s73_016	CVT09_s77_017	CVT09_s84_018
P0AB12	330381	369336	587396	236270	462271	401837	319842	338746	502131	309617	817976	571494	710673	724734	752469
Q46814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02942;P07017	680937	1013030	645023	1047940	1344060	1852210	1333190	1272660	624425	1335960	NA	NA	NA	NA	NA
P69783	16202200	16532700	16712700	18715000	16601700	17561900	17461600	17569900	16210300	17957200	19613700	19772400	18383700	19458700	20070800
P27238	686302	637796	798210	614880	606457	780532	638496	606361	552420	719356	446621	434787	431349	337342	372600
P30843	533059	NA	587831	402724	565054	478310	524256	429873	517106	421889	772346	691888	644818	731010	603137
P76399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A7H6	417849	429812	391262	418745	376554	445601	419743	385737	343951	425317	331939	334875	332612	314811	302926
P36930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33593	233446	186486	245808	215425	201595	293775	209915	234605	230070	320814	217690	202941	235002	261046	276129
P0ABG7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P19318	54834.7	58428.6	48312.8	51510	48664.6	50802.1	57527.9	47959.8	35189.2	49588.3	32067.7	42349.6	37817.9	30673.1	32076.9
P30860	16215400	16528200	17921900	15192900	15233200	15698200	14396100	15014400	16097400	15295300	16199100	16674000	16325700	16822400	16350300
P75919	108686	103317	133131	72610.7	132074	119485	106164	93126.5	99039.7	117912	94088.5	109363	93835.1	113258	104283
P0AE72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AE48	2249550	2320050	2404980	2047620	2106750	2286630	2170350	1951290	2232710	2106890	2263230	2185830	2087600	2299760	2497680
P37327	144781	159844	92574.8	190013	148900	164997	173193	170514	84337.5	158594	155840	140534	101024	138756	102260
P30131	421196	NA	506324	396129	525598	787696	657732	600664	380192	385040	568787	448050	369066	501787	687639
P0AC55	227088	NA	124656	101257	212000	129536	NA	100454	141809	227661	285319	205647	218093	386166	315447
P24224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AF54	550096	599658	489555	509924	510290	525684	472857	559615	527714	515744	NA	NA	NA	1107450	NA
P07109	2254170	1957200	2735840	1525090	2410250	2385890	2115030	2006880	2977330	2185780	2329250	2161590	2357590	2118260	2314910
P77211	819797	713931	648772	487307	599292	597353	544514	686530	549028	511108	NA	508267	467970	792623	591187
P0A8P8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37028	689911	633925	600898	806162	627700	672511	904481	711863	775712	830572	665633	728942	675741	659512	725637
P0A6I9	561076	577015	571611	556367	616797	536299	553349	539472	480881	529402	358329	423851	388070	378731	404811
Q06067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A8Y1	156360	163909	164937	233084	137834	186012	219291	174062	144406	216613	315490	367895	284469	264866	306255
P0ABL5	188000	205191	227248	155975	326054	215583	209990	163642	287122	261224	315877	287553	266187	281490	308140
P76407	244096	205678	200800	225213	244345	193657	288402	245745	252099	292378	247002	187656	157940	154444	239919
P61175	56081500	52454200	57469800	60068300	55984100	54290000	54739600	56142700	56417900	55284000	71164300	71055400	72598800	68644400	66698900
P64503	5676060	5675120	4893700	6311400	5655090	5603020	6303640	6566640	4437860	6501720	2678860	2812990	2846600	2589750	2588790
P0AAA7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76250	163932	174236	149527	180943	155619	162729	198147	173050	147675	148928	107897	35052.4	NA	71786.1	54266.1
P77333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ABN1	44031.1	30785	70937.1	59514.9	78058.1	72960.5	61941	61962.8	101812	56789.6	75576	46552.4	67670.4	56736.4	59865
P0DSF6	1230200	1202830	1269310	1234090	1102290	1212380	1159280	1069000	1094530	1147810	1107000	1114130	1068690	1030970	1050890
P76141	893677	979779	1226570	781424	1283160	911166	849790	873002	922422	768838	1143760	1055070	1070270	916165	1066900
P0C8K0	324197	296868	394267	390269	417898	278742	275851	301190	352883	284320	NA	NA	NA	NA	NA
P09996	194393	238386	139985	235209	164889	205513	215305	239664	238290	189640	119736	160938	122247	128019	154668
P0A6A8	175036000	174260000	168942000	192034000	156879000	172861000	171571000	187992000	139764000	176118000	152529000	154955000	143634000	152696000	145471000
P39274	441401	478069	358165	445156	392982	373583	447480	472767	412125	483012	416445	444314	388603	472374	437508
P0A6K3	3820560	3795730	3973390	4312440	3483500	3825140	3897270	4089950	3425790	3786560	3595980	4161590	3773280	3556710	3757710
P63204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AGL5	896747	806049	1014650	913723	1114850	1018020	920366	627739	1126520	521881	1469050	1219160	1276600	1609480	1726650
P0A9A9	8420380	8810470	7572500	10604100	8328060	9375920	9570580	9276920	7307400	8515520	4916980	5347860	5016470	4721550	4896850
P45424	1905960	1928780	2075760	1502050	2313220	1794220	1685120	1695560	NA	1738290	1773920	2140100	1994010	2155380	2410590
P0AEH3	2423130	2659680	2377350	2687710	2341750	2694310	2586750	2543990	2039210	2502780	3224590	3283740	3004070	3312840	3364910
Q46824	164760	226311	203635	226860	174778	189322	234158	222520	186473	186915	175443	195309	157681	182073	192593
P77717	9561030	9871460	9391740	11513600	9871330	9836870	12046000	11140600	9393820	10701700	5771140	6576190	6017430	5947170	5900710
P08189	185132	242986	228049	308853	226010	234906	221532	224614	125800	231433	282113	175628	134491	178419	NA
P0AEW4	255279	275219	287050	237605	263692	252588	247389	282048	281975	255526	197816	185738	174556	199294	202457
P36649	2338890	2055420	2215900	1940010	2460060	1936820	2019290	2157100	2740110	2109100	1935660	2292570	1934460	2085030	2137660
P64463	18111000	13589400	16197600	12428200	11578600	23402200	18752800	22264200	12746800	33019100	33189600	38795600	34469500	36341500	38957500
P31131	756205	672754	762098	769853	827808	768235	878460	836365	743981	818777	394359	440011	466088	354784	376748
P0C093	790567	749220	827977	697188	787046	806874	778482	793232	814146	807734	767013	819614	768127	727270	792519
P39263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P45552	NA	NA	NA	32251.7	68725.2	71635.9	NA	NA	61322.2	NA	NA	NA	NA	75735.6	69474
P0A9T6	103317	107192	137514	257416	167421	145750	231786	230582	105981	173327	594223	502028	409242	455344	487846
P0AFX0	2415880	2347440	3101190	1727870	2676850	2402470	2058040	1699460	2409730	2056310	1930480	1811360	1978170	2207790	2430600
P45524	351221	460927	222108	328085	381939	250249	331584	360195	305538	277884	458694	342791	328087	372415	442748
P37643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ACE3	678540	670867	563474	771430	518291	667971	717631	776896	585766	681450	1060460	1244580	1208530	1094500	1061980
P76350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AFM9	657782	614157	620707	605311	613323	664444	645862	628939	669533	630601	398848	507150	514738	491638	566349
P67338	319507	395305	340248	282736	278282	334119	381381	294374	328464	402709	352249	368644	309248	233370	315918
P76172	945354	1021160	891280	1211850	884169	1008410	1101040	1051260	671305	915122	843983	991355	754114	930021	1011260
P0AB85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ABR1	NA	NA	NA	143739	NA	106565	112277	NA	NA	NA	NA	97739.7	NA	65699.3	77192.9
P0A8B2	877112	816951	878193	776507	800186	826617	778122	744063	824642	830226	689427	819395	710415	682869	747191
P76406	432248	544822	437816	513039	499059	458787	506864	454974	418019	483216	281054	287914	294458	280601	314055
P77245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ABL3	409210	159241	667637	466350	349533	116731	478443	473931	394328	431435	NA	151512	323373	131000	173457
P77609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P64467	474980	518420	419246	488029	410447	463713	469266	497288	317843	505666	493887	491409	414183	417202	496336
P0ADI0;P77170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P24178	1336360	1437050	1297150	1346740	1244760	1227060	1333920	1239480	1117810	1200140	1219170	1307780	1229220	1248600	1248350
P22524	1808350	1632950	1661010	1714600	1725300	1651050	1714740	1745050	1496450	1719690	1929000	1683180	1592500	1655370	1588140
P0AFW8	10942300	10979700	11005500	10912900	10785800	11482400	10965200	10834100	9394790	11384600	8102230	7886350	7624760	8223170	7725500
P0AB40	3546900	2346290	3898940	2893740	2116600	1668250	2048190	3326180	2041160	1839250	2592660	2637270	2424460	2471590	2619520
P0AEB5	555187	527289	907857	216048	665318	541021	369961	405701	628825	804197	1216530	334164	394308	1075650	1067930
P33919	423854	353108	382835	351107	413861	347682	401385	373312	336060	434099	486175	515071	463585	520124	583361
P0AF70	8821550	8476740	9699280	8588810	9064100	9749320	9287530	9530650	11603500	9963600	7177800	6631570	7537020	7203700	6607150
P0ACS7	1318420	1603280	1918600	950640	1826740	1491920	1123760	1012790	1714440	1340340	1306680	1112320	1195180	1089480	1357890
P0AE42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37353	52809.5	57101.7	79704.2	43995.4	62034.1	41270.3	54845.2	50584.6	73089.9	50046.7	92892.4	99075.7	101867	98992.2	111985
P46144	NA	371917	239024	265764	363450	281942	193099	412122	470982	426457	698666	521082	625917	575505	563598
P0A8I5	2520640	2427360	2225760	2603780	2469350	2539760	2720860	2809350	2193900	2548420	2457730	2942680	2777160	2801710	2704430
P52097	450549	480390	434587	280971	448089	483008	504604	425718	452219	433668	459959	503369	479368	528548	527920
P76394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A7N9	40201100	41024600	42005100	56107500	40187500	46555200	46386000	47283900	32871400	45864300	59669000	56945800	50437800	53804800	51922100
P0AA31	6354020	6243080	5457350	7063850	6005110	6559340	7242730	7037040	5334300	6378840	2977400	2806430	2569350	2770330	2730400
P0AFP9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33014	1003360	888321	1004520	1318930	1270950	943956	1134230	1246120	910484	945611	849285	1222680	1047400	943537	989957
P67553	138785	236232	59885.4	200458	149930	169019	185335	168854	168218	202385	186016	152580	134399	140272	146360
P0C077	1343060	944467	1290760	559100	1257170	938039	1059390	1025570	1378760	1005100	630391	910603	928560	988903	1095850
P21866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AC92	677153	740585	662845	658550	580840	639160	631634	728176	709555	737730	1303750	1096910	1055650	1149320	1218620
P69910	8467030	7616920	6942460	9811940	7242010	7581940	10010000	10496300	5279410	10809900	4520930	6561380	5756600	5930000	6287180
P0AA82	100038	150945	72003.9	118369	142731	109114	153023	122245	140455	114894	169404	175793	189278	159998	195588
P0ADT8	2873530	3247450	2450140	3273290	3072010	2958610	3243570	3307150	2607450	2970500	2498790	2639670	2397960	2585850	2659780
P0AAV6	931774	1135470	807163	1768260	1043820	1032870	1408420	1484250	802723	1131130	211523	280209	222592	224668	199846
P32151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76222	173271	151438	150625	125248	119717	187654	150081	155784	167567	212326	218685	221697	213350	257441	264448
P75915	4262960	3984610	4259110	4058460	4000040	4455670	4075910	4160820	4168010	4111900	4358020	4555840	4430550	4522760	4339130
P02931;P02932;P21420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ADL3	538489	495722	539618	475827	583382	541582	501353	426922	478069	451291	543260	556742	562229	547795	640843
P39337	994990	1025630	1087390	996599	905256	976842	949746	942113	914902	1003470	1044870	886940	890934	981598	957412
P0ABS8	814641	729682	742465	900446	737902	768245	794985	796224	680256	784122	774009	811688	726440	751179	707620
P45807	164364	190365	188814	135643	201688	172738	115810	103686	196924	118678	228496	182296	181622	203636	222525
P0AB28	4402010	4283700	4268100	4641260	4028670	4508570	4630760	4382610	3817270	4403110	3806950	3863620	3509070	3488800	3490040
P64499	68365.4	26195.4	56825.7	80264.2	49508.7	86440.3	81097.4	64521.8	115883	91065.4	287069	298453	265030	258423	270402
P0AEM0	737800	715571	680127	737644	718514	674391	714579	711530	659154	694434	575831	591393	508263	531418	549890
P76535	494755	510720	500695	511024	573362	507120	573072	526092	535732	532464	330241	298533	284582	307537	343900
P0A8H6	2394360	2195250	2365260	2316700	2169440	2364120	2558430	2562660	2088430	2437180	2641260	2380620	2070240	2221720	2131360
P80644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ABN5	853967	850795	711253	702827	887842	934669	806674	753485	967475	768571	401880	393699	375979	419668	577690
P0ADX5	509832	547346	586082	688213	505132	616561	592158	631690	419719	580672	422855	464793	390968	363716	391292
P0AB10	923362	892711	856641	750454	906049	878017	1060690	804618	1007090	800482	844956	859131	933613	925746	972215
P0ACV4	332915	361447	292607	287161	360240	329081	291984	345368	298742	320197	334355	261324	239586	272530	252236
P37671	283457	267497	311104	265470	298645	261266	285991	275781	313124	273128	268511	309628	289673	292937	266138
P69488	1423640	1515910	1373700	1446310	1344760	1587300	1440310	1357790	1306110	1399230	1065100	1079700	938424	1038590	1149110
P0ACU0	326000	339925	308321	225847	315431	312192	269676	271589	267860	283417	345873	365258	356496	354957	401011
P37025	275131	243424	140279	171744	197855	238167	230874	215533	161524	203207	387928	177515	375351	379820	238326
P75952	383679	349812	285702	417724	380802	329025	420082	397672	215005	421068	301816	389564	340685	313618	363369
P0AB87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AB65	727768	765584	778479	656872	636439	750069	749374	725343	689469	736163	478934	583322	489204	492271	558336
P60955	375254	565542	565935	428405	571299	637429	470443	534123	673082	588487	605877	633817	663442	650200	755081
P32129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AG63	36922500	34626900	38104600	40042200	36340700	36381400	37292100	36930400	36687300	36958700	47926800	48721300	47834500	46637100	43154200
P11350	NA	NA	34385	NA	43797.2	50847.7	NA	33716.8	45104	NA	106654	104256	104030	161702	135575
P0ACX9	444880	435741	253005	353385	362815	423044	425580	385805	317887	388380	604898	520215	396650	526242	473748
P0AER5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AEC8	83522	73323.3	92577.7	42874.3	88652.9	73058.8	48436.9	60773	83130.9	59414	67247.6	47975.5	49740.3	38652.5	57110.1
P0ABX8	399442	445570	285939	449417	637815	572735	491029	428607	257276	445089	121621	92502.3	120724	90354.1	82327.4
P07021	113379	98845.5	84214.9	128775	123372	104331	109967	110586	97586.5	108225	141732	170500	184241	158242	143815
P76562	72760	84773.5	98438.9	56742.6	83900.1	75062.2	61592.7	76887.1	105169	55602.5	91531	97876.2	92905.5	102963	111652
P0AD21	158821	142185	167569	198856	144225	198851	148912	162858	168414	141571	212559	258176	243855	228942	247398
P08506;P0AEB2	3289100	3619760	3531420	2246540	3678910	3125570	2649080	2597910	3832050	2914820	3133630	3673840	3829390	4134280	4280910
P0C079	880778	758034	890935	805881	753676	814971	781877	776850	818126	790013	596032	605215	606068	613496	526673
P0ACV8	981292	924799	1016570	866788	890519	1089000	942558	950835	707123	1033360	829381	822402	782160	748144	761112
P0AAU7	323190	264870	283727	308524	260842	306583	263864	249859	218208	284787	269380	255580	244436	279474	285271
P76361	310475	409154	273956	343255	438904	345033	287489	254278	437939	265537	439834	407389	414750	371413	385626
P19323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6BF16	164324	153051	170484	177862	185611	168306	173960	168086	116213	151356	32532.3	NA	41415.9	36770.7	37223.9
P37340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AB55	6973210	5851840	7815060	5122900	7666110	7281840	5988650	5952740	7209430	6445460	8117650	6120330	5968050	6987920	6322600
P38506	2580820	1963240	2325930	1537160	1715110	2453790	2382400	2373840	2459770	2006040	1732240	1757740	1506170	1328920	1342490
P0AD42	580009	537200	785500	352922	658234	535655	523232	423010	618167	458817	663855	681862	760967	694470	690432
Q46822	477242	464887	483581	501009	510762	457360	479876	446891	402341	498791	376545	400632	387624	402945	373293
P0AFI9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68688	814891	865664	737719	695604	710676	785892	840578	821100	634017	756324	938631	1098230	871410	939162	946370
P76231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31548	174348	199285	145446	167436	157833	182048	196385	184892	144832	170379	199496	204824	152813	200142	142144
P0A6J3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33235	98387.4	91841.6	NA	251446	180087	251858	274361	257453	NA	251368	80698.8	NA	75786.9	NA	NA
P14176	3618820	4668130	3058340	3527440	5378740	4166590	5948720	5581580	4822980	4416130	4942520	5979780	6119150	6024920	7778880
P0A8U0	199617	205600	191406	239428	194686	210177	218392	221568	144410	220730	211884	216232	205780	221719	242194
P76398	1064380	705834	NA	966971	1226180	NA	1419610	1216820	818395	NA	761208	963261	926560	878308	903610
P77766	74081.8	106134	94174.4	96101.2	141955	76226.4	108127	137142	122180	94498.4	127056	124651	129822	137051	126568
P24197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77374;P77783	667841	410338	620181	375856	621380	723376	427731	547082	698360	693445	739722	833037	1092430	972147	824217
P76308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09551;P0AEU0	8294260	7661610	7955980	9265910	8159320	8943870	8561270	7696580	6787030	7186660	3953550	3597430	3519040	3841690	3573500
P77634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ADP7	2138720	1925350	2215350	1878030	2292010	2086150	2006050	2027010	2358540	2059180	2408880	2125110	2134690	2354420	2322950
P21645	2195760	1925720	2370480	2087860	2359990	2220620	2128640	2133980	2357830	2193140	2064260	2249340	2305140	2195420	2148460
P45568	268753	272077	306493	245520	286676	255158	250406	250351	296497	273774	343816	331345	328006	323695	315604
P26649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAN1	127910	112619	143157	88612.3	125856	151539	59844.8	119014	118657	145647	116056	91819.6	102949	111386	149439
P0AAE0	3985220	3931930	3095450	3665160	4046930	3758390	4425470	3978650	3578300	3630210	1592640	1529810	1617760	1597770	1645740
P33371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A7M6	25310400	23634500	23742700	25972000	21917800	25259700	23730900	24815800	22019000	25049000	31958600	29377000	28956300	29988000	29225700
P64506	2448080	2220630	2403480	2336940	2191350	2459640	2334310	2304150	2082510	2181430	2837280	2743610	2486420	2609050	2524560
P0AGH1	287126	254083	320378	244443	276640	310515	290797	250410	277822	276855	222423	196049	194345	206747	245535
P0AC92;P77695	2301520	1855100	2424100	2320020	2035670	2090380	2271530	2268470	1902630	2083440	1923000	2041120	2063680	1793280	1380580
P07013	299141	300269	293650	338707	285925	351620	348907	337656	359701	304829	382750	367461	355107	365119	383964
P77335	98208.1	NA	106888	62212.6	130113	105849	79547.5	131118	44833.9	102446	78548.1	80151	89966.1	119922	52701.1
P02920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A752	230256	236400	203347	247496	131756	224979	228590	244586	170835	208411	221028	236371	193028	206801	251714
P77295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36566	136208	136423	140902	107735	125034	133654	120677	121036	136063	132584	157158	125287	117035	154026	145690
P67601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AC44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ACX3	6552240	6408380	5415360	7251790	5596880	6113070	6641810	6538740	5695190	6366440	2836430	3087160	3220140	3144730	3310460
P23200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ABQ4	1258040	1318170	1419100	1382360	1159250	1358610	1410550	1372480	1184220	1404040	1035680	1070880	869102	889804	914836
P46139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46022	81974.8	85019.1	89930.9	70937	105654	94163.7	94826.2	87518.1	107410	103506	60977.1	75735.2	73850.3	84357.3	66433.8
P16528	120193	122170	119583	83601.1	135859	99887.6	76589.5	79533.7	115315	89474.4	181322	177041	178011	181084	204233
P27245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAC4	1432540	1400610	1113080	1396420	1466570	1504880	1742070	1552600	1416230	1534900	1054810	1207290	1099340	1174970	1337360
P31434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2M7X4	387856	289799	376604	402166	255996	448667	476568	326823	224794	361175	120834	174922	166273	133516	133776
P08190	464263	648153	497957	628021	390380	544520	484640	480374	334034	516478	292957	321333	351589	364030	441344
P23485	70136.8	71259.5	59466.4	95739.3	72520	83768.3	90590.7	96111.7	44480.8	102943	244699	263961	190861	223778	218006
P69423	67099.3	44339.4	51085	52650.9	66312.4	60124	58733.3	54734.2	72056	61300.6	43847.6	71275.4	73924.7	59424.6	50988.4
P0AER3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AB96	2379770	2437030	1488590	1728580	1393170	NA	1732160	1624100	1336630	1337860	1679320	NA	1283870	1554020	NA
P0AE28	2025840	1901850	1966880	2128440	2154890	2127140	2286390	2130950	1813640	2164910	1463490	1297650	1200840	1246300	1456430
P75937	64931.1	81269.6	52210.1	179039	148378	231140	192324	193263	61545.6	186978	NA	NA	NA	NA	NA
P75946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76340	191941	141484	133843	140057	182046	140383	149582	144670	167741	148645	177654	164259	126643	189790	185649
P0A924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AA99	78260.6	60638.4	88464.2	151501	63354.8	120001	140979	133242	NA	117048	152660	264272	182098	167672	184174
P76483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23843;Q46863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DPO3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AA37	371475	445377	404565	389708	382301	362031	412256	378116	558281	393168	432096	430694	342713	369509	474298
P0ADC8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O32583	182673	301347	149990	109446	191416	180825	221216	187523	128369	133536	NA	NA	127241	NA	NA
P04816;P0AD96	14982600	14932100	15674100	15691100	13432200	15229400	15902000	14914500	14786800	12495700	17424100	14797500	13704400	14927700	14243200
P32685	48123.3	34729.7	63360.7	50887.5	47275.8	49622.2	33439.4	40249.6	40254.8	44858.6	43864.6	69045.4	64145.7	37777.5	NA
P38035	1577630	2451870	1958120	2139230	1955880	1674220	2058580	1827080	1115130	1859700	1993410	2102310	2049460	2276900	2731100
P39386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AE60	823532	821270	900548	842512	749486	854815	797133	749969	820546	1030790	821158	931236	899934	806452	846859
P0AD07	538618	418081	554449	475501	529251	540650	439448	535421	410761	578557	626554	619226	607282	553827	512604
P75672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09099	648603	608788	657946	739832	583896	629791	659125	645844	635756	715693	505765	612519	610892	615753	539325
P25748	99345.7	111921	88577.4	111077	104723	89797.6	100155	96250	NA	84513	NA	NA	NA	NA	NA
P0AFE4	178775	195524	181437	112475	148479	176144	159957	139929	213388	160320	107702	113283	148836	145136	114047
P76076	276272	266681	160663	247348	206842	285380	256069	279143	172550	255344	234521	232675	210105	262436	244323
P0CF66;P0CF67;P0CF68;P0CF69;P0CF70	306174	217766	256696	247258	342996	265272	202619	192304	233356	163292	251236	183338	198127	227973	177094
P24077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39836	52409.7	37898.3	46694.6	13674.1	39853.9	52988.3	57576.6	56933	56850	56407.6	55272.2	61712.8	53741.5	27467.1	45789
P0AFK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5A614	124817	106969	109830	82472.7	101943	124274	100481	99143.4	106599	141574	50894.8	79134.9	61544.1	59908.5	67548.8
P0AAR8	437818	542861	477788	348305	439956	485562	469226	457910	420156	412046	837222	707446	259143	NA	687600
Q47156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAD6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06989	1599020	1696960	1505350	1443060	1475660	1504870	1538950	1577680	1584950	1640480	3760530	3516960	3499790	2894910	3335570
P60472	603645	600729	582759	550188	577033	572148	575179	573663	548273	524668	473873	519135	521730	504064	499356
P21515	127153	114253	69276.1	147239	129064	90104.7	115210	127431	83762.1	138014	117781	152780	126848	95135.1	112453
P0A8H8	946411	901603	719369	847795	857626	1117370	894494	999452	972650	1021590	818281	1105580	1017190	971936	926624
P0ACG8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76575	248511	317593	171080	284285	268842	343472	287226	297160	196162	280966	167537	232466	191545	115436	150465
P45771	1020270	974471	847214	934908	879601	1035500	898605	895006	799531	890652	552477	626946	522859	524761	634040
