rowname	20230516_EPL1_LiSc_SA_S610_RT_25_s2	20230516_EPL1_LiSc_SA_S610_RT_26_s9	20230516_EPL1_LiSc_SA_S610_RT_29_s24	20230516_EPL1_LiSc_SA_S610_RT_33_s44	20230516_EPL1_LiSc_SA_S610_RT_35_s51	20230516_EPL1_LiSc_SA_S610_RT_36_s56	20230516_EPL1_LiSc_SA_S610_RT_38_s68	20230516_EPL1_LiSc_SA_S610_RT_39_s72	20230516_EPL1_LiSc_SA_S610_RT_41_s81	20230516_EPL1_LiSc_SA_S610_RT_42_s89	20230516_EPL1_LiSc_SA_S610_RT_43_s92	20230516_EPL1_LiSc_SA_S610_RT_44_s96	20230516_EPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EPL1_LiSc_SA_S610_RT_48_QC4_LabD
P29217	9160060	8482850	8572880	8755250	8546240	8399690	8265140	8245360	8258450	8556820	8615820	8317080	8555190	8544040	8444980
P39332	564436	700671	627863	709417	416889	425416	488099	474523	482604	433406	445994	399251	626523	401680	389483
P22186	3339340	2954760	2892920	2701080	2115390	2059310	2220980	2166450	2331980	2331990	2289440	2332910	2852420	2116680	1983470
P0ABK2	2994280	3732900	3824400	3719220	1450190	1714740	1766010	1542730	1550820	1365010	819565	1533380	2038610	1775070	1795180
P0A9X1	4022290	2970890	4348590	3644760	7948740	8171340	6256960	7861960	7927950	8103710	7712670	7858840	5102270	8384130	8143500
P14375	370429	381719	363667	384445	353976	366579	368960	369820	417481	379282	382638	395563	406092	336710	356179
Q06065	767588	809652	757295	748980	480421	413423	449521	433043	426809	427652	448683	458663	828185	470701	444473
P0AEU0	45482000	49916700	46714400	49003200	42933500	46131500	37966800	44489700	44625900	42863700	46095900	42392600	52849700	43308900	43703300
P69222	26625400	28654000	28651900	27739100	37746000	38213700	30980200	35914900	34364500	32465500	36051600	35680900	28054900	36758400	37090200
P0AEI4	7327360	6911950	6316000	6194700	8991400	9094900	9116170	9051380	8625850	8864840	8850980	8927760	6875240	9629940	9017430
P76318	305354	375517	390279	328978	238363	201686	296197	273997	302967	260269	269604	223123	322707	248345	248879
P23845	29043800	32073400	33404700	31720800	45791700	44347000	43376200	44227400	42577500	43458300	42509500	44161200	30873700	44722100	40036900
P32162	2005050	1734860	2092630	2091150	1901400	2081100	1789260	2008880	1823030	1795610	2138700	2050260	1953730	2108690	1722440
P43672	2151220	2030140	1962050	1969600	2549730	2529290	2549370	2529460	2471920	2373840	2421360	2475650	2043440	2555760	2447840
P0A6W5	11716100	11345100	11445400	11651400	10498700	11191200	9713140	11206000	10535400	10409100	11381100	10612300	12141200	10638600	10945900
P11349;P19318	1473820	1361080	1459540	1228580	2285280	1910060	2373940	2675020	2902010	2890960	3281510	3724450	1421080	3558830	2748030
Q46868	12745300	14351900	14408200	13357300	12369200	11841000	13155000	8711640	9085430	11016100	11530200	12037400	13536200	12671700	13068000
P0A7T3	150635000	171431000	163088000	138726000	235825000	252200000	239376000	278059000	252279000	269008000	269548000	231572000	180114000	250785000	265851000
P0A9J6	6176650	6072150	5892170	5623730	2759310	2831930	2772340	2821380	2734170	3055340	3034500	2880800	6247670	2855460	2865060
P76113	11263400	11834800	12569900	13169900	9233360	9763000	9254990	9502180	10074400	9694390	9707730	8823130	11324400	8434900	9216480
P0AF43	951281	952000	1053110	1018620	873057	832839	757563	831835	792844	788473	695204	800059	901935	824726	831850
P0AF36	23297400	24444000	25108900	25614400	22784800	25304300	23392800	27915900	26905400	26784200	26408800	24597600	25694800	24384400	26172700
P30015	554192	572788	583054	531416	406165	441747	367795	369335	429687	396242	431281	408548	581384	420180	390977
P0A742	16305100	19441900	19614100	19134200	17129300	16990200	14557900	15188900	15289400	14902800	14654300	15416600	15646800	14046300	12871900
P80668	3454330	3964440	3887250	3845690	2080780	1873480	2498850	1888700	2049950	2055700	1866490	2363430	3739760	1961530	2126470
P0A6E1	3176190	3491100	3667950	3500110	3705250	3415050	3311600	3579720	3258760	3349710	3379860	3715240	3662480	3476770	3462170
P0A840	2214000	2036530	1886140	1961370	1660990	1556830	1795930	1652140	1647910	1701550	1743350	1630210	2151380	1694210	1678640
P52076	972523	1091810	1042290	948880	1053830	1045470	873766	1037830	993749	1100770	1011080	963764	1036570	1011250	973471
P0C0S1	14249500	12987400	15575900	15155800	15602900	15696800	13665200	14990100	16053200	16367700	14857900	15315400	13326600	14534100	14239700
P0A817	77954200	74425600	75708500	73744800	81864900	82959000	82148300	81869900	85377800	84940400	85077200	87316400	76837400	84766300	78483300
P0A8D0	8924630	8213570	7485220	7389340	5610210	5661790	6138780	6091190	5894660	5931600	6004110	6035000	7927850	6066930	6065800
P0AAQ6	457412	675241	786091	1023870	341617	338726	285142	265597	256183	285959	182964	176417	627554	210854	270124
P08202	1037720	969912	958398	1006340	326472	312737	287163	324234	368140	383985	325705	335690	940285	333961	338144
P23894	12709700	12057500	11704200	11459800	11216300	11487800	11351400	10705500	11186900	11231300	11138000	11383000	11897700	11195000	11129800
P0AFH6	3342700	2628890	3917190	3604180	3046490	3232400	3437940	3458670	3537720	2894460	3512160	4302930	2710670	4697310	4319440
P75966	1827180	1884220	1811820	1617030	1967060	2023780	1972820	1988310	1906020	2190170	2030330	1889400	1653200	1949190	1923070
P0AA25	74517800	80719800	77832200	78033900	80675500	86391100	82312500	83354000	78515600	80305300	84951200	79170900	82463500	82792200	85177000
P06968	12389500	13650100	12789000	11666500	11662400	11938200	10591500	12026200	10703200	12035700	11743400	11302400	13336800	11420000	10754500
P0ACZ8	1143770	965488	993589	868444	798827	759658	814360	798923	794085	743829	854010	763618	963930	797738	758314
P0AAQ2	2116190	3503850	2718460	3022240	1093510	1057030	1701680	1335890	1092890	992825	1055490	892886	2139500	908562	1088100
P33224	5396280	5512320	6775660	6607330	3609670	3376610	3278650	3813930	4034790	4098610	3727610	3977770	5832130	3552320	3695240
P52644	5049260	5299950	4696360	4703290	2463260	2207290	2830400	2296540	2519250	2633610	2513750	2606090	4611690	2534850	2744290
P17993	6603250	6355380	6118570	5182690	6959760	7198320	7317960	7345500	7265220	7990780	7335080	7197470	5935540	7287480	7466430
P75829	13460900	12449100	12423700	10692400	28280000	30143200	28250800	30359800	30441800	29997900	32376500	35716100	12112500	28592900	24540400
P27303	2372600	2263190	2286540	2290480	2804160	2722820	2847740	2732910	2720090	2659390	2792730	2931370	2294750	2802480	2648310
P23842	556407	590321	546597	558252	548034	542954	507591	553259	543004	504626	513226	565689	589150	507649	525178
P0A8N0	2424130	2329400	2332620	2289780	1975660	2054940	1957320	2120870	1970200	1900710	2281340	2066410	2352910	1851470	2038330
P07862	4670660	4451680	4402560	4479970	5022080	4999790	5208420	5114430	5030740	4919910	4998980	4950950	4680280	4992210	5008130
P0AD37	820483	685127	683081	603255	262330	255818	243851	315251	251523	280649	283158	230031	760321	280302	263968
P32669	654277	632150	565377	494451	251545	264687	277562	272419	298951	311564	336816	272447	583711	302115	308703
P76329	3001480	3339430	3595500	3641680	2203350	2060870	2103240	2242680	2405390	2290750	2036870	2104270	3153080	1910700	2043740
P0AAC8	3445950	3463720	3183240	3368200	4788360	4572110	4467190	4876950	4211020	4421350	4515180	4343990	3228600	4995150	4638380
P77667	1358160	1922510	1861140	1991470	2010360	1901130	1932920	1975010	2085850	2120110	2311680	1825900	1704860	1705480	1994300
P76053	722443	751767	700240	667869	777684	821569	727161	791205	801420	866606	811257	851148	719490	713458	808288
P0ACZ4	2414200	2554040	2668970	2172080	3668780	3724150	3733620	3922880	3793360	3788880	4369120	3887200	3196590	3923520	4148510
P37019	663595	781732	828516	797354	539024	481384	473596	473584	526083	501392	451438	527235	649230	544496	515591
P69490	1089840	925041	928451	1008340	899989	852572	885955	836067	964517	871776	970584	963502	932995	986368	924434
P0ADZ0	32876100	31282000	33765600	26322600	47975900	54380300	42774500	51237300	46696100	42071100	49023200	48507500	33170700	46369700	50297400
P0AAH8	926267	955179	960164	902307	1086010	1015800	1037770	1036090	1071760	1053560	992110	1061850	924075	1000620	1029710
P0ACW6	19800400	11657100	11390600	11368000	1659570	1346500	1557870	2026050	1975160	1825620	2134020	1978260	13917500	2175460	2012380
P67624	1085240	1296830	1121830	995810	1457130	1075770	789737	1051800	986076	925490	1167970	931030	1094740	835669	864840
P76008	1824850	1696410	1599140	1557460	1782940	1689550	1836880	1682430	1904280	1781080	1781590	1753250	1727920	1694990	1706910
P76208	1151020	843920	1093730	1314380	771655	910222	802048	783720	798996	582111	773233	898372	888416	857455	965171
P0A9D4	5432650	5406870	5029930	5010580	3786320	3510300	3818150	3482640	3867030	3890840	3501820	3374470	5057150	3620520	3283200
P0A9L3	35609500	43641800	40981300	36594300	41183400	43115600	42435100	45428200	39487300	41302000	43134300	40168100	42404400	42899500	43292200
P76086	4482680	4680080	4748740	4303470	4419720	4200870	4366270	4209650	4521050	4607480	4241990	4590770	4156100	3978410	3654780
P16691	699268	809200	770887	780135	682722	707201	713808	651496	654420	685347	654998	633297	737636	620100	645803
P77569	4288320	4679390	3859900	3556800	1660210	1653800	1671640	1687540	1662720	1767150	1564160	1579770	4149360	1611900	1760950
P0A7Y4	4398210	4749270	4981200	4515460	5812270	5665880	5683350	5682820	6566330	6055500	6066460	5727300	4778700	5673610	5661640
P0AB61	7599010	8040040	7973380	8834640	5813640	6553300	5659550	6811330	6405180	6300310	6562170	6063700	8479850	6018420	6249420
P03819	845372	928206	963399	932828	817288	816175	856838	821079	871562	849928	794160	806069	905996	804135	772587
P31119	4400470	4421920	4433130	4369940	4631340	4495520	4600400	4494850	4587810	4454970	4412860	4444770	4417800	4308830	4386010
P77718	2525440	2458100	2474020	2381960	3937250	3816070	3837410	3825520	3850780	3683020	3775470	3988030	2670300	3941170	3791080
P0AGI8	1606570	1676680	1730850	1753250	1493140	1412710	1560050	1503960	1502290	1571390	1481770	1445970	1746920	1388940	1437280
P0A729	7471220	6940870	7352420	6914850	5868410	5602760	5898880	5539670	5588090	5721840	5688870	5523500	6741020	5607410	5523610
P64581	111659000	105510000	108963000	107723000	62618900	57781100	70219400	51930300	58047300	60328700	61653900	66045300	108354000	83160000	85550700
P32157	16373400	17928200	17675200	15887200	14648100	15495000	15374200	15845200	15211800	16874800	15657300	15235600	17292500	15361800	15351300
P0ACB4	3744120	3838640	3801350	3641620	3736830	3821000	4038720	3689280	4039630	4016050	3741380	3877950	3956710	3827040	3752740
P0A7N1	11731800	5084090	14084500	10075500	141885000	164399000	42177300	121659000	153435000	159573000	156621000	145625000	19661200	153304000	152010000
P32177	936787	845195	917903	996299	976642	884866	988376	865210	865792	868848	947364	933402	831611	947659	863998
P37765	12081500	12536900	12735800	11378500	16955400	17354300	17930700	18087400	17962200	16619500	16919200	17286900	13393200	16979000	17404300
P0C0L9	2536960	2244200	2196950	2726960	2278840	2428640	1986910	2402590	1978810	2130660	2301000	2217930	1829230	2340900	2246430
P25552	1892990	1919050	2011950	1999540	2051080	2034000	2027320	2116460	2117560	2037080	2071510	2142480	2107850	1981260	1883870
P23857	22783500	18330100	17153900	18852700	4036990	4494480	3982370	5045510	4973270	4785930	5732590	5344030	20646600	5984840	5468780
P39286	2649770	2208390	2271460	2303590	2350100	2355730	2337350	2239780	2306920	2335410	2312770	2394540	2194450	2300140	2326360
P0ACE7	20116200	21914300	22979300	22341500	22907600	24616900	20381900	24600800	23273200	23309500	25773700	23176800	21761900	22683000	22841300
P0A8M6	38294200	35328200	35147200	37808000	50687400	53849800	46841000	55518900	56993600	55888900	61347600	53855300	35694400	56951000	54536600
P0ABT5	743683	925751	883212	885715	1134160	1002430	1007640	1062430	1077970	1089600	1126390	1094930	817929	993714	1129280
P0AEL3	2862820	4675590	9733330	6180200	10817300	12489400	10110100	10783100	8926280	8379840	9639410	10020400	6346960	7466280	9823690
P77272	297248	313221	301860	335383	130211	150680	185472	145021	147204	110494	158876	161020	298354	153317	168277
P77202	2062060	2168830	2226410	2267240	2401890	2490110	2325670	2477970	2470410	2395040	2416660	2238780	2101130	2374670	2441810
P22634	2967430	2702360	2812140	2863760	2607660	2453780	2794070	2752960	2677090	2743710	2617460	2702910	2913300	2692120	2647490
P0A912	60500900	48982000	49199100	51696000	42647500	44654200	35119200	36363400	33478200	34791500	33438400	34790300	41830800	37389300	32922300
P64519	894888	1212630	1290140	1596370	1149990	1025400	1029170	1100830	1233550	1221290	945752	909985	1360550	876113	1070160
P0AAF6	3778290	3698280	3826050	3858620	2967990	2996350	3160710	2960020	3211240	3110800	3313860	3240660	3565210	3323990	3084730
P31551	813746	768274	791701	648509	386777	373486	397941	419450	317860	374224	448165	412923	845941	382173	342682
P0A8S1	5795020	4935100	4952320	4911160	4614490	4598570	4671980	4667790	4721640	4820610	4852620	4833120	4961200	4793220	4782980
P45753	193757	183824	171213	170511	78172.8	75413.4	57032.4	88588.7	85586.6	82861.4	79359.1	100981	177351	107245	72319
P0AAN9	5292570	4210060	4519280	4918510	2843470	2765940	2547940	2586050	2541050	2783500	3132920	2871250	4368710	2645690	2602600
P37188	130195000	122062000	128508000	102494000	28783300	29763100	31715000	33315000	29680300	32529000	37621100	40070000	142233000	40342000	35662300
P0AEP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P64559	3667130	3823960	3426190	3388390	3213240	3306080	2836350	3341980	2721060	3225550	3161110	3141000	3559500	3186010	3150650
P17115	3495920	3392580	3427910	3062820	2752680	2737280	2724770	2700710	2633100	2643540	2779460	2877580	3504740	2639950	2749550
P0A9H1	5088360	5905320	6140030	6051310	6622760	7217440	6681770	6781190	6735290	7075940	6423180	6510070	5884730	6621900	6457420
P0A8W8	16978500	17960400	18099500	16659700	27231700	26627700	25828000	28187100	28951700	28377500	29949300	29656100	18283100	28098600	26828200
P77485	1517370	1471240	1419980	1303130	1165340	983789	1014140	1125240	978124	1119080	1171960	1120530	1408060	1154310	1124450
Q46811	340031	355138	238161	183895	NA	NA	69031.9	NA	76266.5	NA	NA	NA	400323	NA	NA
P06966	5608070	5175630	5203720	5004520	4570850	4654570	4665360	4785320	4768030	4677110	4972920	4534880	5203520	4626210	4598230
P0A776	730837	638621	739638	721653	834894	789528	724456	812983	700696	783000	755657	876026	604262	680928	586456
P77433	13918700	7330570	6676200	6557370	571324	636453	626555	677397	743532	706218	933369	831173	7762920	1065050	877488
P32141	632478	660949	630126	613968	351100	404658	409125	370045	372658	389915	408011	419817	643697	401055	384117
P05706	412241	447064	467850	432405	689405	554764	612238	669740	770085	667888	850280	824781	519127	692300	752925
P0A7A2	4894400	4565790	4313430	4248430	3734440	3445030	3628560	3543260	3624800	3598790	3559080	3699500	4407140	3827480	3536720
P23874	367744	354125	318320	335821	277894	300239	301483	283753	306451	300390	296221	298066	324930	304550	278337
P37624	2036960	2051960	2080740	1867780	1442680	1465950	1440080	1373950	1401760	1442560	1374350	1437290	2068090	1395460	1371180
P09126	1116210	1161910	1177190	1195020	771554	765534	843901	818036	829072	781686	757895	789939	1180280	805094	721650
P09835	571740	728213	530708	630200	316345	331604	352008	327993	341634	304887	276556	293767	681262	284833	309777
P27896	245756	189756	240655	172612	196255	237171	237513	199348	202519	187113	208577	243093	216765	194083	203466
P45522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75824	500474	281957	398679	385057	369806	378977	401730	487835	487424	464528	590040	607826	416374	547263	440187
P28631	1242160	1235450	1178050	1111290	1275940	1222420	1283680	1276890	1242670	1264270	1362960	1232320	1123540	1291430	1166010
P27859	769750	685686	701814	738070	776941	690416	859807	750072	751494	729653	780289	759193	745793	788787	781225
P76073;P76154	314209	284632	309785	323185	515703	618162	506711	623493	540447	519109	336840	315098	363744	672912	839391
P13738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76569	16462900	15914800	17618200	17909500	17047100	17722500	14161500	17201700	15956600	17485000	19419300	16185600	18179700	16457400	18344300
P64426	410412	536754	495468	437077	359642	393160	418271	361794	372382	423284	349309	364094	439849	383036	359839
P0ACB0	10513600	10305100	9814800	10131100	10230400	10268200	10176600	10133300	10173100	10126800	9781990	10112300	10333200	10477800	10232000
P46125	1827030	1685020	1913150	1854400	1619420	1648150	1640110	1609030	1574160	1711680	1437160	1636510	1600180	1712810	1586370
P38104	7863380	9393350	9926300	11291700	3181380	3423750	3525610	2827190	3175230	2838720	3523960	2613660	8156980	2689330	3065030
P19925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76520	943844	1753800	1574790	1437400	789317	886389	896035	823133	755593	723125	762926	706978	1551320	673480	746053
P30748	4668310	4926520	5149390	4620290	4345440	5310860	4326860	5066710	4343500	4799280	4573760	4616840	4976090	4655330	4561220
P0AAH4	2248410	2232680	2231980	2186730	2409660	2265920	2468540	2349020	2395760	2513500	2366080	2413020	2343240	2414370	2327180
P0AFY6	288414	319087	320391	330716	253449	262030	190182	259015	260099	250142	197949	237880	230861	266182	238208
P76273	1010910	1020490	1013050	969661	1268220	1407880	1351820	1277340	1266180	1276880	1208490	1345970	953540	1311840	1312790
P0AFW2	18095100	22959800	18885800	15657200	3047200	3786480	3066140	4092740	4506870	4151730	5195090	4374580	23972000	4704240	4691400
P0A8U6	11507100	9654140	10112300	10323400	8578150	9268650	8942730	9977040	9994880	9541390	10495800	9996020	10462800	9613910	9301000
P0A8B5	16012200	14823700	14823500	16459300	13658100	14319500	13384100	15327600	14084200	14505400	15362000	14022000	14855200	14162700	15278000
P65292	8322020	13644200	15649100	19905300	6479480	6212460	5635480	5424290	5547340	5122500	4060000	4365750	11064600	4598600	6263030
P0AFU8	8738090	8418920	8437500	7530790	10763900	10595100	10633900	10724700	11055100	10470800	11342800	11633300	9014890	10909400	10629200
P77581	2067630	2229280	1882610	2287380	971319	990511	1005440	1018640	931554	1013300	771257	737698	2098420	792382	1081610
