"rowname"	"20230516_EXPL1_LiSc_SA_S610_RT_25_s2"	"20230516_EXPL1_LiSc_SA_S610_RT_26_s9"	"20230516_EXPL1_LiSc_SA_S610_RT_29_s24"	"20230516_EXPL1_LiSc_SA_S610_RT_33_s44"	"20230516_EXPL1_LiSc_SA_S610_RT_35_s51"	"20230516_EXPL1_LiSc_SA_S610_RT_36_s56"	"20230516_EXPL1_LiSc_SA_S610_RT_38_s68"	"20230516_EXPL1_LiSc_SA_S610_RT_39_s72"	"20230516_EXPL1_LiSc_SA_S610_RT_41_s81"	"20230516_EXPL1_LiSc_SA_S610_RT_42_s89"	"20230516_EXPL1_LiSc_SA_S610_RT_43_s92"	"20230516_EXPL1_LiSc_SA_S610_RT_44_s96"	"20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD"	"20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD"	"20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD"
"Q46871"	22.2264069006518	22.6287441067577	22.7495764942265	22.7216169934049	22.6985495288366	22.8086884977803	22.6720299030399	22.5952980078633	22.759241285054	22.7440791165556	22.5803054987911	22.3663382241783	22.600602139983	22.3840585785426	22.6255706233481
"P76541"	20.6190682719603	20.5007096388966	20.4084790185409	20.4595396822339	20.2065517704279	20.0944746444291	20.052928849254	20.1676631479621	20.039390325237	20.1756762408927	20.2167103397276	20.1400234004731	20.6218604992068	20.1497669627749	20.0295703237782
"P60293"	20.9869586063375	20.9702505641488	20.9546038627941	21.0244998800546	20.9277475854593	20.9200678521909	20.9128001822363	20.8708478129244	20.928181476533	20.8704941623247	20.8832309586448	20.9061345911385	20.983887074795	20.9287381122891	20.8283364106729
"P77674"	23.7323753056598	24.208400187187	24.0641289615579	24.2824617959934	21.2359043743737	21.218668469857	21.2109804324349	21.3085645669422	21.0735440672683	21.0781586275944	21.0465818302063	20.8848636119313	23.8261535428874	20.9287887048917	21.2149747896958
"P33232"	22.1705388106933	22.4120560250944	22.2357320374675	22.4051061367571	21.7532257281201	21.7305397918167	21.6823765657853	21.7082537305868	21.7430724814175	21.6948101549828	21.659197188885	21.6189921259956	22.3271304659562	21.5857932816402	21.6254056340917
"P08337"	18.911400765897	19.0530667777603	18.9963300418418	18.9878219046961	19.4520079163572	19.4741693577642	19.3165555470597	19.4844925114877	19.25037707255	19.1460067536994	19.2227501009078	19.2277827905019	19.0391145052771	19.302801778217	19.3500003407354
"P0A9W3"	24.6014457298133	24.5812012716516	24.5909223284942	24.6240125065074	24.3021513660519	24.3053698805471	24.2685874013325	24.262091116647	24.2815423909135	24.3009512946631	24.1898236542039	24.2080801233814	24.5330036182011	24.24223587701	24.3265216540205
"P45955"	22.8641702719707	22.5996127881385	22.6866783362681	22.851270948714	22.6386979563619	22.6791192431672	22.5996491066228	22.7768257630431	22.7168177870784	22.657763291059	22.798939243159	22.6296536643375	22.6835442342692	22.6685695090859	22.7667205749737
"P29131"	22.0269090436928	21.7881360260143	21.7965807144967	21.8236836594963	21.8323368602046	21.8080560477746	21.8063025941889	21.822322641012	21.7996310325108	21.757081503691	21.9069346224953	21.8599009885272	21.8364148610458	21.8316992339639	21.8269526308208
"P15639"	24.6132876822066	24.9052119860047	24.8228613689933	24.8214509148732	25.0294195142371	25.0190017077238	25.0226929029853	25.0360603943889	25.0126908557157	24.9973175020239	25.0547132753264	25.0520241955219	24.8708468724792	25.0453607340463	25.0187598188868
"P09832"	24.8467261213984	24.9395220042549	24.9136677380458	24.8068424210145	26.2208977077187	26.1968104123013	26.205341793773	26.153372199427	26.2063464515554	26.2558553448024	26.198278289147	26.1881452573996	24.9669109501164	26.2468449563391	26.2095886399103
"P31224"	22.6835271010141	22.7858216038578	22.7340389225641	22.707272338302	22.7782484156542	22.7509220229745	22.7178784546282	22.6831843931751	22.6760246335751	22.6735661541858	22.5693179084785	22.6614997732721	22.5944052524119	22.7168868483426	22.7189216249182
"P0A8Y5"	22.5492761026073	22.5227931832302	22.5445579310218	22.4910310143923	23.1557616894789	23.2063088128034	23.2070226637855	23.1375881367329	23.0644546452904	23.127679837866	23.1005458898337	23.1700955981452	22.5572014406242	23.190630098583	23.1618991811488
"P02924"	21.6279319143892	21.6910397584134	21.486731928962	21.6437064883088	19.2632646149077	19.1733550702141	19.1144057646162	19.5349430548877	19.2811172862734	19.2390483894282	18.8193807908646	19.0820814550313	21.5931722507529	18.8663945236408	19.2980088523981
"P50456"	20.3665783518481	20.358112441739	20.4469580765462	20.3358722601041	20.2868216913148	20.3565658798962	20.1727863992462	20.3681248832806	20.407608013703	20.3002475327969	20.4057398021402	20.3552758106961	20.3959963671145	20.2928877708814	20.1706854993378
"P0ADC1"	22.8132762535254	22.5532360094795	22.5851514399544	22.7721445958836	22.2649980280183	22.3120708474983	22.2878898877451	22.2591984544651	22.3246552243477	22.2150962869167	22.2521283406249	22.355464017652	22.7057483834514	22.3728501849633	22.4071463753534
"P09152"	21.5167714991836	21.2094402762954	21.5150732117116	21.2198680639815	22.354971939078	22.1235006896106	22.3343316692384	22.4467864827484	22.6400295271733	22.6537941245821	22.8338853115196	23.0040997391589	21.2877011084504	23.012821264281	22.6751826290463
"P0A7J7"	27.2168875533792	27.2692529049907	27.2951689560853	27.1170585379403	27.6217202337233	27.7470927652089	27.632341178681	27.738537003446	27.6365027652574	27.7555789869469	27.6929003890647	27.6400800165549	27.246890248194	27.6829251662988	27.7286399284223
"P0A6Y8"	27.5623453262338	27.6627857594578	27.7715722328918	27.7404748422772	27.7179035497411	27.8074653306946	27.6454293170078	27.7593812440374	27.7744531453088	27.7947141123136	27.8379962260066	27.7507257929991	27.780060065172	27.7788953186501	27.8482541983202
"P0ACQ4"	22.5283987846201	22.5399189146992	22.5243748011801	22.5294548614433	22.5818207428862	22.5651485753627	22.5777012660503	22.5363966348159	22.6293357179559	22.5769612764234	22.5589839691974	22.5831736898697	22.5011325719257	22.5624818769952	22.5260669580756
"P32053"	19.7514427206387	19.7419721861788	19.8368640091937	19.7763173613368	20.0273039923301	19.9735264127769	20.1705632598365	19.8698603841886	19.9316839803111	19.956810030456	19.9971960234871	20.0115166478671	19.7877049198899	19.9899959039736	19.9909515375586
"P08839"	24.2977508790857	24.5795564864073	24.6063003786788	24.6460503948237	26.2185014521749	26.1869635513163	26.1571115113628	26.2296623053365	26.317829435178	26.1877999066883	26.2842123492262	26.2400277431961	24.5840665369207	26.2557977301205	26.2903270069291
"P0ADG4"	23.841005677414	23.8528620708218	23.8306378309677	23.7846460271164	24.4134164263044	24.3251495142956	24.4495433907043	24.4024632981353	24.3990176151854	24.3294604992002	24.2736752474591	24.3014607492226	23.9640132902494	24.3306644495936	24.3859945430764
"P21165"	24.4907789132931	24.4819521345566	24.521499801794	24.4844435867736	24.274848462252	24.2410139998196	24.2267111669974	24.2583647510098	24.3589534940251	24.2656147603589	24.2738459561892	24.3197098780462	24.6251949109153	24.2971841271424	24.3522800166257
"P0A867"	24.9032960407996	25.3176069292128	25.4608273173496	25.4836289554994	25.3825356389557	25.3319015560791	25.3321304070083	25.3630009844407	25.5069867986551	25.4694547656125	25.3089908240798	25.2789861968085	25.2635245304522	25.1535886757779	25.3305652984675
"P0A9F6"	20.5380013215952	20.4762715551308	20.5410209687018	20.5932725712259	20.2411289585565	20.1576207900843	20.2839994286834	20.2259864077273	20.295961704105	20.2359160574866	20.2869006352645	20.3313959059244	20.5435718535078	20.2808206011048	20.1974374890458
"Q59385"	21.7212769572802	21.5412289874394	21.2705919026969	21.31589472801	21.011216333817	21.0898409581687	20.8158148088518	21.3217024360022	21.146830913993	21.1398173667373	21.5832425666359	21.1838328294795	21.4474424665423	21.210183800175	21.2943133645285
"P36683"	27.298397823625	27.5126787445497	27.2771955814779	27.1637112441912	25.9849384379037	26.005206740834	26.0060097817227	25.8927566158617	25.780589526015	25.8519690671325	25.8362959058165	25.8432984947412	27.4328086534216	25.9942558823033	25.9257002101324
"P00961"	25.7723817338944	25.7670202553724	25.724296405126	25.7587829577153	25.7616159535328	25.7858859435228	25.7795704852282	25.7003033956057	25.7465803353388	25.7420605162587	25.7186483621347	25.7340048004461	25.7982664069436	25.8100045581748	25.7811825917915
"P77541"	19.972503070659	20.6922153407763	20.5607246554294	21.040159932147	17.9292815285646	18.3547099665083	18.4006960198822	18.2021477435282	18.1834027700131	18.073644739855	NA	NA	20.5236787200742	NA	17.7767864144895
"P0A6C1"	21.8784640856498	22.0954569054686	22.0387207679591	21.962003531604	22.4823165858067	22.4073305297082	22.4371470506275	22.3670451523786	22.4706578811907	22.5289304955412	22.5069244706804	22.5282151438455	22.0386504464146	22.4628352335383	22.4608972917665
"P27306"	24.6724691530435	24.8179723912728	24.7118576682869	24.6230078169736	22.9088100204434	22.887773945518	22.9993432207641	22.9873004482127	22.9082511392258	22.920124202957	22.8575964618436	22.8295524206308	24.848666107802	22.9409426171722	22.8906876959708
"P0ACB7"	23.0800569472339	23.0961617888271	23.0227453846001	23.0723668534774	22.7344896723695	22.7592717672958	22.7907688725825	22.7144237134456	22.725474853386	22.7644768068901	22.7032767044483	22.6785434044856	23.0618108655771	22.7793610796033	22.7368796002779
"P0A9U6"	19.7656486955439	19.6068569963058	19.5979470574067	19.559647824396	19.1444690519424	19.1821591164272	19.1234091204986	19.3750097257003	19.0215872981245	19.0902726872323	19.2002712349169	19.1438465383964	19.5042118674387	19.2479112926729	19.1407723661179
"P28249"	21.7643694879915	21.6586525627375	21.6115597849522	21.6471105558255	21.3054505994014	21.2363891440687	21.3022406337944	21.2440130238595	21.2890079689593	21.2028029889901	21.2884110157726	21.2425077493709	21.6674849427577	21.319107575825	21.2950088122439
"P07813"	24.2360504064855	24.2166082192617	24.194678113568	24.1341273405534	24.403165754156	24.3839795043732	24.4183086815551	24.341862180374	24.3457244027527	24.3664702993427	24.3392884063328	24.3773747140464	24.243289641994	24.4053619737009	24.3506826796752
"P0A870"	25.8273243855519	25.7665830953457	25.756272787726	25.6979384579953	25.2284847762035	25.3035316087081	25.2427955583917	25.2843094418606	25.2677126804002	25.2902426246109	25.2082029469585	25.2187564050255	25.8201632799473	25.3055194851967	25.2347575085483
"P30864"	20.8205747665189	20.7804148129007	20.7926425685707	20.7579319730271	20.5766891598784	20.6182080367566	20.6865843053476	20.6813945644117	20.6910312362038	20.7092723244513	20.6615084717255	20.7283573411577	20.9239599651913	20.6487964192716	20.6508308793608
"P0ACE0"	22.033198477127	21.3246552243477	21.5029250144671	21.3887740979623	21.3937517982465	21.304927238274	21.516939775743	21.4959028344135	21.6582210728812	21.6091670124449	21.8862190244688	22.0209040010202	21.545727139737	21.9749165741851	21.6732598975852
"P0A8R9"	20.9119960858712	20.9223564666718	20.9016270501558	20.8228244229579	21.1624970524932	21.1332902440411	21.1969034409019	21.1530744913971	21.1543916738883	21.0864887264584	21.0684489765784	21.1233649126401	20.9586447500048	21.0189024108978	21.1182656142305
"P21513"	23.65388157257	23.6549305351859	23.6014117236366	23.5928393191971	23.6836213313995	23.7160411434567	23.6613497166946	23.6240292454067	23.6374027471005	23.6460448997323	23.6209571965458	23.6702067198426	23.6387509776962	23.72806249875	23.7122041305349
"P77171"	21.5715369444118	21.9936626431312	21.5891582736695	21.687947154214	20.4592094624878	20.4684967706281	20.5314385762185	20.5690953533547	20.2838751222305	20.4159851563405	20.4931439936745	20.2673490689036	21.8233454690804	20.4683376644751	20.429829650586
"P76116"	24.9395309714989	25.7495754713109	25.713738587553	25.6664055203945	25.711571511728	25.8116761172677	25.593794011307	25.6772899460956	25.922149097071	25.7589786030491	25.9630321402427	25.5671111253844	25.6161264539053	25.2892437255796	25.7335497617381
"P00934"	25.9042313583131	25.9291997040311	25.9796608619928	26.0049603853771	25.482995377038	25.501661063918	25.4718872752151	25.4408368592564	25.5030360580597	25.456650826439	25.5267648724918	25.4361412948046	25.7868058365063	25.5213080910762	25.5486025181484
"P0ABC7"	24.0892024991807	24.1289228894679	24.1615409544364	24.2412686429215	24.1446513975415	24.1458021945523	24.0941653353127	24.0976573179871	24.0958480134255	24.0355529001219	24.0447773083505	24.0629111084474	24.1306833569227	24.1045440479857	24.0981474498334
"P77649"	22.3784732044639	22.585949114393	22.4644889153384	22.5118563862035	22.2917867427696	22.1869665728855	22.2569434700111	22.2002844077041	22.3166875640858	22.2045114446294	22.0822224729039	22.0764013524039	22.3073253458098	22.1329891467664	22.150061479228
"P0ABA4"	24.3292209574332	24.5129137901853	24.4615706220442	24.3308148727734	24.101862212397	24.0773030791277	23.9723032239641	24.2040248005942	24.098034975279	24.2287232942983	24.1989170895266	24.1127347435941	24.555452984952	24.0427918943162	24.1057112899834
"P77748"	22.4268236940188	22.4449607737071	22.4152579641913	22.2914663880393	22.7165624409705	22.6210220564239	22.7091923782156	22.6161449676066	22.6279586238745	22.6364139808667	22.5771342051799	22.7414295419168	22.4961564805009	22.7836053715961	22.6623432791622
"P0ABJ1"	25.3224150675581	25.4541767769504	25.2627219941888	25.1826400077817	24.6376625452484	24.6256185558786	24.7470261596175	24.528718311541	24.5625505842176	24.6417027364596	24.5212182179069	24.4333070506101	25.2205951646552	24.5232001190079	24.5436438269391
"P65870"	21.0557775777994	21.1238069302775	21.09775053621	20.7828158903249	21.546542196416	21.5704486998258	21.5790534749264	21.5443551088909	21.3619341384927	21.5357490401337	21.4148194087941	21.4305035972072	20.9294101263996	21.377327049748	21.4722059278945
"P0A9J0"	24.339818476634	24.5736809300045	24.5409926001863	24.4622136775667	25.0292636330597	25.0011848177789	25.0313350556171	24.9710491678167	25.0953047792912	25.0332228471105	25.0181443047639	25.0516508916451	24.5333423285294	24.9355395275643	24.9642645337094
"P0AD59"	24.0577237327668	24.3719760006402	24.3619675939199	24.4640600879368	23.4010508470076	23.5587784950007	23.2621556508798	23.6060066221009	23.6591187753901	23.6034506767827	23.6336498060554	23.5867257354735	24.2620696045946	23.5156411336782	23.5465845856105
"P39451"	18.7169935728851	19.6770434263182	19.3005156730371	19.4460211278068	18.5369149754968	18.4569078340701	18.7929777094795	18.4549056983409	18.1508777505367	18.2193481653551	17.9995926875904	17.9171214603131	19.283560918175	17.9689029935743	18.1773757378878
"P05041"	20.5799235625703	20.5212361929887	20.559847574747	20.5089127970551	20.8463014611942	20.8262195037954	20.8004133429747	20.8141098928731	20.8947467254981	20.856276577653	20.8025920925067	20.7675492187454	20.6482522412013	20.8502219447843	20.8177440940479
"P00888"	24.3103853457926	24.744497998479	24.6964826111518	24.6604523136254	24.0426917170159	23.936977540196	24.0938188948168	23.9826621988075	23.7634255478028	23.713368893317	23.878542664932	23.9890708295818	24.8427855654745	24.2222288811355	23.9879786864227
"P0ABE2"	22.7115888402534	22.9835774742521	22.9604382516837	22.9119503851195	23.2348890426304	23.3313548994948	23.2215490667927	23.4488064621685	23.3582358804278	23.4213170024445	23.3427236062819	23.3142773179741	22.9637946287538	23.2914551462305	23.2442337428826
"P0AC02"	24.9313927301506	24.9484793459909	24.9357643115428	25.0326260843189	24.746421445115	24.783387557895	24.7584271709388	24.7462010200228	24.6590207525278	24.6523614092148	24.7040032391035	24.7176996393119	24.9773435174607	24.7839320305009	24.8231044114301
"P24182"	24.1671501271024	24.3526975936811	24.2614025718189	24.2988138130582	24.5157554129843	24.5291116616738	24.5262126584289	24.4879060123325	24.5105072824176	24.4948304431021	24.4875748629878	24.4948243407572	24.3997934487308	24.5024746845362	24.4747117783547
"P33650"	21.5420087906826	22.1059366347954	23.206170174475	22.6484651094852	23.0497455379	23.2268698891856	22.8452679818193	22.8800292518119	22.899865800963	22.5732903005696	22.7530440977612	22.976123562069	22.4066430731346	22.7040475796624	22.8806738981129
"P0A7L0"	27.1464413456075	27.1612045554647	27.1104026998947	27.0211832395227	27.5439653037552	27.5800771545007	27.5187985263273	27.4962287248922	27.4826615599743	27.5034273730772	27.5265649058651	27.483169177465	27.1661465291087	27.5870205816138	27.5775295577292
"P63284"	24.6860018182089	24.5407325294643	24.6968911390501	24.7000599304631	24.4189455804725	24.4463410006455	24.3177518207155	24.484892206046	24.5530812913438	24.5021893623826	24.5898714674793	24.6138328451544	24.6385300426134	24.6040221991564	24.566254761994
"P31455"	21.2741233148015	21.1401295275821	21.1146675605365	21.1701842515483	21.0486917393411	21.0576163245301	21.0539364845542	21.0039762577499	21.0054984569789	20.9523089926393	21.0704485542248	21.0658289444012	21.2597099373887	21.0562341760782	21.044822323875
"Q46893"	21.2374282217179	21.2025997512514	21.0788882946374	21.0979176710454	20.997430355896	20.9473301614354	20.9379743200082	21.0156192237179	20.9588712716378	21.0133853799159	21.0381045006948	21.0040242795537	21.1026600790309	21.0689737241496	21.023119472415
"P11454"	21.6524817682938	22.4152424880348	22.5937968601886	22.5476509704547	22.7782083036326	22.8974064058323	22.7582980494674	22.723163875916	23.0081156932524	22.8390707379857	23.0837130399559	22.6902597677228	22.4347620855644	22.3972244306961	22.8364630182685
"P13482"	23.7955565619964	24.044060205066	24.0061596331942	24.1757021257543	22.9701820918318	23.0674333759832	22.9735807137364	23.0974515736959	23.0239671586171	23.0328085013949	23.0032952051154	22.8814004148431	23.8715097342169	22.935652823067	23.0348513414102
"P0A6Z3"	24.8129640040107	24.7378204385945	24.7528450944323	24.7831077489258	24.63231344068	24.6199615670558	24.5646160950108	24.612207988964	24.7151771334649	24.6612518453	24.6912943362115	24.6837551707993	24.7639776049744	24.6883837198088	24.7245540290088
"P0AAX8"	24.1123688700531	24.0299881270897	24.0062795031657	23.9912180325836	23.9781382055396	23.9690825783993	23.8846754664305	23.9939148211752	23.9892354461239	23.9118224153124	23.9764172845811	23.9918148720494	24.0937302571393	24.0255512161449	24.1177283799723
"P31677"	22.7143063163469	23.0742532018393	23.1250880161188	23.1824164806825	22.9974182955982	23.000932188704	22.9693109808102	23.017876792633	23.0713327291252	23.0772003792089	22.9400124306561	22.9526271530984	22.9503237937435	22.8456450961888	22.9408010667793
"P26616"	23.3034898025684	23.2392010975728	23.201442543957	23.11027046438	22.6472423348724	22.6549545649754	22.6692639825524	22.6666704409006	22.6459240024253	22.6179211776661	22.6308825462372	22.6401487123841	23.2426065993465	22.601527341367	22.5888221274351
"P24193"	21.0444621603445	20.6914061658123	20.7524541515608	20.733132861684	20.9012513991512	20.9228572978631	21.0311802228131	21.0078129598074	20.9954856230165	20.8915093159196	21.2086844633925	21.3047434600773	20.8961446393327	21.2439316978118	20.9647060872322
"P00634"	21.0031184563004	21.3648966182307	21.2942292150548	21.3339087415419	20.8911310208386	20.8457197416604	20.807938169297	20.8551057131687	20.8901365960907	20.7848376975069	20.9312655715497	20.7851491075906	21.2358868495269	20.8345682641877	20.860836921425
"P0AGB0"	22.1757919578474	22.2591898324124	22.1941701017114	22.157531361263	22.7786374443982	22.7301603821085	22.8350002480768	22.7195505073992	22.7933115817077	22.8044288413076	22.7403222272941	22.7378101257111	22.2292090153759	22.6092121107582	22.6894516277644
