"rowname"	"BBM_673_P283_01_VEB_001_R4"	"BBM_673_P283_01_VEB_002_R3"	"BBM_673_P283_01_VEB_003_R3"	"BBM_673_P283_01_VEB_004_R3"	"BBM_673_P283_01_VEB_005_R3"	"BBM_673_P283_01_VEB_006_R2"	"BBM_673_P283_01_VEB_007_R2"	"BBM_673_P283_01_VEB_009_R2"	"BBM_673_P283_01_VEB_010_R2"	"BBM_673_P283_01_VEB_011_R2"	"BBM_673_P283_01_VEB_012_R2"	"BBM_673_P283_01_VEB_013_R2"	"BBM_673_P283_01_VEB_017_R2"	"BBM_673_P283_01_VEB_024_R3"
"P0A9U3"	7986640	8672250	8712520	8330680	9040860	8693080	7239030	9247520	8470750	8402680	8142550	11229700	11593300	12259600
"P25539"	6373200	6600110	7164910	5318620	7586880	6470200	5680040	7701380	6126100	6774000	6467620	5227080	5354290	5410720
"P75958"	4601250	4902420	5053690	5186720	4882160	4759470	4808900	5306440	5130340	4419960	4482600	7593210	5445420	6506260
"P33916"	13709300	15212700	14597800	20906400	16469500	17357200	17679600	16523300	15873000	19061800	18683200	14575000	22646200	18976900
"P37759"	10085800	10612400	12501700	8391460	13456000	11859000	9390000	12495600	10956100	11308500	12055500	15221100	16160200	16011000
"P07363"	753250	1003400	972906	3036520	629351	2026580	1427270	645924	1897060	1197300	1502790	61076	NA	255156
"P0AFE0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P13039"	982648	1132150	1121510	3399210	980955	1445820	2169840	829754	1563530	1452810	1519510	2159850	2404220	2578640
"P37666"	20794600	20035400	23815700	22771900	22577300	21852600	24021100	24246900	22253800	21013300	24072600	32089800	28881200	31834300
"P0AG27"	12040300	13267700	14070300	12710700	14076000	13318900	13307700	14061500	12534500	13509900	14044300	14790000	14381700	14787700
"P15254"	32906300	38155600	41359500	38620500	40707900	38872800	42049000	51819600	40576400	40552400	44414700	38487800	48697500	46380300
"P0AG93"	3164730	3951900	3319460	3171620	3151010	3038660	3038940	3284430	3652140	3732140	3571910	2679530	3378820	3322350
"P39165"	202587	241021	228284	265684	180463	205472	248710	237092	212209	159742	192874	263166	258123	234007
"P11880"	3505690	3621630	3676180	3709380	3728910	3660710	3186480	3775120	3688150	3522400	3901330	3650440	4315500	4114400
"P39396"	99094100	104440000	79830200	74010800	91796100	80151600	74718700	94435700	93090900	85668100	78369100	1179530	2012320	2852320
"P38038"	22534800	24308500	26635000	21705900	25388000	24320000	23164400	26184000	23304000	23550800	23829300	27869600	37089900	34851100
"P0A991"	75880700	76266300	88928000	84571700	86140200	81380400	87752900	80619400	85351600	82456900	83654400	44595100	42828300	47615200
"P39265"	9752760	7392400	6402030	5987080	6623380	6768760	6973100	5169920	7295190	6245380	6017770	2503890	2258700	2337030
"P0AAB4"	7844250	7693440	8897230	6276950	9409150	7824060	6973360	10066500	7851870	8070440	8455020	6280440	6545720	7023140
"P07102"	2471470	2879700	2353470	2836460	3422680	2784830	2754700	5127290	3071660	2554130	2316260	3078290	3829320	3160460
"P24232"	7873670	6488400	7274720	5443100	7590010	6914900	6028130	6940960	7351070	6961390	6943200	4101250	3330670	3381050
"P0AGC7"	2882660	2921930	3239590	2866500	3236970	2477830	3128670	3597050	2702770	2686730	2995510	3230660	2530760	2723480
"P45470"	32109800	29371100	22850700	46806100	18453300	30459800	50532700	14596400	38403400	29019700	27801800	12913000	11556400	11270300
"P0A8E5"	3642800	2810680	2883840	2820090	3485940	3431150	3602750	2586120	3599950	3778360	2972060	3280380	2740460	2792720
"P45464"	8748690	9391430	9505550	8602900	10220300	9205530	8643750	10453600	9600020	9129140	9598310	8124650	7517810	8359200
"P0A9H7"	8028230	8301850	8511730	7553260	9178150	8406110	7289550	8412590	7263900	7241660	7738800	10653400	10141000	10747800
"P75864"	3690430	3986650	4333900	3529250	4426180	3686390	3676010	5185310	3692970	4039730	4024300	3826130	5186670	4746810
"P0A7B5"	14857000	14609300	13842300	11795400	15360400	13462500	11681200	14152800	12724300	13600300	12807600	12851600	12886500	14000200
"P14294"	919107	947610	1014460	981564	1080040	938234	912899	1130040	932996	1037740	1071480	866688	1126470	1026620
"P17846"	27318900	30182900	33683000	23382700	31894400	27723700	27125300	36116400	27863500	28680600	28991200	35136500	38105300	37982700
"P77625"	12700300	10709900	11146500	8778830	11457600	11001200	10897100	10006300	10970300	10619100	10215900	14468000	13351000	12969400
"P0AFR2"	2660700	3016370	2206070	1570720	3130280	2157060	1291580	3037640	2037150	2122780	2080710	891508	713278	1120930
"P33570"	23180400	24218400	30150200	35017600	24516900	27294700	36007600	27626200	30640000	28944900	29816900	25839900	30173200	30310600
"P60757"	18060200	19578700	22111200	18453300	31885000	19607000	19083500	22405300	18496800	20500000	20643400	57346200	59999100	63607900
"P33363"	10497900	11693000	11637600	9762130	11897100	11268700	9195410	13284700	11085900	11185400	11036800	8893050	9588660	9535290
"P0A8F0"	147442000	135102000	148212000	111887000	141185000	128767000	111244000	113030000	124246000	112073000	113623000	135906000	93946200	95232000
"P36771"	6057860	5348680	6024820	4072230	8479160	4752280	3411020	6800820	4380710	4601240	4384510	3856530	3055380	4551380
"P69831"	69913200	80884600	54079600	69764200	62445000	65221000	66454000	61305700	77200900	62821100	66786100	10757000	11315100	16198400
"P24228"	2026600	1977650	2285080	2009340	2167870	2175610	2017220	2690600	2190220	1958550	2141900	3062810	2773950	2896800
"P0ADF6"	418174	519472	461959	460274	462934	444252	447844	490771	456925	462270	459085	1832360	2223920	2015580
"P12996"	3340310	3773480	4456250	2440220	3282740	2954330	2977560	4406880	3035120	2933200	3094090	4372910	5224620	4697710
"P0A6P5"	10882700	11429700	11888700	12154200	12103300	11514200	11129200	11917000	11795600	11877200	12228800	12049300	14334100	14080100
"P0ADS6"	46426200	40229300	34722700	45202800	34967000	42623700	46269500	30561700	45579400	38427000	37129000	35354300	30039300	29842000
"P0AB91"	53853800	53793800	58139700	43691700	60212700	56738500	48380000	55976600	52131900	54139900	51551200	102348000	103213000	114316000
"P55734"	1534460	1632460	1646660	1573810	1700630	1605770	1558880	1665710	1521440	1528830	1679850	1865620	1642970	1681430
"P00968"	62675800	74061200	78449800	68695700	82189800	67965200	71132700	89181300	71158000	75105400	77047400	86050500	121642000	112065000
"P0AEX9"	21759800	22144100	29568400	28753800	16991800	24215900	30975500	20401000	33571900	27661500	28750900	20553600	18843200	27094500
"P36938"	25689300	25613900	26619000	21330700	27363700	25687900	21732900	27617500	24132000	25067300	25826400	19007900	19674600	19919800
"P03018"	3755800	3856480	3815990	3772560	4042420	3363420	3633590	4513610	3340000	3881860	3867670	3003620	3264410	3543180
"P0A993"	38089400	40482500	42771300	33297400	43844200	40684000	34453400	44846100	37409100	42904300	40172000	18946000	18899900	19746400
"P0AG07"	27063000	25146400	27068900	24346200	28891300	26719500	20500000	26974100	24628900	22363600	22045600	24466100	16855700	19705000
"P33219"	55590000	42382000	41557500	47946900	31648400	46059500	65118000	28195000	54983100	46350400	43388800	28511800	27844400	26262800
"P0A715"	27011800	29110000	33373700	27124700	34984500	29322700	28574600	33223600	28467700	30426800	30774100	31434100	30765300	35467200
"P0AB77"	9108850	9278590	9694180	7190990	11341400	8513150	6183830	10364000	8033150	8359100	8188470	2658170	2599500	2768990
"P0A9W0"	3594860	3455170	3492980	3021480	3443310	3316250	2900550	3164960	3407340	3186450	3066980	3925120	2881400	3016030
"P12758"	26888300	26181500	29382600	27548300	32065800	27231800	28507200	24226200	25641000	27248400	27479200	24764200	25975600	28381100
"P75745"	6951240	6959690	8552870	6410350	8783000	7674760	7635260	9792840	8046650	8242960	8099320	7968110	7867470	8090860
"P75960"	7255480	6982500	7485980	5956260	7338510	7064340	6322730	6995970	6790550	6800320	7015500	6441510	5844500	5943220
"P0A6P1"	309655000	291528000	301047000	322209000	293197000	312932000	300706000	259917000	307182000	281997000	269091000	389310000	302109000	371317000
"P45425"	1243010	1206740	1212570	1455080	1263350	1065910	1255760	1043020	1148190	1166830	1020620	551944	407921	343328
"P0AC53"	20760100	21926800	23343100	21281100	23243300	21557100	20967500	24107800	21608600	21938500	22190500	23019000	28412500	28397700
"P43671"	2714820	3066110	3061020	2920700	3084280	3044330	2786460	3463740	3032470	2895930	3022830	3141920	3944060	3816860
"P45577"	38285500	30218900	30005800	29670400	31073900	31851500	29053200	23373100	32760800	29759700	28710000	45467900	31300600	33489400
"P76004"	16826500	18490400	19967300	13909300	21948500	17630100	15594200	20691000	18683400	17846400	16750200	9681170	12539200	11843000
"P0A968"	81110900	62953100	61173700	54387400	69321000	60226500	53740500	37788800	62031200	59914400	52172500	12464800	12583300	10576100
"P75777"	7090210	7570150	8302530	7388420	7989160	7860200	7118120	7202560	7563710	7695000	7848450	5998940	6856230	6141150
"P0A759"	9348080	11664400	11312600	15209400	10928600	11430500	14872400	14798600	14232400	12673400	13683500	8565860	10592500	9693750
"P39385"	1688150	1626980	1772870	1800870	1829170	1787740	1879950	1610750	1755890	1737940	1765940	1278820	1548200	1473060
"P0A7X6"	18706800	15375700	14840600	13723500	14021000	15871000	16300500	12796600	17059800	15044400	15123800	16455800	14561600	15327200
"P0A7L3"	45796800	47953100	45123200	55019500	45961500	44705200	53611300	37924800	43187200	50701900	50760300	44831000	66973100	70105900
"P0AEN1"	11231000	10249900	10834600	10425000	9830180	10268400	11515100	7529010	11152900	9905370	10470300	4972370	9271880	8659000
"P64606"	142354	349904	270516	305262	232038	262564	286710	382058	232418	316960	245817	344863	188310	408468
"P75809"	2849950	2676650	3052770	3002190	2785400	2807620	2760780	2311340	3152220	2747750	3037110	3175500	3242060	3842390
"P42604"	878442	955798	952426	1228240	892368	1010290	1128010	914912	1110510	974980	974679	616807	866768	835547
"P75954"	300841	380479	328797	494952	195916	396768	449598	272993	407025	324202	322913	198797	185162	173583
"P06971"	15810800	16666900	19866400	21067400	17245000	17991200	21982300	14089300	19379400	19258400	19855200	20793900	22260000	21309300
"P0A7I0"	6968750	6229800	6205860	5745780	6206760	6079780	5787350	5359740	6158090	5797370	5545870	7851270	6342300	6707510
"P27302"	76865700	82014700	89864600	69934900	93921900	80679100	68163500	94027400	77633200	83951400	83912300	59296100	72645900	75208000
"P22731"	10477000	11488600	14211900	11896800	12560500	13573500	13538600	11704400	12644500	13193600	14026400	12428900	14575200	15099800
"P0A7Y8"	4325890	4750400	6440050	5414200	6187380	5765470	5093500	6654430	5568740	5679670	5530270	8458840	5625820	6767020
"P76440"	15752800	15152500	9713340	2789120	28904000	10407000	3478840	18694600	6072890	9503550	9275030	1631510	916397	1937370
"P75682"	1495040	1807730	1577370	1516660	1434360	1592320	1635860	1597630	1694570	1610560	1655340	736310	647479	587417
"P0AE52"	61512000	51027300	47255200	49099400	43394500	53458000	53790500	38494900	56836200	47959000	44169200	54088900	36641500	38941200
"P60438"	330661000	310783000	362805000	350519000	385543000	377842000	342555000	354593000	330616000	356392000	352550000	466481000	459443000	495409000
"P0A9P0"	185101000	205494000	235365000	181531000	223642000	207544000	189584000	213575000	200892000	201674000	222304000	94117400	100208000	107922000
"P0A7V0"	237778000	246761000	237806000	196736000	255356000	249147000	218823000	245355000	252523000	232126000	239152000	370456000	271360000	328560000
"P68679"	396827000	346530000	338869000	385711000	327577000	380385000	353262000	300644000	406028000	360078000	345649000	518737000	336011000	396090000
"P05793"	102046000	106775000	111756000	115940000	138991000	118966000	129353000	123194000	116651000	120005000	126932000	253214000	268697000	312046000
"P17315"	37320600	41512000	41877300	110193000	36105200	48509600	52892100	29728100	51923900	49702900	57022400	62662100	62513400	66913800
"P09394"	4067770	3165140	3094060	2214650	3220030	2720730	2194770	2381130	2957510	2923250	2482770	717731	645412	604653
"P45523"	145495000	116183000	101108000	130269000	106676000	127751000	134633000	76439400	135148000	121125000	114818000	108600000	90978900	100653000
"P12998"	1749870	1844750	2280820	1757500	1849660	1915520	1872410	1926100	2132170	2066170	1951760	2349890	2769590	2485960
"P00954"	20642300	22178500	25311500	21086400	23828800	21620300	20591200	23925400	21592300	22472300	24287900	29436600	29398500	33638900
"P00914"	566203	686054	720653	895943	559141	662882	1006310	673249	771148	682028	669149	689128	836130	810742
"P33590"	11282900	9466280	6546250	6551860	14970000	9715330	5955430	9359520	6829660	7689430	6258740	7109000	5499760	6552000
"P0AEB2"	12987700	15391900	16867000	14792600	18474000	15700800	14227800	23275700	16145600	16298500	17272400	21194000	22824200	19842200
"P37617"	477712	469179	480277	520909	441922	428138	505524	681439	435010	421315	471024	385340	403712	408764
"P76235"	1013990	1122470	1107900	1674160	1309310	1353960	1394540	1045640	1550670	1427840	1603930	1241860	1214990	1130030
"P0AF63"	4700920	3571690	3722270	4022470	4317820	3941000	3529300	3987050	3774970	3306110	3368350	2849760	3189220	3684410
"P0AFR0"	2185070	2401050	2198150	2777300	2149140	2418000	2607520	1769230	2211090	2304170	2240320	1910890	2512650	2298800
"P0A944"	2575220	1918890	2145100	1956350	2339880	2497860	1695630	1521380	2301570	2261040	1807520	1821610	1853260	1565640
"P10408"	14613500	15098800	16519500	15774600	17395200	15303000	14924000	16516100	14619100	16111700	16612800	14419600	16999700	18466300
"P28904"	356406	379002	353740	366210	356188	326989	442270	353906	369988	333263	408397	1677460	1832680	1693200
"P0A7E1"	24833600	28835200	30114900	28663300	30993800	27895400	27432800	29690000	26036300	29295600	27986600	36937100	39011300	41420100
"P77243"	585730	624967	675512	1090200	430917	748288	1231900	598015	990835	648222	757456	358728	364063	155059
"P0A9J4"	2992400	3048870	3352060	2556810	3638100	3140060	2244530	4072150	3111260	3306590	3328570	4119280	4637300	4496340
"P26647"	1766760	1812030	1988820	1726060	2077400	1642240	1592810	2129190	1864370	1704550	2035880	2850400	2160710	2634410
"P0A9J8"	10241300	10679200	11005000	13309100	10724700	11486100	13183400	9896180	10647700	11318200	11883600	16096800	19891700	19586800
"P0AB14"	84349400	61002400	58669400	61641500	68087800	66649000	84571200	37960000	73069300	62770200	61127300	50678000	49441100	54404500
"P10346"	8163230	8930960	9122580	8684320	7719500	7803480	8857820	8265340	8902030	8299020	9567440	6367370	6972270	7453150
"P27249"	1738870	1825300	1904040	1912200	1901280	1687730	1805420	1993480	1807150	1879420	1807800	1211880	1548810	1442770
"P23917"	3788500	3677940	4558730	3863610	4469330	4046170	3630310	4709110	3993150	4244980	4117310	3769700	3672070	3733890
"P31475"	2453140	1833490	2893190	2437140	2819920	2338260	1828310	3066800	2458780	2464890	2305750	4961270	3457560	4877020
"P27828"	2575280	2921150	3214690	2810610	3239990	2864990	2981150	3117040	2816560	3049480	3138060	4428260	4383220	4822080
"P37691"	1930160	2543420	2603680	2440110	2802520	2337180	2334330	3996910	2520280	2413780	2601100	2552920	3674830	3455520
"P27431"	15990400	14947800	15062900	13031300	15464600	14521000	13611300	14085300	14717700	14292200	14257700	11402500	12621100	13039900
"P76015"	5039120	4891260	5337070	4578400	6000580	5235910	5182040	5825320	4954530	5007650	5613980	6553970	7348870	8059180
"P0AFM2"	59302400	52771900	66351000	58293900	50587200	70325800	93501300	43941600	76157700	64857300	73017700	47223600	59720400	57066900
"P07648"	1973210	2229680	2256430	2203560	2318420	1973580	2372180	2938780	2057710	2305340	2296800	1780680	2276420	2140860
"P0A988"	9465120	9988370	11046700	9172790	11164700	9477750	8734010	10396000	9074970	9750540	9537100	7163560	9040080	9253910
"P75736"	7633920	7377150	6731160	7321140	7156720	7372590	6726860	5722180	7823450	7519290	6808360	4080350	4088350	4703690
"P0AF96"	9415100	8183150	8201500	8981440	7982040	9048920	7780440	5334650	9623470	7958220	7719000	10514000	8516970	8810980
"P26648"	2211150	2263900	2504590	1836280	2581510	2227180	1998880	2571860	2269860	2286680	2320070	2599760	2771470	2813600
"P39830"	2981230	3009460	3170400	3608410	2540160	2908450	3256890	3179720	3306000	3076410	3185610	2192080	3096400	2904580
"P02358"	403528000	326642000	314701000	339501000	308724000	344568000	300957000	230807000	368669000	322230000	303303000	453637000	313083000	331161000
"P77187"	708203	493833	810362	447182	983747	828724	407863	449128	327792	824373	767120	538104	699208	711259
"P30863"	4813030	4511670	4884940	4718900	4897040	4515580	4300640	4269880	4941880	4788810	4715390	2249000	2142520	2312490
"P21369"	8991630	7482570	7757430	6122450	7930600	8137320	8208050	6697600	8696530	7912400	8029960	8872980	8139190	8008050
"P42641"	8196240	7462640	8032720	6500360	9271070	7788410	6429040	8156010	7608840	7202900	7025920	9754860	8296410	8491150
"P31979"	17685900	17815400	22471500	13189800	22270700	18770500	17815900	23249300	18884800	19318200	20568000	14615500	15957700	15847000
"P0A6L2"	48349900	56120500	58093300	41205100	58150100	50929600	42966900	57080700	48111600	50241100	52608300	57398300	48720700	53216000
"P76339"	424569	419727	548222	556412	474085	485307	702956	534789	450388	573242	508149	437318	604251	585320
"P0C018"	320114000	255911000	281305000	339039000	306404000	353418000	331255000	239614000	328376000	328967000	299940000	310307000	325987000	400145000
"P0A8N3"	27459200	26861200	28168100	25908800	29303700	26906500	23828200	27359900	25411800	28961500	28982200	26666300	31119100	33483200
"P0AD10"	7509930	6020300	5487830	6978420	4377120	5785370	6361590	3496660	5740280	6056090	5450560	5433200	4437010	4891210
"P33913"	1124550	1130510	1258670	1213900	1302800	1271560	1303600	1396190	1271410	1375220	1324080	1018770	985745	1018580
"P04693"	18255800	17780500	21994700	20664000	19133700	20531800	20532200	18281700	20109500	20208600	22528700	19180100	23129400	23936900
"P05804"	342812	216537	380437	257554	435201	339416	442243	374210	222750	235623	327358	97965	NA	57894.9
"P25553"	150923000	156387000	199313000	202297000	141910000	166040000	209355000	157112000	177073000	174121000	196498000	10674000	18993800	16774400
"P76403"	6089290	6431570	6623760	6198910	6695330	6031510	5794400	6468420	5538570	6618090	6372350	4893320	7834850	6838270
"P0A8G0"	2557680	2689780	2652150	2547800	2813140	2467860	2505440	2903140	2505470	2546320	2480140	2695210	3120990	3286490
"P0AE88"	53348500	45227700	40258100	47577500	45221400	45858500	41197600	37547300	45957800	41655700	39782100	37323200	22810800	26180900
"P77562"	2548670	2862870	2992200	2221870	3140440	2744830	2328600	3513380	2774460	2873390	2912040	2933810	2947390	2712900
"P0A9A2"	2439420	2122000	2299030	1860660	2477130	1994030	2062480	2081540	2123960	2322640	2342720	1349690	1195410	1606500
"P0A847"	6180250	6321160	6633240	5887130	6533440	6807040	6294040	6623600	6357780	6373570	6221750	8206510	9668420	9908290
"P77615"	774544	851740	755897	945381	702719	578672	890013	673774	1080790	1014360	1053640	403728	618389	873232
"P0A6R0"	21410900	22570200	25841300	22151100	27514100	24038400	22464900	26231600	23288300	23885200	23908900	25843200	26563000	27811100
"Q47679"	1545950	1495500	1645440	1555720	1711440	1639860	1749600	1609650	1641200	1772130	1731960	1456120	1746820	1668340
"P32173"	2210990	2066240	2181860	1438420	2311210	1964290	1636460	2084560	1941030	1948730	1913110	1644970	1662410	1523080
"P76062"	10382200	7752770	7334940	7982080	8056510	8813020	8450360	5019920	8703930	7081520	7219800	6751790	5410980	6880680
"P27126"	754315	521597	620702	600231	762215	655111	511555	646512	621846	539686	589933	1126030	731779	819839
"P0AAG8"	4343530	4414780	4659280	5228300	3840540	4225830	5170500	4564400	4715390	4718270	4937710	240532	441724	395825
"P21514"	5936240	6253540	6973060	4972880	6721600	5869600	5020700	7157140	6117110	6254780	5986890	1106990	1385160	1445380
"P76245"	834100	862339	875704	938712	1096290	798804	871326	1034590	781560	1015340	857844	1100170	1228400	1173650
"P16384"	2503610	2523430	2705070	2913050	2848070	2724290	2590070	2304580	2812120	2738130	2884770	3012860	3703520	3669740
"P37774"	9952090	10950800	12961200	11449300	12737500	10596800	10750900	11536400	10579800	10784500	11091900	12396500	12365200	13135400
"P37636"	7961850	9513850	8487750	14563400	7705590	11404300	15373000	7755460	11790200	10873900	10093000	9867510	10637500	10998900
"P64540"	13437600	11108400	11073600	8526760	10344100	11531400	7754970	11389800	10608700	10475700	8926420	14118300	9066040	8603770
"P0ABT2"	145129000	135555000	128396000	178501000	194792000	180488000	183841000	137653000	194264000	164685000	159248000	145412000	89999000	131167000
"P0ACP5"	2958000	3212900	3310340	2899720	3616350	3107990	2667960	3827370	3021410	3138870	3201660	3011210	2280080	2547870
"P0A6W0"	924600	826933	998536	898534	736914	910659	852936	662656	838942	790212	1150180	959399	1339080	1489820
"P0A6L4"	2855420	2988720	3589530	3732560	2723160	3012740	3618180	2826280	3228930	3112670	3653580	1057470	1060700	1276900
"P23909"	2753400	2966010	3284210	2865910	3315030	2751950	2701830	3776600	2792310	2920880	3068990	2959960	3269150	3298720
"P0A8J8"	21264800	22771500	24170800	20778900	24284100	23884800	21684800	22222100	22529200	22944500	21708600	24195400	24269700	25791600
"P77737"	34456200	34026500	28004700	28524100	54573800	34844200	24872000	38565600	27779900	30802400	29852300	42937200	41989000	45142700
"P22188"	9122860	9675400	10279300	8661730	11002200	9232720	8477710	11292900	9590140	9784640	9907850	10374600	11223700	11785500
"P30136"	20699400	24385700	35372600	30645100	21253800	28601200	30903900	26979400	29807900	29029700	32140900	26255700	27542800	27620900
"P77690"	1224180	1242810	1382810	1513260	1684250	1241060	1345370	1384830	1272480	1486950	1505120	733598	1059100	948394
"P0AG59"	72121300	75374100	72263100	67243000	82329400	80476500	73895800	75117600	88202400	80113300	76027300	66135900	85732600	110585000
"P76507"	378802	412512	469958	499357	288809	440533	542734	307734	500757	416817	540324	713114	794899	1012540
"P0A7S9"	140435000	204695000	197923000	175601000	227723000	200921000	173461000	277412000	212468000	195256000	194410000	377572000	208676000	297476000
"P31069"	3310090	2924870	2888240	4776730	2653440	3769420	4883360	1933440	3904290	3456110	3441850	3363340	4084320	3932910
"P27300"	1097930	1009070	1204060	1269970	1089970	1037690	972637	1248110	1087060	1165510	1167240	2020930	1538670	1760180
"P52612"	326575	468419	421455	878812	228052	713471	589365	323182	629168	565306	688840	NA	NA	NA
"P77529"	19170000	22591700	15828300	15842800	14614900	15591300	19369400	15617500	20159400	16884400	18760800	15436200	21624000	24314900
"P00547"	45183700	44796600	46670100	44483900	50346200	49347100	48050000	52752700	44767900	43091400	43716300	43880400	37483700	41735100
"P0AES0"	3313930	3215420	3351070	2800600	4215060	3248740	2933530	4422260	3007990	3493410	3433170	5205070	6403000	5917240
"P0AAP3"	11708500	9370830	9380020	9106760	8319740	9679140	8700180	7590310	10698700	8966870	9253620	10977300	6975690	7025130
"P0A805"	386235000	308788000	300202000	367386000	289712000	350596000	381539000	178415000	354298000	353198000	315871000	235960000	266790000	278810000
"P08244"	12327000	13113300	13970300	11096400	12399400	12099800	10860200	12714000	12184200	12535100	11620000	12748100	12132900	12541900
"P26608"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P63183"	576063	644584	625587	870033	617414	637904	782946	733129	667701	772070	761853	783533	959970	1030860
"P0AEK4"	108956000	114751000	127391000	109110000	130710000	121244000	112765000	129606000	109840000	120813000	129299000	134866000	124433000	146198000
"P31697"	7272330	6539800	5168730	16502700	11291300	12423200	9020500	10724900	13819500	12480100	16000300	8702110	10037400	8699820
"P77395"	11517900	9048900	8078200	13344800	7511340	8863080	12044400	5041270	10525600	8551840	9066300	7167260	6164480	6275580
"P18811"	748124	682437	794898	795935	721969	701314	621824	707234	664048	735047	705145	552411	512291	659746
"P0A790"	38949900	36449800	33487700	27679000	32616800	34136400	31511000	34348600	33475000	30990400	28785900	33381400	39067900	38086100
"P60752"	6516510	6779510	7454900	7723640	7540330	6674970	7247820	7394860	6595330	6818960	6886300	6472360	8643510	8260840
"P39342"	4978570	4807510	5402580	5474070	4887460	4925270	5408290	4818400	5464550	5010470	5150840	3307900	3664380	3363910
"P68767"	20186100	22178500	24503300	22071700	23743200	21848100	21929400	26328200	22331100	22573400	22518300	24078900	24062400	24634700
"P45544"	1806260	1811740	1925150	1519160	2120500	1771810	1519560	2069670	1678470	1766080	1869120	1608360	1550690	1502290
"P76594"	3032610	3014150	3278740	3399690	3345310	2752190	3222050	3153050	2869850	3001130	3155700	466313	645068	747352
"P0AF12"	37569000	39662500	40775100	37080500	38529000	38535600	37675600	38288100	39344600	37616800	36916300	30837600	41707500	40625300
"P0AFB8"	2642110	2660890	3410930	2768010	3200010	2912980	2793160	3259780	2888670	3079220	3209290	4270670	4236240	4692520
"P27111"	209135	160791	217252	228649	232658	189195	213833	153555	203355	238453	244982	185204	363089	294386
"P77804"	24477800	25612100	27870500	26522000	30016200	26531200	25204600	28757700	26431900	26606400	28336900	23216800	26923500	29936100
"P77247"	12107400	11736000	13559800	10904600	13198100	11546900	10261500	12357700	11973300	10825400	11516500	9118220	8796070	8461650
"P69908"	9674780	9977090	12549600	23367600	14497200	15718100	24267200	15110600	28378200	14231900	14371000	2050470	7713620	10431800
"P0AEC5"	1102270	1131430	1253210	1348230	1250850	1185690	1298140	1361310	1123760	1188610	1237490	1140830	1188860	1245760
"P08395"	2804980	3240850	3396550	3060840	3348530	3144270	3187460	3838800	3172030	3455870	3362640	3082860	4055790	3555980
"P0A6T1"	48471000	49366400	55530600	58966400	56185200	52396100	59346100	57705300	54593900	58692800	60610600	98968000	108026000	114250000
"P0A873"	7213310	6576920	7039810	5584320	7145220	6838060	6365270	6603390	7275450	6643110	6451420	7763040	6877680	7097070
"P0AEA8"	10795000	11240400	12404800	10966200	11155600	10135900	10093700	13075200	10653500	11088200	11128000	9657540	10438200	9776120
"P0A9F3"	7560370	7502520	8708310	8539350	8313720	7768670	7766450	8815320	7480880	8117150	8458900	8012190	9462000	9739860
"P36562"	1153340	1338880	1426760	1005760	1600280	1334390	1056630	1750600	1285730	1252500	1381850	1367660	1362000	1489240
"P0AB89"	30134800	32183300	35036400	31381900	34031400	30477700	31621900	35186800	31718700	32273600	33732600	41657200	43688600	41966400
"P00811"	3138840	3224420	3647000	2693570	3438020	3179320	2926770	3566820	3134650	3250430	3011500	3646340	3231260	3568270
"P41409"	7590160	7290990	8283490	6759110	9384920	7326680	5841730	8934040	7178240	7547850	8116420	2325750	2331810	2432840
"P0ABZ6"	54432500	49977300	45209700	45762100	43770800	48298300	44915000	40400600	49800700	45285400	42720100	38505400	32727000	34066200
"P0AF93"	828004000	788838000	745073000	808091000	735230000	818957000	752357000	539172000	792727000	837302000	693240000	274226000	443058000	385667000
"P37661"	3977290	3996440	4787160	4694760	5390710	4217710	4641340	4814290	4416720	4789130	4830170	1595900	1902110	2103690
"P0ABD5"	31292800	34723500	38496600	31099300	39654400	33445600	31371000	43865000	34307300	34193500	33067800	43243800	35637700	41774100
"P05020"	62965300	73633200	80986700	68607800	79164500	75974700	63772100	81300600	72781500	71821500	72185400	80383000	69003900	76799800
"P24554"	2773470	3012470	3309310	2884320	3009110	2748320	2637500	3254900	2973870	2859210	2772990	3796300	4423360	4153490
"P33940"	8487300	8988060	10970700	8610830	8241740	9082920	7769250	8799020	8120260	9304660	10017300	3515920	5429950	5515390
"P10907"	1694180	2045030	2751040	2217570	2175450	1946850	2027730	2049800	2642980	2166360	2361950	1414370	1552260	1636360
"P0A6I6"	1046970	1027870	971318	1120920	908429	1082020	1001030	861435	985998	1046490	1057310	1154480	1435620	1419320
"P0A8A2"	17937500	15160000	15969000	17708700	15346600	16909800	14983500	12594000	17599300	17282400	17654000	20174000	18370200	20843000
"P39172"	284590000	250811000	315649000	189690000	360738000	353242000	204726000	232644000	262119000	306089000	279243000	704315000	568187000	613157000
"P0ABH7"	390272000	433402000	542544000	391224000	496590000	463333000	371015000	502234000	444888000	491916000	536930000	142808000	140972000	162086000
"P0ADG7"	74715500	79893900	94658500	67565200	97885100	77363400	64592200	90283600	75705000	76454500	75394900	119239000	134590000	132459000
"P76237"	1021940	1127040	1110780	1262670	1119470	1024880	1245420	1201830	1083640	1033220	1122340	385544	711724	592246
