rowname	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
A5A614	18.68409061963901	19.758077840882518	19.43100728215341		19.558349378761147	19.615312020793755	19.081726166784552	19.828712934249147	19.372764084704464	19.325963395886415	19.57242540262472	19.10190089769694	19.853353290027712	19.892971324835315	18.89629656863366		18.968892382784773	18.88277690585855	18.81895587169865	18.44805470961898	18.64990848832924		19.31842162083405	18.451114529123128
O32583		20.00410754911526	21.190495856947848		20.394295223609372	18.61322071118787	20.780796218105987	20.52318059492727	21.538388547577693	20.99858529117068	20.40750431290175	20.116462929894723	19.300603237056308	19.76789132327006				19.150967043521604	19.975139401223508					
P00350	26.787562487879974	26.508465378450417	26.549408639358983	26.75991559855503	26.585302457085103	26.349132465566722	26.61723459775799	26.402460955271625	26.408449871228413	26.312346226524756	26.41421753733476	26.647778338683953	26.598695972783045	26.3797809156863	26.742659646183334	26.798487803229136	26.74247260270147	26.756812020621375	26.771182469392716	26.76576476683336	26.71697704872704	26.746345939249682	26.715188599685316	26.741170260727944
P00363	24.001497462982353	24.178005171508186	24.110702744407313	24.26049940374683	24.314890547759337	23.860515465601768	24.122439846468517	24.197707573061376	23.70673892121782	23.786706146601794	23.896795904957248	24.386939982218756	24.483232175402527	24.078208617698557	23.930922757974297	23.811547085108074	23.64283037361087	23.86221344735428	24.014954038990666	23.83544539574378	23.833989018441113	23.924546012628877	23.977795793205846	23.80400556968066
P00370	25.92914758427806	25.42733375321052	25.24120980817881	26.160220054522622	25.611217168039822	25.080505339695232	25.45479462846681	25.45408036592159	25.170538292083755	25.252604238849642	25.294702796568945	25.70565296837011	25.780045413238092	25.533091990172682	25.931667893525	25.92333966717037	25.862422316445652	25.7859782606747	25.979071892439965	25.959994948587408	25.89339299816112	25.933040754172897	26.035554349758783	25.772881303266967
P00393	23.938771360525784	23.75298229091721	23.81784808598627	23.914583425496755	23.8292513597686	23.527813997416054	23.893481229370643	23.65189258417702	23.887029633213302	23.657905902512425	23.641226595896317	23.785018163116643	23.700351443628787	23.500287372462893	23.89695541266625	23.781588998733834	23.955304050137933	23.784945346563592	23.800766298014587	23.907819390042174	23.906797925726533	23.857517826916503	23.84159963414269	23.97590513016273
P00448	25.624851068117962	26.57922685225182	26.638724852912997	25.452254972140377	26.0352566157917	27.05442163057183	26.621899135274894	26.52548314492517	26.774531460330156	26.74297153369739	26.720445550853647	26.219294149756607	26.271301271584637	26.497166637191214	25.5239638983671	25.642416036231833	25.591054862276426	25.733369467104684	25.389565213100745	25.73232607539842	25.5799750322238	25.800826089144763	25.475656165681297	25.849400800950875
P00452	24.106757078694837	23.985321013156508	23.949729489980722	24.063731593299487	24.05706010239823	23.66100560952938	24.208387245745723	23.879365496671184	24.181011747691894	23.765163581908386	23.781579690222102	24.266438059871703	24.004579673722038	23.666302526269906	24.0814169976555	24.0721170201702	24.03021241921493	24.1455967905846	24.11651181708964	24.089794257657466	24.0276129411514	24.139259642518645	24.07018015425345	24.098469150379465
P00490	24.035910008018202	23.228157833889952	23.204993208148252	23.956818335042673	23.11237891825295	23.018415614094103	23.252636395276006	23.064441457107073	23.349275529441275	23.204988580396787	23.13861774162757	23.202158245199524	23.059628025353565	23.18227820746644	23.874878415035553	23.917578433699717	23.927330449375912	23.897118409751176	24.00760463788841	24.02265404179555	24.007692188659917	24.12319897622405	24.02173216101824	24.01598273979337
P00509	26.027507407308203	26.096719742058397	26.1828816636914	26.00998169060032	26.2165734731207	25.790444587706	26.3394358758501	26.031912586204022	26.15236163155202	25.89778313866327	25.89464216934559	26.29478202812888	26.06765807247849	25.889756067281997	26.04724014758834	26.128125059014696	25.995070890602204	26.14776192739583	26.085836258227815	26.09001081145048	26.010755560821593	26.080898666551043	26.041462222993317	26.045331268594627
