rowname	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD
A5A614	19.57222432348376	19.26874456079664	19.807287269691646	19.562826035243493	19.603866650433712	19.791217862628105	19.432029560959908	19.737726503770514	19.54217196964685	19.56496663859514	18.813102715029274	19.034428891823726	18.911816481532213	18.67286408156013	19.105301616185194	18.899921218526675	18.710464084072754	18.56135730500695	18.95615370652671	18.904250261176404	19.399376987679208	19.51439403993596	19.03244194760721	18.756580391996426
O32583	19.6921603370074	20.759568747113093	20.609058532055926	20.983275249651236	20.41838380681311	19.95283771733022	20.723762133641777	20.543636941567925	20.60409210317254	19.52254890390934	20.044575357659177	19.906036624300874	20.542495917554767	20.217758644426475	20.086033277147116	19.752516452842286	20.000201623581432	19.962240518993696	20.16370214287194	19.72257987136399	20.4122714251056	20.606957190091755	19.59688233519072	19.910661130338866
P00350	26.570523811496113	26.503715853455276	26.514117312366697	26.471948504533305	26.522322208537833	26.56162517243647	26.5051492978311	26.403342673557972	26.436114578654177	26.5156867087262	26.687236094866606	26.709898724754527	26.67967836824528	26.73904780152626	26.70515639965265	26.656026952707315	26.72820373469624	26.71486458648442	26.747803243688153	26.704277780096824	26.644605773771946	26.57223340691097	26.764645628304606	26.75958798221756
P00363	24.376000240262556	23.923404543733483	24.23906365826215	23.978847998306474	23.915830512059205	24.418067279931886	23.79409162556884	23.697231813935915	23.834539412429766	24.43156090457678	23.754977521304152	23.805617549603536	23.821344442837955	23.880769574924695	23.902787527722886	23.864469691160785	23.84484617290778	23.82153221679587	24.07780979158299	24.151342383444867	24.146527483542098	24.074013443040094	24.258024060334048	24.01042960810207
P00370	25.618841938645406	25.20466577299462	25.423173674709666	25.38701951947727	25.42612338581141	25.619749892697783	25.23141936509848	25.36348659609446	25.291518630319512	25.66717870153798	25.73734344753509	25.777200407841747	25.909956383428632	25.770376183720188	25.91264629333084	25.88801152723176	25.99311187741218	25.863339040929183	26.17868805225132	26.097046642577762	25.47424487544992	25.34483185934651	26.106289836345166	25.88622488101282
P00393	23.680125626282123	23.883459517019773	23.68675060678172	23.92481104917793	23.800722523132997	23.681373990528414	23.843274980715094	23.86008382141439	23.78936099850842	23.63220151355128	23.825776242740424	23.774809205513076	23.754400687114778	23.764664357092173	23.838197225635305	23.714376019363137	23.85622557159239	23.823807578728655	23.839747891342263	23.922732711709795	23.82482580291042	23.849423964751093	23.843020964711926	23.793470607277882
P00448	26.261718773168155	26.61681808767228	26.64286755697244	26.4570765256326	26.5303182114031	25.984443778892818	26.731446310799527	26.81996252460965	26.80827153746869	26.042058650752544	25.792738686521584	25.832420001055187	26.02260035209259	25.45138985684349	25.636404370255203	25.460549227610866	25.614468699716163	25.875290793608002	25.715621950287225	25.346748539122235	26.458238934340137	26.416047424644805	25.74995335948684	25.808928362924245
P00452	23.980359568618436	24.23600210935015	23.981658199207956	24.137729604285322	24.172441741800654	23.9909586674638	24.218091650732784	24.18522133847136	24.100174160400087	24.02966230608497	23.98517534101356	23.920060397253895	23.728619283614158	24.00683271316903	23.945585368727432	23.881567040354238	23.94288148144483	23.93283945024314	23.94371297167923	23.943039897488568	24.207888224687913	24.133351514708192	23.93186864148189	23.911882427555874
P00490	22.970890486229894	23.35824364249242	23.08712794416376	23.27594902456579	23.328522803593515	22.947194172250935	23.303795866373743	23.31131990157269	23.281310581877428	23.00274500383566	23.932948308581306	23.867528902719698	23.68017745016498	23.898473621705726	23.9295639529183	23.981263109325	24.020318614290716	24.026616395185012	24.02415757171256	24.01988998880927	23.317877472217155	23.28674298407242	23.983449718170547	23.99036103572769
P00509	26.002369753274145	26.251843664555054	26.122925566335518	26.223015869540706	26.205050849502843	26.0479514006476	26.18994873528901	26.044119702529233	26.048869729775774	25.98710139084873	25.991711057694854	25.991050826445104	25.995553868189194	26.037289442176576	25.98887936537744	26.00075646326909	26.040607171589365	26.01403492663625	25.97330351396396	25.9473332891071	26.27864391042322	26.27400654535933	25.931293488616852	25.977272416082265
