rowname	Ref8537_QC1_20230414_1	Ref8537_QC1_20230414_2	Ref8537_QC2_20230414_1	Ref8537_QC2_20230414_2	Ref8537_QC3_20230414_1	Ref8537_QC3_20230414_2	Ref8537_QC4_20230414_1	Ref8537_QC4_20230414_2	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414
P00547	25.440126265031513	25.429958267769152	25.391167391373692	25.374542671027047	25.238426061617275	25.178219699906787	25.194064288395772	25.132867066864645	25.41444784447701	25.20732910774833	25.679522552419648	25.57129293570327	25.582853459598727	25.39727852628052	25.4930969617696	25.643591287519374	25.50226233878037	25.58468450428388	25.30250118720707	25.273165056100563	25.211466463695444	25.130224030904888	25.191983009353738	25.235574114239846	25.222049672441063	25.25754906541956	25.091357518817453	25.19210422432101
P00550	22.616861775814343	22.537557942437118	22.56351906098246	22.617549939657827	22.202087453634242	22.15747446128498	22.344156421897875	22.34513438347783	22.470038830146983	22.522696552286003	22.74568544435274	22.58766357841709	22.49952884868695	22.639569040214948	22.357581975747742	21.53462473073446	22.55930616488201	22.54873305058883	22.237331994142384	22.284384297078592	22.25846985041877	22.273400190492143	22.310842950161295	22.36753067816465	22.287465524311965	22.16787535634746	22.375085093285307	22.288565277528733
P00561	27.10698506843688	27.173924854945657	27.253845053933507	27.246044369051397	26.76567869706857	26.81872992807522	26.951377400510694	26.993060508904367	26.825143446394616	26.882812972107498	27.31729828968966	26.95619216914735	26.503013827457597	26.754231848210853	27.251515532826886	26.237458860657497	27.149617091592223	26.954895494037423	26.748396569670067	26.849034712454046	26.856755928071586	26.250826903153456	26.871742993721654	26.785593762883817	27.031779351058947	26.942694666423296	26.515733411114955	26.923931057704824
P00562	22.861122790734175	22.87451258116951	22.834207958664436	22.775369489788766	23.336820037587003	23.353686974429692	23.214396987957777	23.210047364916374	23.030672406878676	22.977458914581497	22.52859392337509	22.50394094772735	22.831636321253118	22.714389011077902	22.65913085767978	21.811769007206344	22.78252140131583	22.572858884436698	23.398639298536434	23.346010996497757	23.285887988160166	22.968085866486824	23.339966395249107	23.164567211435436	23.323578052907685	23.454236116436807	23.11038290938911	23.32721948087438
P00579	23.809342029491354	23.836212205851513	23.81775189245784	23.789066617858246	23.903710102140515	23.915092365254857	23.9461956886521	23.95525717306124	23.845340970055172	23.869401215733212	23.929738148990673	23.765879380313415	23.612019880250458	23.798287482938683	23.813413056746448	22.87071571751452	23.816316288214733	23.726183827632873	23.901783865465138	24.027824792426685	23.955237065883694	23.798133349604477	23.98816370677518	23.83896371627352	23.990802245725742	23.97134078465959	23.724869363507384	24.060763656431885
P00579;P13445	20.609766207025782	21.180470897796223	21.217680476918886	21.614365842789482	19.433324911384993	19.93341535767819	21.15944953828652	21.0571030750085	20.4264676594786	20.56961129537792	20.503067080227908		20.378854245846572		20.564816903089845	18.589277217483613	21.025153268642327	20.81195734964682	18.619773569016974	20.053475777734327	21.184982451163428		21.14037289408534	20.82110487928894	20.558724988782963	20.156957213022338	19.522775338192748	21.30375669649998
P00582	23.15125318256467	23.159205262100112	23.17681833433473	23.18156325462995	23.071651347832013	23.067229850578435	23.062698194305113	23.08733089429294	23.123771166505122	23.2102154067358	23.344329585599542	23.285766436777553	23.00460661905942	23.244344797390546	23.165112204199072	22.248669419611968	23.18453645573314	23.22592143951086	23.02556652674074	23.05762258050733	23.08767894716725	23.025467435783387	23.126945807489907	23.065605233673736	23.081451951609502	23.052263197789397	23.077946178343467	23.08473366888494
P00634	21.212985551088686	21.068258761971574	20.98421281156203	21.103118602980977	21.03334105066252	20.990148819623865	20.567627876051827	20.681144580658014	21.375784032594073	21.33544060434004	21.33954669767104	21.59102305396699	21.707830149762977	21.52517253008084	21.41080420405022	22.155001480508318	21.57287130131624	21.475775531539252	21.01466827501329	21.163787048307952	20.780539441154	21.33248371212168	21.025292558837425	20.96704075024335	20.949048458451053	20.698531101407468	21.001424052682086	21.025188188889164
P00803	22.728921547375247	22.71745802210047	22.683766805950686	22.583390322248025	22.885487836708172	22.768738157799085	22.917625115145356	22.81629217956109	23.060656687633227	22.732993688392177	22.928208148996003	23.03922938567352	23.16233066345523	23.03739888700771	22.639785166345852	21.834279448344137	22.80428980154823	23.088554807692493	22.85468125653069	22.859991535148396	22.75953544159399	23.08096190758101	22.81771283649317	22.875224728101774	22.657153363414643	22.75173570207027	22.964724866701992	22.840579506252908
P00805	24.202643758980905	24.250970181512585	24.079193055917507	24.079301097512023	23.24233744245364	23.32499209694916	22.76200759979328	22.705564543959703	24.561363515677556	24.110989653866078	23.10439599265753	24.654726432338983	25.51199566221907	24.386028937837672	24.0265204689982	24.28325855246345	24.107184483287654	24.486552117094696	23.323282075121064	22.855846348066756	22.75330630093547	23.449581768921327	22.19432140996721	23.072722262906623	22.705097852746903	23.101060618825983	23.264319627082287	22.743073864672077
P00811	20.845357012700504	20.878236667677243	20.90461735493293	20.9202633026249	20.928082437023985	21.0642306687539	20.891045305502555	20.991087585985916	21.088118751349253	20.78091017161741	20.948968128588465	21.099099464792793	21.31533216915354	21.139403871365786	20.95686629478576	20.851897853452897	20.972709406885066	21.151000238604006	21.02588152476171	21.075434823580277	21.122359964856567	21.224590172963072	21.098640148133597	21.11312209271736	20.916423236947054	20.883596411193793	21.26419388471587	20.99971652376148
P00861	21.72567044266321	21.80028097476324	21.675630419053682	21.695860852999424	21.777107112226176	21.839877100877263	21.946728096812546	22.115134102837146	21.593584434140052	21.869788987187857	21.633191656739825	21.370557585443976	21.11859928493855	21.493861217506005	21.85933828893681	21.3100028462656	21.614605787755234	21.313657551019393	21.944640078788684	22.08932560781535	22.146325318114148	21.738922894314832	22.2734792565524	21.87043022126111	22.33635294645387	22.273754918334966	21.64888481871311	22.163057759068558
P00864	25.82165383792976	25.85744551153013	25.931286261055952	25.91917815531595	27.091358414026477	27.08598317832892	27.15916084244388	27.139977073119926	25.691148639087633	25.70388256691243	25.772024615356614	25.496783432680985	25.18575713336188	25.58781118132079	25.650236048493046	24.682630512205563	25.790910965144242	25.59102031281461	26.97393578922595	26.942901179654807	27.06103922212228	26.44885259779181	26.99030805077948	27.005083166507493	27.07776514730126	27.152798862843273	26.94096747486478	27.03363961288486
P00887	23.06323828345742	23.111758689699148	23.11241286668063	23.078160462033484	23.21948053262064	23.18631453593504	23.10075790921355	23.135053067590594	23.38484251134119	23.23582428661629	23.145302297108337	23.172544584591993	23.000040617073974	23.297839073215247	23.041958938969504	22.345534155702257	23.28202619669974	23.131945045615407	23.33973959469128	23.179505356867175	23.313602668417023	22.944421074925668	23.241581119667888	23.174782758383795	23.10261740674246	23.37303778730713	23.250764222775224	23.046632289958037
P00888	24.253868828736547	24.2372022283034	24.257006266470214	24.22391027558407	23.81612025361001	23.74319434132039	23.276955784523366	23.30892431777589	24.21658917469396	24.286834328363987	24.587728596688116	24.386316080809955	23.892014636384523	24.51139370289336	24.15259179743157	23.817580628637206	24.375537793590492	24.27244651570556	23.637580407864398	23.554991677182358	23.541383645948155	23.660631974310263	23.406309443624558	23.310033111625092	23.18137602786446	23.423551239760737	23.73626489786887	23.2907880568893
P00888;P0AB91					20.545351932283047	20.415159629991237	19.493725550110543	17.80383502544375	20.645567347877677			20.85916881829019	21.426013123662248	20.704192623590732				20.35288365159267	21.170764678091814	19.5249016102877	21.828020504672992	21.867438972350005		20.89316580988308			21.623158213194603	
P00893	23.33317724174765	23.347942817188954	23.367578036444755	23.307895968874174	23.612379577625475	23.59876501351914	23.78234451861445	23.704074994273185	23.067868193810586	23.35158513107564	23.370897686857276	23.100452672244273	22.580795802225282	23.183990997592094	23.221451209036783	22.426813012512756	23.380029348778006	23.146594317108626	23.60748069358677	23.652738958933746	23.78088843702834	23.078677699063586	23.77919627094103	23.6225448388432	23.78978553172396	23.773086075708342	23.636879519939196	23.730617590067034
P00894	23.488349738011017	23.468783782358187	23.383842884811024	23.304705502172695	23.63865669862113	23.628893947726763	23.7626762518393	23.83597321500101	23.258496241177458	23.548284169554115	23.34620293848633	23.078701274033108	22.67851370860678	23.161439004425166	23.50385166702539	23.443308821160226	23.581033158778947	23.100681907058032	23.687160511384747	23.9041641519084	23.743617932448398	23.47861425257886	23.859235882574517	23.633931493574494	23.854271071475758	23.801388584742618	23.60667334032317	23.881983204422696
P00895	23.786709629107463	23.757899993760137	23.898643368888905	23.896019747759404	23.92032436294212	23.940888677053103	23.96986995959243	23.98504140415439	23.432695604534025	23.705851476551427	23.93913475177598	23.526463769495205	23.089189304811327	23.664502534804623	23.68822165915729	22.69066922116239	23.6967268726398	23.559911479331703	23.79916739670061	23.858882728834754	24.024194032070277	23.477182689413883	24.033485948300374	23.80029935249925	23.803814937818427	23.958055747163208	23.80803205943816	23.848694051070773
P00903					19.265657322563285	19.240530384895024	19.541224665311766		19.55731360282033	19.03137650243285	19.39223987213707	19.107998743269963	19.399335447757153	19.77802638115642		18.722607334992116	18.7975078445292	20.23767646902264	19.79126550560758	19.260921679632016	19.081634395634353	18.900009703021006	19.245267590904962	19.162624619320315	17.933758246495305	19.962899719472944	19.792785775919214	18.77522241818529
P00904	23.4737610061027	23.48922182559944	23.58650911274191	23.5531903880183	23.815512770399415	23.82566256178691	23.766615340200165	23.735919912068784	23.30189255668821	23.3356305803575	23.730525362679334	23.380465030505555	22.858838164281952	23.458879128741422	23.201393149710597	22.408356307002812	23.486786330605263	23.363742749940418	23.616684306451706	23.649598281557992	23.8372274719563	23.452161103765157	23.697327110323467	23.65136672745031	23.61170489126867	23.625061258709785	23.69478887677785	23.600273492241513
P00909	23.83992195187285	23.839045800013764	23.876236264201967	23.80922360710882	23.924997068602398	23.883443101795475	23.860735360564178	23.876341562080768	23.554758563680224	23.7654288784353	24.138304588481923	23.539346759927962	23.039579565696364	23.635114620510265	23.844617688775664	23.469894035893095	23.859072768342635	23.652113131764075	23.79008745235904	23.940687938293433	23.996853969602647	23.56199952648099	24.052639974786885	23.71618345221343	23.864382204219897	23.932901802953165	23.77115030728517	23.933405132255015
P00914	19.50510549272281	19.660983455705548	19.79601485476376	19.739538453633696	19.83608744146982	19.79804064995006	19.755601588762094	19.67161890668332	19.70690962906968	19.809039398771485	20.70974728720882	20.131109967844335	19.877616093715464	19.880848954150387	19.869755230019717	19.132097438633565	19.56847267544208	19.955250655933447	19.714704464621036	19.911010281286817	19.588312296539357	20.235866432831912	19.915571019992893	19.813202231344704	19.65295318676655	19.480286703936784	19.754320250427305	19.92306644418154
P00926	20.12976168547622	20.115061871735417	20.14280796982899	19.887071813003004	20.406102577006486	20.411092898611283	20.461988411466198	20.432642698891893	19.84489227073624	20.075019199838177	20.085150833003357	20.16517909513818	20.016223799161214	20.27083688089459	20.154181837341916	19.834175536038526	20.313372000753862	20.285435492846425	20.45441071800889	20.51802004618318	20.390816339220493	20.551728249668418	20.601351972003467	20.505385314698373	20.540604102721453	20.46732282173918	20.362302605053703	20.626038303453267
P00934	26.825815518975105	26.91870953600572	26.75185192402574	26.87700181201257	26.572778449472604	26.622143324755616	26.55760601910409	26.606307239051404	26.797123133867267	26.620715687269556	27.144764334123913	27.02551512100605	26.9704415665131	26.836248055989632	26.919564730087085	26.67855059189579	26.856458067797302	27.116539384526664	26.57958339400807	26.56098737190433	26.499239643180363	26.6392218074769	26.574085494617062	26.566701315833633	26.59935343820691	26.555871485895057	26.554666857349396	26.558177549569752
P00935	23.929268839307536	23.955270975150402	23.95884059956745	23.91873304447455	24.02941270549443	24.050675137353377	23.913350134066977	23.84752475520963	24.089253891341098	23.97467459466457	23.789071181563756	23.81918055874025	24.028635707895948	23.93619676356813	23.76276499747082	22.92674837034018	23.880194473402128	23.895213415055657	23.9855182138602	24.076281175159696	23.910585628281606	23.977391504217355	23.930019593842697	23.813726963500272	23.925186158641306	24.06781271450973	23.77631105313112	23.994495246753075
P00936	22.242304917912932	22.21077724776483	22.334845671523205	22.31261110689445	22.80474790784526	22.802356681363328	22.819440651064838	22.91205231942199	21.51781827347925	22.229205814667658	22.23339776878678	21.62569289992161	21.4245739594518	21.871507189808433	21.989174021752056	21.13340865940677	22.11718807772911	21.87096394351306	22.63756368181911	22.747111821785495	22.841158580642954	22.237051547766427	22.884875815272224	22.650232035624228	22.984273712695767	22.862980643820705	22.50393735125506	22.844770638219217
P00944	19.181534605065334	19.348286351576043	19.538670800893524	19.40264073851622	18.157726442532034	17.978205375094035	17.36017170786579	18.41924041532576	19.11156844721109	19.61069595298344	19.328759905060533	19.398874024857083	19.06307590670732	19.46760696906056	19.013889562191856	18.57815119988295	19.458167598001655	19.424670678951433	16.635499917733686					18.505825357495354		19.16151148220417	17.563593740550655	
P00946	24.402205793659466	24.355424654323258	24.338174211024942	24.269412517482937	24.171159128269906	24.146037841535826	23.943401168061705	23.933932882203983	24.38372347994761	24.329799603832537	24.1861661449458	24.361747411737163	24.381854853276288	24.420711895936737	24.258227018375266	24.446320899082256	24.35743826146055	24.384547511014116	24.079164662133874	24.04313465157451	24.036020662604216	24.12415157139586	23.91289879436796	24.04019518536427	23.9947003510626	24.099968241605236	24.036075867130513	23.895707957084383
P00954	24.222139311767226	24.22180974881809	24.178673201318656	24.15675976845207	24.467072982345986	24.471710821773748	24.455411646695573	24.48155675124521	24.305710672972186	24.204523938624536	24.23040735091527	24.263006212395872	24.186161885995745	24.324475867748774	24.13352538855745	23.595305183482033	24.253014398727085	24.246564041066666	24.399450183313295	24.465474803341742	24.498493150755905	24.513286579815887	24.516470884893877	24.54067159647721	24.49341169716784	24.448488994121316	24.536731275488478	24.458619899270435
P00956	25.583895356840273	25.571223055996303	25.561037190879965	25.57143726845204	25.35735973447	25.34164721252655	25.228783370701127	25.229953671320743	25.696372831514992	25.399166201724466	25.2558031454202	25.502251371218122	25.61262674520731	25.567072881667855	25.29325899423551	24.573195570099585	25.428144748351098	25.611082607361443	25.26790462706607	25.210772598230037	25.272991288991022	25.212980648204166	25.187521478252407	25.255683639021647	25.115563203635734	25.20388035900084	25.339749117482913	25.115553072741694
P00957	24.69769751215961	24.71593154784041	24.764883948728457	24.761570263600472	25.043255492891664	25.01775658134395	25.044237209858693	25.01759874703406	24.68566827905216	24.626704500242326	24.692143819049228	24.694199334684264	24.605438137761716	24.704916865619122	24.55897111807557	23.70342356383288	24.70397555120419	24.7386951950565	25.004639688363074	24.951640100431376	24.98654005394511	24.946928958112608	24.96308337267509	25.03390091394813	24.976668407577943	24.991113089924674	25.06021212819747	24.93853888512581
P00959	24.798516154076736	24.829723655397153	24.866962816659413	24.82492074349746	25.062282387156678	25.04574565923143	25.139312565720882	25.122895593281726	24.794152893553846	24.844654819294753	24.734308534962643	24.57993618973143	24.37174480744411	24.748801438747954	24.694624833834414	23.914802367078227	24.76440801758217	24.676275585021656	25.027547190233673	25.052454403682514	25.11579673919338	24.650957332160804	25.19794668914264	25.074259417426266	25.14443091994077	25.1714232555305	24.99999651855417	25.11332142540672
P00960	24.193282143756	24.303443228291307	24.120970975412515	24.1435420771943	23.93708430978603	24.047627422962602	24.1581928623886	24.201986505442797	23.8783189721816	24.00575522439385	23.96465480627974	23.62047823278374	23.19586226502002	23.787391617462553	24.124958494033468	23.79964838261642	24.195837536598766	23.726757821388244	24.081620900283365	24.128673063749428	24.08913320052804	23.4858212103939	24.297764438337218	23.929496023842507	24.30162833161213	24.1792631113615	23.8388181807458	24.278448560010002
P00961	25.32006600869422	25.369595588639807	25.28989182295083	25.335524743297594	25.378359754295143	25.41779716673915	25.393778186658295	25.395046729037297	25.36676869012445	25.281542870067007	25.30229901232349	25.286913061886953	25.075276301292984	25.35361856820587	25.253634333606964	24.635323119004347	25.390403710791155	25.368338009208273	25.328014475841954	25.347606799505932	25.35905678655013	25.26577966550733	25.4112986758399	25.411192833288883	25.337950975943905	25.369897244656485	25.35648823951815	25.404648099986517
P00962	24.074604541804085	24.136235701838228	24.181928275953034	24.1789098246558	24.302400551904164	24.342107659594394	24.34669877849511	24.336197022738887	23.887744836155946	23.965268782277573	23.933463328767044	23.85597916399455	23.671301493286148	23.93669031645704	23.87996653704056	23.147405603478756	24.055123400348833	23.890100543413133	24.231800985646373	24.239172532555255	24.369919458253772	24.00080073688142	24.347307272683487	24.245680613656834	24.28729444511128	24.322994396470335	24.294490012599315	24.332962998531844
P00963	24.041803092156165	24.0831575561361	24.081734851604324	24.119315376562717	24.602884829856002	24.534995657044604	24.46684513744041	24.487313496544438	23.816679624682266	23.767249314307833	23.875571059574064	23.81215175614429	23.925630594846716	23.82910036590136	23.77527371442936	23.406017922649383	23.992704056476917	23.981088467290405	24.47607524170951	24.311324290835472	24.469632440598446	24.552613806236202	24.390925487270025	24.01206420307527	24.2017866151975	24.213922720425742	24.29522356132334	24.496115997749193
P00968	25.559023593224527	25.60930093352131	25.618557760612518	25.655767976322075	26.12902323257658	26.15887173454132	26.14718234496186	26.161847398336782	25.703944144462728	25.58992751580525	25.670453255195927	25.674023082830875	25.62263797367225	25.769980764335354	25.455313528201543	24.53255047174757	25.692766196382163	25.741185862111827	26.09300424459079	26.171267908759937	26.15148238416588	26.250166024199657	26.306322080457786	26.145768167227715	26.083344225063183	26.09078118333383	26.125124815636372	26.18033708385108
P02358	26.74887162494828	26.817328298342836	26.782505077547633	26.845031936962847	27.24633979117727	27.288994399038884	27.045759992471588	27.121018755722396	26.86767140699873	26.56188169454179	26.666767930469796	26.877283711656197	27.051668709690354	26.83237975097739	26.74891999452013	27.1594127470238	26.815233684920628	26.750491123444313	27.13941437451394	27.140198264981322	27.200202688719074	27.262129731631944	27.023720359642248	27.15676286758945	27.083239998072187	27.00118145064358	27.208523090560874	27.15802922476003
P02359	27.200090920429233	27.309096603188305	27.091645312774	27.112568014730126	27.655623686380245	27.685228034367917	27.55401103285531	27.578511815251343	27.234512585828345	27.228549126662006	27.22867535458872	27.28218300963702	27.189045370336775	27.313319836432388	27.17857283247195	27.308420675541495	27.254266280800035	27.336994260492098	27.603498931132858	27.7426995802545	27.699706283895758	27.853739953571232	27.764515898840237	27.669708393865093	27.65964689215292	27.622640025906584	27.763280945029802	27.662422935090962
P02413	26.91392220037967	27.150501803101083	26.61868963360937	26.799866070979736	27.072437743571736	27.180084253553726	27.239402717296016	27.32335256647206	27.009017244064776	27.212730019593685	26.88305622239809	26.769505303076723	26.821239424927853	27.011724893700713	27.151585492480738	26.325828373141054	27.10011169121137	26.94385399802725	27.40162807904692	27.569635440941685	27.484626116004854	27.336920681832233	27.600887769821156	27.25798720340471	27.454593131823742	27.510259107022126	27.244312336494865	27.62900616083675
P02916	19.181975861186014	18.73483769334658	19.11726984113197	18.953017656498872	20.066208251233117	19.914510354415352	20.038541750888204	19.878474532600215	18.811602394569054	18.799537606841827	20.01078078985977	19.243816439086274	18.9456205391106	19.30190804706799	19.120342556479436	17.88796908020802	19.069077429367656	19.289191011453482	20.15853146289765	19.700430020057638	19.583794911723224	20.086628894991414	19.33095585084768	20.10900562933456	19.87617151982309	20.076647286075687	20.23375359528816	19.93521726168796
P02918	21.56020783765589	21.600624073296824	21.645063089090094	21.559522539997534	21.77104559436592	21.74025383790706	21.72374347332507	21.749890274521675	21.787313723663026	21.738304489104976	21.925716573110645	21.78255040047698	21.72236182585031	21.781364677953206	21.62336745741266	20.427964273069822	21.687621075895404	21.902304151047215	21.675913079981186	21.713857408521505	21.622810924286526	21.74718082678281	21.779539681861372	21.72246758254957	21.73729669049575	21.62628573930188	21.756245764760497	21.67671764213917
P02919	22.662078946240054	22.68433386138604	22.538551271078394	22.530308586787022	22.545673290876408	22.567778679042746	22.420382046402686	22.41544960340077	22.896089368878453	22.737830587281557	22.82252185348727	22.767768161868744	22.710248676669327	22.81679885573076	22.540153155078677	21.639240714193757	22.672757570847573	22.763926638133935	22.428603614714405	22.5608826050065	22.471113459679472	22.619057203751026	22.49661324151453	22.493083823504147	22.483221337827654	22.405875143844252	22.46800795279566	22.504277167501854
P02924	21.237964148513463	21.321381658200377	21.182133728513037	21.246575558337977	19.751931437068574	19.815311145216185	19.668914704746957		21.770346191567114	21.43010864602758	21.343504764034428	21.62246351685993	22.220057990738272	21.6708512928993	21.389836171977922	21.812123351848967	21.392684808900015	21.4962231769316	20.03810577700531	20.302901135760997	20.797816092455303	20.02841591416568	20.334937515303707	18.97298923547373	20.094672885045192	19.904143475900355	19.859924200217453	19.788765987511333
P02925	26.348428115596057	26.395879448495535	26.128194811897195	26.105247123764205	24.22130843324501	24.235990409365964	23.78306212449479	23.837100662545126	26.46006700637674	25.96795023590667	26.43238572290983	26.472609515629397	26.703559027531014	26.41953291724861	26.361315494653493	27.138652170905665	26.54723835026176	26.391289146927573	24.183931863181208	24.28766106005145	23.948107327559526	24.28661432477635	23.91841568123441	24.099265854734345	24.017132219111893	23.848402140507385	24.120289320847363	24.01518911669143
P02929	21.50087761566196	21.4351787222586	21.439194537383145	21.527020768870162	21.428122938417722	21.468074593921735	21.771741657044654	21.675656850924444	20.65087276104985	21.294270473356516	21.912568391880075	21.536413346555815	20.273758543028556	21.472027666636624	21.459474766935706	21.34874544028244	21.84529454482498	21.109914209445	21.557919338250898	21.584334089061	21.638023993419537	21.1188581723304	22.08528437229779	21.675621738855416	22.216803476737965	21.887549710568752	21.030784941988497	22.22870474492919
P02930	25.028161036378158	25.11504030525865	24.866686390338042	24.855248737934097	24.93202914020211	24.926930020013334	24.787988535814744	24.809596266024432	25.07829923544561	25.061999100217452	25.10847969457279	25.095815109489653	25.09645887967233	25.177346195899077	25.162237732440225	25.614171471253382	25.09998843281027	25.08790857638059	24.93576702870314	25.095924449205487	24.972635964867713	25.216759427231437	25.013572335715093	25.02605862283894	24.984338578381735	24.876620488734904	25.11666981945032	24.963876163548775
