rowname	Ref8537_QC1_20230414_1	Ref8537_QC1_20230414_2	Ref8537_QC2_20230414_1	Ref8537_QC2_20230414_2	Ref8537_QC3_20230414_1	Ref8537_QC3_20230414_2	Ref8537_QC4_20230414_1	Ref8537_QC4_20230414_2	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414
P0A6Z3	25.333732211493455	25.40827858662034	25.39259376862892	25.41214476162684	25.325151789359424	25.36927774992612	25.379164544225265	25.394841257675893	25.47531938687361	25.318733546836285	25.44255777021579	25.449240323541243	25.412968713334664	25.499044360249187	25.24936454225173	24.965801754040235	25.407388344194892	25.501173826214536	25.301224013369907	25.281265783553465	25.22940475642791	25.36468561331364	25.20046179442266	25.504965671314896	25.36152412297333	25.368729032744874	25.352341538824767	25.343565607467934
P0A6Z6	22.052068271327553	22.22726065770327	22.22277942814092	22.29064536901617	22.057377281361866	22.1291831953101	22.113530091953912	22.102598449236442	21.126175189552978	21.368125905135997	21.812403589957487	21.612634344352603	21.710354649352492	21.37827054892157	21.807587115725486	22.034474366389002	22.05174524591439	21.6220254033601	22.01767752170907	22.022920929760282	21.920452921472243	22.086457229168513	21.894615611120404	21.997674646401123	22.31152541122535	22.018673116921825	21.621987563307698	21.929516567902184
P0A705	25.945801740950607	25.944365389265105	25.99378162943966	26.002416821239	26.247744236719814	26.251529063843027	26.328776512302937	26.300803654404653	25.95412140763023	25.90555287745794	25.86058720792601	25.919613979695722	25.809624696449784	25.995116464131872	25.788146755770562	25.004368252375617	25.973864599256803	26.004281787029043	26.192266547983227	26.232451537151697	26.20374491842445	26.11910040375244	26.229894450766835	26.23070352194982	26.16869786856125	26.209985364816845	26.238924518629034	26.178633094512143
P0A707	25.77966845458361	25.823887634831816	25.847520268307157	25.81334492760092	26.012325358312218	25.94443738100767	25.90224378760934	25.864593555792933	25.875739073096874	25.56035182537286	25.83596030449648	25.967020216056294	26.213030821831584	25.92015486113314	25.56988569116229	25.828658842477246	25.775559414650044	25.854307001435302	26.041455270345963	26.106956933442444	26.0065106253983	26.224085043822196	25.950507221183695	26.039062719839308	25.93671026957588	25.92840641925383	26.097846507794536	25.884696765446037
P0A715	24.620638738986706	24.654771811973504	24.58823567574132	24.620776019450236	24.549218716486056	24.54442909718508	24.638109760327982	24.596118233583105	24.507229098731994	24.505243480700145	24.5864253828226	24.524272937225614	24.43522919442389	24.537379247970225	24.513908940236604	24.111093340536016	24.690808882954894	24.646879282552202	24.6027826600084	24.62322237101754	24.590347115513563	24.551220334661092	24.585655435236742	24.469586840809136	24.56252551884635	24.604984419181314	24.514165799740354	24.45627326560217
P0A717	26.276799822522584	26.3821849825088	26.240168899596693	26.26666168700025	25.89582232722505	25.971476747773067	25.76633119802307	25.817992287434052	26.469832210044917	26.153439936294816	26.25003496122887	26.274649139724445	26.345276828082962	26.35225006466446	26.106395636263255	25.80632157809827	26.265472799938696	26.3443616011566	25.974396147165766	25.835710771737073	25.942636674452377	25.923337951115435	25.83882694868377	25.839983230252447	25.799379092464893	25.916137025720523	25.901078824990112	25.793315455605114
P0A720	22.494949933648517	22.553614763345553	22.416823842810093	22.54711394374386	22.713137328948047	22.754671498719222	22.59830128288869	22.671392831549454	22.633369361275637	22.521308135993365	22.369749377534117	22.488114308272912	22.647396909113024	22.428967293700726	22.47965581331148	22.491237940749954	22.47158474515533	22.37220322949646	22.625179647904137	22.68115250783467	22.571728711806575	22.467485568231112	22.614476521803713	22.65951826273957	22.702689066155553	22.734352436253396	22.732140849995332	22.78512876853877
P0A722	23.820553332619877	23.790689971889407	23.75701540730086	23.677350031929222	23.713010175365465	23.660133389421667	23.647640479698875	23.64382761570312	23.98997919372273	23.790558101330408	23.955882485960853	24.050474276974693	24.20158770246838	24.10190832864068	23.627073505153003	23.278307083096664	23.831023755089152	24.01200681306071	23.591542602526317	23.70050797533888	23.694382255841603	23.9386371353026	23.678547187689354	23.656053022841878	23.528721538228993	23.511503393776014	23.832474674522448	23.65325063985851
P0A725	22.055833675289776	22.103836995325516	21.91127486653332	22.010115332531235	21.839733545520133	21.878505321546562	21.97131516642785	21.991895968426235	21.888732300014446	22.116094640501807	22.154933222843354	21.827373617031903	21.240190921379885	21.858954874949518	21.97641030780229	21.822860565564696	22.05588266905537	21.893359560751776	21.779602690389204	22.03198550636705	21.984849559003763	21.558513317698264	22.140602174128	21.743514756686423	22.04305086526538	21.94985661069105	21.63734286746258	22.096246316220856
P0A729	23.137675565006134	23.164011034717607	23.14618035134439	23.208019602110845	22.68858299762328	22.68136432664609	22.82339022260968	22.77817267471964	22.966904466908034	22.941148049172277	23.17409682338128	22.870054370544334	22.498983611304833	22.714818586183192	23.02148491348251	23.60120998994141	22.949673602539047	22.988092700581422	22.80439127749569	22.747562568497347	22.8185247135855	22.327419004443	22.83091124551134	22.847429906638315	22.854194922271645	22.81612236042463	22.596927642802996	22.895802657440388
P0A731	22.76753555508387	23.045240187305794	22.882959442769486	23.118363600242674	22.310990119355118	22.15172391057803	22.581825929079447	22.586989909536722	22.300160439608085	22.625932669231233	22.575255346893904	22.289936553881866	21.961840529361773	22.23036178150438	22.69132080569082	23.402342952371402	22.770760451936003	22.411541794117895	21.993045470210426	22.327483127038043	22.369217537592455	21.77124366002719	22.197625540391964	22.17427863680007	22.515185834951108	22.379244606937743	22.003252137265815	22.222014972639503
P0A734	24.651077273972245	24.748557059851066	24.472081588735698	24.550694823366648	23.917464687960113	23.972046902199704	23.809627970519703	23.861039658311135	24.035845151644157	24.156627226987077	24.338534013093888	24.10450737962724	23.953203469652674	24.048703211578008	24.424369774837157	25.12953457431029	24.413316609221496	24.025294903447296	23.725642951301854	23.907463809339355	23.78628908605306	23.50912282065721	23.83144924169845	23.74536951063105	24.01147851345171	23.864626936704834	23.6173584366828	23.86463996509031
P0A738	21.964386576064676	22.0946832671939	21.825586651520656	21.832593139192596	21.771984850662527	21.82913930947931	21.802587530658588	21.760799441706784	21.75235990752911	22.053108686025876	22.162541306836875	21.454863060009956	20.860455543375288	21.506356178853757	22.10110915423362	22.429511217022963	22.29914989454569	21.700983252004654	21.404627637471236	22.15406804240132	21.843237543028803	22.067683817637207	21.947297819291165	21.913791136190486	21.99582060053682	21.637932754747887	21.72137028887439	22.088832286700548
P0A742	23.788245763404703	23.64102248291423	23.975212196654535	24.012991257172153	23.18592412228147	23.298101461460565	23.64287993298186	23.71779116615377	23.089299772841095	23.33566302577574	24.01677367748771	23.189505710457265	22.31311025333709	23.27941189721086	23.44735744622068	23.35762573726475	23.672413152502603	23.13134428835814	23.156022123118866	23.403752364749913	23.46631300958179	22.813587262790733	23.571318282779114	23.313626852032915	23.66160913244473	23.316664058606715	23.23824114926562	23.54924224808081
P0A744	24.61101177339532	24.758892838641042	24.638889814332085	24.738870076383073	24.297354603823017	24.14975826871432	24.177492583283993	24.23247944161341	24.428495129549226	24.39225766002925	24.60849238786781	24.608115910509117	24.447294405530773	24.666981020919444	24.444872038076614	24.63053956980061	24.54480586587528	24.566660786565617	24.17611910868284	24.255702422932455	24.157603101930633	24.245810968295498	24.153742239748116	24.308169401515983	24.097160035555287	24.121490468633695	24.065945755427034	24.171696891617927
P0A746	24.610671203104	24.537345449476405	24.29749434242159	24.345092666900342	23.31563099677159	23.342562866532617	22.956555306156808	22.752644846487236	24.728370656362976	24.054969409731882	24.281426546878055	24.203783603326332	24.85960912715065	24.477187705143812	24.342991996063258	24.771482417564687	24.49820679144121	24.450319837993757	23.215531051195892	23.26686031298014	23.39662680438307	23.320032862551315	23.25259777488231	23.191824296415817	23.019177253924003	22.88883663668341	23.550427064194174	23.141017030890165
P0A749	24.023926603487496	24.00560908100133	23.86926416493818	23.95858447239155	23.823644154244576	23.77818565673138	23.834144055372896	23.90168623090419	23.635312953539334	23.730723359967328	23.91163513478152	23.720908522960258	23.296561247202355	23.574093397395266	23.794595714678017	23.59270982532143	23.86420982207639	23.76939927707911	23.955182226214717	23.994238741881986	23.93193821267957	23.55166657817209	24.04157971231458	23.809165432034632	24.083951448661438	24.02032936338081	23.722324163236138	23.83592051475449
P0A752	20.476671397748056	20.634063902873287	20.442771923212838	20.43213510734285	20.47755485142926	20.60719138621471	20.40974054361095	20.42572983525924	20.225591007746942	20.002410050113127	20.41897678904133	19.93915294828519	20.024302525820303	20.150262551545396	20.43074517026232	21.058146913486624	20.439738312023465	20.013334233136305	20.39014387214599	20.479253764089968	20.26764826739368	20.102641417577274	20.40211720836895	20.285987656614964	20.53791087360723	20.451891406478396	20.323251242691207	20.437095194163398
P0A756	19.33744893500304	18.814670806129442	19.141698769444524	18.976752155883787	18.95183038166067	18.669054098809234	18.883725394627284	19.396751576812626	18.940471373203977	18.916698143532372	18.911652233393667	19.265109243227457	19.273115300267982	19.349205627922977	18.929279044086165	19.17834489512157	19.00501894546789	19.292354113167832	19.074608561839824	18.969959504255563	19.23874514097251	19.105096982947373	19.406427288238362	19.1691252894635	18.866619319692347	19.181625095765966	19.09803225219291	19.169063537797634
P0A759	23.63763192275516	23.867410067972834	24.189966190912852	24.227636786756822	23.458370670163667	23.376794563385054	23.678791418751015	23.77294909362842	23.53851726331659	23.44668246712473	24.236527199289338	23.872402545556145	23.33820081187273	23.806268322652663	23.64498448207076	22.98255714103464	23.69994756755376	23.759934343223858	23.480123526413863	23.401692012895616	23.54819521855753	22.86907472871653	23.361904563237637	23.598063748372166	23.52732619868359	23.426070146395315	23.401393254564923	23.550832248613236
P0A761	20.250101868267386	20.285271873625447	20.238981758801913	20.382686630197803	18.71828577549733	19.141466839107935	19.207362600586357	19.160252901727596	20.21136854964479	20.284287796061378	20.571221804699256	20.120010821651064	19.616380706525185	19.93138582782042	20.26496467265902	20.243689068645388	20.328183464092454	20.07085429951087	19.301951931939342	19.346491143326368	19.286273250412904	19.194210230964664	19.363477336573105	18.91536383159759	19.31990128417509	19.04746227571823	18.87083190030893	19.4483688679152
P0A763	26.950028367367555	27.009703075659807	26.918207320974414	26.961990886558326	25.63097943394738	25.622675683346515	25.651959501877545	25.67939339388175	26.455576805249795	26.65731178913407	26.797747550246253	26.232022899873478	25.84448501716728	26.39315372996705	26.77133707709615	26.818470701275526	26.828273804648557	26.270565468292816	25.573382553024736	25.9024017980648	25.8734242436257	25.60318953829928	26.1117647699011	25.45448630553513	25.825159398348426	25.540233680136723	25.560441948646222	25.792098719525903
P0A776	20.097373421005166	20.665464401872438	19.985705760087306	20.234682637377933	19.506267929429466	19.473002267880833	19.952661338634794	19.73122583856349	19.492278234324978	20.797310190046097	20.159543664077887	19.367777260407884	17.808407025666522	19.7443962532004	20.15514608628355	18.904234789171465	20.401300305792567	19.14038681313787	18.85584390605061	20.05432047483974	19.823233279614424	17.795205862319033	19.835064735821	19.37867423769581	20.388191249808834	20.124863958739365	19.115550711901292	19.859220742260412
P0A780	23.66664263936585	23.636935827234435	23.35313674896669	23.357208751248514	23.31833938613996	23.385894255564825	23.226181882384665	23.234729602082844	23.5288694812605	23.564845224095468	23.31455105054833	23.284763379004826	23.343578976605276	23.376289497858004	23.657727136143752	24.041415379863608	23.571837769168045	23.305103379601842	23.310105640501774	23.611575251695804	23.332957795050277	23.278546098081083	23.434295967305243	23.327666178386046	23.517651838066186	23.435127132015186	23.330519409506024	23.532582672023835
P0A784	22.90615920281112	22.810034105973852	22.924654236630232	22.791557529133083	23.051593822114054	22.989257551403124	22.866342425285378	22.818535267198943	22.625687807921906	22.538127982395864	22.767090607826063	22.76182046093291	22.6704854500348	22.727998687989082	22.564926017277866	23.040735410496566	22.75608727133386	22.7024455277727	22.895140974957943	22.926309464074603	22.967909885735608	22.77219529336412	22.84231465867715	23.014777922865054	22.905859213094423	22.842413359470626	22.95960492349101	22.90033158601928
P0A786	27.735856591622703	27.767403252134347	27.694907433455537	27.715851708663394	27.19153848252567	27.17888159395681	27.11192661822767	27.131478121823026	27.594750555982976	27.731210986781285	27.520314612316493	27.433264410040373	27.009599554192537	27.53482362270996	27.674252567052413	26.762427494455384	27.777967776140247	27.424081910165015	27.325917870550853	27.360051394379067	27.518127097851178	26.878347014841943	27.51590935938727	27.144113855172524	27.44383751949967	27.608021182287352	27.090673085691858	27.37314626656631
P0A790	23.11738720568324	23.109608888100926	22.91563050730911	22.711422742648132	23.69366230155743	23.91627450744984	23.81168342198892	23.9014913085023	22.840325866075627	22.803654514462785	23.11869956168792	22.65670335958382	23.054816946021386	22.889710174594757	23.059317119444874	24.409293683909464	22.832196028258032	22.820749216687094	23.844026120653975	24.50020217343832	23.907114068597014	24.278923621499896	24.494746928064753	24.00888159448869	24.130923531153574	23.873382908908532	23.59691597503623	24.245046021948298
P0A794	23.580028955336992	23.51821732440406	23.628874857173976	23.596876460677656	23.477205261500703	23.42238566017136	23.312169137034964	23.25563949568091	23.332638781364196	23.392675712282866	23.359904947248083	23.53019354417743	23.506941169713418	23.419697763154936	23.392604136896033	23.175562920397976	23.47642204312018	23.446057448338134	23.43127680161343	23.35137182885531	23.438415653003275	23.254001492283727	23.188054867971633	23.44609883195536	23.32300373505041	23.425992058094344	23.562543445746858	23.2669131798758
P0A796	24.552537838528632	24.515339047972635	24.615039222487578	24.634974886747877	26.19179806592081	26.166804092903465	26.205236150691213	26.196037881918496	24.23756810936409	24.237667225451535	24.309250044714826	24.137535595557676	23.675404029793853	24.239376356955134	24.195345887687278	23.83018213841683	24.378914801861807	24.295822461482175	26.197530227705816	26.0472184466492	26.036205887296873	25.72836774003477	25.851138113536166	26.0800872255559	26.126887263815526	26.287974224796116	25.751503160280283	26.20350267398442
P0A799	27.61514923017934	27.765242161337856	27.6607674431182	27.628498266262365	28.37537571469011	28.423655421708244	28.2863743278767	28.350288253627916	27.674588994998626	27.52996702176224	27.730883916323346	27.655505472977506	27.51341755955977	27.62339643366101	27.62535856451346	27.747486810402897	27.781942854238437	27.808795703505453	28.55656979770974	28.40135848231534	28.239721883767775	28.55968748440707	28.191142357181157	28.464768229616162	28.377910624965143	28.49407101280683	28.3236372118275	28.432530526825612
P0A7A2	22.09467516307493	22.013654843891473	22.192165760035564	22.024513504522844	21.612865732160408	21.639290090334676	21.800474263524215	21.70417242812548	21.912541057538995	21.905098043184726	21.95878515256886	21.835346882196703	21.77084510464945	21.85280211530181	21.9225454603701	21.64308900440209	21.935735512114743	21.94233053577071	21.63700370946179	21.65498567888986	21.683477175416815	21.372542387155335	21.689402097093968	21.66592521480946	21.753541744212015	21.70731792065727	21.581672594355368	21.67353708041211
P0A7A5	21.419051414582373	21.36901190596294	21.29719392509351	21.256981463251726	21.380926495964548	21.369076226703406	21.251786221098822	21.310330469830447	21.78767259026695	21.497274953060572	21.405857103026136	21.502327233829515	21.67905069344404	21.683836786464596	21.492582836389662	21.361893203833922	21.395423767828465	21.55986770227196	21.442738442485656	21.390337123237085	21.350836226277984	21.581690272399772	21.309660390159657	21.476588548548346	21.41021445292163	21.349741498380045	21.469874570145492	21.36136305561736
P0A7A7	23.20772132152758	23.21988700207567	23.306695030642352	23.30775311901374	22.922281850979687	22.933604345569197	23.073834590676423	23.077057152956588	22.907876135347877	23.17923183900778	23.3522869290286	22.82345688869685	22.201211983969973	22.872604818104314	23.147750424594044	22.211330045614663	23.21962274228027	22.84862541502463	22.960823210093974	23.069019530306328	23.152638658296407	22.409354430602416	23.164522027328392	22.914742875692223	23.161232711880086	23.138535365648195	22.704404412282116	23.112554545306832
P0A7A9	27.22150082162583	27.307786049847348	26.969275878035255	27.068174356626006	27.19789646490228	27.209318544041068	26.726676628996096	26.801147673099592	27.46320884448133	27.09196855012274	27.255888446288967	27.38830196589263	27.827952772228713	27.39759012202317	27.308465171374102	27.961975061859192	27.464880587600323	27.351414203274594	27.36370091994174	27.472388552111383	27.203756155137736	27.544226479943024	27.22104616520331	27.296006474851993	27.165088454604227	27.149864297781022	27.424722836938667	27.282948965907018
P0A7B1	22.54303203873334	22.528737324463293	22.432597061112823	22.473021952199097	22.253128784541104	22.294337084723715	22.479701786834042	22.49535733230605	22.205533484855817	22.545644989372295	22.439788799658466	22.209246402311454	21.66428673788321	22.187840122446506	22.425383769806178	21.70211118773625	22.541710430964077	22.093415291239793	22.385361691349488	22.530891927471423	22.489629287522042	21.77696416932522	22.62713784011007	22.325910662192143	22.679291652382865	22.64839236366917	22.098190879997244	22.59624625844863
P0A7B3	18.90445571018823	19.659632612969315	19.876282891627085	19.716636173988647	19.836901928067597	19.777392042396592	19.482669413589477	19.898206874157065	19.09893976866778	19.792851318658023	20.085964099745382	19.549103526422826	19.157543637045112	19.711948013115386	19.62130272418521	19.399797181196767	19.588001130105752	19.624304581612613	19.761176334992147	19.703016489690672	19.590459157438183	19.47424501240386	20.037464730396184	19.25973798484631	19.661125371226497	19.718610555300355	19.663055710338146	19.9093070734943
P0A7B5	23.308311154622587	23.303283405335293	23.212415191853218	23.211651308778215	23.306002270005965	23.287856045399927	23.29837170254725	23.33314690910151	23.49867929484396	23.363875602525333	23.128415440655623	23.319635054087488	23.38749088058415	23.395533782511876	23.20254090373504	22.348874339633937	23.27198628716028	23.321399678515082	23.28708620022262	23.262477609753578	23.203093692007474	23.35788129577751	23.19910961483085	23.299854499989074	23.32169975354818	23.37446128634665	23.26594734447861	23.270565371841652
P0A7B8	23.71224088353802	23.676533817743554	23.70143572342738	23.59442750820276	23.806852876649685	23.753745477283747	23.89469923925688	23.74636576661936	23.6410377601373	23.650557602247037	23.500171464659864	23.80302546024151	23.582902905943925	23.631648883642686	23.296121852188083	23.550928218741596	23.691341749053482	23.55751370437443	23.911717380650682	23.86158394797252	23.896739939360852	23.779294765687705	23.559844024322203	23.594946622223194	23.84019000463942	23.905555046576946	23.752885741145526	23.448768789432627
P0A7C2	23.1821775766286	23.03109563554349	22.990981483154076	22.878829330472758	22.887144530412762	22.779788875604286	22.97711627663267	22.87556177781488	22.74135619932683	23.025259698670073	22.996695610478884	22.789902539647045	22.63908360423495	22.761967833083624	23.10197479031097	23.602099269188844	23.000284505269637	22.800283400249594	22.8041830225994	22.9668380926473	22.868249206786196	22.76710703935075	22.950659017501813	22.717019399110335	22.92429270603521	22.88937552575192	22.842521211517823	22.813128461718524
P0A7C6	22.537667613631143	22.5048222328754	22.361590099289693	22.434859043098147	22.899451013637137	22.910282833350742	22.664168827613146	22.72167882088704	22.557760970252353	22.44627284810056	21.99581527847404	22.750960738870674	23.20746644671271	22.70459329563787	22.2957989970683	22.442817918661415	22.367237646753125	22.614329613232126	23.029129975411653	22.527778409113964	22.67524736407772	22.833340309663086	22.095534621489424	22.695215514981083	22.533453113002675	23.019884855122953	22.717073132748737	22.522928748890838
P0A7D1	22.85747017400835	22.95898737494996	22.847630409655167	22.866196485644362	22.84772038024578	22.77638845268848	22.90725070942843	22.886362614726192	22.995826868007768	22.939249152833593	22.898075053272596	22.81347989154463	22.60859994689517	22.76654393840295	22.927876520860483	23.074470658694196	23.034813477706745	22.83956713828287	22.828918236559744	22.885145061008764	22.913810558016614	22.70044888010343	22.900131313808636	22.905254629445626	22.842345459145267	22.893582220726298	22.770395889743284	22.958364758229067
P0A7D4	26.67853616212805	26.667372851202767	26.67777435989876	26.6134177000323	26.438278578156268	26.449414859283458	26.425654291046804	26.42705566601802	26.47424537709825	26.78075861121501	26.595532272719122	26.351924972104513	26.076852408902482	26.455040852494893	26.561840439307023	25.931980243368237	26.71959893869425	26.43724214291999	26.381958640778866	26.344598299938692	26.374387135943834	26.220011870060947	26.391199095020294	26.306228073685993	26.409767242273478	26.53065086253242	26.162270094636654	26.47737715448795
P0A7D7	26.511497372672398	26.52672798493734	26.573580905685727	26.650043479308245	26.364891212573166	26.321418363534157	26.40948202322063	26.418097542165384	26.206034156900188	26.04125306260902	26.259234657611103	26.18601126761252	25.988878045694122	26.1889755876143	26.032550652474548	25.94171615638124	26.381427779063124	26.537374730349857	26.186050311393373	26.201042834975215	26.163630155176964	26.288644771679408	26.159531970559463	26.39702830050976	26.178330363835308	26.170347866028152	26.29615238380511	26.23753238911181
P0A7E1	24.79924581058841	24.838159741519114	24.70130828125415	24.69963901608832	25.347221909210838	25.317625276062003	25.166286779046203	25.20951127345559	24.89024295631385	24.628829008861665	24.96174035440128	24.9651198515827	24.820004953587507	24.853623163712776	24.768453444347777	24.142996169923236	24.726762001646343	24.769245275251414	25.36652367054237	25.23926375530756	25.07043473446599	25.186183475779842	25.041430537467832	25.245878082323827	25.17883118309465	25.342956430685717	25.237969758468545	25.10007359379499
P0A7E3	20.486113240311973	20.3560494857377	20.178595024180673	20.136613323095204	20.763437279117845	20.717635224830907	20.75862885354322	20.798309203482468	19.31469405812051	20.161317123924754	20.22783886970293	19.290955099726702	19.379847117522864	19.496029116036105	20.15974804529659	20.501319947552176	20.4640838474338	19.569132035917228	20.44111516191409	21.086014366068888	20.873365797757472	20.713159122563155	21.148007879384153	20.550305218691165	20.964203086608194	20.977041998942326	20.444415878868007	21.06129080147344
P0A7E5	24.489868891443308	24.497628181313182	24.505537139808347	24.46181975704675	24.76090817122303	24.725907930941048	24.77651835609441	24.77053456191119	24.398830334075374	24.45631630422506	24.53657548368136	24.323509580113924	24.187336665297188	24.40191463602676	24.4082175468022	23.550940175795255	24.46674479599048	24.52244660553549	24.70631209101036	24.771904812407566	24.701995452403867	24.688456148776456	24.798754996333	24.69957751513131	24.706620075323787	24.740153307825675	24.68731847585494	24.74682133623826
P0A7E9	23.880773133718442	23.919615928696174	24.018847232921864	23.98254972098738	23.83062554096007	23.81199108123817	23.79495145402985	23.812119193301804	23.45917583448496	23.694558978659124	23.81651267222413	23.61787150199749	23.073622026669106	23.57813450916713	23.662258282215625	22.874172447767982	23.927907857685646	23.401384481881344	23.68311716755754	23.99098818849729	24.113076649564626	23.53438824035198	23.980719818073673	23.72096719021394	23.968872215434274	23.967422536845298	23.76130383362875	23.89595675662595
P0A7F3	27.326836816916195	27.42878192103607	27.061512208650175	27.09369264991016	26.66958982250395	26.750497452146185	26.37009945660174	26.4388596857546	27.215134712263037	27.273066733997073	27.48337810145321	27.142067800456896	26.864142032579743	27.144635423865733	27.39102059803468	27.914667358150236	27.33928884760333	27.141238411224585	26.774431475091454	27.077337651352213	26.837187350913865	26.936896553702194	27.125444349233508	26.727644018653795	26.829658359446956	26.8742043369955	26.650491253978217	26.81131046039416
P0A7F6	23.317836712346157	23.480355049571536	23.49508333318198	23.660100496685743	23.168207990250714	23.271232445315952	23.452609675401426	23.495966610777856	22.74753944008893	23.075346131624507	23.39878226747925	22.762197211738524	22.527169358515827	22.775499520281727	23.239544574679826	23.667374788365066	23.044795734130233	22.78931381198766	22.77394400321331	23.251146974982277	23.02216914714362	22.914318715529802	23.50453618750771	23.310461995627804	23.342036788892756	23.18471429175748	23.018193080013454	23.46827592643178
P0A7F9	21.294045356791205	21.3625540073405	21.134304670229486	21.088045876006714	21.749286083029077	21.87246593499255	21.9120771092567	21.836403991983147	21.306824843276438	21.36106788297391	21.384494306156803	21.1235827631082	20.983053658173517	21.20544925891346	21.330395641497095	21.22409557236944	21.152872245512317	21.249716864421533	21.807750423633948	21.880323749803402	21.743095318654547	21.740178804715242	21.891359916616423	21.763046089394496	21.780304343547034	21.796691264607063	21.741474627887662	21.876140099888314
P0A7G2	24.309714685020847	24.36664496676006	24.42339546368962	24.361191639909364	24.412901385007643	24.41808734395312	24.47215804054714	24.441596670620562	24.229550481700034	24.205707363152012	24.207914093874436	24.168718151680366	23.959317039927	24.2916725680333	24.30146403864725	24.414845203531637	24.326800386848717	24.215655579838394	24.314838681770727	24.604028725793686	24.425287532519103	24.43317697452339	24.57675007951386	24.490014319292765	24.52319661050149	24.401334895685025	24.377302940380822	24.49863305684027
P0A7G6	25.299094625585976	25.256636876174678	25.315024861561	25.353974926691954	25.145554871206976	25.138184962037673	25.265795769049195	25.229886047523234	25.030488613734054	25.14645135806965	25.427866231618406	25.171109214868675	24.86149459765254	25.190888714546603	25.069868454901048	24.3421023897324	25.233209962135803	25.232065799148796	25.12442124212332	25.116894151867353	25.099347276479627	24.960191932708256	25.054290522834062	25.152253238393307	25.124780407388297	25.093120227892797	25.06709275991773	25.07896706435051
P0A7H0	19.609271505740548	19.607546910981373	19.826967809761708	19.823521983580296	19.536408680359553	19.34441051510956	19.447235138101423	19.51348199918191	19.614613046535833	19.590964818785515	19.586210600518843	19.292715661452053	19.10935124465484	19.307623312019583	19.63067903695307	18.46074370012095	19.595690388928237	19.159763218919064	19.563048389898594	19.486281830087187	19.542337462907373	18.94449071295698	19.553639458402802	19.108922133615735	19.60084213097202	19.46575728046059	19.186289586591766	19.223673504724808
P0A7H6	20.08767370944806	20.01354946512554	20.331304233345936	20.468989679400078	20.207834172598734	20.23270481903786	19.97533627089504	19.989139684054813	20.484669361186995	20.042443782045765	20.384139133621478	20.63922193384639	20.771114980190113	20.646672040635565	19.922552247764028	19.900064493269817	20.307747375375133	20.132228964651325	20.33097396384091	20.217186362705224	20.106536513891022	20.553425078533376	20.266978761130776	20.351222619499495	19.89196310673898	19.754909175540345	20.46885796492012	19.933785880391987
P0A7I0	21.81622354365626	21.799418849133495	21.721584732682203	21.748191085212326	22.10118914310479	22.14027041716534	22.054283251346458	22.016406528458564	21.73458873698968	21.76970426008176	21.59261776735383	21.46012471042066	21.64961026077706	21.636975914083344	21.67680882128588	21.80147907189048	21.616703426556022	21.652331003747854	22.134907521814004	22.132010530064505	22.03803914207884	21.966385906833846	22.055367030286217	21.9752140076133	22.037830937962283	21.97796436983271	22.03157080137957	22.067656748092954
P0A7I4	23.417434385240625	23.42916022919801	23.514669609814035	23.468344446832518	23.72314732955597	23.697543474427718	23.848380932320353	23.814795013551894	23.27928693094855	23.41291827605518	23.357822411834867	23.068214275358727	22.79864893075787	23.286118521352357	23.3240176681826	22.51410284037955	23.44756366806427	23.179440107776465	23.721431744890545	23.797036234990365	23.84262401190032	23.434056804800854	23.834770906251713	23.648175113615444	23.83276618261513	23.846443422837915	23.733277470653988	23.79330752681021
P0A7I7	23.61243365073287	23.62504623509619	23.471044081178448	23.615404560362855	23.456405004335117	23.5347910340505	23.34305365802743	23.469207010835557	23.126070367146486	23.338114075181245	23.359763987396953	23.16759950615233	22.919629325240205	23.273790868797754	23.579340038444233	23.77510803169354	23.362454787629463	23.04595986381108	23.509641133079974	23.524500453342085	23.48663120058513	23.167040741438274	23.41317262117365	23.320754918145816	23.548523465994222	23.45688400602126	23.28889879054586	23.398792683016957
P0A7J0	23.67495698196186	23.732331160239518	23.812101667803752	23.782911030654677	23.562100346514857	23.587892114585834	23.52304211188197	23.541790642944818	23.345779955462167	22.966830542186152	23.158701403042553	23.224123769056177	23.314829594013936	23.197549765559828	22.954396858071732	23.617293194946193	23.329288696808703	23.524833901345826	23.148030580447116	23.318105120205686	23.25571132722624	23.200752024506066	22.970815711113296	23.509703822574572	23.370643138858263	23.406826313679737	23.306324692332662	23.364198035311972
P0A7J3	28.766495571282462	28.773857617715972	28.595503011167647	28.627681093962764	29.049224625315833	29.055794229049027	28.984134113737593	28.96460217062005	28.719866277008286	28.7023977006737	28.67048930477802	28.61582687840213	28.493304874993008	28.620501227237458	28.73755103469856	29.069326974381863	28.770147363736125	28.59863963859034	29.086757758803877	29.29920573775754	29.124261801436774	29.13650571495347	29.25503973819491	29.065523767295716	29.18292056632083	29.09292169399551	28.962257989103428	29.159533974325374
