rowname,Clinspect_E_coli_A_QC1_Slot1-6_1_8640,Clinspect_E_coli_A_QC2_Slot1-15_1_8649,Clinspect_E_coli_A_S5_Slot1-7_1_8641,Clinspect_E_coli_A_S7_Slot1-24_1_8673,Clinspect_E_coli_A_S14_Slot1-11_1_8645,Clinspect_E_coli_A_S20_Slot1-20_1_8669,Clinspect_E_coli_A_S23_Slot1-8_1_8642,Clinspect_E_coli_A_S29_Slot1-19_1_8667,Clinspect_E_coli_A_S34_Slot1-18_1_8666,Clinspect_E_coli_A_S39_Slot1-26_1_8675,Clinspect_E_coli_A_S42_Slot1-21_1_8670,Clinspect_E_coli_A_S47_Slot1-14_1_8648,Clinspect_E_coli_B_QC3_Slot1-23_1_8672,Clinspect_E_coli_B_QC4_Slot1-10_1_8644,Clinspect_E_coli_B_S53_Slot1-22_1_8671,Clinspect_E_coli_B_S58_Slot1-5_1_8639,Clinspect_E_coli_B_S62_Slot1-16_1_8664,Clinspect_E_coli_B_S66_Slot1-13_1_8647,Clinspect_E_coli_B_S78_Slot1-17_1_8665,Clinspect_E_coli_B_S85_Slot1-12_1_8646,Clinspect_E_coli_B_S86_Slot1-4_1_8638,Clinspect_E_coli_B_S91_Slot1-25_1_8674,Clinspect_E_coli_B_S98_Slot1-9_1_8643
A5A614,19.457716598229943,18.500021976698278,18.38499656233557,16.03847161752237,18.351109152842866,18.51014884154008,17.677373680559786,19.011607074761354,17.17672827374257,17.757233596279896,18.28736928371414,19.71107019228311,,17.75815029424421,17.42642616006934,16.448530622688395,16.929577328075972,,,17.69811845816475,,16.4225363528139,
O32583,19.53490137394425,18.983681948859505,18.809804612252115,19.162320371474312,19.29084595748082,19.18188096930962,20.184318798974935,19.27686829668083,19.55995239103014,18.680211792943023,19.41230592433651,18.612988942988906,19.00435830378326,18.084099940668054,19.119306154266162,17.871012105854827,18.756576686587046,19.855115919317843,18.70442622497414,18.9768834743784,17.013572451316954,17.456107118354943,18.1319182930309
P00350,25.28922724906152,25.22530712982374,25.269861294493552,25.235487496124712,25.253517937251445,25.42315699693676,25.259043258409065,25.411886619069456,25.399719819626178,25.313491901004824,25.34755778260911,25.21617346951288,25.181922390248104,25.455938465593327,25.633411652337358,25.54750222443524,25.55846909662295,25.098782540187507,25.03820580200142,25.58106383226967,25.411282905647568,25.38362715064722,25.286787760860555
P00363,23.330644686260552,23.220929194168352,23.217940708503054,23.58667992339247,23.116320398939653,23.678955983461165,23.335691991946387,23.153230121930108,22.916697932606827,23.519295337145927,23.29081161315492,23.517704594282986,23.406991265902565,23.165107430489677,23.159229875708192,23.10192382980357,23.113825848723422,22.948736568277806,22.983435635552258,23.3792706735058,23.302885179750024,23.035805893285616,23.217260109488343
P00370,24.45296463645486,24.381093492690397,24.421525647581237,24.27181349559585,24.297239398885605,24.634944054159288,24.43329236733029,24.44664729063128,24.36868111983563,24.392388978832848,24.266969989808363,24.54277862546156,24.78236244432468,25.03677286422125,25.084011193879217,24.998793465402223,25.01242238956246,24.57529695396103,24.28693976739778,25.141115970421147,24.94311734814797,24.656359546814777,24.859845966368617
P00393,22.2683665109991,22.761241897000808,22.445335267930542,22.632862112564695,22.511335243572084,22.29184282932471,22.67758948087788,22.414301306627674,22.509660673447673,22.571007513831585,22.366976422421654,22.231808693502533,22.58730720350497,22.73006533645543,22.40090720928534,22.63215190895978,22.539672885731026,22.654288482239068,22.531914640749378,22.676401243985417,22.537317064335596,22.80064770750695,22.840296485519072
P00448,25.00470551242121,24.76726056154309,25.091515854777228,24.56594897961812,25.544780047608047,25.295412454643987,25.27630595654973,24.86639327955776,24.95879950475493,25.02778018161305,25.315587191951128,25.377753113860354,24.73452917689777,24.91689848918337,24.912448376041844,24.837754074515153,24.779790857168187,24.66872095039651,24.636649838513627,24.890954355670367,25.042016656979786,24.782293813581038,24.64733352558835
P00452,22.729005476500404,22.816881933395003,22.852716699623567,22.677843752093764,22.8777014880355,22.71702030874484,22.56704269187789,22.758899253864374,22.650187050346304,22.68212946002395,22.817319626396138,22.587231418120414,22.600339682092198,22.594527394586425,22.57871723146474,22.943420572819285,22.502244703977688,22.315893315422194,21.983202894736912,22.85967182908696,22.723213997047587,22.67323841454759,22.65080114203962
P00490,21.929186940238797,22.132579356842022,22.099226239617884,22.098880530328596,22.12538113149835,21.85243563689162,22.25395251977185,22.16502432073245,22.173341946170613,22.169226306781553,21.913533493448863,21.877312284506914,22.98939177954648,23.01587471085289,22.805972813597727,23.075677419596953,22.798959867731455,22.769048964729585,22.93002096771299,23.261682115730625,23.168546308959094,23.0824788105814,23.254478295138053
P00509,24.948204899204026,25.185653902453964,24.95002038320785,25.084251633799354,25.163818886483114,25.170967011904953,24.920066891310118,25.179637010625708,25.25772653102044,24.953800519713653,25.16880030666495,24.825204159739798,24.551316817310077,24.912359923510774,24.90294269445143,24.93192030154144,24.946805209008943,24.651488263178102,24.375337377277624,24.89544670465394,24.812069565204634,24.80373871810151,24.811633504941792
P00547,23.839837109925103,24.412304561986893,24.006554119883116,24.41690760288982,24.358533760058233,24.417451540241583,24.398731459109733,24.433943875141814,24.985498842092184,24.475200374955826,24.42864250627103,24.38831457000696,23.567888971287697,24.152835998784823,24.153337934308738,24.25880874245979,24.096877387887158,23.960168079113167,23.73407954352274,24.25655771349719,24.386800862059932,24.129936972079157,24.149775917968356
P00550,21.336731901017508,21.193896680387542,21.150971080042385,21.465394559001503,21.479966573552908,21.35818176326378,21.643897671354484,21.45965899120817,21.448809025198024,21.70650499526441,21.51088796907256,21.346404398068895,21.118251614731708,21.074392567093604,20.864206681114528,21.268376254332257,21.022181301940307,20.985174262630945,21.176013401272357,20.978240947479545,21.01456238337044,21.333587187142918,21.230617545791873
