file	HGSC
GSM947277	0
GSM947278	0
GSM947279	0
GSM947280	0
GSM947281	0
GSM947282	0
GSM947283	0
GSM947284	0
GSM947285	0
GSM947286	0
GSM947287	0
GSM947288	0
GSM947296	1
GSM947297	1
GSM947298	1
GSM947299	1
GSM947300	1
GSM947301	1
GSM947302	1
GSM947303	1
GSM947304	1
GSM947305	1
GSM947306	1
GSM947307	1
GSM947308	1
GSM947309	1
GSM947310	1
GSM947311	1
GSM947312	1
GSM947313	1
