"MSP"	"SRS2821229"	"SRS2821227"	"SRS2821226"	"SRS2821225"	"SRS2821224"	"SRS2821223"	"SRS2821222"	"SRS2821221"	"SRS2821218"	"SRS2821217"	"SRS2821215"	"SRS2821213"	"SRS2821212"	"SRS2821210"	"SRS2821207"	"SRS2821206"	"SRS2821205"	"SRS2821204"	"SRS2821020"	"SRS2821017"	"SRS2821016"	"SRS2821015"	"SRS2821014"	"SRS2821012"	"SRS2821011"	"SRS2821009"	"SRS2821008"	"SRS2821007"	"SRS2821006"	"SRS2821005"	"SRS2821004"	"SRS2821003"	"SRS2821002"	"SRS2821001"	"SRS2820998"	"SRS2820997"	"SRS2820996"	"SRS2820994"	"SRS2820993"	"SRS2820991"	"SRS2820990"	"SRS2820986"	"SRS2820979"	"SRS2820976"	"SRS2820975"	"SRS2820974"	"SRS2820972"	"SRS2820967"	"SRS2820965"	"SRS2820964"	"SRS2820963"	"SRS2820962"	"SRS2820960"	"SRS2820959"	"SRS2820958"	"SRS2820957"	"SRS2820956"	"SRS2820953"	"SRS2820952"	"SRS2820951"	"SRS2820950"	"SRS2820949"	"SRS2820947"	"SRS2820946"	"SRS2820943"	"SRS2820942"	"SRS2820941"	"SRS2820940"	"SRS2820939"	"SRS2820937"	"SRS2820936"	"SRS2820935"	"SRS2820933"	"SRS2820932"	"SRS2820929"	"SRS2820928"	"SRS2820926"	"SRS2820924"	"SRS2820923"	"SRS2820917"	"SRS2820914"	"SRS2820910"	"SRS2820909"	"SRS2820902"	"SRS2820901"	"SRS2820898"	"SRS2820897"	"SRS2820896"	"SRS2820895"	"SRS2820894"	"SRS2816074"	"SRS2816073"	"SRS2816071"	"SRS2816070"	"SRS2816066"	"SRS2816065"	"SRS2816062"	"SRS2816052"	"SRS2816048"	"SRS2816045"	"SRS2816044"	"SRS2815679"	"SRS2815673"
"msp_0003"	0	230	1909	0	440	531	530	53	1258	252	3789	210	1832	11	0	1113	1163	0	2337	20	163	26	1249	0	0	217	52	35	605	24	60	93	21751	62	0	68	2012	19	289	0	3914	45	5303	12	2289	0	830	25136	299	2647	38	0	27	39	3445	320	0	4042	121	10	0	331	3462	0	0	0	515	0	114	2960	1240	594	1645	0	62	1772	9	47	0	9180	37	104	1078	44	188	13	670	97	1304	6432	18206	2118	227	111	483	2237	357	3785	0	2340	2016	2372	11
"msp_0005"	4577	1917	394	748	2032	1613	1847	3966	514	293	1969	99	176	104	4349	13	71	255	3289	13538	10536	5045	684	11159	12239	5029	1859	131597	5773	1918	5850	580	2166	270	23271	4378	2155	107	5543	357	20668	217	76	4174	11967	2187	412	1255	26378	3324	10786	70397	584	4028	3180	4417	2082	51	210	342	958	1225	90	7490	868	4152	306	3923	1349	5117	713	7320	4119	285	101831	29255	559	29	5552	92	603	384	2079	544	979	3760	1547	306	311	2170	5010	333	60	757	425	467	1102	7	1322	5638	352	172	191
"msp_0007"	20	5816	91	1701	850	3124	1051	103	3503	508	2019	88	12024	2808	1202	4023	1166	595	22769	913	884	2953	2572	71	544	1997	296	197	1436	7671	239	2013	8492	245	1433	362	863	4939	1333	1485	7279	4880	1229	9888	6780	675	11494	6210	2876	2302	20658	9040	804	8814	6795	65	998	190	115	1447	19600	1356	10888	1193	3826	3813	13339	764	4446	2449	8912	2479	1673	4551	341	2331	41135	3128	273	1588	2220	1868	1814	2156	2839	528	880	4746	4182	4893	1307	7221	3161	7661	492	1998	340	6180	3502	963	6700	439	2464
"msp_0008"	0	2674	311	26261	599	1006	3099	551	2274	398	2864	950	1159	2420	14	1749	229	0	952	28	53	1648	0	39	0	0	41	9	0	0	31	82	1057	123	0	1066	0	0	99	0	0	82	4259	0	4586	0	4511	7	348	56	11	0	6448	0	44	366	5152	2019	174	71	8176	45	17243	50	49	1371	435	122	2045	0	299	1467	20	11	10	2573	0	237	161	3841	106	364	418	2542	0	0	131	0	12638	149	13	263	0	1110	2714	0	47	336	0	3711	0	1256	0
"msp_0009"	193	484	15	1604	0	55	118	377	73	43	49	0	130	21	24	104	28	22	355	50	172	45	83	198	337	21	0	27	145	5461	27	15	369	17	21	162	953	204	37	376	74	114	179	1593	80	34	42	72	149	43	883	429	25	347	96	42	49	64	103	0	837	103	66	365	860	353	84	35	438	1260	170	16	423	258	0	89	27	14	0	18	17	24	286	0	121	20	78	77	150	708	421	42	49	108	35	66	0	48	14	139	0	103	21
"msp_0010"	0	445	8403	2501	17	42	87	2546	436	39	49	78	328	1427	780	14	58	0	86	1123	1342	190	123	95	17718	71	87	132	97	4041	137	100	115	177	15	4425	25	1562	23	28	19	6276	0	359	5332	618	0	2382	66375	2585	120	0	218	8661	4691	1698	9	8	27	154	28454	317	0	1405	2456	17	3901	6	12433	19	10	10	28	6128	9	3524	58	61	0	0	6052	751	46	67	275	7	359	2486	1779	1009	3979	1197	9603	60	7131	1657	18	8072	6	528	1955	23	14
"msp_0011"	48	6226	6707	15861	496	4664	4992	826	7038	969	743	268	3793	1099	709	1103	4163	107	6057	920	1869	1537	5868	3364	443	1822	127	140	925	6113	466	595	5864	308	4042	2500	6004	2997	1420	4579	718	1846	4947	4015	3144	270	10689	1735	3161	1363	11485	14189	2091	2693	12768	1124	7204	2355	2140	304	6867	1067	7146	1003	3500	7230	31116	2383	4360	8873	854	1672	8523	11223	1645	746	5373	686	82	11368	1899	1107	9298	805	3198	619	800	86	6454	33212	1740	2290	635	1713	57	1000	6227	2138	9460	3557	25095	7739	552
"msp_0012"	48	3088	4571	9224	933	3376	2974	5599	3416	900	2680	741	1132	1686	355	1342	3483	348	6974	1944	2935	3486	1674	8129	3279	2283	705	18472	3063	23258	1577	352	8246	487	2362	3391	10779	2207	3599	8549	16	4047	6760	3828	2146	767	1110	8266	6799	1850	4541	9057	2096	1897	1391	1027	3780	7045	1214	1904	12332	2347	3794	2626	6153	13257	4462	2682	3744	11354	3431	6508	6527	3191	2141	3467	11459	1585	717	10212	862	3597	12194	2190	8141	2129	2263	2194	2248	12972	16454	3549	3002	2796	4377	1868	2730	1462	2482	7203	5088	6059	954
"msp_0013"	10	98714	2089	4235	28202	93	8953	86	11	117	347	11916	53896	20961	2192	20179	51	290	26705	24	34	456	11823	13	6	92	29	46	2293	22	45	3577	288	1347	6432	9	99	9734	0	9	0	0	12	34	0	0	23473	28	190	2427	28	0	3304	26	502	2870	18511	12	22472	179	118	0	370	327	62943	72	798	10	6326	356	11542	0	20	2493	1156	1513	31005	22	25	0	187	3140	29	104	0	0	8028	0	8	0	14149	32	73847	32	180	103711	2627	784	3493	0	30	2188	11
"msp_0014"	10	0	0	0	0	0	36	21	48	0	39	0	112	0	58	0	0	0	0	6	24	0	8	7	8	0	0	25	7	0	7	5	27	0	11	46	107	0	0	65	0	14	25	436	7	0	0	48	111	0	0	962	37	33	0	0	0	0	6	0	108	0	0	22	17	0	0	0	101	0	0	10	34	0	0	6	0	0	0	7	0	7	0	0	0	0	7	15	63	11	69	0	11	0	26	40	0	14	0	90	0	10	0
"msp_0015"	8	43	424	28929	7397	7389	25119	4932	4126	1215	20804	5662	33	9197	3998	8709	8027	8585	1659	29	7883	11286	18646	53	1567	279	881	29	3956	21	1575	4475	3352	299	2441	4777	910	1353	18592	8	15101	0	7108	2812	1682	6821	86	495	4672	1780	26	0	6291	15	30	14	3118	525	21911	2022	46	406	6300	3258	11464	34546	13682	533	482	5600	12350	1448	346	13590	388	4067	4405	9	8389	3430	6224	450	1404	1927	4503	38	17556	8964	119	20	26837	909	228	522	2803	9269	352	5853	0	0	8	2357	451
"msp_0016"	693	391	17990	299	169	11529	23194	338426	215	10753	143	15452	82510	48251	10298	31690	203	9205	425	475	3032	30352	233	61	64	395	402	879	94593	107760	28086	56458	8234	2067	11759	21901	42	1113	1229	44	39	24843	24	182	26442	12388	7176	395	407	420	462	0	3957	118260	502	93	89870	31142	153604	31278	271	43	79	89810	3387	259	129757	83072	4031	128	95	25583	402	132438	1529	1597	215	18191	1992	13683	3521	1954	44277	213	96935	21052	127052	97	20	31509	14972	34458	91944	9101	0	93826	18643	23157	48951	9930	175	63558	67
"msp_0017"	0	39	14	1171	83	733	399	165	84	28	656	198	738	2855	0	468	6112	0	7100	20	4565	383	21	2010	595	29	663	30	3249	15	20	12	479	12	49	0	5078	368	0	0	145	13	8442	43	495	3892	144	12	80	474	19	0	26	3909	24	14721	10054	859	42	2501	101337	8	3011	33508	448	297	142	22	858	15577	6149	70	21726	135	1818	167	400	1160	1375	85	0	21	586	0	15757	2021	5212	5389	97	0	256	4572	59	0	0	11	403	0	19	88	0	0	82
"msp_0018"	0	28	0	7	0	10	7	0	25	10	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	22	0	0	0	0	0	33	97	0	8	8	0	61	0	0	0	0	0	0	0	0	229	2337	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	34	888	95	0	0	0	0	0	0	0	16	0	0	0	0
"msp_0020"	0	520	0	483	0	0	68	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	24	0	0	0	0	0	10	0	0	0	0	0	0	123	0	0	0	0	0	0	76	0	0	23	0	87	0	190	0	0	48	0	0	0	0	23	0	121	0	0	15	24	0	0	0	25	43	44	0	0	9	0	0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	304	109	0	0
"msp_0021"	30	1598	3458	29	2394	274	472	1826	78	117	417	1018	1216	15	996	6132	3227	146	234	165	1365	183	5402	375	2663	932	147	80	820	93	478	126	920	127	858	194	4394	599	499	1052	36	437	3382	5710	530	897	5317	295	316	650	11865	5322	250	385	2403	2429	36	749	2480	106	6592	3862	1282	274	24197	22733	1922	1597	1076	21	17119	2374	30904	5425	592	3603	992	1161	62	1616	35	11	1697	33	117	462	1588	1585	616	18050	2890	212	218	9872	1053	1706	2750	33	5334	188	7643	19778	105
"msp_0022"	18	25957	7412	36601	2529	354	4159	0	1740	0	6622	116	33	4950	0	0	14	375	10	280	8	1038	368	3765	0	16	5	13	1059	11	73	179	22	224	344	57	976	0	0	58	0	185	21411	0	0	0	0	16	29	21	26	0	77	12	22	2288	55	7326	1488	437	0	2924	29103	0	0	123	13	7	259	18	17	1309	25	9	442	2397	0	777	0	955	484	112	778	816	2640	572	28	28	35330	34	26	83	14	345	0	0	3464	696	0	1638	20	12	5899
"msp_0023"	151	1378	9921	1651	251	1361	819	15	9784	555	1826	84	12	713	6006	6247	190	235	4099	51	1178	7755	9031	4398	2170	842	91	13768	277	1731	190	1016	6960	334	7092	12320	20	2978	1969	5734	8907	1805	7768	10454	6971	1429	0	975	6306	67	63	708	2265	3555	58	3252	12	629	2534	158	91	4535	10225	5682	32176	5754	9	539	7668	5665	8318	2042	13144	31	176	4532	21931	90	167	320	443	6271	386	3856	4294	5367	1959	4053	5688	15	31212	10268	10933	6344	8095	5765	65	3304	1201	18547	31	530	913
"msp_0024"	0	181	0	344	0	13	14	0	32	0	0	0	430	24	0	0	0	0	73	14	38	0	55	12	0	8	0	17	56	202	7	5	28	0	12	40	71	30	13	280	476	49	28	755	66	0	30	18	34	21	1547	552	9	77	20	11	0	0	10	0	243	11	24	448	618	146	125	0	823	18	8	0	107	21	0	0	24	0	0	24	0	10	15	0	28	28	19	31	40	108	874	0	282	0	13	8	0	20	8	248	0	51	28
"msp_0025"	214	0	441	0	0	3673	0	0	14	1347	14	0	0	249	0	0	0	0	8	11	11	0	0	0	0	12	11	14	14	12	25	216	12142	11	1736	0	5712	0	38	0	0	0	0	15	0	646	0	35	5515	14	18	0	17	15	23	0	0	0	0	0	0	3059	0	411	0	0	1949	0	0	0	0	0	0	0	0	617	15	15	0	0	48	5308	9	11	0	0	6	56	23	0	0	19	31	280	4967	0	0	7	0	0	31	0	0
"msp_0027"	43	3114	1186	23	2426	5536	5695	5257	3176	1305	5230	1440	17	1643	8266	4035	20	364	49	43	4826	1143	1392	2118	2532	1091	392	57	935	35	1301	211	2202	956	5487	2137	11992	1902	2708	3977	14913	1937	0	14131	8997	543	148	3589	23871	4397	71	4343	3361	1492	200	2644	16	1418	16876	913	44	2065	4354	81	4262	3424	4417	738	3567	20	17617	3161	2527	10	2044	4087	16	2556	707	6209	2522	1519	14	4242	2099	7725	3679	27047	2881	868	16734	5682	4843	6574	8485	1958	8559	5042	567	2270	1054	3005	2966
"msp_0028"	9	0	2010	0	40	172	27	644	1009	0	64	14	0	113	63	188	226	0	6	0	21	0	53	0	6	0	0	0	43	0	35	21	0	12	0	486	0	0	293	0	30	0	154	0	459	0	0	215	0	20	0	34	82	9	184	78	0	0	0	155	0	510	36	0	0	0	110	521	0	1823	0	0	83	0	73	24	0	0	0	175	0	7	100	82	12	0	0	229	315	5218	0	0	20	0	3792	477	455	0	0	1543	0	146	0
"msp_0029"	11	31826	4778	940	41767	2203	214	93	1378	9181	6089	5276	25106	8716	4120	8898	8003	6803	3902	86	94	16173	34950	36	935	6573	656	112	5458	92	1031	23857	29209	3678	4654	9240	85	291	8232	4762	761	1966	11	22187	2824	2236	6590	17201	1383	38110	98	19956	5275	102	23719	10664	56740	11518	1526	2711	13328	3873	31283	28724	6054	54	3877	20234	1884	588	4756	167	2925	39	414	5890	1728	2610	3580	39	1133	1174	13617	1090	2506	1201	4084	584	5601	6892	2461	3712	19034	1691	7112	195	881	2775	2676	0	30	24785	1772
"msp_0031"	348	52001	348	113	16919	6228	15369	4858	37111	500	19696	307	88	71	74	13607	8372	1617	31648	2757	5644	512	1913	154488	48089	3262	424	924	4010	73407	3532	537	497	1125	4450	33	4453	702	2747	4163	33	2363	2215	308	51957	1673	78593	859	1150	841	93005	44	1215	22998	16992	11157	74	73609	8321	94	44	293	14288	7998	80	24998	22022	2140	9389	84	44668	52252	139	64	649	17788	35	1883	83	13846	4215	253	75	1116	27941	4455	14747	12702	5291	0	242	13309	4568	1166	153	185	367	528	6202	813	6318	3579	3011
"msp_0032"	0	12119	1293	7020	3940	1584	5909	8080	3751	36	0	322	9674	475	0	77	78	0	5052	528	673	16	464	138	2752	60	54	56	1896	36	113	760	29620	136	3256	545	23	2492	2145	581	13186	473	1548	8628	2064	662	7916	17089	2611	2276	85	12174	1912	9134	411	754	10911	1013	384	0	52	626	72	170	31922	0	7221	461	429	1315	3794	647	630	9	473	3196	57509	5646	257	0	241	201	11519	747	2665	9731	631	0	6291	71869	0	6007	470	2978	33045	12578	256	324	52927	1567	13030	3210	0
"msp_0033"	0	0	11	0	11	9	25	0	0	0	0	0	0	0	0	6052	0	0	59	175	98	35	28	21	27	53	53	403	1431	71	92	64	47	55	165	15	14021	32	25529	35417	7465	0	9	12560	9	0	616	340	534	3238	61602	1800	64	60	104	7	5031	0	214	9	28502	0	12975	715	718	2815	5	7	1261	6271	11	9	1561	9	0	7	11292	60	54	685	138	21	20	18	0	0	5	0	11	0	23	24	20	491	0	0	21	12	0	0	41	1485	7170
"msp_0034"	0	9	5063	6614	7635	339	11181	25	25	134	38672	363	14	19950	122	1500	1334	230	0	48	11	1165	534	0	0	3509	101	14	0	0	28	2749	0	968	0	1573	0	190	0	516	0	0	1166	0	0	119	8650	861	759	2548	19	0	588	8	37	3881	4030	31	0	39	0	206	0	0	0	0	0	23	0	0	1925	4063	0	269	71	0	388	0	190	0	53	2786	0	733	0	84	0	0	4532	0	41283	896	49	0	1014	0	286	328	972	0	0	13292	29
"msp_0035"	0	1362	4569	55	0	0	3052	0	26	1269	38	903	23978	42	0	35776	685	16	99	13159	139	26	0	0	0	91	170	195	23611	99	1708	322	169	155	16	15	15046	93	75	4139	0	393	39	19	14	0	50678	106	128	108	125	0	139	55286	147	54	43	10679	0	118	396	0	47	542	791	8504	15702	11236	2314	98642	36	6557	113	45	33	63	3233	591	968	0	1046	10	24	3545	10716	36	802	300	12195	43	7461	0	25	0	23690	0	1734	39	61400	13	14	38	4235
"msp_0036"	0	0	0	48319	0	1960	0	0	3101	0	0	142	18	10557	44	0	3685	30	0	8	14	1088	20	19	28	0	0	28	4502	0	34	0	0	15	3424	369	66165	26	58	362	0	213	61816	97	261	0	138	9	10	0	7	9736	3865	0	0	0	0	0	0	156	0	0	0	0	0	0	15482	0	111	0	0	0	0	0	26	0	0	191	0	4200	186	0	41	14	1299	0	0	0	1450	0	0	0	358	0	5597	3220	31	0	0	0	0	0	0
"msp_0037"	0	933	15439	7	0	273	12	1109	5486	0	0	0	0	151	0	0	890	0	5	7	102	5	0	12	1531	6	11	6	33	1491	8	10	3427	128	212	90	0	10	78	0	0	2214	0	0	125	1545	174	5	27	6	11	0	7	5792	11	0	0	10	431	171	4	1230	4589	98	2181	0	0	0	12	0	6111	0	425	5	0	213	0	206	0	0	16	0	5875	1850	175	0	88	0	4429	8	0	0	0	255	84	4878	4422	1561	0	246	0	1220	0
"msp_0038"	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	1184	409	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	114	0	0	42	0	6	0	0	0	0	0	0	68	0	146	718	100	400	0	30	0	341	0	124	0	0
"msp_0039"	0	0	2630	26	6227	1801	0	52	1946	0	40	7844	47	51	32	0	31	10	39	36	49	4118	0	0	0	6763	6731	47	31	48	1217	1595	1623	2129	2823	366	0	8811	2159	50	0	11	15	17	9	18477	13764	54	7845	12739	69	0	17931	34	46	24909	11255	30	0	7566	121	30	0	187	261	52	13	12	58709	869	10	2580	18	6	5183	13	1113	754	711	1888	1143	25	2675	2605	0	814	0	9	10186	7	0	0	2821	8680	253	3697	19414	0	37045	14	0	17340	0
"msp_0040"	8	31	24749	130	7639	5277	10962	42	33	1416	18044	2310	88	121	12	17	26581	1597	78229	205	6887	47	9833	46863	29	9945	161	124	965	147	4081	7194	26787	120	52	4549	13	49	548	36	66	12445	31925	2607	18	4760	65	108	127	128	172	119	632	40190	155	28	27	67738	7409	31	0	28731	26	0	0	33	30	18	0	51	51	28800	32718	59	25	40	20	2729	0	0	16	15	49814	12	52839	85	3588	48	40017	46	48	18	2022	13	0	0	23	13	10557	20403	4132	33592	9263
"msp_0041"	647	536	96345	801	511	336993	425	863	319	138436	219	242674	1121	601	27076	237	575	218370	1083	407573	328940	380	208	222	186	127348	125986	1562	1117	1080	409788	855	949	1097	160	68033	59	44014	72930	46000	85099	172624	0	747	14703	30	0	83937	10078	876	952	0	14658	830	918	263	159	232	28	124717	40	166724	109	70	100	846	128	158	19841	185	150	155	316	140	46442	209	407	370846	339244	102980	58687	538	87211	571	401	397841	166	344705	71	8851	241	268	17742	24425	21	0	185848	225555	58	69	300	200	251300
"msp_0042"	0	0	78	11	994	337	0	12	37715	21	25	1813	0	10	0	0	9	11	10	12	8	13079	14099	8	10	10	10	11	18	12	113	9044	11	674	0	2254	0	11	17022	0	0	12	0	17	0	3919	0	90	4175	404	10	0	15	14	24	0	4342	0	0	1102	0	13514	0	0	0	0	0	0	0	0	0	0	0	0	74	1212	1702	2227	10083	0	3160	0	0	1887	0	3739	0	0	0	0	0	0	0	1287	0	26	0	3554	0	0	0	0	10
"msp_0043"	378	155	71	240	66474	165	12660	112	26	1902	14	2197	101	52753	3411	53	120	12014	15	34	20	9069	49794	59422	32	15290	25	14	13	16	16	7	0	2604	7730	1876	7	1991	11	0	12	21749	0	127	16	7933	0	0	15	12	21	2040	557	14	13	48744	74061	79	82366	77	0	18	67	0	0	84	81	50069	0	36547	90	90	188	66	70	91	43	17485	1544	10736	250	52	29518	123	38	4752	37	26	26	40361	148	43	134	222	3501	31042	877	13269	0	11524	43	59	53
"msp_0044"	0	0	0	0	0	0	59	22	55	6	18	0	39	22	0	6	7	0	15	0	0	0	145	31	16	0	0	0	45	0	6	21	0	0	17	194	88	195	213	3017	0	209	0	853	366	16	0	35	4355	6	0	1286	7	21	142	10	10	0	18	18	0	0	0	0	0	0	0	0	6	0	17	11	0	0	0	0	0	0	22	79	80	0	46	8	0	0	0	62	507	8	33	13	281	0	340	6	0	10	0	730	0	96	0
"msp_0045"	72	8404	10	27	13	285	5958	6912	1844	3775	0	1494	1438	6516	471	7925	8345	1709	4566	17	23	8104	14	0	1278	27	16	56	8459	5236	51	13	211	1322	11708	3041	8034	4155	30	0	0	0	22	8033	0	15307	5174	996	17	2633	17	3778	19	18	314	12	0	2478	4629	158	8038	32	4763	49	51	8082	12	1526	108	3745	2852	13	9805	5787	0	213	8275	10	143	263	4193	5923	2218	2525	3181	35	6045	210	3036	5956	52	7	126	0	8907	8623	248	15	0	0	188	1920	5119
"msp_0046"	181	16587	9319	18879	4627	6580	47857	7842	146333	959	18121	7109	77443	7913	752	7509	13575	312	42428	238	1033	7481	12748	7989	23095	17785	785	394	17905	14329	907	11226	51533	1127	17106	4703	80907	2403	3485	6433	5036	6771	38454	31958	20337	215	1489	16680	30612	10286	13415	61743	2800	10810	8690	17965	90	15108	3140	853	15052	5597	26135	10128	13538	28524	38200	4751	17099	33890	30817	10762	26013	9298	2235	37192	23408	2939	886	17264	1081	3941	17185	2721	17438	4320	19913	5382	31458	26982	35629	42303	7994	6289	41448	13177	2229	23795	23541	28929	7338	58953	8319
"msp_0047"	0	0	9	0	0	0	0	0	3457	0	22040	717	0	8309	0	56	0	0	37	7	0	3423	0	0	0	2416	9	0	0	4	19	841	0	344	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	30	1437	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659	371	0	0	76	0	0	13	612	3672	0	341	0	0	0	0	0	0	0	0	0	1001	0	0	474	0	21	0	0
"msp_0048"	0	2907	31	412	96	1723	816	20617	1319	3846	6475	144	1862	6021	15	3821	460	8988	71	2423	425	1506	17	44	1037	4218	1204	21	13	46	1720	3363	1065	30	308	1223	2738	522	127	0	0	0	5664	676	87	1936	826	9	23	777	13	7	2559	22	211	1208	10223	19	5323	5215	48912	1870	1975	4795	5876	46	7566	2184	2132	3146	4123	3924	6479	16	3076	15	117	0	186	524	37	95	162	251	2177	246	3737	352	0	0	85	0	0	224	0	4949	83	432	4292	1347	0	1105	0
"msp_0049"	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	45	25	0	23	40	0	45	82	0	27	9	0	29	70	0	0	220	0	0	0	0	0	41	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	46	40	12	53	0	0	0	0	0	23	0	0	0	0
"msp_0050"	12043	1216	42	1085	523	98	936	374	1155	1060	0	128	0	1563	0	888	235	1697	1585	610	0	263	1033	91	3663	129	311	0	895	8	299	562	795	161	137	208	1309	444	172	0	0	389	1435	677	38	250	73	367	345	160	109	0	222	474	664	68	355	186	504	85	1564	107	3535	2113	2755	2678	0	824	3844	4826	2637	2136	1484	553	224	1923	820	868	438	818	1135	55	0	298	48	0	118	47	636	0	228	512	208	736	44	1204	768	212	763	0	241	896	62
"msp_0052"	0	0	0	7	0	0	0	605	0	0	0	0	0	0	0	0	0	0	21	0	55	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	10	13	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
"msp_0053"	0	0	4598	1230	15	27	0	0	0	33	0	441	16	7525	0	0	8850	0	0	0	0	40	0	0	0	3058	226	0	12	13	7	0	96	1065	11	5446	5868	10	3551	0	0	0	15531	5864	0	0	1299	0	156	20	18	0	0	0	9	0	0	63	0	344	15	5795	0	30	48	0	0	0	10473	0	0	12005	0	0	904	68	150	21	0	41	25	2691	19781	20	0	0	40	12	36309	5525	0	56130	7	19	1557	0	963	128	8	59	20	0	0
"msp_0054"	7	30	823	0	196	21	78	14	35	31	458	0	742	195	89	747	89	22	0	10	126	285	111	104	0	117	0	0	53	74	11	38	223	17	95	190	179	0	13	190	54	4986	726	104	303	19	963	64	80	114	0	461	0	26	1222	81	0	288	83	7	613	572	266	24	3449	586	468	302	735	624	141	307	808	0	0	121	0	119	0	6008	75	130	28	65	37	0	94	0	1893	4727	0	130	355	0	101	96	145	250	0	1762	41	1085	48
"msp_0055"	0	1670	77	70	1249	407	182	29	5072	4231	688	11112	3723	6549	3571	106	231	5567	37	591	857	9207	20	34	65	3385	6096	93	682	226	1194	1025	914	2261	217	597	336	47	906	16461	566	967	203	12	0	164	33	5543	896	3226	12825	724	5307	29	632	46	48636	11000	298	116	17	8959	0	35	64	124	18	894	10169	27	33	1371	22	14	1202	2349	3056	340	2391	3472	2127	705	34657	5570	30	3720	133	0	47540	1804	121	1066	1185	476	715	1815	8364	0	1491	0	43	0	5701
"msp_0056"	0	129	0	189	0	23	75	157	17	0	28	0	95	7	9	0	9	0	97	14	17	0	19	39	27	0	0	0	84	916	0	0	118	0	9	150	415	45	52	4064	229	82	52	195	30	0	26	7	34	0	74	356	23	88	42	13	8	25	25	14	240	27	21	146	341	96	66	0	317	152	19	17	37	77	0	46	0	0	0	0	31	18	23	0	92	35	0	0	46	47	48	11	44	0	13	10	0	16	0	27	0	48	0
"msp_0057"	0	197	53	0	17	2275	340	0	81	27	0	0	113	42	15	33	39	81	0	9	34	49460	22	17	12	19	14	21	1223	6	9	176	24	296	1323	2457	193	1514	19	341	58	0	1215	31	505	0	1170	8	15	25	20	0	14116	0	9	342	12	81	0	31	0	1774	0	0	0	93	288	0	0	0	0	304	0	0	229	0	56	0	323	25	112	117	664	595	25	0	0	0	0	0	0	62	37	11	646	11	0	0	0	0	0	0	0
"msp_0058"	5216	2368	73	446	27	17	182	20315	54	79	78	83	2768	46	2012	6187	1820	20	443	257	1415	93	489	7638	6116	110	106	38014	1031	9207	166	107	140	126	58	26	704	66	38	115	234	4855	619	3537	293	0	1055	287	863	297	35240	0	129	24856	1023	1556	33	880	0	13	15639	0	0	37582	5079	3308	23	51	5407	276	1560	2725	6767	362	0	2930	114	22	183	96	43	19	520	10	20736	65	547	792	251	6485	74	554	44	14	8	0	10	25	0	3642	849	157	70
"msp_0059"	0	4022	1486	7706	252	7	6396	8	0	648	0	502	10	6	2517	3185	484	750	12	9	12	4758	3025	1389	4864	2695	75	11	52	15	373	1082	9	621	0	284	17834	9	73	742	0	204	5636	3357	2402	0	0	3990	485	87	14	1887	1665	4485	14	3261	11	3081	1252	24	8	6969	2985	15	27	5	0	5	5378	0	0	5934	13	0	79	6237	11	4522	26	0	322	912	1213	20	43	5779	82	1742	10622	503	0	1586	27430	291	4013	0	858	1892	0	641	12327	0	0
"msp_0060"	0	0	1549	21	108	675	0	0	0	473	0	198	2355	528	0	70	31	52	54	8	95	590	0	0	0	59	34	17	0	9	18	61	1820	452	36	647	0	52	164	582	1349	0	0	0	10	95	0	6624	2257	8	0	827	129	0	12	0	0	150	0	25	0	899	0	0	0	0	0	0	218	0	12	151	0	0	96	0	0	19	10	10	169	388	102	0	0	104	23	0	0	218	537	23	370	115	159	458	143	4907	675	0	19	4036	0
"msp_0061"	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2089	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
