rowname	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_023_R3
P0A812	3905030	4237400	4767740	4395820	4525480	4441840	4118030	4825280	4086250	4256260	4123300	3868400	4142910	4006060
P76397	1098550	1314590	1211330	1317340	1281740	1288200	1357610	1220870	1414650	1258400	1279120	1416080	1756880	1612230
P0AG44	514877000	464727000	424064000	445581000	452247000	471083000	418835000	394092000	485926000	372967000	385159000	717541000	427254000	564208000
P0A6U3	6601080	7412060	7687560	6490870	7397100	6983420	6223530	7884760	6846080	7212730	7135240	8124750	9425400	8847380
P0AEJ6	7162750	7194690	7206850	6316450	8416340	7297820	6316500	7735910	6574020	7080540	7081780	3350760	4774080	4210890
P60422	264461000	281571000	321531000	257633000	355003000	296469000	255858000	337612000	296431000	286910000	271582000	439129000	404565000	424617000
P09549	4172170	3490980	2812200	2832920	2702620	2930540	3193630	2560660	3311470	3048650	3077640	2186850	1901530	2034950
P0ACI0	7297690	7003730	7870930	7824560	8619730	7741240	8582630	6911440	7770280	8049350	8333530	6497590	7679370	7293290
P17445	4312800	5152360	6259230	5056620	5605760	4893060	5521720	5945490	5026930	5280230	5757340	4271140	5851380	5555510
P15042	5589910	5945840	6243250	5181820	5985310	5925830	5417060	6211090	5753930	5770230	5622860	4719700	6276800	5793470
P0C0V0	48196000	43015100	39713300	60931100	37185700	52157200	58941000	28602500	56451400	47935300	49407200	44968200	38236100	36978100
P09153	411334	273454	170618	138404	140554	343224	275348	156862	291468	277247	217661	91005.8	94563	170878
P42620	3779000	3897340	4435460	4567110	4587720	4096510	4893300	3938090	4730410	4292680	3902210	2985060	3704640	3100270
P31806	5238300	5334050	6057410	5282180	6291300	5874780	6123720	6928970	6021170	5709000	6070890	4129120	4574410	4012940
P0A7C6	12655800	10133200	8455260	7568320	12723900	9513080	7377330	9413540	8583080	8694140	7956900	12506700	9520400	10277300
P0A850	242255000	210606000	203992000	221544000	202289000	232360000	205183000	168529000	242277000	211298000	202096000	246216000	215123000	215927000
P30871	6336460	6479530	7293400	6312840	7141880	6811620	6587760	6666840	6303590	6945850	6987260	7378290	8719260	7875280
P06611	1192160	1280470	1309810	942423	1649930	1355020	949320	1461640	1578550	1114490	1364890	1321600	1884940	1550300
P15034	22654300	23438400	28249200	20359600	27810700	25037500	21464400	32732500	23364100	24991500	23447300	22423200	21898500	24392500
P00957	27477400	30412400	31892100	29377600	32547500	29976900	27738000	34939500	29251200	30210100	31691300	30450800	37699400	35897700
P0A9U3	7861740	8248240	8768470	7581750	9036550	8380640	6620600	9204800	8083100	8052720	7853600	10871900	12114000	11684000
P04994	1847100	1900990	2165510	1899280	2203960	1955680	1813330	2124740	1843890	1906380	1896110	1955180	2473950	2387540
P25539	6804180	7026040	7781730	5690540	8210410	6937140	6050960	8439360	6821920	7173210	7086370	5768290	6063510	5759110
P75958	4469870	4673990	4603370	5110570	5253790	5164720	4980450	5581630	5025010	3998820	4865020	5743000	6382820	6549080
P33916	11910300	14860200	16609400	20245000	17668800	16690500	18292900	18453300	16573800	14284400	19079300	13369200	18946800	17808000
P37759	12873800	14049600	15955800	10741100	17194400	15048000	12061500	15792000	14042700	14628800	15574500	19110900	21069000	21750800
P07363	877576	1301130	1141990	4414450	917806	2913070	1925140	793388	2247220	1582240	2067920	156319	128026	949221
P13039	610557	852556	803243	2728720	738193	1061900	1628690	491052	1109390	1100280	1114270	1725260	2065010	1281640
P37666	28575200	26390500	33283500	31150400	29682600	30649100	32206800	31223200	30560400	29251500	32649800	44131400	45328400	39766900
P0AG27	18558800	19621900	21871600	18600800	21176800	19275200	19038500	20777900	18744500	20031200	20791300	22122500	22704900	22594800
P0AG93	3704710	3861420	3543090	3068250	3147530	2810700	3270990	2721950	3616190	3798120	3713020	2341060	3918140	3002990
P39165	151692	161479	171081	222093	160866	147785	177625	224983	193165	138591	221147	257876	223907	170898
P11880	3398890	3487380	3451200	3613200	3616140	3442020	3082960	3621690	3387450	3324190	3667300	3845560	4269470	3799110
P39396	100017000	106398000	79468800	75543800	92168400	79824700	74561600	95497300	90852700	85160200	81287000	1099620	2231740	4258220
P38038	21484100	23126300	25572500	21025500	24392200	22987600	21628300	25685400	22170900	22768400	23173200	27960600	33894000	36456100
P00944	498837	532570	602307	470756	547880	380863	536784	768340	544663	543748	537542	152857	64598.2	169375
P42604	771223	844086	817386	1016880	768775	812388	1047700	810564	1008800	775286	787441	488088	725171	517593
P52647	3834640	4223360	4522570	3853060	4763580	3903770	4392700	5013600	4257400	4113090	4347830	4753760	6049950	6375770
P0A991	85746400	87210800	98361800	94228300	93516500	92211400	95142100	86325700	91328300	90260400	93871000	46097300	51905700	47490100
P39265	8637780	6773480	5867510	5764220	5911420	6036440	6306050	4955920	6300190	5643380	5273630	2238400	1746450	1967970
P0AAB4	7991010	7587850	9120400	6004200	9436120	8062630	7246860	9831880	7883150	8114500	8630500	6026790	6825950	6916320
P07102	1524980	1629320	1522490	1636590	2193280	1735250	1867000	3509720	1844460	1468160	1477470	1997060	1958900	2311310
P75864	3812600	4169920	4559290	3757800	4680550	3715000	3896670	5265900	3797910	4231850	4211040	4167080	5387240	4667800
P08660	20224600	19613400	16768700	18549600	38094800	20276100	17310100	28834000	17168300	19603000	18521800	54038900	63548500	71800400
P24232	8617910	6907130	7874050	5806610	8549770	7345810	6283170	7359950	7641390	7054330	7519980	4141280	3535530	3314800
P0AGC7	1162090	1035720	970884	924349	1161450	925599	752237	1424600	990900	856515	1151120	1235820	1150560	1072260
P22259	173850000	184700000	234376000	162205000	238806000	195639000	178951000	239316000	197594000	214783000	235337000	26157700	30775800	35024700
P45470	31222100	28665700	23106600	47365800	18186300	29166100	49781100	14316400	37960900	28600600	27735200	12345300	10038400	8743260
P0A8E5	2441510	1886060	1983350	2084390	2291930	2469010	2577090	1495490	2490890	2471080	2134110	2041950	1738430	1614640
P0AEV1	1249210	1420240	1266630	1385840	1179150	1208020	1247020	1010950	1235050	1265430	1201210	790146	1107410	984610
P60340	12224700	12460000	13949700	11121200	14483900	12904000	10798300	13417200	12236200	12941200	12414900	15848500	13990000	13174000
P45464	7496230	8268540	8451360	7341100	8811920	7964330	7355730	8930690	8287620	7828720	8579900	6999310	6911800	6472190
P76503	5864810	5832940	6723580	6754200	5631450	5390260	6464140	7391440	6490220	6139220	6187630	1354380	1217540	767243
P0A9H7	4818580	5126480	5228280	4730120	5566230	5071540	4369340	5264710	4388590	4323020	4719970	6496140	7134860	7602180
P30140	2520900	3222630	4857250	4517830	2421910	4155000	4706730	3214210	4565340	4337680	5106880	3941320	4574430	3883790
P14294	853516	851779	1011820	884094	1049370	920855	870306	1118640	797209	1007310	1035090	887158	1063510	964266
P17846	27974700	31412700	34008800	23611100	31997700	28268500	27114500	36350600	28626300	29400400	29394300	36073100	39879300	41193700
P10408	13589500	14305100	15793300	14922100	16931200	14849200	14229900	15639000	14192800	15584100	15512000	13756100	17746900	15607900
P32143	498106	531639	605661	262474	767484	454712	NA	860965	471801	440781	403976	377098	258549	437948
P37760	16866000	19513200	20589600	13576600	23024800	18360300	17390100	20262800	16066000	17342800	20120700	19418900	25629500	24007500
P77625	11662500	10085700	10149000	7934490	10867100	10020700	9892620	9635990	9772300	9290380	9934020	13696300	13140500	11460200
P0AFR2	2735080	2938580	2217000	1623800	3001650	2230380	1305020	2932400	1913830	2002610	2032290	804786	925661	1393700
P0AF18	6683770	6812370	7173870	6780050	7278250	6986150	6622520	7435860	6804340	6726120	6943550	5809130	6273540	5376770
P33570	29856000	32241200	39060800	45554500	32195100	34382900	46125200	36193100	38637800	37286300	38924700	34220700	40158500	33656100
P07604	5802280	6110580	5913370	5909560	6090950	5985160	5666780	5733480	5825430	6271050	6162780	5497310	6193120	6008890
P60757	18153200	18529400	21746400	17868600	33656500	20352800	19236200	22036100	19685200	21855700	20583300	59342500	62003300	58271200
P0A8F0	149667000	140976000	154248000	112216000	147010000	129459000	111847000	119433000	128959000	114543000	113076000	147550000	109638000	110696000
P36771	5246370	4853370	5188050	3495990	7295760	4159330	3126470	6320620	3981850	3941660	3753450	3339900	3342040	4171920
P24228	1768020	2103730	2177820	1855620	1954020	2065370	1948640	2358800	2076210	1672030	2025700	2649970	2835490	2517350
P0ADF6	376207	599393	455333	618512	452429	521900	570218	503882	455889	669612	939849	2648950	3001600	2950670
P12996	3402430	3621900	4677720	2252350	3172820	2862400	2837920	4264550	3008470	2968710	3030590	4383180	5618460	4145680
P64606	72022.5	218256	228521	235374	207136	149601	103410	302654	229438	210116	194331	255586	280388	440087
P0A6P5	10590700	10968000	11544700	12246000	12073900	11338100	11137800	11302000	11495800	11445100	11421600	10790200	13553700	12351400
P0ADS6	46379600	40467800	34829000	45847100	35376600	42669500	46038200	30458600	44988400	38047700	37391400	35475200	29628700	26364100
P0AB91	98492600	98088700	102114000	77471200	109182000	99254700	86933800	97513700	95896100	95855700	90831000	186857000	201268000	206276000
P37127	497445	457855	423942	381955	628474	702697	730899	752625	682394	512611	654483	1094300	1005150	1330600
P55734	1560460	1852570	1775270	1740890	2010880	1705090	1627560	1869200	1681770	1792510	1935530	2157310	1890810	1707680
P00968	60210700	70550100	75655500	65887400	78573000	64507300	68079100	84710800	67031500	72361000	74527600	84990900	103573000	111924000
P36938	24399500	23846500	25076000	19620900	25529800	23439900	19709900	26037000	22455200	23648700	23919400	17050600	19814500	18405200
P75817	216976	102521	240954	192104	292025	208601	NA	382543	NA	204908	302997	341540	273217	349797
P0A993	45941600	47743600	51292800	39409400	51095800	47287500	40730700	52337900	45381200	52040300	50055600	21860900	24090700	23747700
P33219	57282800	41549200	43280700	50736800	33241100	48798100	64441500	29170300	56699800	49896800	45820100	29035700	29419400	21092600
P0A715	31285800	34729100	38280600	31590400	40496300	34761200	32640500	38510400	33415800	36180600	36317400	36170000	36188300	37347700
P12758	23763800	23103700	26719800	25660700	29410900	24994200	26175100	22136900	23485400	24607600	25544300	22653700	25157200	24745500
P75745	7047120	6952690	8492290	6526350	8819650	7544190	7495000	9670390	7709310	8114310	8037970	7570990	8137570	7625250
P05825	15197700	16155500	16992700	45096500	20231400	22508800	26187000	12983200	19912500	21078800	22791400	27274000	32245100	24616900
P61714	47253700	37654600	45965800	35083800	49861300	42125200	28594400	36382500	38462700	40200600	38246600	54888600	38232100	35648300
P21693	449469	431821	611607	635941	588177	570827	647084	697476	566318	507936	629318	796377	962549	875361
P0A6P1	307325000	278857000	292595000	306802000	291801000	298027000	293045000	251765000	301250000	278554000	257627000	378332000	302219000	346168000
P25526	17636600	20127500	23991300	22200600	17493000	19524900	21757800	21636100	23461200	21684200	22806400	8307100	9719510	7974880
P07330	124783	111768	161798	651097	125073	345974	264906	66066.4	316009	138281	261436	143362	NA	NA
P12295	3471750	3696580	3990610	3333490	3863250	3851010	3342490	3440100	3111690	3214410	3196930	3094330	4282430	4027330
P45425	766615	727123	647576	913659	680227	650246	724904	552925	720481	658355	599730	232472	248443	237746
Q46925	1535510	1592990	1496570	1177470	1729620	1599220	1540290	1849990	1178550	1375190	1605620	1322050	1741030	1855310
P0ADA3	8999690	9163520	10529700	10064600	9785590	10038700	10323100	10397400	9966730	10650100	11238900	9370760	10648700	8787400
P43671	2541780	3086920	3072760	2990220	3166950	3024790	2892990	3557090	3055890	2869260	2967710	3109450	3924170	3645300
P45577	54089900	42124200	41554700	41202400	42114500	44535800	40847500	33035200	44952800	40555100	39113700	64714500	42962400	46789000
P37690	4350470	3595560	3294760	3297510	3468830	3672400	3362310	2826490	3971630	3448770	3377140	2865600	2660350	2368150
P76004	16311700	19305400	21082600	14527700	22985800	17442500	16661700	21105400	18382500	17456000	17330200	11539500	14316000	13058300
P30844	2880170	2927720	2431120	3447280	1823740	1778140	2697580	2519250	3021750	2838070	2333560	858762	2041720	1704170
P0A968	82326900	61794800	59879000	50260400	69423500	60695800	50853600	37680500	61057500	59239400	51604600	12062000	11873000	9659840
P75777	7086190	7426500	8193060	7675280	8022700	7919180	7415960	7197620	7225290	8003000	8065790	6041470	6947460	5792920
P39385	1182890	1265040	1319700	1442290	1410160	1387430	1465680	1195130	1424130	1416820	1408490	1014990	1334790	1110630
P0A7X6	18355200	15570800	15066900	13065800	14176500	16164400	14634000	13227900	17423100	14928800	14610800	15999400	15519600	15438000
P75824	847788	293684	442740	490652	1117720	759632	499368	796962	646845	682178	674551	523158	621323	908105
P46850	404127	450590	518380	323740	451265	376286	343438	401507	356348	364618	304846	392890	435944	403900
P0AEN1	10587800	10115900	10298000	9878250	9153320	9155340	10655000	7192110	10629500	9364320	9548860	4492230	7985020	6714810
P26612	2827830	3102640	3622540	4177200	3068930	3569210	4603240	3458020	3677100	3607450	4073210	2659150	3348510	2878950
P38506	2290930	2104020	2356520	1576420	2347930	2025720	1738750	2336000	1971640	2221790	2052990	1953910	1797100	1717980
P08191	2834500	2360440	2746620	7968000	6267960	6160440	4312850	3815790	5902200	5686400	7540580	2621990	7186290	2651030
P0A7I0	6733910	6104770	6234410	5487970	6069080	5940760	5712000	5085770	6087560	5635410	5379410	7849350	6774880	6675480
P27302	74855500	82795600	90636500	69298300	93760800	79071300	68456800	93831600	77830400	84104900	84281500	59815000	76142300	77173300
P22731	9956200	11758500	14515200	11549600	12612600	13148000	13370900	11649900	12635100	13128700	13468800	13053300	15890600	14703500
P42632	3785350	3651280	2392970	3939870	5745840	3321880	2740010	2648800	3259160	2281200	3588770	3792490	4387470	2600080
P0A7Y8	5474770	6120320	7614950	6475010	7407220	7263220	6854650	7262540	6942530	6583230	6807460	10417000	8017780	7842520
P0A9F1	6547440	5194060	4979290	4056610	5429650	5088120	4409460	3706100	4919950	4524560	4695430	3823200	3027920	2820830
P39829	3684120	3684300	3284060	1774220	5258480	2383580	1734880	4066940	2194230	2387770	2411450	716587	874134	818485
P76440	9094620	8910200	5773420	1405800	17619900	6094000	1908820	11309100	3674440	5753440	5550210	864463	1130450	1562550
P0AE52	62060600	51984100	46687800	50231800	44955400	53461900	55597900	37336300	57007300	47922400	43584900	53787900	38734900	41174200
P60438	265963000	252194000	283644000	268389000	311018000	295054000	265789000	277090000	277332000	276008000	276315000	373843000	371156000	387795000
P0A9P0	190041000	207967000	239508000	182554000	229589000	213604000	193066000	219755000	200204000	208355000	224448000	94476300	103375000	110099000
P68679	393670000	341977000	338034000	376352000	323352000	372971000	348124000	294908000	395276000	360538000	331589000	510371000	324847000	357608000
P05793	103944000	108601000	114199000	121002000	139344000	122914000	130693000	124106000	118774000	122625000	127456000	256149000	312776000	299255000
P17315	36744700	40418000	40982000	107750000	35523600	47848400	51353900	28830300	51381100	49284600	55977200	60436300	66321700	54292100
P77581	3092440	3299140	3359150	3438430	3251890	3272510	3176680	3972590	4053970	3935790	4018320	970597	1190080	768301
P09394	4803080	3700460	3755670	2868260	3950680	3575350	2679250	2797690	3626740	3284870	3039470	780076	811126	717008
P45523	161035000	128869000	115335000	144149000	119781000	141433000	149419000	84764900	148746000	136196000	129361000	121643000	104451000	104088000
P00914	555950	699982	745932	936189	483867	648015	1071130	631710	730399	668388	640904	670544	867422	716283
P36649	3524530	4002750	4092160	3708060	4175760	4007060	3887230	4674330	4250840	4462780	4280260	5637650	4775620	4423600
P33590	11354100	9259610	6648550	6438010	14977200	9681610	5974110	9247380	6727950	7527200	6097810	7204240	5919100	7553890
P76594	5264100	5068570	5508540	5822930	5780670	4659240	5275090	5370170	4693350	5061590	5566490	712018	1063890	1046250
P0AEB2	12405400	15409200	16701300	14515700	18166700	15718600	13969600	22906000	15721900	16135300	16986900	20830100	22502700	19273200
P37617	450192	502753	385743	536340	396915	330992	463434	688635	404891	369751	401791	382449	390261	417165
P76235	764447	794417	933174	1397580	1144360	1049360	1210790	817403	1352690	1229950	1228040	1065620	916333	901548
P0AF63	4426280	3781120	3575130	3994600	3605900	3721430	3525660	3867730	3437270	3372540	3308320	2812730	3087180	3516220
P0AFR0	857217	883311	960218	979985	1001430	892488	1021640	806982	865597	926486	883114	728409	1062260	985695
P0A944	2668010	2034330	2232240	1953280	2424050	2639150	1592420	1489250	2362850	2162130	1767920	1590800	2054240	1510920
P0ACD8	1635480	1528580	772251	1208100	5097570	2153530	819435	3927810	1167850	1507070	1400940	1755160	2154210	2397430
P28904	267267	381694	351432	346199	372145	292797	431685	334770	320128	287526	376511	1804310	1826500	2074120
P0A7E1	26078900	29808100	31660100	30114300	32915500	28767800	29446300	30658000	26850000	31226300	29978200	40212800	43191400	43474400
P69739	346668	247475	212651	172575	1154740	445871	97230.5	628993	197790	373087	322525	204546	470253	627735
P76418	1017490	1030930	1273050	982173	1363510	989754	1030010	1234020	1061090	1041250	1072930	1052100	862809	960707
P0AAJ1;P18776	1192350	1486290	937312	336820	947524	817552	350851	882862	564391	804806	600377	1940430	662908	703912
P0AED9	1037780	1038530	1180830	978040	1106280	1045370	961136	1206100	1014230	1119350	1004150	1311520	1462430	1435050
P0A9J4	869265	1208330	1111220	638318	1154990	952529	655916	1319950	825017	761556	932647	1569820	1696520	1566610
P26647	1562780	1607430	1778180	1615240	2081630	1624200	1455260	2122240	1790670	1702540	1935940	2988340	2506020	2573330
P0A9J8	10086700	10355200	11039800	13275000	10900000	11409100	13301700	9547180	10676400	11694000	12078600	16026000	20539600	18911400
P03018	3767090	3669540	3606730	3508750	4195950	3394990	3155610	4504640	3379930	3664660	3766840	2589700	3484680	3367180
P0AB14	83462500	60594300	56771000	58901000	67070100	63156900	82229300	36122700	70654800	60974300	58721900	51720500	48543500	52123700
P10346	7124490	8322150	8498300	8261170	7034750	7320550	8092420	7527610	8425680	7783920	9019710	6519990	6399050	6625660
P27249	1722760	1675080	1858260	1799700	1761730	1663230	1751340	1836370	1666290	1733180	1763360	1147980	1577560	1269680
P23917	3383420	3425060	4127280	3499410	4376090	3558620	3479640	4653870	3507140	3969040	3677330	3697590	3811290	3473050
P0A7B5	14107100	14115200	13488700	11418100	14800400	13202700	10920800	13392900	12120600	13248700	12479000	11745300	12745300	12794100
P0A832	11797600	12368100	13108200	11129300	11336500	12946800	11449700	10029800	13300000	12129100	11233300	4586960	13417900	14002100
P15028	213681	223413	257141	318826	191191	281610	226635	115524	177805	187544	201832	238546	236144	125603
P0AAT4	2067650	2300570	2314460	2262500	2335390	2078470	2121180	2486610	2187700	2296060	2279090	2666090	3301460	3219460
P07648	1506500	1625030	1555270	1523190	1656690	1406870	1641430	2029980	1512940	1735250	1647760	1381730	1493870	1540690
P27828	2199050	2536220	2822990	2593170	2651480	2588830	2638560	2454060	2343990	2736200	2731110	3447270	3998070	4063150
P37691	1455800	2068260	2029240	1859110	2336630	1963920	1944150	3229350	2123290	1953910	1911570	2500570	3166260	3097040
P27431	75757300	72461100	77441300	61062100	77679900	73526900	65308800	64700500	71710700	67979500	71547100	55196500	71261200	62023200
P76015	4950880	4734620	5236090	4541190	5822510	5103370	5058880	5540860	4953130	4922320	5322410	6557270	7216950	7766730
P0AFM2	56265000	49408700	65789800	57101100	47674000	68481300	90234700	42269000	70076200	62799100	69888800	44470500	46422400	49053300
P0AFW2	88045100	84901700	97495100	70770300	103383000	98747200	44668800	62238100	91015300	100004000	84757300	13659200	9772540	13891400
P27128	310981	189659	429293	285696	311507	321726	275951	224594	204374	364438	415595	285701	411871	342984
P50457	423952	588066	490499	540584	497250	420549	442645	504180	432974	538020	512945	356373	485578	346981
P39406	4220040	4321490	5107710	4108130	5056690	4165960	4332860	5573910	4405820	4405870	4436470	5828080	5651690	5427140
P0A988	11668300	12124600	13201700	11019200	13326400	11205600	10325600	12529600	11055200	11794500	11657800	8758000	11832800	10823000
P75736	7572040	7043900	6605210	7527130	6999430	6965950	6906660	5724600	7595000	7074160	6485850	4158460	4253900	4100510
P39830	2291990	2282830	2395950	2767400	2040050	2271410	2480140	2569570	2527620	2413760	2461320	1799070	2472720	2210700
P02358	407854000	335432000	306480000	334807000	293828000	359290000	299827000	225870000	372715000	329475000	292621000	417311000	331996000	311936000
P30863	4916660	4670300	4971300	4761550	5074410	4665710	4517730	4308610	5056300	5091690	4779880	2187090	2522320	2205700
P21369	8712350	7442740	7644860	6189690	7831060	8209960	8377830	6644510	8411130	7560400	7480880	8479970	7370530	7293020
P42641	8155360	7707670	8022920	6313510	9546060	7771980	6507270	7916860	7673810	7320200	7142270	9546350	9347760	8567280
P31979	17556800	17998700	23001700	13349100	22827900	18679100	17999800	23445700	19041500	19680200	20960100	14662900	16158400	15977300
P0A6L2	57362100	64181800	69368700	48060100	67469900	58766800	48230200	63164300	54086300	57864000	60128900	65192700	60968900	59316800
P0C018	318973000	234459000	277429000	305306000	312956000	340313000	307158000	232094000	315447000	305496000	289147000	303283000	326757000	404527000
P0A8N3	33745500	33171300	35926700	30490500	36316800	33344900	29501800	34507300	31375800	35768600	36294300	33904700	39522700	41841000
P26616	8019790	8139150	10490600	7282780	10611300	8828640	7499510	10706600	8423300	9138830	9294630	5086960	6536560	6273390
P25534	2106770	1958590	2196460	1751580	2663530	2032730	1786730	2457650	1966880	1965780	2182670	2508980	2512490	2563170
P0AD10	18630900	14536900	11233400	18152300	12098800	14340000	16379400	8879190	15203800	15633500	14091000	12845700	8750200	9690160
P77243	509550	612373	557453	947812	421434	705144	1155370	632071	733677	738105	750587	504682	NA	195100
P04693	19055400	18054400	22583200	21168600	19618200	20775400	21184300	19040800	20307400	21033000	23143000	20584700	24713300	23976600
P0A6J8	14764500	14595500	13575900	12140200	15627900	14038000	10461100	13847100	12563600	12906600	12586400	9429610	8778350	9950320
P77561	463254	588390	682337	796144	681816	720134	652790	670044	722197	650531	814703	381241	411508	446637
P0AAH4	1659990	1519130	1727940	1643200	2070270	1534960	1590160	2103610	1488000	1594050	1619530	2019340	1998270	2144320
P76542	17672600	16258600	17368600	16942500	16948600	12676600	17083000	17252200	14236800	18992800	18685200	15776600	20223900	15242400
P76403	6798490	7046510	7601480	7225070	7765820	6664920	6762510	7004480	6536150	7116990	7125890	5184790	8144810	7725520
P0A8G0	2425350	2529770	2447380	2386660	2581440	2272410	2292290	2590480	2229710	2416240	2292410	2426550	2951400	2854070
P76245	528810	600404	609211	631005	689228	482943	590334	576062	369429	654833	548018	641583	872130	696759
P77732	75827	NA	67162.8	83218.2	119025	41421.3	NA	61867.6	NA	44390.3	102745	NA	NA	NA
P0AE88	53054200	43442000	41109800	47237000	44724800	45468100	41887200	34724800	46230200	42670700	39866800	36414900	25241800	25044100
P32160	3431820	2796760	2600690	3321800	2021960	2726930	3316360	2169030	2997940	2635230	2632070	2852830	2243510	2399810
P77562	2414880	2695690	3021520	2221640	3368600	2696120	2258340	3443620	2862170	2655000	2877900	3085450	2840310	2760230
P0A9A2	2413820	2162360	2417400	1797580	2562200	1996770	2029170	2063870	2147250	2271110	2360150	1306070	1237050	1585070
P0A847	5602490	6041880	6253890	5523220	6024590	6468220	5970600	6200420	6053110	5992450	5998230	7451540	9506610	8963710
P77615	451768	592853	327146	634130	394996	332388	651242	313765	193160	460054	437111	258392	277447	444649
P21865	841019	885314	805774	686740	851237	724796	677920	1168900	709227	763860	801593	883167	610070	535214
P37672	191553	225870	229108	279693	445346	37770.5	94271.5	432732	200725	149877	140570	420488	NA	NA
P0A6R0	21424700	23093400	26602500	21736500	28039500	24432800	21508600	25845700	22583900	24532100	24114700	25545100	30046900	25884500
Q47679	1361870	1417470	1473320	1284660	1463840	1476640	1501300	1438640	1388660	1572510	1578210	1293010	1654180	1372910
P32173	1971370	1965180	1996260	1510580	2280820	1924340	1575310	2047160	1859700	1896650	1838430	1483290	1806250	1391620
P76062	10726300	7454360	7003950	8120420	8279550	8797340	8444240	4868040	8623590	7171520	7425730	7076500	5056360	6204620
P27126	564541	504860	551308	595671	657025	564338	393895	640730	464939	444255	593436	792257	704953	808298
P0AD14	677388	661648	613105	646459	693802	684793	589445	548914	601366	633625	574164	210064	51253	162138
P0AAG8	4085190	4242150	4536670	5093150	3649760	4038310	5120060	4335910	4453200	4520890	4684320	209929	273377	172698
P21514	5751450	5965650	6976690	4742180	6399420	5485690	4695140	6310580	5454970	5823490	5850970	924605	1232090	1158620
P16384	2162130	2125750	2369430	2565490	2333490	2265280	2164120	1822720	2399710	2225560	2463550	2751350	3210300	2872940
P37774	9593680	11088300	12594200	11470600	13192500	10481600	10287300	11280400	10199100	11028300	11013700	12348300	13470300	13794700
P0AE06	23760800	24723900	26025300	21939600	26268600	24107600	22345600	24016900	25376600	25197600	24843100	21925800	23568800	22525400
P77256	2078080	2625700	2612370	1624910	2763130	2535200	1935690	2017550	2387020	2263520	2197110	982820	1867520	1682940
P64540	24294800	18401600	23277800	14906800	24608400	22808100	11736600	24513900	23043100	20629100	14577200	32223700	20607200	21711300
P69811	2514040	2216020	2148150	3069210	1819120	2325410	3022380	1872060	2572010	2072540	2272120	7595370	8736320	8389890
P32669	1203380	1073780	1110960	700436	1621380	897090	749583	1394340	841581	839283	817152	525887	329637	329752
P0ABT2	231714000	222114000	211295000	290950000	329059000	287098000	300106000	225386000	309359000	263895000	263569000	237360000	185546000	168500000
P69902	1284850	1327100	2032230	2391730	1982300	2233000	1971810	1415900	2069050	2065760	2344330	722881	732714	546966
P76049	2335860	2362440	2452760	2865010	2833150	2438350	3136510	2704010	2784420	2772870	2947070	2248650	2610800	2153680
P0A6W0	700258	356660	682081	700129	533128	719023	710908	442162	332525	664435	880748	719159	804578	791411
P0A6L4	2418600	2459570	3303440	3135320	2114050	2585080	3382070	2268810	2753510	2771610	2980120	798924	923482	834344
Q47537	494663	463807	546457	555063	395159	457441	622118	258519	598055	452716	515046	277749	252167	216023
P23909	2189660	2381130	2552340	2232030	2659770	2177260	2110480	2922250	2154210	2352550	2395020	2417010	2649740	2538560
P0A8J8	20595100	22420900	23726100	20884600	23045700	22424500	21172500	21959900	21246800	22315800	21598000	24536700	23502000	24648000
P77737	33682500	33227200	27624500	28902200	54866000	35011300	24128200	38209900	26001100	29471900	28828700	42996400	36816600	56011600
P30136	19746300	23280500	34605200	30110900	20542200	27850900	29676800	26910700	28638900	27850900	30929600	25305500	27257700	26298800
P77690	786148	920253	911373	824816	1279990	941491	972233	1031810	843400	937140	1021570	510025	560422	597301
P0AG59	70417800	73019700	75436100	69128000	81265300	80684600	77374200	80678600	89558900	82837500	79458500	69511100	88492800	102397000
P76507	549769	482796	666676	652777	716049	446266	571171	518621	503657	446680	605883	827586	1034120	1058750
P0A7S9	129389000	189170000	182836000	154840000	204000000	175270000	161671000	268687000	191597000	171761000	175921000	376345000	214268000	311911000
P31069	3191590	3170090	2996270	4751360	2506610	3805950	4557480	1750330	3638020	3245300	3442800	3447340	3793690	3460600
P27300	1154210	1112510	1316260	1418630	1073010	1129650	1118010	1183840	1255480	1266040	1325380	1682730	1528940	1450540
P77529	17990400	22471400	16037200	16325700	14243800	15964700	19235600	15208400	20419500	16784400	17359000	15944100	23071400	20972300
P04395	432257	423050	443155	515162	528026	469112	630184	455602	518702	548482	530777	371458	440216	434433
P77221	144673	133283	180613	196348	203334	115221	131532	194346	109022	166781	166859	104156	130463	127871
P37024	821673	813004	933910	610139	932526	762775	740128	959651	795557	849428	855689	906010	997766	1023270
P00547	79592300	79366100	81650900	79381900	89227700	86475800	84840100	92945700	78048400	74975500	76779100	80044700	65425400	69316300
