rowname	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646
P39451	13984.8	16180.5	16026	13628.8	7440.15	22771.9	21495.9	10876	10426.3	6679.81	12843.2	10949.9	7392.54
P05041	30113.5	34530.8	32565.9	29012.6	28318.3	33257.2	35336.1	32100.5	28908.6	33077.9	38172.8	35551.5	41070.8
P00888	616962	777978	709514	662770	731058	708007	825409	624986	542463	434124	431306	315878	428619
P0ABE2	121492	168190	121534	110189	104084	119818	130354	83710.3	166214	130718	114488	49581.8	93687.6
P0AC02	491234	481036	409191	547754	505280	512939	526037	374406	483041	285489	450012	207659	435657
P24182	540001	485774	429382	531535	548029	491481	529827	473995	513114	477160	684801	459735	659844
P33650	85699.2	96428.9	99121.6	103895	68683.9	97330.6	130955	41343	61928.5	63645.1	161218	43035.1	145337
P0A7L0	2985440	3590180	3577420	3635490	3649380	3126610	3772290	3555600	3375870	3933000	4736200	3818970	4552400
P63284	910473	1139070	1160160	942883	1100200	1049240	1216820	1139750	1035080	990718	978348	1040640	994821
P31455	59590.3	86480.7	101409	77700.2	86617.5	76336.2	90022.7	105839	92161.5	84859.9	79544.9	79443.2	78225.2
Q46893	26831.1	54619.5	52166.8	38365.2	43386.8	38423.9	39804.3	44333	43794	49281.7	40870.7	54541	39926.9
P11454	98802.3	89104.1	73307.1	122661	63440.8	108967	111054	68154.6	85726.7	83573	175203	102511	171417
P13482	175445	223214	236073	243687	215312	223355	273246	198789	216026	95018.1	142656	94033.8	132081
P0A6Z3	1120210	1426400	1251060	1180130	1200770	1285080	1440540	1218030	1259850	884642	1172050	1033010	1201450
P0AAX8	172082	174878	177641	173652	212125	176938	190856	156373	169798	108631	150279	131853	162127
P31677	283870	349890	329512	310653	267640	395822	379707	255040	262969	311741	334143	297941	294616
P26616	418882	413172	398089	394249	440451	413407	396235	425985	403358	289425	288221	251380	288391
P24193	23021.2	33955.3	42415	27986	32371.6	27712.4	30161.2	34182.3	33747	40477	32506.2	28785.9	43454.5
P00634	46192.6	51700.8	46786.9	55247.9	54636.2	51476	59902.5	37379.8	44518.6	31169.9	45460	24778.5	42078.3
P0AGB0	46930.7	43353.2	38217.2	45200.4	42021.7	45161	35683.6	34476.4	50456.9	46418.4	63642.3	52563.8	73383.5
P0AC41	4161130	4215040	3832240	4466930	4926480	3885770	3721320	3839110	5032260	757424	1149030	831676	1066740
P77475	85558.1	122744	116447	109410	108498	97176.9	117538	97281.4	92191.8	104696	101942	91083.7	95454.8
P21151	173965	230848	226056	227330	211184	224235	230248	217053	239945	19686.4	43288.1	37350.1	23558.6
P0AD27	59491.3	59134.7	66723.2	63349.1	66271.2	66651.7	62946.9	72484	65561	47605.6	50814.5	64945	56133.2
P0AAA1	46383.4	56054.6	70221.8	55856	64054.8	39562.4	54519	46186.5	60651.4	91507.2	87440.8	69273.2	97591
P0A7D7	1592340	1637720	1377090	1565600	1699400	1721630	1888080	1154120	1443110	1028530	1209300	881212	1288130
P36680	115012	144566	117622	143679	135265	125584	118738	123647	131272	80344.2	163233	78757.7	167130
P0A8V0	27094.2	30090.8	28553.6	26404.4	28252.2	29869.5	35164.2	32493.8	26639.2	36819.2	28173.8	31698.6	25687
P0AFA7	3265.2	12354.6	9932.47	12215	10886.6	4438.34	12435.6	1174.52	8535.04	NA	6277.33	2327.68	6313.28
P0A6P9	2190910	2521040	2405830	2372720	2329080	2242630	2868670	2248630	2310410	3883040	4140110	3454090	4530960
P0A9T0	1555100	2097810	2288780	1913030	2124290	1788140	2050530	2325560	1953890	3726000	3651120	3331100	3629670
P0AFL6	49794.6	57056.3	56338.2	48186.6	53231.3	56933	52560.5	50883.6	50436.1	49496.1	59699	48162.4	56462.1
P33218	99318.9	81322.7	90169.5	106155	85431.6	97074	71356.3	62105.2	89806.3	46505.4	71928.2	43336.8	83780.9
P00960	422283	519202	492965	443345	544379	486482	474136	490746	463850	517054	507266	402868	481599
P00363	1425210	1196590	1539990	1222500	1691950	1247980	1074010	1451710	1556950	1328980	1091270	982933	1386870
P0ACD4	1012350	941615	728324	1058480	1160760	967402	957887	483473	1033460	290243	881699	297255	810479
P39298	22333.3	20516	18169.6	24646.4	19989.3	19871.5	19850.7	16852.7	23005.3	16991.1	28387.1	15196.9	27874
P0A6L0	293202	306953	311690	306242	305034	293877	343553	256699	323556	274030	337781	245323	336220
P25526	517565	563922	566803	534184	564340	619995	623468	531065	486829	204100	283593	239031	224185
P0A877	761734	740273	647557	789309	675060	854969	783827	570978	707205	624065	740400	492238	802743
P21517	19319.4	22909.4	25108.8	24673.4	21625.2	21806.1	24091.6	28837.3	21069.8	28983.2	28113.3	30509.3	27635.5
P05194	77161.5	104424	94338.8	82963.6	98046.4	84706.7	107779	95738.3	90797.8	80443.3	99754	85100	88821.1
P41407	63498.1	66007.2	49314.8	59606.4	66565.1	50186.1	67459	47372.9	67915.8	38552.3	52395	38411.8	54180.6
P02413	1064720	672843	458744	693491	639828	798291	720762	440935	787518	390492	869969	490829	866811
P0A8X0	236990	352465	343512	334054	255081	270269	319803	271122	307907	244320	319920	226344	304501
P30958	219032	234062	236350	231471	229152	240901	227994	278557	241981	264697	257457	247457	274683
P45527	10687.9	13216.2	9470.35	12950.5	12351	12897.4	11171.5	12356.2	9950.04	22912.4	18170.8	12930.8	29277.4
P0ACM9	8307.98	7149.17	7142.81	7096.91	6666.96	3487.89	5145.28	6672.79	6255.73	6538.19	4757.35	4596.44	6007.66
P00448	1587400	1377650	1221300	2385910	2127700	1347250	1549640	1640460	2192010	1418160	1496090	1294940	1517550
P08200	3104520	3614540	3372430	3287070	3549140	3006470	3412580	3446880	3092660	2343930	2367080	1905660	2394320
P37757	14396.4	22664.4	24244.5	19402.4	19304.8	18259.7	21357	21594	20796.4	15957.7	17887.2	17001.5	20181.8
P09831	1042680	985529	913467	1087670	854475	943114	894171	1256280	1031070	2403540	2587240	2288700	2793190
P00490	270204	309914	315508	303337	261831	318366	323779	333649	265672	489357	519037	486682	582216
P28304	208744	257928	195396	197934	201095	218484	250234	187461	167675	158240	182526	153962	178444
P00582	212172	228031	234794	235045	234838	246830	241815	262983	224382	230735	240102	219638	234224
P11446	343949	436944	393058	343222	411201	356881	388950	413942	404797	350618	480738	345273	507980
P08312	606508	710472	686682	675218	720597	572162	664802	697536	765667	678152	869920	532619	889020
P0AFT2	6526.1	12708.8	12755.7	14928.9	14670	7954.26	17273.1	7783.1	10605.5	8511.52	13034.8	5837.66	20190.1
P37440	303553	297070	349057	344076	433419	346938	301312	272546	356612	49878.2	73276.6	53165.7	84036.8
P76536	239954	276583	293317	242112	252186	220754	253519	280449	243916	368863	319955	337652	334707
P31992	195141	171788	129953	192032	182726	140740	157507	97354.6	164188	67581.6	140195	41342.1	102372
P0A9K3	392727	436712	396918	369676	404359	425015	431672	309912	374334	318773	415390	292145	331881
P76177	813254	1045310	891325	1049620	1033840	873467	1059380	710424	1017900	503043	857687	440229	843244
P0AAZ4	44731.7	57280	61820	51938.3	54915.1	46587.9	57172.6	55254	57380	61324.4	66076.9	59918.9	69865.1
P37749	321658	380756	366976	325310	375541	295223	291389	407250	327264	457168	496932	418832	450824
P15770	70907.6	91878.8	89134.4	80982.5	99535.6	80223.1	89644.5	88891.4	94167.8	124603	106409	114928	99944.9
P0ADE8	486336	528721	565187	538410	596625	543561	600975	521892	546020	374568	467737	329230	489744
P25665	2711280	2568880	2862330	3070530	2653170	2535560	2656850	3371530	2935680	4116230	4452570	4297140	4592670
P75838	66782.5	59127.7	55756.2	60090.5	55223.5	63752.7	58740.8	45598.7	63289.9	62647.5	99441	45939.7	97796.1
P04968	570720	524940	588992	483994	597034	524919	437799	662754	658990	312062	279685	207897	330607
P0AFS3	22226.8	30105.9	31735.2	21119	26754.4	37601.7	32500.1	33691.4	21932	25254.9	23528.7	30148.2	23859.2
P0AB83	5479.03	10550.4	10674.9	7946.74	6561.1	7123.6	9902.51	10573.4	8015.56	9838.05	10050	11547.1	11417.9
P0A7V8	1434570	1271410	1107740	1390120	1333300	1293900	1283170	1043800	1329600	1091780	1547620	1044830	1509160
P06709	45852	46373.5	43518.8	45477.6	46973.2	44082.7	40885.9	37762.6	44871.5	28459.2	42091.3	16396.5	39935.1
P04825	286284	354719	336700	346168	333848	344019	353675	363418	332154	296160	322276	299200	349348
P0ACF0	2490350	2510480	2372980	2791700	3006310	2892090	2895940	2091640	2437780	1494230	2015990	1404650	2318800
P76187	44945.8	64629.7	56217.5	51210	58933	64944.5	62785.6	41518.6	62268.8	41266.1	62239	25469.4	55035.2
P0A910	5056510	4953180	4958620	5135340	5780030	5078200	5316580	5345450	5660550	4201010	4765140	3876370	4464580
P77307	3249.04	5294.82	3573.55	4615.9	5398.3	3786.12	5054.56	1086.8	4192.36	1574.15	6801.88	760.962	5546.74
P75876	61042.1	79424.3	75212.3	68642.9	84309.1	75476.9	74901.3	71309.3	76546.2	82012.1	90380.7	88649.2	90468.8
P15038	45576.2	50222.4	42881.6	47665.9	45906.6	51145.2	48727.2	52765.3	48476.2	48780.5	51877.4	44083.2	53470.6
P0AG20	213725	226082	206223	205016	217882	200506	203889	225334	235050	188004	197258	157605	198413
P0A6R3	107104	75733.1	66335.3	121241	114753	107569	122530	54657.4	144768	98042.7	198902	63388.3	244297
P10443	70251.1	71303.5	68288.5	76736.6	75093.4	75725.7	67760	88886.2	79976.6	82255.1	87080.1	72124.7	94119.9
P33599	349882	400381	408264	409823	415944	386035	414221	479879	409007	310911	317826	279270	313701
P16703	144924	115631	123212	127569	162323	132790	134447	104941	165520	119761	143153	84008.7	144667
P67699	7817.1	7821.04	8181.05	9529.84	7149.86	6453.74	6406.2	6710.03	7602.43	5196.18	9337.36	3780.24	7953.95
