rowname	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646
P0A6U3	93303.1	74115.5	62567.5	87277.8	79930.6	83798.5	74452.7	68686	89310.9	60755.3	100427	45570.5	104536
P60422	2978280	3354820	3569470	3586900	3676750	3195220	3631950	3345030	3696710	3981880	4720890	3390280	4772890
P0AE06	660894	552598	579029	731787	712821	627328	561107	607230	719384	438305	546507	482935	623580
P17445	103924	104248	78615.5	101485	92339.9	102924	109758	83634.3	101401	58284.2	101846	70889.3	105836
P15042	108583	102406	92641.8	96825.9	106463	108390	102834	94488.4	113776	109890	124359	96992.7	120195
P0C0V0	357388	273975	234242	348502	266420	301066	295662	211697	286321	232321	383532	175157	429046
P00861	54296.4	63380.9	62525.8	51963.9	56289.1	56326.8	55076.7	59185.5	51402.6	76525.4	89172.5	65933.5	97664
P42620	57203.4	65646.1	74255.8	54354.8	60216	67589.6	67736.1	55455	58867.1	54227.8	49588.5	58372.9	41762.2
P0A7C6	181245	230793	287947	215908	227429	184505	210444	227825	237551	286740	214075	193238	319080
P0A850	1379670	1623670	1422010	1526350	1607740	1540090	1795130	1250870	1431050	1255740	1754760	1241440	1797590
P30871	366560	486274	465611	410278	384038	378922	410748	438120	418505	458525	533138	427814	494027
P0AC33	873452	872618	765948	855933	917994	702397	646662	845589	1066430	251147	334344	141208	298479
P15034	299147	333115	332667	321898	332632	327674	339411	344840	299850	254345	279598	226654	273613
P00957	534350	545931	482675	541153	585446	559582	593067	534379	583083	474922	665987	427226	685070
P0A9U3	198615	238862	218039	197253	219588	212565	226948	196704	213386	236036	282370	206660	258849
P25539	129417	174777	168845	150613	178900	172862	171752	154022	175787	142057	139050	102720	130079
P75958	12863.8	18155.6	16095.2	19536.4	24172	15984.1	23426.1	7969.9	19382.6	9363.41	18750.4	8010.21	18019.2
P33916	133793	143364	134121	143993	131460	138631	125443	117489	116410	115753	136950	114528	128493
P37759	367277	491908	499804	434949	465582	410275	446477	470724	424609	551040	539310	602390	561471
P07363	50717.4	103212	143441	101771	132918	102496	106379	66030.4	51914.8	56969.7	53660	58447.1	16003.5
P0AFE0	116715	10757.4	NA	9448.65	84979.8	66853.8	41527.6	4887.42	64061	NA	25604.4	NA	19370.2
P13039	35172.7	48942.6	43412.8	48384	30603.5	44543.6	54398	31617.5	29102.4	43511.7	80890.8	52118.6	67027.3
P37666	258867	298721	281907	298933	298909	301304	320818	192293	275455	236214	335689	193953	321354
P0AG27	578775	606364	498849	536990	731468	616983	741618	357041	593941	338766	617009	411264	533866
P15254	619660	651068	654845	791936	677807	702336	720671	827868	696850	751076	855346	783452	899403
P0AG93	64685.5	179569	166805	130941	171071	77916.9	177802	83784	124180	83736	121702	64529	129665
P39165	5510.85	8797.33	5924.78	8208.79	6312.79	8767.74	7750.5	6983.6	7743.27	12223.3	13245.1	8155.22	11272.4
P11880	77454	93114	95290.8	86052.8	90751.4	85587.4	93204.5	90395	83867.3	90755.1	108070	86134.9	113084
P39396	125333	296831	315564	259979	343838	125790	295873	147804	259572	12218.6	6164.09	9700.89	20314.6
P38038	357322	350386	377141	354985	412056	398018	400839	385721	389512	477483	512140	456048	549171
P0A991	1269660	1342450	1259430	1306360	1370720	1478380	1653510	1180560	1221160	625099	790426	592811	706709
P39265	80910.7	52620	35413.2	82540	58155.3	54112.5	57294.8	38344	91602.3	16704.5	30732	15674.2	32818
P0AAB4	262943	298440	326339	314706	312517	293234	333480	309033	291293	203003	247275	232465	248298
P07102	35028.2	27393.7	29170.3	33825.1	26092.3	27287.4	28298.7	31073.2	34754.9	40316.2	32349.7	39056.6	35925.2
P24232	63048.5	89553.2	73522.6	66456.5	73782.3	68841	76875.3	58342.2	74170.8	38738.6	47163.1	38973.2	39124.8
P0AGC7	22126.8	24347.9	23601.6	26011.3	26304.8	23086.5	26924	22617.4	28557.8	16645.7	24582	10688.8	25014.9
P45470	247599	316005	293172	333107	226744	326220	359150	238819	267057	132369	189052	156576	125998
P0A8E5	74129.8	94391.2	95780	82740.7	79700.8	74926.3	59297.1	74716	93502.9	114239	88334.1	96512.5	74070.1
P45464	229158	188337	194648	234706	261444	203368	197435	184128	225768	96879.2	193470	87026.7	206524
P0A9H7	186651	212334	219813	211164	214541	187092	227843	233967	190130	291323	227978	259239	333541
P75864	86957.4	87808.1	81340.5	81523.9	83432.4	87054.5	87165.6	103423	90423	100605	106796	98231.5	104562
P0A7B5	221216	225439	197770	199717	253831	235679	214393	226848	234871	178489	198433	123744	198363
P14294	34570.7	39980.1	37790.8	39402.8	38254.7	36240.9	36470.2	40908.6	37804.7	37453.7	43017.7	30757	43100.2
P17846	506656	463545	499785	511925	549638	461928	495202	503774	558234	547775	670057	410406	664883
P77625	190787	258844	309180	225618	255654	238965	260659	268506	255188	349935	254846	259999	262331
P0AFR2	3957.54	2834.15	5571.88	6446.82	8914.8	2747.94	3487.41	1119.51	6017.73	NA	2137.1	NA	3575.18
P33570	402001	525309	550809	492378	405783	559540	606755	515961	410108	447179	564285	546730	441199
P60757	296202	318976	281680	309184	315498	281282	324797	267848	326108	555932	856426	482308	743576
P33363	169239	179656	183117	171186	180111	178080	186543	189644	175956	137311	170641	146290	167264
P0A8F0	1769790	1796460	1734060	2183590	2065760	1811190	2228080	1255830	2119660	1124440	1772560	670549	1857870
P36771	57920	46620.8	37701.2	44543.2	60051.3	46982.9	46667.8	27917.2	58612.2	29443.2	35791.2	26085.4	39883.4
P69831	136441	499992	474220	456318	484442	185326	471100	127047	287405	28274.9	62411.2	18391.2	126554
P24228	29643.6	30438.3	27686.2	30007.1	27631	30623.2	33126.9	29558.9	32455.3	27500.6	38710	28570	36066.9
P0ADF6	34850.4	32088.2	30335.9	38427.1	30687.7	35282.8	36467.1	38330.9	30662.4	137807	138103	113172	166532
P12996	109912	77264.1	58379.2	76146	76105.6	84835.5	94105.6	56633.5	108642	58640	140489	56117.3	106096
P0A6P5	138572	183660	167644	177637	187866	191087	209293	147655	177440	203616	227226	193725	211627
P0ADS6	360272	450878	453246	403260	372499	416145	491074	386602	386726	353080	399198	384234	334127
P0AB91	1752050	2049230	1884950	1812460	2380650	2001460	1960560	1737610	2052330	2913910	4032480	1946130	3484400
P55734	8242.57	9678.5	8669.76	7231.38	5815.71	7056	7877	11622.2	8108.48	11368.8	8123.46	10358.9	6663.69
P00968	1233280	1202000	1054430	1335250	1331980	1252360	1287430	1295360	1353200	1427030	2040200	1512380	1993420
P0AEX9	438034	409375	477357	619171	438767	398473	446021	376098	448370	355464	447630	438384	681588
P36938	492702	587292	597219	546024	583163	550897	583312	545575	585213	423296	447274	392288	413644
P03018	62442.5	55820.5	41226.9	57427.4	56917.5	54721.1	49395.2	47361.4	64216.4	54178.6	59677.8	40903.8	56078.5
P0A993	1263910	1514330	1441660	1278310	1452350	1224050	1387950	1389600	1209090	763718	720191	708193	738090
P0AG07	367580	399752	375015	373412	406620	359793	411226	398060	365708	341558	385808	230060	400831
P33219	499480	686944	488278	660822	547270	592593	861698	387654	527739	175774	433782	240044	333290
P0A715	583334	699930	704760	633752	714272	674258	770258	696659	623477	617952	661278	523112	593251
P0AB77	130549	120642	135122	112851	165212	136196	129542	137393	139559	37847.8	31075.8	32033.7	40227.8
P0A9W0	19891.9	28840.7	29345.1	27259	22541.6	24550.9	28372.4	22742.2	22875.5	20214.5	17934	16710.7	23052.7
P12758	752691	609814	499711	619356	719340	654046	680512	528948	646418	464958	621276	307683	698270
P75745	129110	139810	139133	143598	150563	146717	135694	121293	141307	88767.2	146629	85764.3	138798
P75960	353192	398664	403576	370030	404605	361653	442296	379475	359480	354188	366491	226640	365402
P0A6P1	1920960	2204860	2129850	2276490	2290560	1970590	2303300	1821530	2247180	2097570	2750090	1727210	2534510
P45425	17979.5	31129.8	29516.2	24548.5	24313.6	23040.9	28010.5	27380.2	24484.3	12361	11666.4	13407.2	13251.1
P0AC53	529077	459709	457172	551173	512791	517464	474894	416982	559882	403255	644089	351134	648464
P43671	98157.9	113793	113797	111513	106929	115423	122529	120862	113204	123273	150147	143243	141197
P45577	1055780	1264560	1142760	1390270	1246730	1153930	1275690	925958	1418770	1135380	1457820	754923	1280610
P76004	79789.8	76102.2	82104.7	89249.4	80719.6	83732	87086.6	52462.1	89484.3	52034.9	65043.8	41582.2	56446.3
P0A968	476844	653762	711202	554178	687610	500227	577109	531020	611763	166721	172348	157894	201089
P75777	44546.3	36511.1	39304.8	44010.4	43431.4	39245.6	43110.8	28473	44707.6	26101.2	34182.5	20590.5	41347.8
P0A759	103236	112939	93795.4	107058	95251.2	117257	112700	85813.5	94186.1	84887.6	87283.2	68163.7	83506.2
P39385	18692.3	21257.6	22355.6	20270.7	18159.8	21173.2	18575.9	15396.5	17532.1	12994.5	16932.6	10302.8	14642.6
P0A7X6	151246	226729	194184	230313	202956	181659	212919	176469	220964	176225	250892	147294	223910
P0A7L3	417871	419921	358102	388488	422745	404253	314399	321964	369339	368701	633965	421674	625590
P0AEN1	74210.9	101573	95482.6	72795.1	80629.4	89606.1	80416.4	106924	76730.8	93765.5	71490.5	79668.5	64010.7
P64606	12824.9	28584.4	25507	23621.8	21582.6	13926	27595.9	6086.76	21077.1	8903.99	19186.1	5004.12	19379.5
P75809	22041.8	25961.2	23200.1	22632.5	20159.4	22534.2	27619.2	18623.5	19426.7	20005.5	28207.3	18328.1	25167.1
P42604	16624.5	17576.6	20250.3	17968.8	21518	22578.1	23192.5	14550.2	18190.1	10527.8	18149	15147.9	14262.5
P75954	2866.05	3486.87	2333.26	806.916	1094.43	2279.25	2717.83	5535.39	2213.83	NA	1193.02	NA	NA
P06971	342295	446714	388487	405465	408503	399548	493210	316735	325932	312350	446046	270428	403015
P0A7I0	74786.1	108030	92362.2	103592	94568.1	85604	118055	73295.5	102836	88831.8	111918	85439.6	112743
P27302	1070420	1192720	1088950	1180720	1194570	1165510	1112980	1289850	1173790	874549	1085680	859751	1079950
P22731	151973	175646	192754	177290	209394	196055	230070	185322	145979	190491	210869	230928	206291
P0A7Y8	41995	42750.1	50001.9	45824.8	44265.5	44000.8	48545.4	40780.6	46931.9	41663.6	53384.6	44441.9	54614.6
P76440	73711.2	96886.1	110713	90866.1	162529	74412.4	68468.5	106268	131488	29590.6	13649.2	17838.3	31164.2
P75682	28023.7	42962.8	36911.5	34445	35877.5	34828.6	39082.6	31168.4	35427.1	13277.5	13488.5	13143	10355.9
P0AE52	1042550	1946920	1979460	1751290	1697220	1559380	1982240	1660440	1660560	1730250	1893750	1620170	1532880
P60438	2295740	2685810	2499860	2555450	2313780	1976820	2564920	2856760	2317820	3465800	4387650	3913440	4198040
P0A9P0	2953640	3283420	3165960	3262640	3655830	3335820	3779380	3048840	3356610	1327090	1773310	1491860	1912450
P0A7V0	2202840	2865120	2930970	2719170	2740060	2283710	2769850	2921790	2792580	3265080	3695220	2918690	3666510
P68679	549633	735569	671680	716897	669269	753661	924582	638190	588377	564338	746362	675462	722638
P05793	1454450	1704690	1314860	1666270	1492440	1638060	2071930	1387980	1405230	2219630	3529940	2320910	3177330
P17315	742225	1038400	834252	962101	782134	813274	1223550	674385	707473	811362	1195130	782414	1153020
P09394	52684	79409.9	91221.1	74447.3	80353.3	57157.1	71255.2	76895.1	93225.1	25975.9	37376.6	29849.6	22280.5
P45523	1406120	1562810	1211650	1633180	1454400	1430010	1941410	788768	1419100	562352	1276980	657232	1225080
P12998	26587.5	25664.8	27113.5	22585.6	23290.4	25143.9	27195.6	25925.2	23773.6	27037.9	32058.2	28281.1	26462.2
P00954	311670	339333	297448	305617	344053	316532	377393	296472	337024	300219	363735	286793	358280
P00914	11851.8	18303.3	21993.5	17045.9	17036.8	20620.1	18728.4	17089.6	15236.9	14554.8	21975.4	14804.6	16559.2
P33590	97401.7	98027.6	131010	86500.4	114924	93199.6	94347.1	120950	128907	101984	77458.8	82666	119393
P0AEB2	230926	200836	159600	238907	240323	231928	205830	157984	236964	141978	264737	94505.4	256364
P37617	8008.22	6828.02	4448.05	6803.93	6310.29	9379.49	9747.44	9630.44	9858.63	7400.07	6331.21	7186.22	9276.11
P76235	73059.1	79639.3	85357.8	83726.1	79458.9	87748.1	99806.2	84971.3	60195.4	77253.4	97223.3	94507.5	66700.9
P0AF63	44318.3	30184.5	12212.9	36842.4	32189.7	33324.1	30780.2	15083.8	45442	13242.4	20846	16849.6	17929.3
P0AFR0	27343.5	32330	31095.3	32462.3	30289.4	31371.2	27891.6	27718.7	33454.2	35750.7	35224.5	31031.7	35352.1
P0A944	24412.9	33779.8	23634.6	21853.2	22930	29595.4	32422.7	16357.7	24573.9	23690.9	24518	20910.6	18706.7
P10408	518434	619030	559559	517972	550082	577070	564700	608188	520582	635916	681111	602899	613103
P28904	10472	12675.4	13011	13120.6	10531.3	11936.4	14188.5	10828.5	12021	51399.1	41452.5	40687.2	60966
P0A7E1	523363	596086	601044	561238	617336	600233	605195	549930	592482	663834	828299	547448	764692
P77243	30710.3	39379.4	28586.2	39779.2	27355.9	47868.1	43815.5	27026.3	28036.8	1497.8	3167.42	5378.69	5245.39
P0A9J4	25292.9	27738.9	29773.5	20994.4	28706.5	26674.7	23969.5	28864.5	24795.8	43276.8	37552.2	36944.8	35851.9
P26647	43810.8	49589.6	51221.6	49844.9	49221.2	39251.6	39576.6	51975.3	48561.1	67707.7	58046.9	54150.3	63193.6
P0A9J8	82934.4	97782.5	87091.9	90012.5	79938.9	87802.7	96280.2	81658.2	75834.5	106242	148535	113788	127731
P0AB14	728759	713559	675996	712397	644919	691906	627738	549708	715603	461523	573994	453020	579956
P10346	180448	195517	115566	161784	174038	176077	192116	102245	162144	71282.9	172527	91437.8	144263
P27249	68927.2	89026.5	86891.2	76216	72782.4	81030.6	78780.8	102998	83682.8	90287.8	79158.9	76143.8	82063.1
P23917	135411	81553.6	68834.7	114385	121587	126449	111618	40906.2	106503	33044.1	78957	49937.5	75101.6
P31475	13919.8	15648.5	13999.9	14328.7	17052.9	16708.3	19360.6	11991	12681	21807.2	23058.5	22947.4	25014.2
P27828	57160.3	67334.2	70601.5	57919.5	63553.4	64174.2	72203.1	63073.6	55814.4	97471.7	94485.1	69427.7	88096
P37691	23215.8	28001.7	33035.4	30530.4	23208.1	27547	29009.1	37504.9	29209.6	44518.3	54401.7	57179.8	53434.4
P27431	171591	219785	164023	169380	199546	216269	240400	149663	211627	101975	165893	82631	127354
P76015	206365	203926	171555	199940	207498	210523	210467	143319	199905	193248	241046	126410	282608
P0AFM2	885838	1195370	1119980	1372370	1160010	1032010	1270190	960065	991949	582428	953960	637862	820633
P07648	37526.6	44410.5	49427.4	47226.8	40310.3	45257.2	40185.4	61874.5	47215.6	48845.8	48718.6	44538.4	52166.4
P0A988	122852	166442	142305	140985	154085	148244	158371	126782	157059	110733	143721	91000.6	144540
P75736	147199	174665	176330	179030	204093	150977	149454	199097	216454	192517	176073	137937	167791
P0AF96	221666	243677	204572	211233	225219	200758	202407	158183	214219	255394	290955	156416	314867
P26648	71653.2	77040.1	67665.9	75891.6	77313.8	74859.5	76393.5	46202.4	76378.5	47141.5	84521.5	32736.8	84461.4
P39830	49073.1	85696.2	82267.4	84329.6	88654.6	57946.9	101465	36662.6	67127.1	44864	69723.8	42465.6	83422.5
P02358	853238	1098060	920858	977032	953192	882476	1187040	961873	1030090	1032190	1190290	1143190	1089130
P77187	1785.8	2316.26	3615.32	2360.65	2956.08	2578.87	2320.8	2733.24	2022.9	2725.95	2849.49	1945.92	2315.14
P30863	45477.6	42842.4	37426.3	43291.3	40135.9	41858.6	44772.9	39674.2	38424.2	19335	25812.6	15217.9	21555.7
P21369	69572.7	62769.4	78776	83744.1	96950.8	79290.5	78633.5	53604.1	73905.3	45063.8	59480.3	28860.5	60453.5
P42641	120591	137507	149484	116790	125502	126729	130377	131581	139586	171855	168829	137464	142592
P31979	843444	831663	810798	840238	937945	826620	864666	901876	837897	571191	650333	468221	589582
P0A6L2	584945	501587	463517	523440	501551	514072	443679	447177	554092	380961	497150	319353	480692
P76339	6065.14	12301.1	10704.4	7117.55	8836.89	8735.33	10090.9	11624.5	6865.9	8971.23	10547.7	8800.47	10944.1
P0C018	509334	627062	557266	687871	631738	535844	649573	433147	660288	410703	696794	507684	919998
P0A8N3	559339	695829	690625	568325	691793	600370	603179	645032	606847	708319	795819	643989	774488
P0AD10	85034.1	78747.8	68609.1	83949.7	63695.6	66799.5	78628.1	84594.4	82062.6	95156.3	103009	76178.9	96315.3
P33913	167290	165281	169691	181810	154757	161980	171786	165343	173697	116044	141899	115936	141504
P04693	1912180	1593830	1290480	1777650	1732940	1739390	1774480	1180220	1562500	1156720	1750280	833339	1724440
P05804	11222.1	11271.5	12424.7	13296.9	11726	12008.9	13759.7	14117.1	13184.8	4059.96	3730.79	4465.65	4340.41
P25553	2099900	2381810	1987500	2435540	2558910	2589770	2477520	1995390	2041020	119032	255139	169418	187674
P76403	45706.1	52593.7	44666.7	45020.4	50802.9	46162.9	46674.5	48145	49861	49882.3	58262.2	42565.3	55355.1
P0A8G0	81757.4	77272.5	87707.8	87951.5	91459	91195.6	94945.5	90162.2	90681.6	96983.8	109631	102287	109129
P0AE88	1247760	1507830	1399940	1449700	1251680	1343500	1433020	1340870	1506250	977094	1108900	904284	1091720
P77562	57296.2	69893.6	60333.5	72370.7	74577.3	59329.5	69703.4	60213.9	70095.3	47573.3	60757.3	59009.3	68194.4
P0A9A2	33700.1	40826.4	39935.7	45200.3	42029.4	42069.1	43904.8	36499.4	43000	31855	26960.4	21768.9	25673.9
P0A847	191139	223722	201480	199603	206373	227145	243868	195620	196234	243500	313006	303091	268037
P77615	24888.8	34042.7	28773.6	29109.3	28650.6	24272.6	28931.4	29855.1	31065.8	26949.8	24874.8	23813.7	27499.2
P0A6R0	450767	555276	531952	518394	544416	506345	498791	525160	555142	635688	626804	491667	624608
Q47679	42840.8	48821.9	49721.8	44005.5	44017.5	43375.4	50906	40046.3	46906.3	43376.2	48435.9	34687.2	44724.5
P32173	26238.7	34408	36588.9	26317.1	27122.5	27261.7	31174.1	35457.3	30716.8	33375.3	29916.2	23474	27495.2
P76062	113604	142331	126734	137047	127947	116005	126656	77259.1	172822	75883.2	125300	35627.7	98054.4
P27126	14479.9	12558.5	11060.1	11501	11507.8	11851.4	11090.8	9357.98	10491.7	9896.26	16352.7	8733.92	16344.6
P0AAG8	69937.9	74275.6	61452.7	71505.5	80616.6	80705.9	76322.7	62329.1	68372.4	6935.14	8460.14	6881.94	5215.77
P21514	67580.5	52594.9	51470.8	59721.6	61453.8	56551.9	50445.5	57414.1	56552.7	14200.3	12428.8	10490.8	16215.5
P76245	16958.4	20210.7	22126	19345.3	20446	16858.8	21097.3	15396.5	20850.2	18055.9	27079.9	11138.2	21638.6
P16384	48538.7	59021.2	51867.4	55432.7	56963.5	52107.6	52313.2	56522.4	58000.4	62727.8	70194.5	53996.1	59839
P37774	70475	94666	108955	89405	101335	104453	124946	87943.5	85276.7	84842	87750	89457.8	85567.6
P37636	131492	165212	161287	168137	122462	176328	216740	120582	131181	96633.8	145963	144908	182586
P64540	143054	94691.2	109553	156816	180909	163159	107383	136261	122794	66698.5	62109.3	58253.6	83339.3
P0ABT2	2221450	3170360	2693860	2463870	2040520	2642150	3372620	2013910	2205160	1598360	2068200	1904710	1822370
P0ACP5	74401.6	91186.4	96180	84262	99883	96937.1	103008	90917.1	81874.8	64246.7	68977.5	60572.6	65218.1
P0A6W0	10322.8	10150.9	10963.7	10804.2	10536.4	11220.9	11783.3	15251.9	11628.2	18056.8	14917	18155.3	18233.4
P0A6L4	68996.6	54896.7	45632.9	73205.3	66760.3	64766.3	72741	38553.5	62595.1	12018.3	22969.1	12799.1	25079.3
P23909	115240	110165	113929	126461	112906	112187	111418	108112	129543	87429.9	122921	78708.5	132463
P0A8J8	335640	355864	366795	352908	335070	342470	343201	365778	352995	358397	447529	370532	393413
P77737	454443	418574	534470	382298	501165	462588	390970	421158	434462	583373	537664	440596	602583
P22188	125665	147587	145224	122758	131059	126250	129384	163308	134185	169365	168352	161213	151244
P30136	333814	414716	368023	415667	358829	386611	409069	331124	296780	322440	325505	310410	325375
P77690	12780.8	16951.3	15294.1	13781.5	14490.5	12822.2	14284.9	15129.2	16138.9	9863.92	10938.8	8355.42	11151.3
P0AG59	784109	960529	798777	912613	783165	789335	1340720	791968	825910	770932	1068870	1137330	1223790
P76507	5503.47	19617.3	19478.9	22405.2	22562.1	8443.31	19456.2	5013.53	9786.03	8587.13	11475.4	5356.43	19547.8
P0A7S9	1864380	1928350	1804690	2116990	1912440	1889940	2166870	1831580	1985370	2160610	2811780	1772230	2428480
P31069	133977	161529	120227	175626	138548	158940	157395	90542.8	149079	105403	204336	105178	180727
P27300	18075	19947.2	23904.2	23249.5	19598.2	20473.6	17180	23118.4	17011.7	27112.4	26574.6	24524	28291.1
P52612	10763.5	15297.7	21094.2	18596.6	15682.6	15034.7	13966.6	13455.1	9310.22	1476.38	2621.42	704.357	NA
P77529	147507	223049	302962	213319	258818	121264	231673	110986	170983	149177	240325	126773	309504
P00547	832449	1025010	1020450	1187330	1069900	1178160	1646750	959286	1074340	607146	935554	749394	971643
P0AES0	136989	155253	154188	137486	128091	130357	125516	178285	158971	277383	250634	217193	285909
P0AAP3	99725.7	143881	148239	123508	143100	108438	156685	146736	125742	96704.3	161032	133720	155844
P0A805	2415180	2669410	2534050	3123640	2526940	2410680	2778240	2601450	3056490	2525050	2999620	3180040	2755890
P08244	162445	155051	168016	151605	152531	147042	174627	151144	161707	147040	164953	171861	158722
P26608	1524.35	2846.86	1781.63	2739.21	1358.48	2698.22	3033.02	NA	NA	NA	NA	NA	NA
P63183	11829.9	20986.5	14643.7	18661.4	14136	14745.7	20349.1	16258.7	14800.2	13233.8	21744.8	12463.3	24155.7
P0AEK4	651609	781960	719158	720465	736924	750954	855504	738000	704426	786951	816996	706950	755079
P31697	307434	396826	262417	282590	159187	272563	216733	58026	251731	83923	258014	106808	212095
P77395	112419	125204	128476	135270	130555	116144	115854	120014	150182	172755	147104	163799	140803
P18811	8959.49	8582.6	7371.37	8248.64	8185.16	4742.34	7285.48	7224.66	8222.37	7441.5	7857.48	6713.13	8423.15
P0A790	65474.4	149866	127101	93990.5	132786	109058	138786	148015	114458	131284	136664	143188	109843
P60752	71519	80689.1	76659.4	76349.2	74700.8	77192.5	76281.5	67208.7	84544.6	64547.4	78747.5	51745.6	88580.1
P39342	104578	92399.4	87422.5	97112.6	95813	122548	110970	81130.9	94410.3	49639.4	69233.9	70027.5	65597.4
P68767	396566	466089	493752	479217	492892	482991	466462	469970	462332	452617	547845	504277	503668
P45544	46495.3	66194.5	63997.6	59139.6	62405.1	53701.1	59101.6	61031.9	59438.7	49342.9	47915.4	45125.5	51620.4
P76594	111136	107693	132888	129246	125219	129622	130349	131710	126916	33501.3	33536.7	34219.8	32246.9
P0AF12	638125	619171	485731	645839	575652	571700	775038	396166	618632	446482	660716	250853	689649
P0AFB8	74856.1	93212.3	99593.4	74365.1	81275.7	76103	84578	103057	81878.8	126972	115434	123222	113088
P27111	5995.93	14059.3	9703.71	9258.07	5877.76	7969.12	9651.43	13257.3	9486.74	20355.2	17147.7	16448.7	12020.3
P77804	519608	559494	472731	556174	545156	544783	562044	385884	533831	341965	593553	301012	570656
P77247	64318.8	76711.3	69796.4	60005	61520.9	64458.3	73111.3	74104	57048.8	56026.4	48136.2	59514.4	51594.8
P69908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AEC5	38653.7	41608	44722.7	43463.7	40641.6	44380.4	41646.1	50399.4	41810.2	45488.1	42117.5	44760.8	43510.2
P08395	59385.2	41701.9	45090.4	52471.5	52212.7	52901.5	48531.4	36789.8	56354.6	34014.8	56703.9	22122.6	57162.6
P0A6T1	683994	761064	713760	731534	775298	828197	831749	734021	684161	1119850	1207100	1044720	1341590
P0A873	17531.9	20516.7	22294.5	24437.4	23998.9	22888.4	22806.8	14806	20575.4	17744.9	25229.4	22215.2	21248.6
P0AEA8	55880.1	72793.7	60193.9	62226.3	69503.3	68410.8	72857.6	63146.8	66994.4	51505.6	66197.4	51343.7	64283
P0A9F3	106220	118555	112604	105389	119780	110307	108843	120954	113296	135788	131136	121956	128703
P36562	45133.7	41229.7	39241.4	40254.7	43153.2	45613	37295.9	39128.6	39489.1	36981.3	43153.3	44377.1	42048.6
P0AB89	492101	584279	541466	492975	536226	526659	561314	545419	508383	645306	678841	565488	601460
P00811	31208.2	32077.9	37890	33099.6	35319.7	30768.3	34440.8	36163	34985.5	35008.4	35866.9	31935.1	36684.6
P41409	197459	226379	185684	202342	203242	193148	172934	225037	200207	89110.9	77265.6	75100.2	77480.7
P0ABZ6	349384	345981	316196	328163	371616	376401	348798	332347	394956	321746	344704	269074	325813
P0AF93	1146640	893235	581962	684045	958271	1102250	1078320	767603	1001620	543285	862171	263547	829393
P37661	37609.3	65483	62994.4	54643.2	56034.9	48681.8	68622.6	48259.3	49485	18987.5	20762.6	18912.8	17626.6
P0ABD5	742668	844520	915855	800388	957184	883825	1016740	918072	799038	786821	936186	876646	851949
P05020	677433	965573	944323	809934	930127	869448	985663	1136670	819847	993139	815541	871005	758934
P24554	32321.9	35469.6	37973.8	33784.3	38487.9	36515.7	36003.1	34260.1	38974.9	44774.2	55990.5	35344.4	51863
P33940	97739.5	86554.1	64595.7	96042.9	91927.8	78056.6	68777.9	68168.6	93298.5	50292.1	47266.4	32717.1	72417.3
P10907	62232.5	86712.6	63987.7	68033.5	63598.3	75368.3	85385.6	58473.6	78449.9	37414.5	46756.5	34652.1	36721
P0A6I6	24409.8	38405.1	31804.7	26740.7	27718.8	35633.2	37344	32609.6	28797.1	43235.7	46791.6	41475.5	37988.5
P0A8A2	192042	178877	206166	236813	215363	203431	176430	97717.4	166235	137341	262685	91809.9	206033
P39172	2273060	2399460	1936710	1910650	1861090	1679940	1731780	1965450	2035010	3278650	4376350	2698650	4380270
P0ABH7	2949940	3213110	2808490	3254390	3375170	3060790	3292940	2818960	2923490	856376	1100730	595731	1196410
P0ADG7	1105950	1111540	1101660	1161490	1269460	1130610	1174990	1190830	1262050	1679870	1886360	1242500	1856760
P76237	28558.2	27686.9	25752.9	27256.8	26271.5	29403.9	26733.1	29478.4	29133.7	16445.8	19998.5	11220.7	19157.6
P0A6X1	8183.68	12107.7	10568.6	8395.39	12703.8	10752	10391.8	11604.3	12031.7	8023.13	9315.67	10483.8	10066.3
P0DMC7	294295	330875	256960	280503	283632	320534	284749	200817	273846	309133	335527	192774	265226
P32176	26983.2	20509.6	21818.5	26413.9	27492.1	31777.7	32853.5	25000.7	31039.5	16137.8	26523.8	18929.2	22064.8
P03023	46741	43324.8	38164	46881.5	48573.3	50230.1	45470	34709	43628.4	27017.3	50290	28702.5	47490.4
P36655	75457.9	92564.1	103167	106719	92483.6	67468.7	101975	91506.7	96818.2	84002.3	103278	78377	117647
P30749	142532	206636	205554	232273	193824	157442	194780	187593	204579	162363	175526	178519	184582
P36928	25605.5	18118.2	18540.3	20653.9	17681.3	20656.1	17041.2	22643	18853	30057.7	41866.8	37737.4	39763.7
