"rowname"	"Ref8537_QC1_20230414_1"	"Ref8537_QC2_20230414_1"	"Ref8537_QC3_20230414_1"	"Ref8537_QC4_20230414_1"	"Ref8537_S4_20230414"	"Ref8537_S8_20230414"	"Ref8537_S11_20230414"	"Ref8537_S18_20230414"	"Ref8537_S21_20230414"	"Ref8537_S26_20230414"	"Ref8537_S35_20230414"	"Ref8537_S37_20230414"	"Ref8537_S45_20230414"	"Ref8537_S49_20230414"	"Ref8537_S52_20230414"	"Ref8537_S60_20230414"	"Ref8537_S65_20230414"	"Ref8537_S69_20230414"	"Ref8537_S75_20230414"	"Ref8537_S79_20230414"	"Ref8537_S82_20230414"	"Ref8537_S88_20230414"	"Ref8537_S94_20230414"	"Ref8537_S100_20230414"	"Clinspect_E_coli_A_QC1_Slot1-6_1_8640"	"Clinspect_E_coli_A_QC2_Slot1-15_1_8649"	"Clinspect_E_coli_A_S5_Slot1-7_1_8641"	"Clinspect_E_coli_A_S7_Slot1-24_1_8673"	"Clinspect_E_coli_A_S14_Slot1-11_1_8645"	"Clinspect_E_coli_A_S20_Slot1-20_1_8669"	"Clinspect_E_coli_A_S23_Slot1-8_1_8642"	"Clinspect_E_coli_A_S29_Slot1-19_1_8667"	"Clinspect_E_coli_A_S34_Slot1-18_1_8666"	"Clinspect_E_coli_A_S39_Slot1-26_1_8675"	"Clinspect_E_coli_A_S42_Slot1-21_1_8670"	"Clinspect_E_coli_A_S47_Slot1-14_1_8648"	"Clinspect_E_coli_B_QC3_Slot1-23_1_8672"	"Clinspect_E_coli_B_QC4_Slot1-10_1_8644"	"Clinspect_E_coli_B_S53_Slot1-22_1_8671"	"Clinspect_E_coli_B_S58_Slot1-5_1_8639"	"Clinspect_E_coli_B_S62_Slot1-16_1_8664"	"Clinspect_E_coli_B_S66_Slot1-13_1_8647"	"Clinspect_E_coli_B_S78_Slot1-17_1_8665"	"Clinspect_E_coli_B_S85_Slot1-12_1_8646"	"Clinspect_E_coli_B_S86_Slot1-4_1_8638"	"Clinspect_E_coli_B_S91_Slot1-25_1_8674"	"Clinspect_E_coli_B_S98_Slot1-9_1_8643"
"P08660"	26.1574141702779	25.9419635187335	27.688945243493	27.5535325062029	26.2910668987736	26.1794562182751	25.774957028131	25.9697918253685	26.6078782963249	25.8794988376201	25.9508657252399	25.3392612179899	25.9133413243154	25.9490562676447	27.6469540525717	27.5698958698129	27.649601338602	27.320403867666	27.5257737213666	27.6094150357238	27.6777671089117	27.7797345317988	27.511736671072	27.6275206371819	18.535852485019	18.3308293672695	18.3478808476498	18.4308118738861	18.1825495403074	18.4731230563346	18.4953592963024	18.5436247130337	18.2109566587358	18.3352202319916	18.2544473754625	18.6933304065751	19.8416411239915	19.9945882313977	20.0526900956725	19.9869030710753	20.0535255604013	19.162796970694	19.4622026918402	20.1841779957389	20.0165036324134	19.8989688749986	19.8877798941504
"P77806"	23.5146061931208	23.598291081396	23.3665036497448	23.3965634965896	23.2423434689898	23.5559853479898	23.1271445237878	23.0271689793181	23.0529487436023	23.093889801038	23.4474702131273	22.8135502726523	23.4846341133698	22.9854288698498	23.3830038997612	23.3462453497511	23.5394314721554	22.5530297149446	23.5093478314969	23.2367832644166	23.4806339240684	23.6308092426822	22.9899560721671	23.3802713344616	15.542904901989	15.3757012842443	15.509512143708	15.3060510059243	15.2944771614279	15.4461172738385	15.2664608143505	15.2260094645012	14.9815762006133	15.41579787494	15.3322289042033	15.5933473510403	15.3094514844747	15.6794278668416	15.4198910689941	15.4295146257514	15.472871672423	15.0281607603753	14.9315778025429	15.5480241366373	15.0952857503168	15.1673671801611	15.4504638083855
"P76149"	22.9456256507006	23.2022410265602	23.2694651592746	23.2582209603286	22.791331435683	22.6869838944401	23.157745672783	22.9590199071327	22.7642763368153	23.0700685200127	22.6265690745308	22.1323585207483	23.0207463493469	22.8324064023855	23.132789948929	23.0685588613999	23.2994288381303	23.1052652911728	22.986547247578	23.2122844139421	23.1791194142635	23.1294937048763	23.1872097884478	22.9744264938279	16.7428488720053	16.9989539663583	16.8097555703772	16.7756745751341	16.7738861232702	16.7524459845226	16.8194306895258	16.7963185056163	16.8029580521777	16.8305894789036	16.642164540129	16.8567659302547	16.6890288264777	17.027538884856	16.7607589246509	16.9861864744644	16.8444360674158	16.5129718827429	16.3839033782116	17.0929532356923	16.9569546258669	16.9760718047628	17.0674448649634
"P0AEH1"	25.5014059540237	25.4209605741132	25.2346478876517	25.3707994000565	25.3055020901042	25.483127651833	25.6536684088125	25.2214657269424	25.30264993935	25.2715539298379	25.5065752631946	24.7007214246767	25.5582763610539	25.2974220501341	25.2175921230031	25.2930492030855	25.2167858154263	25.2374515631819	25.3116676706138	25.2216206024703	25.4378658347957	25.2871945225285	25.1951701734145	25.4289861356087	16.3327935827259	16.7987122639863	16.5529332152381	16.9267476929676	16.7461862554644	16.8290041812385	16.8618865656591	16.3984915322278	17.0308287580015	16.8574100420935	16.7679128632813	16.7209122159638	16.4086597898321	16.8160836575102	16.5048422587218	16.7709735395016	16.854137892414	16.7001687538744	16.3726066357076	17.0089865955208	16.8652983092764	16.5291010783833	16.8802292164089
"P0A7Y0"	25.1963939607643	25.2310074004535	25.2974115543588	25.3980912843186	25.1132913297072	25.1251353250926	25.0733446625124	24.9361598463005	24.8137175944529	24.9364833850083	25.1745139889435	25.0132490579805	25.1203967317365	24.9787972025704	25.1882697898338	25.2942137871189	25.3017886590379	25.0323234060297	25.3342975667618	25.2554537946276	25.3468066794337	25.3269501801883	25.1372308585791	25.3767754857635	17.9624328916801	18.3201923653543	18.0028040301315	18.3803384565051	18.2313149468404	18.4139501592715	18.0674501170382	18.122560092843	18.2955357831793	18.1270925562567	18.2869186789893	18.2340221582914	18.201281597698	18.4806876616121	18.4614354815081	18.3462193745127	18.400062220113	18.3046899929331	18.3351547948409	18.1191893794543	18.3172536089292	18.4789552205658	18.3571309967806
"P0AFK0"	24.6460888598777	24.624280305593	24.7097981761089	24.7158264983737	24.6453743414894	24.5316360839251	24.7800412863969	24.7993365684499	24.6465778261731	24.7600833740946	24.5759036543603	24.4916476197576	24.6725608714231	24.8093128192732	24.6528810696792	24.768729719086	24.7614130563926	24.8808373495809	24.7504497994311	24.8100143676888	24.6655302326331	24.6675130955035	24.7853995842294	24.6898291003915	18.1445138625532	18.1191843123971	18.241978496072	18.0865716554561	18.2009895750017	18.1955404222972	18.1103354684127	18.2308460552402	18.2108187635552	18.1112936194114	18.1541505895498	18.0585150023539	18.1835093882546	18.3802200659154	18.3584537507747	18.4174940705856	18.224854290498	18.3385492448136	17.9637032748625	18.3049662185184	18.2165611526135	18.3203466390681	18.3019382169779
"P0A940"	26.9879678475264	26.8832962256738	26.8251613404473	26.8029440543504	27.047590162683	26.9788997346474	26.9574500564809	27.1323691118938	27.1293062098475	27.1234470118705	27.0982639320929	27.518415861532	27.0944734363194	27.1651978320656	26.9284318084716	26.9895927726567	26.9737203979423	27.1721404997729	27.0200070213887	26.9561098844933	26.9280025122769	26.8805080927047	26.9967423270321	26.9577046591658	19.4094240859186	19.5818349910429	19.4836426082055	19.332469312945	19.5567305602109	19.6515405113965	19.2045663683705	19.4721771652507	19.5524289485265	19.1984402452508	19.512574589009	19.5210636229581	19.0049418748854	19.5387194154454	19.5344320795927	19.5740853165034	19.5951263319909	18.9867059036275	18.6696013630055	19.5646202812123	19.5060382750028	19.2937881915506	19.3002251855271
"P16869"	23.1618100171488	22.9812516076613	23.31251961295	23.5650346550449	22.5035778039383	22.7201603242346	23.5104106970898	23.5715994356642	23.1995552327674	23.3538284857084	23.002194891934	23.7836573223005	23.2754169504196	23.3372886967054	23.6143890362365	23.5417370889141	23.6201294179293	23.659913603719	23.9854966223608	23.7827879007812	24.037598562889	23.7116266472225	22.62853053335	24.1332024304938	15.5649949435626	15.5129564559017	15.8867468439267	15.431660825365	15.6959296727716	15.3895170698466	15.3329980712029	15.7022457491781	15.8972640643388	15.0891111198616	15.4288639287124	15.3395681989886	15.8083910843988	16.248075809177	16.2851854515204	16.3159172759884	16.1993694513602	15.9715727416466	15.2982201211237	16.2126559665271	16.2651333596685	16.0389832714439	16.0027864531966
"Q46851"	26.1193481910061	26.2393121942474	24.2269683469522	24.3309516075099	26.024249610037	26.2880892062341	26.0154010145461	25.903891313009	25.6365235084865	26.0121580185253	26.1533354725375	25.4241268108746	26.0646059480715	25.9763560973223	24.0711362926376	24.1247016014202	23.9543624693457	23.9147628528448	23.9092881043277	24.1683749493224	24.296295067621	24.2412322680871	24.0902206668483	24.2179618381492	18.3119167945809	18.6457323044734	18.3786462397004	18.8018220121372	18.4145242117498	18.8140629400786	18.7661179936023	18.599030205503	18.6875841384665	18.7667715199795	18.4468894414762	18.6629673299605	16.7865887049038	16.7283324272286	16.4727241523212	16.2494394151772	16.4513849976301	16.3974356567644	16.6334351838285	16.6879497163535	16.4200161206859	16.5389012505714	16.5638114676305
"P0A6C8"	26.5556811645945	26.4620310914241	26.8715473342649	26.6308703292367	26.5665291439123	26.6177188853051	26.2009271833916	26.447791782339	26.8469460538982	26.5999004735674	26.1176927157505	26.3709257477984	26.4186384244299	26.5068930031072	26.8867534850945	26.7486417584493	26.7636484219958	26.789860456607	26.533461155415	26.7968688120533	26.6298704057937	26.8214071200902	26.829099441172	26.6293701840617	19.7254328308133	20.0787971064365	19.5950261403443	19.8916072114303	19.6707634238814	19.8437493383828	19.8965644885514	19.5607638316989	19.77616633232	20.0697932603178	19.6310988810734	19.8136168123006	20.2513945695354	20.1170545734523	20.0579467858644	20.0020815514911	20.2002305182684	20.0012982286897	19.8498112904593	19.9488063708344	20.1654811649198	20.0615768734328	20.003550851981
"P23843"	29.9383013786111	29.7677278326979	30.283369133892	29.8413866669958	30.4430741651167	30.1741115333219	29.538861890419	30.5220620562157	30.9466281313125	30.2037900966508	29.9210198391308	30.036494873132	29.7834940334371	30.2442473552036	30.2170979432033	30.1518743371877	29.9337366175507	30.4922071078427	29.6648025673392	30.0324279843547	29.7919711963857	30.2128958989837	29.9285080516733	29.9898444723091	21.4808040039313	21.2250803141812	21.196927447309	21.7993385449192	21.5993925877521	21.1729938802921	21.7650740020931	21.2144827695145	21.1862472608822	21.7548817948761	21.7036611375493	21.6990665904193	21.5103334241716	21.5711017450778	21.7617224631096	21.2585142781172	21.3950445522391	21.5570915666881	21.4555770644722	21.8113017779142	21.6243885269527	21.317938088411	21.9085809969463
"P02931"	30.7614022766837	30.4938396181629	29.4599289067477	29.4708825005916	30.5129574803455	30.7685025806453	30.6007991209633	30.5829970346312	30.254555754545	30.6340443100508	30.9809542933045	31.5117093417603	30.3020598260096	30.5471982062923	28.7059207785898	29.5138931114069	28.673028814144	29.4877143842463	29.6393952935112	29.4331072347149	29.3633022506302	28.3977796555775	29.1550345616436	29.3222126121262	22.8066801992097	22.468297885195	22.6555289762459	22.6974809129116	22.7290381553398	23.0757030646794	22.4619315176197	22.4328319051703	22.7550326227428	22.5180186832006	22.8148570192017	22.8271949850607	21.0442286729853	21.6651875605422	21.9224617282365	21.777472049969	21.8038693929974	21.2767548557613	21.3005547726586	21.8138124993635	21.7834914731204	21.4418317512949	21.7294448300266
"P00509"	28.0245317948156	28.0187980145574	27.4988934463995	27.6207209365596	27.6935851122197	28.0975206941916	28.0482556172329	27.7860193519017	27.4222349617973	27.8066666799025	28.039261668817	27.4340105643888	28.0573591319282	27.7947636817974	27.5331610986836	27.7084226690853	27.7786509783038	27.5315557753185	27.8954645736681	27.6418170989907	27.8681535103926	27.7030976546206	27.5582194220457	27.791115779292	20.218532492322	20.5047394752464	20.3033950374999	20.332139287059	20.4763111151632	20.539800618537	20.3190965473533	20.4167171356177	20.5189719676041	20.3257973268664	20.4610897039148	20.2681604609625	19.9526360392548	20.2871036141586	20.1991642911761	20.2744532309891	20.3705320383554	19.9994275281725	19.7801344267207	20.3177835569115	20.2930562214672	20.2308952960195	20.2541543832016
"P37760"	25.9281245357687	25.9094597911945	26.0379776140901	26.0414953130319	25.7901489046058	25.7863098153246	25.6921488139067	25.7224630851282	25.2846448025122	25.7595653799107	25.7060920989144	25.1301923711037	25.8686657422207	25.7417237224025	25.9075609428744	25.9758599476503	26.0160134478345	25.5025414539135	26.0439538599888	25.8671862505887	26.025570224416	26.0161069911417	25.9147218010382	25.9769809593794	17.3876219031225	17.2396637861562	17.3565637307403	17.0871002157862	17.2824188091833	17.4121315073555	17.0409318034792	17.3636642383943	17.1810745903133	17.0972503016715	17.3646305646001	17.1921097686324	17.3647502413807	17.5256125651053	17.6473038276418	17.5261859079915	17.5612282692516	16.8110485047955	16.6220804259114	17.2742325367899	17.3878911113017	17.2107474332897	17.2740687007063
"P67910"	27.0845023516525	27.0608618911969	27.1886169144177	27.1336434043758	27.1521790639602	27.1184058327272	27.0999498629679	27.1285787972636	26.9600714196739	27.1691418474533	26.993204378078	27.2583845211078	27.1494196661353	27.1782426716986	27.137596344491	27.1809570206826	27.1637592225562	27.0960531819877	27.1467326579098	27.2361526201694	27.1112388486716	27.1706419527031	27.2089861665163	27.1127009439505	20.2054902065672	20.7010018066854	20.274020911677	20.5557630664334	20.4983447639556	20.4817403165298	20.4794526716687	20.3989315306262	20.663820399932	20.4868939283134	20.4782185989937	20.3891418496307	20.2793362593872	20.575849426011	20.5346429500666	20.5358107283434	20.5511975571541	20.5114727802223	20.312719019463	20.5509440153637	20.6166924169533	20.4805969475317	20.6331442399195
"P09323"	24.3965438990595	24.2520099225159	22.9777714808196	23.3946024246417	24.1776725792081	24.4336317919065	24.4851256786888	24.0770748471568	23.5299456858853	24.100210604883	24.4759612184967	23.533645317748	24.4782469945289	24.2917572393869	23.2359379630683	23.3723613447291	23.228497253512	23.0598355712811	23.4727488391956	23.2554718037557	23.5075343219172	23.3905279559423	23.212832091055	23.5936942969044	16.3584228430927	16.8526026566359	16.6985147688698	16.9789338522164	16.9064913571746	16.8025668504865	16.764560631571	16.4574866916402	16.9165909366189	16.8531877010144	16.9745938399817	16.7905266842456	15.7301888309304	15.9440439920152	15.4902460762925	15.8123427887108	15.8606723624854	15.7709761196106	15.745243635838	15.8998029753003	16.1001592625089	15.757970700173	15.9281042534679
"P0AEW6"	29.5871529565174	29.5175319681551	30.1704031868285	30.0882584361476	29.5414933997822	29.6724438620236	29.5910561298281	29.5861455284837	29.4334037643009	29.7941656362333	29.5420822447378	28.9008658638748	29.6556884412841	29.7516661384621	29.9304551230838	30.0182090522283	30.1483871666122	30.0019847328112	30.1100466918914	30.1186112836641	30.0408899472404	30.0021591520169	30.0714396325367	30.066020560047	16.9128542599062	17.1590435043666	17.0336918470733	17.0232670496116	17.0044179980626	17.0426319412465	16.8636539366079	17.0624994391506	16.9832942533248	17.133152248924	16.9908020019071	17.0759595778552	17.4109481530244	17.671803642503	17.5929679402206	17.5585851357358	17.6360297940289	17.2803539345727	17.1756372604603	17.6237957760224	17.6055229232688	17.5817816746378	17.5085994910095
"P27243"	21.5689005894543	22.129245278544	21.7079252701602	21.7629918575179	21.3344107838797	21.239440035899	22.0850464250942	22.3025335047839	21.4415582402009	21.6213194798971	21.6709846627252	21.7300587745933	21.7163782288319	21.9020099661848	21.5977843332054	21.774165312809	21.9339758605133	22.1261946397289	21.8360950563069	21.7099832302938	21.8241150287541	21.8760072609708	21.6753850995619	21.9755779187001	12.3165134758323	14.2111886732932	14.0186957157909	14.6550107494303	14.7119035320678	14.3629985506557	NA	13.6255033813561	14.8052249325001	13.1712706385963	14.2353112152395	13.6919506627472	12.7132447303157	15.4286120726959	14.3887572842166	13.8499719022771	15.0070141227466	13.4114977473581	13.7951873718999	14.6302671250268	14.4348953203997	13.1021725676637	15.0042599748308
"P62707"	29.1516977596847	29.1354646678194	28.8557100340153	29.0287184431172	29.2509584453244	29.2171303081455	29.3688504149459	29.5342674343421	29.1455816314422	29.4451382693543	29.1503473158269	29.2110514725996	29.4476842065002	29.4811876883831	28.9812701197158	29.1905608713399	29.3210622464336	29.2423767263736	29.2778495909737	29.3552013613466	29.2804139930791	28.9921510261527	29.1025952087673	29.2545174605716	20.5099663212785	20.9195805989419	20.4523679437294	20.7190428262554	20.6821064748449	20.6006316285921	20.2967011627767	20.8777304725519	21.2812225835139	20.4669347823202	20.861488305738	20.39583951777	19.9411020687015	20.5985432529504	20.6874730801096	20.5096861009481	20.5152031796844	20.6017472161889	20.3980234169861	20.3837000742587	20.501205478884	20.5630360996226	20.5216100239223
"P15877"	25.0252132495159	25.139180349099	25.7894575275221	25.7241480553524	24.9283369224155	24.9139142113625	25.4633773162252	25.1790973882632	25.1051997385078	25.1291745163813	24.8724917139997	24.195031211685	25.100655762925	25.1819769026655	25.6640195868786	25.6036996846593	25.6635446407333	25.7378281732087	25.807360916869	25.7050084847887	25.6640819967484	25.636578822306	25.704370063441	25.5831197341059	16.6870749083509	16.0755209322194	16.3985566637919	16.6459679662546	17.1566361508751	15.7783646539939	16.8682799955739	16.3972334152239	16.4220746242047	17.2928428474032	17.23521022769	16.9257978045956	17.3396934519604	17.1923409805685	17.6414732124414	17.5426464981559	17.0334982833376	17.5038102130431	17.6063256841395	18.0231533217301	17.8946401622243	17.3649810185688	18.0127118241627
"P0ACJ8"	27.9561708284173	27.993339367593	26.8017853125968	26.8986910541553	27.798433285744	27.9938576099883	27.9612643869752	27.6015944974121	27.1864649057143	27.6933325337395	27.8960191875196	27.2949674593053	27.9753450392913	27.6664542824228	26.8528144579098	27.0235433777756	27.0314949198802	26.3869138745814	27.0142392289668	26.8044096384912	27.0257096107522	27.050198235411	26.6874308970512	26.9612312623115	20.0800602012119	20.4077635888534	20.2408611923817	20.3742520249773	20.1957927078694	20.36893481736	20.2100291787676	20.2501919959742	20.1836571868749	20.2438503671794	20.2041651381099	20.1690099164606	19.3400934927837	19.3195486455771	19.2391672933461	19.4278591044818	19.4179802149012	19.08023980941	19.0692556971229	19.3545636284729	19.2887511967295	19.2339402670787	19.345325108244
"P0A6J5"	26.7568072323387	26.6745448766351	24.7496521879651	24.8550838454592	26.9736328232192	26.9407365581961	26.1843645479437	26.5970750413584	26.9302830965313	26.5974729242791	26.7318084308647	25.8596806528786	26.6919359073065	26.6401145028218	24.6967691233524	24.8546274002114	24.7406639800974	24.4479241723604	24.6796540515666	24.5887512294526	24.7888628772075	24.8110145879139	24.7372376450678	24.6203364071149	19.2699986892672	19.2097579565814	19.333225246633	19.2654937241788	19.2081057310991	19.5413046231808	19.5154188044191	19.3847120923919	19.0528731436189	19.4426661461781	19.4247198916222	19.4899498509407	17.2631683167763	17.5205189332585	17.319945493093	17.1938718244301	17.2819119207294	17.1073601281272	17.101811569824	17.4431863860695	17.1972166931101	17.3694695508794	17.2891453458591
"P06996"	32.3617492832718	32.313662970179	31.4265541204873	31.3322986063727	32.043274813045	32.6491314742115	32.809623314925	32.3544191378848	31.5265322594276	31.6690187374669	32.9067914012046	33.6128948404876	32.1500228273711	32.1079630310754	31.0508080103465	31.9226510209281	31.072998805615	32.0118298261028	32.4078515178555	32.0436757096976	32.1364942306573	31.0958910107246	31.0311465087122	32.1827669102977	21.574307103247	21.8219919140869	21.7258846133208	21.8061924407717	21.8377780521181	21.9023044478337	21.5620718947096	21.7108745224458	22.02550728496	21.566250115925	21.875849821669	21.7122062300525	20.9541920496491	21.5953458184614	21.6632862043508	21.5899354548153	21.7704235484566	21.2101719068089	21.0910104638653	21.7824879787304	21.6055636144645	21.4674274389083	21.6019602587918
"P10441"	23.4055242832638	23.3881644744504	23.5281221220667	23.5070019263982	22.9811540343193	23.3103159984567	23.284115250057	23.2111943780991	23.164404280649	23.1612610759742	23.026988379661	22.3783461929181	23.2879800422746	23.2762550617897	23.4982254443109	23.4143652344731	23.4388431114189	23.2267861213179	23.282956617685	23.4095048853187	23.3212592713337	23.3254789468684	23.3788568172806	23.1661097427901	15.8240513030378	16.0430614702758	15.8587265382084	16.1076850090525	15.8811641596226	16.0229637553359	15.8808701123672	15.9576348803606	16.0269729179295	15.9552979988467	16.0482229006804	15.9329690347919	15.7640655499517	15.9980372377162	15.8426670768556	15.9357751002929	15.9938583094897	15.7741435910656	15.4964668436163	16.0134949734111	16.0045123647935	15.9989693870983	15.9183321890235
"P40710"	23.4316312429095	23.2956787048758	23.3611979227449	22.85622337715	23.7208909295839	23.3802713344616	23.4289254550338	23.6171611736099	24.1102752441881	23.5256632195691	23.4815826643239	24.4319181161414	23.541595311154	23.3247238858573	23.4663149904282	23.3289060706113	23.2045577120501	23.2433680985265	23.1644917499607	23.2462491454999	23.2119904526839	23.1743600688799	23.3016909915674	23.2414505033374	15.6867412480801	16.1545689378989	15.6297578821399	16.1448036042392	16.3833769222995	16.028279490847	15.9744862925486	15.9905560651303	16.6491298463387	15.7361772855347	16.0549073911299	16.2405826628304	15.349419464341	16.1882604314062	15.9846565443641	15.9004635402425	15.8082804617722	15.8097605937236	15.6886683022512	16.0758864795103	16.11573052298	15.7453749568298	15.876653631608
"P0AES4"	26.2575017918736	26.257530565496	26.5491535759568	26.6243026199398	26.2027439633323	26.2965716448404	26.1957240094731	26.2197886881711	25.9344083327041	26.2026823200358	26.1207625524477	25.2358423062498	26.3093725436009	26.1821303912432	26.6198468577262	26.6392313947102	26.6884717640971	26.3959002989147	26.6549906089092	26.5730567969717	26.6660343331603	26.685667717173	26.5221107097452	26.6238004636379	18.4417405866916	18.3711725594652	18.3901899527967	18.379221816147	18.4103105599649	18.4317505891033	18.5556900570192	18.3815471757118	18.2980491390763	18.5156228481491	18.5041982867495	18.3237276991634	18.89180743156	18.7160423998217	18.9043788395309	18.9144084916658	18.8002869376965	18.7800078345335	18.7446170701577	18.8799720605779	18.7797193551434	18.8921425527053	18.8195554286286
"P07639"	24.8425314301544	24.7036812012994	24.9243188756697	24.835440776982	25.079375890857	24.8847732678966	24.9577267964065	24.9498243958603	24.7812726564071	25.0782889523497	24.7737076791773	24.1879527770369	25.0096788048609	24.9696666894722	25.1532562165903	25.0967248043321	25.064170087297	25.1527651192687	25.0052817102326	25.043718204731	25.0218800407002	25.015203194086	25.0363077855404	24.9883644980911	18.1446283722355	18.2054782744446	18.0669720999218	18.0879962530445	18.1435924756959	18.1598762629304	18.138651785699	18.1168515771045	18.2669923691427	18.3707427394754	18.1962899416727	18.2395425924079	18.2348361381413	18.2723336274282	18.1039331880969	18.2601615007799	18.2561672163471	18.173457553587	18.0431661619479	18.2494190446808	18.2130852286913	18.1979749378941	18.0558225823101
"P0AG48"	28.0471845007523	27.8278525293554	28.206300800467	28.2712493573116	28.043058999781	28.3435413153245	28.0083467626854	27.8438531638914	27.2904482978654	27.8382848287489	28.1840542449646	27.5327525052713	28.0695996868944	27.6419204308308	28.2751229634137	28.5930010913429	28.3842669511669	27.9468163430231	28.7067179041084	28.2261020187409	28.6130072926941	28.4932078362193	28.1206023937142	28.6338659480319	20.8751373815107	20.1543854927418	20.7637780784116	20.473648283532	20.9419259193854	20.519010373925	20.7611989689728	20.2105405555736	20.9941186041016	20.9106720056401	20.7372407401685	20.4270079122755	21.3095363050157	21.176254732873	20.9219571288388	21.4288079190819	20.9045258463012	21.4291656074238	21.1497297564193	21.0964127600222	21.2418214275166	21.34496767977	21.1909736426071
"P0A8U2"	20.4952734044006	20.2577492262743	19.3449980104727	19.9926120027714	19.9914083560385	21.0777415092464	19.799891849803	19.1703211950635	19.0593233340437	19.2862441413241	20.7299675290934	20.1011216281035	20.4309016904595	18.3207608925528	19.5559970460704	20.5718933396947	20.2134151609008	18.5714489891743	20.5784040199832	19.4240781028323	20.7881400097586	20.5533649285857	19.6485366437335	20.7081442520867	14.9452792192866	14.8908484958139	14.7925463004384	14.903844196627	14.9773112316463	15.0324676569703	14.7185542808814	14.5160385460758	14.8193109298394	14.9983303897929	14.5542770654041	14.8026324788203	15.3007422126983	15.5491890362982	15.0501760108638	15.5356247066495	14.9929648820767	15.6024495030879	16.135739341938	15.3476732681181	15.470515893762	15.2887147043353	15.3822660100721
"P36659"	24.7783928096982	24.8623390175408	24.6928432033026	24.6498699106495	24.9214795935103	24.8701084338516	24.7911555340457	24.9409694922602	24.8430732118211	24.971597403386	24.4514375215099	24.3083520855709	24.6832411597864	24.9034385607564	24.5292785050926	24.5704070060482	24.6301204516345	24.4376563322206	24.2108392703538	24.7331307924007	24.5071894972353	24.6693148109376	24.5438856785576	24.4615269088382	18.0787033068448	18.4730239354172	18.1999310958532	18.4215923231817	18.0202203801356	18.2367616635716	18.5039809783347	18.0814106191032	17.9949113566888	18.2348034006902	18.0817070734432	18.085456898506	18.3136093655452	18.1243384349906	18.0659209559475	18.0340197707971	18.1081977225358	18.0894918611742	18.0739375656243	17.9598208595808	17.9597359740284	18.2573510087093	18.2571115648924
"P0A6L9"	24.5431481994024	24.3154663600125	24.6860980249588	24.4658916863347	24.5775410824174	24.4384053225794	24.3598516845606	24.4604711449506	24.7563313317914	24.4318479968412	24.5817414562181	24.9195305916298	24.4524747781413	24.3497585172699	24.4034063317465	24.6165836167183	24.3550929575685	24.4390207269752	24.4429164211764	24.4005428076289	24.4762888627785	24.3958708890031	24.525131497994	24.6326795393589	17.6745647029151	17.6226452872009	17.8735882979114	17.5607209243006	17.8121459618619	17.7760602812215	17.4283601727043	17.6955953358566	17.6435955230804	17.6649124964625	17.7376368582465	17.9304948047238	17.3499636379972	17.716812764312	17.8429027403424	17.8537603271745	17.8452817664152	17.2722743886224	17.4404312328253	17.5500027039028	17.5018060920017	17.3113758166368	17.2685328628127
"P0AA10"	27.854747468818	27.9128447142486	28.4301465595894	28.3636218332244	28.0282942640119	27.766753679324	27.7948999890966	28.1357043941451	28.2909228165762	28.110143793696	27.7356350389497	28.291427919612	27.9231300960537	28.109610898189	28.3546928855359	28.3580849349401	28.3381392521198	28.4751881777224	28.3244140248946	28.4578643496616	28.263918469698	28.2778296425256	28.5320613475793	28.3558776505847	21.4785099353255	21.8397435534196	21.3642554417968	21.3894097239725	21.6366396650581	21.5691231746228	21.5291950857951	21.5374373958366	21.8960485298971	21.3130014648513	21.4853615705629	21.6808582553188	21.5233820061169	21.8263669349213	21.8789205340788	21.9228355262088	21.8340551152616	22.083161157633	21.8830220843081	21.8328815175933	22.1258636874516	21.7529195963291	21.8449807727795
"P69451"	24.016950732755	23.975647884512	22.8560105555177	22.6608515909504	23.7845162358302	23.7209326672879	23.8801040081762	23.7490690390538	23.4416063616523	23.9540517933395	23.7957349000049	23.0564128056403	24.0906164269663	23.8028306866604	22.0933627555851	23.1643904692202	22.3114916783688	23.106992569466	22.8115742125106	22.8236972631992	23.2328708676968	22.8393745049481	22.3286650673122	23.0022154983306	16.4999174969814	16.5021107735361	16.6806067649597	16.34552999397	16.5974764706277	16.5880543227014	16.5590797848855	16.4724322401399	16.5053355174973	16.4407280698069	16.5432750490612	16.7387124302692	14.5394557061993	15.1990319761433	15.1891952497402	15.4123415960883	15.3638849256516	14.6460973879908	14.4610893041239	14.9428351907727	15.1238142540007	15.3322638752374	14.8284687498613
"P05042"	25.8183479299026	25.7762329115547	24.5677001244007	24.3521452885629	25.9907983671671	25.8298059496101	25.8778455921388	25.7859507790422	25.9241738720848	25.9571311862715	25.613723267084	25.2495708037558	25.7950734524899	25.8412840796998	24.5462254155053	24.6004478820509	24.7082516253094	24.617452667923	24.6947464040143	24.582074660716	24.4896708595841	24.3881184794681	24.809160690347	24.441479722808	17.2761971199256	17.3556608020961	17.2713627156751	17.2598811574473	17.3674915391314	17.41377665962	17.4575331825872	17.3653911979976	17.2897127314952	17.5042370883794	17.3108168886893	17.5927854956493	16.196851825774	16.1085795858852	16.1561344421455	16.2725350211753	16.0788971526127	16.2266492606105	16.0391482491906	16.0012300457442	15.8771690814843	16.2291060737734	15.9866331392553
