"rowname"	"Ref8537_QC1_20230414_1"	"Ref8537_QC2_20230414_1"	"Ref8537_QC3_20230414_1"	"Ref8537_QC4_20230414_1"	"Ref8537_S4_20230414"	"Ref8537_S8_20230414"	"Ref8537_S11_20230414"	"Ref8537_S18_20230414"	"Ref8537_S21_20230414"	"Ref8537_S26_20230414"	"Ref8537_S35_20230414"	"Ref8537_S37_20230414"	"Ref8537_S45_20230414"	"Ref8537_S49_20230414"	"Ref8537_S52_20230414"	"Ref8537_S60_20230414"	"Ref8537_S65_20230414"	"Ref8537_S69_20230414"	"Ref8537_S75_20230414"	"Ref8537_S79_20230414"	"Ref8537_S82_20230414"	"Ref8537_S88_20230414"	"Ref8537_S94_20230414"	"Ref8537_S100_20230414"	"Clinspect_E_coli_A_QC1_Slot1-6_1_8640"	"Clinspect_E_coli_A_QC2_Slot1-15_1_8649"	"Clinspect_E_coli_A_S5_Slot1-7_1_8641"	"Clinspect_E_coli_A_S7_Slot1-24_1_8673"	"Clinspect_E_coli_A_S14_Slot1-11_1_8645"	"Clinspect_E_coli_A_S20_Slot1-20_1_8669"	"Clinspect_E_coli_A_S23_Slot1-8_1_8642"	"Clinspect_E_coli_A_S29_Slot1-19_1_8667"	"Clinspect_E_coli_A_S34_Slot1-18_1_8666"	"Clinspect_E_coli_A_S39_Slot1-26_1_8675"	"Clinspect_E_coli_A_S42_Slot1-21_1_8670"	"Clinspect_E_coli_A_S47_Slot1-14_1_8648"	"Clinspect_E_coli_B_QC3_Slot1-23_1_8672"	"Clinspect_E_coli_B_QC4_Slot1-10_1_8644"	"Clinspect_E_coli_B_S53_Slot1-22_1_8671"	"Clinspect_E_coli_B_S58_Slot1-5_1_8639"	"Clinspect_E_coli_B_S62_Slot1-16_1_8664"	"Clinspect_E_coli_B_S66_Slot1-13_1_8647"	"Clinspect_E_coli_B_S78_Slot1-17_1_8665"	"Clinspect_E_coli_B_S85_Slot1-12_1_8646"	"Clinspect_E_coli_B_S86_Slot1-4_1_8638"	"Clinspect_E_coli_B_S91_Slot1-25_1_8674"	"Clinspect_E_coli_B_S98_Slot1-9_1_8643"
"P0A9B2"	29.9563758027247	30.0348301466788	30.9325403704418	31.1474655336786	29.9621253613865	29.9548932376407	30.0183815210479	29.9430753897209	29.710468687557	29.8957159094868	29.8793968799502	29.3377990901261	30.1451710221884	29.9779695892321	31.1815115998557	31.1571194642007	31.1406624348978	31.0759782699595	30.9833960639926	31.0585440059494	31.1446910200435	31.2324187221366	30.9343554619468	31.2885376601814	21.7712057308338	21.8530125172964	21.7308921595459	21.8160297354878	21.9066264060688	21.9107342134051	21.8100820515179	21.7697700607785	21.9896564324594	21.7931190488906	21.9486816289581	21.7885064671747	22.7906257119764	22.9723575709813	23.054570867392	22.947656555161	22.9906226771472	22.8590990894696	22.8611645439022	22.9972597794556	22.9800576230241	22.9693303055089	23.0815188710052
"P0A8I8"	23.3829775229104	23.5656855071581	23.5789636741084	23.4715462264824	23.5147747224173	23.5863821493927	23.2909070018002	23.5653252503061	23.4518525136577	23.5478556826451	23.3077339062621	23.8588866916615	23.2646344474005	23.4296279159489	23.5335740318917	23.5657552239011	23.5842500873679	23.6489763039722	23.3802316939928	23.5914931277266	23.5267499505662	23.4366337770807	23.5114245206749	23.4521416800322	16.0314082924762	16.4141599833539	16.0401955248984	16.2455322808055	16.3057536166458	16.1625585162203	15.908751467175	15.9814736321157	16.2234587520129	15.8400943694734	16.131519392199	16.3920909775639	15.6643056081388	16.3031546407686	16.1148586669764	16.0788075282369	16.2402453744724	15.8751037756443	15.9303238523218	16.0778275497779	16.2522681192498	16.1514189496367	16.0910861583033
"P0A8T7"	27.9992287956862	28.0373094955989	28.2689540907868	28.2954930440396	28.0024515922866	27.9659493785603	28.0805230048099	28.0590780426761	27.8960191875196	28.0679189107783	27.8685715523131	26.9504586282374	28.0142126203539	28.0442582779388	28.2709999518077	28.245109207321	28.2662887861842	28.1602045068736	28.2792785119985	28.2495735161774	28.2588292767022	28.2527255179901	28.2343628343331	28.2301260833143	20.3049996293182	20.3904124979344	20.2413384800326	20.3232153265458	20.4447965234065	20.4015899546628	20.4048255730317	20.4223748511602	20.4368904366803	20.5060867150591	20.491344243702	20.4248264870295	20.3733388596159	20.4367278061942	20.7168680137802	20.7120298599253	20.4693715409578	20.5661246664043	20.3969162066164	20.7815678287903	20.7360269515407	20.6602727660065	20.7572728012607
"P0A794"	24.8328216539673	24.8900818457185	24.64441193065	24.5373473368596	24.5713274632473	24.5628707865834	24.5340967130597	24.6674806115173	24.6489982395965	24.6720752372389	24.578249673866	24.5168616497814	24.7172603497057	24.704293539444	24.6278907362973	24.5688831985417	24.7289188285144	24.5677117278772	24.5095773801311	24.633660891047	24.6569770933898	24.6699473123006	24.6459954429676	24.4951111230721	18.5184764343763	18.8783742755147	18.6201589576621	18.9764718264642	18.6165308961275	18.9221981968994	18.6743612550951	18.64057681508	18.7230175976697	18.6685006925772	18.6267713549991	18.7119693852035	18.4564185905066	18.4900713263652	18.5315147269709	18.5065555307513	18.6805689947031	18.0727083443804	17.9657730135631	18.4218511589387	18.5770636527505	18.4811726879452	18.4884050457042
"P0A7J3"	29.84594024623	29.7070109511023	30.1349777540024	30.1167661277171	29.9113652876024	29.8563291230991	29.8107903341316	29.7607870657271	29.5960211873005	29.7505580948681	29.8321591864422	30.1575471658976	29.8867156979301	29.7925468812833	30.1755993448886	30.4705625469859	30.1959290626186	30.2978361349955	30.3774007797936	30.1978631983109	30.297212994891	30.2320240939033	30.1062446290124	30.3162120355926	20.0984767891666	20.0031390495098	19.8690801989345	19.8608596490851	20.0862943429389	20.0945519613476	19.8523130937935	19.9157349830947	20.0606669094843	19.9089628047023	20.1222719163296	20.0033586921222	20.1493452345485	20.5069970855377	20.3878490508349	20.6337207485304	20.5368732495625	20.0860610481388	19.96561520893	20.4034739463334	20.5193367863795	20.3479975980125	20.3800044009457
"P00935"	25.7214934005878	25.6898370966246	25.7761349998523	25.7016232140619	25.8200707401756	25.7650608462178	25.5204480749187	25.5947993171845	25.7828353827221	25.6706794781955	25.4145362117585	24.6959678074001	25.5913761322853	25.6266464924875	25.7511294662683	25.8046853467282	25.6821616761124	25.7472413358326	25.6746526248738	25.6502151441186	25.7002822263547	25.810945967507	25.61381036828	25.7159757062665	17.4875024906028	17.4966431609872	17.5000716018806	17.5564611493715	17.4459120468192	17.8476324101675	17.5265985738286	17.6601491372019	17.7101270514713	17.5117372138834	17.676081036775	17.6983587626075	17.5781589014235	17.4542350238776	17.6828094632376	17.5843753471414	17.5083518924263	17.4461140421432	17.5874405903542	17.629982653954	17.3916212000762	17.5101692054769	17.6672709639338
"P0ACF4"	30.3928740641683	30.1517775850682	30.0536976905595	29.5664395037075	30.5275719187184	30.2483931311101	30.1948847240195	30.396104109466	31.2369178519231	30.4135092369475	30.2986884171082	31.0589826013442	30.391891350653	30.3463172189043	30.1789027473529	30.0205555126817	29.9857930021906	30.2096927456182	29.743999407417	30.0928012484408	29.8984200535014	29.9413692000961	30.3456935290475	29.9723514351302	21.0579533943191	21.2121389254522	20.6185844527745	20.9558102245541	20.9913045463575	21.3166074715155	20.9403279368393	20.9095591313299	21.2703979943725	20.7499446967066	21.5817449035551	21.0891879487212	20.5060867150591	20.35113981999	20.6787325111893	20.7719149728963	20.8231510708931	20.0478401600439	20.1899065804932	20.9470090463733	20.3774541510445	20.6398529383899	20.3276074633462
"P0AG84"	25.356849943262	25.4455266622945	24.7499845796676	24.9770508571833	25.0717787043432	25.0083627929568	25.8250375705195	25.3190896545156	25.0626311861066	25.2375317965842	25.123656185908	25.1271917653736	25.2472978109156	25.3249710402382	24.8756211292237	24.8780234010906	24.6878820316417	24.9096818092461	24.6919385688329	24.9990136863876	24.9668361597566	24.8444914283689	24.7912698228607	24.9537010928988	16.7807191704955	17.467605550083	17.2607725523535	17.147870697829	17.2918361947054	17.0682954518281	16.9365114216133	17.7055378963808	17.7099655670555	16.8286199797847	17.2883073685458	17.077660678618	16.4348236662192	16.77797442834	16.6475708515507	16.77688277639	16.8829415104101	16.490120697324	16.8173959200072	16.3439837526245	16.5263448747354	16.5641107777847	16.4685047254752
"P0A9M8"	27.602869019374	27.5696206790063	27.3106003013527	27.2183388500164	27.7101385628537	27.578033676764	27.729093924276	27.9299953997404	27.77450969953	27.8224772784716	27.5415967880775	26.6664542824228	27.7324361214594	27.8727335824878	27.3222878377374	27.1707374479896	27.0857588428896	27.4247355226915	26.8403214435643	27.2404263302799	27.1313096122887	27.4129886131134	27.1117960120829	27.2468358977975	20.2695307912531	20.25609118092	20.2821223915751	20.2082796133454	20.2542697415872	20.3546841432277	20.3196699161223	20.3922063013276	20.3533923895121	20.3232483173883	20.344978512237	20.3345526337524	19.9693865213423	19.901323590662	20.1211591159484	19.8196458577345	19.9441944489313	19.5320324455167	19.576227828144	20.1552753052797	19.9624413646064	19.7550766452013	20.0545857712065
"P0A9Q7"	27.1637592225562	27.2684767516604	29.8401038011853	29.787273348574	27.0038244640371	27.1094763981221	27.740326860027	27.2515296518867	26.659747596995	27.193296820196	27.1196529398853	26.4777005910417	27.29499374309	27.2902373505522	29.9315685693242	29.6943924020763	29.567854225462	29.7224709025162	29.2369623164017	29.8164427077371	29.7600700456933	29.8660467384939	29.5368184231694	29.8316323151751	19.6029217320096	19.6888769120057	19.5713897320963	19.6148302409863	19.7845645594888	19.3428277564792	19.627694178183	19.8269937369669	19.9117269790101	19.6069238482627	19.7487693930005	19.3845476877446	21.9141843707698	21.9176736390109	22.0799397991405	21.8573097982975	21.8493134634439	21.7848017612483	21.8460948245376	22.1705938206828	22.1062753848758	21.9713421708232	22.1796843801476
"P67087"	23.5682743844898	23.5231402827095	23.3059125583627	23.3853100089955	23.4340010167245	23.4024698039268	23.3412446217182	23.1804312534454	23.2834230084566	23.3865735106401	23.4960321019342	23.4351844455055	23.4216380336659	23.353357388424	23.240452170938	23.3983783800194	23.3361992535418	23.1444304639122	23.3248749296768	23.2810470838433	23.4248316116103	23.33801000001	23.2640616936673	23.4147265211323	16.9308297203017	17.3803088597685	16.9949279252659	17.3453619291766	17.0739741646668	17.1497669627749	17.1234040682405	17.0504332498417	17.2669512058023	17.2013390378287	17.0800159464833	17.244716883502	16.9365574292204	17.1569027360973	16.9466778662041	17.065763218275	17.1766601479309	16.6713890273028	16.6728258508283	16.7842386429667	17.0298264111285	17.0949539425432	16.8672184008943
"P0AEJ2"	25.6553564584873	25.7920075132188	26.0590450258485	26.2986827368942	24.9551344314197	25.4347010112445	26.4428579052541	26.3173585099197	25.2505614025698	26.2598683022844	25.4730927012771	25.3803803401349	26.2302818645972	25.9966022684432	26.2155866168358	25.8868557961409	26.1417060780636	26.0834273860512	26.5914645931279	26.623200436675	26.8314450710241	26.4925341397275	24.9847537768313	26.9862108702932	18.2490532527252	18.3978500797706	18.6498069925401	18.1327155956007	18.4650362330366	18.079266012938	17.7382704210345	18.3636856242956	18.695326858875	17.6754195597987	18.3988856167608	17.8467758482012	18.3483996658476	18.8576105087918	18.8268929084839	18.9044200029366	18.6062425359591	18.4758046648082	18.4081306797059	18.8089578922662	19.2043203892434	18.6730640318174	18.7622555014557
"P08142"	25.4994699011224	25.6183183950805	25.5788226294887	25.4847078588459	25.6851169497888	25.3901277494913	25.5305083797857	25.6109445095253	25.4571739409691	25.7545000687794	25.3044127395836	24.4970682624904	25.5555729300326	25.6136305406771	25.6405917081191	25.5123050034108	25.5299814190078	25.4945466567515	25.5026507062295	25.580013878907	25.4367417829716	25.3861853648743	25.727836654394	25.3676970865834	18.8380805520778	18.9777718301256	18.8898158592613	19.087701088365	18.9352053439261	19.1206023937142	19.2517667016738	19.1419574337696	19.1749378700087	19.2434924579178	19.2012576636353	19.0243848965188	19.1200429245398	18.8347518731455	19.0478614556537	19.1057269533852	19.0357656500296	19.0835390574929	19.1633007912423	18.9864142685649	19.1258952099872	19.2301963885736	19.0666568371371
"P76576"	24.7888778086671	24.758711807379	24.8736326019878	24.7912350402667	24.8981282384356	24.6934867448058	24.904403647974	25.0305817724511	25.1838479700822	25.011910715212	24.6720374588387	24.5910422150675	24.7727366128728	24.8100879369182	24.9481852276458	24.954815048934	24.9565176057427	25.0848307662794	24.819269292307	25.0083157703222	24.8569604094166	24.8644092885412	25.0544690205386	24.7649849445947	18.7857844950254	18.8833025657421	18.5480279007476	18.6284597801869	18.6254555787769	18.7105239571745	18.5932342678686	18.6146128005182	18.8448589788834	18.7057606152227	18.7087033474479	18.6958569678807	18.433544692003	18.7889890929441	18.7334390828994	18.7439271391259	18.7699282158104	18.3896691470003	18.334172881246	18.6205062279544	18.7616616014572	18.2668460052628	18.6308003571497
"P0AET8"	26.6553591883593	26.738176187935	26.2452896774567	26.4459181070904	26.7990944304871	26.9421246476984	26.9860372255197	26.6974347792247	26.6518059861253	26.7853272398657	26.9100616784154	26.4128707403968	26.9001547306032	26.7664567238381	26.5916928541162	26.6859082777176	26.5970324045364	26.4968077686174	26.5311690416571	26.51023411032	26.6443156542457	26.7000043511378	26.4776033280478	26.6384306107867	19.3707384831916	19.3678604905751	19.3829616965685	19.2471510291465	19.3620658145716	19.2751924243591	19.0258992390218	19.4087567999468	19.5626765777741	19.131525420899	19.2172832642852	19.2094390863501	18.6778538146279	19.1449917558187	19.1940378089147	19.1054200475992	19.1802175535849	18.4953085426149	18.8253594473054	19.2142811706215	18.9130910085432	18.9579465565069	18.969892365295
"P0AFI5"	19.3874851766097	19.9298420734048	20.1568805225435	20.1912809547743	19.3483305008669	18.7513250283433	19.2353037349227	19.7265690895823	19.5018546743644	19.5205975807415	18.9800837792581	18.3073031079073	19.1801179780664	19.8039702673156	20.0221916920442	19.9616644728385	20.0683374431265	20.0463886559828	19.7871995409503	19.8850409305764	19.877317089448	19.9825925723486	19.9836505320547	19.9320590022692	14.1065138683504	14.4910889669417	14.2371203124618	14.3765256300627	14.1309003115626	14.2247327881348	14.3308468698632	14.1681158024373	14.4054606081528	14.4402073481435	14.0214658467341	14.2845349540084	14.7967494219023	14.7977324431085	14.5683243053146	14.7502777980686	14.8323411873714	14.8981526009079	14.4743840727643	14.690952829513	14.8735162070147	14.7694866294093	14.9481846928306
"P25888"	22.9630078786435	23.0694327217576	24.059870219939	24.2923612359954	23.1009821248793	22.9899526084798	23.1708871718738	23.114611964648	22.8236933764401	22.7968460435498	22.8234718138567	22.3162649565701	23.0339747528966	23.1189768644675	24.0575832742331	24.2965891479437	24.0826886435648	24.2146013439406	24.2569261988795	24.0040088441482	24.0856737602874	23.906290595373	24.0774823789217	24.0733610082015	14.3773393366956	14.9497537718556	14.4968038562807	14.9353768700204	14.5770038879935	14.5920248180893	14.9361225987432	14.6728341360446	15.0164601049792	14.7606212005496	14.7016909127863	14.7545900408814	16.6959486977457	16.9583374731993	16.6620007187185	16.9139879625992	16.9351650496037	16.9043288538165	16.5033288566267	16.4570489620337	16.7265108843085	16.8299456618069	16.8370118970201
"P16659"	26.5843992049129	26.5900799871913	26.6631048368933	26.6900849578717	26.5673374687253	26.5508597850249	26.5237729259559	26.4369815906733	26.2629674600337	26.503160441006	26.4254208170191	25.6908735662445	26.5767802554538	26.4519499566281	26.5923489033567	26.626462687684	26.6518333518765	26.2944662235158	26.6425678085697	26.5508172277573	26.6603734242419	26.6875510354276	26.5477159756052	26.6243584042968	19.3473553540667	19.6209804569754	19.4076702457764	19.568639007992	19.3940167239942	19.5342876820306	19.4870667075737	19.4445094195124	19.4986116146276	19.556025121077	19.4604458971133	19.5006785216854	19.6007332462584	19.7215448206578	19.6242528584731	19.7251914893694	19.7168797330924	19.2499235927595	19.1789711500099	19.7339222836251	19.664879519961	19.6823568465706	19.5379065595657
"P0ABQ0"	24.283352352879	24.3024163635224	24.0139901531475	24.0885233213155	24.3319971996889	24.2375099151897	24.334031539775	24.4994851078911	24.2009907719367	24.3303156809799	24.1022387707109	23.2874446671557	24.3178622044752	24.4355341982384	23.8783555643662	23.8367654088867	24.1153726481786	23.9557907179033	23.9750705650635	24.142269131954	24.002232670103	23.9916505495827	24.0435096281451	23.9793599484596	16.7588998399364	16.9066087917125	16.9130880859573	16.506313780361	16.8057438721516	16.8731677168881	16.6121197783165	16.888493552022	16.7496992388281	16.3057589595089	16.8274667611457	16.7141918449772	15.5428202836081	16.5625524939987	16.3666415254652	16.5489121944587	16.4009811389629	15.7219402663157	15.9171412782973	16.4076345663827	16.5565404811224	16.3385118143484	16.347830685333
"P0ADC3"	23.2041382660254	23.3017886590379	23.4971413751239	23.6402965766451	23.3991741194072	23.3929661592503	23.6625888466805	23.488439370893	23.2653500699553	23.4556698670476	23.3986393265429	22.4942115338947	23.5583581157	23.4566852889207	23.6061761043494	23.6798580426946	23.5129559738103	23.5764861920896	23.6178897989923	23.4487686608128	23.5393368040205	23.5566987573835	23.4581632676998	23.5532102242758	14.8029000095965	14.9428168678109	15.1451559950746	15.0174261051151	15.3037308122591	15.1644316575791	14.7064960180612	14.9970868391549	15.1758341008746	14.4607438434275	15.1432636222427	15.2754479834251	14.9020594433029	15.619087979673	15.4464113278139	15.330591310912	15.5857195760515	14.7706019556238	14.066341505445	15.4223407656076	15.384014719272	15.0715754876697	15.3475244844125
"P10121"	24.8845077913478	24.8230752484995	24.7774600100022	24.81796263572	24.7785983457354	24.8533904686478	24.7577305913836	24.6543296603319	24.5085320342789	24.7732146805602	24.782717924546	24.824770579618	24.8673300257186	24.706128996014	24.7108177820469	24.8342644480491	24.85496023913	24.6287196364085	24.865381951395	24.7691838887133	24.8280971543097	24.8451904410132	24.765106385275	24.7819929709914	17.5938068882073	17.7540393147136	17.5564386961971	17.8799361747245	17.8003058991943	17.8122587958242	17.6939837240256	17.7100934103752	17.8370981579185	17.8785479033986	17.7133798019643	17.8086311566009	17.7231076168072	17.9065383321369	17.8013483979718	17.8089830227142	17.7829726217355	17.677120871624	17.6293708511395	17.7580475005131	17.7517990082228	17.7806422862171	17.7105105045318
