"MSP"	"ERS2637868"	"ERS2637867"	"ERS2637866"	"ERS2637865"	"ERS2637864"	"ERS2637863"	"ERS2637862"	"ERS2637861"	"ERS2637860"	"ERS2637859"	"ERS2637858"	"ERS2637856"	"ERS2637855"	"ERS2637854"	"ERS2637853"	"ERS2637852"	"ERS2637851"	"ERS2637850"	"ERS2637849"	"ERS2637848"	"ERS2637847"	"ERS2637846"	"ERS2637845"	"ERS2637844"	"ERS2637843"	"ERS2637842"	"ERS2637841"	"ERS2637840"	"ERS2637839"	"ERS2637838"	"ERS2637837"	"ERS2637836"	"ERS2637835"	"ERS2637834"	"ERS2637833"	"ERS2637832"	"ERS2637831"	"ERS2637830"	"ERS2637829"	"ERS2637828"	"ERS2637827"	"ERS2637826"	"ERS2637825"	"ERS2637824"	"ERS2637822"	"ERS2637821"	"ERS2637820"	"ERS2637819"	"ERS2637818"	"ERS2637817"	"ERS2637816"	"ERS2637815"	"ERS2637814"	"ERS2637813"	"ERS2637811"	"ERS2637810"	"ERS2637809"	"ERS2637807"	"ERS2637806"	"ERS2637805"	"ERS2637804"	"ERS2637803"	"ERS2637802"	"ERS2637801"	"ERS2637800"	"ERS2637798"	"ERS2637797"	"ERS2637795"	"ERS2637794"	"ERS2637793"	"ERS2637792"	"ERS2637791"	"ERS2637789"	"ERS2637788"	"ERS2637787"
"msp_1287"	0	0	0	0	0	7	0	0	22	0	0	0	0	54	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	34	0	0	0	20	0	0	0	0	0	0	0	21	0	0	0	27	26	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	58	16
"msp_1291"	187	0	83	7	41	236	37	42	0	633	359	190	10	45	115	404	85	0	53	0	645	0	466	53	117	993	160	669	413	177	0	354	592	0	264	219	61	110	0	37	121	247	19	87	164	0	1609	0	306	243	385	96	164	38	148	147	111	113	561	673	471	340	0	640	187	787	192	471	216	211	89	712	110	37	0
"msp_1292"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	16	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	38	0	0	0
"msp_1293"	235	0	0	0	0	0	0	0	0	0	590	652	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	663	0	0	0	62	1116	229	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	1711	0	0	0	0	208	0	0
"msp_1300c"	18	0	0	0	0	321	0	0	0	0	0	17	0	0	0	0	0	0	0	46	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	26	0	0	38	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1302"	473	825	35	0	0	225	2247	259	0	3611	1131	0	740	272	922	239	53	0	0	0	1816	0	11	0	0	1187	988	0	0	27	39	535	680	416	757	153	722	1028	34	2229	417	0	0	0	0	105	1488	0	465	411	14	139	1810	530	142	486	138	104	1014	186	640	4652	0	0	0	0	151	9	0	2337	179	579	889	566	69
"msp_1308"	0	21	754	12	0	0	0	48	0	0	0	45	0	0	73	0	1799	0	30	0	0	0	7	0	0	0	54	25	0	137	0	0	0	0	12	42	150	0	0	0	35	0	0	48	0	0	0	774	0	0	171	0	48	15	32	0	0	0	0	39	0	21	0	107	8	0	0	36	0	0	0	0	0	31	0
"msp_1311"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	158	0	0	0	0	0	0	0
"msp_1312"	0	362	20	0	0	120	307	0	0	45	0	41	14	236	196	0	237	151	0	59	226	21	87	0	454	0	47	0	9	0	34	50	125	0	226	93	8	0	116	0	54	54	0	16	25	137	55	0	0	0	0	0	16	0	21	0	219	175	237	34	0	130	0	665	13	202	54	0	0	0	233	41	27	22	134
"msp_1315"	0	146	0	30	0	47	11	0	0	26	45	0	0	0	0	32	0	0	0	40	94	0	22	0	0	61	24	0	49	0	0	40	19	0	0	30	51	15	0	24	35	0	0	0	21	0	23	0	0	0	0	26	55	0	101	0	0	0	10	0	0	0	0	0	0	32	71	0	0	0	0	49	9	49	0
"msp_1323"	489	0	365	79	384	192	453	226	0	65	1730	77	671	309	54	215	408	0	0	0	357	0	29	319	40	1459	125	44	22	868	0	24	190	388	234	29	0	1593	50	2363	600	810	285	76	37	1009	711	27	581	172	51	572	64	184	73	1190	707	95	678	42	740	500	0	868	47	54	224	31	3773	1474	1431	187	467	1110	635
"msp_1325"	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	10	16	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	0	0	20	0	0	0	0	0	0
"msp_1329"	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1331"	0	0	0	0	0	0	0	25	0	0	0	0	0	0	308	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1336"	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	106	0	0	24	4	9	2139	0	0	0	0	0	5	5	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0
"msp_1339"	37	107	0	7	0	434	1543	114	0	29	23	0	37	0	33	204	0	0	128	31	8	605	56	51	0	0	91	142	7	37	0	0	32	31	20	139	31	0	851	1380	0	46	0	0	89	175	0	0	0	0	0	0	126	129	14	172	0	20	0	28	0	22	44	149	34	37	0	0	66	0	123	42	0	156	49
"msp_1342"	0	0	46	0	203	0	2444	0	0	0	542	0	0	74	0	373	35	0	0	0	3539	0	0	31	0	114	0	0	0	117	0	220	0	527	549	1596	0	0	0	1090	0	0	0	0	0	26	42	0	0	139	74	479	0	0	62	0	2585	45	0	0	151	292	0	0	0	0	138	45	29	32	0	0	0	50	0
"msp_1343"	58	0	0	0	3881	0	0	0	0	0	0	0	61	80	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	1162	0	0	0	0	0	28	0	0	0	0	0	0	0	16	0	0	480	0	0	0	0	0	0	0	0	16	0	0
"msp_1347c"	0	0	0	0	0	0	0	403	0	0	407	402	72	268	0	0	0	0	0	0	877	0	0	0	0	0	1026	0	0	0	0	0	0	542	71	0	0	0	0	952	0	0	0	0	0	0	446	0	366	253	662	0	277	0	1073	2055	602	30	189	0	284	305	0	0	0	0	252	332	0	0	0	81	297	987	0
"msp_1349"	388	644	965	214	515	5	340	310	0	234	0	12	524	134	232	78	326	0	8	0	61	363	0	227	167	106	0	0	0	855	1745	224	508	0	321	575	224	991	1957	667	929	26	473	635	598	741	105	0	0	50	0	388	268	239	0	713	0	0	779	99	0	596	26	242	39	391	0	0	188	0	0	257	165	0	438
"msp_1351"	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1353"	158	0	0	0	0	0	0	0	0	0	140	20	0	0	0	75	0	0	0	193	88	0	0	0	0	74	167	0	38	35	0	90	28	51	39	339	0	0	0	0	54	0	0	0	0	31	113	0	141	132	111	96	41	192	340	59	23	54	39	0	77	69	0	0	0	0	119	168	0	0	0	36	44	0	0
"msp_1356"	42	580	583	232	0	89	640	95	299	1756	182	0	12	0	378	69	89	0	0	0	39	0	96	39	0	384	197	132	66	97	69	179	0	0	191	156	106	121	836	85	1548	155	0	19	550	42	83	0	0	0	0	37	97	14	57	334	123	97	125	1097	49	0	0	365	314	139	0	18	0	164	0	59	64	103	21
"msp_1357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	63	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	172	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	27	19	0	0
"msp_1358"	0	78	0	0	0	0	0	0	1512	0	0	0	0	0	63	0	0	0	0	32	0	0	0	31	0	0	0	0	0	0	38	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	56	0	40	0	8	0	0	0	0	0	0	0
"msp_1360"	0	0	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	12	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	34	0	0	0	0	0
"msp_1361"	0	0	0	0	0	9492	301	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	5322	0	0	0	0	0	7	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0
"msp_1362"	0	0	0	0	52	96	0	0	0	0	20	0	19	0	0	42	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	334	0	0	0	0	0	0	0	0	0	19	0	62	159	0	0	0	28	0	0	56	0	89	0	0	42	0	41	0	241	0	0	0	0
"msp_1373"	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	15	0	0	0	0	0	0	0	0
"msp_1377"	0	0	0	0	66	553	0	0	0	202	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	90	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	814	0	0	0	0
"msp_1381"	30	341	102	45	34	343	127	41	0	13	0	0	0	37	0	0	60	31	47	94	17	556	389	51	44	0	0	345	24	0	186	130	23	44	42	28	83	68	290	304	0	110	33	150	52	0	0	0	0	0	0	0	30	36	0	0	41	0	54	0	0	14	112	55	0	125	0	0	32	109	268	43	0	0	44
"msp_1388"	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	22	0	68	0	42	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	21	0	45	0	0	0	6473	732	0	0	0	0	0	0	0	0	0	0	28
"msp_1397c"	0	0	0	15	0	25	23	0	0	0	0	0	0	0	46	0	0	0	0	83	0	211	39	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	53	0	54	0	0	0	0	17	0	0	0	0	34	0	0	0	14	0	0	0	0	0	0
"msp_1403"	133	0	170	0	0	10	0	17	0	90	56	59	89	78	145	46	36	0	0	0	0	0	79	0	109	64	66	0	0	58	100	157	0	0	190	88	0	226	0	0	107	109	0	14	0	0	44	0	27	31	235	404	0	44	91	22	21	372	303	18	184	82	51	595	348	71	47	1072	21	49	0	39	44	91	11
"msp_1404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
"msp_1412"	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	91	0	0	19	58	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1413"	0	0	0	0	0	0	343	0	0	0	0	0	123	0	0	3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	54	0	7	0	0	0	0	0	0	0
"msp_1418c"	0	30	40	11	0	0	16	34	0	88	0	43	26	208	0	0	113	48	88	33	0	0	33	0	66	0	73	34	21	267	0	45	45	39	0	18	136	0	0	0	0	22	86	0	20	26	44	428	0	0	0	0	0	25	34	0	0	32	0	0	0	35	515	24	0	57	0	0	25	251	65	0	37	0	0
"msp_1421"	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	22	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	21	0	377	40	0	0	0	8	0	0	0	22	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275	0	0	0	0	169	212	0	0	0	0	0	0	0
"msp_1428"	150	249	0	0	0	0	0	228	0	0	43	62	93	42	0	29	45	0	0	15	0	0	12	0	0	74	109	0	0	109	0	0	26	206	0	30	0	0	0	168	98	234	0	0	0	84	35	0	120	66	0	121	0	195	18	145	188	12	68	0	58	153	0	157	0	83	143	0	49	44	0	97	48	88	74
"msp_1441c"	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	72	0	0
"msp_1444"	0	0	0	0	0	562	0	0	0	49	0	0	0	0	0	111	0	0	0	30	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	76	13	0	0	94	0	0	0	0	131	0	18	0	0	0	0	16	27	0	841	0	0	24	0	0	0	43	0	362	44	0	0	38	13	0	0	0	0	21	0
"msp_1457"	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
"msp_1459"	0	0	0	0	0	0	0	0	0	0	98	0	0	0	81	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	42	0	0	48	128	0	0	0	0	0	0	0	0	0	124	0	0	0
"msp_1461"	30	0	174	950	0	32	26	36	0	300	792	0	0	0	415	33	80	0	0	52	351	86	0	139	0	28	186	315	94	0	0	0	49	0	273	0	158	147	223	27	153	0	34	118	167	16	0	0	20	46	0	106	39	31	0	66	19	145	82	1009	0	25	0	233	284	192	0	48	0	0	0	139	29	0	0
"msp_1465"	0	0	0	0	0	0	0	0	0	243	1015	0	0	0	0	0	0	0	0	0	1647	0	0	0	0	3269	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	1949	0	113	190	30	191	0	0	144	0	0	0	0	0	0	0	0	0	0	0	177	20	0	0	0	13	0	1278	0
"msp_1473c"	581	0	0	0	0	0	0	0	0	0	0	0	0	2250	0	95	0	0	0	0	0	0	569	0	0	0	0	0	0	6	0	0	0	0	96	0	0	0	0	33	110	26	0	0	0	0	0	0	212	0	0	357	110	0	0	370	17	0	1882	0	404	0	0	1147	0	0	0	0	0	0	0	161	0	117	0
"msp_1479"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7226	0	0	0	0	0	0	22	0	0	0	349	0	0	0	0	0	0	0	22	0	0	56	39	0	0	0	0	94	65
"msp_1483"	0	0	0	0	0	0	0	0	0	120	0	0	59	78	0	0	0	0	0	0	0	0	0	0	0	18	21	0	0	0	0	88	0	123	0	0	0	308	0	76	178	0	0	0	0	0	598	0	0	0	0	72	0	0	0	0	86	0	261	0	216	477	0	320	0	0	0	0	0	0	0	0	0	1911	0
"msp_1484"	0	0	0	6	0	0	18	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
"msp_1485"	0	18	0	0	0	251	27	0	0	277	15	0	0	0	0	0	0	0	0	0	9	0	0	33	0	0	78	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	8	0	0	98	0	0	0	0	0	0	164	0	0	1938	0	0	0	34	0	0	0
"msp_1491"	0	0	0	0	184	171	206	0	0	0	0	0	0	0	0	0	64	0	0	968	0	0	308	0	1035	103	269	0	0	0	0	0	0	0	0	9	0	0	0	0	0	102	0	0	0	0	0	0	0	36	0	22	98	0	0	30	0	213	0	0	0	0	0	0	0	1335	331	0	0	122	0	346	0	0	0
"msp_1492"	114	0	0	0	0	14	34	22	0	0	508	303	385	0	452	42	0	0	0	132	144	0	0	119	0	93	0	0	38	17	0	71	0	61	19	66	0	0	142	138	87	42	0	0	0	35	291	0	159	96	398	320	0	83	260	91	15	390	0	48	98	316	0	0	0	320	198	1277	0	0	0	126	74	68	31
"msp_1515"	32	42	339	269	40	0	0	27	0	177	0	0	0	0	0	0	0	0	0	0	0	435	564	0	41	0	0	20	32	0	0	0	25	0	59	0	70	139	245	0	121	62	0	298	428	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	23	29	285	0	0	0	0	112	0	0	0	0
"msp_1519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	100	0	0	0	0	0	0	38	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0
"msp_1527"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1328	0	0	0	0	0	0	0
"msp_1530c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1531c"	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	517	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	880	0	521	0	0	0	544	0	0	0	0	0	1451	0	0	0	0	0	59	54	0	0	0	0	328	0	0
"msp_1533"	0	0	119	0	0	0	0	0	0	0	166	28	516	97	0	267	58	0	0	2231	0	0	305	0	0	411	0	0	117	328	0	0	206	2755	0	186	0	0	0	781	244	0	143	111	0	298	1187	0	1184	867	0	133	0	0	0	960	311	0	503	0	178	84	0	0	0	240	681	0	436	0	0	142	0	104	0
"msp_1541"	7	20	0	0	0	34	8	0	0	15	16	0	15	27	34	0	0	0	0	48	29	0	0	83	156	11	12	0	39	0	0	10	83	0	39	5	30	28	0	0	0	26	0	0	184	0	0	0	0	0	0	16	32	25	23	0	0	0	0	0	0	0	0	109	32	26	0	10	0	0	0	36	0	0	0
"msp_1543"	0	27	108	9	0	0	0	52	8	211	0	68	0	68	41	0	46	26	27	61	0	0	9	0	19	0	31	0	8	151	85	17	21	25	0	35	230	0	0	0	0	8	53	13	16	15	19	348	17	31	0	0	0	25	41	21	8	22	82	19	0	0	209	12	113	19	0	119	18	191	23	29	38	0	0
"msp_1550"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1556"	23	23	225	4	0	339	162	0	0	0	81	116	45	52	101	38	50	80	0	104	59	7	10	89	206	4	35	72	97	20	775	127	86	30	10	11	50	154	56	158	0	0	143	20	146	9	67	0	0	0	0	74	130	73	0	143	105	71	83	50	40	34	15	406	114	416	89	0	8	75	88	131	32	14	125
"msp_1558"	0	80	46	28	0	17	0	0	0	320	0	62	0	0	0	0	0	0	0	0	0	159	50	0	0	0	26	120	68	13	0	46	0	0	77	85	10	42	134	109	151	24	0	39	118	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	54	114	0	0	0	107	31	67	0	0	0
"msp_1562"	0	23	0	0	0	539	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	336	41	0	0	42	0	0	26	14	144	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	69	0	0	0	0
"msp_1564"	0	529	0	0	0	0	0	0	0	0	1544	0	163	0	503	266	0	0	0	0	0	0	0	0	0	0	81	0	0	42	0	133	0	0	187	455	0	0	0	0	0	78	0	0	0	0	286	0	210	201	551	0	93	0	0	0	132	1180	0	0	122	0	0	0	0	0	216	270	0	0	0	149	226	0	0
"msp_1567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	33	0	521	0	0	0	0	0	0	152	0	0	0	303	60	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	103	0
"msp_1570"	0	0	0	0	0	6453	118	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	2560	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1716	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
"msp_1581"	0	181	0	789	0	57	92	0	0	83	0	0	0	0	0	0	0	0	0	193	0	0	66	0	167	0	0	0	40	0	44	0	0	0	90	100	164	841	2262	0	45	143	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	35	225	0	0	0	373	377	268	0	0	0	0	0	85	0	0	17
"msp_1584"	0	175	77	35	54	10	0	0	0	14	0	0	0	0	17	0	0	0	0	0	37	0	137	0	0	0	0	11	0	7	0	86	12	0	17	0	46	0	148	0	183	7	29	120	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	20	0	21	123	0	0	0	0	0	62	17	0	0
"msp_1590c"	36	285	0	51	0	0	38	38	0	0	0	0	54	0	0	0	0	0	0	0	0	104	183	203	0	71	0	0	0	0	0	0	0	0	102	180	677	0	647	113	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	101	1133	0	0	0	64	92
"msp_1599"	0	0	0	0	0	0	0	43	0	154	14	408	35	0	160	0	0	0	14	9	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	28	10	0	63	0	0	0	0	0	0	0	8	165	0	0	53	0	0	0	4	0	14	7	150	0	0	0	0	0	6	0	0	0	0	14	0	0	41	0	0
"msp_1600"	0	0	0	0	0	2946	525	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	29782	0	0	0	0	0	73	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0
"msp_1601"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	171	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
"msp_1608c"	0	0	0	0	0	84	0	0	0	0	197	869	146	181	162	29	132	0	0	0	995	0	12	0	117	159	49	0	0	121	169	22	36	154	230	0	17	268	0	0	95	97	70	0	0	90	289	0	0	36	175	49	0	450	21	64	44	201	874	0	34	108	0	0	0	313	49	12	13	0	0	261	0	49	0
"msp_1621"	0	0	0	7	0	19	0	0	0	0	71	0	102	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	7	0	0	0	0	0	183	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	36	29	57	0	0	0	66	0	0	0
"msp_1622"	949	0	0	0	0	0	133	50	0	0	280	143	0	0	0	233	0	0	13	0	0	0	0	0	0	150	99	0	0	18	0	438	0	82	17	0	0	1236	0	276	189	0	30	0	281	362	74	152	582	158	20	162	0	0	645	92	862	56	0	0	19	946	0	73	0	322	357	16	1026	0	0	0	0	99	404
"msp_1628"	0	68	0	81	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0
"msp_1629"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	23	81	0	0	0	0	0	234	0	0	0	0	0	0	732	0	0	0	0	0	0	0	252	0	0	0	0	0	308	0	0	0	0	0	133	0	0	0	0	0	0	0	0
"msp_1641"	1284	997	1542	200	166	129	167	1501	0	0	709	407	1154	723	984	756	658	0	528	446	745	332	711	435	2988	1640	1065	0	804	1209	2113	1748	1848	794	509	405	0	558	633	442	771	1041	765	668	857	1874	540	0	2194	1033	22	1127	0	794	319	1924	1313	226	822	67	822	1145	1149	2779	175	2761	1302	0	565	295	2298	466	393	414	884
"msp_1643c"	34	0	0	0	45	0	0	31	0	0	127	332	108	75	114	59	29	0	0	0	0	0	37	0	666	906	44	0	73	237	0	172	152	78	100	367	34	0	0	0	0	0	0	96	0	182	293	0	90	196	1058	29	0	312	250	29	0	318	149	0	40	0	0	0	0	244	136	29	26	91	44	0	145	0	40
"msp_1644"	0	0	0	0	0	26	350	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	25	0	0	90	0	0	0	0	480	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0
