"MSP"	"ERS2637868"	"ERS2637867"	"ERS2637866"	"ERS2637865"	"ERS2637864"	"ERS2637863"	"ERS2637862"	"ERS2637861"	"ERS2637860"	"ERS2637859"	"ERS2637858"	"ERS2637856"	"ERS2637855"	"ERS2637854"	"ERS2637853"	"ERS2637852"	"ERS2637851"	"ERS2637850"	"ERS2637849"	"ERS2637848"	"ERS2637847"	"ERS2637846"	"ERS2637845"	"ERS2637844"	"ERS2637843"	"ERS2637842"	"ERS2637841"	"ERS2637840"	"ERS2637839"	"ERS2637838"	"ERS2637837"	"ERS2637836"	"ERS2637835"	"ERS2637834"	"ERS2637833"	"ERS2637832"	"ERS2637831"	"ERS2637830"	"ERS2637829"	"ERS2637828"	"ERS2637827"	"ERS2637826"	"ERS2637825"	"ERS2637824"	"ERS2637822"	"ERS2637821"	"ERS2637820"	"ERS2637819"	"ERS2637818"	"ERS2637817"	"ERS2637816"	"ERS2637815"	"ERS2637814"	"ERS2637813"	"ERS2637811"	"ERS2637810"	"ERS2637809"	"ERS2637807"	"ERS2637806"	"ERS2637805"	"ERS2637804"	"ERS2637803"	"ERS2637802"	"ERS2637801"	"ERS2637800"	"ERS2637798"	"ERS2637797"	"ERS2637795"	"ERS2637794"	"ERS2637793"	"ERS2637792"	"ERS2637791"	"ERS2637789"	"ERS2637788"	"ERS2637787"
"msp_1647"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1649"	201	296	18	399	0	13	20	10	0	151	0	0	0	146	206	0	52	0	0	0	54	50	455	1573	58	13	199	313	505	37	0	21	101	0	163	0	357	27	0	0	520	0	0	25	187	23	0	0	0	0	0	0	86	0	0	196	65	0	0	0	0	56	0	70	418	434	0	0	0	0	0	86	0	0	0
"msp_1652"	0	19	0	35	0	25	121	0	0	92	14	0	0	0	27	0	0	0	0	0	92	0	0	17	0	0	83	0	14	0	0	0	0	0	746	53	0	964	0	222	41	0	84	5	50	0	0	0	0	0	0	0	0	0	14	0	0	149	0	18	0	18	0	25	83	18	0	20	0	0	0	73	0	0	0
"msp_1653"	146	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1674"	144	0	0	0	0	8	0	0	0	22	176	0	0	0	0	0	79	0	0	0	208	0	0	0	0	0	170	0	0	0	0	404	0	0	0	442	0	0	0	0	318	71	0	0	0	101	106	0	114	60	62	66	0	0	0	0	0	0	0	172	0	345	0	0	0	0	0	8	0	0	34	0	18	0	0
"msp_1677"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0	0
"msp_1679"	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	5223	0	0	0	0	0	0
"msp_1684"	0	27	0	118	0	42	0	0	0	30	0	22	32	0	0	0	0	0	19	20	24	58	138	0	0	21	0	0	79	0	0	33	0	0	0	40	14	0	36	0	0	0	0	0	47	0	0	0	0	0	0	0	27	17	26	0	0	0	16	99	0	32	0	58	127	113	0	0	19	0	0	23	0	0	0
"msp_1696c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2283	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
"msp_1700"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1708"	0	0	0	0	0	0	0	0	0	0	876	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	60	0	35	0	42	46	0	0	7	0	0	18	0	0	28	0	0	0	0	0	0	34	0	0	0	0	0	210	0
"msp_1714"	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
"msp_1724"	18	144	0	122	0	71	0	0	0	38	38	0	102	0	27	0	0	0	0	80	0	0	25	33	20	0	53	0	67	0	574	52	31	0	38	65	89	46	0	100	0	69	0	0	104	16	86	0	0	0	0	38	45	0	35	108	48	0	94	103	0	44	0	0	6	14	0	0	0	0	0	0	75	27	0
"msp_1729"	0	0	0	24	0	14	13	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	11	0	191	0	0	594	28	0	0	33	0	0	20	14	0	19	0	0	116	0	26	40	65	0	0	0	0	0	0	28	0	0	13	0	0	34	0	26	0	0	0	163	28	0	0	0	0	0	0	61	0	0	0
"msp_1747"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	90	0	0	0	0	0	0
"msp_1748"	0	0	0	0	0	0	20	34	0	1580	0	38	0	0	0	0	0	47	0	0	0	0	0	0	0	11	0	0	21	35	23	13	0	11	0	61	454	0	0	0	0	0	21	0	0	0	17	583	0	0	0	0	0	0	7	0	0	0	115	0	0	0	34	0	1120	20	0	6	11	1102	13	24	0	0	0
"msp_1754"	0	0	0	0	0	18	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1766"	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1814"	0	1974	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1816"	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1820"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
"msp_1854"	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	417	0	0	0	8	0	18	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0
"msp_1866"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
"msp_1881"	0	0	0	0	0	3542	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
"msp_1896"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5014	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1908"	0	0	0	12	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
"msp_1946"	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	35	37	0	11658	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	14	0	0	0	0	0	0	248	0	0	0	0	0	0	0
"msp_1971"	0	0	0	7710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	35	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1977"	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
"msp_0026"	0	0	0	0	4335	0	3378	0	27	0	4987	5492	12	0	0	9	2978	22	3116	0	414	0	0	0	0	0	0	0	0	0	9188	4685	0	4548	0	892	0	3421	0	0	0	11	0	4779	0	0	1246	0	3399	4348	9	19	0	3758	0	22	0	0	1145	10358	2570	0	6627	32	0	3373	7040	229	0	0	0	1832	1528	0	0
"msp_0030"	0	0	172	0	0	46	0	0	0	0	0	0	0	21747	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1308	0	0	0	0	0	0	3833	13	0	0	0	0	0	0	0	0	0	0	0	0	35	4573	4737	0
"msp_0166"	16	4446	30	6073	704	4298	0	6603	4658	11273	0	28540	990	2505	4973	4087	650	57	28885	22	3701	19453	7106	1442	285	593	14857	16818	3405	7373	2411	3959	1797	0	10770	48	0	13536	21	3523	5486	3152	9931	6093	0	1483	2788	21852	1776	271	472	2708	0	3989	610	2387	29	721	2072	50	1391	504	2970	9915	405	1323	27	347	318	0	1083	5051	361	10440	3216
"msp_0212"	14192	15814	24386	0	0	0	838	10305	0	23824	0	120	45	0	0	5313	0	0	109	52	0	16875	6396	0	0	0	0	5571	0	2287	8530	15153	0	223	0	18	17052	36	0	2072	0	37934	0	0	0	2263	22	0	15	0	11	22	11897	11858	8	11544	30274	0	0	2057	0	0	30912	0	14	0	0	0	655	357	23297	0	0	1134	23432
"msp_0295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	312	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0313"	811	0	19	0	0	15	0	38	0	160	0	82	34	0	0	49	0	0	109	0	0	0	0	0	0	30	15	0	0	1044	0	25	0	117	0	18	34	55	0	34	0	0	39	0	0	0	128	7915	33	0	27	17	463	41	42	0	28	34	36	0	0	0	36	0	276	0	0	9	623	399	73	83	0	0	0
"msp_0380"	90	174	106	66	35	21	46	1026	0	8151	80	3140	240	248	1064	0	157	160	562	148	142	352	0	54	241	116	88	554	399	653	217	1478	360	977	19	1151	117	277	22	106	93	50	941	41	244	434	767	3552	1314	245	1918	388	97	720	67	40	162	950	2120	578	394	96	134	82	6013	361	273	40	126	412	454	1487	1125	27	164
"msp_0482"	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	2340	0	0	0	13005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0486"	37	0	50	471	0	0	0	20	0	1669	0	0	0	142	141	41	29	35	20	0	0	799	42	0	184	40	47	0	0	32	20	0	0	0	0	7	0	0	116	0	94	74	37	4	109	13	437	3849	0	1245	67	0	3499	0	0	23	62	0	0	20	29	63	98	147	15	50	94	0	0	139	0	13	0	0	2406
"msp_0610"	0	0	0	0	0	0	1012	0	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	2610	84	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	128	10669	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	154	152	0	0	0	0	0	0
"msp_0715c"	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0833"	565	49	0	13	54	24	82	0	0	144	0	5612	290	291	5731	67	0	0	74	129	93	480	168	256	799	405	631	356	162	3805	829	441	401	0	0	154	171	66	32	266	318	104	527	52	1324	47	896	18177	8196	1195	0	997	745	112	484	38	760	9307	1047	3725	81	288	63	192	66	0	282	0	73	1921	1968	65	174	118	796
"msp_0935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	62	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0974c"	0	0	0	0	0	0	0	39	0	79	0	22	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	26	0	0	24	0	0	0	31	0	0	0	0	0	27	0	0	46	52	131	0	17	32	0	32	0	0	0	17	33	0	0	0	0	32	0	9	25	0	0	0	45	0	0	0	0	0
"msp_1034"	0	0	0	0	0	0	0	0	71866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
"msp_1156"	0	0	0	35	0	153	107	0	0	20	0	9	0	0	0	0	0	0	0	0	30	0	4764	0	0	0	0	204	34	13	0	21	0	0	338	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	0	0	0	0	0	0	18	0	0	0	5228	0	0	0	0	0	0
"msp_1191c"	0	0	11	0	0	8	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	31	18	0	0	0	0	5	18	0	0	0	0	0	18	0	0	0	19	0	0	0	0	0	0	14	0	0	0	15	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
"msp_1234"	0	0	0	97	0	276	954	7	0	26	0	19	0	0	0	0	34	0	0	0	36	0	14765	20	0	0	0	94	167	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	24	0	233	21048	367	20	0	0	0	0
"msp_1327"	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12242	0	0	0	0	0	63	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1867	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	18	0	0	124	46	138	0	0	0	0	0
"msp_1453"	62	17	25	7	24	0	16	24	0	800	0	801	48	90	777	0	190	0	25	23	21	84	26	38	121	62	90	72	32	582	183	251	65	65	0	141	141	14	0	37	59	10	111	7	150	21	151	2608	1036	183	46	132	109	36	79	0	104	1296	248	634	29	31	48	40	526	33	50	0	66	670	327	53	44	20	142
"msp_1477"	0	0	35	70	0	0	0	0	0	402	0	0	0	0	0	0	0	0	7	0	11	0	0	0	0	18	0	0	0	0	0	43	0	8	0	34	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	126	0	0	0	0	211	0	19	0	7	0	0	0	0	0	0
"msp_1603c"	0	0	0	15	0	0	0	64	0	141	0	0	0	64	0	34	45	0	0	20	0	55	0	0	0	0	0	0	0	34	525	60	0	0	20	0	47	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	94	0	10	0	0	0	0	94	0	0	42	29	34	21	11	0	0	43	0	0	0
"msp_1702"	0	35	0	0	0	0	0	60	0	1148	0	864	36	0	152	0	0	0	54	39	0	0	0	0	0	33	65	0	46	14	0	0	63	0	0	96	0	0	32	0	0	0	73	0	0	36	69	1372	0	34	165	0	33	0	34	0	35	41	121	0	0	0	98	0	38	0	0	0	0	76	0	0	112	0	0
"msp_1790"	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7290	0	0	0	0	0	0
"msp_1802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2213"	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	30	0	0	0	0	0	0	0
"msp_2214"	0	0	11	5	0	9	0	8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	11	30	16	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	28	0	0	0	15	36	14	0	0	0	0
"msp_2215"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
"msp_2217"	0	0	0	4	0	6	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
"msp_2224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2227"	0	15	0	21	75	0	0	65	0	31	0	36	29	0	0	14	77	0	90	0	0	40	0	0	26	32	0	0	13	158	640	101	61	0	44	15	27	97	54	118	95	18	40	11	27	69	29	16	0	0	0	13	23	0	11	20	0	69	21	28	0	30	0	0	51	25	43	0	39	0	41	52	0	0	122
"msp_2233"	0	0	0	23	0	9	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	0	13
"msp_2234"	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
"msp_2235"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"msp_2237"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2239"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	8	3	0	0	0	0	0	11	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2240"	0	75	0	0	0	0	0	115	0	60	39	94	0	0	83	0	0	0	89	0	17	0	0	0	0	0	0	0	37	0	0	29	0	25	0	144	0	36	37	0	32	25	0	0	0	0	0	130	13	78	20	16	0	27	84	0	0	14	99	0	0	0	0	70	91	0	0	0	22	71	36	17	191	59	0
"msp_2245"	0	0	0	0	0	0	0	25	0	46	27	14	0	0	0	0	0	0	18	27	0	41	0	0	0	0	0	0	7	45	240	0	125	0	41	8	37	0	37	56	100	0	0	0	47	30	0	18	0	21	55	0	0	0	0	0	0	0	0	0	0	0	0	0	35	29	0	0	0	0	0	0	19	67	0
"msp_2249"	0	0	0	26	0	7	0	18	0	0	0	0	0	0	0	0	38	19	0	0	16	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	26	0	0	12	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	52	10	11	0	0	8	0	0	0	9	0	0	0	0	24	0
"msp_2250"	0	0	100	0	0	0	39	16	18	0	0	0	0	49	0	54	167	0	0	0	0	0	0	0	0	0	0	0	0	0	63	19	0	118	0	0	209	0	0	0	0	0	0	12	0	0	0	0	40	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	20	0	0	0	54	0	185	0	0	21	0
"msp_2254"	0	0	0	0	34	0	98	0	0	127	0	0	20	0	0	0	155	0	52	0	0	0	0	0	0	0	0	0	0	104	57	49	0	0	28	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	58	0	0	0	0	0	0	26	0	0	0	0	0	0	33	0	37	0
"msp_2255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
"msp_2258"	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2263"	0	0	22	12	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2265"	0	0	0	0	0	0	0	49	0	271	11	0	86	0	45	48	0	0	0	49	0	135	17	0	0	0	0	0	5	0	452	103	0	0	75	0	0	271	0	0	0	0	58	0	0	0	43	0	0	0	23	22	0	0	0	0	74	93	104	50	0	34	0	0	0	0	0	29	0	0	0	73	0	0	32
"msp_2269"	0	0	0	43	0	0	0	32	0	299	19	47	22	0	0	0	0	0	0	31	0	26	0	0	0	0	14	0	26	110	81	32	0	0	41	11	70	0	0	0	0	0	109	0	0	21	51	86	0	0	28	0	34	0	66	0	31	29	18	24	15	48	0	0	162	36	0	53	62	75	0	55	22	0	0
"msp_2270"	0	27	0	7	0	5	0	0	46	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	13	0	0	0	0	0	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	26	0	0	8	7	0	0	11	0	0	0
"msp_2273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	24	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
"msp_2277"	0	18	0	0	0	0	0	112	0	41	12	13	25	37	0	0	0	0	22	0	0	0	0	0	0	16	0	0	15	41	55	0	141	0	31	11	14	0	0	0	33	32	40	0	0	87	38	0	0	17	33	0	24	0	38	0	93	53	0	0	0	103	0	0	9	106	0	0	0	39	0	48	15	0	15
"msp_2280"	0	0	0	7	0	7	0	0	0	13	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0
"msp_2291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	52	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
"msp_2301"	0	0	0	10	0	0	0	0	12	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	0	0	0	0	0	7	0	0	0	57	0	0	0	20	0	0	0	10	0	15	0	0	0	10	0	0	0	0	0	8	0	0	0	7	0	0	19	6	0	0	0	0	11	10
