"MSP"	"ERS2637868"	"ERS2637867"	"ERS2637866"	"ERS2637865"	"ERS2637863"	"ERS2637862"	"ERS2637861"	"ERS2637859"	"ERS2637858"	"ERS2637856"	"ERS2637855"	"ERS2637854"	"ERS2637853"	"ERS2637852"	"ERS2637851"	"ERS2637849"	"ERS2637848"	"ERS2637847"	"ERS2637845"	"ERS2637844"	"ERS2637842"	"ERS2637841"	"ERS2637839"	"ERS2637838"	"ERS2637837"	"ERS2637836"	"ERS2637835"	"ERS2637834"	"ERS2637833"	"ERS2637832"	"ERS2637831"	"ERS2637830"	"ERS2637829"	"ERS2637828"	"ERS2637827"	"ERS2637826"	"ERS2637824"	"ERS2637822"	"ERS2637821"	"ERS2637820"	"ERS2637818"	"ERS2637817"	"ERS2637816"	"ERS2637815"	"ERS2637814"	"ERS2637813"	"ERS2637811"	"ERS2637810"	"ERS2637809"	"ERS2637807"	"ERS2637806"	"ERS2637805"	"ERS2637804"	"ERS2637803"	"ERS2637801"	"ERS2637800"	"ERS2637798"	"ERS2637797"	"ERS2637795"	"ERS2637794"	"ERS2637791"	"ERS2637789"	"ERS2637788"
"msp_0017"	1.09566250893524	4.33723448838384	-6.23480185528492	-2.15027281254057	-12.0304947197495	-3.2492859677113	-0.359523601010156	-12.0304947197495	1.28717335542015	3.12075999045345	3.3846968677555	2.81558756082951	2.28125077926737	-0.486356076573434	-0.202232365753537	5.5894945854682	1.8586711392667	-4.74928844992941	-1.07995113262598	-12.0304947197495	0.228364439036748	2.02333015958689	-2.39611635615432	4.66439696667132	0.565092244740673	2.74272234306383	-5.32895915774706	3.67727000840865	-2.81487317048634	-6.14379069900251	0.194709033634884	1.71080169671947	-4.12533230452722	-6.07001065053934	1.19698916919288	-1.32757562661605	-4.8342243540064	-0.510470586570654	4.64170679736919	-12.0304947197495	1.45750288456369	-0.168235958917858	-4.59699608395337	2.38109201040598	1.22976307340202	2.09504117187163	-12.0304947197495	0.653233976274427	-4.06151542383448	-1.05604883608842	0.699764896108256	-4.4276265620805	-3.96151832160807	-7.08818872261014	-3.43384066844041	-0.65886074236239	1.46507278304795	-12.0304947197495	-12.0304947197495	-3.77904951566761	-12.0304947197495	3.81195220608793	0.121954651730507
"msp_0018"	-12.0304947197495	-2.71905017644177	-12.0304947197495	-12.0304947197495	-7.10649487883959	-5.19165521621676	-6.51431949099829	-6.5585124855625	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-4.07868026383272	-12.0304947197495	-0.609870043860551	-2.8404201032113	-12.0304947197495	-12.0304947197495	-5.71413383764937	-12.0304947197495	-12.0304947197495	-6.42277192987192	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.94059465369657	-7.60710394228802	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-7.23258382996096	-5.99594013091681	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.39538787114524	-12.0304947197495	-12.0304947197495	-4.62633113766535	-4.01982113027416	-12.0304947197495	-12.0304947197495	-12.0304947197495	-7.51198879197775	-12.0304947197495	-12.0304947197495	-12.0304947197495
"msp_0020"	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-7.39307859064091	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.20589964178471	-12.0304947197495	-12.0304947197495	-6.32288099331127	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.30278874212916	-12.0304947197495	-5.83504677429019	-5.32938842962762	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-1.7839980095456	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-3.95209219936558	-12.0304947197495	-12.0304947197495	-12.0304947197495
"msp_0021"	-3.23205545497845	-12.0304947197495	-2.52483544108102	-0.183545398291731	0.20391275003554	-2.59840219891573	2.37463241564862	-12.0304947197495	-12.0304947197495	-3.98056941720344	-5.99574669529705	-2.66572537316805	0.578734265531389	-0.506270053728936	-2.50956547957179	-2.62110933757626	-1.71369291876029	-2.89253230956688	-12.0304947197495	0.0205660461149812	-2.25325608072836	-0.634180204660011	1.19235346791388	-12.0304947197495	-12.0304947197495	-1.34942448894513	-4.71407991350885	-12.0304947197495	-3.13431159972188	0.44997272940255	2.89552595606875	-12.0304947197495	-1.17310231851833	-3.38081885795749	-2.65755273201952	1.04306405484732	-3.78045521500047	-12.0304947197495	-12.0304947197495	-0.857760307635822	-2.31187548186071	-3.60703365499662	-12.0304947197495	-4.16926235085796	-0.316943367024061	0.00118509809588978	-2.19111618109457	-1.51081878516238	1.20847149340017	-1.10493371161932	-1.76757681793543	-12.0304947197495	-3.98488922452908	-2.52341081686495	-12.0304947197495	-2.28926329695689	-12.0304947197495	-0.226258550949477	4.51052213865093	2.97759792993681	-12.0304947197495	1.20873582959594	-1.59367398184018
"msp_0022"	-12.0304947197495	-5.44009869692952	-6.75381961228653	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.13547058887178	-12.0304947197495	-4.53407882440074	-12.0304947197495	0.278819778149773	-12.0304947197495	-3.17770621020744	-1.44390667285497	0.59039387265115	1.6880588327011	2.48464623903047	-5.27128203092912	-12.0304947197495	0.0459752418783229	0.470586863769248	-12.0304947197495	1.90468010312854	-6.99471198933567	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	1.498692941262	-12.0304947197495	-12.0304947197495	-12.0304947197495	-2.1518562924406	-2.31635441785233	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-0.561985963359529	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-1.84695223057178	1.43082434535291	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-0.00786203357432592	-12.0304947197495	-0.58552519159503	-12.0304947197495	-12.0304947197495	-12.0304947197495
"msp_0023"	0.322353133738156	-7.12248452784409	-7.32029278338308	1.19485015050013	1.45485583510759	-12.0304947197495	0.385882984443501	-12.0304947197495	-7.51702815596849	-0.0645183064721394	-0.427694489937903	-1.1280658700617	1.1917829532345	0.579571561084953	0.092544234940469	-6.69329549520758	1.06880862238236	-2.07531526237881	2.74796615878821	0.00423896703314977	1.0953084378901	0.967720127343893	1.7561144125673	1.55444371925235	0.181262280279995	1.43190253028267	-6.66501348194302	0.284454882423367	2.2889925330653	2.65919768033397	-12.0304947197495	1.02596883021948	0.0549953417762879	-2.89038044282701	-0.830001656137533	1.89007515937648	1.26457253093487	-0.584445313032918	-6.43100399222484	-1.26091441867781	0.380384035342616	0.124978844724138	-12.0304947197495	-2.09126956521055	-12.0304947197495	-0.326548807935908	-0.103802358929772	-0.542564967148033	1.31415633604205	-12.0304947197495	1.36243117144799	-12.0304947197495	-1.49805791181035	-2.5880255595559	0.987604625887948	-12.0304947197495	-0.483271054334492	0.824117567550317	3.32835345059356	3.88076171835586	0.0693685932216034	-1.23589963654378	-6.14831302247475
"msp_0024"	-12.0304947197495	-4.04228015098768	-12.0304947197495	-6.04845538561262	-6.73899197275052	-3.86225479017034	-12.0304947197495	-12.0304947197495	-12.0304947197495	-7.16821164884328	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-6.8587664279031	-4.36058919658537	-12.0304947197495	-3.52895411990819	-4.90911448571098	-12.0304947197495	-12.0304947197495	-4.57524397500435	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.92445404235891	-12.0304947197495	-6.77158951893785	-2.25983965908269	-3.55641693247774	-12.0304947197495	-4.02716596858033	-12.0304947197495	-12.0304947197495	-5.51551950044259	-12.0304947197495	-6.98642512970087	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.10524837433377	-6.70831442749395	-2.71100396702245	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.71967856385514	-12.0304947197495	-8.05056493156475	-12.0304947197495	-4.87553749025478	-0.0346228652331942	-12.0304947197495	-12.0304947197495	-12.0304947197495
"msp_0025"	0.933764895810983	-0.947378165925001	-6.60554299050689	0.834819869261554	-3.3751315918779	4.31802697643586	1.0559125251326	-12.0304947197495	-5.45097751943362	-12.0304947197495	-0.481387482233493	-3.3914764643448	-12.0304947197495	3.20847773494014	-5.51200919329309	-6.06866778462306	2.83616220669938	1.28351159017107	-6.20123712079433	2.81290351733887	-12.0304947197495	-12.0304947197495	5.43594676270729	-1.62891814738774	1.0404451309783	1.6252048230457	1.17584613048794	1.95851667562748	-6.12257303940451	0.980757298795646	-12.0304947197495	0.547411271177607	-12.0304947197495	-12.0304947197495	-3.93601266451809	-12.0304947197495	-7.6224832844845	-4.31698645267108	-12.0304947197495	2.40844434254592	-12.0304947197495	1.97410309082338	-12.0304947197495	-5.28747919644869	-12.0304947197495	-2.81167325431376	5.71595025599747	2.24589024041722	-5.82520658962902	2.40365083464382	-2.84570479002217	-5.72602542442531	-5.992087879824	-12.0304947197495	3.207622427264	1.65343553045863	-0.0549298422891736	3.40331965819045	3.85009508748853	-12.0304947197495	3.16973403868378	-12.0304947197495	2.67238686668057
"msp_0027"	1.95024457778453	2.11511680735905	2.58357227055052	-12.0304947197495	-12.0304947197495	0.327752912143633	2.02753884274196	2.44386646568859	-1.93005036934348	-0.338052606634791	1.03535769058764	-0.419216673769074	1.47644689151792	-6.26141898940809	1.65534849844844	-6.28720760038963	1.44103192142741	-2.3120949582089	2.24299719868712	0.971728036658776	-0.669390073864659	1.57177225591552	1.1594542423892	-7.24897714803866	3.69986379329747	-12.0304947197495	2.31956752360193	-1.16914928942028	-12.0304947197495	1.83084683996875	-12.0304947197495	1.78926853604423	0.523187200465784	-2.01762238850105	0.914287886311037	2.33519309279739	1.27498811424755	2.26088728583233	1.65382293079358	-0.0210650657573437	-1.77678389219062	-0.13100464174919	-7.00515725464745	1.284092987161	-12.0304947197495	1.00185269943068	-4.81046959372783	-12.0304947197495	3.16943200164486	-0.609287192735548	2.62079767010546	1.74756067072679	-0.367982872094037	0.163623455782758	0.114794205873523	1.70306962816297	0.181711231711936	0.432077709495114	-0.463156129395884	-12.0304947197495	1.36701173640156	0.759889335448215	-4.22790714113468
"msp_0028"	-12.0304947197495	-7.33689034165562	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-7.03099574251571	-5.21511513905756	-12.0304947197495	-6.81506059044734	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.27342416495769	-5.5610553344355	-12.0304947197495	-12.0304947197495	-12.0304947197495	-0.99974368746309	-12.0304947197495	-2.06955249697165	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-2.40111583108075	-7.95224885866423	-12.0304947197495	-3.50448523273223	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	0.920432702144266	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-5.60444297624847	-12.0304947197495	-1.85978696992463	-12.0304947197495	-12.0304947197495	-12.0304947197495	-12.0304947197495	-3.83792649029079	-12.0304947197495	-12.0304947197495
