"MSP"	"ERS2637868"	"ERS2637867"	"ERS2637866"	"ERS2637865"	"ERS2637864"	"ERS2637863"	"ERS2637862"	"ERS2637861"	"ERS2637860"	"ERS2637859"	"ERS2637858"	"ERS2637856"	"ERS2637855"	"ERS2637854"	"ERS2637853"	"ERS2637852"	"ERS2637851"	"ERS2637850"	"ERS2637849"	"ERS2637848"	"ERS2637847"	"ERS2637846"	"ERS2637845"	"ERS2637844"	"ERS2637843"	"ERS2637842"	"ERS2637841"	"ERS2637840"	"ERS2637839"	"ERS2637838"	"ERS2637837"	"ERS2637836"	"ERS2637835"	"ERS2637834"	"ERS2637833"	"ERS2637832"	"ERS2637831"	"ERS2637830"	"ERS2637829"	"ERS2637828"	"ERS2637827"	"ERS2637826"	"ERS2637825"	"ERS2637824"	"ERS2637822"	"ERS2637821"	"ERS2637820"	"ERS2637819"	"ERS2637818"	"ERS2637817"	"ERS2637816"	"ERS2637815"	"ERS2637814"	"ERS2637813"	"ERS2637811"	"ERS2637810"	"ERS2637809"	"ERS2637807"	"ERS2637806"	"ERS2637805"	"ERS2637804"	"ERS2637803"	"ERS2637802"	"ERS2637801"	"ERS2637800"	"ERS2637798"	"ERS2637797"	"ERS2637795"	"ERS2637794"	"ERS2637793"	"ERS2637792"	"ERS2637791"	"ERS2637789"	"ERS2637788"	"ERS2637787"
"msp_0003"	1.7921048095156	0	0.0952858575727182	0.660223048327138	1.48010239702118	1.88631578947368	2.22626695217702	0	0	0	0.604408352668213	0	0.596296296296296	3.39820166987797	2.29534141671985	4.73466315393301	0	0	0.0324607329842932	0	0	0	0	0	0.58116637212825	0.222148320585301	9.85028248587571	0	0.869351870783071	0	1.01686959072906	0	0.0420673076923077	0.871512113617377	2.37103064066852	1.98395721925134	0	6.15574548907882	1.67089337175793	0.578510069004366	0.516835016835017	0.0126126126126126	0.22422954303932	0	0	1.47181233446841	0.0442024343369635	5.6175972927242	0.389565217391304	0.750100280786201	0	2.92006149116065	0	1.44463869463869	6.35806671204901	2.69867830726325	2.66114333057167	22.8918406072106	0	0	0	0	0	2.21582234559334	0.328215987294865	0.764572293716881	18.2248226950355	1.34249471458774	2.03068862275449	0	0.0182926829268293	0.420231439344689	0.0465608465608466	0.277189605389798	0
"msp_0005"	0.0537838303740734	0.0148662041625372	0.0712136409227683	0.154646840148699	0.0395624854549686	3.38877192982456	0.197715917201999	0.0787937743190661	107.879569892473	0.296296296296296	0.0614849187935035	0.0120845921450151	0.569753086419753	47.694283879255	0.0112316528398213	0.106887467068122	0.236453201970443	0	0.178010471204188	0	0.0102616726526424	0	0.00785391714117416	0	0	0.14632524110409	0.434322033898305	4.71743119266055	0.0433449192394193	0.135571745327843	0.368490538359982	0.0752182672934856	0	0.0106934001670844	1.66536675951718	0.0459893048128342	3.1719641401793	0.176005064893954	0.107204610951009	0	0.295735129068462	0.132432432432432	0	0.00773694390715667	1.39991003148898	0.0257283390087022	0.0326713645099295	3.88397389412618	0.0173913043478261	9.29723225030084	0	0.209069946195234	0	0.020979020979021	0.0753346948037213	0.230871832181399	2.47555923777962	0.231920725279359	0.014673129830997	0.290348742903487	0.00928313563692625	0.308278313864906	0	0.0277585010409438	0.701958708311276	37.7547312641938	0	0.431289640591966	3.6624251497006	0.184615384615385	0.0467479674796748	1.12287088805097	90.4507936507937	0.026948989412897	0.0297068403908795
"msp_0007"	1.8155490432684	5.86124876114965	4.74022066198596	2.17695167286245	0.941587153828252	0.668771929824561	1.03640256959315	1.27431906614786	51.5612903225806	2.85185185185185	0.819605568445476	1.49244712990937	3.90308641975309	0.669877970456005	0	1.68535942792623	0.129064039408867	49.8719322990127	10.6628272251309	0.316895243653341	0	0.376079309242085	1.9163557824465	0.177230399519375	1.15576874526635	1.82307948121051	3.15889830508475	3.99816513761468	0.0384379472500511	7.5337345581248	6.33005720991639	8.354600402955	2.44831730769231	2.8718462823726	7.30176415970288	0.341176470588235	19.2746536267319	2.66350110794555	1.9492795389049	0	0.307519640852974	0.159459459459459	1.21572794899044	0.215667311411992	1.61988304093567	1.99091940976163	0.0435618193465727	0.0203045685279188	0.797101449275362	1.31809065383073	0	2.34050730207533	0	2.87412587412587	0.528250510551395	0.0155207954407663	1.77050538525269	0	1.34887986374951	1.0235198702352	0.841670964414647	1.38293550025394	3.75199654651414	3.3351839000694	0.131286394917946	0	0	4.09090909090909	10.1624251497006	0.0691514670896114	4.2474593495935	0.139383695228189	0.155555555555556	0.204812319538017	0.562345276872964
"msp_0008"	0	17.6759167492567	0	0	0	0	0	0	0	0	0.205916473317865	3.81067472306143	0	0	0	0	0	0	0	1.59906623869273	0.0143663417136993	0	0	3.76028837488735	0.605402676091896	0.792816760891254	0.190677966101695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076873798846893	0	0	0	0	0.232129131437356	9.10189739985945	0	3.31291127751305	0	0.087821043910522	0	0	0.0121654501216545	0	0.0802437785678009	0	0.0166551006245663	0.967707781895183	0.490537471612415	0	0	0.259730538922156	0	0	0	0	0	0
"msp_0009"	0	0.0673934588701685	0	0.0138785625774473	0	0.108771929824561	0.0206995003568879	0	1.58279569892473	0.0222222222222222	0	0	0.0160493827160494	0	0	0	0.0610837438423645	2.35035260930889	0.0136125654450262	0.145900204260286	0	0.0799488327470419	0.155507559395248	0.042655452087714	0.00959353698560969	0	0	2.11880733944954	0.0310774892659988	0.0177383592017738	0.12146105324923	0.0201477501678979	0	0	0.0794800371402043	0.152941176470588	0.327628361858191	0.0139284583729028	0.179827089337176	0	0	0.0963963963963964	0	0	0.120557804768331	0	0	0	0	0	0	0.00999231360491929	0.0421644413211525	0	0.0471976401179941	0.00485024857523948	0	0	0	0.024330900243309	0	0	0.00777034319015756	0.0714781401804303	0.0148226574907358	0.0186727226848347	0	0	0.00523952095808383	0.159238699444885	0.0955284552845529	0	0.0306878306878307	0	0.0187622149837134
"msp_0010"	0	3.84440039643211	0.651955867602808	0.993308550185874	0.540842448219688	1.59157894736842	1.19200571020699	0	40.9849462365591	0	0	0.0449815374286673	0.31358024691358	0.879897238278741	0	0	1.29655172413793	0	3.61989528795812	0.0391012547417566	0	1.02654301247202	0	0	0	0	0	0	0.160294418319362	0.445993031358885	0	3.25789120214909	0.146634615384615	0.014703425229741	5.17140204271124	3.06524064171123	11.4881825590872	0.00633111744222855	0	0	0.0937149270482604	2.98558558558559	0.383634431455898	1.26499032882012	0	1.16685584562997	0.0749519538757207	25.5189751027314	0.111304347826087	0	0	0.0276710222905457	0.833450456781448	0.312354312354312	0.639891082368959	1.7276585425003	0	0	0.0214856543953884	0	0	0	2.99805741420246	0	0.401270513499206	0	1.69858156028369	0.137420718816068	42.9618263473054	0	0.0482723577235772	0	0	0.819249278152069	0
"msp_0011"	0.546112739182899	0	0.530591775325978	0.149690210656753	0.574819641610426	3.2280701754386	0.715917201998572	0.00583657587548638	135.518279569892	1	0.100348027842227	0.37395099026519	0.56358024691358	0.515735388567758	3.78915124441608	2.75197591268348	0.889655172413793	0	1.78952879581152	0.29588561423986	0.280143663417137	2.3351455068756	0	0.666266145989787	3.64200959353699	0.24675756568008	1.92019774011299	0	0.287057861378041	2.25403864428255	5.03388587355142	1.32639355271995	1.36117788461538	0.0735171261487051	0.332776230269267	3.62673796791444	2.38141809290954	0.288698955365622	0.891066282420749	0.0861850443599493	0.113916947250281	0.761261261261261	6.26886291179596	0.319148936170213	0.991452991452991	1.17896329928112	0.0275464445868033	3.69059705100314	0.0127536231884058	0.186923385479342	0	0.551114527286703	4.20098383696416	0.927738927738928	0.826866348990243	0.234267006184067	4.07207953603977	0.665401644528779	0.80073365649155	0.538523925385239	2.13099535843218	0.740985271711529	0	0.417765440666204	3.89412387506617	0	0.522695035460993	20.6173361522199	10.937125748503	0	0	0.0150825640358861	1.35555555555556	0.00846968238691049	0.206384364820847
"msp_0012"	2.18376142044475	2.75322101090188	4.75526579739218	5.85873605947955	1.25157086339306	4.32421052631579	0.600999286224126	1.10894941634241	0.129032258064516	1.03481481481481	0.3207656612529	3.59650889560255	1.51049382716049	1.16056518946692	0.690746649649011	0.947685359427926	1.45812807881773	0	1.56125654450262	6.66355412897578	4.16829143150334	8.66453469779341	15.8044374631848	1.22499249023731	3.35622317596567	2.46225473894247	2.19703389830508	1.71467889908257	2.03148640359845	2.64174849540703	5.60246442716738	0	0.922475961538462	0.877527151211362	0	4.95828877005348	5.49796251018745	5.39474517252295	3.53775216138329	0.261934938741022	1.21829405162739	0.0126126126126126	6.10945802337938	3.21083172147002	1.12730544309492	0.938327657964434	0.384368994234465	0.0338409475465313	0.284057971014493	1.45928600080225	0.0184447704883672	1.42044581091468	5.86015460295151	0.00524475524475524	1.68186975266621	2.22529404631987	0.893951946975973	1.31309297912713	3.19454998034849	2.21573398215734	0.0587931923671996	1.31081767394617	0	0.0194309507286607	8.19057702488089	1.01791572041383	1.67163120567376	3.51585623678647	4.50823353293413	0	0.00558943089430894	1.59979196463399	0.505820105820106	0.598267564966314	0
"msp_0013"	4.32752973625237	8.58671952428147	1.36008024072217	23.1682775712515	15.2306260181522	0.609122807017544	4.44967880085653	12.1906614785992	0.645161290322581	1.04888888888889	4.31264501160093	12.8056394763343	2.06296296296296	1.07129094412331	0	0.557771923221679	0	0.0259520451339915	7.00942408376963	0.215932302305223	0.488455618265777	6.38759194115766	2.25878656980169	0	0	0.626538077818424	13.9533898305085	4.8605504587156	18.4134123901043	0.0481469749762433	1.61889394161655	17.7743451981195	0	0.736507936507937	2.96675951717734	48.9058823529412	0	5.22633744855967	4.25878962536023	1.91916631460358	0.492704826038159	7.34504504504504	0	0.0319148936170213	3.370220422852	6.77033673855467	0.233824471492633	0	0.537391304347826	4.14440433212996	0.428421714525257	0.715603382013836	0.446943078004216	15.7371794871795	0.429316995688677	4.18091427185643	1.81110190555095	0	0	0.156528791565288	2.03816400206292	0	0.629829484135549	0.281054823039556	5.51932239280042	2.37194044915468	2.11347517730496	0.0169133192389006	0.319610778443114	0	0.0335365853658537	0.921596671434144	0.933333333333333	0.468912415784408	0.655635179153094
"msp_0014"	0	0.114965312190287	0	0.0277571251548947	0	0.453333333333333	0.0185581727337616	0	0	0.114074074074074	0	0	0	0	0.0918953414167198	0.0188182160331201	0	0	0	0.0134228187919463	0.0266803488968702	0.0556443875919412	1.23856273316317	0	0.0121181519818228	0.00931160625207848	0.00918079096045198	31.9775229357798	0.0457984052341035	0.00506810262907824	0.0199501246882793	0.00873069173942243	0.0078125	0	1.08523676880223	0.0866310160427807	0.0211898940505297	0.00949667616334283	0.0155619596541787	0	0	0.0153153153153153	0	0	0.00449842555105713	0	0	0	0	0	0	0.0153727901614143	0.0161630358397751	0.00466200466200466	0.021783526208305	0.00485024857523948	0	0.154332700822264	0	0.0283860502838605	0	0.00558659217877095	0	0.0964607911172797	0.0264690312334569	0.0141307090587938	0	0.198731501057082	0.501497005988024	0.166217287866772	0	0.0145624756208555	0	0	0
