"MSP"	"ERS848745"	"ERS848744"	"ERS848743"	"ERS848742"	"ERS848741"	"ERS848740"	"ERS848738"	"ERS848737"	"ERS848736"	"ERS848734"	"ERS848733"	"ERS848731"	"ERS848730"	"ERS848729"	"ERS848728"	"ERS848727"	"ERS848726"	"ERS848724"	"ERS848723"	"ERS848722"	"ERS848721"	"ERS848719"	"ERS848718"	"ERS848717"	"ERS848716"	"ERS848715"	"ERS848714"	"ERS848713"	"ERS848710"	"ERS848709"	"ERS848708"	"ERS848707"	"ERS848706"	"ERS848705"	"ERS848704"	"ERS848701"	"ERS848700"	"ERS848699"	"ERS848698"	"ERS848695"	"ERS848692"	"ERS848690"	"ERS848689"	"ERS848688"	"ERS848686"	"ERS848685"	"ERS848684"	"ERS848683"	"ERS848682"	"ERS848681"	"ERS848680"	"ERS848679"	"ERS848678"	"ERS848677"	"ERS848675"	"ERS848673"	"ERS848672"	"ERS848668"	"ERS848666"	"ERS848665"	"ERS848664"	"ERS848663"	"ERS848661"	"ERS848660"	"ERS848659"	"ERS848658"	"ERS848656"	"ERS848655"	"ERS848654"	"ERS848653"	"ERS848652"	"ERS848651"	"ERS848650"	"ERS848649"	"ERS848647"	"ERS848646"	"ERS848645"	"ERS848642"	"ERS848641"	"ERS848640"	"ERS848638"	"ERS848636"	"ERS848635"	"ERS848633"	"ERS848631"	"ERS848630"	"ERS848629"	"ERS848627"	"ERS848626"	"ERS848624"	"ERS848623"	"ERS848622"	"ERS848621"	"ERS848620"	"ERS848619"	"ERS848618"
"msp_1256"	0	0	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	39	0	0	20	99	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	97	24	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	8
"msp_1259c"	0	0	0	0	0	0	0	0	0	0	0	1822	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1264c"	0	0	158	0	0	0	0	65	22	43	64	0	42	0	0	0	0	110	0	0	0	8	0	0	0	1712	0	0	0	9	40	13	34	0	102	17	0	38	0	0	0	21	0	117	0	0	39	735	0	0	0	0	12	0	0	8	0	5	0	0	34	8	9	16	397	0	7	15	23	75	256	202	0	114	124	0	0	43	0	0	0	0	49	0	467	0	16	0	108	0	0	0	0	0	428	0
"msp_1270"	0	0	1064	0	0	0	0	0	0	0	0	0	0	0	545	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1703	0	0	0	0	0	612	0	0	0	0	78	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2390	0	0
"msp_1279"	207	0	0	1132	1481	31	1726	758	0	220	720	1475	512	521	0	0	589	0	399	634	517	161	299	1599	595	5665	0	2753	973	705	1193	403	0	868	330	441	0	379	0	744	0	7	0	372	6	1072	565	1606	520	0	117	0	756	0	0	0	4178	24	979	44	150	1746	652	324	3321	0	4290	52	561	392	1242	0	2514	641	468	6807	1604	3632	0	174	347	2171	397	12391	2941	31	1087	442	337	98	304	1226	1174	68	1089	7
"msp_1287"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1291"	0	384	257	1096	785	323	397	0	328	122	126	774	384	150	53	352	20	28	49	0	0	86	113	0	0	0	1396	0	0	72	357	34	132	0	145	102	100	118	132	81	40	0	199	0	114	69	0	55	35	406	326	144	0	600	142	146	2143	815	0	689	210	372	388	495	0	55	880	68	233	271	0	139	0	730	229	0	500	0	114	20	103	0	412	0	540	166	193	355	15	6	8	0	2772	4142	270	561
"msp_1292"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	65	0	0	0	6	81	8	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	25
"msp_1293"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	1575	0	0	0	0	0	0	133	0	0	223	0	0	0	0	0	456	0	0	0	0	0	0	0	0	21	0	0	256	0	0	154	0	0	0	0	0	0	0	1106	0	790	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1300c"	23	75	159	52	0	29	35	0	0	0	0	306	59	0	0	95	0	531	0	0	0	0	0	155	0	459	537	0	0	0	97	0	39	0	0	10	0	10	41	0	0	198	0	60	17	19	0	0	0	202	63	0	73	56	0	0	561	208	0	466	86	481	167	8	40	0	0	0	96	10	0	27	0	48	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	17	0	83	30	338	76	0
"msp_1302"	0	868	3153	0	506	0	0	0	0	0	0	132	0	90	251	0	0	0	0	0	7	0	0	4	0	0	1122	0	0	0	0	230	2254	0	0	757	1339	0	0	618	0	0	0	939	1262	0	0	0	291	397	0	136	0	0	0	0	0	0	0	167	2234	40	0	0	0	122	701	777	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	435	0	389	0	38
"msp_1308"	0	0	0	0	0	21	15	0	0	0	0	0	0	0	0	16	0	0	462	0	0	0	0	0	0	0	0	8	0	7	0	0	0	41	0	0	0	0	437	0	8	224	180	17	0	52	0	53	255	0	0	22	242	0	0	830	30	0	0	69	0	236	0	0	7	0	12	141	0	0	0	0	158	1240	13	42	0	0	0	0	0	57	0	0	95	0	6	11	0	19	0	11	0	119	81	0
"msp_1311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1312"	0	118	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	17	0	0	0	12	0	199	0	115	0	64	0	9	25	8	0	0	0	27	0	0	0	0	0	17	0	0	0	0	0	18	0	27	0	0	34	0	0	0	0	42	0	29	0	0	0	0	0	0	1058	0	0	0	0	64	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
"msp_1315"	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	26	34	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	48
"msp_1323"	0	7	22	14	0	17	30	0	12	19	0	23	344	655	59	26	0	0	215	81	29	0	9	0	0	0	22	0	0	92	33	628	69	123	0	466	44	159	140	6	100	0	0	0	277	0	0	0	255	17	0	104	0	0	64	157	0	13	0	30	0	44	0	108	0	610	0	14	58	152	0	770	0	0	0	0	27	0	0	68	0	0	0	0	0	11	8	0	120	0	0	30	0	40	0	0
"msp_1325"	6	0	0	0	0	0	27	6	0	0	0	0	0	0	0	0	0	32	21	34	24	61	0	0	228	0	6	9	40	0	0	0	0	0	99	0	0	0	0	62	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	94	0	0	35	0	24	0	0	0	0	0	0	0	0	0	13	0	30	0	0	125	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
"msp_1329"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	2065	0	20	9	0	0	0	0	0	0	0	0	28	0	0	0	25	0	0	33	200	0	0	9	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	88	14	0	39	0	0	0	0	0	0	0	0	0
"msp_1331"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	68	0	0	0	0	0	0	0	0	0
"msp_1336"	0	0	0	4	0	0	0	0	138	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	15	0	0	509	408	0	0
"msp_1339"	16	59	0	18	132	9	145	0	14	0	0	44	303	0	0	53	1142	289	95	0	172	0	121	436	33	0	315	1262	11	17	108	42	0	15	40	0	0	159	0	9	87	255	0	90	621	28	133	1363	14	252	84	45	140	10	153	16	2223	165	0	69	71	32	16	10	798	0	16	0	242	0	16	64	57	1030	0	30	9	155	0	37	0	26	119	4470	133	0	0	23	50	1661	18	305	427	17	309	97
"msp_1342"	0	0	177	0	1305	0	0	0	1895	433	0	0	0	224	1382	0	0	0	1081	0	0	0	277	0	0	0	37	0	0	0	0	138	193	0	0	152	47	0	0	0	244	0	153	0	75	0	0	0	601	0	0	131	0	77	0	24	185	0	0	295	61	0	0	0	0	16	0	86	0	56	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	25
"msp_1343"	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	2180	0	0	333	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1347c"	0	367	698	0	1115	0	0	0	0	0	0	0	0	91	334	238	0	0	0	0	0	0	2601	0	0	0	0	0	0	0	1462	73	934	0	0	178	585	0	0	0	0	0	368	259	546	112	0	0	0	0	0	330	0	0	0	80	0	0	0	1153	0	1066	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	504	0	0	0	703
"msp_1349"	193	15	943	426	75	391	198	0	841	218	828	0	0	448	127	248	0	1458	366	0	404	0	0	3238	0	606	21	0	0	19	18	303	10	931	17	343	341	1065	470	97	44	138	17	434	33	0	0	315	315	798	144	116	313	1085	53	254	0	0	0	16	5	306	8	301	203	425	97	0	839	767	0	381	0	0	661	0	738	639	9	149	0	62	32	0	1038	615	276	21	563	0	12	15	0	59	264	0
"msp_1351"	0	0	0	0	0	170	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	4	0	0	0	0	0	0
"msp_1353"	0	370	12	608	275	33	0	0	34	0	0	0	0	197	0	26	0	0	36	0	0	0	24	0	0	0	41	0	0	11	20	0	197	16	0	53	10	22	0	0	54	95	0	0	0	0	0	0	0	19	0	16	84	0	59	25	0	56	0	54	9	18	0	13	0	0	0	20	0	7	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	120	33
"msp_1356"	0	24	25	666	0	0	20	0	0	183	28	48	37	0	0	573	55	0	205	0	163	0	71	1547	792	373	16	0	0	33	605	0	0	199	81	274	24	78	15	25	18	1318	46	287	14	43	43	232	29	387	215	20	337	324	8	28	1299	0	0	499	128	1553	501	0	819	0	131	463	731	0	0	0	0	156	111	0	2005	0	58	29	0	0	17	2093	0	152	0	69	0	1238	6	87	274	1723	0	48
"msp_1358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	25	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1360"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	32	71	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
"msp_1361"	0	0	34	0	0	0	0	0	0	0	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0
"msp_1362"	143	26	0	0	261	0	0	0	0	0	76	263	0	0	77	53	0	532	0	0	137	0	0	0	934	1047	1036	2360	289	17	1805	0	0	91	0	0	12	0	20	266	0	519	0	0	14	0	273	0	14	38	0	14	577	793	50	38	224	0	0	96	229	10	35	20	0	0	22	315	0	99	193	264	0	374	277	0	302	0	0	0	0	197	0	0	0	486	41	0	97	0	0	0	815	782	251	37
"msp_1377"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1381"	63	50	27	653	15	0	151	0	104	0	82	119	261	0	35	28	0	243	0	59	271	73	13	67	0	122	7	0	0	0	81	0	6	24	31	8	0	51	56	155	0	97	14	255	12	387	0	60	0	63	34	0	28	70	85	0	295	59	709	42	28	59	112	80	791	0	15	22	475	87	0	12	107	945	30	0	300	72	12	82	0	0	61	742	656	5	20	62	27	127	116	0	692	54	124	104
"msp_1388"	0	38	0	0	26	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	123	0	57	0	0	0	10	46	0	0	0	0	0	52	0	0	0	55	16	0	0	102	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	22
"msp_1397c"	52	32	31	315	54	0	32	92	0	45	0	151	16	0	0	41	14	194	0	0	226	0	0	0	117	472	211	0	20	0	0	0	0	17	17	18	15	27	0	36	0	39	32	0	0	30	24	0	0	0	98	0	48	36	0	0	313	20	0	25	55	68	63	7	13	0	160	9	55	0	0	22	0	110	40	182	244	165	0	0	0	11	18	326	117	38	23	0	0	0	0	62	67	463	140	0
"msp_1403"	0	144	12	0	74	92	0	0	9	108	13	297	9	0	38	971	0	0	0	0	0	0	27	0	0	0	62	0	0	0	0	6	23	9	0	77	12	46	0	6	181	0	49	11	22	0	0	0	10	0	10	17	0	123	90	29	60	17	0	61	0	10	0	7	0	18	51	44	0	27	0	0	0	0	0	0	124	0	13	8	0	0	0	0	12	15	11	0	0	0	0	0	288	220	0	137
"msp_1404"	0	0	0	5	0	0	405	0	0	0	0	0	0	0	10	0	0	5	0	10	0	0	0	0	0	0	28	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	991	0	5	0	7	0	0	0	208	0	0	0	0	8	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	17	0	0	0	0
"msp_1412"	0	0	0	0	0	0	0	0	0	77	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
"msp_1413"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	2749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1418c"	82	20	0	142	0	669	113	67	10	21	43	68	0	72	85	0	74	0	35	228	84	71	9	50	338	4849	50	31	340	0	0	9	0	15	12	0	20	0	32	107	0	51	19	0	0	19	16	47	15	10	0	50	40	20	23	25	20	0	117	15	16	63	16	29	22	87	25	0	34	50	145	0	168	14	0	359	0	12	28	98	108	56	0	126	207	0	189	265	0	158	0	0	27	15	14	17
"msp_1421"	0	0	0	0	0	97	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	54	0	0	35	0	0	0	19	0	16	0	0	0	0	0	0	0	15	0	0	51	0	0	27	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	726	38	0	0	0	0	102	0	0	0
"msp_1422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1359	0	0	0	424	0	0	0	0	0	0	26	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	48	0	142	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1428"	0	137	118	0	23	48	0	0	67	0	0	0	0	48	32	13	0	0	0	0	0	0	0	0	0	0	20	0	0	81	0	197	99	88	0	11	26	0	22	5	69	0	0	72	100	80	0	0	0	14	0	109	0	0	6	0	134	24	0	31	67	0	0	53	0	19	0	32	0	60	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	113	0	22	0	0	0	50
"msp_1441c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	13	0	0	0	0	64	41	18	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	49
"msp_1444"	0	0	0	0	0	0	0	0	0	37	0	0	0	0	45	678	0	104	0	0	614	0	331	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	7	0	20	0	0	0	0	27	0	0	0	36	0	0	0	0	0	0	10	0	35	0	0	0	139	440	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2982	0	0	18	99
"msp_1459"	0	118	298	0	69	0	13	0	0	0	0	0	0	0	106	298	0	0	0	0	2951	0	482	0	0	0	133	0	0	0	0	0	126	0	0	30	77	0	128	92	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	45	0	159	0	0	0	101	0	1413	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	28
"msp_1461"	0	0	0	22	0	0	0	0	0	0	0	148	0	0	0	42	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	9	37	0	0	12	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	75	0	0	0	30	17	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	24	0	0	0	0
"msp_1465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	110	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0
"msp_1473c"	0	0	226	0	0	0	0	0	147	0	0	0	0	0	0	1233	0	0	0	0	39	468	0	0	38	0	0	0	0	0	171	0	32	129	89	0	0	0	0	29	0	0	410	0	0	0	0	0	0	0	0	239	17	0	0	91	0	12	0	0	0	88	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	585	0	0
"msp_1483"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	11	366	0	0	0	0	44	0	0	104	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	11
"msp_1484"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	9	759	0	0	0	0	0	0	177	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
"msp_1485"	0	0	0	5343	0	0	0	0	0	112	0	0	0	0	0	213	0	0	0	0	0	0	552	0	0	0	0	7	0	0	0	0	0	14	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	6014	0	0	0	0	1265	420	21286	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	279	0	0	0	50
"msp_1491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	189	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	41	26	0	31	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	44	0	0	0	820	0	0	0	0	237
"msp_1492"	0	367	286	501	78	205	101	0	0	40	17	0	0	261	32	298	0	0	14	0	0	0	45	0	0	0	55	0	0	33	17	117	174	15	20	0	49	36	15	17	128	209	27	101	8	0	8	0	13	63	0	63	11	91	63	84	255	24	0	38	11	27	84	23	19	73	28	12	34	27	0	20	71	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	17	0	61	0	0	0	0	290
"msp_1515"	0	0	42	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	21	0	0	0	15	14	0	0	77	0	698	0	0	9	0	0	8	0	0	0	0	0	0	0	16	18	0	0	0	0	0	125	0	0	0	0	0	142	0	0	0	0	0	0	0	0	3694	0	0	0	0	0	0	0	0	0	18	0	0
"msp_1519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	0	0	0	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	15
"msp_1527"	0	0	0	0	0	0	0	0	0	0	0	3611	0	0	1065	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	0	0
"msp_1531c"	0	0	0	0	0	2346	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	85	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	1397	0	0	224	0	0	0	0	0	0	1539	0	0	0	0	0	203	0	0	0	132	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	618	0	0	0	0	0	0	3576	0	0
"msp_1533"	0	259	2065	0	178	0	0	0	0	0	0	0	0	1566	0	0	0	0	311	0	0	0	0	0	0	0	17	0	0	0	16	0	87	287	0	0	17	0	0	624	186	0	0	0	30	0	0	0	48	21	82	92	141	0	0	136	131	0	0	41	0	95	0	0	0	16	34	0	0	0	0	1001	524	0	0	0	16	0	16	0	0	0	0	0	92	0	25	0	0	0	361	0	0	0	1859	150
"msp_1541"	0	0	0	0	7	0	0	0	0	10	153	47	73	0	23	129	0	171	18	0	50	0	50	0	0	24	7	0	0	20	0	0	0	23	0	58	12	178	24	21	8	0	0	151	124	0	55	0	17	100	11	5	66	0	13	5	0	0	0	101	75	62	25	0	0	0	65	62	192	21	0	32	0	0	58	0	89	0	0	0	0	0	0	41	8	42	0	8	7	0	0	21	0	61	0	29
"msp_1543"	100	21	0	74	0	256	57	48	22	151	150	267	0	77	105	0	32	36	16	125	32	53	9	25	615	3894	23	122	523	16	0	0	14	14	0	0	23	0	14	277	6	37	24	9	0	0	25	29	22	8	0	53	18	24	24	19	13	5	102	17	0	21	17	14	108	169	30	10	27	34	88	0	130	14	6	400	12	42	19	395	79	35	0	80	165	6	467	363	0	74	0	23	15	20	48	13
"msp_1550"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2948	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1556"	1086	245	63	0	284	328	775	0	158	1463	297	1210	263	74	0	158	0	1092	117	0	518	129	106	2800	5	0	0	0	116	21	0	112	143	36	733	184	53	141	36	0	0	547	220	553	37	274	300	0	75	23	98	108	74	0	119	41	1289	360	32	203	70	929	137	82	0	43	142	25	422	186	0	142	120	3488	0	2499	0	0	0	162	0	0	399	255	1056	0	64	0	46	0	0	7	0	0	0	148
"msp_1558"	956	0	44	507	0	199	13	0	29	0	0	254	114	0	170	147	30	116	20	17	101	0	20	956	432	14	0	0	0	0	36	0	0	0	37	0	0	44	10	57	0	213	113	18	0	119	0	0	0	58	21	0	64	85	0	30	0	0	0	22	10	67	191	144	302	0	214	0	82	76	0	44	0	302	15	0	122	0	226	0	0	0	38	174	131	7	0	99	0	169	66	56	0	0	20	0
