"MSP"	"SRS9032175"	"SRS9032172"	"SRS9032166"	"SRS9032079"	"SRS9032163"	"SRS9032162"	"SRS9032160"	"SRS9032078"	"SRS9032076"	"SRS9032158"	"SRS9032072"	"SRS9032157"	"SRS9032156"	"SRS9032071"	"SRS9032069"	"SRS9032065"	"SRS9032064"	"SRS9032061"	"SRS9032059"	"SRS9032058"	"SRS9032057"	"SRS9032150"	"SRS9032054"	"SRS9032149"	"SRS9032053"	"SRS9032043"	"SRS9032148"	"SRS9032039"	"SRS9032147"	"SRS9032034"	"SRS9032143"	"SRS9032141"	"SRS9032140"	"SRS9032137"	"SRS9032134"	"SRS9032133"	"SRS9032131"	"SRS9032129"	"SRS9032121"	"SRS9032119"	"SRS9032115"	"SRS9032113"	"SRS9032110"	"SRS9032108"	"SRS9032106"	"SRS9032102"	"SRS9032099"	"SRS9032098"	"SRS9032096"	"SRS9032095"	"SRS9032094"	"SRS9032092"	"SRS9032089"	"SRS9032084"	"SRS9032081"	"SRS9032075"	"SRS9032070"	"SRS9032060"	"SRS9032055"	"SRS9032052"	"SRS9032049"	"SRS9032048"	"SRS9032046"	"SRS9032045"	"SRS9032042"	"SRS9032041"	"SRS9032038"	"SRS9032036"	"SRS9032198"	"SRS9032194"	"SRS9032189"	"SRS9032188"	"SRS9032173"	"SRS9032171"	"SRS9032159"	"SRS9032145"	"SRS9032144"	"SRS9032142"	"SRS9032127"	"SRS9032124"	"SRS9032118"	"SRS9032117"	"SRS9032116"	"SRS9032114"	"SRS9032112"	"SRS9032111"	"SRS9032109"	"SRS9032107"	"SRS9032104"	"SRS9032103"	"SRS9032101"	"SRS9032100"	"SRS9032091"	"SRS9032090"	"SRS9032088"	"SRS9032087"	"SRS9032086"	"SRS9032077"	"SRS9032074"	"SRS9032073"	"SRS9032068"	"SRS9032067"	"SRS9032066"	"SRS9032063"	"SRS9032062"	"SRS9032056"	"SRS9032051"	"SRS9032050"	"SRS9032047"	"SRS9032044"	"SRS9032035"
"msp_0059"	0	0	0	3221	0	0	0	2560	0	0	0	1098	164	0	636	0	0	608	0	13259	0	0	0	0	11458	221	467	9	255	0	550	0	137	0	0	13	993	17	0	50	0	4575	0	0	0	517	0	0	0	1331	0	0	0	493	3682	0	2141	0	8299	0	4938	0	4535	0	61	13854	16	0	0	709	2119	4380	0	0	433	741	0	0	1340	0	0	681	0	0	0	0	0	0	2102	35	0	0	0	9	0	0	0	458	1718	0	3737	3040	0	4	0	0	0	655	5086	4	498
"msp_0060"	0	14	0	43	0	478	0	7979	0	335	0	34	22	0	808	14	0	3013	0	25	0	0	0	260	0	0	39	0	17	0	0	0	165	0	200	0	1898	61	0	273	0	616	0	0	0	39	0	0	0	592	10	36	6	1520	1909	305	110	0	0	0	21	0	1341	0	70	5	15	266	0	0	108	113	0	0	721	128	0	0	57	9	0	0	0	0	0	225	0	0	0	1393	5309	0	6	32	22	0	0	0	99	0	0	58	0	0	0	0	0	2949	0	0	0
"msp_0061"	0	0	0	0	0	0	0	0	0	0	0	32	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	32	119	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	346	0	0	0
"msp_0062"	0	15966	68	1218	0	0	0	1189	0	461	638	228	360	0	895	2620	738	979	819	4248	5867	0	0	0	504	2692	801	15372	40	0	301	0	18	0	42	0	2436	98	7	791	0	7404	0	35	0	215	0	0	171	424	191	78	990	115	2132	125	179	0	1873	3240	4862	0	4758	0	106	4393	57	0	424	74	1139	1274	0	699	192	91	0	92	1043	11	501	1316	1111	2256	959	0	2174	523	94	347	709	47	22	267	143	0	0	369	287	0	3413	1737	3005	8	8	4469	5728	1222	336	534	209
"msp_0063"	0	0	0	0	163	0	0	3095	0	13	0	0	0	0	0	679	0	0	0	0	0	0	0	0	0	143	0	0	0	0	171	0	0	0	0	0	0	151	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	117	57773	0	7871	0	0	0	13	0	0	0	0	0	0	0	363	0	0	0	20	4006	0	1334	0	0	4812	0	19	0	0	0	0	0	778	0	0	331	0	0	0	0	0	0	0	50	602	0	43	0
"msp_0064"	0	6	0	0	0	0	0	0	0	0	0	0	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	1584	0	0	0	0	0	0	0	0	0	0	20	112	14837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0065"	0	0	0	0	0	0	20	0	0	0	0	0	373	0	0	59	0	17	0	0	103	0	0	910	0	0	0	0	0	0	0	0	22	0	0	0	0	122	395	0	0	0	0	0	14	0	0	630	0	0	0	0	0	0	0	0	317	0	0	0	23	0	0	0	0	0	0	0	0	0	0	6	0	155	0	0	0	0	0	0	0	0	0	0	0	816	0	0	83	16	0	0	100	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	56	0
"msp_0066"	0	0	10115	1493	1055	0	6211	0	0	0	658	0	0	0	7	1078	0	0	1663	0	0	0	0	0	0	35	0	1701	0	0	442	704	0	1373	55	0	0	2567	4	0	0	81	0	0	6131	0	0	0	20	0	0	884	0	0	0	0	14	58	22	143	247	0	0	0	0	0	120051	19	119	0	720	0	0	0	0	0	49	120	487	25263	0	0	0	0	0	0	0	429	0	0	0	100	0	0	0	12351	16	18	0	658	574	0	6100	0	1729	16178	92	10762	0	0	10091
"msp_0068"	63426	48	0	0	10	94	0	688	0	26320	5162	0	50272	0	12026	529	0	0	85420	275	0	0	0	57298	0	36757	1866	43	62	0	2128	4928	803	0	62544	0	9468	677	5410	18247	0	6799	0	0	0	0	0	99	1559	26780	55053	8188	24306	52704	44808	38596	6004	0	1433	11310	30	128062	1158	0	42908	0	110	8119	286	20648	0	538	8	4819	20455	144333	4003	0	195	3679	0	0	0	0	19020	4069	3859	17	4404	4574	0	26	1300	122795	111881	0	29986	0	49872	2508	0	25	2460	9	0	0	4479	3027	8	3740	0
"msp_0069"	0	55696	250645	12716	83039	42443	35287	22973	32572	44857	423	8083	2777	1456	1490	20289	24070	19737	27348	15581	39271	0	116211	2598	11543	10385	895	120459	24293	145865	84172	636	192	568	3273	89	8781	12420	134516	1440	72	29139	67742	126032	33854	20339	4623	471	5100	7813	14628	2788	11653	3863	12044	1150	369	23343	30084	59861	57364	26379	7065	120630	1550	28353	12345	13016	16824	3358	32799	4370	73767	132013	754	4404	6801	25069	71973	161027	69431	16525	183840	27092	92262	2324	72018	8526	894	7644	19055	132556	62	1771	10290	76081	280	4498	3989	0	108915	26344	48708	3677	29010	24640	68372	49899	42571	11669	62120
"msp_0070"	0	0	0	1113	0	0	0	0	0	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32963	7	0	0	8013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16471	0	0	0	0	0	0	10	19370	0	3	2167	0	0	0	1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0
"msp_0071"	1471	465	0	801	82	56208	3135	1169	0	350	1378	0	133	0	13774	102	0	0	298	8	611	0	77	959	5611	1807	275	0	1046	0	0	267	0	495	7122	1105	978	698	1647	1150	7	5307	52684	0	3203	196	0	97	3158	2436	6108	935	431	3030	643	871	1905	0	0	208	25	179	600	0	779	0	7	21135	168	15546	58	16519	0	13	1362	1996	0	0	0	14	424	608	11	4033	241	17	0	1983	2481	112	380	0	395	1527	519	0	1493	1632	2134	773	0	1151	86	0	73	4802	508	3998	11	2255	198
"msp_0072"	16276	731	0	375	14531	1860	33715	623	0	29266	130	442	619	0	10796	3525	0	8	9510	263	0	0	6	458	4362	6331	675	1386	20083	0	33469	167	7246	0	1832	10583	6200	12642	72	2025	10	636	7804	0	32525	11692	0	7671	10345	11364	21361	22	2098	2220	5140	7860	619	27552	329	1709	3208	7448	333	0	2875	0	60	6851	7291	5913	44	1781	0	707	6324	5497	879	0	14122	15	8	5728	0	10513	39602	7381	15706	5376	2688	129	1990	23	2384	428	6506	14310	975	41215	0	798	8913	10179	1015	32	10054	1315	39	7206	0	257	38111
"msp_0073"	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	49	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
"msp_0074"	667	0	0	0	0	1081	0	191	0	0	0	0	48	0	0	0	0	0	0	0	0	0	5	40	0	0	0	0	0	0	0	69	0	0	7	0	0	0	695	15	0	0	0	0	0	450	0	0	0	380	0	0	0	625	0	0	57	0	0	0	0	0	0	0	0	0	0	0	86	622	0	0	0	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5142	50	0	9	0	0	0	512	0	0	5	0	0	0	0	108	0	0	0	0	0	0
"msp_0075"	476	0	0	1276	152	30470	1301	171	0	0	714	164	1020	0	26097	832	0	0	391	103	0	0	0	1039	265	307	205	4000	110	0	1322	83	581	15	26976	9	1125	763	4274	2296	5	657	2567	0	1219	9329	0	20	3883	615	4255	3593	594	8482	10131	1232	5040	13424	54546	0	83	1854	217	0	2697	0	16	252	19608	307	146	1513	0	12	1432	2702	50	0	176	416	1508	14	10116	3644	17815	72	674	826	954	1344	2546	0	212	1735	6375	69	1228	643	1304	272	68	0	259	0	717	98	417	51	0	1174	221
"msp_0076"	328	17	695	65	289	351	1596	387	1864	48	88	143	2087	0	135	135	0	104	18	30	15	2016	1053	9753	992	740	12301	861	2778	0	178	45915	46	0	553	11581	2949	1922	3386	104	0	573	3695	0	1425	3515	39	8744	1234	53	385	1448	684	80	578	156	259	1637	61	421	606	235	170	0	1752	1055	55	478	213	1105	449	160	0	1144	202	181	20096	11431	220	606	233	251	323	104	84	347	323	375	1443	129	127	72	511	319	75	1494	621	158	346	89	1509	131	549	0	409	2145	351	500	0	95	1171
"msp_0077"	0	0	0	0	0	116	0	3512	0	3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	209	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	679	74	0	0	0	0	11	0	0	0	0	0	0	0	0	4658	0	0	0	0	0	301	51	0	0	0	0	0	3207	0	0	33	0	0	0	0	0	0	0	0	0	0	0
"msp_0079"	8826	12	0	1613	5458	2048	5190	164	0	3118	455	160	1443	0	1317	0	0	1216	10862	8	9676	9024	0	0	0	583	13	1084	24662	0	1638	9277	991	0	668	3288	0	17078	6	409	0	1132	0	0	4846	2362	0	0	2746	399	1085	10039	920	867	447	3179	187	0	15	2687	203	2029	861	0	423	5	6	336	446	6128	36	4155	0	70844	143	1501	4749	7948	6981	13	4196	1819	4	0	1170	920	1866	1382	15	304	57	385	2405	301	219	0	11	263	4609	0	9019	15370	23402	4	0	2912	894	3144	1153	4279	24221
"msp_0080"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15315	0	4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0081"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4156	0	0	127852	299	12827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35458	0	0	0	8	432	0	0	0	0	0	2514	0	0	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0083"	0	0	0	6	0	0	6	0	0	1347	0	0	0	0	0	12	0	0	3067	1122	0	0	0	0	0	6	159	0	18	0	94	0	0	14	0	0	0	18	8104	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	356	0	0	123	0	0	385	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1736	0
"msp_0084"	0	0	0	0	0	0	0	0	0	0	0	1515	21711	0	0	0	0	0	0	0	0	0	0	40483	0	0	8100	0	0	0	0	0	238	0	618	0	0	7424	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	26279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0085"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	30	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1485	0	0	0	0	0	0	11643	0	0	0	0	52	0	0	29	0	16	0	0	0
"msp_0086"	259	172	157	137	1556	533	760	85	607	114	76	43	0	0	0	16	2114	1184	259	694	2601	0	0	0	230	361	0	336	13	2000	92	62	22	2217	18	0	34	37	3515	0	10001	561	11665	0	757	61	0	15	604	0	4	269	12	27	97	93	40	370	113	192	7447	14	50	5833	0	0	14438	24	122	62	2665	0	1096	4168	18	22	21	512	84	5998	8	272	850	109	10	50	1426	159	17	29	163	2120	0	0	519	50	8	572	120	46	2575	46	891	340	11	2504	236	179	1389	349	213
"msp_0087"	2650	0	0	0	0	0	2030	6488	0	0	230	0	0	0	1621	2593	0	0	0	80	0	0	70671	0	882	827	0	0	0	0	3364	0	0	313	2271	1777	0	1242	50	2957	0	1958	7	0	1874	0	0	238	0	10767	33775	0	14547	0	0	2103	409	2256	0	0	508	0	10748	0	14	4	0	0	4523	5763	0	0	0	6499	317	0	12557	0	1237	60	0	0	0	0	0	26	0	0	0	0	0	184	0	749	5061	59658	1233	0	0	0	0	29	0	0	49729	162	1145	11	132	883	130971
"msp_0089"	7	0	0	425	22890	0	0	0	0	919	0	0	16	0	30415	157	308	0	0	128	0	0	0	0	20286	4094	71	13639	0	0	7	7	0	0	119	0	221	117	0	55	0	775	0	3660	0	0	0	0	934	0	69	0	45	127	268	0	809	0	0	0	1440	0	3891	0	74	18045	0	287	992	0	5235	1007	0	0	0	0	7	0	544	0	0	297	0	1189	4457	0	4081	430	0	3015	0	0	0	10	0	0	0	0	0	0	2508	263	0	0	11	5208	0	11887	270	1109	0
"msp_0090"	7	18717	0	16537	0	33467	42231	5288	0	12710	48	2546	5038	0	7494	616	437	0	26883	33771	15299	0	0	0	38990	5946	1139	35940	1204	0	11509	17	758	0	118	243	15309	613	23	603	33	16744	0	0	45001	932	0	8	0	5332	4391	1780	12156	3831	41487	0	34167	0	73799	62414	18127	1671	40439	14779	2739	61605	398	14684	5625	7444	0	9967	0	5	4704	383	0	2391	11	20	57	13787	26403	22590	18834	3105	51655	1209	248	196	45092	70	9	39	0	129	0	7901	27255	2089	33474	23548	0	27	0	54742	54394	43586	27776	7941	0
"msp_0091"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	158	5790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	26802	103	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0
"msp_0092"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	414	0	0	0	0	9	0	0	0	0	29	0	0	0	334	0	988	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	29	0	117	6553	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0
"msp_0093"	0	19	0	0	0	2006	0	863	0	362	169	0	988	0	5808	0	0	0	0	15	0	0	0	0	1060	667	0	0	13	0	208	7	0	0	274	16	0	68	0	38	6	0	0	0	0	3424	0	6	2422	283	0	1729	1887	880	0	0	1090	0	0	0	8	0	481	0	216	0	0	0	15112	334	0	1681	0	0	414	363	0	0	0	0	0	0	0	3542	1589	0	0	0	0	659	0	0	0	0	0	0	3750	0	1142	0	10	0	0	0	0	961	54	0	0	1712	0
"msp_0095"	0	1023	0	19	92451	0	0	0	0	0	0	0	0	0	50076	58	0	0	53067	2354	0	0	0	0	0	0	11677	0	0	0	0	0	2293	0	18946	0	25	236	0	0	0	3355	0	0	0	0	0	0	0	0	0	0	5364	67	4251	0	0	0	0	0	0	11562	0	0	0	0	0	29100	0	0	0	72	0	0	9872	0	0	0	98	0	0	0	0	0	0	2680	0	0	0	0	0	0	0	18462	10500	0	53085	1546	0	0	0	13	0	0	334	20	23108	4347	0	0	47
"msp_0098"	438	0	0	0	0	0	82	0	0	87	0	0	0	0	5	20	0	0	0	199	0	0	0	0	166	16	0	320	0	0	127	0	0	0	0	0	24	0	0	0	0	555	0	0	83	0	0	0	0	0	0	0	48	0	0	0	11	26	0	0	44	0	20	0	0	7	0	99	0	0	155	34	0	20	0	0	0	0	0	0	11	3	17	5	0	21	39	8	0	0	0	0	0	0	0	0	4	145	0	0	12	0	0	0	0	214	5	0	0	0	17
"msp_0103"	14	111	8	0	24	13	16	0	836	0	29	36	12	346	0	0	205	337	22	40	144	1864	0	90	51	55	278	180	77	100	40	65	0	288	0	24	0	0	173	0	37	29	37	856	21	29	0	684	29	15	76	3034	79	0	0	0	30	31	58	133	2303	24	71	0	0	14	519	9	30	0	76	0	0	45	0	10	13	332	0	133	14	43	750	0	8	0	18	0	11	26	37	362	0	0	16	0	310	17	0	8	284	68	16	499	9	67	4	239	53	41	59
"msp_0104"	4	0	0	0	0	0	0	0	0	20	15	0	0	0	0	0	0	0	0	139	0	0	0	0	77	95	0	184	0	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	11	0	0	21	0	161	7	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	918	0	0	0	0	3099	54	0	0	111	0
"msp_0105"	0	33610	0	1735	0	0	0	0	0	431	0	0	0	0	41462	16034	0	0	0	0	0	0	0	0	232	17182	4823	0	0	0	0	0	3001	0	216	0	0	3318	0	0	0	0	0	0	0	0	0	0	0	0	32	0	4062	0	0	126	0	0	0	0	15	0	43	0	6167	27871	0	0	0	0	0	0	0	0	242	777	0	0	159	0	77	34993	0	0	0	72206	0	0	2557	0	29380	0	207	18013	6083	0	0	1748	0	0	0	0	0	0	0	13644	0	0	0	354	0
"msp_0106"	12	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	2439	0	0	0	0	0	0	0	0	0	0	0	15	0	0	312	0	0	0	0	0	0	0	0	0	1667	0	0	0	0	0	0	23	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	2038	9	0	0	0	5	0	0	0	0	0	0	0	0	0	1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0107"	15	0	1305	0	30	21	87	352	0	425	8	17	248	0	365	5	145	54	118	7	0	22674	4576	26	720	40	12	77	3065	0	76	1905	6	5914	7	14986	18	261	1805	6	9365	5893	1059	0	95	2554	0	17439	436	29	57	37	100	10	27	0	19	9	5	504	9	4866	88	0	0	859	163	50	145	148	530	164	0	1965	0	9	3394	32958	9	2056	74	6	121	138	779	0	72	11	321	51	12	233	18	5	23	139	86	7	28	0	773	442	25	0	0	23	113	800	0	125	888
"msp_0108"	0	0	0	0	0	71	0	0	209	0	9	19132	137	413	0	0	1033	212	0	0	0	0	0	0	0	0	714	0	1021	0	0	66	7225	0	40891	0	10	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2201	100	0	0	0	0	0	0	0	2008	0	0	246	2773	9	10	5	16	12	12702	334	155	13	17	0	157	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	80	0	0	12	10	0	0	48	0	0	61	0
"msp_0109"	0	9	0	203	70	8	517	23	0	32	106	237	0	0	0	146	22	0	13	128	0	0	0	0	40	13	146	236	507	0	33	7	0	1428	49	26	0	9	1402	0	0	651	0	0	482	41	0	645	28	0	25	786	0	0	0	0	21	53	18	42	0	0	20	0	0	10	26	0	0	36	88	0	0	22	0	0	0	0	0	395	33	88	119	27	0	0	14	0	27	33	188	86	0	0	0	11	0	12	0	0	184	0	358	9	0	143	30	65	84	26	90
"msp_0110"	10020	6313	3610	93	0	2027	7012	403	474	1706	1756	621	971	0	0	5586	0	9659	4263	4155	4006	0	0	1008	781	2897	592	8764	413	123	3625	181	746	65	0	0	4337	6112	7680	37	12	11018	2112	4579	7714	235	0	0	581	765	910	68	2765	365	103	1270	233	4218	2904	9598	1859	402	1984	0	53	10679	2385	2190	1102	145	2018	2002	0	5094	262	472	0	12	3480	9	2039	1523	1597	0	1182	10935	7170	107	0	501	1428	5755	62	339	436	693	0	179	251	726	12465	2331	2526	0	8	4421	3435	12322	2343	6040	5111
"msp_0111"	0	0	1193	0	9	0	99	0	1897	620	10	341	0	0	0	0	0	0	49	0	0	0	0	0	0	0	95	0	0	0	0	0	0	107	0	4	39	5	1626	0	0	22	590	0	100	0	0	6343	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1326	0	0	0	0	0	6	0	0	0	0	2589	0	1266	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	4911	1232	0	0	19	0	0	0	13	0	0	5	501	0	0	164
"msp_0112"	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	79	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	19	0	31	0	0	0
"msp_0113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	1141	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	27	0	0	0	0	494	0	0	0	26	0	0	0	0	0	0	11	0	9	84	32	9	0	0	0	7	0	0	0	0	18	0	0	0	0	0	0	0	14	0	0	0	0	0	0	12	0	7	0	0
"msp_0114"	0	0	0	0	0	10664	0	0	0	0	0	898	0	0	0	0	0	5481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	2478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"msp_0117"	0	0	0	0	0	0	0	0	0	0	0	0	112	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	207	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0120"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
"msp_0121"	0	98363	0	1336	0	0	0	0	0	418	14418	0	614	0	2073	0	0	0	0	130206	0	0	0	6502	30715	296	1224	3579	0	0	106	0	0	0	0	0	0	1465	28	2497	0	8560	0	0	0	0	0	0	0	7873	0	0	3100	0	0	0	633	0	45042	0	75	0	4923	0	554	16974	0	0	0	0	0	954	0	0	1519	1145	0	0	0	20	98	1968	0	9228	0	0	0	0	3574	98	0	0	167	8150	17846	0	0	1608	414	0	0	1859	0	44	0	0	0	0	35	13541	0
"msp_0123"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68310	0	0	4803	48	0	0	0	0	0	0	0	59	0	0	188182	0	0	0	0	0	0
"msp_0124"	0	22	0	10995	23313	72535	0	0	0	907	0	2213	8284	0	6248	3003	0	0	0	412	0	0	0	9707	0	11431	5158	126	161667	5	0	1442	2576	0	11727	0	0	4439	15	892	0	2061	0	0	0	42355	0	24	49246	1822	6755	17232	20449	23111	1544	506	12495	0	815	6996	4201	6808	38876	0	28138	6839	0	835	0	1065	0	19736	0	0	3804	7053	0	3736	6225	22	4870	1004	0	3531	11698	3258	4763	6251	216349	1440	976	0	791	10292	16923	0	0	51056	40423	0	0	9575	0	4	0	20	0	1296	255	36102	0
"msp_0125"	0	86	0	2425	363	2498	0	3084	0	268	206	2187	2283	0	1339	84	0	14	55	219	0	0	0	151	8232	556	19	93	760	0	0	7978	1099	0	495	3762	521	319	0	98	0	566	0	0	0	5439	0	0	10718	556	1173	85	876	8132	1563	315	1847	0	906	22	122	484	1061	0	779	191	8	762	1197	1648	0	4533	0	0	1353	682	254	0	193	37	1090	0	47	4196	637	1044	0	841	301	197	129	0	142	280	855	0	0	584	1434	0	0	451	90	0	84	1041	872	152	7	1116	0
