rowname	DDA_APT_D5_1	DDA_APT_D6_1	DDA_APT_F7_1	DDA_APT_M8_1	DDA_APT_D5_2	DDA_APT_D6_2	DDA_APT_F7_2	DDA_APT_M8_2	DDA_APT_D5_3	DDA_APT_D6_3	DDA_APT_F7_3	DDA_APT_M8_3	DIA_APT_D5_1	DIA_APT_D6_1	DIA_APT_F7_1	DIA_APT_M8_1	DIA_APT_D5_2	DIA_APT_D6_2	DIA_APT_F7_2	DIA_APT_M8_2	DIA_APT_D5_3	DIA_APT_D6_3	DIA_APT_F7_3	DIA_APT_M8_3	DDA_FDU_D5_1	DDA_FDU_D6_1	DDA_FDU_F7_1	DDA_FDU_M8_1	DDA_FDU_D5_2	DDA_FDU_D6_2	DDA_FDU_F7_2	DDA_FDU_M8_2	DDA_FDU_D5_3	DDA_FDU_D6_3	DDA_FDU_F7_3	DDA_FDU_M8_3	DIA_FDU_D5_1	DIA_FDU_D6_1	DIA_FDU_F7_1	DIA_FDU_M8_1	DIA_FDU_D5_2	DIA_FDU_D6_2	DIA_FDU_F7_2	DIA_FDU_M8_2	DIA_FDU_D5_3	DIA_FDU_D6_3	DIA_FDU_F7_3	DIA_FDU_M8_3	DDA_NVG_D5_1	DDA_NVG_D6_1	DDA_NVG_F7_1	DDA_NVG_M8_1	DDA_NVG_D5_2	DDA_NVG_D6_2	DDA_NVG_F7_2	DDA_NVG_M8_2	DDA_NVG_D5_3	DDA_NVG_D6_3	DDA_NVG_F7_3	DDA_NVG_M8_3	DIA_BGI_D5_1	DIA_BGI_D6_1	DIA_BGI_F7_1	DIA_BGI_M8_1	DIA_BGI_D5_2	DIA_BGI_D6_2	DIA_BGI_F7_2	DIA_BGI_M8_2	DIA_BGI_D5_3	DIA_BGI_D6_3	DIA_BGI_F7_3	DIA_BGI_M8_3
28S ribosomal protein S5, mitochondrial	19.289074621767305	19.3300758305175	18.072976818059804	18.9400232085826	19.786657264633103	19.033766898244306	19.269441211113403	19.095510423262706	19.060951530091906	18.872821918907903	18.6705083893351	19.056627764674403	19.92104129062787	18.72528548031767	18.89114730867207	18.65505237104457	19.08676130807577	18.79538813623847	18.96498925222897	19.89252137756107	19.01919069867797	18.94532640869377	18.93761843422917	18.64411381282207		18.854052424116272	19.08945372490497	19.073462843482872	19.26341633256987	18.849469780446373	19.063665099109272	19.01093098938697	19.026073241234474	18.79543020405257	18.979448524431373	19.254140163953277	19.103181843173537	18.773765438126333	19.091361308175536	19.281989995795435	19.189441822129737	18.881797246077237	19.237085411093936	18.97186715606074	19.046376242271435	19.111591240769634	19.032898197662234	18.757079977853536													19.30204563342312	19.06823321911142	19.03803137638752	18.94078277325892	18.939584731129425	18.66078032552912	19.46313643066702	18.966341204886422	19.03069916121462	18.940139520353625	19.06225601281932	19.06640549040912
SAM and SH3 domain-containing protein 3	19.753245831113865	19.54074884063086	19.630847462235664	20.04224906042826	19.776874003250764	19.448368490827765	19.742894686856364	19.884871206016964	19.66132911042166	19.533073880441965	19.567122131773363	19.70605688607136	19.558378206714394	19.62360649191169	19.677883070779696	19.7420802503508	19.6270218632216	19.416313862637097	19.766411868214096	19.8659980587098	19.745686734474297	19.740181359832896	19.6659424954766	19.858177327745896	19.71533552458088	19.48495271044098	19.62395397668158	19.72160790479518	19.69272696783788	19.38774516149918	19.586255295752785	19.96162383504278	19.79489804360908	19.52355770443088	19.80243401978778	19.99259044560958	19.635800636350112	19.46327722595841	19.670791535290512	19.971895879611917	19.73116817490721	19.61619085455101	19.72037659837161	19.94084212355441	19.735210853308413	19.549603220546917	19.44153012815661	19.810994359461013	19.69216601149926	19.605285149939363	19.60320364245296	19.87439440544746	19.85337800182956	19.678804129459763	19.448435608316565	19.842091283396265	19.83438803735837	19.21420151877276	19.775440719058665	19.865893082537266	20.05171683973238	19.25747488250218	19.46030416955718	19.75645803563778	19.59322810057888	19.49849596391798	20.10473481594368	20.04909512783828	19.67065592856138	19.47792819032508	19.53503316123848	19.83255637423558
AN1-type zinc finger protein 1		17.99382262786862	18.503020357444026	18.664417198036222		18.11251823386112	18.77748635830222	18.70075109443902			18.24190696750222	18.61164110407842	18.24318868615156	18.175700007446963	18.835011359377265	18.37721163141076	18.21082974116426	18.61680547725566	18.932214620182364	18.576972252977058	17.87182422942206	18.10697642532346	18.33279649449216	18.38410230215446	18.247917680691145	17.916530438109344	18.434867533467845	18.750121517024144	18.395525568806345	18.352684895668645	18.395279352985344	18.705829849229843	18.291058951792845	18.270540099764144	18.470360201571243	18.432917138246943	18.122923182648925	18.034813891173627	18.58123573867953	18.78046149979913	18.365686393356228	18.18507016880153	18.556007040321127	18.85610479572663	18.21439561560323	18.074835971263223	18.43251425119073	18.459584678794627													18.586981443717445	18.03930729630325	18.294576340240045	18.472397489221645	18.007658740261945	18.103483994674747	19.119335844314342	18.616957878102543	18.048224207232646	18.187707975840446	18.461224816152544	18.725777201296246
Histidine triad nucleotide-binding protein 3													18.607838697082045	18.37124915437045	17.970476758148745	18.172365932833348	18.895044969999446	17.460434848812845	18.469785125537346	18.787768376513245	18.592670640545546	18.171236072675747	18.639414601341446	18.916237580409145													18.512281582119	18.2062709112352	18.509368356444	18.5337646299056	18.4154372536713	18.5811377634761	18.3534562171143	18.2618372623182	18.3461086387249	18.430578021002	18.2664728168888	18.63780930537													20.99116164620124	13.27767805135054	20.79753052688834	13.54404202216414	14.29135417296384	20.58799313721114	21.21704631940314	20.67548267806064		15.78490005291464	20.85938136557454	20.69646558537384
Brefeldin A-inhibited guanine nucleotide-exchange protein 1				18.69706241321783	18.033917350581326		18.012798708916428		18.386280737073623				18.294800201346703	18.373519991776305	18.1612449229329	18.045741432099103	18.436886008686304	18.464962685629004	18.3910577152172	18.260536400716603	18.5175214660812	18.3933634162192	18.4085397136228	18.235153271626903	18.579313454921987			18.56846887163139	18.11338996486829				17.954811698791687				17.702975692079402	18.475195672909305	18.545484506072203	18.449117741390705	18.313199584634305	18.527656853221103	18.5163306012382	18.233621545990403	18.697708661656804	18.005127804150803	18.572986345368705	17.943922217241802													18.460577219260585	17.748709740055883	18.187832208351185	18.68381080443538	18.430933633693783	18.377226733639283	18.810753620365382	18.28392696347928	18.30410580952278	17.78721436212558	18.24618741628038	18.66204871474418
60S ribosomal protein L14	21.19318604269866	21.20986765436766	21.200535722589255	21.03253437284236	21.19949848992146	21.12951010489666	21.14716575097196	20.97574872890136	21.167006262739857	21.145111836687654	20.99265511306976	20.72635524098576	20.990504730142924	21.19896445477673	21.156499974309625	20.978556393093623	21.149856442610727	21.212252650638625	21.270670070872228	20.477419315605022	21.145729448462028	21.24392293538253	21.176180395244025	21.118618509533626	20.99634714845604	21.11194813313784	21.05331904538184	21.03000738036194	20.95201697596764	21.16618991296144	21.22139487846684	20.95882438336674	21.16570555488804	21.21305368357824	21.12698463447524	21.12338358963044	21.177504847403675	21.097215527594575	21.21796138272228	21.02329834946568	21.12079597061768	21.118250712217176	21.23548723492768	20.998466878382175	21.088725661849075	21.12866413553628	21.02560667848648	20.887197941468976	21.10692706550489	21.11711465175169	21.002177246363694	20.74937125728639	21.48350487744409	21.01393064162639	21.069630437567596	21.26700631920509	21.15401430732309	21.14863701730769	21.039773761504996	20.96708773778529	21.29272099715471	21.36095612502031	20.53355383353311	21.470199642644207	21.47642522584221	21.29471866653411	20.840249241539407	21.23347469885751	20.787004034476908	20.78824178042481	20.686496392184708	21.355134682459507
Tubulin alpha-1C chain	19.054053415720286	19.425406608129087	19.665048830656787	19.635183435995184	19.73632196689049	19.482012090677085	19.552511936753888	19.478771392338185	19.187561643842088	19.672989627326984	19.327704583462783	19.373845440721286	19.24086843315289	19.205804392237788		18.136805230697988	19.40881265242719	20.91084740818399	20.42036414041139	19.63507261557449	18.35936291562999	19.18019004106919	19.91669574627149	19.60559979142949	19.41698173590273	19.383354015254437	19.542435807309435	19.39582044355993	19.434171289260533	19.53706792710433	19.42159887355953	19.501415499034437	19.478332512723632	19.608554483296736	19.583982967804637	19.287695417704136	19.83247289786433	19.65596025680664	19.482543219539536	19.633258141074634	18.560717184132137	19.35271215602713	19.50988115417184	19.42965411588744	19.382733295854035	19.659645750937635	19.550845272423736	19.540987527794737	19.25505678373844		19.437144217392134	19.25467853517584	19.91918453077014	19.43339573515684	19.62738480214204	19.37161626997713	19.66008698840754	19.063864653611336		19.46537038557464	19.64948645570042	19.505691100924217	19.160018527962414	19.76431594470952	19.493430123087016	19.178957146111017	19.86019262549672	19.47403531538262	19.486797805155216	19.287842000647817	19.37990513124462	19.35073879609272
Acyl-protein thioesterase 1	20.17936194638533	20.106081964031038	20.02995522877493	20.45650269927144	20.20631098739904	20.10293249914464	20.064783392859532	20.080616973711937	20.128968985488136	20.00754166960393	20.293841932158937	20.132355067345934	19.930610059716685	20.073556662887786	20.178881908639383	20.110113230603087	20.190563293860187	20.219110298500485	20.331379678099783	20.20723542162649	19.899099105217687	20.190445599371387	20.259089371449488	20.199168716203086	20.20605698744725	20.028301202926357	20.063777554245156	20.051583266032253	19.952260968057352	20.266378964691956	20.089061952784757	20.143437756469552	20.21991573038165	20.177675464027352	20.176827769161957	20.41397572994965	20.12789984309175	20.094622984632352	20.14229483018235	20.20438804446735	20.16837894908415	20.159502179476757	20.20835058214925	20.234976623072253	20.08595422027875	20.117483777901757	20.03841864799705	20.206982663841853	20.247826096397286	19.993965601109384	20.170411408318586	20.109249474211683	20.193678099581486	20.229570394269185	20.070816643861484	20.275991630038185	20.20567878299989	19.92724939986589	20.28565612018149	20.079159695340383	20.422744554822984	20.024946641927183	20.126215528581785	19.939947280826985	19.866529303878185	20.125277085996384	20.494253251860485	20.258428992636183	20.047114127272884	20.147927062601884	20.116806620365185	20.219062895404985
ADP-ribosylation factor-related protein 1						18.20789710967392	18.36744430396712						18.02472524596995	18.35061002566385	18.27982773782855	18.48322717855445	18.46587731938355	18.55295770519935	18.43544030907175			18.69832980662345	18.30354997911905	18.421744212339952													18.376411973327	18.7765583727606	18.5127080158337	17.3576871944199	19.2507300645731	18.4681118940974	18.5458859145437	17.7816460148963	18.7855313104024	18.9610579766659	17.5862395093353	18.7588539183143													18.78273180788301		18.407090519055814	18.40634404610572	18.059865221759416	18.56190899751692	18.813980671730715	17.421774047067515		18.597446900679216	18.66136323545452	18.30378407250081
COMM domain-containing protein 10	16.957838642381546			17.237235813334745	17.200566735837644	16.871630287419844	16.936021363050543	17.025696715333844	18.82299461918645	18.927781140392245		16.783241906179946	16.967017250844282	17.379823821283182	18.23028965510758	17.359086070328882	16.699812709248782	17.16884264575718	17.486706253838783	17.421418947723183	17.36830183489408	17.71694673392858	17.91143724314928	17.62729632121388		16.856638685017852				17.778881813868452							17.87939434390558	17.28537400794388	17.65073999101818	17.83153696728368	17.47591813178738	17.35877963588188	16.73481994087078	17.34148496838968	17.38774366310198	17.30039867924408	17.58108407598828	17.50970508190198													17.689717964418342	17.098330386783342	17.12952205871574	17.346380460554542	17.30996746760044	17.423121532494243	17.60469256241384	17.35379643528184	17.450020836805543	17.89314297685534	17.48707585820684	17.55121094718784
Endoplasmic reticulum resident protein 29	20.66990081958657	20.80071910532167	20.77955279820237	20.52842579658387	20.61013525096567	20.83722515532327	20.71713453124857	20.63443273519187	20.45157163479877	20.93243706527547	20.66116319997897	20.69792213038907	20.354502656185225	20.94177875032432	20.55039344985902	20.71338100566582	20.45062931189702	20.92751556733792	20.72942926436692	20.70829387553922	20.46149951399612	21.00630333424972	20.71960699184502	20.75728650160022	20.4305203200682	20.8938883007681	20.663362898278	20.644860638154302	20.305060894135703	20.842901306226704	20.6818147676625	20.834990275368103	20.3288303435605	20.965571985667403	20.767058906300203	20.961759586676106	20.375110344073637	20.915486424522637	20.68215250967444	20.75189420200394	20.367183970045534	21.05103282899893	20.70720931860544	20.73375654052174	20.38226474114784	21.043845009004635	20.538194540299838	20.77248979396734	20.414585138793157	20.86231083939465	20.67215939496335	20.92123354514485	20.589430232875756	20.920000464048357	20.82946090298725	20.665331878358757	20.09581997535315	20.98167419931285	20.664588209913653	20.70402544172085	20.753473101507225	20.86155539691022	20.55247350367812	20.64486321064902	20.31381282862722	20.84412364391982	20.99508004599272	20.69618965744752	20.36872104697682	20.86863426444152	20.70716809215012	20.71452543056642
DNA-directed RNA polymerases I, II, and III subunit RPABC5	20.0478906295061	19.8307267395031	19.8660495044061	20.0764244836467	20.151955673037	19.6174255120984	20.038182042634	19.7542332183828	20.1386299631527	19.7529870723392	19.699878626786	19.8528505311393																									19.8720058276176	19.9694416633272	19.4837803954794	20.0472239058553	20.2081117315639	19.3859013805586	20.0224122409313	20.0339263443162	20.0222284042595	19.7686584984799	19.8578042357419	20.1557393685008													20.31780447348751	19.78610771317781	19.93765042836051	19.77795978430401	19.82111688387211	19.35891791600511	20.25786261345641	19.88792089926851	19.94773436029701	19.65555441466981	19.83127494151151	20.24732956822101
Ubiquitin-like modifier-activating enzyme 5	18.60278634328119	19.00991137973409	19.324635165754387	18.98768139094149	18.64125018228839	18.57082811862859	19.33087456308379	19.10652131182529	18.87797655267989	19.03040139369729	18.757921896244888	18.990816064400487	18.431047019708156	18.952167051152653	19.23324208235505	19.337136821133356	18.835843099696053	19.174454105302456	18.88551236779625	18.864570240271156	18.745037504945756	19.056131205171955	19.01938555359265	18.697077311434853	18.208348963632	18.690080845815	19.1307316660021	18.9721128546181	18.1420671986612	18.982388511108	18.4965623838723		19.6873041970283	19.1732867185784	18.887071814199	19.7789979152673	18.56913359118657	19.15369907903527	19.23297246039237	18.509945233208477	18.76177242819697	18.83198220866857	18.769945689150973	18.231055065656072	18.612384993366472	19.753890835826173	19.45168445731907	19.353138320552876													18.823317184137785	19.045789889359884	19.158210214984685	18.915602532342486	18.554982988545685	18.953236406211087	19.406483182046586	18.68395115682289	18.547433780113185	19.034732925974687	19.195603697736384	18.912260404284886
Isoamyl acetate-hydrolyzing esterase 1 homolog	18.64147667681376	18.51125984818196	18.445946769413855	18.65156346655326	18.752462547177657	18.315865938676858	18.52795892208966	18.70307950312756	18.34292107063516	19.43316071056696	18.47001773842676		18.63339800028044	18.491880361947736	18.174436609489835	18.72708000461964	18.49903258079624	18.50531386794713	18.926128546669336	18.409377120911337	18.589806652481037	18.537437996114534	18.98539385806524	18.975554444532136	18.29942970924172		18.48264118884312	18.80076846277142	17.91919418672742	18.52311726567502	18.19767588084772	19.03373282352492	18.31985729121102	19.27960660682922	19.01114207166512	18.928547704326625	18.63746463987507	18.72202524950837	18.554400310519867	18.88063614479427	18.49567383075097	18.61726506929427	18.49947962884497	18.69471638450657	18.510547608662968	18.61361259365647	18.415897228166568	18.813121355274568													18.556110402411814	18.79872752113092	18.30568518811732	18.93880221634552	18.496400097722617	18.35921671951732	18.748774176553017	19.23101661683352	18.30335048216782	18.18842351313172	18.454914043979016	19.07341906594392
Zinc phosphodiesterase ELAC protein 2	18.604395316526084	18.561191358550385	18.435152832630084	18.435376036174684	18.778293731840584	18.552135455624484	18.755304054898684	18.534787274187984	18.399427054611085	18.387389051823583	18.799419789831884	18.331549564007183	18.48885569087072	18.01717915964372	18.609116669096014	18.43930535443592	18.82463681603942	18.57166777058792	18.866019789072418	18.799783962916617	18.55652839949362	18.172034560366814	18.60947402153962	18.61981932664372	18.41053259563545	18.23388179611815	18.14128203376395	18.329009971255356	18.37262307939965	19.16765066610615	18.31667706737325	19.01872550319275	18.60520487831505	18.25350853229565	18.63473288267945	19.09059251457125	18.57483935986095	18.854113623534648	18.44825353734215	18.44847562626135	18.59638487864655	18.21724829217695	18.50195578713305	18.51601220688135	18.98552464413125	18.59983594746235	18.304529526384048	18.52724809089155	18.609556368719986	18.367998952237283	18.749653039630985	18.655192502776984	18.787948015395884	18.474395470575885	18.363614878838483	18.742718367980185	18.660679177653485	18.135099897462084	18.434716528716383	18.592848320718485	19.06799004303952	18.23711342946652	18.41336484755092	18.476384766860814	18.66162180669512	18.502218138079616	18.86032354095832	18.60232320403112	18.69077920940612	18.28766596508032	18.354208716162216	18.420427853375617
Protein-methionine sulfoxide oxidase MICAL1	19.19020814621375	18.96286578713865	19.44084911093525	18.52188527654855	18.76524617311085	18.80827808071145	18.60193194509825	19.102669358583448	19.45580681462375	19.01968022774535	19.32649099795965	19.07438096412075	19.054159836428514	18.99472571246972	18.87218170261801	18.77402914810132	19.21069477326921	19.01525486450452	18.891872946383216	18.74601902000072	19.215550417552212	19.08843062298661	19.02485472767032	19.382519110805315	19.22088342834912	19.08726658409532	18.45791558296212	18.96509807779932	19.17215045730432	18.869977467361217	18.94090726311362	19.07654675800192	19.35861198756952	19.226793401126617	18.928750270733214	18.96539160437372	18.866890804138336	19.214577425042936	19.007137664987237	18.944114436971635	18.943467223825536	19.203633316922037	18.807398419769637	19.14892629198173	19.292569937423835	18.699098687540936	19.130618381206336	19.011860292979936													19.679019653646684	18.889309447892884	18.615411105778584	18.98496839229688	19.089525734939883	18.654533818799884	19.44443898596848	19.17358667899188	19.19264742455068	18.794346739465382	18.546943413580983	19.205561486877585
N-alpha-acetyltransferase 10	19.479579976167592	19.41259259189369	19.37833686574549	19.39856239612409	19.49401839787289	19.18858018536619	19.187621264455583	19.251428967279587	19.434352882265188	18.93212674034659	19.20291077165539	19.21937983519239	19.076492018095024	19.556013093609025	19.484459481708523	18.415380924082925	19.144521717558423	19.522587122972023	19.341424446300422	19.670027868020725	19.556560553750025	18.975415102722025	19.295658908703125	19.540949636841724	19.585926358648337	19.45242726241004	19.21263367488104	19.08095117997944	19.230645551668538	19.09354320063084	18.976728671361737	19.27490857851644	19.40831857451464	19.269227898586337	19.226590509404136	19.76758941376224	19.28851213869757	19.701062751120773	18.876313632807072	20.29892277991517	19.118128539486676	18.55922341161547	18.25985164480657	20.17067670066907	18.95785062444917	20.156603477588472	19.089149117004773	19.10319605620357	19.31899182576604	18.960600366107137	19.29037910655644	19.37879968012884	19.387216925753737	19.27030511425554	19.49463313899984	19.16844058161894	19.29107090519644	19.12618274479084	19.15534199945604	19.73752848573464	19.73699380953254	19.19002441760074	19.09541424819854	19.26652776905274	19.19683622035624	19.25110179043484	19.29657875308884	19.39278158200274	19.27503435102614	19.24263493030054	19.26516247834824	19.37040052442174
Probable rRNA-processing protein EBP2	19.14217162864919	18.97641135929799	19.14934281003319	19.04261816462649	19.304104808062192	18.996978539008392	19.12502035163379	19.165488931425596	19.25434284642759	19.02204701057089	19.13980931286839	19.08127881480649	19.23938246661311	19.07535412964901	19.20471136759751	19.14869117818491	19.23533669954571	19.19921229845951	19.18409974352171	18.98116061773761	19.26021035717551	18.87469033315211	19.02748667195531	18.96927871381841	19.202782961907054	19.055969696964656	19.19312068448556	18.884940932192656	19.155707549462058	19.08404654948046	19.08824167070836	19.26157623936836	19.06261531702176	18.90703986274796	19.253285084322258	19.25028802874896	19.161072656497726	18.987420266118725	19.220509181554124	19.175690123854725	19.311555072320026	18.958311250700824	19.31175364573133	19.106022547664224	19.239467447077125	18.875087593542325	18.937598171290023	19.11512662105913	18.96867062741966	19.22214675025136	19.28422979419956	18.80433629324656	18.98149491173656	19.14337211088756	19.38014616563486	19.27617490790506	19.04530932646856	19.05274068231406	19.19723331009096	19.04375969725476	19.52384841269556	18.880949390315457	19.12951443658496	19.040999806408458	19.079251865221657	18.95101798123116	19.42032249003136	19.12310994734456	19.183525716131054	18.545668900606252	19.20764690470956	19.31375872613036
DNA mismatch repair protein Msh2	18.548914768305178	18.125272472584378	18.34337451377108	18.633436752534976	18.665473325650776	18.503061656415976	18.39793575032948	18.94888708586888	18.582778072205777	18.263361068955177	18.399870509655976	18.636517696642176	18.507807622020746	18.231898471955144	18.408814795940845	18.268726089348142	18.665878818626144	18.114471512754044	18.418501583370244	18.737422286445643	18.731126361271745	18.532034212176143	18.549813387773245	18.882388531238146	18.45626956236791	18.021268004154912	18.29980895180061	18.57285524663601	18.584165542591112	18.46385061332231	18.26678639631541	18.57155144047481	18.50075795265781	18.97593674230591	18.34267396317221	18.992959257120813	18.592627519928595	18.3936270495456	18.470568443237497	18.5419275983434	18.8444757743212	18.396893889611697	18.415082145346297	18.70184705602729	18.335422737375197	18.4404347725228	18.379230080947195	18.536746605712896	18.89383232602751	18.58245158438321	18.123944736730916	18.60813107069411	18.744465651247413	18.32705906066311	18.47164325701561	18.569481696893316	18.59258792326291	18.33481892724221	18.091062071969912	18.70940536678971	19.11485643646376	18.332435385258066	18.507547590621563	18.563838278787763	18.50238955195096	18.36224600971036	18.82602207566536	18.70518879259796	18.53164897554286	17.378059949579463	18.508062207115163	18.716588419626163
Phosphorylase b kinase regulatory subunit alpha, liver isoform													19.314077416655305	18.136253167334903	18.730065632516403	18.90847779821581	18.881524838306103		18.826928785291106	18.754300777453604	17.987884168440907	18.482644833658004	18.434164147841003	18.944280643160603								18.698530355053137			18.26604618421284		18.1415632460801	21.7266121531461	17.9082629354126	18.5622561619233	22.9138705027642	17.2296690722443	18.0774126034812	17.9338368585387	17.8213569506023	17.1174721773423	18.3444632951736	17.9895198212492													18.95243170457092	17.65122258069362	18.75224568247912	18.80616427011992	18.98156067685122	18.502067490305222	19.28154592705372	18.45079118434372	18.51017136374072	18.279154919904823	18.77973632987172	18.81920364802382
LIM domain-containing protein 2	19.28629325628776	19.23351681281996	19.07759974420386	19.48304150531096	19.49807561425336	19.523305598102457	19.22493082719476	19.411464887528854	19.283501428877056	18.835054889414454	18.96455959551646	19.22551764003836	19.28463529154354	19.14701456635124	18.94901371788634	19.44616037036284	19.36224853287524	19.00199664600424	19.07548387015714	19.31926980073904	19.41841856724634	19.75678384370654	19.06802508926644	19.21781150340944	19.282571334823928	19.167039758226228	19.091165997877628	19.46709929005473	19.300755069860728	19.067049253163223	19.084773841936325	19.472007169775527	19.206294919595027	19.163918198268625	19.062321226179225	19.681865739786726	19.37697027518629	19.15620891521249	19.17050631670479	19.61489278215799	19.32500779239619	19.07419175021229	19.02475330113129	19.48279883902619	19.24976297112409	19.11869786023889	19.058237972323592	19.39483302383369	19.20021280377936	19.495679766254057	19.24403126836116	19.34622930770896	19.24078951739176	19.072612453632857	19.240006461730257	19.441719968202257	19.381318112835856	19.03133462984236	18.973092589316657	19.37983492049256	19.773001220118925	18.992558712474523	19.109017090082823	18.832613403348123	19.234690050031823	19.402966719713124	19.701104658557323	18.971083656634622	19.300320543606624	19.116085569829025	19.104296496252623	19.509123678898025
HLA class II histocompatibility antigen, DR beta 5 chain	21.890271748777817	21.925176062751618	21.73598801624252	22.305396724967817	21.818727143062016	21.840126520427617	21.63359628983252	22.100945114124418	21.86973335717332	21.73562826072972	21.71732100553442	22.063578985678618	21.766567602391603	21.8827535395617	22.276875052729302	22.154905930919604	21.580634324598304	21.909307348637203	21.590905517366004	22.1051817187198	21.609391645938302	21.938252887169103	21.565399370395504	22.2563142908761	21.8003334645335	21.797288118229204	21.567832603268	22.192770156931903	21.6900578543257	21.877826290985503	21.6852837451886	22.2314473596955	21.619107315082804	21.815525667088703	21.889707043895505	22.469309610077204	21.482788881188487	21.664202897822086	22.188182887638284	22.174956247625087	21.477089430216186	21.670307351076584	22.115122683957885	22.242771235183184	21.526467623467084	21.663506642255687	22.147352438910087	22.283740909961484	21.65452606980402	21.72126889195232	22.10671546733722	22.02061293275812	21.75870227046462	21.85258650588352	21.83993537972182	22.115431825039614	21.76348193775742	21.70945343050872	22.12469703622062	21.96907748185422	21.918148448553968	21.771189628232367	21.56169748556447	22.134696770860067	21.57568892616627	21.708360560402667	22.10284514471617	22.245543986099168	21.57581324785317	21.701525887034567	22.09507987979167	22.245899264027468
WD repeat-containing protein 70													18.984016718578506	20.7770460331154	20.0338634385836	20.3725876978579	20.370570757972494	20.331850907615	19.9706011949576	20.1173869229277	19.6290973392978	20.730219239326	21.1162828520892	20.6434182701513													20.3773199286033	20.1517611897082	20.5413212068368	20.7712442712143	20.4258308071327	19.7118084177359	19.5315824407082	20.8315304368424	20.4258049791243	19.6922560873961	19.8106771502514	20.8058044569187													20.729940280965334	19.891417467375533	20.147952256695632	20.530517731336133	20.67257381033153	19.997154201627637	19.94860045038113	20.57294713599473	20.18760215985333	20.105646082997637	19.91860888678953	20.37398090812473
DnaJ homolog subfamily A member 2	19.83216927003798	19.87357262272638	19.87844644811568	20.03350441706898	19.88085515089128	19.90816225019568	19.79744499321498	19.809276173981974	19.647988524433774	19.84853142218308	19.92827032048358	19.98173662063828	19.763352450861063	19.89356167260956	19.82074915443546	19.848493156789463	19.733137643579564	19.886367913380163	19.90982421690106	19.86662305944106	19.788252534035863	19.96965679147216	19.880339261017163	20.05960035944876	19.897081081053663	19.865220124591865	19.841466588138164	19.933479596227563	19.681239201666266	19.720661594663465	19.837368506456965	19.859459229424665	19.906516641909963	19.915755771056165	19.815664346742462	20.146045532040866	19.803438259867065	19.891305169667262	19.833678048921865	19.981633377192864	19.658486619032963	19.924449087213663	19.871960968565464	19.937951941619563	19.858330236782365	19.984090780974164	19.770641803125063	19.903991921008963	19.696029188157134	19.893006194042734	19.77027394440053	19.940179981148933	19.927812535801333	19.845258296447437	19.998069029339533	19.77919269431313	19.76863657680933	19.843396916709533	19.937470879910933	20.020631976890733	20.138357890670697	19.8972678180217	19.7332700788592	19.751226365265097	19.6576132052742	19.8451061748953	20.1928672607175	19.928742228052	19.7897819832036	19.8273814826077	19.9043631777538	19.7539805486513
LETM1 and EF-hand domain-containing protein 1, mitochondrial	19.730600495239088	19.39505499749729	19.46917239362329	19.320356119798287	19.725560469689988	19.23407600868729	19.35231716696709	18.91869860633569	19.42652122701709	19.30242763147079	19.271921978498987	19.09787792964469	19.450819901320223	19.298169000701822	19.424814222475423	19.11095135011462	19.646446050627723	19.267922621016226	19.446110423895323	18.780438076295923	19.700011977517523	19.385501055385525	19.49110436690332	19.242295978215623	19.403827867692254	19.277082812373955	19.299613207563453	19.084820704433557	19.508341579915356	19.241331704310557	19.54810464116336	19.206444754824656	19.52404171964156	19.288281241242355	19.44928114087416	19.413413650433554	19.489073955949888	19.054652709472588	19.40706783597949	19.12308053076539	19.64852196007469	19.527987623569288	19.53766364434269	19.13051107513639	19.50373808133709	19.303780154424288	19.44149835135599	19.07700910206139	19.75021582683574	19.02840478230434	19.286513101569938	18.79770809018064	19.60868788665754	19.47322864820964	19.516040059139534	18.952940118751137	19.70272582709344	19.68900238170544	19.358138822237738	19.080979479784336	19.971087859966307	19.133846441129503	19.355023978082308	18.945342726109107	19.45460972659161	19.23879083460171	19.883286396531908	19.102902782092308	19.51876599593361	19.206606403500302	19.440690697316008	18.993631182614607
Unconventional myosin-Va				20.62547501735197	21.16757246369257	20.51468815609857	21.674687227715072	20.895115449422875	20.479081067956077			20.781759802087773	20.610322554853028	20.990188903855227	20.766192186948228	20.875502362282525	20.99039061589593	19.668127386391927	20.396742485454528	21.263522725900128	21.194468871960822	21.492348698251828	21.32263998058733	21.128543277662825													20.6881908916597	20.595519524814	20.2118434133239	21.6293576785189	21.4105514457154	20.4122875224623	21.7135976037439	21.2675012009983	20.6091055819689	20.9399944149815	20.2401615838461	20.9808791880104													21.030201071647795	20.792866437020194	20.8586941029404	20.76440196109949	20.92512795711229	20.744120774096	20.858911761715	20.62619581352149	20.723493329447194	21.0165845058232	21.00220481821249	21.35618751740809
