rowname,BBM_673_P283_01_VEB_001_R4,BBM_673_P283_01_VEB_002_R3,BBM_673_P283_01_VEB_003_R3,BBM_673_P283_01_VEB_004_R3,BBM_673_P283_01_VEB_005_R3,BBM_673_P283_01_VEB_006_R2,BBM_673_P283_01_VEB_007_R2,BBM_673_P283_01_VEB_009_R2,BBM_673_P283_01_VEB_010_R2,BBM_673_P283_01_VEB_011_R2,BBM_673_P283_01_VEB_012_R2,BBM_673_P283_01_VEB_013_R2,BBM_673_P283_01_VEB_019_R2,BBM_673_P283_01_VEB_023_R3
A5A614,18.868129813672542,18.516859537745272,17.976182668442977,18.72194016443807,18.177146511832667,18.44896757149103,18.315203076933617,17.43816148995531,18.49737014500977,18.267716201593313,18.1879492541726,16.743075873541585,16.88700694063988,16.89955077284783
O32583,19.249515945596087,19.087689377667587,19.377198596196944,19.955319304291532,18.402170421572237,19.475528328616793,19.867894549644426,18.242913090430868,19.714695933667567,19.239000379581938,19.49125282223841,18.66648545686388,18.252782027202613,18.022133003275446
P00350,25.222338842379617,25.210535643274792,25.292179180893136,25.153684882216716,25.27923473234483,25.215755182014114,25.074972682939386,25.318302075177645,25.1985189461982,25.245861749799086,25.2634998795318,25.4002421799142,25.522246077036574,25.52856090450371
P00363,23.39203511056935,23.4069973377452,23.433401378489222,22.572790260533978,24.07935893336227,23.326092529503754,22.706159621385396,23.7509523456213,23.047166015585926,23.246883221660106,23.23894384019208,22.88321092852331,23.266809288771658,23.59111459500908
P00370,24.435890662879366,24.313600887646082,24.21914417348374,24.421021623531146,24.9455796463837,24.357107299983717,24.186041685258083,24.626011336029585,24.0922335982118,24.318059120868014,24.299821392355526,24.543194353292364,24.9908680898491,25.054740382140913
P00393,22.38639274595588,22.407317228242924,22.71068699818028,22.611002754124712,22.43793268685865,22.4017645957017,22.538613882504507,22.56055074271608,22.501014341540838,22.58578147750557,22.634129576689304,22.25105567414188,22.57780163623365,22.56924563573638
P00448,25.152533642864416,25.149973828444974,25.230797533777096,25.734749494431416,24.60355174378056,25.50663367852672,25.603037142968144,24.633767386451762,25.61047085360127,25.383556377383005,25.409385502689233,24.392867250976753,24.60646708421829,24.728702963213205
P00452,22.56374788936806,22.676404393895773,22.75494237337326,22.84417155722779,22.44316052450074,22.551042284887167,22.923073996765623,22.907415606872178,22.701553501818907,22.790371883252696,22.852419304417907,22.230708547235125,22.589330653393304,22.514161957268534
P00490,21.85438677319426,21.885964329964406,22.157008631575998,22.21756177531539,22.071225338230395,21.989264235838302,22.244647543717203,22.202761374191024,22.123966064284744,22.107804130211957,22.19377324165152,22.749414406098648,23.063239907381963,22.92213231371177
P00509,24.8422204590858,24.900365674390184,25.119985412338323,24.98358051161303,25.095416418305017,24.984266563214312,24.98723568935294,24.931334083065472,24.91290559076253,25.060927508780555,25.142338417813495,24.660197054171856,24.966148699460295,24.925916362829327
