"rowname"	"DDA_NVG_D5_1"	"DDA_NVG_D6_1"	"DDA_NVG_F7_1"	"DDA_NVG_M8_1"	"DDA_NVG_D5_2"	"DDA_NVG_D6_2"	"DDA_NVG_F7_2"	"DDA_NVG_M8_2"	"DDA_NVG_D5_3"	"DDA_NVG_D6_3"	"DDA_NVG_F7_3"	"DDA_NVG_M8_3"
"Clathrin light chain B"	18.1524154467486	18.0874463704309	18.1434016533388	18.3443084423817	17.9539453948429	NA	18.0285048535786	18.5218475358781	17.8252792608961	18.3932179745804	17.5234476053713	18.4940834376489
"Cleavage and polyadenylation specificity factor subunit 1"	18.5846103052844	18.3336843958747	18.3750558362993	18.6776935729056	18.5017719826614	17.8454043313147	18.4714735640351	18.4969711361987	18.392931532575	18.3825751369178	18.4370634384446	18.2498989764335
"Cleavage and polyadenylation specificity factor subunit 2"	17.6671629148656	18.1646706047223	18.2563718711364	NA	18.0457872996785	18.2414590299954	17.8493916694723	18.4864493509993	17.8264210486654	18.4441877061259	17.9292072622773	18.4402266965178
"Cleavage and polyadenylation specificity factor subunit 3"	17.7994873832329	17.3510734921521	17.7183155088278	17.6919066239891	18.0206540285886	17.8469031935228	17.6705057323588	18.0481792935701	NA	17.7334150170117	17.4801676388237	17.7380239521877
"Cleavage and polyadenylation specificity factor subunit 5"	19.6130659248308	19.3620232635901	19.3916055420689	19.4182594935004	19.5442955043799	19.3947921131124	19.2670924829506	19.5263356361381	19.434348315584	19.3669336878986	19.2317946028921	19.6405701033116
"Cleavage and polyadenylation specificity factor subunit 6"	19.2500686256589	18.9788454689208	18.8330631535452	18.7651365614798	19.1385786175483	18.9069745969928	18.8080044193056	19.1003445470581	19.1398039243894	18.7948313253582	18.945912907971	18.950102895782
"Cleavage and polyadenylation specificity factor subunit 7"	17.5692207501014	17.4862536085934	18.2213211487828	18.3123887875092	17.5397857960799	17.20413053619	17.556357884081	17.8059981006279	17.4912891089653	17.5274462150549	17.4438458220453	17.2624203121774
"Cleavage stimulation factor subunit 1"	18.4643950397059	17.5959545937777	17.9929302627441	17.8017260459946	17.899545129161	18.1180285634537	17.8451184043908	17.9570953232246	17.7874359142494	17.4703227469772	17.7929335031984	17.9330782691984
"Cleavage stimulation factor subunit 2 tau variant"	17.9937645211924	18.2580493461607	18.0736728021878	18.1806060736841	18.1385054298037	18.5158171877393	NA	18.4715038077674	18.1320287422066	17.9228657555294	18.0243526384736	17.992057324446
"Cleavage stimulation factor subunit 3"	17.6781868962345	17.5564905847647	17.7227710104565	18.3546823912911	17.7322595711081	17.9390427856015	17.7378305781642	18.151237760015	18.2649298932792	17.5842229471879	17.4323348736278	18.0663142084554
"Clustered mitochondria protein homolog"	17.8665672017809	17.018245632673	18.1978053677778	18.3331616306495	18.23097685405	17.1869042520675	17.6507136727497	17.3124602577866	17.0498953240273	16.9507564613626	17.1318486574811	17.3382677658541
"CMRF35-like molecule 8"	17.185410074578	NA	17.4393427724754	17.5100512009815	18.0198838403866	17.587368158016	17.0394371808143	17.5793764616148	18.2582513829511	17.5951718477123	17.231317236658	16.7662797707857
"Coactosin-like protein"	19.9948247426441	19.3077969241646	19.2265448272912	19.3854279318748	19.9205613786546	19.3084567038784	19.1907716621031	19.4308199093675	20.18364483258	19.3926731008246	19.4218670306442	19.2392017756016
"Coatomer subunit beta"	19.4349944334449	19.6082671309167	19.7434314801266	19.5655814147683	19.5365010144157	19.6846802947282	19.5875807111397	19.5477606221956	19.6308471672717	19.6008665280003	19.6875105886888	19.4701836049123
"Coatomer subunit delta"	19.1445718121397	19.2728625892488	19.4233958656157	19.4589978010585	19.1926361912748	19.3653978523476	19.3507768651588	19.3528173865612	19.2726372421021	19.4426504377727	19.4781821393446	19.2623438474657
"Coatomer subunit epsilon"	18.2482469900218	18.277270593621	18.5074672229688	18.3619922319146	18.4521318483149	18.4705870420705	18.5813807354449	18.3182360477074	18.4232989015548	18.3697348854107	18.7342178347758	18.4115105292237
"Coatomer subunit gamma-1"	19.2837027837723	19.1588034167781	19.2459523654966	19.2449464315338	19.0586338713008	19.1144753191335	19.177968500435	19.1492678373604	19.1007041096769	19.1200543689158	19.213179055516	19.0627445898326
"Coatomer subunit zeta-1"	18.2222814803434	18.3843707528577	18.5122726734178	18.2911666948107	18.3915381645399	18.5391471166042	18.5126674712869	18.5863687066272	18.527673996681	18.4316903302731	18.4451375481262	18.4170557295021
"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial"	18.3357875891221	17.8048395352498	17.8917144895749	18.2224870774211	17.6203598348649	17.9304014620122	18.1069250856778	17.9588058663541	17.6684173191628	17.9048712383771	17.3512788477383	17.5376586385489
"Cofilin-1"	22.3649489615419	22.2843803934103	22.2626763524947	22.5230022605706	22.2884320861651	22.3947857991763	22.2734696819604	22.6248657324236	22.4437083446085	22.2871521087623	22.290352095321	22.5337679524985
"Coiled-coil domain-containing protein 124"	17.7306646742669	17.9321094097334	17.5256487833727	18.0377498835203	17.8601399602228	17.9229449615966	18.1120412557007	18.1888072080771	17.8400195195936	17.7941496894615	17.4933253539504	18.0434786665981
"Coiled-coil domain-containing protein 25"	NA	17.9798337088163	17.1542460787643	17.7077902596681	17.4110300452598	16.4814280332985	16.9948374237768	17.1223893451779	16.6662925926935	17.3535680728252	NA	NA
"Coiled-coil domain-containing protein 47"	17.8947471049316	18.1583246603761	18.2283276742195	18.2171936680375	18.6119250370111	18.3224452154257	18.5701067660274	17.9078253133867	18.2203968051229	18.3862702995296	18.8083160168411	18.0561747553074
"Coiled-coil domain-containing protein 50"	18.5152881674892	18.6006374654008	18.352986569063	18.4850233957734	18.739422621197	18.7358767114393	18.3936966585036	18.5584098607175	18.541172184622	18.7354340370755	18.3019080763504	18.6186778496428
"Coiled-coil domain-containing protein 58"	19.055155658094	18.6790114349811	18.7864745796813	18.7522749836769	18.7280438468481	18.7125134865462	18.7128432422297	19.1714735898187	18.9577092016027	18.3452870050476	18.8360973185249	18.5637918407991
"Coiled-coil domain-containing protein 6"	17.9396986988196	17.6074307828123	18.1635517845651	17.0495276579027	17.4702438854611	NA	17.9000522281666	17.7897772534748	17.6344912279782	17.6563326043383	18.1552819250553	17.3546815687059
"Coiled-coil domain-containing protein 9"	16.4914129472563	16.959656886447	NA	17.4895981039881	NA	18.3827638932909	17.6045070380095	17.2930757869202	17.1194281438545	16.7951301298492	17.6344234207432	NA
"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2"	18.2078339980906	18.2270110397899	NA	18.4272590592876	NA	NA	18.5819488915236	18.7036768543885	18.436750924105	18.2015292138828	18.6861172074319	18.2934153928816
"Cold shock domain-containing protein E1"	18.3567448004411	18.471539282433	18.3393390310505	18.3988709735122	18.4267506159083	18.6622286716429	18.3413640281433	18.4603134923316	18.0508866660672	18.2541955863425	18.2929135852327	18.3667485448953
"Cold-inducible RNA-binding protein"	18.5479919414898	18.1610955274553	18.7088781293984	18.9365834913445	18.6161708931034	18.4512397499884	18.7067275182155	19.101088274919	18.4868047775237	17.8569848842885	18.781835434846	19.0697296777368
"Collagen type IV alpha-3-binding protein"	17.916934144461	17.674993736004	NA	17.7713159607768	17.7031824374366	17.5054933379407	17.5714183990096	17.8204483465983	17.8616763764446	17.1647965959892	17.2305870010415	17.7237218495152
"COMM domain-containing protein 3"	17.7579106358305	18.0622281719111	17.7691183373052	18.106829044992	18.0082037685527	18.1789214870031	NA	17.9830611832745	17.8593837967928	17.8751482319504	17.9656141667967	18.0853661458165
"COMM domain-containing protein 8"	NA	16.0652500936709	16.3308345197405	16.3779883570977	16.5210581838497	16.7172614371298	16.4547977509652	16.5195247506772	16.7619148945141	16.6501746028697	16.0342693059227	16.4276333224893
"Complement component 1 Q subcomponent-binding protein, mitochondrial"	19.6918615220779	19.7542377995539	20.4724011271326	19.5721934443269	20.0133215189983	19.9562358826775	20.2990541357438	19.7920573366379	20.002374219191	19.2946740284197	20.4605931532287	20.1403129894829
"Complement receptor type 2"	18.2967030074984	NA	18.1090640270247	18.3530307096069	18.9798946042097	18.5047492692222	18.1378527069254	18.4450984356079	18.7927836460086	18.8962211950995	18.1789415787208	18.4553314421124
"Complex III assembly factor LYRM7"	17.7784048494083	18.5724612314016	17.5602151173023	17.6577613746714	17.7930610307456	17.4225732132023	NA	17.7601874357036	17.4101314016961	17.1421441663489	17.0971277405173	17.2277699930375
"Condensin complex subunit 1"	17.9103120471596	18.1455768686434	18.1858829694813	18.033628662077	18.272151919786	NA	17.774763533927	18.1138522206321	NA	18.083647791953	17.9696412171899	18.392448471915
"Condensin complex subunit 2"	17.3371182958133	17.5605318995215	17.2286099554138	NA	17.6915372409599	17.6745384479301	NA	17.7131254920257	17.5326090883648	17.512945269743	17.3847880267417	17.8375719539531
"Condensin complex subunit 3"	17.7998544369889	18.1872868890891	18.1643037188498	17.7029013896463	17.608510665903	17.4154356155442	17.5435179939358	17.3676068133451	17.2882774856726	16.9154666743122	18.2581377535752	17.8585789754444
"Conserved oligomeric Golgi complex subunit 3"	NA	16.8986283060348	17.3281923131758	17.174612341318	17.178213168254	16.8558970968945	NA	17.3082725584194	17.0078100344711	16.2435971205692	17.3858324750647	17.1643824042568
"Constitutive coactivator of PPAR-gamma-like protein 1"	18.1705273130892	18.2964884425342	18.103287915004	18.342847938231	18.3651499263614	18.235151589471	18.3748791781273	18.2969218314847	18.3283480798728	18.1225921080126	18.2866577857395	18.3010525326568
"COP9 signalosome complex subunit 1"	NA	17.9435168253663	18.1983659011732	18.4324802134054	18.2460034229881	18.3174879187013	18.053484567927	18.5210786187085	18.1594771405551	17.9546016720821	18.245534054476	18.1101202064814
"COP9 signalosome complex subunit 2"	17.875346310124	17.6099065547444	17.9488329122431	17.7726216492137	17.8173408252763	17.8408849839739	17.8651247769844	18.0441529802324	17.7836343080031	17.7681989479389	18.0190744342455	17.8445072564647
"COP9 signalosome complex subunit 3"	18.2099710262018	18.1858909027389	18.2604642702367	18.2056259678769	NA	17.9231248533875	18.000709876325	18.3053152038815	18.39575621668	18.0965523139568	18.22555853339	17.9289990913205
"COP9 signalosome complex subunit 4"	19.480129459354	19.3987176189207	19.4879398828109	19.4195498761637	19.3014279813048	19.6011894986192	19.2399064725195	19.1981190170991	19.3632801032629	19.1971125999236	19.1654181314058	19.2735715969816
"COP9 signalosome complex subunit 6"	17.8635867829199	17.6887372888254	17.5573233169106	17.8795588425926	17.6032438812647	17.6585405665357	17.6786780434193	18.1226288909804	17.7434855249605	17.3500028408155	17.6497552856294	17.3931023584872
"COP9 signalosome complex subunit 7b"	18.9629671097383	NA	17.707730857396	18.6822486825752	17.7159554933384	17.7240878516107	16.8603743515916	16.9446111386063	18.632435854719	17.0930777348997	18.0339155340965	NA
"COP9 signalosome complex subunit 8"	18.2055045181756	18.8251058999494	NA	18.3420408466144	18.8949817278393	18.1572687469065	17.9009921437251	18.2656864576934	18.032124497733	18.1888916374542	18.4896796401164	17.9590098518389
"Copine-1"	18.8390319664654	18.9321489591307	19.0007248470164	19.1401104540486	18.9203555617809	19.0499371119821	19.1458866360167	19.1701944926195	18.8552701628245	18.9712302313085	18.9832584643465	19.1481499867714
"Copine-3"	18.4973419825268	18.943120717108	18.6763601117457	19.1358736931208	18.5146499150548	18.6788040141785	18.5317396908559	19.1185802596465	18.6478432212401	18.5510669324023	18.5074075589408	19.1318489160509
"Copper chaperone for superoxide dismutase"	16.7776059307018	17.006463329797	16.8510457244697	16.9564062401275	16.973562715049	16.989383904252	NA	17.1934953596368	16.834783688211	17.0046019799793	17.0877409622697	17.1119583620065
"Copper transport protein ATOX1"	19.3281627730036	18.9489749384869	18.5569452279054	18.9163909501943	19.0279397742158	18.6142471362037	19.0321491308761	19.1762090218113	19.2181519914711	18.4656375675974	18.9061304557444	18.7511894173993
"Core histone macro-H2A.1"	17.9375917893256	17.7352727694653	17.8246891266597	17.9936519778112	17.8342897552731	17.7754103434724	17.784002229583	17.4595692733752	18.1298767074011	17.8907655956559	17.2191972760173	17.61211690106
"Core-binding factor subunit beta"	17.8751712170527	17.7353926301687	17.5367604900046	17.6627859112724	17.9310022709705	17.6440638074601	17.298069075837	17.8896471071366	18.00396888647	17.7315306815887	17.5043568586384	17.8292747871398
"Crk-like protein"	18.459069449398	18.3670212004441	18.0856860961942	18.5067621023179	18.4413505869023	18.3355671567905	17.9427175067569	18.3512961726283	18.3062786743203	18.6159903822126	18.5087373306247	18.526486736704
"CUGBP Elav-like family member 1"	18.3347099847865	18.2586627804803	18.26572110905	18.2331562077891	18.3520929332063	18.3781728263843	18.3234094084381	18.4753016926833	18.3080178158224	18.2560341718857	18.2690208918221	18.291024567734
"CUGBP Elav-like family member 2"	18.6149451726609	18.3423947005625	18.7741071949324	18.4386613501558	18.7077271137382	18.5358905529317	18.1714740988851	18.4215612256739	18.6364935896298	19.1847158497544	18.6727201810108	18.5827199782027
"Cullin-1"	17.5561098912632	17.6583697922459	17.7023945796718	17.7561643889411	17.7724626521003	17.554547597746	17.9133169190586	17.8815593029177	17.5330856951937	17.6903647003494	17.6929434018395	17.7453471437788
"Cullin-2"	17.5497945249755	17.5678443074628	17.7019317476747	17.6753079933195	17.4982740600639	17.75966223365	17.7384600724913	17.8623953337369	17.7387358812647	17.6291224488655	17.8587639405145	17.7584386286918
"Cullin-3"	18.0133815203987	18.0291402265494	18.3007060405229	18.2186144869504	17.7711052434613	18.0326842581629	17.8293760639091	17.9993153167391	18.0704248135778	17.9005790532185	18.320116580395	18.6279392167693
"Cullin-4B"	17.7948321726909	17.8799120482399	17.4734662788577	17.8868584801481	18.0274828519459	17.5167129379145	17.4294471962801	17.8608314020308	17.9502167193682	17.6673896259386	17.3405833607719	17.5063175257263
"Cullin-associated NEDD8-dissociated protein 1"	19.2414237289853	19.2211944069177	19.2685316464517	19.4006102781169	19.3398967482063	19.3106417043469	19.2750654899852	19.4862270031216	19.1957375598667	19.1140370727474	19.1933528420045	19.3320249950373
"CWF19-like protein 1"	17.0540559818632	17.2148630707147	17.3137561153544	NA	17.1551199372959	16.9771314280888	17.1553260449535	17.4574665292669	17.463436289292	17.083271542908	NA	17.3102320896235
"Cyclic AMP-responsive element-binding protein 1"	17.5179942000099	17.5473890181334	17.2680832759141	17.4926603610449	NA	17.555967142416	17.4723239359564	17.4746734230167	17.496351435092	17.4816868370033	17.3870148101431	17.7020618754077
