rowname	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_023_R3
A5A614	18.868129813672542	18.516859537745272	17.976182668442977	18.72194016443807	18.177146511832667	18.44896757149103	18.315203076933617	17.43816148995531	18.49737014500977	18.267716201593313	18.1879492541726	16.743075873541585	16.88700694063988	16.89955077284783
O32583	19.249515945596087	19.087689377667587	19.377198596196944	19.955319304291532	18.402170421572237	19.475528328616793	19.867894549644426	18.242913090430868	19.714695933667567	19.239000379581938	19.49125282223841	18.666485456863885	18.252782027202613	18.022133003275446
P00350	25.22233884237962	25.210535643274795	25.29217918089314	25.15368488221672	25.279234732344833	25.215755182014117	25.07497268293939	25.318302075177648	25.198518946198202	25.24586174979909	25.263499879531803	25.400242179914205	25.522246077036577	25.528560904503713
P00363	23.39203511056935	23.4069973377452	23.433401378489222	22.572790260533978	24.07935893336227	23.326092529503754	22.706159621385396	23.7509523456213	23.047166015585926	23.246883221660106	23.23894384019208	22.88321092852331	23.266809288771658	23.59111459500908
P00370	24.43589066287937	24.313600887646086	24.219144173483745	24.42102162353115	24.945579646383706	24.357107299983724	24.186041685258086	24.626011336029592	24.092233598211806	24.31805912086802	24.29982139235553	24.543194353292368	24.990868089849105	25.054740382140917
P00393	22.386392745955877	22.40731722824292	22.71068699818027	22.611002754124705	22.437932686858645	22.401764595701696	22.5386138825045	22.560550742716075	22.501014341540834	22.585781477505567	22.6341295766893	22.251055674141874	22.577801636233644	22.569245635736372
P00448	25.152533642864412	25.14997382844497	25.230797533777093	25.734749494431412	24.603551743780557	25.506633678526715	25.60303714296814	24.63376738645176	25.610470853601267	25.383556377383	25.40938550268923	24.39286725097675	24.606467084218288	24.728702963213202
P00452	22.56374788936806	22.676404393895773	22.754942373373265	22.844171557227792	22.44316052450074	22.55104228488717	22.923073996765623	22.90741560687218	22.701553501818907	22.790371883252696	22.85241930441791	22.230708547235125	22.589330653393308	22.514161957268538
P00490	21.854386773194257	21.885964329964402	22.157008631575994	22.217561775315385	22.07122533823039	21.9892642358383	22.2446475437172	22.20276137419102	22.12396606428474	22.107804130211953	22.193773241651517	22.749414406098644	23.06323990738196	22.922132313711767
P00509	24.842220459085794	24.900365674390176	25.119985412338316	24.983580511613024	25.09541641830501	24.984266563214305	24.987235689352932	24.931334083065465	24.912905590762524	25.060927508780548	25.142338417813487	24.66019705417185	24.966148699460287	24.92591636282932
