"rowname"	"U_L1_D5_01"	"U_L1_D5_02"	"U_L1_D5_03"	"U_L1_D6_01"	"U_L1_D6_02"	"U_L1_D6_03"	"U_L1_F7_01"	"U_L1_F7_02"	"U_L1_F7_03"	"U_L1_M8_01"	"U_L1_M8_02"	"U_L1_M8_03"	"U_L2_D5_01"	"U_L2_D5_02"	"U_L2_D5_03"	"U_L2_D6_01"	"U_L2_D6_02"	"U_L2_D6_03"	"U_L2_F7_01"	"U_L2_F7_02"	"U_L2_F7_03"	"U_L2_M8_01"	"U_L2_M8_02"	"U_L2_M8_03"	"T_L4_D5_01"	"T_L4_D5_02"	"T_L4_D5_03"	"T_L4_D6_01"	"T_L4_D6_02"	"T_L4_D6_03"	"T_L4_F7_01"	"T_L4_F7_02"	"T_L4_F7_03"	"T_L4_M8_01"	"T_L4_M8_02"	"T_L4_M8_03"	"U_L5_D5_01"	"U_L5_D5_02"	"U_L5_D5_03"	"U_L5_D6_01"	"U_L5_D6_02"	"U_L5_D6_03"	"U_L5_F7_01"	"U_L5_F7_02"	"U_L5_F7_03"	"U_L5_M8_01"	"U_L5_M8_02"	"U_L5_M8_03"
"HMDB0000148|Glutamate"	13.951125	13.912125	13.835125	13.606125	13.491125	13.480125	14.002125	13.876125	14.245125	14.126125	14.350125	14.252125	13.3472083333333	14.2672083333333	14.3152083333333	12.9322083333333	13.2292083333333	13.9782083333333	13.4542083333333	14.4162083333333	13.6532083333333	14.2772083333333	14.4752083333333	14.7822083333333	14.0732916666667	13.9992916666667	13.6622916666667	13.6172916666667	13.5982916666667	13.6382916666667	13.9692916666667	13.9652916666667	13.9662916666667	14.1902916666667	14.3332916666667	14.1142916666667	14.142375	13.915375	13.572375	13.759375	13.739375	14.471375	13.550375	13.471375	13.926375	14.403375	13.983375	14.192375
"HMDB0000641|Glutamine"	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.93129166666667	9.30670833333333	9.43770833333333	9.44370833333333	9.88770833333333	9.92570833333333	10.9507083333333	7.80670833333333	10.7197083333333	10.3957083333333	10.2617083333333	10.9007083333333	10.1387083333333	10.3869583333333	10.1529583333333	10.1259583333333	9.95795833333333	9.12195833333334	10.1429583333333	11.0069583333333	9.57895833333333	10.7419583333333	9.47395833333333	9.39395833333333	9.09095833333333	9.82904166666667	9.77204166666667	10.0840416666667	9.61004166666667	9.88004166666667	10.2000416666667	10.0930416666667	10.1420416666667	10.3200416666667	9.75004166666667	9.73604166666667	9.75904166666667
"HMDB0000139|Glyceric acid"	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.320625	4.667625	4.856625	4.517625	4.628625	4.663625	4.719625	4.763625	4.581625	4.612625	4.664625	4.858625	4.549125	4.515125	4.481125	4.606125	4.523125	4.671125	5.104125	4.701125	4.856125	4.685125	4.525125	4.638125	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625	4.654625
"HMDB0000123|Glycine"	10.3525625	10.3525625	10.3525625	10.3525625	10.3525625	10.3525625	10.3525625	10.3525625	10.3525625	10.3525625	10.3525625	10.3525625	9.64647916666667	10.0444791666667	9.96247916666666	10.6114791666667	10.3434791666667	10.8864791666667	10.2474791666667	10.4054791666667	10.7144791666667	10.4094791666667	10.4844791666667	10.4744791666667	9.5513125	9.6963125	9.7653125	10.4043125	10.4213125	10.5573125	10.6293125	10.7533125	10.6853125	10.5183125	10.6653125	10.5833125	9.82264583333334	9.74364583333334	10.0456458333333	10.9696458333333	11.0096458333333	10.8446458333333	10.3966458333333	10.6806458333333	10.1956458333333	10.2556458333333	10.2436458333333	10.0226458333333
"HMDB0000721|Glycyl-L-Proline"	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666666	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.81360416666667	3.5314375	3.5614375	3.4804375	3.8094375	3.7524375	3.7864375	4.1574375	4.0414375	4.0764375	3.8474375	3.8604375	3.8584375	3.90535416666667	3.66135416666667	3.91535416666667	3.40535416666667	3.49535416666667	4.42935416666667	3.32435416666667	3.96135416666667	4.07135416666667	3.95635416666667	3.85735416666667	3.78035416666667
"HMDB0000128|Guanidineacetic acid"	12.884375	12.755375	12.852375	12.853375	12.929375	12.991375	13.137375	13.257375	13.347375	13.451375	13.555375	13.383375	12.9904583333333	13.2774583333333	12.9264583333333	12.8994583333333	12.8064583333333	12.9734583333333	13.3034583333333	13.1624583333333	13.1274583333333	13.5784583333333	13.1834583333333	13.1694583333333	12.903125	12.988125	12.778125	12.912125	12.675125	12.871125	13.428125	13.382125	12.950125	13.224125	13.615125	13.671125	13.0890416666667	12.1300416666667	12.8600416666667	13.6140416666667	13.3870416666667	13.2030416666667	13.3850416666667	13.4330416666667	13.2610416666667	12.7910416666667	13.0260416666667	13.2190416666667
"HMDB0000177|Histidine"	14.0671458333333	14.5201458333333	15.2221458333333	13.7661458333333	14.5491458333333	15.2071458333333	15.0631458333333	13.7401458333333	13.6551458333333	13.9081458333333	13.9691458333333	14.2731458333333	14.7212291666667	14.6042291666667	14.0842291666667	14.5712291666667	14.3332291666667	14.8082291666667	13.9902291666667	14.5252291666667	14.1362291666667	13.7312291666667	14.4702291666667	13.9652291666667	14.5870625	14.3720625	14.7080625	14.4530625	14.5920625	14.7230625	14.2210625	14.3100625	14.2200625	13.8360625	13.7820625	14.1360625	14.7505625	14.6515625	14.7705625	14.8065625	14.5725625	14.8915625	13.9495625	14.0995625	14.1165625	13.7635625	13.6985625	13.8695625
"HMDB0000118|Homovanillic acid"	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.65829166666667	3.95129166666667	3.77129166666667	3.67829166666667	3.75129166666667	3.98729166666667	3.49829166666667	3.70229166666667	3.91229166666667	4.08929166666667	4.22729166666667	4.37629166666667	3.73645833333333	3.69145833333333	3.85545833333333	3.83545833333333	3.80345833333333	3.90245833333333	3.75745833333333	3.76345833333333	3.64745833333333	4.18645833333333	4.14545833333333	4.27845833333333	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625	3.883625
"HMDB0000197|Indoleacetate"	11.6122708333333	11.7632708333333	11.6242708333333	11.5752708333333	12.1472708333333	11.9232708333333	11.8892708333333	11.7852708333333	12.4662708333333	11.6122708333333	11.2592708333333	11.6892708333333	11.4510208333333	12.1950208333333	12.1500208333333	11.5180208333333	11.8180208333333	11.3750208333333	11.9920208333333	11.6830208333333	11.4730208333333	11.8940208333333	11.5190208333333	12.2790208333333	11.7928541666667	11.7728541666667	11.7658541666667	11.7618541666667	11.7428541666667	11.7878541666667	11.8358541666667	11.7838541666667	11.7208541666667	11.7338541666667	11.7908541666667	11.8578541666667	12.0288541666667	11.5618541666667	11.9478541666667	11.5328541666667	11.4528541666667	11.8338541666667	11.8818541666667	11.6078541666667	11.9178541666667	11.8858541666667	11.8258541666667	11.8698541666667
"HMDB0000172|Isoleucine"	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	3.34877083333333	3.44077083333332	3.33477083333332	4.33477083333332	5.52777083333333	4.40277083333333	3.87977083333332	3.92077083333333	4.21977083333332	3.85577083333333	3.94477083333333	4.01877083333333	3.18502083333334	3.50202083333334	3.69502083333334	4.48002083333334	4.56302083333334	4.43502083333334	3.98402083333334	4.21902083333334	4.14902083333334	4.16902083333334	3.82102083333334	4.02702083333334	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667	4.01910416666667
"HMDB0000679|L-Homocitrulline"	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666666	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	3.92072916666667	4.05814583333333	4.12014583333333	4.28214583333333	3.81814583333333	3.83714583333333	3.87614583333333	3.77714583333333	3.85814583333333	3.71514583333333	3.89714583333333	3.81514583333333	3.99414583333333	3.99539583333334	5.11639583333333	5.19839583333333	4.15139583333333	4.62439583333333	3.19939583333333	3.89839583333333	4.27939583333333	3.06039583333333	3.03539583333333	2.90239583333334	3.58739583333333
"HMDB0000190|L-Lactic acid"	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666666	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	7.43466666666667	6.39208333333333	6.33708333333333	6.26008333333333	7.31108333333333	7.15308333333333	7.32008333333333	7.99208333333333	7.87508333333333	7.90508333333333	8.21908333333333	8.24608333333333	8.20508333333333	6.07058333333334	6.39958333333334	6.47658333333334	7.73058333333334	7.56858333333334	7.63158333333334	7.48458333333334	7.47158333333334	7.52458333333334	8.41958333333334	8.31658333333334	8.12158333333334
"HMDB0000687|L-Leucine"	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.56391666666667	4.59991666666667	4.44891666666667	5.14891666666667	5.07391666666667	5.29791666666667	4.98691666666667	4.88191666666667	5.25991666666667	4.84491666666667	4.71791666666667	5.07491666666667	4.37641666666667	4.25841666666667	4.31141666666667	5.37541666666667	5.31241666666667	5.33541666666667	5.44941666666667	5.06441666666667	5.15341666666667	4.75341666666667	4.78041666666667	4.72941666666667	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333	4.90833333333333
"HMDB0000156|L-Malic acid"	4.153125	4.481125	4.159125	5.024125	4.082125	4.139125	5.006125	5.117125	5.437125	4.482125	4.653125	4.938125	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.322125	4.307125	4.214125	4.285125	4.180125	4.466125	5.370125	5.070125	5.081125	4.729125	4.814125	4.833125	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375	4.639375
"HMDB0000696|L-Methionine"	8.92516666666666	8.64816666666666	8.39516666666666	9.51516666666666	9.56116666666667	9.24016666666666	9.20916666666666	9.32716666666666	9.31616666666666	8.64616666666666	8.92016666666667	8.96616666666666	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	9.05583333333334	8.70941666666667	8.64241666666667	8.91641666666667	9.45741666666667	9.48341666666667	9.57641666666667	9.33641666666666	9.20741666666667	9.22041666666667	8.66541666666667	8.72641666666667	8.72841666666667	8.81558333333333	8.31358333333334	9.01658333333333	9.58158333333333	9.25258333333334	9.50558333333334	9.28758333333334	9.03358333333333	9.37558333333333	8.95858333333334	8.66658333333333	8.86258333333334
"HMDB0000716|L-Pipecolic acid"	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.874	6.79666666666667	6.79866666666667	6.70966666666667	6.94766666666667	6.89866666666667	6.99166666666667	6.76466666666667	6.59066666666667	6.61466666666667	7.07966666666667	7.09766666666667	7.19766666666667	6.23133333333333	5.78733333333333	5.82133333333333	6.64933333333333	6.56033333333333	6.89833333333333	6.98933333333333	7.00133333333333	7.25833333333333	7.73733333333333	7.85933333333333	7.69433333333333
"HMDB0000162|L-Proline"	17.6652708333333	17.7472708333333	17.7722708333333	17.6002708333333	17.5242708333333	17.6012708333333	18.0172708333333	17.9432708333333	18.3542708333333	17.9102708333333	18.2522708333333	18.0982708333333	17.8419375	18.1309375	17.7989375	17.6019375	17.7289375	17.5779375	18.0169375	18.0569375	18.3039375	17.7239375	17.8339375	17.8699375	17.7562708333333	17.8592708333333	17.9122708333333	17.7462708333333	17.6902708333333	17.5682708333333	18.0232708333333	18.0102708333333	18.0532708333333	17.9672708333333	17.9062708333333	17.9932708333333	17.8405208333333	18.2775208333333	17.9465208333333	17.8475208333333	17.9575208333333	18.0115208333333	17.8645208333333	18.2705208333333	17.8745208333333	17.5125208333333	17.5735208333333	17.5095208333333
"HMDB0000187|L-Serine"	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.25906249999999	6.2590625	6.2590625	6.2590625	6.2590625	6.2590625	6.2590625	6.2590625	6.2590625	6.2590625	6.2590625	6.2590625	6.2590625	6.62247916666667	6.12647916666667	6.74347916666667	6.08747916666667	5.99147916666667	6.45647916666667	6.40047916666667	6.45047916666667	6.37947916666667	6.12647916666667	5.92747916666667	5.79647916666667	6.00039583333334	6.25639583333334	6.75439583333334	5.74739583333334	6.20739583333334	6.16539583333334	6.25039583333334	6.51439583333334	6.21739583333334	6.73239583333334	6.04039583333334	6.22239583333334
"HMDB0000167|L-Threonine"	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.58189583333333	9.53472916666666	9.63572916666666	9.73272916666667	9.37972916666666	9.27772916666666	9.53372916666666	9.47572916666666	9.47472916666666	9.75272916666666	9.72372916666666	9.62172916666666	9.83972916666666	9.49389583333334	9.59789583333334	9.48689583333334	9.72189583333333	9.64689583333334	9.42889583333334	9.69889583333334	9.39089583333334	9.61289583333334	9.57389583333334	9.73489583333334	9.59489583333334	9.00647916666667	10.1804791666667	9.32847916666667	10.5104791666667	10.6984791666667	10.2494791666667	9.23947916666667	10.1604791666667	9.47947916666667	8.60047916666667	8.77347916666667	8.75547916666667
"HMDB0000929|L-Tryptophan"	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	6.14229166666667	5.892375	6.232375	5.898375	6.020375	6.016375	5.949375	6.438375	6.330375	6.403375	6.108375	5.865375	6.552375	6.18204166666667	5.72104166666667	6.31804166666667	5.78204166666667	5.62304166666667	6.36004166666667	6.23304166666667	6.20604166666667	6.53304166666667	6.02204166666667	6.31004166666667	6.41704166666667
"HMDB0000158|L-Tyrosine"	13.2328333333333	14.0548333333333	13.0258333333333	13.8558333333333	12.7818333333333	13.2358333333333	12.8758333333333	12.9118333333333	13.0928333333333	12.5648333333333	12.6778333333333	12.9478333333333	13.04025	13.24725	13.26325	13.00125	12.99225	13.19525	13.11625	13.24725	13.28625	13.03625	12.87025	12.96225	13.2955	13.2025	13.2875	13.4005	13.3505	13.3795	13.3695	13.2445	13.1195	12.5005	12.5665	12.5415	13.6174166666667	13.2234166666667	13.3294166666667	13.3134166666667	13.1674166666667	13.4734166666667	13.0344166666667	12.9394166666667	13.1144166666667	12.6264166666667	12.6544166666667	12.7644166666667
"HMDB0000883|L-Valine"	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.4610625	1.5050625	1.4650625	1.8040625	1.6270625	1.8180625	1.8400625	1.5670625	1.6220625	1.4090625	1.3230625	1.2980625	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333	1.56164583333333
"HMDB0000214|L-Ornithine"	13.9665208333333	13.5625208333333	13.4855208333333	13.8275208333333	13.2765208333333	13.5735208333333	12.8205208333333	12.8995208333333	13.1435208333333	13.6705208333333	13.8495208333333	13.8215208333333	14.0466875	13.8476875	13.3836875	13.5176875	13.1866875	13.3346875	13.2546875	13.4376875	13.2836875	13.2696875	14.1456875	13.1886875	13.8067708333333	14.0367708333333	14.0917708333333	13.3107708333333	13.1957708333333	13.0557708333333	13.3427708333333	13.5327708333333	13.4487708333333	13.2817708333333	13.3147708333333	13.4787708333333	14.2120208333333	14.1830208333333	14.1370208333333	13.3240208333333	13.3180208333333	13.2770208333333	13.1880208333333	13.3860208333333	13.0940208333333	13.1440208333333	13.2570208333333	13.3770208333333
"HMDB0000222|L-Palmitoylcarnitine"	7.87220833333333	7.43820833333333	7.35320833333333	8.00720833333333	7.70520833333333	5.79020833333333	6.95420833333333	6.96520833333333	7.52420833333333	7.75320833333333	7.56220833333333	8.16620833333333	7.03095833333333	7.56495833333333	7.23595833333333	7.70195833333333	7.73295833333333	7.46595833333333	7.27995833333333	6.92295833333333	6.91395833333333	7.59395833333333	7.66195833333333	7.98595833333333	7.36654166666667	7.49154166666667	7.40054166666667	7.47054166666667	7.42254166666667	7.54254166666667	7.19954166666667	7.10754166666667	7.00954166666667	7.55254166666667	7.81154166666667	7.71654166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667	7.42429166666667
"HMDB0000176|Maleic acid"	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	3.58485416666666	4.10985416666666	3.90485416666666	3.50785416666666	3.77085416666666	4.13985416666666	3.72085416666666	4.69085416666666	3.24485416666666	4.16085416666666	4.69285416666666	4.83985416666666	3.76577083333333	3.69077083333333	3.51277083333333	3.54577083333333	3.75577083333333	4.07277083333333	4.54777083333333	4.10877083333333	4.33577083333333	4.20977083333333	4.42177083333333	4.40077083333333	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875	4.0306875
"HMDB0000202|Methylmalonic acid"	8.949	8.95	8.858	9.02	8.797	8.583	9.29	9.241	9.378	9.456	9.302	9.34	9.569	9.256	9.285	8.92	9.016	8.903	9.246	8.925	8.921	9.117	8.923	9.083	9.036	9.055	9.074	8.454	8.428	8.594	9.489	9.345	9.327	9.372	9.448	9.542	9.097	9.097	9.097	9.097	9.097	9.097	9.097	9.097	9.097	9.097	9.097	9.097
"HMDB0000806|Myristic acid"	11.5616875	11.5616875	11.5616875	11.5616875	11.5616875	11.5616875	11.5616875	11.5616875	11.5616875	11.5616875	11.5616875	11.5616875	11.4597708333333	11.3557708333333	11.0907708333333	11.5317708333333	12.5877708333333	11.3997708333333	11.8107708333333	11.5947708333333	11.8557708333333	11.2507708333333	11.1397708333333	11.6627708333333	11.3367708333333	10.3237708333333	11.3657708333333	11.6607708333333	11.9947708333333	13.3597708333333	12.2857708333333	11.1097708333333	11.8117708333333	12.3267708333333	9.56977083333334	11.5947708333333	11.6577708333333	11.5357708333333	11.5477708333333	11.6257708333333	11.5077708333333	11.6267708333333	11.5707708333333	11.5587708333333	11.4787708333333	11.5457708333333	11.5357708333333	11.5487708333333
"HMDB0000215|N-Acetyl-D-glucosamine"	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	4.80616666666667	4.74716666666667	5.25316666666667	5.11216666666667	5.70716666666667	5.75216666666667	5.31616666666667	4.91416666666667	5.32416666666667	5.09916666666667	4.34316666666667	5.14916666666667	4.79183333333333	4.89483333333333	4.27983333333333	4.72383333333333	4.76983333333333	4.95883333333333	5.63483333333333	5.75483333333333	5.62783333333333	5.42283333333333	5.47883333333333	5.18583333333333	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127
"HMDB0000812|N-Acetyl-L-aspartic acid"	13.68275	13.75875	13.65875	11.63975	11.61875	11.45775	11.87775	11.91975	12.10075	12.36575	12.44875	12.74175	12.2498333333333	12.9848333333333	12.9578333333333	11.6298333333333	11.8178333333333	12.8538333333333	11.3928333333333	12.6948333333333	12.1448333333333	12.5648333333333	12.9868333333333	12.9928333333333	13.382	13.272	13.219	11.882	11.78	12.124	12.162	12.024	11.929	12.429	12.53	12.538	12.0234166666667	11.7444166666667	12.4154166666667	12.1474166666667	12.1664166666667	12.3414166666667	12.8444166666667	12.4314166666667	12.9364166666667	12.5994166666667	12.8564166666667	12.7644166666667
"HMDB0000230|N-Acetylneuraminic acid"	5.05210416666667	5.71610416666667	5.28710416666667	8.04010416666667	7.71510416666667	7.76510416666667	8.10410416666667	8.04110416666667	8.42810416666667	5.93710416666667	6.46910416666667	6.16610416666667	5.64160416666667	6.11360416666666	6.13460416666667	6.82560416666666	6.94260416666667	7.76360416666667	7.14460416666667	7.92260416666666	7.39860416666667	6.63160416666667	7.08360416666667	7.11860416666667	5.72585416666667	5.78285416666667	5.79585416666667	7.68285416666667	7.51085416666667	7.89885416666667	7.88285416666667	7.73885416666667	7.72785416666667	6.31285416666667	6.29885416666667	6.36285416666667	6.8934375	6.8934375	6.8934375	6.8934375	6.8934375	6.8934375	6.8934375	6.8934375	6.8934375	6.8934375	6.8934375	6.8934375
"HMDB0002931|N-Acetylserine"	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.0179375	1.1279375	1.0219375	1.3879375	1.2629375	1.3499375	1.3649375	1.2899375	1.2989375	1.9099375	1.9449375	2.0349375	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875	1.4176875
"HMDB0000207|Oleic acid"	10.6265208333333	9.67252083333334	10.7575208333333	10.6565208333333	10.6435208333333	10.8585208333333	10.7295208333333	10.9935208333333	10.1735208333333	10.7815208333333	10.9025208333333	10.9345208333333	10.2257708333333	10.6167708333333	10.0727708333333	10.7317708333333	11.1917708333333	10.2987708333333	11.5757708333333	11.1317708333333	11.4597708333333	9.93677083333333	10.0797708333333	10.4087708333333	10.0785208333333	9.83152083333334	10.5135208333333	10.2705208333333	10.1035208333333	10.5765208333333	11.9085208333333	11.5225208333333	11.4565208333333	10.8855208333333	10.4845208333333	10.0985208333333	10.6441875	10.6441875	10.6441875	10.6441875	10.6441875	10.6441875	10.6441875	10.6441875	10.6441875	10.6441875	10.6441875	10.6441875
"HMDB0000824|Propionyl-L-carnitine"	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666666	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.93429166666667	5.99395833333334	6.01495833333334	5.89395833333334	5.90495833333334	5.81795833333334	5.93095833333334	5.74995833333334	5.65395833333334	5.71495833333334	6.04595833333334	6.21795833333334	6.27195833333334	5.96945833333334	5.66945833333334	6.21045833333334	5.54245833333334	5.80045833333334	5.82845833333334	5.81845833333334	5.58445833333334	5.88145833333334	6.29945833333334	6.34845833333334	6.25845833333334
"HMDB0000243|Pyruvate"	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	0.999499999999999	0.9575	1.5695	1.5595	1.5355	0.5985	1.5695	1.7365	2.1225	1.5425	1.0245	1.3785	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333	1.38283333333333
"HMDB0000939|S-Adenosylhomocysteine"	3.46241666666666	3.51841666666666	3.29941666666666	3.91441666666666	3.95441666666667	4.02541666666666	4.22341666666666	3.99441666666666	4.26141666666666	4.27741666666666	4.34241666666667	4.51041666666666	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	4.09558333333333	4.04758333333333	4.23558333333333	3.86158333333333	3.66458333333333	3.76558333333333	3.66458333333333	3.55358333333333	3.99758333333333	4.37058333333333	4.31458333333333	4.21258333333333	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982	3.982
"HMDB0000254|Succinate"	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	9.18870833333334	8.893125	9.423125	9.220125	8.726125	8.990125	9.214125	8.665125	9.287125	9.213125	9.588125	9.439125	9.605125	9.08720833333333	9.06220833333333	9.12720833333333	8.59920833333333	8.60720833333333	8.72120833333333	9.54020833333333	9.51920833333333	9.48220833333333	9.49020833333333	9.53020833333333	9.49820833333333	8.82495833333333	9.06295833333333	9.22295833333333	8.94095833333333	9.02095833333333	9.45195833333334	9.51395833333333	9.69295833333334	8.92795833333333	9.34595833333333	9.34495833333333	8.91395833333333
