rowname	DIA_BGI_D5_1	DIA_BGI_D6_1	DIA_BGI_F7_1	DIA_BGI_M8_1	DIA_BGI_D5_2	DIA_BGI_D6_2	DIA_BGI_F7_2	DIA_BGI_M8_2	DIA_BGI_D5_3	DIA_BGI_D6_3	DIA_BGI_F7_3	DIA_BGI_M8_3
Protein sel-1 homolog 1	17.488420648187432	17.75134973434713	18.53058018268733	17.82599544106873	17.91527449537163	18.29207920632093	18.312832458823532	18.15478893078673	17.07496545565883	18.46946030846383	18.529432171525333	18.33292560550853
Mitochondrial import receptor subunit TOM22 homolog	19.502050304181772	19.337444910520272	19.527336778269373	19.17649442219617	19.58915546293377	19.343139416667473	19.587872513929973	19.11597128772847	19.508466333627172	19.325487213661873	19.505789149264473	19.075320132425073
Hydroxyacylglutathione hydrolase, mitochondrial	18.18439234339528	18.366385016569982	18.38255731108948	18.41451697855738	18.07357178315138	18.50204721594748	18.70257844560968	18.202782936005182	18.13751407617418	18.46843097250668	18.58308873997588	18.337113311113082
WD repeat-containing protein 5	19.415453672392605	19.538980803322403	18.577226048865004	18.462591416823805	18.682498763602606	18.767463865721506	19.685942673108404	19.683235628377606	19.341632664565605	19.780106488342604	18.557927366503403	18.823293775129205
Anaphase-promoting complex subunit 4	19.875619548917722	20.382260342902423	18.395589986397823	19.045751550686422	18.74727457419182	20.79344324532732	20.361582211069422	19.945833823927522	19.714036334088323	19.77841990433022	16.048548111211623	20.293374081893322
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	19.468687868361847	19.475238994478246	19.659072007234947	19.221074361828947	19.556956994824347	19.293599553705445	19.730508175715148	18.965583487064045	19.408461271912845	19.354679889072546	19.425149220497246	19.746181693316046
Importin-9	18.68047368081182	18.785059486838918	18.796241663005617	18.871939260279216	18.64602993037422	18.74069539808122	18.721326194863718	18.873388781872418	18.531790907342717	18.77803904166422	18.30265155824412	18.95479632536872
Pre-mRNA-splicing factor RBM22	18.948849294642017	18.720627981364117	19.046765357742817	18.821973815121616	19.235134240746618	18.967658509182915	18.793214208475415	18.894332890532315	18.837678361531918	18.944218716356616	18.740127049414916	18.800311784810315
U2 small nuclear ribonucleoprotein A	20.058827589243748	19.847775169510648	19.85924368425155	20.044117642908848	20.048695827111448	20.00545808060545	19.99282388688255	19.98198258982355	20.00327604070715	19.78136092369065	20.00722039732685	19.893591674628848
SEC23-interacting protein	19.04806941163104	18.90404547213344	19.04402209133864	18.87455658325054	18.790443902829843	19.10070484434734	19.05537490545664	18.75698322680694	18.74755499045574	19.24517749508184	19.154245251031643	18.72148918548114
GH3 domain-containing protein	17.51822576470802	18.25870032919462	18.03813735719822	17.313903602762622	17.20226651747302	18.026287149916723	17.54787315692942	17.72624540614322	18.00072503929012	17.84448518553092	17.46882085893232	17.15300536999942
ADP-dependent glucokinase	18.57369438982793	18.775326285358734	18.407148231238434	18.907694087218232	18.552269967553332	18.61338966212413	18.73389858313493	18.22466949966143	18.605734440593732	18.688439959899434	18.70888402286653	18.73368645563753
AP-2 complex subunit alpha-1	19.24555706893991	19.33391479711401	19.40447729115401	19.39874755520521	19.12652683023661	19.36458810880881	19.12748988930061	19.72294564104741	19.172961024721012	19.25777813979501	19.32144089955531	19.44665463778381
OCIA domain-containing protein 2	18.002041549740735	18.194665479897935	18.407609344188536	18.505680882787438	18.848744671391035	18.024920128012138	18.356446834591036	18.326717988656938	18.569726289812735	17.967855087493536	18.250077246160537	18.367215700735038
Serine--tRNA ligase, cytoplasmic	20.489772599828743	20.455184048421042	20.507493177330343	20.281003630987144	20.54447009538574	20.38107598823814	20.43500063492014	20.29368157487594	20.446705783697343	20.403725896234743	20.39163235467134	20.32122531815354
39S ribosomal protein L9, mitochondrial	18.594946655305563	18.224392455214463	18.175423276886463	18.42306432707076	18.406653038403164	18.385241332802064	18.390834322344762	18.034180182569663	18.551326984995164	18.374237102576263	18.303943480388963	18.384626710545664
Myelin expression factor 2	19.438833023472245	19.449855880648744	19.538966037349844	19.159127858432146	19.309261432092345	18.977841154321144	19.612514571525047	19.262578251700646	18.857193225147245	19.210911997799844	19.458226143609846	19.020428322541644
Dehydrogenase/reductase SDR family member 7	18.464471225933643	18.775623504126145	18.850209153511646	18.480196028193845	18.606388140566843	18.641116927355142	18.984417304093245	18.440594283240344	18.651584182942244	18.554642959472144	18.902117240258445	18.488667532773544
Spliceosome RNA helicase DDX39B	20.970738625071714	20.886460188234814	20.758078248270113	20.871862711095414	21.003181392026313	20.940572450075916	20.894100231427114	20.828146163927013	20.827439995512613	20.836757902049616	20.844422409906414	20.649729943681916
CMRF35-like molecule 8	18.004532019500402	17.450060519600502	18.3576606372439	18.179160561378	17.9894837476794	17.5191317525092	17.7067777948183	18.1388772466481	18.0700088026741	17.6213763777485	18.298141026876102	18.3160013651824
3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	19.055502625748684	19.36268186818038	19.116386130623383	19.130787097731883	19.067515975365083	19.004212233643283	19.204766359296883	19.079503168156382	19.173295052595183	19.370205738489982	18.62960730472898	19.193744801806282
Alpha-ketoglutarate-dependent dioxygenase FTO	19.220578402776113	18.927092886157013	18.939702803459113	18.95215163790251	19.169437811892216	18.374488931811214	18.54415782714991	19.097831407340415	18.979739722195013	18.929509030546114	18.95079806244351	18.57702143069411
Eukaryotic translation initiation factor 3 subunit G	19.695147125807942	19.68275516877454	19.729709782869843	19.797048571270242	19.79862381736304	19.596095583792643	19.589807588777642	19.80104884027224	19.810881807331043	19.247815434668443	19.777871353557043	19.793750785360142
FK506-binding protein 15	17.995418180705503	18.474524787577604	18.3281574568262	18.589054829671003	18.101674353445503	18.243261964427003	17.814161496683102	18.466143330234	17.965455932812503	18.618847989598503	18.132532130636402	18.405466530817
Short-chain specific acyl-CoA dehydrogenase, mitochondrial	18.767361858006918	18.885849437496216	18.759489697370917	18.771106524622216	18.855339575341116	18.800841984425816	18.65437214945962	18.67335118279872	18.850670538355317	19.033228836573215	18.71137825228862	18.810801842742716
40S ribosomal protein S3	21.750606868605452	21.72567900260385	21.78087428480925	21.695308736730553	21.71448699788075	21.715731717670252	21.80102792191105	21.61640227222405	21.687429153228653	21.67672348604735	21.810319275226153	21.659038328704153
Tropomodulin-3	19.23686609993655	19.379301940915248	19.25201284641965	19.268979706943348	19.19818938833575	19.352706051680748	19.12146358742485	19.427722157665247	19.20209115824645	19.331692482464348	19.02824227289635	19.43011627452905
Bromodomain adjacent to zinc finger domain protein 1A	20.138028885530538	17.93418293223114	18.23948607882764	17.470002763784738	18.960528295505338	18.815902309374938	19.86034183702724	18.169994487002636	19.067720524598837	18.483258368232338	19.10088964803034	18.621506059591336
Heat shock 70 kDa protein 4	20.68226029425074	20.70221956869304	20.72311102338644	20.70997697636074	20.77826171663174	20.65785667153654	20.68620364301574	20.75312641992024	20.77898285164064	20.69908409250784	20.68478475920564	20.83057077252864
Calcium-regulated heat stable protein 1	19.54600360958898	19.91775318867868	19.480476604448178	19.75236197355888	19.43875571417458	19.994026585749978	19.73667605717348	19.83481521790818	19.53424053091798	19.89337663790878	19.57067570296698	19.70146349967648
Metallo-beta-lactamase domain-containing protein 2	18.623142624725496	18.136048941126194	18.460675027572297	18.182666550894695	18.802392330156696	17.860025689174996	18.918172152265797	18.750737184704196	18.732086506114793	18.432551598340396	18.491704727871596	18.321599130603794
Calpain-1 catalytic subunit	20.45297798454761	20.62106219809361	20.55675230025751	20.85019864159871	20.38809761055021	20.60772336705391	20.53141419625701	20.77503119708741	20.42531715208741	20.65609296769861	20.56655999656191	20.85133453108341
U2 small nuclear ribonucleoprotein B	18.98784483407831	19.202616934512207	18.856930401590507	18.958517810478707	19.18781628232831	19.31644723956221	19.36034555566661	19.142700035343708	19.380054802753307	19.096973665616908	19.374579891785007	19.32322201149091
Putative transferase CAF17, mitochondrial	17.78519364944929	18.03137825758509	17.959326658847388	17.86657295902209	17.971888810064588	18.020845078264088	17.85093797309519	17.80887027157509	17.78416111062919	17.95486167582859	17.734539191687688	17.95886425534869
V-type proton ATPase subunit C 1	18.211820000777205	18.735947936556705	18.826678622600905	18.491792267151506	18.725965105303107	18.874823766335208	18.531757287374408	18.353571256634808	18.502820288867206	18.655523888389506	18.529541505414105	18.688092309701208
Sec1 family domain-containing protein 2	18.331193176975148	18.92136524088095	19.83015761855875	19.49980289054065	19.02673135893015	19.20820541428905	19.80363124335705	20.432493937753748	19.16671895261345	20.23623871090915	19.41236560223335	18.49466770346255
60 kDa SS-A/Ro ribonucleoprotein	19.343615162538434	19.274687149234033	19.361055213163834	19.11879063073833	19.491308656966233	19.240583275898533	19.339367790946834	18.870671394693733	19.337825948151334	19.158877558209433	19.215079809579134	19.394853187036432
U6 snRNA-associated Sm-like protein LSm4	19.424432884410106	19.479354470266006	18.99977294730141	19.452482920718808	19.520420507938308	19.739354787025906	19.319252541483205	19.483721625097207	19.32416503141251	19.703906023447708	19.894008157015207	19.747522303561706
10 kDa heat shock protein, mitochondrial	22.17255703892989	22.282268248725092	22.286281451128893	21.987442956886493	22.152585201699193	22.220790028164593	22.300614489983893	21.95636658198899	22.146465924215192	22.246071250530694	22.269328480806692	21.970584599584694
Protein Njmu-R1	17.460757412728462	17.373981655517262	17.68763317571896	17.30796391584306	17.78372801925786	17.196660516491463	18.427967937628463	17.207139455627864	17.93615471907136	17.38756770166266	17.629763103679363	18.26689576827736
Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	17.77229631501901	17.515257104532207	18.826778646327707	16.120564969629907	17.422767259663907	17.815147637932807	18.527477452073207	17.020724392740707	19.34682445284381	16.426353659384606	18.40351825550771	17.45271676923941
3-5 exoribonuclease 1	18.063462557735537	18.334283365752935	18.126986389523637	18.557867120846435	18.403075217843135	18.496862795637337	18.330972498387336		18.275369413105636	18.358664422618435	18.304736312166437	18.596037380336135
Luc7-like protein 3	19.384905283012507	19.182818164520807	19.12423079398191	19.20549186866171	19.367056072236707	19.152366504812907	19.35294138038841	19.20532283449391	19.335875081438807	19.372183374961107	19.089515919612907	19.36558153091341
B-lymphocyte antigen CD20	21.114854334103672	20.60034648142427	20.47435232407777	21.03451244285657	21.192237518566472	20.68013873028257	20.66215659233067	21.046428628055672	21.17139915080527	20.61453126785267	20.72590373830647	21.07337514050327
DnaJ homolog subfamily C member 13	19.643654439812746	19.634442834571445	19.614138078846647	19.461835316754247	19.686712499940146	19.746867385524045	19.623364290112146	19.629130586455844	19.690151128661945	19.675558328640545	19.743524857428245	19.618958963872245
Heterogeneous nuclear ribonucleoprotein M	21.636818418279002	21.610740377912403	21.506042618887502	21.571586661257403	21.674012818575903	21.576760520609803	21.544480837539403	21.5384621923029	21.6890451780073	21.5931893317757	21.350735618567203	21.562964958341603
SHC-transforming protein 1	16.429695535309143	19.421208856478945	19.229176756612944	18.526546832011643	18.764218096909744	16.667363132809946	18.717347392140546	16.669916849522345	18.796335969053946	17.944686904774844	18.423672755215446	16.476343438736446
Heat shock 70 kDa protein 14	18.852680472881502	18.9454148736473	18.881720887042903	19.0698576209905	18.8360010203629	18.7982652958414	18.667782324208	19.148733350222802	18.9700369937107	18.729868223897302	18.895586982487103	19.1177813521309
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	19.492414758106985	19.466310896391487	19.656284648442785	19.524339738315888	19.551248932602586	19.737304113510685	19.748215313306787	19.532091326757687	19.755735029281986	19.578060660423585	19.868803761827387	19.615508764357386
Interferon-inducible double-stranded RNA-dependent protein kinase activator A	18.74190098445797	19.10698831240227	19.07126097169027	19.21284493247937	18.67881541232547	18.97201334705217	19.03842720912277	19.04388540083257	18.72762566999517	18.89734958351857	19.13203903941757	18.90082265554607
Peroxisomal membrane protein PEX14	17.835989023448946	17.164635363850547	18.371080047053145	18.246012504802945	17.916097009447046	18.028156942752545	18.103133770284845	18.308176220059448	18.092444450931247	18.079150205045146	17.890281643964045	18.203461313858845
Replication initiator 1	18.553448266319762	18.50446789309696	18.453064008751863	18.369834828931364	18.69412262495276	18.24568568240006	18.511834449888763	18.913967721380963	18.671193046742562	18.527600804774764	18.286655876389563	18.68121528952416
Heat shock 70 kDa protein 1-like	19.329613196867896	19.059652187584295	19.283341932851894	19.333182439208596	20.468839641479196	19.515277146895794	19.660112964707096	19.185094614163397	19.371284458231095	19.151503302583297	18.952477314238095	19.416496619492996
60S ribosomal protein L12	22.046413526866065	22.031287863051364	22.001032870195765	21.994611948474766	21.984984684855164	21.988051968929266	22.076713430388665	22.004883018418766	21.972141662566063	22.033364769987063	22.015048338359964	22.024562702171966
Cell division cycle protein 16 homolog	20.01768856932509	19.96017467084789	19.68375042265569	18.229426024637192	18.71051098597579	18.79883902708159	18.90251358707869	19.300352879380593	19.747168539713893	18.732507225328693	19.283900398321492	18.963603492305293
ATP-dependent RNA helicase DHX36	19.561769323319588	18.657119136671284	18.840043657466786	18.50313125220589	19.03966777012159	18.59817748800039	18.807797777321085	19.14496429034589	18.87835375357409	18.557917607876284	19.18857642496839	18.650223382482984
Cytoskeleton-associated protein 5	19.140161743062585	19.446028235751786	19.414152973293184	19.319740685956287	19.346933734862084	19.236194154875385	19.384438869387985	19.252349431979887	19.248874371341785	19.319786524686386	19.450102828557487	19.414530361797286
Nucleolar protein 10	18.619457546693315	17.434489611124015	18.360060055702316	18.231096330791914	18.187711086780915	18.043293720503115	18.625368670984916	18.302263983796315	18.627582487179215	18.134650435787016	18.137710887535313	18.231931139247916
ATP-dependent RNA helicase DDX42	19.434228422039965	19.620590774863466	19.404798239603565	19.509837789225266	19.550380915127167	19.534058282614268	19.629909404835267	19.373493020922865	19.424240081608765	19.472796463918566	19.492157470192566	19.427138326723167
CDGSH iron-sulfur domain-containing protein 2	18.80519585288092	18.96430165810372	18.62455995536212	18.67806750351582	18.88323539637442	18.85058389989052	19.000595966297322	18.45243076767192	18.77355719864592	18.986943158274823	19.117520640420523	18.38443540091172
WW domain-binding protein 2	18.45858214440858	18.73326666704398	18.27696968425518	18.226173903588982	18.792082521745183	18.46617242842468	18.760210066050583	18.76422869854628	20.919223233146383	18.031179487767883	18.72733789632738	18.518615453359782
Signal transducing adapter molecule 1	17.896347511390516	17.808807696357512	16.495592516358812	17.81555395519821	17.346649872339015	17.808457053725412	17.724315356227017	17.784502233577115	17.335271703902713	17.719376992943616	17.683828143037914	17.791203732286014
Bcl-2-like protein 13	18.75632246889505	18.661866045880352	18.662359459805952	18.55625685839685	18.708461610643653	18.63805667437845	18.60350522921615	18.547623807466152	18.74866169172645	18.58743479852745	18.530085446659353	18.49999977877075
Proteasome subunit beta type-9	19.34729283487704	18.90488558506934	18.159542740109643	19.04156911748754	19.02996507751614	19.152302015783143	18.741043927622943	19.246733188653142	19.003667337513843	19.247078582016844	19.244810108773343	19.477379281215843
1,4-alpha-glucan-branching enzyme	19.17239015405647	19.50570482821967	19.99951133873967	19.65987804019407	19.21001087813087	19.60204075191767	20.10305698075147	19.625266086755072	19.11066916365397	19.53290877423177	20.009695384382972	19.74554895566327
Rho GTPase-activating protein 15	18.84263956782213	18.46156018381613	18.54506854470523	18.92458427598423	18.80288367516123	18.60251805903903	18.17176822303083	18.40791818146803	18.76558309032633	19.14793403596623	18.63361214684413	19.13434585298283
Kinase suppressor of Ras 1	20.256075696208086	20.348923360382486	19.238552967132584	20.63516712757278	21.006013056982784	20.787921923200685	20.621883068200184	20.195071839000683	19.746861298529282	21.252250479247184	20.800912876714683	20.513469988461985
Rho GTPase-activating protein 9	18.39340957532364	18.32664930294064	18.11844978784074	18.86020568246074	18.71861229662074	18.29889691400454	17.95718942818504	19.97012255303314	18.25748144211094	18.62266222554524	17.84307329429334	17.99719411934404
Ubiquitin-conjugating enzyme E2 A	17.390308657003324	17.615264953288726	17.486007934215927	18.390268041933325	17.734893903050924	17.868479863995226	18.233113413369527	18.136690118316526	17.730188313894427	17.994657053821324	17.798104693658527	18.048173336025624
Telomeric repeat-binding factor 2	18.424905324537495	18.251863167599794	18.097739888152994	17.993499176339895	18.346998752491793	17.933115445703493	17.907508969013495	17.904502776784593	18.398084706437395	18.146269722919993	18.292041027910095	19.461049895654796
REST corepressor 3	17.346958421922526	17.317277847722124	17.042893219804427	17.268609003845626	17.186974496072825	16.906651286776025	16.907947471522025	16.919018021439925	17.205875834975426	16.501468411089924	16.821709997220324	17.426010453521826
Ribonuclease UK114	18.046576820065127	18.736511582053527	19.021187827188328	18.932116899113026	18.397162918460126	19.132410529043128	18.445851513617427	18.90799820447833	18.500998589302228	19.175161570836927	18.824736787763126	18.943964067348926
Pantothenate kinase 4	18.462032162246267	18.75989738250047	18.306583254331468	18.402996924839968	18.312785964878866	18.548202478794366	18.180435847528866	18.708070941187767	18.314053702482468	18.527849902312667	18.47153865916667	18.258547814261767
Cleavage and polyadenylation specificity factor subunit 4	17.967297684563043	18.917524334440742	17.548131778063542	18.26444348546894	17.412490783557544	18.311650048116242	19.597566202761044	18.223265573331943	19.22737974924174	18.219288863916944	18.512141893310645	18.659333458401644
UPF0585 protein C16orf13	17.686709249436323	17.182451891876322	17.401136947433326	17.498369567721625	17.470876287908926	17.604581438689824	17.398964889596822	17.414070078530525	17.554466644137722	16.655775927156224	17.737913754893423	17.603864451104023
Retinol dehydrogenase 14	18.145478701285917	17.855722621622018	18.31286538081372	17.740810175886217	18.043609361978717	17.761141533333618	17.92588791409552	17.82358977686512	17.951597011908717	17.88267757981192	17.94723096144162	17.75303553404742
Thimet oligopeptidase	19.727391149046497	19.5400947178636	19.607944452616998	19.608861503370598	19.710313218320298	19.591161141643	19.669168945098598	19.6368206831784	19.6856382593589	19.5647420719753	19.641216045251497	19.651739558518
Calcium/calmodulin-dependent protein kinase type IV	17.850404216210297	18.8250090855374	17.9970164503493	18.5605072570302	18.8399577320052	18.702655818352497	17.769324810969398	17.8221566811723	18.477904377598797	18.5608179197118	18.5329162074299	18.6499940682162
Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	19.1785208089646	19.864460143987998	19.8683217001261	19.5956124268414	19.396804661240598	19.652485294103897	19.8952715095346	19.5576788843793	19.254839255647298	19.786757659902598	19.811834434551198	19.6020295405318
Nardilysin	19.04933553011676	18.961699295922163	18.748830223514062	19.31358261973136	19.077245120556963	18.925044664508963	19.075258097603463	19.23009135545146	18.936812856864563	19.13351280737666	18.91843356471996	19.24650130022006
Importin-4	19.434578665726562	19.316379961434063	19.41466725953516	19.389770610653063	19.25516777439926	19.14976189421016	19.49953492954076	19.398594037531964	19.41190151648266	19.302004185983563	19.294149503488264	19.47980979001836
Probable 28S rRNA (cytosine-C(5))-methyltransferase	18.544603758464625	19.563522625835425	19.726939409410825	18.698743605345523	18.258570234837926	19.490151577212224	18.209210237108927	18.565090941843525	19.585191982994026	18.242520560319324	18.398308890009126	19.135134226077124
Ubiquitin-conjugating enzyme E2 Z	18.766478071742412	19.09664316462281	18.785610643451015	18.969442633971312	18.925913830455016	18.97324077604751	18.807859474861814	18.95484493503391	18.905481586436714	18.755491279825016	17.562916893647312	18.956196458667613
N-myc-interactor	19.099759542139804	19.227300263100805	19.038055221005504	19.246038100454804	19.103508052141102	18.965247617053002	18.910680530347403	19.227710106133504	19.115319301077303	19.013086197913605	18.972326836518103	19.194431253012304
Protein RCC2	20.449826739199747	20.286391618640348	19.911274962063747	20.165817940218048	20.49841436411385	20.287471347573646	19.94541621490705	20.215289585668547	20.371064570423947	20.305631020373347	19.936949548747247	20.163870316012446
Dihydropyrimidinase-related protein 2	20.390551142157747	20.10857100389245	19.875355293624047	19.732931513281244	20.43178068346655	20.102115459687248	19.933034537536244	19.689713282207947	20.400694637563845	20.10276795732515	19.839882867318444	19.734249148108546
NSFL1 cofactor p47	19.27552828502651	19.51353320990621	19.488286841995908	19.60678222567541	19.40987021576981	19.55343243369811	19.53855301274621	19.64580541925931	19.37135733884501	19.65734269696571	19.54107109053241	19.75952787780131
Myocyte-specific enhancer factor 2B	18.286271848694327	18.062000744434826	18.53597138208603	17.101031630368126	17.879378758043227	18.036345718190127	17.320674820260827	18.285598599484228	18.343306048689627	17.118029024203928	17.477074506352526	18.23508789820063
SUMO-conjugating enzyme UBC9	20.328180438128122	20.462593565595522	20.359534384800224	20.508495991494023	20.455242950672822	20.432587091916222	20.440418665851823	20.551057243859624	20.44347157654712	20.315922340179224	20.312157582410123	20.577077620499022
MARCKS-related protein	20.030088888471184	20.418769506411586	20.421511820714684	21.078552288690386	19.840942611960983	20.421424619110386	19.757186755855884	21.188832243134083	20.164943681940883	20.301830931733384	20.651789662213783	21.088436497997186
Serine/threonine-protein phosphatase 4 regulatory subunit 1	18.906362337470313	18.903819802407114	18.621499187998314	18.839702774623813	18.723620722103615	18.295016052069315	18.487925769131913	18.729218319245014	18.64713057816841	18.158907249828115	18.802042515546912	18.287374784231215
Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	17.97546346289148	18.47432654883208	18.23857603782198	17.60376140073758	18.11855211935968	17.944271281102882	18.20670597732458	17.975134955651182	17.96734764291518	17.93394381247188	18.26992507746948	16.87853520678948
Serine/threonine-protein kinase 26	19.298946886284455	19.077628109896153	19.229602333514954	19.35661638799685	19.314116495054154	19.362682602105554	19.044445854165154	19.294072454896455	19.347656917357455	19.492537508729853	19.248360949620754	19.356579296265753
Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	18.704815013171725	18.661198317101622	18.80298780605142	18.46212647089242	18.71683598591352	18.518809189062424	18.632393861381125	18.40442920393202	18.785745239274725	18.425447093625024	18.817175589852525	18.36359026777412
Heterogeneous nuclear ribonucleoprotein U-like protein 1	20.455158787403402	20.2346394069042	20.177029965134803	20.313699959157802	20.4678059904457	20.3027390368178	20.253865438041	20.3840532223133	20.4482583526725	20.2640274343659	20.205482535159103	20.3902635331508
Protein HGH1 homolog	19.140575718076537	18.771606966298734	18.600738799169235	18.776250273687037	19.189134937184637	18.565305778680635	18.024128969348236	18.991018022749635	19.357826042812736	18.883402836917934	18.416647041556335	19.008769360219336
Neuroguidin	18.942848615441175	18.491371455339877	18.589630144334475	18.553026912429775	18.827654616611674	18.594825858955975	17.729167151993874	18.150065360903277	19.060098630442276	18.499093162084577	18.744118819436174	18.617671763334474
RNA-binding protein 4	18.896516668438956	18.739187218302956	18.622267778487156	18.890112419490958	18.819813687312358	18.730594669589156	18.792281680634055	18.770377237875557	18.824802028206857	19.271810405173856	18.657262330606155	18.728589206519455
GTP-binding protein SAR1a	20.165846070644342	20.641227763318543	20.85688627037864	20.784933445300645	20.219258872217843	20.712595753098842	20.660443154230443	20.494965417275242	20.359466424902344	20.609956804386243	20.659938901427743	20.661645502789142
NmrA-like family domain-containing protein 1	17.922914783502915	17.771724116416316	18.197430990526513	18.262193564424614	18.503555586494013	18.229163156962613	17.734545950419413	17.936636625354613	17.909493324152916	18.051059233933213	18.322982373845015	18.085426831478014
39S ribosomal protein L40, mitochondrial	17.77514305206799	17.84097082732939	17.78212047714879	17.777934853346892	18.14970063887259	17.71084837088469	18.22434137375339	17.77197434678979	18.13444409332889	18.070039536715992	17.93809218711679	18.01883715585189
39S ribosomal protein L19, mitochondrial	18.586461873747755	18.413934197585956	18.540844976357057	18.467341221233358	18.594913985421055	18.513999884461956	18.031233200048558	18.487409019217758	18.116324142434756	18.464724908366556	18.174756842774556	18.665451788312456
Thioredoxin-related transmembrane protein 1	19.899959139067484	19.84025782097338	19.84205513988878	19.44785766529998	19.385282127963883	19.798854387935783	19.830714421378183	19.709183593699283	19.596997614587682	19.87100173319068	19.68008704240308	19.44122772891848
rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1	20.96371480609945	20.81530226987965	20.30352281508365	20.67147358256085	21.03329450019255	20.74932547880265	20.99333465772815	20.63613847329675	20.96243128034445	20.71085776678935	20.33003343035815	20.62858983858155
Probable ATP-dependent RNA helicase YTHDC2	18.06670837111607	18.43610523854097	18.06364713742727	17.54401541063647	18.40715408614177	18.316014356547072	18.51354644916547	18.50057469924177	18.35704467837287	18.191563782397772	18.29917870001687	18.78578496788367
Cytokine receptor-like factor 3	18.743229354490634	19.123710713596235	18.502291770664336	18.867472702352735	19.159959945916835	18.895906019254536	18.462045050493536	19.052623730084935	18.668578304266134	18.737144606997735	18.891431588891535	18.804054690330535
Epsin-1	18.00351759299905	17.795104348645047	18.01950997296255	17.963897295813947	17.81050753150495	17.830238078832647	17.90863127603845	18.111947191815347	17.631941777328148	17.67313896426045	17.85615651773965	18.271085021985847
Mesoderm induction early response protein 1	18.862038304366962	19.03638426593846	19.14476917738486	18.12697089681116	18.78501176636866	17.449559125302862	18.542508052743862	18.95214785608266	18.83624986918946	19.286527987334857	19.015045856987555	18.912039429846956
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	18.589614443545074	18.455082907965775	19.059011177124773	18.797310470076173	18.618245026688076	18.999829955125975	18.655921448642175	18.287894327388873	18.884499910786275	18.927780735426673	18.537018994980773	18.119617847946174
Probable ATP-dependent RNA helicase DDX60	18.931704142250577	19.225385818437577	18.882233450845778	19.833967965456075	18.979714230957775	19.193491027243375	18.959032038721976	19.970792925144476	18.373322089283977	19.233213793254876	19.133697797215575	19.967879146842176
Poly [ADP-ribose] polymerase 14	19.601370663886655	18.931633690695456	18.310942654403554	20.261851487421556	19.701666124211755	19.287377469553157	19.385709843411657	19.628626756133855	19.439270715005854	19.738348882974154	19.613715799639454	19.993292292466357
tRNA selenocysteine 1-associated protein 1	17.485249508394467	17.73906738207947	17.64258024437907	18.345588256593867	17.070172837386266	17.55532468677257	16.594881721171767	17.13225443264857	17.75260941551127	17.56246812488087	17.572103012147867	17.289071563056467
Ribosome biogenesis protein NSA2 homolog	18.68804200557102	18.38483368672542	18.45580100814052	18.20947418281342	18.576686438801218	19.557760628299818	19.60459760375522	18.34047650285672	18.36120248985272	18.450481100843017	18.38947662736742	18.35836500983352
Pre-mRNA cleavage complex 2 protein Pcf11	21.123087286462592	20.110686610195792	20.00922261247289		20.79539492520259	19.70090996522439	20.11337567528309	19.68678082676789	20.69738908079909	20.63824040320279	20.17763073207539	19.90251310307669
Notchless protein homolog 1	17.901959922423103	17.913843521672103	18.455737147140603	18.176315103634	18.7850709170431	18.199850038395002	18.4551577574315	18.086364295676603	17.6940316006301	18.032406480373602	17.840269786162303	18.0335190951082
Exosome complex exonuclease RRP44	19.45544273945357	19.23987660874687	19.43575180526037	19.30232861783047	19.46663119349607	19.27956797870887	19.31693431484147	19.29657386581657	19.42275782794397	19.40416468534187	19.36626366468047	19.31675369317757
Glycine--tRNA ligase	21.130558558541928	21.047307405804528	21.231815302190828	20.994624660562526	21.133221557171325	21.041985614505528	21.214252156056425	20.974990025136428	21.055143593020226	21.050140593285427	21.151618067815527	20.988005986641525
Lactoylglutathione lyase	20.632816610443324	20.498769631356424	20.866328382427824	20.751204032245425	20.601116906950423	20.520636823171326	20.855983253666526	20.713557679596423	20.535361475331324	20.500191188429824	20.836230415435224	20.760161429531426
Eukaryotic translation initiation factor 3 subunit F	20.350010777829976	20.423789356553975	20.338611621812277	20.324173790685776	20.352898083142275	20.342744778065377	20.460606092057677	20.293680390607076	20.379837616257678	20.429992513281377	20.421047711414875	20.421261021014377
Nuclear mitotic apparatus protein 1	19.91389491913092	19.956686587627622	19.88520644627052	20.01618672732252	19.91895147523392	19.886156143283422	19.91083460379022	20.06114240673332	19.87197644994812	19.942836387388923	19.955570792516323	20.08787529689112
Myotrophin	20.548215241014635	20.751070827787235	20.82696956534223	20.84122353298803	20.719659272545734	20.400045095019134	20.793960876433832	20.917630308254434	20.610413702596734	20.789719239162334	20.573665966811234	20.744358294821332
Replication factor C subunit 5	19.04214695959098	18.708142865823284	18.503707490712983	18.979091489338586	18.96211667663568	18.875448279343182	18.575388771649486	19.009705038007986	18.69327183120118	18.841469985830685	18.78558974453918	18.66872383367928
