rowname	DIA_BGI_D5_1	DIA_BGI_D6_1	DIA_BGI_F7_1	DIA_BGI_M8_1	DIA_BGI_D5_2	DIA_BGI_D6_2	DIA_BGI_F7_2	DIA_BGI_M8_2	DIA_BGI_D5_3	DIA_BGI_D6_3	DIA_BGI_F7_3	DIA_BGI_M8_3
GEM-interacting protein	18.30767389790397	18.73591240246227	18.55153678818997	18.67069600028017	18.78267615788627	18.70190158155567	18.62076283216057	18.59051665043967	18.25160375436337	18.53907154857117	18.30522125711167	19.02874777445797
Rab11 family-interacting protein 1	16.496750900388562	20.25853462813946	26.30723951239016	19.775312137666763	17.37900030804426	21.04796181128946	20.703703112187362	20.62495411779406	20.926206459607062	21.344153535030163	20.480897913042163	21.242273372825263
Plasminogen activator inhibitor 1 RNA-binding protein	20.57233595732129	20.475114595508888	20.56854433523089	20.43639992828549	20.46848405373319	20.39091293447859	20.49728565995429	20.542591517966688	20.47305929461739	20.28133142131879	20.55664114192459	20.658305626704887
Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	18.25916217551829	18.309529591851494	18.38324892185299	18.11914364181309	18.11905270184579	18.263575386204288	18.60169012817039	17.32833274351809	18.340287869941093	18.116750152005388	18.10908984307639	18.011663584011593
Heat shock protein 75 kDa, mitochondrial	20.592008337362852	20.456857969421552	20.605015219184253	20.21305878816635	20.622051513347753	20.42135836498495	20.51925062221365	20.23525786725635	20.59278276989405	20.50218670273655	20.500563137927053	20.255574531418052
Kynurenine--oxoglutarate transaminase 3	18.758211004845112	19.125107502898913	18.914123296143213	18.940292616968012	18.697200030658813	18.936465548962513	19.406901953522812	18.95014708355391	18.549978883585812	18.985977837285112	18.936193423664513	18.763536561349014
Vesicle transport through interaction with t-SNAREs homolog 1A	18.447576994572053	18.888988638482655	19.56094746880615	19.453088126771853	18.618333738384454	18.845612169749852	17.207369520201254	19.779283586384654	18.810811741114854	18.164155780787052	18.880928975019554	18.552089902423653
TRMT1-like protein	18.554305308384496	18.464568803123996	16.609951172971495	18.401128456142995	18.028693087704596	18.087741025326995	18.581445344459997	18.008861312849195	18.493328892919397	18.043232319189094	18.163907355359395	18.007487455284796
DNA-3-methyladenine glycosylase	18.099357309309916	17.950468053447015	18.223329295608416	17.967889501999714	18.022131071631016	18.636535368360516	18.341524816727816	18.030729813561017	18.424545728906114	18.134487371091414	18.289932099981115	18.118107782765314
Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	18.689490263489027	18.323376155490827	17.722601230296526		19.257089324946026	18.935562455441826	19.229551932849727	18.917532599749325	19.139283159965128	18.917496329246227	18.346311789222828	18.739117354480427
Treacle protein	19.61133520458978	19.458168410183177	19.565927560011477	19.466051140574578	19.483636635886477	19.531524817426476	19.582360135537876	19.502346235871677	19.653558103088276	19.42393672008418	19.351885108158477	19.308015152482575
Programmed cell death protein 10	19.50320122755852	19.35073083500322	19.06065402459752	19.48655861328252	18.85612525140262	19.303151913202118	18.92591109120352	19.12495303493352	19.24128439510672	19.14014619375122	19.63093448341952	19.25729209427162
Mitochondrial ribonuclease P protein 1	19.18778565461585	18.809722710852853	19.125469897480947	18.897214446256847	19.258849223612152	18.923973777388248	19.237526033792847	19.00523220120285	19.18672717391125	19.081839761889952	19.169972737096053	18.908630916386848
Tetratricopeptide repeat protein 37	18.40112107232544	18.335069246411145	18.713989574404042	18.70060686880254	18.727572587327543	18.558654015973644	18.709803065813045	18.863642828341444	18.463881182901144	18.909033944821044	18.803632733524942	18.586266658086043
LIM domain only protein 7	20.45241634680397	19.030060541265172	19.45549387919187	18.818481709876373	18.78674496535257	19.698922593416473	19.84878815386807	18.687717076745972	19.202379620245072	18.948650360587973	19.529470639035672	18.83462273912687
F-box-like/WD repeat-containing protein TBL1XR1	18.83456843216235	18.885446280175948	18.263770884853148	18.020581432390248	18.764850296151447	18.766648360641447	18.27217523926765	18.33696718042415	18.66869881707045	18.66375212474505	18.127282689050947	18.055485563250148
Nucleophosmin	23.58089753717744	23.572968609311037	23.57922981332634	23.389343285173236	23.784354514649937	23.57305116018964	23.551202757849637	23.36191777132184	23.704094015809837	23.156015515494637	23.504203357700238	23.570565973551037
Cysteine desulfurase, mitochondrial	18.478374211395476	18.438192336076074	18.634685764174975	18.611296667172073	18.648859885357574	17.115174606784773	18.742929642684274	18.691962626235274	18.699484158822976	18.388772602915676	18.736911635401974	18.952332959872773
40S ribosomal protein S7	21.81063756300832	21.658520038483022	21.81648360115322	21.86580406095182	21.69710573313392	21.81517337995752	21.86287256575842	21.75425535630072	21.74284462051452	21.81889623024772	21.916735046211322	21.756676414241422
Amidophosphoribosyltransferase	19.59233840666044	19.488856536529138	19.630009108397136	19.192931249737736	19.48696961388614	19.432606705809036	19.409101489328336	19.29943996164714	19.454658796843436	19.343201550560536	19.504640435503937	19.246964571692736
Heterogeneous nuclear ribonucleoprotein Q	21.033259021579795	20.957985011334095	21.014764489517	20.8717541383922	21.057903255346794	20.892742241319894	20.9821073805458	20.868832067003694	21.0149838560773	20.846356492316495	20.859328616100598	20.914854958051897
Cell division cycle protein 23 homolog	18.251942323734436	18.628571917603637	18.43021946907284	18.007636248998836	18.551660255526038	18.481101814969037	18.941813536896337	18.292208044334338	18.627752746162937	18.61963338911824	18.689776452161137	18.47117996767294
Syntaxin-11	18.370980617124292	18.352289026117692	18.207013918842893	18.192871444148793	18.325401628437994	18.153479691970393	18.214776265990892	17.598001950300592	18.137547836742794	18.260718568268892	18.239765159819292	18.150269299680794
