rowname	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3
P0A8D6	22.7887274915882	22.5946922697734	22.7429984968457	22.8431700398549	22.9288411025026	22.7186394789194	22.8173537587026	22.5276593092018	22.7924539182947	22.7034224631203	22.6215274162798	22.3846462273948	22.2116667290763	22.3306931679574	22.2563705338263	22.2721023544556	22.1741283958462	22.2235345236039	22.3631701358106	22.3307478680214	21.9959513562874	22.1003325356991	22.2402177683084
P0AAX3	22.7681572617118	22.4113630581754	22.0718662465925	22.2479779125317	22.6057625326797	22.4809494186379	21.9673684067474	21.8099643384698	22.5724185151164	22.5258352403212	22.3215207824778	22.8736194610902	22.5104420880306	22.8982758834745	22.5218376299283	22.9843895993823	22.0926274715134	22.7675391161997	22.7099685109435	22.4749506164032	22.2932414943974	22.6668676098624	22.7675451777356
P00959	25.0111685508174	25.0301144550727	25.1092711368144	24.9075426064637	25.1026712908796	24.9921737218385	24.9060382271538	25.1921964774509	24.9347705015374	25.093528787617	25.0717868860868	25.0094994193644	25.3695685933008	25.4213009490081	25.5047158388598	25.475574749887	25.4487277082263	25.4557419730356	25.5042854676998	25.2573651093297	25.2399294445228	25.4151651047623	25.4380626125356
P0AEQ1	22.6929091662136	22.5683045413284	22.6189943656402	22.7170542558688	22.8947707751483	22.7174141162836	22.3513717060088	22.2690085063404	22.9474371839083	22.7599828368287	22.614238492543	22.0317960896817	21.5045018816405	21.9683953962103	21.6141283834775	21.5748013801817	21.4794230662846	21.6994436742114	21.8871566415889	21.7181189315093	21.2140380286001	21.1977374293872	21.7128443417863
P25738	27.223033995068	27.0288527844051	26.8711712896802	27.0458314699182	26.8621285154438	27.1999936054148	27.9764325809904	25.9860676148638	27.5366924627527	27.2651264760363	27.2491349417647	26.1103110922437	25.8048994765933	26.3261478752843	26.4099126978392	26.431387355804	25.8281576986373	26.2532694218468	25.9471977101328	26.374835391621	26.3183364136037	26.0170250943719	26.3243771118119
P64596	23.7441181352047	23.6856115806071	23.7505622476287	23.7731190796954	23.8364283452302	23.6883463660632	23.6935452343467	23.7546657166734	23.7144593499604	23.7319197526233	23.8449846026095	23.3133226100666	23.2825466346234	23.3594562815093	23.5131849491123	23.4894809970396	23.5311958188663	23.444111524421	23.4736656226788	23.258034011015	23.3636727927929	23.5008044450118	23.5549321321152
P00452	23.8949594584918	24.0384026193622	24.1107133260141	24.1592711440347	23.759062442928	23.9116487238448	24.2287453093653	24.1826816784955	24.0443103978595	24.1313508295955	24.1878546399093	23.4792404863231	23.7720318031937	23.8242413061568	24.0315874647786	24.1314921371366	24.2361526201694	23.9181069294255	23.9378845482471	23.6074860951615	23.6783005379296	23.8210031721924	23.902845401211
P10100	22.8862097196583	22.7330418104087	22.9921296270362	22.7581801016464	23.1335991170882	23.0494597254091	22.8777473198946	23.0828185597648	22.8405217055853	22.8616586775251	22.988186777443	22.8173400950524	22.8315813388524	23.0016779185124	22.9955097758452	22.8806701618629	22.9800105406078	23.0462470894827	23.0051934601343	23.0727659057668	22.688984448623	23.0437332210815	23.0457956494018
P0AEG4	26.3785790388777	25.9988286667351	25.9962854704021	26.1193145459504	25.9341203323456	26.243634673568	26.2556320750923	25.4876637901844	26.2162973733583	26.1613948708042	26.0777818413845	25.9457296746219	25.7178015981291	26.0500757303792	26.0681434691971	26.0063223114562	25.7361978313405	25.9567967397094	26.0334035082882	26.0937604751412	25.6663134098441	26.009251659861	26.1774235681401
P19934	21.9340838782012	21.7872633209244	21.7894023025458	21.7136499744466	21.7120676553391	21.7384411384132	21.5435340955178	21.6077998646214	21.7905242979514	21.7193980129061	21.6908266880685	21.7032048759182	21.4483250508998	21.6012802255445	21.4139625513054	21.6095593205583	21.4193224407368	21.5870119947141	21.593514223723	21.6612648952029	21.1459607459635	21.4244113355229	21.2554977365052
P0A9B2	28.2626825724237	28.3334037945194	28.4061465711971	28.3391677541529	28.5845425726341	28.5506257045162	28.3466807374101	28.5201070729425	28.4574142907803	28.5138159495102	28.5411314823907	29.7926353084737	29.6159034292893	29.8337371390147	29.9180363920603	29.7666289022837	29.8802015360468	29.910336220361	29.8984777174784	29.6971248631314	29.652941228801	29.9202958547304	29.9678795748629
P0A8I8	21.8672810023661	21.9759626886826	22.1878304820539	21.6873833728875	22.1082041047726	22.035317966299	21.8215248763771	22.3317239154084	21.8977073671587	21.8446666921179	21.9911799648795	22.3494804781517	22.2172666952823	22.2235315776599	22.1169086727144	22.2316102703206	22.2404536267359	22.1437768001493	22.2356356366604	22.2507066814005	22.3041446262816	22.213198577221	22.1511831911946
