rowname,BBM_673_P283_01_VEB_001_R4,BBM_673_P283_01_VEB_002_R3,BBM_673_P283_01_VEB_003_R3,BBM_673_P283_01_VEB_004_R3,BBM_673_P283_01_VEB_005_R3,BBM_673_P283_01_VEB_006_R2,BBM_673_P283_01_VEB_007_R2,BBM_673_P283_01_VEB_009_R2,BBM_673_P283_01_VEB_010_R2,BBM_673_P283_01_VEB_011_R2,BBM_673_P283_01_VEB_012_R2,BBM_673_P283_01_VEB_013_R2,BBM_673_P283_01_VEB_014_R2,BBM_673_P283_01_VEB_015_R2,BBM_673_P283_01_VEB_016_R2,BBM_673_P283_01_VEB_017_R2,BBM_673_P283_01_VEB_018_R2,BBM_673_P283_01_VEB_019_R2,BBM_673_P283_01_VEB_020_R2,BBM_673_P283_01_VEB_021_R2,BBM_673_P283_01_VEB_022_R3,BBM_673_P283_01_VEB_023_R3,BBM_673_P283_01_VEB_024_R3
A5A614,19.091881686196395,18.740611410269125,18.19993454096683,18.945692036961923,18.40089838435652,18.67271944401488,18.53895494945747,17.66191336247916,18.721122017533624,18.491468074117165,18.411701126696453,16.966827746065437,16.669068606696236,17.25864912831558,17.038158582291423,17.22358662443648,16.895919136276984,17.11075881316373,17.184777540889666,17.349327608951192,15.858740057328333,17.123302645371684,17.35442126450705
O32583,19.408907709235038,19.247081141306538,19.53659035983589,20.11471106793048,18.561562185211187,19.63492009225574,20.027286313283376,18.40230485406982,19.874087697306514,19.39839214322089,19.65064458587736,18.825877220502832,18.556721925647324,18.956429971203775,17.76665899302199,18.11976333537909,18.071928624162084,18.412173790841564,18.27244898281053,18.742098266503078,18.270710514214272,18.181524766914393,18.320148104467975
P00350,25.21116971285168,25.199366513746856,25.2810100513652,25.14251575268878,25.268065602816893,25.204586052486178,25.06380355341145,25.30713294564971,25.187349816670263,25.23469262027115,25.252330750003864,25.389073050386266,25.511030548903406,25.498195240170773,25.44592338584382,25.496499577379065,25.407864534336298,25.511076947508638,25.46061458364137,25.399687771191864,25.406737736505363,25.517391774975774,25.533424487956523
P00363,23.391655336532246,23.406617563708096,23.43302160445212,22.572410486496874,24.078979159325165,23.32571275546665,22.705779847348293,23.750572571584197,23.046786241548823,23.246503447623002,23.238564066154975,22.882831154486208,22.98481629013954,23.27828221705996,23.176792449795382,23.210429943360936,23.151080480960623,23.266429514734554,23.259406266671956,23.26986115341216,23.076041882282343,23.590734820971978,23.302712566586994
P00370,24.450359521271302,24.328069746038018,24.233613031875677,24.435490481923082,24.96004850477564,24.371576158375657,24.20051054365002,24.640480194421524,24.10670245660374,24.332527979259954,24.31429025074746,24.5576632116843,24.65944600018606,24.84981835874584,24.991266289224985,24.914184771827806,24.906751528936734,25.005336948241037,24.963793180601552,24.736321424670667,24.619963901567576,25.06920924053285,24.90612155286512
P00393,22.39492916533616,22.4158536476232,22.719223417560553,22.619539173504986,22.446469106238926,22.410301015081977,22.54715030188478,22.569087162096356,22.509550760921115,22.594317896885848,22.64266599606958,22.259592093522155,22.53017650452778,22.507260153648843,22.78442978114857,22.692162127419735,22.577543883144546,22.586338055613925,22.720489545347135,22.42014582856352,22.513448916748708,22.577782055116653,22.62603340858144
P00448,25.229280869731465,25.226721055312023,25.307544760644145,25.811496721298465,24.68029897064761,25.583380905393767,25.679784369835193,24.71051461331881,25.68721808046832,25.460303604250054,25.48613272955628,24.469614477843802,24.413328619187393,24.667562477616713,24.640475230647546,24.799687330648847,24.32147372977961,24.68321431108534,24.649457411560864,24.446841439475396,24.229308283154197,24.805450190080254,24.60282432014514
P00452,22.589249155620866,22.70190566014858,22.78044363962607,22.8696728234806,22.468661790753547,22.576543551139977,22.94857526301843,22.932916873124988,22.727054768071714,22.815873149505503,22.877920570670717,22.25620981348793,22.48920548586203,22.574268338315825,22.746781607352215,22.818791417405425,22.977164240784276,22.614831919646114,22.636326079760206,22.29786027103266,22.279763235769078,22.539663223521345,22.60126178245315
P00490,21.833792926033865,21.86537048280401,22.136414784415603,22.196967928154994,22.05063149107,21.968670388677907,22.22405369655681,22.18216752703063,22.10337221712435,22.08721028305156,22.173179394491125,22.728820558938253,22.91684265594009,22.916401599700333,23.02849856047249,22.96860116636599,23.14966289682888,23.042646060221568,22.99362612646103,22.863253276155532,23.042342905818565,22.901538466551376,22.988118934279726
P00509,24.845061881719587,24.90320709702397,25.12282683497211,24.986421934246817,25.098257840938803,24.9871079858481,24.990077111986725,24.93417550569926,24.915747013396317,25.06376893141434,25.14517984044728,24.663038476805642,24.79687415984659,25.00908817561472,24.89335198761682,24.887654474705542,24.843544216751724,24.96899012209408,24.899670955387347,24.737246903404774,24.72566853483027,24.928757785463112,24.982055008862172
