file	Pyr
CVT09_QC1_LabE_X023	0
CVT09_QC2_LabE_X024	1
CVT09_QC3_LabE_X025	1
CVT09_QC4_LabE_X026	0
CVT09_s3_X002	1
CVT09_s10_X003	1
CVT09_s13_X004	1
CVT09_s16_X005	1
CVT09_s25_X006	1
CVT09_s28_X007	1
CVT09_s31_X008	1
CVT09_s36_X009	1
CVT09_s41_X010	1
CVT09_s50_X011	1
CVT09_s55_X012	0
CVT09_s59_X013	0
CVT09_s61_X014	0
CVT09_s67_X015	0
CVT09_s73_X016	0
CVT09_s77_X017	0
CVT09_s84_X018	0
CVT09_s90_X019	0
CVT09_s93_X020	0
CVT09_s99_X021	0
