"MSP"	"ERS2637868"	"ERS2637867"	"ERS2637866"	"ERS2637865"	"ERS2637863"	"ERS2637861"	"ERS2637859"	"ERS2637858"	"ERS2637857"	"ERS2637856"	"ERS2637855"	"ERS2637854"	"ERS2637853"	"ERS2637852"	"ERS2637851"	"ERS2637849"	"ERS2637848"	"ERS2637847"	"ERS2637845"	"ERS2637844"	"ERS2637843"	"ERS2637842"	"ERS2637841"	"ERS2637839"	"ERS2637838"	"ERS2637837"	"ERS2637836"	"ERS2637835"	"ERS2637834"	"ERS2637833"	"ERS2637832"	"ERS2637831"	"ERS2637830"	"ERS2637829"	"ERS2637828"	"ERS2637827"	"ERS2637826"	"ERS2637825"	"ERS2637824"	"ERS2637822"	"ERS2637821"	"ERS2637820"	"ERS2637818"	"ERS2637817"	"ERS2637816"	"ERS2637815"	"ERS2637814"	"ERS2637813"	"ERS2637812"	"ERS2637811"	"ERS2637810"	"ERS2637809"	"ERS2637808"	"ERS2637807"	"ERS2637806"	"ERS2637805"	"ERS2637804"	"ERS2637803"	"ERS2637801"	"ERS2637800"	"ERS2637799"	"ERS2637798"	"ERS2637797"	"ERS2637795"	"ERS2637794"	"ERS2637792"	"ERS2637791"	"ERS2637790"	"ERS2637789"	"ERS2637788"	"ERS2637787"
"msp_0003"	1.78748280605227	0	0.0937808489634748	0.664173522812266	1.88631578947368	0	0	0.603358425014476	0.0572987721691678	0	0.598791259879126	3.32558139534884	2.24771903512061	4.79055597867479	0	0.0304145204807456	0	0	0	0	0.58116637212825	0.222148320585301	9.85028248587571	0.813312930374904	0	1.01359847930984	0	0.0419161676646707	0.868898883891388	2.33803332722945	1.75	0	6.10357815442561	1.62408963585434	0.559368191721133	0.504105090311987	0.0122968818620993	0.222573839662447	0	0	1.47069943289225	0.0442024343369635	0.390470656595003	0.74740207833733	0	2.88349146110057	0	1.44463869463869	0.607647261453669	6.26285203397407	2.69867830726325	2.64307755605842	0.0211470682473566	23.768826619965	0	0	0	0	2.22586266991983	0.339539978094195	0.641203703703704	0.771483131763208	18.3517229066238	1.33966244725738	2.00814211695041	0.0175910090398241	0.418869880767237	0	0.0465608465608466	0.264803236484001	0
"msp_0005"	0.0536451169188446	0.0146341463414634	0.0700888450148075	0.155572176514585	3.38877192982456	0.0786407766990291	0.278745644599303	0.0613781123335263	0.0218281036834925	0.0111076828139463	0.572136990547032	46.6750471401634	0.0109986251718535	0.108149276466108	0.236453201970443	0.166789305862154	0	0.0106837606837607	0.00782625709254549	0	0	0.14632524110409	0.434322033898305	0.0405508798775822	0.133624726818608	0.367305161573329	0.0752182672934856	0	0.0106613359986673	1.64219007507782	0.0405660377358491	3.14251110213968	0.174513496547395	0.104201680672269	0	0.288451012588944	0.129117259552042	0	0.00785083415112856	1.38557435440784	0.0257088846880907	0.0326713645099295	0.0174317257408483	9.26378896882494	0	0.206451612903226	0	0.020979020979021	1.65070616603514	0.0742065265981225	0.230871832181399	2.45875334293355	17.4187760333227	0.240805604203152	0.0140668173825672	0.303389830508475	0.00939457202505219	0.317884262896046	0.0278842802370164	0.726177437020811	0.264660493827161	38.0959898154042	0	0.430379746835443	3.62176165803109	0.0449548008795504	1.11923276308968	0.0592216582064298	90.4507936507937	0.0257447591026113	0.0293172174360293
"msp_0007"	1.81086657496561	5.76975609756098	4.66535044422507	2.18997756170531	0.668771929824561	1.27184466019417	2.68292682926829	0.818181818181818	0.0600272851296044	1.37179882752237	3.91941732527507	0.65556253928347	0	1.70525514089871	0.129064039408867	9.990679421143	0.322398693780615	0	1.9096067305811	0.176911544227886	1.15576874526635	1.82307948121051	3.15889830508475	0.0359602142310635	7.42553855760225	6.30969439976605	8.354600402955	2.43952095808383	2.8632350491421	7.20014649331624	0.300943396226415	19.0956802583771	2.64092906465788	1.89467787114846	0	0.299945265462507	0.155467720685112	1.20675105485232	0.218842001962709	1.60329474621549	1.98941398865785	0.0435618193465727	0.798954096455549	1.31334932054357	0	2.3111954459203	0	2.87412587412587	0.450568377540475	0.520339740724184	0.0155207954407663	1.75848590824933	0.0217878884972765	0	1.293142426526	1.06949152542373	0.851774530271399	1.42602775595706	3.35029627047752	0.135815991237678	2.40817901234568	0	0	4.08227848101266	10.0495928941525	4.08453457121915	0.138932089165371	0.0313028764805415	0.155555555555556	0.195660169179846	0.554969782692555
"msp_0008"	0	17.4	0	0	0	0	0	0.205558772437753	0.384720327421555	3.50262264733107	0	0	0	0	0	0	1.62683687101084	0.014957264957265	0	3.75352323838081	0.605402676091896	0.792816760891254	0.190677966101695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076873798846893	0	0	0	0.229222011385199	9.14366396046594	0	0	3.26329906124274	0	0.0872248508537338	0	0	0	0.0127118644067797	0	0.0827441738675046	0.0167305681422098	1.00109529025192	0	0.494971355824316	0	0	0.256846780162842	0	0	0	0	0	0
"msp_0009"	0	0.0663414634146341	0	0.0139616055846422	0.108771929824561	0	0.0209059233449477	0	0	0	0.0161165349449868	0	0	0	0.0610837438423645	0.0127544763306353	0.148434021077631	0	0.154959890432401	0.0425787106446777	0.00959353698560969	0	0	0.0290742157612854	0.0174836091164533	0.121070331919871	0.0201477501678979	0	0	0.0783739241897088	0.134905660377358	0.324586192975373	0.0138104205900816	0.174789915966387	0	0	0.0939833113746157	0	0	0.119323241317898	0	0	0	0	0	0.00986717267552182	0.0423579244617014	0	0.144677919393731	0.0464908359409924	0.00485024857523948	0	0.0531880807433515	0	0	0.0254237288135593	0	0	0.0718020216103172	0.0153340635268346	0.442901234567901	0.0188415022278803	0	0	0.00518134715025907	0.0918641583190814	0	0.0177664974619289	0.0306878306878307	0	0.0185161373280185
"msp_0010"	0	3.78439024390244	0.641658440276407	0.99925205684368	1.59157894736842	0	0	0	0.0045475216007276	0.0413452638074668	0.314892298155896	0.861093651791326	0	0	1.29655172413793	3.39170959038509	0.0397803176488051	0	0	0	0	0	0	0.149961744452946	0.439587886356541	0	3.25789120214909	0.146107784431138	0.0146593369981676	5.09943233839956	2.70377358490566	11.3815098909972	0.00627746390458255	0	0	0.0914066776135742	2.91084760649978	0.380801687763713	1.28361138370952	0	1.16597353497164	0.0749519538757207	0.111563044741429	0	0	0.0273244781783681	0.837274973526297	0.312354312354312	0	0.630308448815378	1.7276585425003	0	0	0	0.0205978397387591	0	0	0	0	0.415115005476451	0	0	1.71040885556151	0.137130801687764	42.4848260547742	0.0464207182995358	0	0.182741116751269	0	0.782640676719382	0
"msp_0011"	0.544704264099037	0	0.522211253701876	0.150585888805784	3.2280701754386	0.0058252427184466	0.940766550522648	0.10017371163868	0.0172805820827649	0.343721073742672	0.565938323260499	0.504714016341923	3.71053618297713	2.78446306169078	0.889655172413793	1.67672308069659	0.301024194745436	0.291666666666667	0	0.665067466266867	3.64200959353699	0.24675756568008	1.92019774011299	0.268553940321347	2.22166718701218	5.01769264512356	1.32639355271995	1.3562874251497	0.0732966849908379	0.32814502838308	3.19905660377359	2.35930561162697	0.286252354048964	0.866106442577031	0.0833333333333333	0.111111111111111	0.742204655248134	6.22257383966245	0.323846908734053	0.981300089047195	1.17807183364839	0.0275464445868033	0.0127832655432888	0.186250999200639	0	0.544212523719165	4.22026120720085	0.927738927738928	0.0289355838787461	0.814483683504694	0.234267006184067	4.04443530137832	1.83210509452099	0.690893169877408	0.767646320020095	0.56271186440678	2.15657620041754	0.76407436501702	0.419658417567097	4.02847754654984	8.94675925925926	0	0.526334583110159	20.5738396624473	10.8156920799408	0	0.0150336962156558	1.665820642978	1.35555555555556	0.00809121000367782	0.203677510608204
"msp_0012"	2.17812929848693	2.71024390243902	4.68015794669299	5.89379207180254	4.32421052631579	1.10679611650485	0.973519163763066	0.320208453966416	0.064574806730332	3.30576982412836	1.51681388501472	1.13576367064739	0.676415448068991	0.958872810357959	1.45812807881773	1.46284032376748	6.77927861065756	4.33974358974359	15.7487771473293	1.22278860569715	3.35622317596567	2.46225473894247	2.19703389830508	1.90053557765876	2.60380892912894	5.58444216990788	0	0.919161676646707	0.874895885390638	0	4.37358490566038	5.44691158659669	5.34902699309479	3.43865546218487	0.253267973856209	1.18828680897646	0.0122968818620993	6.06434599156118	3.25809617271835	1.11576135351736	0.937618147448015	0.384368994234465	0.284718187100523	1.45403677058353	0.0183946488294314	1.40265654648956	5.8870455347688	0.00524475524475524	10.1357216672408	1.65668305766652	2.22529404631987	0.887883151614894	7.09900672861262	1.36339754816112	3.06254709871891	2.31525423728814	0.0594989561586639	1.35166273893689	0.0195189961659115	8.47316538882804	2.71913580246914	1.02711648631445	1.68327084449205	3.5084388185654	4.45817912657291	0.00537503053994625	1.59460860549508	4.19204737732657	0.505820105820106	0.57153365207797	0
"msp_0013"	4.31636863823934	8.45268292682927	1.3385982230997	23.3069060084767	0.609122807017544	12.1669902912621	0.986759581881533	4.30515344528083	0.0272851296043656	11.7704412218451	2.07159460715946	1.04839723444375	0	0.564356435643564	0	6.56757419671327	0.219682351194894	0.508547008547009	2.25083153981608	0	0	0.626538077818424	13.9533898305085	17.2264728385616	0.0474555104589447	1.61368621143442	17.7743451981195	0	0.734299516908213	2.92547152536166	43.138679245283	0	5.18204645323289	4.13949579831933	1.85566448801743	0.480569239189929	7.16117698726394	0	0.0323846908734053	3.33570792520036	6.76521739130435	0.233824471492633	0.538640325392214	4.1294964028777	0.427257525083612	0.706641366223909	0.448993999294035	15.7371794871795	0	0.422887796155565	4.18091427185643	1.7988068298704	1.04389618711951	0	0	0.163559322033898	2.06263048016701	0	0.282328337399791	5.70974808324206	47.0555555555556	2.39338001273074	2.12819139439386	0.0168776371308017	0.316062176165803	0.0322501832396775	0.918610679108346	5.37817258883249	0.933333333333333	0.447958808385436	0.647036132184647
"msp_0014"	0	0.113170731707317	0	0.0279232111692845	0.453333333333333	0	0.107317073170732	0	0	0	0	0	0.0899887514060742	0.019040365575019	0	0	0.0136559299391421	0.0277777777777778	1.23420074349442	0	0.0121181519818228	0.00931160625207848	0.00918079096045198	0.0428462127008416	0.00499531689041524	0.0198859482380465	0.00873069173942243	0.00778443113772455	0	1.07013367515107	0.0764150943396226	0.0209931368591038	0.00941619585687382	0.0151260504201681	0	0	0.0149319279754062	0	0	0.00445235975066785	0	0	0	0	0	0.015180265654649	0.0162372043769855	0.00466200466200466	0.0509817430244575	0.0214573088958426	0.00485024857523948	0	0.0519064402435117	0.160245183887916	0	0.0296610169491525	0	0.00576067033254779	0.0968978738236319	0.0273822562979189	0.0223765432098765	0.0142584341183959	0	0.19831223628692	0.495928941524796	0	0.0145152928978745	0	0	0	0
