rowname	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD
P03813	20.62205373236789	20.64601191258029	20.56109825948349	20.60493400345129	20.30591791605749	20.36249072544689	20.316484106388188	20.26536079403309	20.36401315059029	20.31998904263689	20.38541000676269	20.37301611035169	20.64286244771369	20.23928384331159	20.35804112029549
P03817	21.665096159843806	21.760497382067605	21.522784538955605	21.789070902250906	21.628657731843703	21.475308156619704	21.5512179810231	21.596583764939304	21.5197418630598	21.657900095322503	21.5841677871516	21.621121594580302	21.570058403105904	21.4742437456542	21.4598592733644
P03819	17.9991063953563	18.133965089677098	18.187653492859695	18.141131159925095	17.950364618440496	17.948398586973596	18.0185425301828	17.957041103820096	18.043123362931397	18.006860697757197	17.908949763923594	17.9304234060574	18.0990247471822	17.9269577910785	17.869217468584196
P03841	21.60325248682354	22.15926859139704	21.90979346313474	22.07673037493924	21.57470228584164	21.39653116517684	21.50967351665014	21.91597677636694	21.95783731928524	21.90672547573674	22.18632434078844	22.03555097991484	21.812792196299238	22.02401055085404	22.00956738183484
P04036	23.226629843070427	22.80888413807833	23.00170534677843	22.94469970908703	24.177239260215728	24.30861415157233	24.17688834430853	24.28277689502403	24.30393098285223	24.27068952957933	24.310211698898627	24.38651703486033	23.040174438507428	24.367967882762827	24.25381911105103
P04079	23.35193664127334	23.389151027047838	23.28833564569124	23.24738167702894	23.95930670328114	23.96830551460144	23.92793698415294	23.93949737846394	23.91600880537444	23.94894436226504	23.95623527698514	23.95029049083864	23.37760563385034	23.98784550319594	23.83275307529964
P04128	22.72696795438795	23.35306923615795	24.421971640945447	24.27725416240875	23.317250143279548	23.71653362933595	23.41299717875635	23.912044805548547	23.36543894273735	23.303341521327148	22.93540322212985	23.093752727114648	24.336779554974548	23.214319903940748	23.479506352474647
P04335	22.214320604881365	22.122793134180966	22.100078616459065	22.044171796277165	21.946016220072167	21.956313521829667	21.975490668739166	21.974869976102767	22.050592322368367	22.018084901595266	22.023135325598666	22.047465939506466	22.045758965139967	22.059444644038567	21.986640352185166
P04391	22.20218964960676	22.042109586676858	21.991314999773756	21.869721948135556	22.239105878483556	22.342499123630457	22.301360231434657	22.39140044371876	22.36633020275916	22.392582148304157	22.498479904457056	22.503248384480756	22.212273807535457	22.573312894641358	22.291733483196758
P04391;P06960	23.629118158410034	23.51761088729103	23.416198429274832	23.220177309548234	23.74551071311513	23.859068046686634	23.864275032810234	23.823606156192334	23.765190847922533	23.832736743774433	23.80439054865053	23.815818659145933	23.593085519716933	23.982549050166632	23.836334475571633
P04395	18.54814936888598	18.562105868628382	18.436963153757283	18.41341426245538	18.190963622154783	18.19229288013668	18.28753932513898	18.17803976783228	18.26011481537208	18.21955310218938	18.354394684706783	18.18657051244168	18.47671559087028	18.223950144438582	18.09003305536878
P04425	22.15085783141001	22.160186684996912	22.143881368377812	22.097971650401814	22.320139385264014	22.281853729722712	22.31785515172521	22.326135526961114	22.316791483982414	22.295070939707912	22.276578707818114	22.288683634420714	22.233951220007114	22.326516065356213	22.241661436923913
P04693	23.484661552352286	23.626332828920987	23.623793888108985	23.619158428161086	23.660493593215985	23.686392010327285	23.659028962387886	23.658149469647284	23.631489262945486	23.622622931872385	23.611816176915784	23.626378950147984	23.657246868512985	23.598555373583384	23.524670684195385
P04805	23.779108166394685	23.674493751530186	23.598573446333983	23.562177649618583	23.571583802011684	23.541953086264584	23.691341278844384	23.606890616841586	23.499872767859284	23.549799352195283	23.529045663848585	23.487485321251683	23.622311363735385	23.574836130717383	23.578239846302083
P04816	23.622957206007253	23.880314913709352	23.82382708274365	23.776950135108052	23.998841777154954	24.060797597209852	24.050538270444452	24.067269335735254	23.956522332450653	23.942526606344554	24.01545627252545	23.908064047068255	23.87019901135095	23.980332560657953	24.077546299406553
P04816;P0AD96	23.831775605964076	24.348886821644676	24.150211412350377	24.194614506338276	24.068072713151977	24.185026311855577	23.910040498261978	24.244511841294678	24.080366182628378	24.052297526732378	24.078502531501478	23.85307888583908	24.197767642070676	23.883231618286878	23.999478086595175
P04825	23.62120701424329	23.85194841163269	23.732169772646092	23.65609337963779	23.54761670459579	23.55697105214699	23.52494306989139	23.51492959660989	23.53160020827799	23.55937337509239	23.48229659110729	23.51748899582279	23.71054406039099	23.55200306598999	23.474706980081592
P04846	22.529098431065957	22.47922500214186	22.55238255969736	22.577318351064857	22.86237893996536	22.879196876897858	22.83937273709966	22.83153937227596	22.783658583175658	22.81983436532756	22.83370211327246	22.973723056088858	22.56560479785906	23.14548212704576	22.94968533712536
P04949	21.659252088803093	24.67121782305869	25.02583419768149	24.173181253475093	19.09238909326389	19.137675196976293	20.62425715706469	20.00155160067079	18.76514041807469	18.73344780186679	18.826456618447793	17.820059398106693	23.61115842557299	15.722885237586492	18.00622031447419
P04951	21.05206092769507	21.09004606461157	21.07250433939047	20.96270648216027	21.135959720680372	21.17511580661397	21.17575247245487	21.16539408198227	21.10675256459067	21.18569719362597	21.11978918343677	21.181053942387372	21.05238527334587	21.168135159995572	21.13785461553527
P04968	23.285756611858123	22.583964753930324	22.688474339926724	22.649872848458823	21.857430637040025	21.80980956368842	21.911487155622922	21.924147790541223	21.925601852064524	21.849955071356224	21.957880004121325	22.07912137619722	22.858125304514925	22.117151688050225	21.988131826188024
P04982	20.81847400187705	20.804163437426748	20.853162972769848	20.71535554566185	18.54483284041075	18.540934456073348	18.65809856910675	18.63779668980295	18.819897281878948	18.836940606364248	18.875254532746048	18.71166003609945	20.82148548349715	18.984475748051548	19.09661249175685
P04983	20.175757614601252	20.220720349154853	20.28637176122085	20.24706331340375	18.349874773165354	18.403291680180253	18.28371362137065	18.40690198976045	18.362929805086054	18.526548677141555	18.494051993767954	18.536157618716352	20.23459075031115	18.59044412059155	18.64333917590625
P04993	18.870077525332007	18.97199677810591	19.046185839922707	18.94313639862971	18.756879693826612	18.84726590524241	18.797631375800712	18.77914996748691	18.87320498785531	18.729188852977607	18.795162453534807	18.762092133374807	18.92284002823711	18.867415989618408	18.721444382145407
P04994	20.30178161464479	20.15066392950259	20.228670986485987	20.188967402874386	20.317997880705686	20.305432042806288	20.346248550383788	20.303406030696987	20.290970474322787	20.33826355162939	20.25460732015979	20.255523041636888	20.161846601062987	20.29922080799429	20.245466513089788
P04995	21.112026125199037	20.968484941170132	20.967645752597434	20.959237624343437	20.748410884268033	20.742744926839734	20.770732679395536	20.743762959287835	20.742545716662733	20.775423676972437	20.774008719607536	20.806957105686237	20.921036769129238	20.806161444855235	20.806668907988936
P05020	24.326237893444187	24.40477634745479	24.33068120826949	24.27252821979099	24.16551677116889	24.16344326930749	24.14027851811849	24.10375852134009	24.075056284797387	24.147829823068587	24.12377897465569	24.126681979088488	24.29637247358629	24.16916578654459	24.15040811160269
P05041	19.436105851567103	19.3774184819855	19.416029863743802	19.3650950860519	19.702483750191004	19.682401792792202	19.656595631971502	19.6702921818699	19.7509290144949	19.7124588666498	19.658774381503502	19.623731507742203	19.5044345301981	19.7064042337811	19.6739263830447
P05042	22.18261100469808	22.025600014550776	21.82318727082528	21.90111953937928	20.818278303048878	20.69537267079688	20.93136533657148	20.743164253686082	20.598192122815277	20.63510208349298	20.53983353181738	20.504937958315978	22.08812147883448	20.715453010312082	20.572245769431177
P05055	24.83423076064767	24.890779394586076	24.856974599252574	24.85281211611047	24.863260697572777	24.920961922523674	24.848791345066175	24.864952144705974	24.838361260361275	24.800683175846075	24.77981124640727	24.824936230654373	24.906062244492574	24.870184113533675	24.935788120223172
P05194	21.24348084133304	21.06927216399074	21.09843500736654	21.08624714000224	21.08968607515504	21.132038516017538	21.051385347784638	21.02794449326184	21.04335084375974	21.08330928093664	21.09010350909054	21.10986060598884	21.12657084322214	21.080125292644638	21.03722096463124
P05458	20.788147832599066	20.820861951034868	20.803913836968267	20.77594716223267	20.766047702322968	20.83124958463277	20.797224180246268	20.705436147563066	20.692710656735066	20.761166950537167	20.693285672633166	20.692685866414166	20.722525387175466	20.798279838357868	20.797085827180368
P05459	22.62284686544913	22.56076474724603	22.618070913367028	22.569132442009728	22.51602373019923	22.48406042581033	22.54532395141193	22.466244154106327	22.53757094407073	22.53671222361923	22.49626477385863	22.491040818721928	22.55502471990313	22.479375582335628	22.494773267137028
P05523	18.596198241606466	18.648017155792363	18.528493692134365	18.441208485797166	18.601750806407065	18.653522845726865	18.737441068129463	18.637949473315064	18.688407653084266	18.617834518353764	18.621426115280865	18.669777778777465	18.646678518544466	18.508201339053464	18.544101238289766
P05637	19.84608827260746	20.09746660314816	20.13142316271786	19.91261613821586	20.25492833440496	20.34089996283716	20.27787545539436	20.243067190807558	20.19551522916006	20.29362303171986	20.23462832116426	20.23241900088426	19.98947754546456	20.19921766735626	20.19017075399546
