rowname	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_024_R3
P00893	21.948685526017943	22.03990926622234	22.30554032420374	21.98893420000424	22.215483549821542	22.13304672122144	22.01988033769664	22.35915475366594	22.095166399496343	22.19183667898914	22.25294908901164	22.56617545077854	22.715679398652142	22.820503966337043
P00894	22.071703085740094	21.91660907162269	22.087103243589592	21.977167547763194	21.948281019593292	22.010945315147094	21.805096899911394	21.841835361442392	22.008900003275592	22.070833387799095	21.969499313534595	22.579959709714892	22.31080333894389	22.525593125401993
P00895	22.148037662115158	22.35011044880906	22.55083020702296	22.610700513170958	22.552982672331357	22.47546106662626	22.65457142673606	22.491499472561458	22.38757906296166	22.57177214693056	22.66090544916176	22.57299397970666	22.74876372661876	22.81923796020826
P00903	17.993839788515047	18.392825263429845	18.497681117068744	18.412413614209147	18.542864484295844	18.198703273662947	18.112156970561845	18.187489060941346	18.280744594269745	18.346397361944046	17.988581119757846	18.837834982853646	18.284601218360844	18.394519624939846
P00904	22.47680680973531	22.607388081171212	22.80228855549211	22.85008635353371	22.66032505778691	22.67258488388381	22.90043578305751	22.64865036736431	22.85468249763191	22.80987752099191	22.82677531788531	22.474334931652212	22.88315186982351	22.88915310576851
P00909	22.48008894482776	22.56135900328306	22.69687689953256	22.77368510224276	22.689220497702358	22.68491421587856	22.877424285561858	22.56755676713556	22.66351600162366	22.78987062807746	22.78475157651016	22.84141842690266	22.97329362337426	22.930276491603458
P00914	18.450879631734516	18.727882375263015	18.798864996241413	19.112967189191416	18.432772375423014	18.678312316651013	19.280563138020913	18.700700420262514	18.896568009551615	18.719391207333814	18.691887731238314	18.734332215273014	19.013287505814116	18.968803121370815
P00926	18.979910875274783	18.984969735637982	18.934938758341083	18.952079209590487	18.995001336570283	18.866118191752484	18.848494796807188	18.868247131394888	18.963722200412988	18.869092996290483	19.004182846405783	19.238901087687886	19.404631769786683	19.393462526841887
P00934	25.408237304356923	25.428383236253325	25.450139386358124	25.564425862722523	25.456391474278323	25.487284676869322	25.537833389681023	25.504494010155923	25.400622530024823	25.368329668402623	25.406594894425822	24.965565020206924	25.138412969484822	25.171834162394724
P00935	22.537680171098796	22.490138920235996	22.580847237744894	22.459474033896797	23.548802200160797	22.504544280475894	22.296285598153894	23.045997975735595	22.280973819291894	22.411837541845895	22.512861437313795	22.833328107728494	22.721105023599495	22.616495295596394
P00936	20.206619919283572	20.275152954326774	20.401253761183572	20.508637224885074	20.296151029473073	20.29488070945437	20.481587765611074	20.620264380476574	20.379501038554572	20.347064667955873	20.31969958116307	21.159861489155574	21.53621405272917	21.45484411284337
P00944	18.440138488764305	18.391251041378904	18.421311606655806	18.313956978033506	18.486564780693808	17.936112272174608	18.405807435257206	18.957448001229707	18.164035863453606	18.427909828833908	18.505127811371505	17.070901240934806	16.398169915620006	16.399576997058805
P00946	23.49142317727484	23.40303654555934	23.36783569540534	23.13454977102534	23.51662873558204	23.35829630249724	23.17250343236304	23.39202429999314	23.250786521860938	23.32982341844484	23.320499154672138	22.90986484340374	22.86844863442714	22.98612938832254
P00954	22.765903796083364	22.869461863750267	23.060093075242264	22.796612879220163	22.973006369190365	22.832686610671864	22.762327977667162	22.978843113646064	22.83081699547636	22.888447858193267	23.000537824746964	23.277911115020366	23.276042615137065	23.470430598737863
P00956	24.65095168472916	24.687638756262462	24.66550496550026	24.18242989239346	24.85949515793986	24.53681128430466	24.28459189727036	25.12307820528536	24.47045487725056	24.57228675166786	24.57038996048696	24.05392340165946	24.38836360733946	24.39144278568206
P00957	23.410247566562823	23.564328641877623	23.610874290012024	23.499699282898025	23.640606091605623	23.524065378326224	23.411875884500724	23.750729324526525	23.514639651122625	23.547721567592223	23.581758734217424	23.591238069227924	23.832574792439424	23.865727280653125
P00959	23.386702400439354	23.405648304694655	23.484804986436355	23.283076456085656	23.478205140501554	23.367707571460457	23.281572076775756	23.567730327072855	23.310304351159356	23.469062637238956	23.447320735708757	23.385033268986355	23.851108599508954	23.813596462157555
P00960	23.11634739473373	23.08873066002593	23.13902762231073	23.02201137379963	23.12007811770853	22.98252013231023	23.05892675362033	22.99532891410373	22.97547461464843	23.13960433595663	23.18809890062933	23.18600026874533	23.10500303444423	23.28716143336693
P00961	24.146198910429483	24.265074661191182	24.364871147854682	24.127508974087284	24.325552002679082	24.222524416940384	24.020036196098584	24.493986307312984	24.257503975436183	24.267108727859885	24.265875841132583	24.278966591132782	24.318750969536783	24.409719638597583
P00962	22.855176778386298	22.880245885669996	23.096135487226295	22.789764549353997	23.158266528839196	22.949053752205398	22.799139909578795	23.149745642588996	22.869455707486697	22.997323417564896	23.004790640638596	22.992675379374795	23.338077328746596	23.232348303758098
P00963	22.6675969330662	22.725507444056003	22.9366726915299	22.494864066269702	23.438168204822603	22.816037389231603	22.5206142622701	23.097736124529202	22.7043707331684	22.750780007057102	22.927577326599202	23.6556950915797	23.446477354440002	23.4444364611277
P00968	24.351880442581695	24.592689862126598	24.6757417058952	24.484191733232997	24.742931298951696	24.468768173677397	24.534484861988	24.860713166743793	24.5349978988193	24.6128885764442	24.649718209858193	24.809155511834597	25.308541473612998	25.1902357993812
P02358	25.82921080280076	25.52425232630056	25.470523783083458	25.579957844037757	25.442859661576957	25.601330744925857	25.40609939307466	25.02322899933936	25.69886813079526	25.504632837042458	25.417301787976157	25.998080335735956	25.46308719424166	25.544074800370158
P02359	25.809554462148522	26.064444926588823	26.053915123269626	25.939522638357623	26.179278826963426	26.004457093964024	25.974646155498224	26.010246651009624	26.029078076595326	25.998600633395824	25.972266409131525	26.526574476851525	26.337813429167323	26.464596754761825
P02413	25.123687711092913	25.243697189374515	25.390975665307014	25.086651548464914	25.575100737620513	25.287625819375013	25.013073769503215	25.567116664851515	25.121881301663116	25.302692294549914	25.194443854598916	25.904460949660315	25.755742127712814	25.959445455704913
P02916	17.444716946950123	17.491328821856623	18.068650036393823	18.397714064910424	16.840405583781926	17.462420805734226	18.662667822688526	17.580531567085924	18.084262449519226	18.155715217032824	17.982079620576226	18.581493175232524	18.737115433870226	18.921180257078326
P02918	20.66055396748671	20.87491107843141	20.93445984440131	20.86827207505161	20.919151623092812	20.82832643631901	20.937781942132013	21.097696966013412	20.820988893185312	20.88200799348641	20.98633394765461	20.74476774686871	21.148036157998412	20.99825224212591
P02919	21.267095693333264	21.385060622980863	21.39070649260386	21.235062074483665	21.44282178511706	21.276749590787762	21.245146800688662	21.687300453101365	21.260245422304763	21.34164036371166	21.397908014838965	21.026364376708862	21.242916529980363	21.116484675593764
P02924	21.06132295710409	20.77504881153859	20.69639734264439	20.60095805383179	21.103892215885786	20.82003121011889	20.81140160518669	20.616955798257287	20.890747127407188	20.726466012848988	20.648123102331887	17.69662491220749	17.627774613807887	17.763045307544985
P02925	24.82925759249644	24.75774316628804	24.82154687609134	24.95596949022104	24.75054859522594	24.98395635768604	25.079114064538338	24.249122785350938	25.10106564203754	24.98848737246074	24.96633608578834	22.27417396684274	22.489046764491338	22.554448991336038
P02929	20.115950452456715	20.31646545093912	20.271131168949616	21.099005374142514	20.238736419475316	20.44433672384522	20.689046099795817	19.755606290983117	20.53790767533522	20.62377098835642	20.455944878924818	20.758486838797317	20.827014348701617	20.645934727956316
P02930	24.135663388086915	23.876993869818715	23.876372590215013	24.033982401314915	23.929033572328514	24.004623494546315	24.066899733170313	23.521554247380813	24.038566786337416	23.885815706229614	23.939305920926614	23.821890472504215	23.685638395820114	23.892966183535915
P02931	27.431404810368754	27.480181642346455	27.736672281693956	26.994436912080555	27.630167977704655	27.273781179235655	26.977558864618057	27.744364813040857	27.406594937165554	27.327692987133755	27.292479463658257	26.200695047171756	26.342699965034054	26.368168865250855
P02942	19.71638500856364	20.17976309154924	19.816512691011642	21.50214279327194	19.93583127323944	21.08634513126364	20.40577391181074	19.54616774075874	20.791291367178943	19.98570305097704	20.464770157127642	18.03467815630104		17.78050984191234
P02942;P07017	19.226789547161268	19.712492947992168	19.845972453622565	21.184110605369668	19.419342314883565	20.651792129993567	20.533741334239767	19.951823969793566	20.922841728635966	19.941808137402667	20.221651727634168			
P02942;P07017;P07018;P50466	19.638545520987943	19.927899273674043	19.721921382340643	21.481491347223145	19.612488773260043	20.938605341038244	20.191599707670743	19.319271193431742	20.53052269665554	19.788251502675244	20.361241470616044			
P02943	21.75344785673853	21.68472001967383	22.259611201301627	21.921251348983027	21.58168277613153	21.86378114120123	22.38205000181883	21.75866264049953	22.207997261384527	21.999392132896627	22.151945644055328	21.91490930499413	22.09618437957363	22.271883551247328
P03004	21.18702239157542	21.242876833044523	21.376479786627023	21.21344943416372	21.38297856206212	21.21690305648292	21.15191171210272	21.266948857284323	21.14106873145312	21.32352024405852	21.337792369585223	21.057303567295122	21.37536550746422	21.31948695291702
P03018	20.916992743044982	20.955157131906283	20.939929893611982	20.923416348938282	21.023091725786085	20.757801446543983	20.869268143643986	21.182154270282386	20.747720605620184	20.964620590846785	20.959337208368083	20.594574806188085	20.714694769733782	20.832917261775584
P03023	19.280651830304524	19.416149795161626	19.538458554385727	19.367444155965224	19.529535192428927	19.359288372824125	19.294870001773827	19.447779518332126	19.391194090635125	19.419682509654425	19.485234134549426	19.493129820188827	19.383457346675726	19.426354662693225
P03024	19.464203225968824	19.272415019025125	19.563467013107722	19.424486831049922	19.558097916024423	19.403879888344623	18.975490274289925	19.529320005184225	19.350385883211324	19.393280662700622	19.289917969815725	19.805682524137122	19.316063030344825	19.575708916866724
P03813	20.392066245785404	20.487047540517906	20.746178837530305	20.286192326601505	20.803231313291906	20.600047902765507	20.351672174491505	20.814078119389706	20.402248919986107	20.422899598414407	20.588585856226207	20.489722116184506	20.333542224868207	20.583881498082505
P03817	22.27542338821438	21.949031856351983	21.713069718555083	22.410680540602183	21.292024430096383	21.87295911612248	22.14757057372968	21.037240621711582	22.02452200428398	21.85670637198638	21.94971660286788	21.38992537649998	20.95832714717278	20.99058895783128
P03819	17.96949965978261	18.07735779706871	18.18887820462801	18.38999621105651	17.91108660364241	18.092200389330312	18.19047350477801	17.97685785715841	18.28841468433151	18.07730553970961	18.24853640760441	17.67731459861981	18.09469379817331	17.99319476427951
P03841	22.02518312976422	21.741434998698622	22.15759209674552	22.37598772506782	21.44563146771872	21.97138253278752	22.45963060786272	21.491397602859422	22.418631342223822	22.02908512954222	21.988213986854422	22.10769732303072	21.72448638510452	21.98177406815422
P04036	23.019786518183114	23.008400894997816	22.895184852296715	22.905528736610915	23.872573330751017	23.059248623302214	22.819267124127915	23.555144410553016	22.991828026261416	23.055879948412716	22.869214434424915	24.361985005711915	24.033281358543114	24.258463667920314
P04079	23.236705471291568	23.25184302295227	23.47998772018537	23.17961241081277	23.53594043821627	23.20598471557197	23.189542972699968	23.563717917638368	23.118471645224968	23.38334009356867	23.350297817002968	23.86705841424147	23.99845051207877	23.97170788294437
P04128	23.39496842998803	23.32311315375893	22.63406336728743	24.44692648216043	23.666845101579828	24.16224421809433	23.81928067370373	23.140719210876927	24.23421428483653	24.14515241394743	24.46136977547213	23.12364280346333	23.69708430444323	23.256344609575127
P04335	22.016182081581462	22.091675712700763	22.14555756036996	21.862636422238964	22.260473993766162	22.003949218631064	21.871080997558458	22.287540057411263	22.02031524522856	22.033193335672564	22.103647373929164	21.96812428244946	22.046107143745864	22.070081895446563
P04391	22.0211711810325	21.886653163336902	22.3086494216836	21.5712501749143	22.8993254826017	22.011189726727903	21.5879719298475	22.497893259167203	21.7390425411177	22.0837338488305	22.2315860433899	22.577972467669902	22.4775073267509	22.4805248870246
P04391;P06960	23.352227670676047	23.40830851415165	23.691485461043047	23.053351230808246	24.413486545773146	23.408399593247147	22.921527834091247	23.824280385295946	23.13437258325745	23.450431025522846	23.396624522852946	24.007000779946548	23.712109795429747	23.851453303563346
P04395	18.36268520556257	18.223287224791072	18.18545863428377	18.39489738451747	18.40826378976857	17.97665411126797	18.27678520624987	18.248021154850772	18.26862010177097	18.45276641044757	18.35267726442547	18.03987097978397	18.51322501454867	18.20950961567467
P04425	22.132379794324628	22.064510898286123	22.286725892744627	21.900862225590025	22.453723967452326	22.20954473762133	22.046366981477725	22.273024132535127	22.073391404622328	22.192846525537725	22.208339418801927	22.346715924224824	22.363248884926627	22.317729106918627
P04693	23.45847084926424	23.420411852095942	23.727271881299444	23.63723550634054	23.526231841152843	23.627976070227643	23.62800417650164	23.460516189411642	23.59799316887874	23.60508533673764	23.761880024223043	23.52972619998034	23.799843799264842	23.849352282809644
P04805	23.850631959168275	23.747772236277076	23.794149963717377	23.303182669658675	23.686231613615377	23.671989272640374	23.532419712600674	23.724515816451476	23.663813195102176	23.677331628154874	23.642526273478975	23.530661373338276	23.591561965078675	23.583663513351375
P04816	23.935824315659552	23.760090252448954	23.89193690412005	23.67794168926745	23.81753407112575	24.014705843140753	23.886793547643656	23.640032544533554	24.034174136290652	23.88742377337745	23.92031365949795	24.053520834383953	23.87867568925165	24.086762306220955
P04816;P0AD96	24.299340882400305	24.044620873054907	24.421668853210306	24.201410924022806	23.829746594269306	24.247984023427104	24.392797013233206	23.906609274228906	24.443932573933605	24.320853938096906	24.364677732861306	24.414272993292904	23.970963642346806	24.136610190846604
P04825	23.57900013191053	23.61226850577343	23.77296237699233	23.714706926152328	23.66004539287853	23.62170024376373	23.74567064038093	23.828284000108827	23.700848988208428	23.71460809049943	23.74798599301973	23.27247698002043	23.66137920941753	23.64105221618213
P04846	22.473123203938727	22.620562927620227	22.60302093710483	22.37718209216643	22.83117972465913	22.611042105184026	22.45338008643003	22.52732170404633	22.40946514681133	22.547303005770225	22.619732158392928	22.783288141045126	23.112192745899925	23.00111707387243
P04949	22.98971212668766	23.64240238331156	23.30127216262646	26.07040775740986	23.00944962208756	25.36389078163206	24.22193387099346	22.54812584374956	25.14893849227656	23.34806581447036	23.91992151246276	18.13284017930886	18.59368036315746	17.41927633358516
P04951	20.91156305662719	20.97493294507069	21.117017679395293	20.906635146204092	21.033029512807293	20.993687971986994	21.012874201660992	20.894534316326094	21.00869046034269	21.132726365404093	21.027109134795694	20.85050385440769	21.430637405838894	21.409220224003093
P04968	23.136703485223673	23.178876056475975	22.868906397128573	22.567407148818674	23.054414078707673	22.831005295896073	22.460253740291975	23.200548160487475	22.687594495287776	22.877099727771576	22.793905876744475	21.589142203888276	21.785272050748375	21.975862411155774
P04982	21.32256396699809	20.869932030162786	20.82771604505249	21.130866327408988	20.855945445647485	21.06809008606409	21.036611999178987	20.533682198665986	20.998105552546484	20.93542681570709	20.862000678083184	18.616657642901984	18.273713830752385	18.751701125172687
P04983	19.948096264713737	20.090416036724235	20.206605560975035	20.308249954622134	20.127828063239537	20.168221122654536	20.341630817356737	20.148891408347936	19.998411558307435	20.219145616806134	20.255169059583537	17.888293616268136	18.366191098427535	18.457963329402936
P04993	18.692680798574195	18.777065513094193	18.838868498798195	18.998116910934392	18.666290720360895	18.778028545495495	18.968178969378595	18.911539030450093	18.869677483794593	18.843475917065593	19.011628418478693	18.755835048465595	18.993853577704794	18.839146623308594
P04994	20.072723164869643	20.093588365552243	20.299989743861445	20.100691183936444	20.342716234525646	20.157440086674043	20.078406832991444	20.273486548829545	20.072150550226144	20.120189491749446	20.142603393579243	20.130170111711845	20.532764820075545	20.409723939783646
P04995	20.89890934943026	21.09104315302696	21.11129778659586	20.722919586846558	21.20363118680776	21.034095794401857	20.814836717851957	21.200842975040057	20.892732056959957	20.994002095537258	21.04847548629676	20.61618169470646	20.862756230104157	20.77199861080046
P05020	24.04639548163112	24.27219489966752	24.409523500788822	24.170211104490022	24.37669212198952	24.31735757221892	24.06476388878782	24.41510449866222	24.25541028410662	24.23625428336862	24.243545570700622	24.39872892089612	24.17851640242452	24.332941053128522
P05041	19.220065985997813	19.355211532300014	19.448682401683616	19.255731105109213	19.448713920500413	19.462843573500415	19.285947491630115	19.443448618692916	19.301668210462015	19.369866290851213	19.470431336612414	19.592270601064914	19.934023674308513	19.995748774025014
P05042	21.88260771088829	21.957738957436593	22.31492773403589	21.474038839798293	22.22088775717269	21.925356001152792	21.538231601024993	22.371017384254092	21.91415269673249	21.952321722275393	21.950450440099992	20.80728680204719	20.76982919898629	20.539892461588593
P05055	24.686946812933634	24.76314289882074	24.907885662425237	24.862876439689437	24.962132800741536	24.743322614266738	24.767205871999835	24.921619473069136	24.713140281524936	24.806912076173234	24.859873740587133	24.77293838515594	24.980997264181937	25.046935518843433
P05194	21.29448271921704	21.17620504036954	21.15632827439794	21.065346917520138	21.19427478720754	21.17141208503064	21.089049853536437	21.326740558717738	21.195025948290837	21.08615881127484	21.11195831958964	20.949333953516337	20.958119399698237	20.98349016502234
P05458	20.6401380704029	20.714380876240302	20.773356898524202	20.716483620266004	20.714793806114702	20.741879176027904	20.8090819500579	21.011407738702	20.843200446998704	20.639841272828704	20.681829476974404	20.6130380639972	20.84209086838	20.831473846233703
P05459	22.400771743963983	22.503325258831083	22.557375761425984	22.486968973024183	22.604431752030383	22.460064573632582	22.453574697097082	22.652800448214283	22.414824149357983	22.51467031130658	22.55270239214258	22.48184684058988	22.580451367981983	22.63402982272668
P05523	18.537765404523103	18.421318585843803	18.7087642285727	18.2395879489321	18.691596972000802	18.838625413234002	18.471870051310002	18.6762082914998	18.5370063387281	18.5084185182308	18.5514228047669	18.4808300164117	18.7842120455464	18.6764612708833
P05637	19.6608966932142	19.8129277154227	20.2108899823386	19.8380624018687	20.3437879544221	20.166363059251402	19.9201209890246	20.3429659692364	20.0065057192876	19.8814611094874	19.9997746114358	20.4435296679557	20.2759598818303	20.2935670154232
P05704	19.39275464645972	19.728992986792722	19.305614826770423	21.19271416129582	19.185192830432424	20.56766942991292	20.070483261898524	18.735002522403622	20.436407010839822	19.607279969226123	20.163611599834223			
P05706	17.523723982189914	17.780954395257716	17.694801686634516	18.028674327184714	17.139993417700516	17.746931245997615	17.782579532300616	18.165113309451016	17.864412955209914	17.799633047545615	18.065667199025814	19.374178322434215	18.430859331352917	18.644759211362516
P05719	19.219071006852467	19.378886592823665	19.480217390544166	19.394503138916466	19.678234886466566	19.476684104777966	19.335843999834363	19.336368468567667	19.323267489576565	19.395445169249466	19.538121099471464	20.003331958010865	20.250141234362264	20.249463194914366
P05791	24.383814717323215	24.516526295016316	24.305147880452314	23.818970968559913	24.421007939106314	24.323561204561816	23.878670534912615	24.750961269399713	24.170988515078214	24.174701107448016	24.165070381116013	23.335031483473415	23.570211519740013	23.698863358519315
P05793	25.39019352938544	25.455547794659438	25.52132618614494	25.574352287404437	25.83596536469474	25.611523212732738	25.73228741057774	25.66190588987904	25.58317257167274	25.624068413554237	25.705029720164738	26.70133106910834	26.786954110440938	27.002732615126337
P05804	18.05278534480249	17.38998129496039	18.20302529809429	17.64024267982559	18.397049605092988	18.03842230832169	18.42020704103179	18.17921584567249	17.43079316523959	17.51184810613439	17.98623696954209	16.24570604757349		15.486875904457289
P05825	22.867204475409675	22.923144088074775	23.010134702795973	24.365466565799174	23.224797230373376	23.395412467061675	23.557704536478173	22.621060506975873	23.215284496536675	23.274261052182876	23.397546528545874	23.709096931813274	23.783262595666375	23.885526690662775
P05852	20.679151980167543	20.637580104192942	20.78503677653904	20.522592198617243	20.952891847554543	20.59146856410354	20.605415237553142	20.75749818809734	20.609524401202442	20.61962899420494	20.669607283808542	21.001254357084342	21.10691191056804	21.072028968232843
P06129	21.8144082125396	21.9049045212103	22.1581728455799	21.7200403931046	22.279917382658102	21.9893936561763	21.737240400397102	22.041515632471103	21.8857993737268	21.9345888551906	21.9754041089543	22.026150571090003	22.1621799334155	22.0850113125557
P06136	19.198053615173553	19.336930916415454	19.251943313499556	19.213081962617956	19.427818658341053	19.405159361367655	19.405788269090454	19.272017888636153	19.411908988939153	19.311457591821853	19.347618340195353	20.090953270902254	20.042710317600154	20.123183731201554
P06149	23.306418706203225	23.305435366528926	23.479147485625923	23.335015026152625	23.408274276835325	23.233571646859826	23.280898325655023	23.439923396400726	23.325336335632425	23.396281715735125	23.431621102521724	22.445220403344024	22.613830398702426	22.684738756861925
