rowname	Ref8537_QC1_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S11_20230414	Ref8537_S35_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414
P00547	24.12184449878901	23.955729382551407	23.84914687288341	24.326940390631506	24.19591271158231	24.27649974566111	23.991878386024407	23.965071041445007	23.936218558714007	23.83088304019691	23.926948871290207	23.973556429448607	23.93912895226411	23.95378348220951	23.841066133142807	23.87498814690401
P00550	21.66128386556376	21.37288804788886	21.52339197462146	21.85285473122496	21.49807716964676	21.74952351795146	21.35988593870606	21.46195067733276	21.41635410222966	21.416799779006862	21.48449797241186	21.47907925783046	21.43933574378596	21.36399058879346	21.48927957737626	21.47096017067676
P00561	25.75811785074675	25.400134273506147	25.59336586976615	25.93350572845165	25.86471273581475	25.57677300377715	25.373094009916848	25.46555446087555	25.488828831773247	24.90477575211175	25.52811002822315	25.419644447872248	25.66529967833435	25.585790680023848	25.15597766066485	25.562167948029348
P00562	21.90838557626715	22.39106704478825	22.30890094298485	21.66638538464575	21.82207735162875	21.74449589241945	22.43811920484685	22.42308438960395	22.32980094692435	22.06840966800405	22.35909660072155	22.19445413935525	22.41718611473715	22.50598129525495	22.20624797391515	22.381707153109552
P00579	22.73009355090749	22.75382326016409	22.88141093495129	22.81434306790779	22.70916895948819	22.61646058724179	22.77904869641169	22.902390342015988	22.852721579529987	22.64653750805589	22.87047143508539	22.758760301494988	22.86151606762419	22.85065327176639	22.65842960321539	22.899289286508388
P00579;P13445	19.86287235385662	18.834676956196418	20.21362655481772	19.71664537848972	19.69752827606312	19.74141768759732	19.07489678422832	19.28921446816792	20.24831227614762	19.43818818136052	20.21301880204332	19.56046365688372	19.70908538717682	19.66114664218232	19.286517794638918	20.24920689785822
P00582	22.152405024888953	22.155096761367954	22.093728513230353	22.355203684605154	22.14457109955775	22.251372638065654	22.11407081915605	22.114983122613552	22.127947499062252	22.108086267173952	22.135605127267553	22.121199129586252	22.092976102583552	22.071090041127555	22.148987637025552	22.105876183479552
P00634	19.997395469864564	19.788131581001466	19.472802937560566	20.23234194582546	20.246079802953766	20.199592551659762	19.788397015603366	19.879257377987166	19.649421905329362	20.007485514759367	19.804659943817462	19.79149357792896	19.78120531497116	19.562075214255067	19.777671262824562	19.818436769631766
P00803	21.575520774635752	21.67149876952595	21.696813060407553	21.710665681824953	21.505354698047153	21.83926191139545	21.66095189095105	21.699885642239853	21.58938616292245	21.820653207029054	21.650134026958053	21.695577197540253	21.557382877143752	21.55916852703385	21.724025374606452	21.539494212722353
P00805	23.27490659302356	22.361609972667257	21.93905587986486	22.23134319716126	23.115353927910157	23.460491637508557	22.40136332246776	21.988366165320556	21.88591005184106	22.43364161254936	21.484828141009658	22.257531596144158	21.95311769835626	22.23071741849956	22.31289169209466	21.925658244516757
P00811	20.06353263532538	20.212460125076184	20.215554554184784	20.21791143698288	20.11862383032698	20.37009832953948	20.24696279179708	20.301885662369585	20.30228102790658	20.47284524033688	20.268425451223983	20.291684022370383	20.201713909348385	20.212514834606885	20.386423021679782	20.206211494304583
P00861	20.689510760526268	21.013952423915068	20.973883517729067	20.752185854367468	20.868327125330467	20.523454848054268	20.98660717238067	21.077243407806467	21.21292800314927	20.891138237585768	21.167097401277868	20.93266988281467	21.175744949891367	21.251631983166966	20.889424146374466	21.072268673155268
P00864	24.397664901064886	25.608983625788685	25.649129168410486	24.337453721472986	24.209701584230988	24.180370462994386	25.500185955676688	25.492693171573787	25.601593925568988	25.028802829706287	25.528359427113585	25.528117434318787	25.609811996980685	25.685536940958986	25.466764239265085	25.550346181840688
P00887	22.67041239364275	22.73061309795125	22.65428933247295	22.635638484378248	22.557202642014047	22.70567506071955	22.820392212496547	22.65200114973705	22.86668822387025	22.696901368213247	22.73273972329805	22.645807591117148	22.62229554040905	22.79054027846885	22.81439763810315	22.553847005867247
P00888	23.22876565325101	22.860050678664212	22.44745276556901	23.52865470926321	23.13992264716231	23.285250038677113	22.73919920886741	22.63045974308751	22.591919358365512	22.71681044026971	22.55988770435131	22.43674819674231	22.35410815324801	22.506796292639812	22.765911522278312	22.447195831349113
P00888;P0AB91			20.69685176910717	19.932855605772968			21.289174306242867		21.34443149115607	21.54758623823097		21.05834527296267			21.346059416079967	
P00893	22.281096718337338	22.616694453839337	22.71094241348014	22.378200340466037	22.233931485546435	22.133536735597737	22.573046903875635	22.60938108486844	22.671446309913236	22.054239869039137	22.724900285172936	22.56731710312114	22.721147352079434	22.688319469296836	22.560371030973236	22.644938113081537
P00894	22.1041734625233	22.2006371233225	22.424707601177502	22.0453507565218	22.0977805923861	21.900265636321897	22.336836888704802	22.539776387941302	22.454381562431003	22.1022308034744	22.527848500294503	22.280731186086	22.529693394842802	22.466709057924596	22.263498104704702	22.479339463621002
P00895	22.597476609522158	22.769739540737756	22.813119418725158	22.760008049051756	22.43679266982536	22.412522500260657	22.682063274364058	22.678864793154656	22.838809360318056	22.348778097701857	22.86221473871406	22.60947844823856	22.741823468371056	22.77688770164376	22.654178805457956	22.677595671551956
P00903	17.512413474130216	18.300947302651217		18.935379919049417	17.72753812080142	19.552047050660317	18.479308803320716	18.362270065488318	18.06966293346152	18.796298986482316	18.401037393383916	18.480703033809718	17.445039134497616	18.65480266053902	18.601648093597117	17.367952186811817
P00904	22.717142474634127	22.946355860121425	22.91014052760873	22.877075255625027	22.572388625139926	22.57650919476003	22.799041274238025	22.85582628701823	22.975136139995726	22.611222068129628	22.947057171626927	22.770072311176328	22.808148111654827	22.845008417889826	22.893302596754726	22.814186214348926
P00909	22.769339138216264	22.884070489771563	22.851847467609563	23.04597232503546	22.772633457629063	22.65411494539376	22.73138856774026	22.87206765656516	22.95620135884216	22.49795024037046	22.97081077079796	22.708705520981063	22.809722967680262	22.87056770606356	22.694201482015263	22.885776291484362
P00914	18.652491293592536	18.945825419833938	18.681699281676437	19.354705052709637	18.664256039646638	18.711712212948537	18.811140810735438	18.914491318877435	18.646001480090735	18.888516969691935	18.855140211148935	18.871797283861536	18.655028888528935	18.406506200960738	18.688972688871935	18.688972688871935
P00926	18.971069571748615	19.272552262964915	19.198554536065213	19.010050218757815	18.994493764080616	19.062038097585713	19.289499071224615	19.405178495907613	19.256742111902113	19.367115884301516	19.399654947299414	19.332200065168216	19.413951469229414	19.307476451384915	19.260789379042315	19.399559937545515
P00934	25.299907702929413	25.058303549904615	25.010277924628117	25.592891643615214	25.396762503307915	25.543822164219517	25.056276522080417	25.014774499931114	24.969099698814414	25.079975106332515	25.024681076744915	25.048384726308214	25.060925739003316	25.050609002815616	25.013606737910713	25.045864120876214
P00935	22.70256959771327	22.75721119697777	22.68269941118737	22.501524272044172	22.39561240888397	22.60772268961297	22.73220566339377	22.78576154385367	22.663237873237872	22.728317532958073	22.655728821999272	22.631291341244072	22.681358423480173	22.79202216463247	22.59488656540547	22.697051903391973
P00936	20.76343702663765	21.40355843690495	21.49757828849525	20.731942946509452	20.52062460395065	20.47921642658665	21.251624498640652	21.35611511379625	21.471619253066752	20.65071052167205	21.48157347416155	21.35570831442465	21.58203956640645	21.53090963918935	21.06854631353955	21.429654489582152
P00944	18.052391352111158	17.267544884171755	17.113567876530453	18.140890109064955	17.804075135525252	18.52447146319446	16.990647660822255					17.610471948458056			16.839341733042957	
P00946	23.333172549111346	23.145429485198644	22.938061652998044	23.039725661500146	23.156449563958947	23.233601202337145	23.085070374206946	23.000948826057446	23.040256659822045	23.095702854521246	22.924120824548545	23.004845689801446	22.942524274689244	23.137690849596545	23.042345419393847	22.930238606975347
P00954	22.921396894173984	23.197374611492283	23.139407767785883	22.940770406628783	22.804892558372885	22.92895390899678	23.145294701266483	23.128608391653284	23.202856999672484	23.19558209526498	23.159213974897284	23.255855891694182	23.169424751016784	23.109396470896684	23.279052649358082	23.10515177460818
P00956	24.641951029424323	24.39758623818082	24.306472090059422	24.357692554670923	24.403008230179022	24.725423900827423	24.369209971383523	24.28359138132622	24.34427842970302	24.29259833569912	24.283563694251022	24.349630844866123	24.227942625904724	24.285445205995323	24.394777868227724	24.18918380457402
P00957	23.514619058792803	23.824893976639807	23.8016712901655	23.479190903684604	23.355676803899904	23.551120463622404	23.774941098878003	23.727842331268505	23.762758649694703	23.731478339551302	23.740234959425408	23.790962999385606	23.760820025431507	23.7804284102233	23.835354256135602	23.691329107854806
P00959	23.478113123761865	23.728590664493066	23.780015698925965	23.400032210601566	23.389095394739265	23.399244074703063	23.670720297543664	23.700885364770766	23.762119334170066	23.355956225297966	23.840951419517765	23.689819721026165	23.828573324256563	23.811698644757964	23.622426390688364	23.774242692862764
P00960	23.352796275600408	23.06868941803591	23.234903250928806	23.148935288347307	23.25536415622321	22.919159642109708	23.115833237717307	23.18272178706651	23.104944670689907	22.624441172663108	23.306533234960206	22.991830603785708	23.347801351241706	23.291739955617807	22.893276449743308	23.30269152975711
P00961	24.228088752678858	24.317163098216458	24.319319333122355	24.214705445961556	24.143363297228557	24.301852724846455	24.250773930646858	24.286971494995257	24.317893261645956	24.229465260733555	24.315036882795255	24.358453674248956	24.296070237506157	24.331696612106256	24.334372617876657	24.269569641805358
P00962	23.072746197432508	23.258781819668705	23.324003008439806	22.868064200494608	22.817826697678008	22.919213726619006	23.142388372673405	23.181002403689206	23.301262729034907	22.892276901514705	23.261447320805807	23.229136390426206	23.237295328387408	23.276653595170806	23.172642519032706	23.215157235827306
P00963	23.0278064568436	23.5676788517434	23.4810840094004	22.9257098168895	22.732076991393498	22.9834702949201	23.4765652235461	23.3244717413383	23.4600256733628	23.4641061105788	23.3478508903446	23.0535459715109	23.2158532626827	23.2334062037459	23.2699145192858	23.4770162609993
P00968	24.507297033323724	25.091704286758223	25.063495990288423	24.61877811559682	24.418809296584623	24.72040294664742	25.026423294453522	25.095491586751223	25.07784932077062	25.16985690359442	25.24797411808182	25.07728048525352	25.035781161308822	25.04543922114212	25.08339770882652	25.105329225946523
P02358	25.380635973800743	25.91231576815904	25.66611277959274	25.330875693606842	25.42392419996484	25.39411558760824	25.79136584861854	25.817168846598843	25.86588233492294	25.878555368109343	25.67407308598804	25.76220561132554	25.738640715938242	25.65510392958064	25.803675188762142	25.86427189093824
P02359	25.963903895488183	26.398008516655985	26.319346527876686	25.951983358180286	25.983039432543283	26.048716672841284	26.318512823135485	26.437907974376483	26.447178566113084	26.546121518331486	26.527671266609783	26.404542163597583	26.422224053264486	26.355329066347085	26.499484292935783	26.379473628964483
P02413	25.24151370695122	25.42714662510672	25.49539959440792	25.24281768393752	25.40574733805092	25.26183737827792	25.77269277283062	25.89133529988012	25.80484470095362	25.66917980858862	25.87263345568472	25.67108317004212	25.84445416484682	25.842062281542518	25.67804741585572	25.94499143945422
P02916	17.65105458825385	18.497360707747546	18.488608197616546	18.442329930131447	17.66402255716355	17.849746232548046	18.60040981113695	18.135978200241347	18.085723953837046	18.492687400568848	17.90597041599265	18.68679897579785	18.371909150882647	18.512567343763948	18.636740734086448	18.32983527152105
P02918	20.786315192882125	20.920133894806224	20.848094262421423	21.054680031246125	20.834338661069424	21.066701747834525	20.787618824201523	20.871106240563023	20.848763221212725	20.931527788660325	20.822323032092925	20.923242602776323	20.841967343171625	20.811248904427526	20.870584085909325	20.838386123353626
P02919	21.29820401884245	21.13178331047495	21.02661570700625	21.391758621465552	21.22620237687605	21.34795480276005	21.09281628152135	21.15396503955455	21.08803295348195	21.13452487425085	21.09861030109785	21.13829362634285	21.10740265520375	21.079627289562453	21.094110490528852	21.12669254234295
P02924	19.960159214571007	18.215101767251507	18.800618895275306	19.899957099868207	19.915500079184607	20.054179504989506	18.471309329219707	18.665803525092205	18.672505019458107	18.918320580440106	18.610439901474706	18.601166254311707	18.592866756685005	18.819188035650406	18.699402932056106	18.237071955624007
P02925	24.74759520457113	22.70103161270233	22.30062222346023	24.87492932564963	24.75654819078753	24.80811380067373	22.72295896250943	22.77880076731023	22.46437626837043	22.81336573784743	22.47059538548743	22.653852366386232	22.56227218533203	22.39539513891653	22.62228196565393	22.52675458672033
P02929	20.459742240108167	20.479158934867566	20.781148136646266	20.984351309086865	20.522483263626167	20.300741608505366	20.548652941038664	20.677395873783965	20.683506506047568	20.101061499559368	21.091755874295867	20.691822971816364	21.218395100014366	20.854072128410465	20.061823379769166	21.240405349472365
P02930	23.797266922387827	23.68697276280053	23.60912300707473	23.897349944618128	23.90780133366073	23.866937463039427	23.716168533652827	23.886205966589728	23.767314000941028	23.962819058980127	23.80635290538363	23.831153262024927	23.801795637433628	23.65706732863523	23.86283496131383	23.800316246950228
P02931	27.63653572585715	26.33506235592115	26.34601594976505	27.47593257013675	27.85608774247795	27.42233165546575	25.58105422776325	26.38902656058035	25.54816226331745	26.36284783341975	26.51452874268465	26.30824068388835	26.23843569980365	25.272913104750952	26.03016801081705	26.19734606129965
P02942	18.899482914301704	19.978973153481203	19.804978133436205	18.879400676707704	19.376453941649306	19.404254113972403				18.926572354836505	19.599189445206804	19.861140413519003			19.893879762097203	
P02942;P07017	19.81644602515115	19.729648028652253	17.79467517267275	20.17272314512175	20.412184784284552	20.807076669252552	16.12796630232015	17.544703127645253	17.84234468905895	18.25892235689685	18.325217787375152	17.34057713216785	17.79768226027205	17.217550565025853	18.625364325595953	17.83606179720115
P02942;P07017;P07018;P50466	18.74522508793329			19.163443106540388	19.58715032640609	19.94868421980229	18.028868781659888		17.43029120504779	18.72812151403899	17.14232092979639	17.18722818362859			18.00587494534089	
P02943	21.99124604440373	21.30607267612443	21.85639044625183	24.273580232942436	22.343509142631433	21.76139223585283	21.41144572558953	21.61211948034083	21.07550584190573	21.752357720070634	21.390671031900233	21.696248400832836	21.898502434724733	21.304410956043633	21.354650462350733	21.77282509260543
P03004	21.507683509131553	21.110221603010253	21.29269340546305	21.339551093958054	21.38598907674245	21.183298786465652	21.196380732506153	21.226092990971452	21.25729512872985	20.61578057362325	21.339779318026952	21.114879328730954	21.444325253572153	21.41859956744195	21.015448671971853	21.35065117966085
P03018	21.00984183286045	20.85315397670155	20.92035528008875	21.03681291945745	20.86375537070805	20.94375304333305	20.79429365782025	20.89042477726785	20.86810726696195	20.59255052135925	20.80410431170945	20.77300867614975	20.81979153251765	20.81579909922815	20.79225726020775	20.79914645184555
P03023	19.338796486151146	19.250360044665246	19.499544026068246	19.598405091271346	19.419555571807948	19.495325197415845	19.206089524628446	19.323704631540846	19.427470673161245	19.115159162092347	19.461140753142047	19.327514409920347	19.474594206063248	19.291132608147446	19.161174301540747	19.481657717118548
P03024	19.767123420781743	19.579404932194144	19.515780456461847	19.250188060134946	19.498684998772042	19.254060677915646	19.533355664321647	19.497165506171946	19.540302968015546	19.233108798479144	19.527243030403447	19.300863308556444	19.66911964198904	19.581732916525745	19.528070660467044	19.42168969562774
P03813	20.526368636436395	20.310433427302797	20.576047556737297	20.412370236702696	20.207330544204396	20.555522656645294	20.524980112123394	20.254193274919697	20.679917993119997	20.468333102692995	20.225557469131296	20.366713094890795	20.366369121180796	20.328093541815296	20.429324061381095	20.273794295338497
P03817	21.58537808984896	21.53487467723926	21.14335188702976	21.453274435625957	22.008710770722356	21.777664988874957	21.578475064035658	21.759874400995656	21.825057924860157	21.616841731390057	21.833387810635557	21.490533062924158	21.287873541332758	21.360571635965858	21.413317804315756	21.46556366525216
P03819	18.012093742863406	18.233879963042106	18.219945161821308	17.996486103885502	17.913523846477602	17.824269863766304	17.776915547434207	17.858370184786807	17.918462746501106	17.888481801385105	17.980041108519806	18.128481937127802	18.240042113858102	17.931727137796507	17.942877654493103	18.039401349029802
P03841	21.6472530166101	21.772505687244603	21.669324336943003	22.404211070229902	21.957921876523002	21.861798221334503	22.0767344613411	21.7649535737435	21.437004078091203	22.17335850646	21.2222642863405	22.0231118173152	21.8283809985456	21.855611480950202	21.9287069534945	21.967237117720703
P04036	23.260832014722425	24.358754542133028	24.255819863440827	22.995210933081527	22.999248847397425	23.122404115340824	24.226887288627026	24.194513940915826	24.323623966202227	24.187159346616426	24.077667002078424	24.275429005307327	24.255056372387525	24.292075222399127	24.268104506635726	24.161676872504128
P04079	23.589170600862264	23.882280174676062	24.017332596165662	23.487624673579663	23.398120866669064	23.257382620571864	23.821926384680264	23.922354916703163	24.042352276435164	23.230712531532962	24.12742305420886	23.839527288623664	24.133164079847564	24.114657327197662	23.656524122666564	24.093456438498162
P04128	24.395054895734432	23.05628219799363	23.19478541279093	22.78905292041293	24.99001993869023	22.80013474726843	22.52320116712853	24.60705500462613	23.977118759734033	24.27883752033923	24.18294103502293	22.934966549101333	23.791076672174032	21.938818780473532	22.528199921704033	23.94799490072923
P04335	22.159798174521566	22.164866116768266	22.152308231104065	22.109614315046365	21.980713728672868	22.000356929959665	22.055107713240066	22.068028394570266	22.075902342092267	21.620877111944466	21.971412615763665	22.048054961967665	22.043378455950666	22.126563486280865	21.948953884059467	22.023641773607267
P04391	22.01968093564706	22.50775900345196	22.319396540826457	21.74545883938906	21.861208106968657	21.919275691703756	22.542662944473157	22.555683033305158	22.40509879414406	22.569689592517758	22.28655348955466	22.43774822247956	22.361762571631957	22.53422208097036	22.224772367558757	22.536712978165657
P04391;P06960	23.557498679950776	24.017698711410976	23.828888787825775	23.207257849806176	23.093486956505476	23.553806322213376	23.928501258818677	23.881948053949277	23.891369368093375	24.023975087172875	23.786671178978978	23.921351616893876	23.705411945727377	23.804107896337676	23.907678725263676	23.808024243378977
P04395	17.489655166122507	18.494433260164705	18.303636433343804	17.367560811229904	17.620530702545505	18.466795178685206	18.358927772447505	18.493006008099204	18.252983237819905	20.301973436082406	18.110093745165806	18.490695720781407	18.022942739628107	18.208710138417704	18.534612498322005	18.496512376278407
P04425	22.371998918687954	22.223099753157353	22.376796513457254	22.289069768718356	22.143046432226356	22.043976340207955	22.189440573986456	22.332818701039553	22.338842875182255	21.867155808277353	22.467834925833756	22.222845647064055	22.452246405352554	22.364060409604456	22.103483251564253	22.381578206980354
P04693	23.615180693895628	23.554108764230428	23.602754424619327	23.791790337705226	23.52637568043413	23.521231722858428	23.664770428606626	23.687836648433528	23.702622986828928	23.34045347314383	23.816209344276526	23.571650441489627	23.722103303445028	23.648529456102928	23.501168064467628	23.65210827060523
P04805	23.703614863109365	23.641600775327962	23.651508649855465	23.606725264689665	23.607250522912864	23.634867788013462	23.520273730037562	23.551998211501164	23.640191024432962	23.352775429039763	23.658185151082964	23.511611971817363	23.541244015106262	23.552585542506364	23.613710677542464	23.518345277097662
P04816	23.734575216733234	23.992345891220733	23.862745166518334	23.588786676075035	23.741588644451834	23.961686753982733	23.990775545767235	23.905620368658635	24.126028134804635	24.194961490165735	24.005304529916735	24.071566785175033	23.909647160519032	23.878996524767935	24.299227039952733	23.832382207705933
P04816;P0AD96	23.65340507132436	22.568553952730262	21.63565737161026	24.81392998545726	24.525981368257263	24.666612360587962	24.04963851775756	24.44185910640036	24.179078555522164	24.58052067837266	24.40671300420346	24.44685952908566	24.02528591101846	23.912099877800962	24.39963752473946	24.42504795053536
P04825	23.837964235420166	23.561683229403766	23.669236739237768	23.919859702668266	23.665030941187364	23.579002052363865	23.470660475277764	23.524742784889867	23.638424695439866	22.889773669678767	23.693319676412166	23.495785541286466	23.673446143630766	23.611938215943866	23.380068808318168	23.595455505223065
P04846	22.51085705156106	23.121123565865858	22.72812398134796	22.15870835200746	22.34433883405426	22.57129562850906	23.12473587641046	22.964628849327358	22.94664873138386	23.16946246963096	22.75857270440146	22.91872510424986	22.77287212063336	22.95506533413196	22.99718759870466	22.74992850307996
P04949	22.4952565087282	20.811535153790203	18.0468748649809	22.781064763102602	23.590320575378	23.752313833188	17.2390808306612	18.1794584235259	19.2064753573053	19.5162796083481	19.2566056018556	18.4690096922079	18.234371138625303	19.4962897193858	19.890492626014403	18.5112960352107
P04951	21.272442080977193	21.036556344186288	21.25095136622469	21.004109762954393	21.02289012340929	20.80607988240139	21.083592259798486	21.25935896719279	21.24416249993839	20.98283422223389	21.359012420695493	21.07299464282429	21.295016294810793	21.168555339004293	20.97838349818759	21.26497285370729
P04968	23.059964928299603	22.163598189090404	22.092575646708404	22.411272091903903	22.868896933837604	22.632613088644206	22.100794525388103	22.016979433868404	21.990030822867904	21.397081696078704	21.925081453227406	21.836999913613305	22.065385331698003	22.239863252695205	21.766919199500204	21.940253771527306
P04982	20.82411570817668	18.938889763177382	18.701908535793883	20.761804327456783	20.809171688996482	20.89097332517458	18.617577531699784	18.960603570647784	18.713545723449684	18.707375585660582	18.695757426268983	18.784131363886182	18.760242263151582	18.71151016973458	18.673423193970184	18.70830758579538
P04983	19.895715593496938	18.40474300757484	18.43922574726194	20.11347991975724	19.879695127141037	19.97260958470664	18.767072679621037	18.545305572748138	18.53674055274754	18.802077105806138	18.23173054446514	18.614226469075238	18.54531639608614	18.73333386506834	18.642997930162338	18.622136215553038
P04993	19.160951347351492	19.03073968204319	18.98793689518749	19.014674845141293	18.658955460954992	18.85486611694679	18.910681826525693	18.826248382666392	18.88346190208449	18.18789337181089	18.90800385213139	18.899543524095993	19.00891684496869	18.800967722839793	18.739923772633492	18.63310767400199
P04994	20.2550631054206	20.3575596127263	20.3765191769069	20.2340826501379	20.1190426839435	20.15737753527	20.2290019491695	20.3110770752077	20.2775497600197	19.9946519938185	20.413344073908	20.3017405007932	20.4309528961004	20.3620544362524	20.317563460927	20.3061571906505
P04995	21.195436598680097	20.8490477639358	20.8427008719627	21.0035015754612	21.092833690365296	20.941022575957994	20.6531211324221	20.8231313829938	20.7092930691259	20.510396071159	20.8249653438682	20.694267950843695	20.765619576944097	20.863636966466096	20.606046508602596	20.806319268891798
P05020	24.282171251299676	24.206695479003475	23.953451682745175	24.385040239481373	24.237876128165475	24.399164682404177	24.168119062618874	24.176932843022175	24.174906416347376	24.067755492488374	24.159097574947474	24.209148931222874	24.089234698509173	24.168567762281874	24.203581187365973	24.120666143952477
P05041	19.565629590545058	19.65699381205366	19.798921138989257	19.53696351043966	19.590742569420758	19.283684593368157	19.579145184280858	19.70425091131526	19.66580789007936	19.18146942588016	19.73319178759856	19.525794804818858	19.89733328738256	19.81320648825956	19.50188408838056	19.867683204767058
P05042	21.960092167073824	20.709444361571926	20.493889525734126	22.01958982931002	21.755467504255222	21.98302831687102	20.68796965267652	20.742192119222125	20.849995862480625	20.75919690509422	20.83649064118552	20.72381889788722	20.63141509675532	20.52986271663932	20.950904927518224	20.58322395997922
P05055	24.727608754585727	24.810721272066726	24.918964168696927	24.913800795821526	24.796310099223227	24.824747948731325	24.834009107390028	24.986048265862127	24.934963923641625	24.805251643145827	24.984965922676025	24.825499179993027	24.895915481876827	24.851667589148526	24.817105215337726	24.869390399669026
P05194	21.219877115844973	21.032522409430673	21.025845122673072	21.104507390128273	21.048289828292475	20.975509729135574	21.049264324710272	21.09203988500777	21.144024302659375	20.962139241138875	21.060721379938073	21.144568034156073	21.160204392754075	21.159102413226673	21.052324084768674	21.12827269833147
P05458	20.65257680984776	20.898202904356058	20.79252245914956	20.85922676671546	20.532504297305056	20.827469625943458	20.800576518042657	20.718060752156656	20.751994962319657	20.90410188556026	20.725035449789157	20.89400348396086	20.66733888477516	20.708362670081357	20.851956556713557	20.648995537693658
P05459	22.597561200456433	22.55322153027253	22.56494767911953	22.546529019480932	22.407967420832833	22.52264557701433	22.578528025735732	22.518836274784732	22.54248218641823	22.43534095045203	22.514499915371033	22.586393832171932	22.51448136583193	22.512358187109232	22.60907716514183	22.530190561617133
P05523	19.5749450192786	18.170810094184	19.138595329992704			18.225569140481404		19.283355979025103	18.6212306663734	17.8880657273833	18.6425160895106	18.685377220247098			17.9493344725092	
P05637	20.17819457840108	20.219273060971382	20.27174765900638	20.18049045647798	20.10034140955038	20.13259581477138	20.14493393295798	20.230296370554182	20.078828760962182	20.08815241207538	20.269409285949482	20.21455328664058	20.26740194512888	20.21774250400498	20.13959839861458	20.09584797466968
P05704	20.260260171482248	18.05717211159145	18.65708217267935	20.167840388076346	20.533067226087148	20.659660219014047				17.594364466321547	18.51826562721945	18.10758314676965	18.937014979004246		18.402917922967447	18.28031870707935
P05706	18.51216284723327	18.83911949540397	18.67763808621387		18.12257393507667	17.96209340687497	18.86647722837477	18.46628024364767	18.27111664339067	18.59363905138267	18.32839905309647	18.74937962057177	18.59106553214067	18.80653024404927	18.64218488927077	18.56713749697197
