rowname	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646
A5A614	17.933343175525366		17.874785787603468	18.67786566618367	18.41518999964157	18.36078682869717	17.60502971490007		18.61352659100997	17.778265613146168			
O32583	19.081062833060354	18.994224953060556	19.156289761900553	18.944939459415657	18.810419537780355	19.229808951422257	19.274610286933655	18.545801815514153	18.314849277339057	18.767746049720756	18.001936990518654	18.204024489686056	18.467712166919256
P00350	25.378308010250517	25.356217758379618	25.282280325168216	25.357606381393317	25.366234219839715	25.435961926453317	25.314510257008717	25.396476993751815	25.373605004531115	25.275729220838116	25.654473674352115	25.050730303687118	25.555533356868217
P00363	23.40719845059605	23.154952850728748	23.518944922032848	23.18585840447025	23.654710874288448	23.215618753194747	22.999031365468248	23.433777222276547	23.53474655364525	23.306343332757148	23.022032034051346	22.871188925404546	23.36785650046165
P00370	24.21909078360089	24.29842507473139	24.26373500515049	24.126788121611792	24.40276100390999	24.29610880510269	24.316801880730893	24.291654482726592	24.35092017154659	24.66179084077489	24.800205100597292	24.29448205049669	24.82410228002439
P00393	22.344583947886658	22.76501510625116	22.58933996284096	22.48418372903506	22.45118882673726	22.53053363788936	22.648412822024657	22.62871324808296	22.39495739659056	22.679987099053058	22.706216812895658	22.459381681205357	22.684229358987658
P00448	25.01856814363986	24.81411184256726	24.640320060356963	25.606442056546662	25.441197182087663	24.781920019772862	24.98383553206856	25.066002849513463	25.484156812966663	24.85592274290376	24.933099398810963	24.72478768639506	24.953646483999762
P00452	22.874943792154717	22.84092235089532	22.748895196985217	22.999792526994817	22.88350059971122	22.94223190093782	22.85502798039522	22.75264027377922	22.73666068476512	22.432675812648917	22.99113463583962	22.178142159765123	22.931864709309522
P00490	22.08741167336914	22.28523056986984	22.31103922797574	22.254284125079636	22.04199855955744	22.32404891244844	22.348372058261738	22.391693821291142	22.06300882713814	22.944249978206642	23.029200027432736	22.93634205875474	23.19491712843454
P00509	24.85491095773332	25.14111794065772	24.96851775247032	25.112689580574518	25.17617908394832	25.053095601029018	25.155350433015418	24.96217579227772	24.904538926373817	24.589014504666117	24.910831696400418	24.41651289213202	24.95416202232282
P00547	23.906279157936893	24.206483349401097	24.200050859609092	24.4185663301394	24.2683213236787	24.407380842315895	24.890466914789492	24.110878271953794	24.274296004811895	23.450960751907296	24.074738197732493	23.754641696597893	24.1293436075432
P00550	21.689277495177684	21.705966955548583	21.728153121107184	21.86915427206098	21.69420162265188	21.70273130197858	21.74404442541308	21.87457954441708	21.657641292150878	21.421991925991584	21.56249684912568	21.49433365698608	21.45236670193598
P00561	25.79802922351766	25.63332432396446	25.539651438169862	25.95330096795096	25.82829974476816	26.08359535182946	25.960838160011562	25.62304963177486	25.86894642395366	25.200732454213863	25.746258653905258	24.67551148456686	25.747345947178857
P00562	21.805582325469288	21.65060969491609	21.63083094642689	21.72717818872189	21.785935990502388	21.649067779172988	21.590362349256388	21.94243138435919	22.203025245802188	22.32715939694009	22.38595657712559	22.11142669702159	22.63058789135529
P00579	22.659424549565227	22.852626001844527	22.670019638671626	22.801829390373427	22.910576044442927	22.766572008708028	22.911332060726526	22.753034767456427	22.79063717206993	22.642476925475428	22.926614634541828	22.433780202529228	22.776065463497027
P00579;P13445	20.030382887113383	19.858811765999082	19.527792686064682	19.665788989684582	19.86190646421308	19.820191509322584	19.757927901651982	19.270035457090984	19.770209283383583	18.89835234506258	19.88450449905068	18.51357999034528	19.53845959356938
P00582	22.04262525052087	22.146620938827873	22.188786513701572	22.190327962962773	22.189056846992273	22.26090872381357	22.231294710889273	22.352360514318573	22.123347918971074	22.16362783369687	22.22103839283677	22.092518651295872	22.185279882492672
P00634	20.14586503934962	20.30838989170932	20.164307929215422	20.40412291523492	20.38806043353702	20.30210323892722	20.52081950164592	19.84046213722842	20.09261151143852	19.57835681372342	20.12280097139632	19.247292141867522	20.01127970691092
P00803	21.383205741918808	21.86691307016081	21.722206991277208	21.758156349393108	21.900912488014608	21.83568665861871	22.08771727263961	21.74455847867721	21.685965547309607	21.08381205722061	21.667739727790508	21.517313619403108	21.798487264293207
P00805	23.565273967739806	23.389640198655712	23.86007779880091	23.377101801919608	23.87634520317961	23.22992684802071	22.971352897964408	23.449128881851607	23.82055068174691	21.87167020701481	21.76666471561891	21.399959405390312	22.42271209318021
P00811	20.098784930697143	20.13843947951864	20.37867692142384	20.18367356412314	20.27733287058984	20.078304516138342	20.240978436002642	20.311374146984942	20.263616891848244	20.264560908901643	20.299512839169942	20.13200274967984	20.332034336025142
P00861	20.50092523020723	20.72411682957373	20.70452029503943	20.43757839578513	20.55292426494203	20.55389019613073	20.52151080454443	20.62531245340493	20.421910018003828	20.99600736441003	21.21666754814983	20.78108035075003	21.34789555092343
P00864	24.32199099620708	24.14820767687358	24.27417424324258	24.20610355862008	24.32546350394688	24.420920816889378	24.32763629601548	24.55184446183958	24.28667404354118	25.39277154307668	25.46043566337338	25.21132549843808	25.65016829572168
P00887	22.99950583516021	22.78471354929461	22.68195880244171	22.764358024127212	22.74340279452971	22.528491678049612	22.58300415865281	22.53483508892441	22.83470450594501	22.55253135363751	22.85602740735721	22.06924421829411	23.04262377622371
P00888	23.18015899947854	23.51470672465014	23.38180851757964	23.283485667083838	23.42496323593564	23.37874099019104	23.60008653514274	23.19880123906314	22.99450210442994	22.67308454839784	22.663689151903938	22.21434482701624	22.654673169832638
P00888;P0AB91	20.696615086558243	21.23975391385204	21.032361030502344	20.860029815392842	20.734437793914044	20.928751208597244	21.364011851737644	20.398396635587243	20.707685178161544	20.825800413636543	21.19562650264354	19.79639761384574	20.853595586119944
P00893	21.95626199737686	22.22373152408966	22.30042201908416	22.10228479708026	22.07981041546116	22.07909150366736	22.14931156620996	22.24474663016736	22.08879732798396	22.79039354199216	22.76236997994826	22.48992304444226	22.69079452689946
P00894	22.316689589354162	22.095180036092366	22.072595684870862	22.345771564233665	21.933064975282264	21.931167987129463	22.207434543880865	21.85388113667176	21.85638563938616	22.287778006394362	22.700280704125362	21.326674660231962	22.60855987372816
P00895	22.325129000140617	22.537384973716115	22.586502603413216	22.445813055749415	22.414817074619815	22.597764562951017	22.685454730683517	22.521531311676416	22.297319842491916	22.716932027691616	22.840555339696017	22.516296322962514	22.847890963016816
P00903	17.828589439483466	18.501845087332267	18.354632497592366	18.063733938200766	18.588083003682964	18.267516268072367	18.562592937409367	18.402324986578165	18.349176340011866	18.306460909579567	18.484376862808364	18.192565609024065	18.233368088320265
P00904	22.84348772830644	22.781441489050838	22.56252016963444	22.70105815490624	22.62205183351414	22.841132876066638	22.936706327412036	22.576254434419738	22.77377134908694	22.94237998819984	22.985411092726636	22.213690572663737	22.990245630396437
P00909	22.732189350870954	22.78869943100625	22.503301243167954	22.828316590465654	22.829582097948553	22.798089087648847	22.93282500705265	22.277978973902847	22.574686769279047	22.70866511468745	23.023729676915252	22.71261788735365	23.03508979190815
P00914	18.265163464827022	18.892161061972423	19.157134488756224	18.78948205259142	18.78871166027012	19.06410860806532	18.92528493167742	18.79317590841472	18.62762669018572	18.56155229407222	19.155946704585322	18.586102790194523	18.747690254536224
P00926	18.868351497559836	18.729876197990336	18.935052864693336	19.15614415626454	18.909100156693036	18.787984476907837	19.152378256004337	18.758763026680235	18.804593351436637	19.227793004473437	19.763931045914035	19.140444853026736	19.556762658200135
P00934	25.174882628047182	25.43799680175368	25.57144861514828	25.39512725647168	25.54053090976518	25.59120252595548	25.83300995047318	25.45458538348578	25.341784033288683	24.997245887206983	25.194531197517883	24.831807475091882	25.011440974557683
P00935	22.52489537854874	22.53403604893314	22.593854037317442	22.483304934765137	22.88502529811344	22.69754202514784	22.747519939417238	22.54913010182934	22.73575165055344	22.61555178936944	22.621768235087337	22.62483347830014	22.667375541899936
P00936	20.083111116400595	20.404798342224897	20.399107632673996	20.279181285831296	20.140172799064796	20.277154349745697	19.987364323810496	20.595090384826396	20.177838123479194	21.855683665730396	21.513350160256696	21.605897703389896	21.662016852382994
P00944	18.26637529927979	18.589492636904893	18.384807660397293	18.528740601571894	18.52398527659039	18.43098562134289	18.53390289930149	18.339690183894792	18.440797169110493	17.09819017268279	16.279192959832994	16.50019445841719	16.85268906932579
P00946	23.406648052148334	23.33900931523503	23.294172984411034	23.38165079830233	23.443623584898532	23.213719910353234	23.20496660005553	23.184970140836732	23.58359565636823	22.861468361637634	23.180347952088333	22.41994439219633	23.319409994170233
P00954	22.94719658853081	23.069879032834113	22.879814772275513	22.91890209021481	23.08980811793631	22.96952865162241	23.223244958081413	22.87507315176301	23.060028626050013	22.893192578322612	23.17006504865591	22.82718710582871	23.148264805736613
P00956	24.49488481325043	24.55388587105703	24.61736338195893	24.54045495057063	24.53331441043343	24.485087058714132	24.50148229499523	24.89289322536393	24.77116447041683	24.19964275808243	24.30838492902373	24.23991073474473	24.392593379154732
P00957	23.570307889608056	23.601241491825856	23.423574975587055	23.588559415199054	23.702058977271054	23.636872427074856	23.720717969013155	23.570386184772154	23.696224131873855	23.400213459084156	23.888016887113555	23.247522319632957	23.928774280036954
P00959	23.27366862902967	23.424739855065972	23.370647536131273	23.388812459428472	23.39597427083937	23.480654921269473	23.348872190090372	23.560137022840472	23.45661448060747	23.63581178615887	23.709722808788072	23.59589889900467	23.81581667223197
P00960	22.92463253225833	23.22271830375113	23.14790758344643	22.99485216810003	23.29103377746473	23.12880878883303	23.09172330061703	23.14139887158773	23.060080704515432	23.21673732340233	23.18916482871073	22.85672957912083	23.11425475951323
P00961	24.083094341679	24.3015333449034	24.3090128390165	24.2202226164264	24.335274821627902	24.2452718479559	24.361647997601903	24.3921820330935	24.2882032323059	24.2457966279697	24.3335020299079	24.0755911541704	24.3337499945323
P00962	22.88506133019691	23.05564980988681	22.932479916185507	22.99526840397201	23.099918704632607	22.98300633825711	23.038581749542708	22.940519137002106	23.020295956255207	22.956404393710407	23.32545869392751	22.801798848659608	23.358978478007007
