"rowname"	"Ref8537_QC1_20230414_1"	"Ref8537_QC3_20230414_1"	"Ref8537_QC4_20230414_1"	"Ref8537_S11_20230414"	"Ref8537_S35_20230414"	"Ref8537_S49_20230414"	"Ref8537_S52_20230414"	"Ref8537_S60_20230414"	"Ref8537_S65_20230414"	"Ref8537_S69_20230414"	"Ref8537_S75_20230414"	"Ref8537_S79_20230414"	"Ref8537_S82_20230414"	"Ref8537_S88_20230414"	"Ref8537_S94_20230414"	"Ref8537_S100_20230414"
"P0A9P0"	838050000	402205000	403926000	835454000	755728000	850876000	383236000	397144000	409888000	360175000	446171000	376906000	385747000	386562000	380828000	392129000
"P0A7V0"	327565000	452213000	432205000	323309000	301442000	358602000	456215000	452692000	460951000	478002000	432324000	447181000	431289000	440675000	478069000	428437000
"P68679"	611512000	896957000	680512000	623536000	663307000	602329000	914456000	968409000	905498000	980761000	929940000	831547000	814871000	676333000	806900000	790524000
"P05793"	420814000	852244000	988143000	558396000	420602000	438786000	891984000	893798000	983869000	726933000	1000470000	1036980000	1075120000	945337000	916477000	1035660000
"P17315"	87243100	79891700	101097000	130126000	85771900	121090000	101939000	72642000	98902200	91256900	152531000	141515000	173570000	127681000	37739800	213520000
"P09394"	11998200	8197210	6610040	9549710	10470200	12986200	8552210	9088770	8143570	7748170	6113880	8307960	6822980	6895790	7329440	8714490
"P45523"	174333000	174311000	129460000	175156000	195863000	192505000	202010000	215835000	175177000	223700000	175015000	173948000	171878000	154820000	192024000	180198000
"P12998"	5881950	6283860	6342620	7038900	4772810	6140460	5841260	6441450	5580890	5323740	6241870	6486170	6920400	6012220	6186760	5908320
"P00954"	58265000	70548100	67769700	59052700	53744800	58571000	68046800	67264300	70816700	70460500	68706500	73466600	69194500	66374500	74657400	66179500
"P00914"	2181230	2673030	2225840	3548860	2199090	2272630	2434780	2615600	2171440	2568930	2510180	2539330	2185070	1839300	2237090	2237090
"P33590"	66508400	77090500	61325300	30751500	49666300	68526700	78015100	57998300	58525400	63620800	37385700	67313800	57851800	78364100	65656000	60648700
"P0AEB2"	96607200	123836000	121996000	97247800	93135400	105654000	118845000	121884000	124796000	113750000	125064000	125770000	122426000	118468000	128353000	120053000
"P37617"	1613460	1436220	1933120	1519210	1279310	1499220	1118110	1373510	1286930	1631490	1182500	1465790	1470950	1254730	1568140	1453380
"P76235"	5612470	4452650	4328280	9013210	5284010	4799960	5257700	5652650	4399820	5184670	5008290	4871890	4787530	4476590	4674370	4463740
"P0AF63"	10974100	8979950	9277200	10622600	9920960	9736850	9348490	11377600	10059100	10724400	10754300	10549400	10638400	10204600	9414470	12487700
"P0AFR0"	7642140	7308500	7010560	8670870	6759440	6997860	7764650	7827020	7749140	8301230	8206190	7221570	7921270	7622650	7569120	8850600
"P0A944"	1045140	1446230	1355910	1567440	1203350	1143570	1393740	1375830	1539340	1378170	1236710	1553190	1684370	1602090	1326140	1214270
"P10408"	72607000	79975800	85337600	74576200	68009800	68959800	76352200	79379600	82219700	65192900	81798000	80831000	83234400	82772800	77104200	81404300
"P28904"	1268320	6806910	5646420	1439470	1379450	1403040	5929250	4862520	5474230	4901860	4570170	6147020	5416350	5890220	6388890	4814630
"P0A7E1"	186458000	262734000	228520000	199653000	174946000	177543000	265787000	245394000	228011000	239993000	211464000	246888000	243071000	265853000	255999000	226003000
"P77243"	2576340	1666770	847156	4788980	2211410	2617610	635937	945118	848204	1863060	1616380	2278280	1996930	1982200	1751760	721902
"P0A9J4"	11166600	14425500	14163200	11366200	9584380	11613600	13224400	14302000	15325800	9619000	12019000	13079300	13367400	13576800	13674200	11955500
"P26647"	7003940	6917520	8538690	8065180	7294000	5751300	6789560	8365370	8029580	4578410	8751200	7153080	9215960	8481610	6094700	8222470
"P0A9J8"	28498200	35369000	39360900	28575100	27835400	23586400	35207700	38874100	36451600	30044400	37329700	34625500	41865000	41618100	32385400	41195700
"P0AB14"	60003100	62683200	49967400	64042700	61438100	57813800	63896300	69033800	56203000	68382500	52594000	65279700	59027200	52037900	55124300	65047500
"P10346"	20750900	22257700	21162300	24989000	20897600	21026000	18864100	17296000	19882400	17445100	16188100	19883600	18669500	18693800	19922300	17271500
"P27249"	8410170	6289860	6707420	8670600	8224130	6937330	6164540	6810400	7239250	4964210	7336820	6595100	7587060	7525090	5808870	7093720
"P23917"	19256800	16631400	15795500	22973100	18612400	22365700	17455000	16604000	15815900	18745100	15982400	17003100	15558000	15133400	19230800	14749700
"P31475"	4781200	5887820	6059960	5529710	6781850	5139850	6794930	9386320	6419360	8796980	7814360	6394420	7428240	8573340	7399900	9185560
"P27828"	13617400	22017200	22607200	15994400	14149800	13899600	21042500	21271000	22971200	18999400	21722300	22222100	21413400	21513300	21682600	19502500
"P37691"	2518830	3764210	3639320	3218960	2291260	3001080	3869140	3583450	3703860	4723340	3841810	3803480	3429410	3324900	3936320	3251890
"P27431"	28040000	24425500	24352000	28156400	28469200	29794600	24908900	27132800	25198100	20843700	25981100	26222600	25105600	24907700	25036400	26304200
"P76015"	55360800	78042900	73312800	62194400	57684600	53559500	70630700	62814600	67286100	80648800	67987400	77398400	72234700	71814900	77742400	71497700
"P0AFM2"	143641000	124870000	108136000	203887000	172479000	184850000	150993000	138159000	128769000	158604000	125130000	127498000	109361000	102200000	154537000	120616000
"P07648"	64692200	60731600	57998000	66277300	56531800	60126100	55756300	51113700	57736500	46929100	58696200	60831700	64218200	59750100	55796500	62811000
"P0A988"	20674400	20145700	19121500	19755000	19150000	20872200	20876200	20172300	20839700	19499400	19875900	20967300	19831300	20114500	20061800	19912800
"P75736"	24039200	19513600	20815700	21798000	22671500	23455500	19620600	19781600	20758700	18344300	19530100	21362400	20350600	19279800	22389900	19557000
"P0AF96"	56063800	62118200	70150800	42525200	54703600	46831400	63002800	72393300	60502000	69996100	63884200	65466300	77357900	74966700	52034400	86830100
"P26648"	11525800	10595000	10978300	12178900	11545400	11932800	11447000	12303500	12120400	10214600	12469700	12468000	12839400	12591000	12192300	11634700
"P39830"	15901500	15166000	18134500	18662400	15384400	17639100	13948800	15557200	15073500	16901200	16103100	17341500	15108600	13538500	15493400	16683900
"P02358"	237559000	343418000	289540000	229505000	244795000	239789000	315801000	321500000	332541000	335475000	291142000	309482000	304468000	287339000	318507000	332170000
"P77187"	177085	730040	697874	254894	125722	133629	696156	634900	595225	709816	488163	711749	696560	749945	570526	690148
"P30863"	41887900	31922700	30753000	40546200	38139800	42668400	29512100	30637300	30854300	25872500	30665300	30852100	32866200	32067100	30556300	36354600
"P21369"	10163300	8824590	7311100	8739070	10983200	7450670	7028580	8847490	7492660	8233040	8881470	7097380	8462710	6828240	7531190	7949340
"P42641"	18579300	25305100	26852500	21050200	19200000	20179500	25327600	26130300	26175700	27683300	25741100	26123800	23939400	23453200	25279800	25126300
"P31979"	94815800	65699400	65533500	96881000	80193800	91701400	60063900	57031200	63240100	51090900	61661400	60618600	60168500	57105000	68779900	54017500
"P0A6L2"	134743000	122465000	121505000	141547000	134181000	130515000	121466000	130546000	127931000	122263000	133858000	125543000	132099000	128875000	119041000	130496000
"P76339"	1672510	1561940	2071100	1758870	1132120	1388030	1673150	1549040	2295830	962127	1803510	2034210	1845600	1458870	1648830	1857980
"P0C018"	236877000	307833000	289951000	237176000	229697000	262456000	332486000	343783000	357433000	365042000	311721000	316400000	301123000	309035000	356764000	325080000
"P0A8N3"	149737000	158298000	168922000	128470000	135222000	122036000	157166000	157180000	172814000	113145000	178757000	147444000	169680000	176152000	146815000	163522000
"P0AD10"	8837350	11097200	8384520	7491820	8145570	6845470	8919990	10204200	9124380	9562950	8839130	9399220	8964660	8406380	9960960	8590580
"P33913"	4102230	3264040	3489800	5064720	4151040	4462540	3344110	3441500	3547300	3048530	3373300	3465830	3433530	3443840	3704440	3514480
"P04693"	90447500	86698600	89671800	102226000	85047900	84745200	93610500	95119200	96099100	74764500	103971000	87759200	97405500	92562600	83574800	92792500
"P05804"	2019170	1178730	1076880	2627490	2176850	1890060	1407880	1260000	1095770	1012170	1322320	1214560	1055870	1300510	888362	1509100
"P25553"	620163000	30511100	56537000	865255000	648626000	511602000	33896400	47395900	48402700	29195300	65293500	54762500	60547500	32563800	57875600	55111400
"P76403"	61303200	71492300	70641300	57073900	57796200	57752900	65990900	69175200	69189800	53765100	69848400	63872100	67866700	68041300	62981100	67949000
"P0A8G0"	9739510	11948400	11850700	11137000	9368070	10447000	11824500	12140100	11738500	10829100	11469000	11885900	11869200	11635200	11232200	11948100
"P0AE88"	49796900	44053000	38884900	47098300	47685200	54726700	46318200	42615100	44870000	42124900	38723400	46271300	40316500	42821400	47810800	39740400
"P77562"	11478500	11974700	10015700	13016500	11999400	15305800	11867000	11487300	11868100	13025100	11217000	12032900	11190600	12015500	13486400	13735100
"P0A9A2"	7088500	6434060	5399200	6792860	7673170	8137790	6175840	5443720	5599210	6355960	4847660	5536860	5284210	5131610	6387360	4706620
"P0A847"	15142700	22886000	23103200	15118800	13195200	16491600	22812400	23464000	20632500	22015200	20435500	22181400	18561300	21293800	21936100	20170300
"P77615"	1468370	1228430	1123190	1473920	1396070	1305760	1275550	1156570	1309350	931110	1221390	1133010	1153540	1103700	1193510	1107010
"P0A6R0"	158626000	149966000	165343000	146766000	139240000	109530000	159504000	158276000	163684000	105828000	169859000	138121000	171098000	169992000	133703000	160400000
"Q47679"	4723600	4382500	4679990	5175480	4238400	4771710	4373280	4549430	4617840	4371580	4659440	5437080	4386060	4471170	4409590	4697890
"P32173"	6402670	4779720	5239890	5775410	5685880	5293860	4938700	5043190	5440270	4714790	5188340	5023740	4924280	5105960	4136250	5301880
"P76062"	10693100	9835530	9091020	9461860	10966700	9378380	11358600	10989200	9154670	11323500	9526400	11109700	10824500	10242400	10303900	11186000
"P27126"	2952360	1997420	2259120	2037990	2668460	1396440	1831680	2313960	2286580	753603	2920840	1756390	3034190	2813030	1501840	2532590
"P0AAG8"	25291900	6064430	8199000	31687300	28293900	23351300	9803010	11609500	12347000	5305430	12990300	5315180	4647500	11193100	6037040	12810900
"P21514"	13646100	3293080	2986590	10200600	12456300	11130900	4147930	2907590	2320220	4014730	3278340	3330970	2690530	3585400	2668370	3059400
"P76245"	3175810	2461860	2530730	2837910	2856050	2096750	2555610	3461000	2735320	1819380	3771470	2310780	3549650	3072810	2262310	4164700
"P16384"	31596800	29306000	31596400	32270300	27788900	30382500	27593300	28853500	27886800	29415400	31304200	30055600	29988500	29610500	29154700	30824100
"P37774"	40829400	40506500	42356700	44437200	45391000	39593400	39226600	47458000	40898500	44682000	40731300	43297000	43282600	43411100	38971200	42035900
"P37636"	10925300	11463800	10471500	14702800	9744270	10726800	11355800	13125000	10235400	11541800	6383590	13307900	11693000	14236100	8313330	10164800
"P64540"	26707400	28536600	23434500	21801200	29167900	25174100	25403000	31527500	24891200	33341300	29807300	28481300	27734200	25514200	27957800	30303800
"P0ABT2"	298799000	196194000	237148000	251539000	255784000	237598000	196615000	286212000	247357000	237448000	175770000	239188000	216310000	181574000	304085000	169694000
"P0ACP5"	16697200	12166700	11807500	15882100	17180300	14066100	12556900	12817300	12414200	10595400	14662200	10666400	16203500	15376400	10999000	14397600
"P0A6W0"	1229710	1468140	1268480	1173800	1208270	NA	1200720	724288	1688580	1040340	1090640	633257	811043	692244	443753	1495800
"P0A6L4"	4465980	1980600	1669620	6588370	5197750	3748000	2216580	1560700	1516490	1416990	1805170	1735060	1939540	1929380	1581370	1822010
"P23909"	11737500	12430200	12462300	11753100	10498500	12927200	11393200	11668300	11603000	11045000	11622800	11959200	11699300	11649400	11907800	11485700
"P0A8J8"	58241900	64350400	67992500	61704900	56314300	53364800	59285300	63912800	60144100	51860900	61922700	60621500	63235000	63699400	62577600	65689100
"P77737"	44397400	76241400	56643300	30757500	36004800	39561900	70535300	59074400	54861800	51228500	44285600	52038300	51682100	68938000	47946800	52873400
"P22188"	23335700	24750000	24302100	21904400	19300700	21399600	24121300	23263700	25292000	20527300	23769400	24453100	24256800	24279400	22240900	23026600
"P30136"	71720600	59350800	61023500	105189000	72449000	74310500	61105500	55990500	65038000	53348800	70969800	65725500	64941400	63547500	67568700	60793900
"P77690"	4707620	3437540	3128440	3913460	3484350	3775270	2522330	2943790	2705630	2243420	2628440	2756340	2987380	2969660	2978210	2360380
"P0AG59"	62983900	90121500	83363200	54057800	63170800	72853000	108433000	79254600	118131000	127716000	83201000	101714000	69888600	83032800	122956000	81083100
"P76507"	8282040	5853060	7056180	6753760	8455660	8690560	7655280	6644260	6545030	6535980	6788110	9687800	8116670	6201470	7292390	7677360
"P0A7S9"	249596000	249575000	293750000	208061000	209749000	159085000	267941000	317891000	292876000	211295000	305453000	237702000	318030000	295978000	234171000	298662000
"P31069"	8633660	11075400	10128500	9527500	7449490	7748760	11236500	11933600	10238300	11155900	9684550	10793100	10543800	11286600	10330400	10862200
"P27300"	3328330	4425850	4294840	3387510	2700600	3433040	4280620	4063590	4057110	4451410	3515080	4088700	3915240	3704740	4032920	3580030
"P52612"	334041	NA	NA	456535	436479	639879	NA	NA	NA	NA	NA	NA	NA	NA	93761.7	NA
"P77529"	33883400	47571100	46801400	37668200	32841800	35926200	52636900	47133700	46054400	46819200	47841200	49523000	49675900	51330100	52962000	49044900
"P00547"	170650000	152090000	141259000	196719000	179640000	189960000	155949000	153078000	150047000	139482000	149086000	153981000	150350000	151885000	140470000	143812000
"P0AES0"	10508100	15286500	14394200	7715880	7815860	8947670	13299000	13449400	15497400	11230000	14319700	13943300	14531300	14635800	12631200	13501000
"P0AAP3"	12585400	12673100	9660960	9962600	11702500	10639000	13516900	13098000	11783600	12433500	11095300	12075200	11324200	10757000	12489900	10531000
"P0A805"	407764000	498454000	376535000	423119000	401434000	431517000	492288000	514506000	496491000	502555000	464432000	492562000	445956000	434650000	515824000	441185000
"P08244"	35598500	33542100	31708500	32735000	30999600	25956000	34083900	34243700	34355900	25023100	37384300	30942500	36126500	36088600	30355700	32122000
"P26608"	3282700	NA	NA	NA	3406590	4227300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P63183"	3585610	3098570	3897770	3965420	3271340	2301280	3509170	4301800	4011480	2152710	4575130	2761590	4607050	4502560	2558490	4211770
"P0AEK4"	214836000	194684000	215082000	214364000	203419000	204794000	210463000	224494000	230554000	164934000	231326000	202494000	225057000	217805000	194436000	219424000
"P31697"	30597000	18382100	21315900	18168600	36823700	26345900	13625400	29885100	18673300	22240300	24226600	20633500	27920100	12351800	20859000	25135000
"P77395"	22856000	24231500	23937600	21474800	19978600	18303600	21536100	23504400	23188300	19486600	23359100	25539200	25912200	25240100	22426500	25272300
"P18811"	2065240	2015290	1972870	2503790	2708420	3869640	1700530	2700590	2049880	2185960	2122680	1830630	1923990	2518990	2013510	1842470
"P0A790"	7580250	12880800	11203200	8635490	8125100	5526440	11863800	14054700	12790900	13870200	13879200	12861300	11756700	11980700	10660400	13083500
"P60752"	16740600	14897500	16917000	18492200	16751700	14487600	16064800	17902400	16557500	12089100	18258300	15999700	18108500	17207300	14559800	17497300
"P39342"	17186400	13108400	13148700	24737800	19610700	22418000	14508000	15078900	13817500	16317500	13874600	15339700	13885800	13855100	15143100	13985300
"P68767"	119129000	110389000	113474000	114949000	113900000	114687000	107185000	116217000	112139000	95945400	118741000	111216000	112805000	109103000	108527000	113267000
"P45544"	3757320	1900300	1938560	2733440	3097660	1729660	2269480	1727680	2412320	1274420	2570940	1610500	2505570	2573790	1291620	1945950
"P76594"	17734500	6833300	6819130	20588400	18009800	19425200	7809420	7912260	6309370	7770910	6344100	7006530	5888490	6911810	8322900	6842870
"P0AF12"	40523100	46811800	45697100	40033800	40172800	38101500	39673700	50165300	44177600	45070500	48342700	47484400	50347300	44634900	43749600	50525600
"P0AFB8"	8736810	11641700	11737500	10101600	8353360	9015400	12090200	11311100	11922500	10493800	11197600	11598600	11590000	10895700	11813900	10638600
"P27111"	1361070	2553870	2732420	2504170	2051130	1728520	2995790	3015250	2890730	2100790	2740470	2715130	2578810	2581740	2680260	2820930
"P77804"	53187700	56521500	55704000	58826100	50900800	56384800	54847500	56289800	55552300	65293700	53990200	59105000	52635100	51684400	63533400	53592100
"P77247"	40337000	29689000	30057900	38394000	43755100	35475900	28543700	34350100	30662600	25543100	34903600	30794400	35447400	33519500	30043000	35456500
"P69908"	16407300	21941400	20901300	34283500	17882500	36752900	17804700	24330700	14929700	38687000	8905940	30404400	11499200	16114700	20683800	14460700
"P0AEC5"	15319800	12399100	13769700	18527200	14942200	11194600	11957900	12912100	13440300	5844980	13043900	11723200	14119500	13685100	10653200	13162500
"P08395"	9317090	10235000	10399100	10313100	8802860	9968330	9864610	10239600	9679350	11480100	10386200	11013500	9638490	9186560	11185500	9539430
"P0A6T1"	120845000	228392000	232974000	132069000	106893000	115330000	232232000	221015000	217528000	180736000	200231000	225097000	223073000	236235000	204584000	227736000
"P0A873"	21596200	23804000	24507200	21514300	22445000	24476100	26210100	28754000	24945300	26673800	25470000	24166900	24183600	25451200	25310700	24354500
"P0AEA8"	12868900	13489800	12884900	13241200	12643800	12929300	13027700	13196500	12973400	11803800	12998900	13053100	13245700	13177200	13416900	13213500
"P0A9F3"	35833900	36504200	38180400	35859100	31868100	35422400	34857800	35485100	36896700	32094200	39756800	36887700	37381300	35821900	35778000	36081800
"P36562"	2252920	1948510	1898990	2463720	2133030	2697420	2145330	2236030	2065320	2070610	2083140	2191290	2123110	2477580	2141920	2151020
"P0AB89"	126423000	142664000	146802000	143112000	131813000	121438000	140996000	152363000	148285000	114466000	153255000	137328000	152609000	156504000	135907000	154631000
"P00811"	6897150	7647180	7663600	7676130	7165620	8530120	7832270	8136190	8138420	9159780	7949660	8078860	7590430	7647470	8627190	7614130
"P41409"	23283500	7931580	7978010	24791200	24754100	21459900	7640630	7361870	7608740	6651200	7247210	7586890	7998200	8025120	7455160	7266530
"P0ABZ6"	73006000	70561900	67030400	73460000	69097800	73470600	63444700	74623300	68282900	75849600	68401700	73390900	68430700	63200800	73307300	68434400
"P0AF93"	896500000	525481000	349002000	702406000	733161000	831305000	528919000	548367000	497318000	607151000	482500000	523544000	501498000	488763000	528734000	510919000
"P37661"	11618100	7983400	4611200	11854900	9437320	9636420	5282050	5397460	5740820	6659940	5190490	5532950	5424030	6621520	4474160	5871960
"P0ABD5"	72415800	90763600	81862200	77511500	67544400	88711500	94505700	83664400	90227100	94651800	83297200	91980100	78651800	81160200	97826900	77305800
"P05020"	173962000	165095000	138516000	186819000	168702000	188657000	160739000	161724000	161497000	149937000	159737000	165376000	152186000	160789000	164739000	155538000
"P24554"	14823000	17315400	17365500	13967100	13204600	12259000	17857600	18185100	17991600	16060300	17718500	17389300	19056600	18219900	16188200	18499500
"P33940"	34815500	24596600	20572800	34037200	31228100	35067300	22726900	17389400	18942900	17761300	19936300	20327500	21215100	24568900	20299500	20065900
"P10907"	7478950	3903250	5561510	9154250	7739190	5584560	3966080	5195160	4723620	3746140	6137080	4596060	5054890	4528780	5056570	4005760
"P0A6I6"	239426000	281283000	294327000	247669000	236776000	258431000	285649000	283879000	322692000	283611000	314589000	298913000	311741000	286571000	280754000	293051000
"P0A8A2"	24091600	35744000	34307700	24905100	24147700	25389200	38328300	36151300	35689200	37902300	32848200	36934000	34555000	37681900	37049800	36251700
"P39172"	428061000	832146000	780499000	213799000	363599000	406317000	906007000	982665000	921551000	509146000	892730000	1003690000	970932000	877663000	771746000	980539000
"P0ABH7"	1659140000	419008000	459782000	1540470000	1300210000	1506800000	375517000	413250000	458106000	354007000	507654000	486134000	486482000	416741000	458853000	476291000
"P0ADG7"	208906000	359453000	338173000	198668000	173009000	221012000	354440000	350199000	356905000	383266000	347127000	347809000	334663000	342354000	353930000	331213000
"P76237"	18337100	11799800	10629200	16348500	16340300	14550700	8933630	11477900	10999700	9216670	11590300	9979570	12369000	12418500	9584400	10142100
"P0A6X1"	3287180	4095890	3627700	2982950	2833470	3159710	3711030	3411130	3646520	3461810	2877780	3574110	3160920	3739820	3477000	2985570
"P0DMC7"	28598200	28932800	30821200	24306900	23946300	22402100	27130300	28853300	30275100	22432600	29549500	27956800	31616800	29542500	28189000	29789600
"P32176"	4432020	2805280	3302280	6528550	4917080	4896110	2975160	5137170	2848040	3728920	3288720	3438990	3565010	2712790	3290840	3781990
"P03023"	4463620	4198220	4989730	5343640	4720610	4975160	4071350	4417170	4746580	3822660	4858660	4428850	4904180	4318560	3946550	4928250
"P36655"	27371600	25588500	27020900	26259700	25125300	24414500	23860200	27760500	25587300	26397500	26882400	27442200	27126000	24890400	25709800	24062400
"P30749"	18325300	17261700	15007300	17917700	18553500	17769500	17265400	15956800	16315000	16461900	14778100	17122900	16174000	16376200	18264300	15601800
"P36928"	4352360	6540140	7005900	4067310	3687250	4157370	6299510	6544810	6681710	5044880	6183230	6839220	6841960	6414770	5483430	6476980
"P0A8N5"	25495200	19520700	20628500	18339400	21612400	21381700	19896700	19466600	20731100	14398200	20004700	18499300	22052000	22551000	18532900	20606600
"P31060"	12468100	17945900	21201500	18494600	14055100	13253600	16531600	18016200	20415200	17786700	22936600	19374800	22860600	19869800	18783500	21778700
"P14175"	68668900	98692300	117229000	109387000	76441000	80528600	106484000	111224000	105508000	107914000	117851000	111150000	102428000	93492400	113669000	106135000
"P77712"	4942850	1777940	1644190	3815730	3166550	2182660	1581640	899200	1515380	NA	1220420	1288140	1327170	1548360	1322490	1150730
"P0ACR4"	3119260	3532110	3488200	3843440	2575070	2633630	3519120	3615860	3809520	2380360	3537410	3391860	3352060	3231460	3193190	3308560
"P08178"	122522000	122655000	125498000	126851000	102740000	99398100	121541000	123184000	124256000	106919000	114802000	115538000	119415000	122276000	115201000	115025000
"P52007"	12244200	12688900	10928600	10676400	10754600	11222000	13055300	11871600	12258200	12138400	11195000	12178400	11728100	12266600	11949200	11565800
"P65556"	9841220	11020500	10403600	10414200	10464800	9807570	9726890	11212300	10038300	10116200	11431100	10484500	11344900	9618830	10002100	11439900
"P0AD68"	8481740	9822620	9953520	9129570	8013990	8646390	9111920	9829560	9358770	8562770	9946900	10141200	10291300	9017560	8594230	10276500
"P0AED9"	5514290	5870720	5464310	4548190	5015090	3481270	5420180	5504190	6161510	3418520	6103800	5120950	5895150	6109550	5143390	5525220
"P39384"	5912820	8705360	6675530	3756560	4915340	6467850	7616530	6058720	6216240	6699500	4564030	6786740	6441630	7392940	7244020	6166440
"P0ABU5"	82550200	64221300	48179000	63693200	65527700	72973200	59341900	59485000	55949900	55255100	50837600	58141200	57592500	60616000	56211200	53840300
"P42593"	11758000	920556	1710060	17300200	13299500	13057100	1087280	2480730	916707	1306720	1896850	1610190	1350390	966562	2282830	1138410
"P04391"	11261500	15795100	13861800	9312090	10090000	10504400	16181900	16328600	14710200	16487900	13549800	15046900	14274900	16087500	12981800	16115300
"P15993"	22123100	13500400	14257600	21268200	20679300	17109100	15743800	16270700	16320100	13320400	17865200	13748300	18886900	17217200	12103600	18068200
"P16676"	15610000	17362300	18425800	16211000	12717900	11840200	17031200	17349200	19248400	12340500	18981000	18123200	20303600	20703000	17589100	20055200
"P22256"	122716000	33611900	45388700	146310000	96864400	95721600	35672300	45809900	39621600	33001900	49707100	39847300	45931900	36004500	37016300	44070900
"P0ADY1"	96646900	95403900	85942400	93396000	92126600	112724000	95963200	92389500	90547800	117322000	87156300	98772200	87108900	88518500	106648000	89738600
"P04949"	76044400	23671000	3483140	92705200	162448000	181752000	1989760	3818410	7781180	9645080	8056310	4667090	3966550	9512360	12501300	4805910
"P0AFX4"	15177800	5704330	9798140	14731500	13513600	13692100	5598520	7280770	8501690	5823510	9061590	7710970	8570600	7577620	7312040	9278040
"P18776"	19780400	35596100	21806400	8405350	18859900	22655500	45093700	32149000	22666100	36331000	13861600	28581500	25732600	39875900	34142700	24503100
"P04805"	65199200	62456000	62886400	60964300	60986500	62165200	57418400	58695000	62395000	51124500	63178100	57074700	58259100	58718900	61260200	57341700
"P0AC51"	7240130	4551920	4200020	6381100	5519410	4937180	3841640	4637210	4060010	3674400	4533690	4215490	4913840	3866130	4309280	5209440
"P0A9C9"	11677900	14554600	15199300	12664800	11546700	10747800	16215700	15921800	14596800	13921600	15435400	14070500	16278700	17361500	13520600	17338100
"P23930"	14115600	13833100	13673500	16275000	12964800	14983600	12652500	13013900	12984600	13999500	12689000	14273300	13361100	12468500	14081900	12415900
"P37313"	38187200	35035100	30909200	43036200	37351500	43079000	34465200	33023000	30822200	34650900	28922000	30399700	27920800	32558400	33294600	26802400
"P75767"	2372920	1826910	2113240	2254070	1849210	2398270	1753400	1554790	2064090	1541610	1733800	1714650	1687940	1615680	2086680	1720270
"P0A9Q9"	534708000	1012470000	999829000	462295000	462277000	588278000	1058300000	1038330000	1178960000	977020000	949710000	1095880000	985288000	1113260000	956078000	1020820000
"P0A903"	67936400	70493300	53536600	67433400	76004200	76896600	80703700	76347500	72712100	81364700	63963100	70972900	64072300	65167500	79039100	66011800
"P0ACP1"	39417900	24601500	28725200	35785700	36491800	34168400	24718400	26480300	25817000	18849500	25751400	22942200	25577800	27685000	23599700	27493300
"P06710"	9968020	9142690	10206700	9682020	9367460	8737480	8641710	10305500	9564400	7365200	9910380	9079120	10037700	10210100	8268840	9819580
"P0A7K2"	2134240000	2.794e+09	2558900000	2290570000	2337350000	2806310000	2869870000	3455830000	3082530000	4142010000	3104150000	3472260000	2921610000	2799620000	3316900000	3519990000
"P76097"	3787480	1157330	1303470	6793280	3454280	4027530	1295840	1972520	954585	1369450	1107330	1434350	1225290	654803	1724590	1102490
"P11349"	15706200	36156900	28866600	17071800	13923500	14433300	31666500	28216100	26036000	29503200	17469400	32808300	28300200	33327100	29039000	25868500
"P0AAJ1"	15481300	34001100	24216200	6730490	16324900	19458200	44161600	32625700	26143200	36377400	15609500	29461900	25759400	37027500	33921200	26235300
"P25798"	6292490	NA	2840730	5737120	7051890	9062770	NA	2827040	2099860	3137250	2435340	1791450	1122120	NA	2591430	1547320
"P77735"	75302900	48103600	54903900	76601700	64426700	62913000	47245700	53126800	52123000	41936900	53014300	54936500	56106500	50977200	47979700	54990300
"P69829"	19069800	17853500	14419500	16027300	16346300	19314000	17887100	17973500	18559900	19036200	16459900	16814800	15729100	14972800	18177100	14196800
"P0A8W0"	8806970	7363790	6825950	7872480	7514740	6936750	7066010	7833670	7388570	5861570	7437220	7267220	7806780	7739530	7255380	7734640
"P77258"	16094700	22007800	21333700	22289100	19405200	19424400	25304600	24874400	25055200	21150600	27131600	21528700	23850200	24854900	21090200	23530500
"P0A9X4"	108211000	113485000	108347000	105209000	99488100	113814000	107001000	108286000	108162000	107862000	109274000	112847000	104231000	103300000	106656000	100354000
"P39285"	5217770	5378930	6043660	6300570	4772010	5410290	5603960	5221620	5383530	5527330	5350030	5852500	5589580	5454360	5773830	5338780
"P0ABS5"	9732970	9006720	8053840	12130000	10460500	11199800	9441720	9079190	8478820	9246520	8618460	9907180	8271090	8716210	9319590	8469990
"Q46857"	48040000	34621500	39849000	58842900	40307400	42522000	34305300	38241300	35292200	33609400	34064700	39048000	38425500	34894600	34861700	36167300
"P55135"	6254420	6516340	6798450	7146730	6479780	7293090	6495350	6935070	7220070	6978630	7133810	7252860	6825100	6663900	6881480	6636280
"P31460"	11311800	8038210	8389780	14495600	14120200	14077900	8345650	9678490	9041700	9167680	9154350	9353080	9308840	9129420	9007500	9924070
"P77285"	8169900	8385730	7242820	7192000	6539230	7455240	7351330	7769490	7028840	7691490	8262480	7581400	8296900	7803110	7485440	8066420
"P27278"	19572900	15365100	18242600	18607900	19559900	12735700	16274300	18942400	17952700	9774060	19225100	16379200	21545000	20020800	13544700	19838700
"P37902"	102758000	63448200	50588300	102785000	98184500	116838000	65500500	60395000	68048300	66658600	63323500	70557300	60413100	53972600	77027800	56005600
