"rowname"	"Ref8537_QC1_20230414_1"	"Ref8537_QC3_20230414_1"	"Ref8537_QC4_20230414_1"	"Ref8537_S11_20230414"	"Ref8537_S35_20230414"	"Ref8537_S49_20230414"	"Ref8537_S52_20230414"	"Ref8537_S60_20230414"	"Ref8537_S65_20230414"	"Ref8537_S69_20230414"	"Ref8537_S75_20230414"	"Ref8537_S79_20230414"	"Ref8537_S82_20230414"	"Ref8537_S88_20230414"	"Ref8537_S94_20230414"	"Ref8537_S100_20230414"
"P0AAG3"	7387740	4698890	5837550	8601160	7794260	7269210	4797050	5075600	6190480	3979650	6083160	4772760	6176900	5575810	4584560	5288880
"P60546"	20224400	27028600	28600100	22736900	20483900	22582100	26928000	30999900	27627900	28257200	27725800	28996000	28430000	26778700	29923500	28210000
"P0ABI8"	169919000	96506200	112359000	195050000	159135000	160987000	80539400	77768800	105939000	60850300	95355800	92346200	100144000	85235100	99692700	94262000
"P0ADR6"	13657200	10501100	12005900	12440600	12926600	8522170	10068000	12874500	12365300	6885220	13954500	10988000	15736200	14154000	9013290	14427000
"P22333"	17401700	20232200	20788900	16664600	15652900	18567000	20537700	23764800	22854000	21319100	22014600	20296800	19472300	20974000	18416200	21569600
"P11071"	12336200	8294410	9803670	17355300	12639200	12592100	7530240	8534850	7630060	5802510	8715730	8134930	8334790	7236110	7783060	9264480
"P0AFJ7"	6754540	10516300	10066900	8542900	7933140	8528310	10429500	9046180	8833890	10060000	7978890	9445450	8952180	10052600	10163300	8976780
"P64624"	31861100	33318100	37033100	31818400	30625400	28915700	32828100	32250500	33483800	27193000	29479600	34679000	34596500	36555200	30481200	32244400
"P64423"	7937770	6365210	7527760	9313730	8948060	6989310	6444530	8611360	8044240	6212470	8862660	7711630	8737580	8463000	6458900	8123040
"P26646"	59724500	60183900	54123400	65202100	55163100	57185100	57746200	51207800	53793300	50338200	46244600	53745400	54511600	59278100	53475800	53713100
"P24242"	8087040	6579740	6450300	8607770	7661430	8186670	6603120	6247490	5551900	5767470	5853190	6384320	5874670	6265080	6432490	5719660
"P0AEN4"	8896680	10556500	10169600	8954780	9662960	9900550	10092000	11313700	11470000	10321900	11169100	11821600	11390900	10807300	10822400	10110000
"P45395"	12103800	11431600	10689000	12449400	10384000	10462700	11100600	10258900	11066800	7579560	9946100	10580700	10608700	11635600	10487900	10808100
"P0ADS2"	17154900	19437000	17764300	15218000	16625200	16549800	19384200	19938800	18838100	16758300	16811600	18774200	17229300	18056900	16962100	17344200
"P0AFU4"	263708000	214115000	232863000	247798000	253995000	207697000	256086000	283688000	248858000	184901000	292416000	216110000	268949000	275640000	199712000	286576000
"P37650"	1678090	1288560	1373720	1344250	1451690	1773330	1349170	1251410	1931130	1274300	1509320	1742830	1757330	1204680	1690850	1189390
"P0ADZ4"	616994000	715914000	636420000	533027000	596601000	544235000	774989000	805345000	723069000	695658000	711439000	733395000	759363000	752573000	770408000	800257000
"P31545"	3781300	5490680	4584480	4206930	3831990	4931320	5419210	3826240	5066760	5356700	6022580	5632420	5539890	5929980	5131070	5599210
"P0AD49"	233894000	177086000	124216000	182660000	201940000	244862000	188818000	203541000	181890000	203823000	149893000	184773000	155381000	139279000	188991000	152418000
"P0AFJ1"	29044100	30456800	22079400	21813900	24532600	24460600	32176800	28733100	26406300	28073500	22537600	24545700	22956700	24411000	25319500	22233900
"P60723"	409690000	505701000	502511000	404822000	375805000	355806000	506663000	532565000	512638000	528714000	550786000	485575000	544589000	517212000	472645000	502483000
"P0A7R5"	713618000	932514000	859960000	635591000	592009000	660508000	941714000	964503000	946854000	987942000	903098000	928504000	939111000	934206000	892775000	872466000
"P75828"	10575400	9727950	9499800	11568600	10368800	9704320	9671420	7938750	9911520	7020490	9291240	9287240	10455600	9373260	9671450	8840290
"P0ADU5"	45462300	31030800	27333000	45562800	44782100	41165000	33571100	37020100	34182400	31616400	30328300	35961800	32201600	25898200	28887400	33760500
"P0AGK8"	15033400	16897600	16754700	30583400	20384600	20438900	21203100	24802600	18489100	25850400	27106900	25092300	21996100	17220000	23770400	23520900
"P51024"	9095580	9403930	8043790	10671300	15374600	9607580	10983300	13020400	9861020	14855100	10900200	9217660	11672300	10907600	8975730	12798200
"P0A8F8"	16004300	14238300	14014300	16217500	14680800	14478200	13968200	13249300	13387700	12765100	12987700	14343300	13449400	13403000	13962400	13096600
"P77293"	6356780	9168420	9337110	7657020	6362180	6477440	8588770	8379600	9150790	7817920	8639840	8835160	8438180	8407890	9183040	8541920
"P61316"	34121800	40005700	28310500	34224800	35547600	34517600	44114700	45032800	37598400	44948500	36283500	36139600	35279200	31598100	37301400	35602800
"P0AEV9"	8188610	8847750	7185140	8201060	9969790	8922060	7981980	7840130	7288900	8290810	7327520	7628790	6836190	6912100	7240250	7762080
"P0ADQ7"	54288300	23765400	14822400	74739200	27412600	62650800	57695100	6.9e+07	40674300	64788600	36809300	43016000	33674200	36280000	48820200	63857800
"P0ADP9"	80705300	92018000	63847900	54899200	70222600	67793100	93828800	85957500	88156300	85576200	68758300	80829400	71147700	77624000	79701200	62862000
"P0ADQ2"	65474100	40894300	48236900	58219700	62091100	45032600	43674600	46863100	47485900	32302500	47577900	41322700	55656700	49999400	36580300	50340800
"P51025"	3003360	2170460	2806370	2790160	2712310	3002690	2643030	2486870	3285030	3251760	2871330	2914390	2944010	2837760	2628950	2905120
"P11289"	NA	146515	208186	316075	370525	483180	342046	339021	260288	374016	277590	249567	369815	337387	264017	416221
"P37147"	2761840	4768330	4670110	3427420	5367230	3046840	3003270	2777980	2105880	2137210	2051160	3436980	4138520	3238520	3112970	3178550
"P0ACA7"	23005200	17496300	18237800	23429300	20911000	19777800	16023600	16769000	19763400	14224200	19753000	18395300	19183600	16864500	16201600	16922900
"P60624"	518583000	739202000	651686000	469285000	569227000	607355000	811231000	813355000	753410000	922339000	723749000	792360000	740174000	698061000	806022000	753226000
"P0A905"	432479000	294371000	418026000	369565000	453537000	444775000	263772000	425127000	259497000	440569000	425323000	317388000	416085000	339097000	261574000	423188000
"P09169"	829890000	787177000	947201000	683806000	952952000	522892000	425842000	1001510000	474783000	763655000	962615000	765682000	1026760000	532526000	515464000	1031760000
"P37773"	24198100	27481300	28138200	20887100	21082000	23542500	28501700	25203000	28010100	24655100	26248500	25655400	26278100	27491800	28292900	25334300
"P08201"	6594920	8474300	6905890	1706140	NA	4602700	8211580	6223240	6749490	6342140	5468490	6785630	6606040	8566800	6509860	6524520
"P0A8E7"	169907000	160726000	138335000	147570000	163349000	152750000	172082000	184389000	167655000	183165000	156631000	168593000	167486000	166173000	170033000	169172000
"P37642"	9024450	8473200	8511460	11525000	8127920	8656510	8278380	9080160	8150410	9002530	8300580	9487650	8940170	8479200	8858720	8681670
"P69441"	709883000	591946000	455440000	558512000	652288000	801142000	642338000	611695000	618605000	699016000	550039000	595874000	525940000	553475000	654415000	514436000
"P39334"	1069120	1086560	1142320	1565330	1528830	1346540	1071130	1201610	1093490	1174720	1434820	1135090	1449450	1308440	1052150	1098920
"P64588"	15916500	29057400	24299300	13760700	15130400	12016000	27367700	25877500	17074100	18112200	16191500	24568200	28818200	30441600	15911500	26661200
"P0AC59"	328674000	285482000	252279000	375107000	301062000	418325000	320840000	300621000	312236000	354782000	234246000	345714000	259238000	282665000	328219000	253190000
"P0ADV9"	7745610	5672560	6822720	8053300	8076330	6139690	5380010	7156550	6912730	5683810	7571060	5252550	7425440	7242960	5608670	7157850
"P0AE18"	41458700	37712100	39193500	37413000	36740600	23878600	32891900	36176800	34527900	24050600	41210700	33409400	45016700	40839100	30158700	42598200
"P65294"	29298000	11658000	8919550	30668600	40695800	34870900	13397800	18078100	12436400	16438300	12645400	13072600	15130800	15007700	13650400	17264600
"P31433"	13760800	12085200	11381300	14521500	13504500	15542300	12538900	12327300	11994900	13657400	12024600	13576400	12087400	12120900	13577700	12074200
"P68206"	171916000	30875700	30984300	231582000	155088000	149817000	30137900	64131200	30291000	53923300	42756900	42967400	46525700	22534900	42104200	34840800
"P75968"	1314470	254685	425030	929521	572589	976906	308767	468926	396157	401135	507130	301780	313965	435165	346168	206798
"P69924"	71842100	54476800	56287900	70945200	62699700	59832800	53156500	57425700	58625700	43063900	61353800	54894000	59562900	55923400	47175800	56894500
"P0AFI0"	5164560	1926050	1837100	5671420	6085050	6411540	2558790	2319300	2700860	2192090	2174670	1964630	1862930	1449290	1942410	2726810
"P0ABD3"	70802900	56871100	36401900	41308600	58680500	59115100	54399300	49530800	44359800	49496900	25658700	48247400	34274600	43641400	61281600	28379800
"P0A9D2"	47470400	24817900	29360500	40951800	38136300	35587600	21747700	24959400	26588800	23118300	28276200	27092600	27981400	24711800	24112100	26737200
"P20083"	10564500	11689600	12653600	10520000	11177500	10832800	11219500	12350600	11539600	12028000	12557300	11712000	12756500	12363100	11205200	12395700
"P31660"	496054	NA	NA	1641880	321973	397206	NA	NA	487984	NA	339745	457386	NA	NA	NA	260875
"P0ACQ0"	748092	536819	658139	661506	609786	560468	502255	739225	646693	481386	739019	644171	596236	546442	562563	663332
"P0AE78"	46814700	38292000	38155900	47694500	44305300	43611300	36740500	39520700	36654400	33784500	37541400	39067100	40299700	38508300	38481800	39571900
"P23898"	5778200	5301960	5182460	5608400	5869200	5826160	5256370	5232420	5674370	4992170	5405430	5296260	4464130	4656400	5269800	4797520
"P0AEF4"	1828870	2514890	2017930	1438370	1500370	1323090	2273450	1625340	1875600	2464070	1755430	1725600	1662690	2204860	2051310	1326180
"P76256"	129381000	122084000	121643000	119601000	130036000	128522000	132148000	139305000	122749000	156466000	145898000	131632000	129894000	126081000	107650000	131275000
"P61714"	40892100	46951900	40460600	35403800	38144000	43961800	49059900	44221800	48742100	55156200	41393400	49317200	41202800	43534200	62206800	41868600
"P0AAV4"	17264000	10829300	13218700	18184500	15317300	8425880	11305700	11126000	12656000	5025190	13902000	11187700	14885600	15061500	9654450	12134200
"P06974"	1893130	NA	NA	2039690	2124590	1873770	NA	1745690	NA	NA	1567300	861354	NA	NA	NA	1571040
"P46852"	17281100	15851800	16362600	19450000	16858200	16978400	14292200	15603900	15113300	14714500	15094900	15823200	15237300	14853800	14567100	15928400
"P0ADW8"	1651970	2095390	1831060	2644150	2866540	2964030	1904560	2183920	2139470	1844150	2319360	2016070	1743220	1686650	1881840	1396720
"P29013"	3389770	2070740	2881970	4187740	3766800	2640570	2119780	2658410	2341960	1547630	3003690	2160990	3222320	2176310	1712040	2547400
"P0A8W5"	32319600	35148500	33360600	32155800	31988600	33780300	36978400	37992700	36176200	30577700	36493700	34819800	37297400	36865800	33600300	35782100
"P0ABH0"	21966100	21391400	22135700	22538200	23717600	20100200	21671100	23208900	22768600	15180600	24004200	20701200	24670000	24080800	18932000	23013600
"P0A7I4"	28802500	36590600	36652400	29209700	28539700	26006600	35063000	37926700	38314400	28653200	38662900	34530200	38024400	37808800	35085100	37631500
"P39177"	144781000	80693500	58538500	87806800	119279000	129086000	75436900	72651200	71853300	70849700	54551700	72149900	63204300	67146200	75645900	60315200
"P0A8K1"	18807600	13190200	14943300	17604400	17928600	13632100	13955800	15581200	15158600	10418400	16643700	12978900	17284700	16488900	11719000	16180200
"P28248"	44188000	31349200	30349800	25923900	29746800	26799900	28763700	28089600	29702300	19767300	30193500	27600500	31144600	30757900	26332700	28157600
"P13001"	9488790	8924110	9238820	9308060	9620690	8343060	8739800	9347440	9449450	6481740	10378000	8686130	9940290	8643710	8560890	9443480
"P0A8X2"	36350600	21709600	24152500	38851500	36770900	38083400	22231100	24248000	26314100	24578100	28383900	29894900	27675700	18097100	31274900	26604100
"P26602"	10265500	12641400	9851430	11609600	10232200	13132100	11089200	10373600	12098500	9380550	10835800	11928200	10203400	10603300	10339900	11429600
"P34209"	45897500	30904100	33482900	44285000	40012400	43625800	29914800	31683100	31520000	25835900	30689300	32472500	34121100	32246200	28579300	30684100
"P0AC47"	86935800	91701900	67306100	50887300	81439600	72152200	77558300	74860300	69715700	68024100	64400200	64596700	74634400	87042100	67055700	74252800
"P76270"	30047200	28043300	30073300	28704500	26738200	23569400	27223000	31518400	29318300	24736400	33364500	31111800	33782400	30518900	30848800	33259200
"Q2EET2"	NA	380235	NA	300610	NA	NA	NA	NA	254108	NA	NA	509093	NA	461910	76355.8	NA
"P37197"	9161100	10140100	8114610	7440550	8289610	9934890	9889830	8522120	7170620	9685580	5981790	8954490	7727070	9976720	8880900	8734610
"P0A6L7"	52289300	38833800	42291300	62923800	43899500	55408400	39487600	39255900	37456800	35922100	40659100	39583500	41105600	39276500	29832500	45397000
"P30745"	2447670	1849120	1682110	2610230	2899600	1914970	3006880	2212000	2286650	1287320	2477420	1939680	2461350	2673310	2676260	2071040
"P77173"	10785800	10289800	9670000	9528240	10613400	11009400	10326200	10895800	10451300	10784600	9579320	10791500	10282700	10310300	11508100	10705700
"P0ADZ7"	358362000	277849000	270105000	362984000	337902000	272079000	267311000	301033000	256462000	271025000	287742000	264174000	306711000	286320000	281737000	286801000
"P77213"	13266900	7140830	10360600	14323700	10998800	11310300	8496240	8773180	9096580	9016730	9696870	9312050	10225400	8460010	8506710	9652760
"P0ADV1"	12712100	10662100	9588530	11812200	13504100	10380000	11124200	11302900	9854490	10486400	11720000	9567140	10681000	9737380	9918700	9945270
"P0AB18"	3991800	3343950	4357370	3693570	4760970	5174490	4796860	5811670	3739150	5307760	4551540	5067530	4378900	5524410	4056320	6898660
"P0AFK9"	153184000	157692000	143439000	156371000	163440000	207572000	179240000	167885000	159559000	201370000	144245000	177893000	154002000	170693000	193507000	159191000
"P0A734"	76338700	47733700	46042100	60893100	63927100	49452100	42810100	47941300	43856500	35289300	45525400	42977000	51650900	45429200	37018200	46909900
"P26365"	856243	1534640	1433980	1847440	906052	1300690	1781690	1511820	2658610	1161740	2502890	1579390	1155070	1438640	1780310	1667670
"P10908"	14853800	12092500	11284600	19407000	14842800	17623800	12275600	11789500	12067300	12099300	12897000	13537000	12325900	11714100	13344400	12642600
"P0A9F9"	16176700	19516300	17372300	13736300	14302800	13509200	18964400	19037500	18538100	17061200	17490700	17773700	16772200	18939800	20791000	17851100
"P00393"	46099000	42277200	45085100	47220300	42035100	37676900	41224100	43599000	39278800	32737500	43386300	39589000	45442800	47643700	36330000	44377500
"P18956"	22600100	20362100	17808000	37528100	24808300	27253600	23030400	23544500	20784700	27473500	21886100	21064000	19112500	18808500	23028200	21377500
"P46887"	689077	2429970	1621820	376375	897058	573040	2624490	2855200	1941670	2325710	1657750	1895710	2317980	2405380	1580280	2403580
"P0A9S3"	217654000	69076400	57317900	168663000	205737000	218350000	54445200	43542600	57235000	36677900	46300000	60501800	58756400	70385400	55773800	54763500
"P0ACL0"	10919600	12027200	10841200	12450200	11428200	12620400	12788300	12147800	12061200	12520100	12665900	11435900	11863500	12096500	12587500	11261200
"P28635"	454852000	527901000	434487000	393536000	479988000	630280000	636156000	564955000	569537000	684778000	479101000	573528000	498418000	597156000	656327000	524449000
"P0AAZ7"	53843600	37507300	25330900	56185600	56107500	41382100	32820700	43037500	26609600	43681200	35521800	29352200	30320300	25178600	31883000	31019500
"P29208"	6973310	7027510	7158420	6204200	5473950	5649410	7604760	6810220	6450940	7912860	6654290	6594910	7365530	7595790	6398180	7973460
"P0ADC6"	12019100	12998300	12268500	14778800	11498000	14484200	12734700	11938200	12250800	11808800	12632500	13268400	12289200	11670200	13704400	12171200
"P60390"	28714200	24302100	23806400	26065100	25753100	26812500	22888000	24673100	24026300	21764200	23789100	23645100	25374100	25486700	21865200	26486100
"P0AD44"	4853230	4688040	3869170	4162860	4385270	4431260	5007050	4828070	4559820	4757680	4350510	4925770	4390490	4625720	5006950	4362120
"P0A8Y8"	5604130	6149630	8610080	8345390	5274620	6961610	8038960	6794340	7606170	7181850	8248410	8409780	10408600	7993250	4110450	9759240
"P0AFA2"	1351980	1994920	2370420	1609920	1540570	1505120	1894210	2006020	1713140	2529450	2185040	2109700	1859890	2000160	1895050	2284340
"P18390"	5833290	5728320	3998060	5410920	5901370	5155800	6604710	6444510	4864210	6095430	5106160	4957460	4962150	4748620	5244690	5161150
"P69874"	25091800	31045900	33871700	20692800	22193000	20136800	30983500	30915800	31668500	25106400	31528900	28903400	34186800	34426500	26998600	32169500
"P0ACJ0"	385533000	404865000	402287000	349371000	376765000	358960000	417123000	407532000	404463000	348533000	430380000	415209000	456768000	424561000	389933000	413238000
"P0AFD6"	63280600	56056300	51390700	74085300	56632900	72801600	46465500	42003400	58649800	50002500	52012400	54292500	42891900	41666100	59499400	41571400
"P0AF98"	14558400	11116000	12220200	15477800	15344500	12285500	11332700	12933800	11648300	8298030	13192200	10708000	12599100	12473800	10653600	12686400
"P0AGG8"	13128100	17396300	17252000	14604300	14304400	15583100	16282200	17100200	16539700	19332800	15755700	18114200	16192200	16661900	17283100	16607900
"P63228"	21913200	15441900	18287800	21828000	24902300	17111700	12381700	17358600	12256500	13175200	18485100	13403000	21557800	17904900	12575500	18459300
"P10371"	168859000	271893000	305009000	154013000	145835000	136336000	269769000	293336000	313324000	237667000	356907000	254308000	302023000	283038000	257875000	305892000
"P30859"	84757700	77730200	58977400	68445500	80724700	90818500	83401200	80330500	71514300	86095700	64279200	74203800	64281900	68119400	72167600	69023600
"P24555"	5401480	4531510	4938360	6369500	5195240	4964750	4252230	4618520	4529850	3854400	4915970	4508430	4350780	4188110	4054820	5117620
"P08245"	28650000	38643500	28219400	26785900	24323300	40732300	37292300	43571300	37830700	45945000	38489800	38115400	35830700	34843900	41770400	38528000
"Q47157"	1815070	1046130	1304200	1552960	3399110	1338600	NA	NA	1382240	NA	1684580	1062760	NA	1406400	1043710	1744330
"P0A9I8"	NA	15798300	12450000	NA	6132880	3534170	17524500	13281500	13101800	12883300	11209600	14021200	12091700	16120100	10793800	13792800
"Q47147"	8656930	7195500	7195620	6987540	7452820	6531740	6566260	6893560	6634560	6890100	7392520	7866330	8143160	7294190	6460480	7713900
"P0A8V6"	19658000	16321700	17280600	17456300	18457600	13056700	16127000	19486800	17438800	12661500	19773700	13244700	17637700	16335300	13118400	18259700
"P0A6T3"	24242900	11017200	10818600	25785400	23934100	24590600	10949300	11256700	10678400	11976500	10358100	11709300	10550100	10873800	11770500	10739900
"P75800"	2934060	3201670	3601180	1995870	2606170	1637600	3329990	3593490	3092080	2278590	3416180	2908390	5016930	4599710	2387290	4250220
"P39280"	5019210	7731650	7938980	5508800	4958640	5135790	6698580	6987850	7395420	6196860	7148310	6057080	7405710	8071910	7683980	8154870
"P0A7E3"	5252430	6686880	6921640	3775980	3634410	4766050	5617160	7920890	6889320	6849410	7251320	5530840	6935180	7324350	5395010	7003750
"P39310"	9255550	7128640	6790300	10865600	9267700	9429600	7123820	7012360	6982600	6658740	7325130	7023900	7067270	7173000	7279240	6969960
"P0A7C2"	30602900	25952000	26561200	27612000	30541800	25918900	24046500	26620800	24163400	24359900	26649600	23076800	26984600	25430600	24848300	26046800
"P36548"	6726850	8047320	8010880	5867970	6476070	6145580	7754730	8455120	7967310	7655440	7855840	8200410	7525450	7410920	8652850	8489760
"P77182"	2935260	2268590	2392310	2975080	3168330	2583240	2218620	2511360	2302560	1781190	2915760	2304530	2774160	2763140	2314720	2608210
"P08204"	2567400	NA	4023230	3561310	2567560	3004330	1740640	2569330	2751330	1859040	2621000	2551660	3570130	2760890	2818760	2672610
"Q46845"	72046400	39561700	43676900	74046700	68144100	52147600	42556200	43320500	47259700	31849700	46232200	41305400	51033300	47260600	38763600	43439400
"P0A7L8"	93511700	116309000	110360000	73958800	61618800	86274800	142318000	119372000	136207000	110137000	114321000	121884000	117980000	114390000	133856000	103569000
"P0A948"	7661120	5689090	7248910	5062110	7296960	4686990	6310170	7605900	7280380	3581590	8417840	5808190	8588400	8131570	4828030	7516880
"P25742"	8658750	8984770	7695240	10051900	9615400	8827180	8502100	8759560	8101390	7643560	8175980	7983840	8777480	8569050	7769710	8914880
"P0A7R1"	860836000	1189640000	1075090000	842861000	886467000	1073100000	1282490000	1260310000	1240500000	1545230000	1165490000	1299030000	1137190000	1208320000	1369800000	1144780000
"P77212"	3764940	3140320	3507730	5684920	4727530	3619170	3429080	3220330	3213310	2687490	3624470	3420100	3748270	3351310	2793000	3526670
"P76104"	11749300	19923200	18174800	10857000	12903000	14805200	20592200	19217300	19572500	20349700	19100500	19085100	16908700	18891200	20385300	17603300
"P77570"	7769710	6869930	6450720	8128150	7933040	6732430	6978170	5672040	6215150	4310500	5975420	6229780	6537380	6136340	5048980	6469030
"P0AAA9"	1577260	872755	480007	112047	50444.6	182851	569093	415286	502079	371352	183129	412803	366752	407084	4229890	220388
"P0AF26"	1831120	2893660	2008070	1831800	863673	1957730	2396180	1783580	2234680	1633960	1630710	2242430	1926830	2312250	2091600	1984020
"P0AAT9"	67524800	44068100	35691000	74368300	66553800	66370600	43554200	50486600	39823400	48581700	39556000	43523700	41236000	37770800	42156000	41930900
"P0AG14"	14263200	16625800	17074200	14069400	11740400	14610300	15642200	15275800	17019200	14150700	15691600	16487800	15735100	15611500	16906000	15829800
"P0A6N8"	26972300	19189600	21732300	26891700	27317800	19313500	21496200	27213600	23575700	19367700	25366300	19762300	25472800	24682300	19582400	25962600
"P64599"	10534400	9030150	13585900	7267240	9391060	8452570	9888560	11584800	10083200	6230130	8148830	9623220	11382300	10263700	8270300	11827100
"P27242"	14254100	11967800	12838500	11673200	14792900	7140150	12713100	12921300	13514800	7601070	15176800	11066700	16763400	16268300	10155500	14843700
"P61517"	111309000	93699200	120305000	103731000	87038600	86286500	90010200	97264300	106354000	81820400	126348000	106410000	129073000	93287200	104457000	116090000
"P0A9P9"	2077670	1178990	1267630	2617810	2104790	2653520	1732870	2146550	1894800	1786930	823531	1710700	1100990	1535530	1348120	1951460
"P42596"	5882010	7280270	7928170	6140960	6425740	6767150	7196320	7634990	7380470	7423660	8403950	7317990	7528310	7493550	7450960	7624550
"P0ABY4"	10079500	9162130	7467180	7009810	8286700	7168510	7826530	9569020	7220790	7029800	9064740	7084150	8528910	7624870	7355790	8563650
"P0A9H5"	4959500	3699210	4243450	4840370	4842680	3021410	3599700	4190050	3667240	2791250	4499170	3293170	4523940	3761210	3499280	3714890
"P37744"	48140200	51512100	54322800	44471400	49630600	49493600	50750400	53888500	53497800	48584200	54701900	51877400	54687300	52027800	52679800	53986500
"P28905"	29688500	19828400	25626600	29377400	36418600	22585300	20549100	25815400	23526000	16591700	26580900	21039800	27943100	28109700	20141300	29105300
"P0AG96"	2938300	1697520	2431350	2872080	3467610	1323860	2240080	3534800	3246850	2226670	3500980	1602570	4091350	3069560	1941610	2251400
"P60340"	20882700	23290500	22476100	21182300	21957700	22882300	22659500	21960400	20664900	23855900	23598200	20897300	22382000	21140000	25634600	22733300
"P77148"	9183510	7897930	9231770	12385200	9577140	8148930	7656320	8938990	8307230	6249920	8957820	8085860	9292180	8915820	7486500	9401290
"P0A890"	6916440	5616430	4597950	7165810	7893630	6874340	6050030	6024480	6428710	7789970	5087800	6034270	5358030	5915680	7430270	5495630
"P0AFJ5"	6758410	6317720	5986380	8457710	6715730	8403380	5917580	6595080	5555560	6814940	6754560	5901700	6384690	6227430	5824610	6542550
"P33594"	3536090	4393820	3428760	1360710	3327040	3145050	5073430	3884730	3306800	3967630	2390770	3441710	3250430	5649580	2913970	3751590
"P0C8J6"	1428540000	411076000	311952000	998032000	953970000	1052130000	328371000	248048000	283496000	210679000	208001000	290387000	278306000	342307000	299863000	237940000
"P0AG86"	142929000	147702000	129368000	120268000	105183000	134721000	154808000	131286000	133235000	134394000	129615000	142105000	128358000	127759000	143638000	117078000
"P31678"	17543700	13485600	15558000	25725700	17597300	17450900	15910200	17244800	15612400	14142700	16364900	16598500	16332000	15707000	14131900	15787700
"P0AFW0"	4558690	2602330	3823270	5218980	5213810	5625930	2861300	3351120	3421520	3153030	3563030	2951780	3273910	3597690	3133910	3235870
"P62768"	97368400	72443900	63980400	95939400	97744900	103506000	79563900	80708800	73472700	84594100	66012800	80501200	71652400	72006700	78826500	69374100
"Q46948"	25308900	20905800	22747700	25905200	25615500	21160800	22996600	22177600	21416800	19645200	22648800	19917900	23004600	22692100	18836800	23363000
"P18775;P77374"	1704380	5502970	4300460	1039740	2539600	4217120	5294810	4054990	4558180	5359350	2112080	3957150	2266760	3875810	5000870	2338120
"P0AES9"	14094900	11020700	5961560	32121500	12248200	26025600	17188400	24062400	13752600	27279500	10569600	15610600	10997300	10278900	10481900	15113800
"P0A9M2"	25517400	28150000	27935700	21313700	20851700	23197200	28493800	27422300	28532500	28228300	27403200	29037200	26478200	26715100	28685600	25519400
"P0AE39"	7317500	7386500	6956520	7670300	8335590	7875230	7613690	7664960	7074040	7199220	7925990	7743590	8282610	9320040	6507490	8401460
"P07604"	20810600	18842000	19112100	21180200	18498500	17203200	19017700	18686000	18875100	14719700	19502900	17512000	19939800	19665300	16858900	18072400
"P0A9W9"	39698200	49993000	47904600	45659100	41729300	32376500	49728700	52059000	49470500	47692800	51435800	51735800	49854100	46871700	45156200	48719800
"P0AFK6"	4521770	3620070	5001540	3644190	3364300	NA	2593240	4767220	4004390	NA	5972200	3606680	7198440	5670140	2238300	5453650
"P23908"	77035900	74778600	69673700	67599000	66728900	72465900	70767900	73040200	73779100	66526500	73795700	71551300	70576900	72991200	77727900	75383300
"P02932"	64383000	33217700	30387900	74048400	88769400	48293100	24632300	40414600	26256800	48807600	62471700	43339000	50599400	26381700	20946600	54063800
"P27240"	2752590	2836180	3474220	2622400	3600270	2670420	3242770	4298780	3705370	2299880	3937210	2909450	3921890	3844410	2586170	3765080
"P38489"	31936400	35239500	36098700	31502300	30869300	30880200	36387100	38867900	35845000	37694400	38182400	37266100	38384100	38122200	36338600	40757800
"P27848"	19429300	15574000	15999600	18580800	19306700	15169800	15782200	16904100	18025700	14812400	16560600	16531000	16641800	17127600	14920800	18635200
"P77499"	37460800	28333100	33577400	53476000	36888800	33629300	30061100	28766500	28980100	27249000	38146600	37715700	42240600	31993400	25552600	41054300
"P30855"	11004500	12581900	13497300	9156350	9891310	9715720	11913800	12610300	12286000	10303200	13479500	10814600	13354200	12981400	10596500	14334900
"P0AAT2"	32100300	23428800	22538800	29737900	31915300	29101300	21141000	24829100	23229600	19248000	23531800	23258900	25004400	24139400	21273400	23148900
"P27830"	8783540	10887800	11089200	9415000	7102940	6549150	9537650	9174930	10480700	6439800	10198900	9202900	11234500	9966840	9381990	9488480
"P77318"	37602500	6884030	6262490	39431700	36032000	49436600	6998640	5981320	5230700	7908830	4179720	7812120	5776510	6528140	7612570	6174500
"P0AGM7"	5929940	7390220	7102580	6318320	4469100	4612040	9129960	7711620	9218680	5488970	6914060	5522410	6441590	7731070	6348050	5795320
"P0AE85"	7759240	4145960	3123110	8401550	8237070	6468420	4755000	4700850	4097380	4087560	3602560	4419080	4393160	3172110	3769820	4326000
"P50465"	1327090	2220300	1970230	1065480	1596020	1374850	2146040	2161930	2223920	2335020	2022090	2201800	1997360	2302490	2397730	1876350
"P06720"	9770510	NA	2120360	9348240	8794180	6804270	1145750	2285730	1840840	2408720	NA	1249070	2089550	1294410	2084940	2648480
"P64451"	33155600	26844100	24895700	45119000	38410500	40234200	32197900	38056800	31137400	40751200	29369100	33090300	30173400	26828900	34872700	31919200
"P0AFI7"	32897100	23991500	29786500	26831600	30244700	21233700	24386900	30292100	33441900	20180700	33781500	23261100	32105800	31600100	20119500	32734300
"P0A8L5"	5917120	7795220	5792240	4628870	5431720	5261930	8417810	7779160	6738330	5933730	6107640	7185250	7319460	7273010	7413380	6349910
"P33025"	5254550	672868	720678	7139460	6995020	5114870	1131360	1034530	883862	733134	1130680	757130	893440	875182	896471	1055900
"P0ADM8"	4537260	4119210	3799160	4651750	4919340	4094030	3409570	3786210	4589920	2497120	4757100	3681190	4150350	4775510	3878050	4375340
