rowname	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD
P0A6K6	16217100	15899100	16327300	19021700	13259200	13842100	14764800	14330300	14259900	14420800	14488200	14674500	14802400	14545800	17586800
P45464	7568550	7465890	7669160	7601260	5439380	5660100	5113580	5499290	5341940	5503800	5005500	5224870	4986090	5073780	7254990
P77596	327287	339373	362618	440359	194813	411053	NA	122240	82206.5	105654	102865	NA	97017.2	140898	425081
P16528	691113	683617	740887	765636	1020830	1013500	913480	984887	958215	895876	930904	884354	923730	922754	798092
P0ACK5	2505090	2264410	2527760	2116460	2103940	1859610	2208850	2164480	2007110	2114410	2003360	1982860	2056420	2177040	2239750
P37146	701798	744278	632950	1291280	1135960	1194690	1471750	1193870	1187140	1406310	1327560	1344480	1481600	1103800	1080990
P36999	912948	915016	1036120	882399	1130540	1132870	1085290	1257190	1109710	1041830	1068810	1024730	1075840	1016030	869566
P0AAY6	394407	400484	385355	NA	261391	364919	662677	456650	562339	624246	407898	464400	398008	426378	343016
P0AGJ7	1560550	1764270	1686860	1698170	1765190	1887270	1852320	1777940	1825050	1824330	1698380	1733760	1745490	1641000	1657500
P25745	6339090	6223640	6943210	5876140	7490620	7588320	7225530	7251620	7650690	7485930	7369380	7248490	7570180	7665610	6179750
P33221	19541700	21325500	19855200	22992200	20517600	20761400	19380800	19482800	20998700	20479100	22010300	21095300	21350100	21851600	21209600
Q46802	1415530	1208920	1513980	1007210	283902	269995	489572	337288	351281	285424	320014	293596	283960	293511	1307960
P37177	2958950	2689460	2869920	2795400	2621150	2504230	2376450	2637100	2506060	2446980	2596350	2373590	2502830	2633470	2892920
P62623	3422310	3285800	3654920	2887580	3365060	3392270	3577120	3443320	3338240	3454430	3280440	3138900	3262860	3341510	3182300
P0AG67	128831000	152286000	141208000	136722000	187510000	190495000	179499000	183303000	192765000	173526000	192660000	185442000	188238000	183537000	141567000
P0AAC0	8132300	9060930	9215490	6458440	4588890	4740370	5285000	4679460	4924540	5011660	5031160	4903620	4859000	5177730	8586450
P0A962	3583150	3473510	3495460	3898280	4036820	4204920	4083170	3912710	4078240	3828720	3991770	4036990	3976920	3900560	3589350
P54901	458368	446473	465075	652353	189203	156986	139863	169636	192571	187025	192899	171562	160951	169948	500060
P76445	264251	317377	309993	347468	492785	447245	358609	413173	441522	413969	368751	404906	310687	384769	228962
P0AGD7	11852300	11308900	12364800	11091700	12835600	12633900	12749900	12979600	12712000	12429600	12702700	12474900	12466700	12692300	11378100
P0A7U7	99771200	152738000	116707000	117915000	150921000	185151000	184455000	151395000	172882000	168027000	180297000	178484000	182697000	152183000	111020000
P04391;P06960	23286700	24476600	24286200	17362000	25076300	27475500	26426100	26743600	27191200	25678600	25256800	26688400	26112400	25432900	23594700
P30130	593317	752539	905088	1620290	1012870	1357650	1006830	1243020	1509350	944809	1159180	1027140	697444	803472	1522650
P0A9T8	2101680	1873240	2174510	2056630	1616080	1469870	1520090	1586940	1503060	1486680	1461860	1468400	1437590	1455110	1917080
P0A8G3	5244490	5330580	5409350	7180260	3767020	3659090	3261230	3913850	3847610	3951460	4048580	3741730	3753940	3522690	5085630
P39099	7463850	8831860	7463210	9470850	6446730	6809250	7036370	6546470	7021860	6893960	6440730	6740010	6683040	6367690	8186930
P0AGB6	4231700	4122760	4056780	4410540	3663390	3584600	4255940	3478220	4038870	4239910	3521670	3733660	3843610	3738570	3675870
P23882	6650340	6902040	6804880	6164370	5662970	5542440	5732450	5702850	5629900	5856940	5679370	5769970	5705330	5635130	6254510
P0ADF8	9313260	11184900	9984760	8384740	8622320	8950260	9069890	8609800	9397680	8836630	8965820	9760190	8723450	7951270	9609370
P09155	1965470	2431550	2377200	2037770	2651680	2658420	2539610	2664700	2734500	2614480	2699980	2546950	2496090	2456500	2270140
P33937	6141490	5240030	6342470	4721120	3291430	3158750	2850310	3207420	3177560	3603930	3615950	3270320	3706070	3887480	4820830
P0A6F1	34291000	35195600	34495100	30669600	43441300	46546100	40667000	44631800	44774900	41465500	40551400	41734300	43116000	41688600	32749300
P76055	2029530	2120740	2091870	1674470	2841170	3090570	2745370	2904460	2948170	2882030	2678180	2903030	2895890	2907890	1818820
P0AB71	137199000	141965000	141237000	158592000	212705000	208100000	203372000	204151000	220648000	215067000	217535000	216984000	226576000	226106000	145944000
P06993	916100	957811	957377	1124760	1355490	1194800	1198370	1364810	1299510	1563670	1496200	1447200	1651400	1513520	1055920
P0AD57	3668990	4010690	3789770	3638790	3916380	3801880	4147820	4006970	3921690	3917530	3778750	4042930	3837630	3836880	3775280
P77374	2503960	2259900	2706680	1302430	2038070	1901570	1987170	2121970	2127330	2297120	2220240	2141070	2636050	2920750	2263090
P0ACU2	814472	817817	780267	985836	957582	975053	1128440	830878	858196	1042130	834885	873116	866430	953303	922227
P18775	5160160	4434340	5135970	2388740	4277380	3785480	4099200	4469250	5157790	5937160	5534010	5585800	6949500	7619570	3671290
P0AG78	3589810	5053040	3747810	4794350	5338000	5070480	5359180	4663630	6217730	4887790	5192420	5629790	6435380	6429590	3889720
P37676	375098	370951	409086	364316	438235	387184	376002	348705	284164	337484	304168	316718	292562	327939	255093
P0ADR8	5144560	4871370	5024570	6033290	7200440	7201810	6717530	7259530	7026580	7177630	7350840	6863940	7132980	7056680	5723920
P07003	14864000	14775400	13918400	22004800	15949700	15972200	14750800	15765200	16502100	15724900	17566300	16549500	15797500	15872000	18354900
P0AC38	24980800	21786900	22940800	19079500	5586020	5860360	6012470	6443540	6534530	6742920	6094670	5926100	7473630	7231830	25203500
P0AF43	939639	864903	868665	993052	891795	783513	669338	802707	798389	753644	804558	791021	734051	767211	848466
P15078	5870640	6272420	4839890	6159250	344209	362241	163661	366363	295043	278592	310874	335046	180750	249375	5182380
P33018	6986690	7257020	7491040	6188780	4156640	4469290	5037680	4642290	4576530	5088810	4418420	4610930	4507720	4396190	7657350
P45468	621449	696753	440382	700125	773993	758498	904591	807522	455275	645130	567372	631119	660232	882105	517542
P0AB24	4795760	6670610	5189630	6572130	7311200	7522520	10876400	6956860	7401950	9165920	8012070	8378050	9715360	7382040	6400580
P0A722	11645500	10889400	10872300	10481700	7799170	7808780	8143960	7996670	8317930	8462740	7828730	7656770	7816940	7914710	9783810
P75870	3319130	3088940	3432230	2742220	5072310	5077370	4046850	4630160	4987630	4112120	4567460	4766750	4137510	5019020	3064960
P30850	15245000	15055300	15250000	15012000	20533400	20033000	18068000	20331800	19574800	18630900	19766900	20015100	19696600	20125000	15256600
P39160	2700040	2672250	2755140	3255530	1833940	1823820	1668150	1853630	1758980	1798950	1768650	1713890	1673940	1564400	2511800
P24554	1746070	1526400	1678410	1481050	2245050	2159520	2064180	2181350	2153980	2164710	2218460	2190660	2160440	2156600	1547030
P0A6U8	16812100	15769500	16037400	15081300	12532600	12938300	12002400	12925700	13464700	13856900	13876900	13155600	13707100	14182900	16467800
P77721	3811540	3747530	3899840	3597460	2031200	2087910	2295400	1966240	2075890	2279550	2056080	2086630	2031650	2091290	4064100
P0ADE4	2495300	2421010	2699150	2432330	2580840	2520200	2683040	2494680	2486900	2643610	2668970	2436430	2501760	2500970	2393940
P00893	7922030	8257280	7907220	7795680	11750800	11783300	11175900	11864800	11586300	10795600	11822500	11435500	11260100	11250100	8809940
P13458	1449080	1417680	1496010	1416630	1375040	1275270	1221590	1329600	1308800	1223290	1313470	1281690	1299750	1304480	1362600
P37329	6390280	7444500	6352090	6531100	3152130	3246040	3587360	2615950	3174510	3361780	2894600	3286880	3161440	3026380	5667700
P76220	2878110	2204660	2810590	2424990	3500080	3465090	3432820	3426810	3762680	3838380	3667550	3491270	3831800	4157110	3115590
P21156	8556230	9420120	8996620	9196220	14615800	14586300	13933700	14206400	14305100	13942000	14204300	13863800	13993700	14600900	9672860
P37349	12252300	10814200	12593700	10458700	29001000	29625800	31082300	29136500	28434200	31920300	29736200	29071100	32438900	31134500	9758640
P76149	18275200	17811700	19024300	19982100	19473300	18455000	19851300	18610600	20187500	19279200	20848700	18476100	20472200	20644400	17574700
P32125	469540	572224	562318	411175	515180	457907	527663	546288	542924	476226	418102	522085	464382	501554	523255
P62601	677332	741705	619390	1297460	866525	858072	729926	860575	849352	793108	899409	880902	748937	681454	881995
P0C960	2412540	2284140	2338740	2005550	2130680	2315660	2047780	2268540	2057120	2112540	2123660	2134300	2017590	2074220	2206730
P30011	5685760	5523100	5977140	5014590	5223950	5271150	5608490	5272530	5257450	5127750	5178320	5352750	5259080	5028460	5227970
P32695	3998190	3864810	4039030	3734520	3566600	3527400	3470990	3766660	3508840	3529530	3618360	3622260	3483530	3553730	3702840
P0ACB2	12033100	11885900	12320900	10928100	11160500	11103300	11464600	10759700	11094800	11265700	10664100	10721500	10862900	10710800	11778600
P03813	2204390	2101940	2237590	2178820	1772640	1872100	1905570	1826930	1792180	1954430	1832780	1827510	1876210	1878990	2270720
P33913	1440190	1429000	1520630	1625650	1107850	1102320	1137850	1196960	1112670	1149210	1156590	1085560	1198080	1170430	1603700
P0AG90	15938200	15388600	15526500	15111200	14321300	14006100	12661100	13289900	13592400	12746600	13889100	13502900	13514200	14145400	14987900
P0AFF6	28208700	31131500	29334800	28504200	33695900	34770100	33559600	32061100	34947500	32401800	32721900	32774900	33337000	32310800	27604600
P31057	26561400	28290700	26808300	26820400	27381100	27045200	28842200	27100200	27426000	29432400	26691200	27056900	26783400	29531100	29434400
P09373	172436000	132005000	166098000	196595000	243699000	254433000	272720000	258777000	255847000	254881000	271170000	251747000	309157000	289544000	227388000
P77808	2230240	1978760	2157500	1916820	2417060	2382830	2299230	2598170	2441860	2388680	2435430	2413330	2460020	2402100	2078000
Q47690	8971740	8523100	9976890	6839540	5481830	5484540	5231800	5509580	5251470	5245310	5563040	6087940	5669390	6144060	7882060
P76594	3451470	3366510	3348260	3566480	688199	679041	568618	726030	704522	685825	710214	693273	691981	683846	3273350
P0ABZ4	3497450	3784990	3451980	3149040	3917120	4117160	3902480	3596500	4246560	4177770	3919800	3822030	4161040	4035890	3476140
P37595	4599180	4356460	4675700	3615520	3288400	3363980	3787370	3403970	3162840	3520960	3327810	3445420	3434230	3562550	3929250
P25536	6911550	7269700	7221290	8152220	10102100	10302100	9958580	9718950	10358500	10413000	9964550	10084200	9729430	9756240	6883280
P0A8F0	73178100	89529600	75748100	72975100	68033300	76188800	71556800	63929200	76937600	70830800	65706800	69476500	75251400	70916000	77371100
P40120	2970930	3086000	2921010	2871110	2508140	2505330	2439180	2523730	2576730	2426680	2445630	2484020	2382420	2378670	2942780
P0A6M8	201579000	211032000	204940000	209644000	232323000	237604000	201807000	217291000	222014000	204624000	230925000	227489000	219818000	221675000	220528000
P0AE52	23372700	29581000	25549400	25009900	24767900	26499600	27818000	24291400	26382700	27700100	26801900	26701900	26275300	24735300	24832300
P04036	20167800	17952700	20994900	17614800	40410400	45104900	48017500	41353700	45202800	45152700	45090900	44391800	44287600	46495200	19684600
P0A812	3211080	2896730	3186470	3251230	2769130	2634140	2749610	3017130	2675700	2699570	2717810	2636540	2691250	2698900	2851650
P76397	1121700	1009140	1126280	1291670	1394990	1384630	1400590	1355650	1313500	1374210	1396390	1342990	1311020	1264130	1103870
P0AG44	102555000	129655000	99669500	103456000	136832000	152198000	143229000	122724000	139439000	145396000	128956000	142647000	141200000	127748000	104501000
P0A6U3	5688260	5321080	5548300	5199260	6660480	6582070	6098350	6791080	6315890	6297280	6459810	6326000	6386760	6474720	5599750
P0AEJ6	3088380	2708290	2947350	2613130	1766760	1830660	1798280	1824090	1847230	1836010	1877640	1709560	1870040	1819180	2781950
P60422	147349000	153452000	148604000	143291000	202788000	209254000	208808000	201181000	202591000	199308000	196801000	212888000	202319000	198716000	151330000
P09549	3772440	4316890	3968840	3693880	3872350	3741300	3768890	3840190	3700870	3740100	3657310	3435770	3702750	3603760	3340450
P17445	2676230	2663990	2415840	2808150	2581560	2596620	2218660	2487540	2477800	2366160	2477620	2432360	2326830	2253480	2698190
P15042	4347980	4030390	4243900	3979400	4257820	4228690	3952020	4223430	4078100	3870140	4116870	4074900	4118100	4227790	3915660
P0C0V0	14266500	17509600	14074100	21204600	18957500	19754800	21339100	17872200	20102400	20805000	19406300	19805000	20851200	19617800	17720500
P42620	2968930	2995150	3049810	3659160	2714780	2789140	2810800	2534030	2853540	2865510	2880160	2809490	2700510	2588510	3389960
P31806	3309660	3199240	3305110	3460360	2269980	2334960	2277760	2289490	2360910	2282800	2509760	2452690	2340300	2225470	3422980
P0A7C6	4444630	4385760	4714880	3636750	3927610	3792280	5063750	4624730	4656520	4930850	4856760	4606830	6192400	5644800	4328700
P0A850	107939000	136882000	116453000	114837000	136452000	147320000	142794000	130730000	147967000	142561000	139608000	136987000	141831000	133869000	109542000
P30871	3577130	3602390	3675100	3672040	4276950	4084530	4448440	4229940	3909650	4096540	4363790	4254380	4081420	4072000	3661270
P0AC33	25599400	25629700	27105400	17262300	7811110	7807400	6756000	7588940	7168190	7064380	6490260	7393080	6011800	6052070	24986000
P06611	530315	611940	562876	645583	823098	867784	721565	699442	706747	681680	802447	803431	685944	711962	705824
P15034	15893200	15905100	16474200	14824200	11675900	11853600	12010000	11639700	11792200	11380300	11551600	11620200	12123200	12375400	15547100
P00957	22985100	21627300	22868800	22307400	26400600	26061500	23648100	26089200	25392900	24187700	26213100	25130300	26196400	26141200	22757800
P0A9U3	5452220	5042600	5276620	4781730	6726850	6654540	6172470	6570020	6925290	6544280	6766690	6115940	6551860	6861490	5084980
P04994	1263260	1259500	1281160	1168140	1301340	1289680	1263450	1374830	1300290	1251920	1307610	1327660	1247280	1257290	1232790
P25539	5454090	5118500	5643080	4396290	3761990	3858490	3951750	3944220	3815170	3812200	4018570	3989450	3902880	3866940	4881870
P75958	1129300	1164750	1110890	1301810	1296840	1272900	1186840	1337400	1344400	1226460	1310400	1230250	1223240	1283040	1109610
P33916	5890140	5800430	5852230	6320720	5822050	5947250	5589020	5696960	5922790	5595610	5993840	5963960	6215180	5818390	6453180
P37759	6116720	6760640	6625620	5496650	7935940	8011300	8288730	8060160	8155160	7531620	7758610	7975730	7710470	7679190	6759400
P07363	312457	569555	354992	971230	25114.8	NA	NA	177721	63619.8	70715.7	NA	NA	36367.1	NA	677958
P0AFE0	4442730	4146190	3744180	4504660	2944700	3342690	3161640	4364700	3203890	3509140	3382540	3115860	2783770	3022090	4572000
P13039	698668	766037	654004	1713930	1883590	2040360	2580840	1919000	1968220	2113220	2351640	2123230	2358330	1726490	1269840
P37666	24726900	22547300	23615800	25903600	31571800	29967900	33532100	31688300	30368100	32256600	31324200	32985000	30384400	30513700	25222100
P0AG27	11152600	11207100	11464000	11293700	11081000	11156000	10337700	10881400	10936900	10674400	11234400	11201900	10665300	10677500	10692400
P15254	25634700	25788200	25601800	29690000	29368400	28472200	24225400	29585200	27113700	25905400	27914300	28144200	27408000	29289600	28259000
P0A8X2	4666690	6343740	5359510	6507190	4940000	4761480	5261320	4401290	4806220	5187740	4872630	4875490	4397240	3621080	5612520
P0AG93	3004930	2941930	2901510	2964260	2481320	2589980	2149220	2413210	2413290	2436960	2425770	2427810	2259630	2506360	2773260
P05050	164686	138994	153274	196809	145055	134976	188950	136818	114108	115594	147613	129655	138842	146796	116129
P68767	13958800	13856400	13789800	14631200	13437100	13837500	13149800	13760100	13339400	13449200	13694400	13641700	13602700	13416500	14269800
P76330	1426800	1185570	1309030	1334590	917349	838369	829611	875844	856170	836339	919223	832855	937691	842001	1185960
P11880	5032470	4830310	5012400	5170430	5770470	5683330	5522920	5683940	5876690	5605310	5697880	5516220	5619150	5767200	5113900
P39396	102864000	97535700	90365700	84666200	1715880	1317060	2300200	7315820	2170360	2735450	3168970	3302310	4552440	5392120	94741100
P42604	733351	729320	712698	948223	596845	599527	519394	634232	579162	566937	616580	607473	595736	499580	675506
P52647	4276690	4199470	4247520	4868590	6192870	5915320	4613800	6295610	5824710	5260230	5509570	5960100	5583230	6227040	4637330
P0A991	89322100	87291100	85005500	110293000	46942800	46284000	48737500	45071500	46288200	49376600	50117300	49333300	47519500	47223000	95683300
P39265	2645110	3208840	2671850	2263640	967854	999259	942960	942413	1102870	1001320	1028620	1045320	1106620	1044340	2404910
P0AAB4	7545040	7441070	7476440	6362150	5290160	5279790	5119830	5497240	5491620	5410050	5262520	5338540	5259200	5244120	7121240
P07102	1156800	779825	1147480	1212990	1044260	998408	1079010	940949	1021800	1145390	1192340	1258050	1283710	1399800	1127560
P24232	5705710	6559140	6280710	5374270	3374710	3688490	4270760	3387050	3415100	3603910	3259470	3487160	3239820	3055490	5630650
P22259	116799000	129559000	116702000	110873000	14594900	13887600	13281600	15252900	16734400	16832000	16846100	16844600	18609800	18801300	144568000
P45470	7874130	10536300	8389120	15914900	5821560	6251200	4967060	5556000	6038140	5919860	6457000	6171980	5268080	4976240	10104300
P0A8E5	1676780	2405610	1856180	1496860	1598120	1613910	1734180	1557680	1753120	1938200	1706650	1789500	1792760	1447840	1649200
P77161	90570.1	99516.7	94984.7	244978	115888	120377	114398	88308.3	112266	93939.5	152265	81512.2	110049	81683.8	134795
P60340	2260220	2197720	2184360	2046070	2183280	2180350	2099750	2131120	2166690	2191480	2002540	2048490	2017710	2067820	1943200
P75791	1170470	1425280	1225970	1700760	1873640	1723580	1717430	1865430	1693750	1754510	1643650	1784840	1640010	1519380	1399180
P0A9H7	3079120	3075460	2968410	2789160	3517390	3630920	4830400	3448830	3574140	4038540	3937050	4049310	4592900	4722540	2782920
P75864	3326180	3126550	3233040	3028720	3680920	3585820	3146080	3589770	3564810	3334710	3540250	3532600	3398740	3569160	3336230
P75863	2195650	2207400	2367420	2055340	2387410	2444760	2426660	2540620	2418220	2387850	2355900	2360900	2414960	2236240	2055270
P0A7B5	13484000	12217200	13574700	10348000	10851100	10834400	11511700	10910500	10843300	11167500	10950800	10647900	11541700	11364800	11490700
P76234	5097010	5105170	5491490	4357420	4056880	3836600	4243040	3846290	3810060	4348820	3989160	3933160	3939190	3962900	4997320
P14294	2115020	2014460	2020870	2016080	2112960	2074000	2084450	2140260	2017090	2043690	2156310	2057290	2093220	2192190	2279070
P77625	3394850	3628620	3695080	3127660	4200200	4419330	4638370	4374900	4548160	4612750	4423180	4555060	4460320	4410110	3328570
P0AFR2	32020400	27455700	30785000	14304500	9387870	10709600	8124850	8523280	7889600	9234570	7890860	9298740	10360700	12531200	23221000
P0AF18	4278500	4008030	4329060	4836020	3541240	3451800	3479820	3547220	3416360	3513340	3702390	3725640	3554350	3484150	4285000
P33570	12486500	12861300	11352400	19396900	14188500	14242300	12739900	13849300	14281200	13695000	14817600	14582400	13275700	13106200	15521900
P68688	1997460	2933200	2294610	2295210	2866300	2848280	3562050	2860930	3565740	3392800	3247830	3126880	3655140	3206240	2713630
P60757	17090700	17184600	18066700	16931200	49342700	52205200	52511600	53323600	47582100	44000100	40222300	47145400	41660100	42679600	17177700
P36771	3155190	2581640	2854670	1623270	1402590	1411460	1309390	1489420	1501810	1599830	1585730	1541850	1709620	1669020	2268190
P24228	1398040	1280130	1293910	1437420	1647790	1622430	1616480	1649220	1603690	1630730	1560960	1644160	1599540	1590210	1405800
P0ADF6	339896	261290	315955	329861	1397420	1387470	1291700	1460010	1330860	1352410	1460970	1365550	1514790	1543070	290912
P12996	3244250	3216080	3231230	2364800	4548890	4174930	2696860	3485940	3617380	3523180	3607960	3978920	3321910	3475060	2658070
P64606	317787	332386	271052	271659	308078	292106	293016	398519	265923	178009	278942	262623	207255	283187	199133
P0A6P5	7645280	7026380	7343190	7860800	8258540	8408890	7753400	8281340	8419410	8148040	8445000	8279280	8228250	8187870	7506520
P0ADS6	22916600	24916100	21373500	26843700	20997400	22585500	23198200	20602400	23350700	23715800	21541200	22337200	22159700	20797300	23672400
P0AB91	84502600	84045500	93653300	78275700	168680000	169195000	167739000	163910000	170299000	160364000	164345000	166389000	162656000	164626000	87881000
P55734	1487620	1504920	1543940	1598770	1369030	1298610	1518480	1422770	1421710	1493260	1407480	1433820	1457840	1329930	1497790
P00968	35262500	36586900	36313900	35842500	52312400	54332800	40994100	51878000	50483400	43986200	47605100	47165600	47708000	48747200	37300300
P0AEX9	14896200	17608100	12295600	21062100	11271400	10479800	9032800	10338300	13317400	16934800	13632100	13763300	16978100	14160200	16554100
P36938	13622200	12802100	13064300	12189800	10050000	10224400	9689450	9992310	10458600	9789690	9872100	10213900	10249400	9950960	13533700
P03018	2739490	2586850	2706300	2431490	2394900	2342880	2228290	2330390	2456600	2321840	2351430	2299960	2334190	2438290	2782690
P0A993	26824400	26077800	27699800	22723200	11900900	12623000	14326400	13132600	11878100	12443700	12175300	12818300	12499200	12463200	27353700
P0AG07	10601900	10742500	11128000	10693500	10441600	10148400	12473500	10217800	9899790	10409700	10468200	10238300	10654700	9979600	11187000
P37631	648372	611670	618107	623721	881615	828790	791774	929888	833697	770518	857832	851229	853192	897796	640741
P51024	1732170	2306020	1763550	1926210	1824840	2020260	2079800	1674690	2142470	2198980	1829260	2043080	2098350	2040640	1963520
P33219	32951200	47785700	35183200	42284500	28962800	29760700	28503800	25862400	30686700	28849600	28081500	30127200	25314600	22148500	37550000
P0A715	24618700	24458300	26238200	22964000	22625400	22523000	23969200	23642300	22157100	23795700	23019400	22537100	23157700	23072200	24085400
P0AB77	8002940	7286800	8031110	5619380	1652840	1704830	1791950	1798350	1819330	1742910	1715880	1676100	1785500	1930350	6338440
P12758	31607500	32949000	34467000	34554900	31089600	32725000	36808500	34913000	33495900	34469400	35356700	33200900	36073400	35715200	38293400
P75745	2768990	2754140	2866240	2841040	2359190	2412510	2515120	2406970	2327550	2413310	2350230	2447950	2315890	2233990	2793260
P21693	416891	389905	383990	440441	603319	602734	557467	657900	579058	515169	576973	542906	585463	550011	390003
P0A6P1	123261000	149144000	135692000	136702000	170494000	176369000	188616000	167849000	181313000	173932000	174613000	176962000	170993000	165599000	130782000
P12295	3477870	3582510	3605200	3088680	3805940	3673100	4059580	3822750	3686530	3951850	3822900	3705600	3950910	3785180	3470650
P45425	3296060	2971220	3216600	3616280	1225180	1311380	1242890	1356490	1362430	1440170	1305040	1275160	1436710	1174130	3293390
Q46925	1087860	951191	1088830	862338	1087470	1086880	1030640	1158860	1122170	1108420	1087340	1006520	1119100	1154430	956988
P0AC53	21629300	20590200	21117300	20288400	23299100	23297300	22679100	23757500	24135000	23142600	23638400	22997000	23309500	23673100	21115600
P43671	2209020	1981600	2083120	2197500	2386350	2419270	2103480	2357650	2341420	2169840	2347110	2272210	2259590	2253470	2084750
P45577	13497200	16107600	13983000	13795000	18387200	18652700	19703500	18011700	19861400	18787900	17834400	19245300	18981100	17778400	12958300
P37690	1061010	1177830	1083970	983870	944186	1005550	1054860	927397	968502	1000920	974291	989578	989255	940122	1058010
P76004	5312250	4872240	4986610	4377620	3193830	3455880	3585350	3172400	3534170	3430860	3380690	3358840	3359380	3381070	4755280
P0A968	21941700	29310200	24273000	16844800	4943660	5091190	5942920	4694190	6179750	7200690	5859610	5823200	6543440	5960500	20268100
P75777	4855550	4834190	4829490	5254380	3959350	4086730	4454990	3762690	4124020	4285120	3974530	3825720	4062580	4221090	4908900
P0A759	12802000	11010200	12507800	16854600	11568300	11159500	11657600	11995600	10901200	12894600	11708600	11167400	10622300	11329400	15021000
P39385	1391110	1328320	1356100	1595530	1105380	1080140	1076250	1077480	1033180	1132720	1138550	1077440	1061090	1053260	1323000
P0A7X6	9987230	11909800	10745600	10053100	12293900	12920900	12683300	11444500	13409200	13069700	11321000	11940600	12304700	11821800	10070300
P0A7L3	62429400	67923300	61358900	67076100	97553100	96998100	101869000	99411800	98955100	98419900	99064000	102121000	100349000	101261000	80417200
P46850	232650	244052	213021	221569	237171	209722	267652	239535	214971	248626	249584	280375	269370	228214	219114
P0AEN1	7379680	8063610	8243180	7770640	6890890	6743600	7811240	6841360	7057680	7504410	6797630	6966860	6593610	6682110	8106330
P26612	1912300	2138550	1999310	2671550	1992640	2058930	1691700	1943630	2001060	1659200	1913650	1908200	1743860	1753510	2259440
P38506	2598500	2431180	2628030	2102520	1889130	1776650	1913500	2018330	1994880	1993990	1821270	1865490	1946360	2037770	2241080
P08191	734133	825665	875938	1757850	1262450	1637080	1197500	1627740	1892810	1330760	1489020	1280090	915413	1104780	1546130
P06971	7463430	8047180	7112980	11088300	9661350	9952310	9826870	9477560	9168420	9337290	9368050	9219830	8632120	9026090	9672720
P77162	796451	1152370	808061	698592	793979	462997	511436	187903	NA	494745	692945	458516	547020	734754	849104
P08201	220164	247167	302165	526882	1685320	1376520	1712080	1663470	1813430	2021630	1900500	1745560	2292840	2495840	297429
P0A7I0	2639170	2752160	2738720	2467880	3145000	3271280	3298360	3137370	3357720	3207230	3147760	3024120	3244390	3170760	2429170
P27302	41023100	42554700	42004000	36210400	34626800	34706700	32320100	35147700	35390700	32000600	37090000	36308600	35552800	36131500	45630800
P07018	143618	233386	197369	479797	NA	NA	NA	60113	99879.9	NA	NA	NA	NA	NA	257358
P22731	6166460	6398230	6400980	7037350	7083980	7225300	7786710	7101440	6993970	7509650	6907000	6628060	6726150	6492450	6717700
P0A7Y8	3524110	3724520	3556280	3240760	3507540	3641540	4056310	3721680	3639660	3589360	3453570	3849030	3746500	3552590	3216170
P75824	568567	433996	563936	397354	511297	360706	579971	504193	528223	568128	547770	454295	745507	801934	463145
P76440	7901910	6073900	8815840	1767520	436094	286737	382640	451219	590307	1245210	845544	740209	1203770	1117170	3920570
P75682	901897	809696	833134	910850	255690	267154	214019	229786	226610	248706	232976	230539	213957	202376	792298
P60438	201063000	217069000	212546000	199887000	281869000	297715000	303556000	282110000	300025000	292661000	282356000	292114000	283857000	281343000	202293000
P0A9P0	144419000	155902000	151232000	137936000	63403000	65337400	61018500	64292100	65053000	56601300	61605000	65614100	65814200	62994400	156624000
P68679	159115000	180279000	160856000	164032000	219211000	243226000	271040000	255313000	272707000	247878000	264776000	246353000	276814000	241709000	172715000
P05793	74885300	80462300	79488400	92996700	192437000	188716000	191390000	190229000	183167000	188548000	202286000	196978000	199585000	179110000	88526800
P17315	14550500	17678200	14532200	30034000	25385000	27916000	42747200	26232200	25569400	33991300	33435900	33071300	43665000	26209700	25101900
P77581	1751910	1797120	1926050	1943320	764782	790191	489621	725114	774918	619436	713756	779963	563940	474821	1837770
P09394	1793300	2039020	1848050	1434940	454945	451753	514079	430230	498111	548678	505577	503553	468273	455486	1526960
P12998	1021780	1060720	1058050	1135740	1359570	1253910	1104270	1125220	1156590	1178410	1260590	1392010	1128100	1119300	1048410
P00954	16081700	14868000	15464000	14490500	19055100	19242500	19396900	19275200	17868000	19603800	18204300	18056000	18548700	18511800	15223000
P00914	486870	475446	502575	664270	538447	583400	485986	583031	590202	429320	552543	564855	504289	487209	489176
P25748	359730	419111	388822	397527	324711	293207	386524	254361	229399	321637	282222	211146	347674	NA	358145
P33590	7533470	6208040	7543960	4830800	4637740	4671020	5337770	4642690	5459990	4863060	5664640	5698480	7077470	7335530	6516180
