rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S91_Slot1-25_1_8674	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_023_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s84_X018	CVT09_s93_X020
P30744	1997650	1848770	1589840	1335450	3215260	3260360	1311150	2011600	2457020	2801670	2409290	1098500	1816740	2452170	1370050	1639350	1442030	1571320	1463470	1446130	1557400	1510580	1646300	1173860	45674.8	44430.8	45362.3	64066.9	42364.5	90711.5	41399.8	44102.3	73736.8	40798.3	34421.1	27890.9	47447.5	635046	633030	828128	480338	843814	565392	516724	1123430	602396	651158	453135	448620	476828	507016	1002610	831105	1114900	707417	668249	686830	551389	654036	662703	710211	719125	709794	702861	723529	957610	NA	377972	218259	158304	256620	219511	197609	172111	310353	275387	261934	222001	204981	251766	594554
P46122	3948110	2563780	2245030	1802110	4938560	3890290	3908310	4942080	5371400	4302120	4031960	6761720	4224220	3828120	2536070	2628260	3043410	2886490	1984810	2201210	2112340	2226970	2349320	2514940	34096	36170.5	42894.3	43730.8	31667.6	35854.2	44734.5	52404.4	43267.2	22746	26622.6	13804.1	28763.6	1337190	1469670	1452310	1469450	1700360	1511620	1361480	1752850	1487980	1413970	1536270	938218	816997	903053	1030830	949926	915846	1120590	600951	560808	599210	612343	601206	529551	609054	617396	516518	561824	973906	329278	405144	359570	329133	374591	369464	367080	376467	305960	332921	230010	202585	189507	185766	171848
P64602	24075100	22348200	30122100	22923000	29412900	27986800	25321400	22172400	32123300	26812000	28312100	36992700	27727200	24932300	31480100	35554200	25558100	30304700	26972800	29532200	28639000	26163400	30791900	30631600	18244.8	38630.2	38302	32824.1	21543.2	29925.4	44762.6	44525.4	57129	21720.4	55166.1	29295	45936.7	11546000	9021740	7810240	8421620	6924740	8413550	8411940	6464690	10403000	9535060	8419880	10264700	7501970	7226430	6089690	5999170	6036650	6125820	6601130	7022510	6988390	6589650	6914070	7263060	6549640	6816090	6935220	7075300	5515750	2233610	2177340	2269790	2069840	2233890	1982730	2231930	2304060	1741760	2144900	2370290	2344930	2096270	2216510	2201870
P52598	7614290	5227800	3391930	4337920	9241790	8665470	7272840	6255540	NA	8071680	7805680	5471590	7612770	5976830	6227550	6615320	5915470	10565500	6645620	4831110	7237850	8134820	4186890	8087450	9340.86	7509.4	7019.04	5320.95	6568.53	3035.75	2554.88	5998.95	5580.37	2298.22	7796.24	NA	4559.35	389948	508959	442241	535958	427948	388623	498145	398753	423854	489213	549402	276068	409294	382451	2710830	3033630	3066420	2978760	2542680	2535790	2390720	2449020	2642670	2643100	2690780	2428610	2502770	2529180	3152760	261391	258906	262666	258646	253134	275370	266914	228178	303228	247083	308823	249524	227577	240276	259927
P0ADY7	516712000	501475000	724637000	742827000	574420000	503051000	518541000	534422000	508594000	552257000	485508000	377440000	581825000	618049000	747775000	753146000	765354000	737614000	771341000	759883000	757254000	746361000	787299000	782027000	880882	1080410	866545	1064210	1053460	927458	1128480	1072370	1008580	1091370	1430390	1248040	1447490	145032000	167962000	175613000	139899000	215566000	179047000	152404000	222140000	186908000	179355000	178649000	338791000	238273000	308048000	138647000	144992000	143314000	134259000	165705000	190596000	183420000	176879000	182229000	184893000	180730000	192142000	183173000	177169000	147073000	58774600	55962900	56257600	57720800	57066400	55251300	54905700	57605300	58255600	57090000	76012100	79558600	76955600	83476600	79519900
P33030	8761700	7987280	10877000	10191900	10292600	8167570	9580790	10155500	8709140	10482800	8398490	8317140	9622440	10105700	11390500	10947500	11420900	10974200	11362800	12277800	10852700	10511100	12708000	10725900	50410.6	66378.6	60838	69310.6	59462.5	74765.3	67781.7	62789.1	77712.3	88714.6	80458.4	100567	84743.2	2341170	2460030	2591190	2253670	2466850	2517350	2303040	2632830	2738810	2481670	2446500	3149610	3096850	2804980	3055390	2850910	3115060	3166210	3760250	3688120	3856210	3874480	3512760	3792060	3587430	3768780	3708510	3574220	2846170	543443	483097	495611	494423	504976	519467	498372	492155	452834	477030	651671	621308	592119	620199	604189
P77301	2811440	3450900	2223490	2883870	NA	2132430	2898270	1332480	NA	1082570	5052550	2572480	4019180	1165370	1931300	4362310	4508060	1419060	4480180	2345880	3125670	4491480	2982250	3611020	1121.69	5208.54	3081.79	2664.83	2574.92	2217.6	2081.52	992.091	1815.53	3499.28	6497.01	4293.56	2870.05	240146	143772	NA	NA	225069	NA	491929	212679	200088	NA	169857	425988	413186	296828	115695	100154	148736	146041	232265	238665	285483	227665	243698	253109	261922	282223	249257	239380	151346	83655.9	NA	56425.8	77588.8	73986.5	72707.6	64711.8	59573.4	64516.1	82943.2	106969	103040	121581	158334	115403
P00903	NA	NA	823589	996930	1008110	700140	899116	738330	903549	1174760	811798	565244	595365	1615540	1185590	820890	724960	639204	812031	766822	327166	1335370	1186840	586239	10976.5	18409	7250.61	14226.5	15781.6	10217.7	13859.6	10974.9	13851.6	12223.7	13244.5	11835.3	15164	1232870	1209170	1553600	1306520	1356890	1356900	1001050	1409900	1179350	1138190	1270430	1753840	1718160	1331310	822951	898794	1167780	882152	952471	1033360	984878	904590	912392	749295	1064330	874682	798668	1027510	876129	133178	168138	129767	129173	119397	154267	119341	119235	211231	175050	211125	175091	144812	157489	152699
P0AA41	8590710	8900850	11400500	8534690	4468650	3960730	7682560	9142140	9470600	8088400	11511800	13960300	12024000	8205740	7938300	7917100	7680110	8852090	7256930	7784480	7669120	9470950	12463800	6202770	11677	13312.8	11442.3	12489.1	8338.55	11146.8	13671.4	9355.18	7174.36	13849	9966.3	14215.7	17234.4	648454	843191	800518	639149	848299	765528	643280	849147	910368	828697	835587	1196000	1012650	1051570	646049	595524	645191	665994	779126	740406	774589	787037	792163	708130	735674	698985	747197	668652	620379	134248	226634	240456	550512	275396	241069	186760	257547	169632	242769	209276	243103	204854	250427	294149
P0AAR3	16351600	14605100	24158200	23021600	17859400	11962400	14050000	19031400	19347700	16866600	14370200	18450200	16225300	17882500	24345300	21159500	25801700	26423000	20961800	25096800	20965000	21639300	27815500	21130000	64107.8	91679.5	60312.1	92730.9	77206.9	80520.5	101806	85301	73140.8	123376	114472	115687	128777	10243000	8415840	8197760	8124690	7771060	9263460	7019460	6215780	9090490	7906350	7382980	12574400	10747900	8962700	2853840	3214360	2991890	3230190	4605520	4694060	5476050	4272740	4719890	4919840	4629790	4812400	4940950	4494480	2879100	1393880	1466520	1393660	1445160	1652730	1447860	1413530	1449950	1338750	1409480	2137520	2025960	1963370	2196760	2049410
P26459	304880	230865	1108870	1012790	290034	251227	NA	NA	248122	151559	155388	93141.7	184970	379235	1046340	1353970	678930	1213480	582998	773139	1129610	1759000	646715	1063700	3183.05	980.868	613.864	719.098	NA	NA	776.505	1500.61	452.036	2490	3378.45	605.081	2276.5	244872	140463	58362.7	179272	186631	167498	NA	152221	NA	96308.4	172167	334089	494282	762587	160928	97053.3	107079	116223	308508	356370	242907	278956	381982	360385	485609	502924	473564	620176	142240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46867.9	56547.7	36927.6	49404.1	74517.3
P0A7K6	170698000	174695000	181516000	214369000	151968000	188825000	135176000	122493000	111248000	131689000	163637000	99546200	171426000	119550000	226159000	229941000	259682000	163284000	245494000	177675000	240561000	245015000	191870000	236976000	864497	1059350	798503	878931	841620	884536	1137430	792537	926338	1188860	1127510	1038320	1240480	155825000	146705000	147528000	150181000	179878000	167206000	169059000	136348000	155500000	168011000	152756000	198622000	227589000	237681000	73739500	87225000	75530600	75397500	114141000	118232000	113655000	107645000	120953000	122242000	119993000	116857000	115760000	111338000	82196300	13139800	16703200	12697200	15071100	13806700	13396200	12338400	12475800	16240700	15364800	22640400	22194800	21978900	24082900	23221900
P07018	485093	666929	NA	NA	114041	130171	742269	982579	202176	294920	816010	128815	678369	874049	NA	NA	NA	170627	85598.7	NA	NA	NA	67492.9	NA	13863	20427.2	40073.4	22697	20818.8	14225.8	17695.1	23854.6	9473.45	NA	NA	NA	NA	181194	170892	216202	1403080	111578	577025	504095	191108	499671	186462	272952	NA	NA	NA	143618	233386	197369	479797	NA	NA	NA	60113	99879.9	NA	NA	NA	NA	NA	257358	29022.8	12383.7	62670.2	90916.5	116883	74303.2	85703.3	81893.1	25733.5	26920.4	NA	NA	NA	NA	NA
P0AGF2	5138370	4074580	6229910	4386710	7364550	5403890	4771770	5227310	7160270	5423400	5220120	8955030	4849380	5346340	6799880	6770810	5578110	6716390	5266480	6048850	5418650	5485280	7124550	5365520	32023.9	36373.8	29243.7	37955.3	32155.8	34180.6	45154.7	30050.3	40068.8	34716.3	41769.8	31028.1	33333.7	11113500	7825050	6489260	6923150	8537300	7439760	7186150	6692360	7818300	7231330	7075410	10019400	6787560	6894330	2291530	2555280	2296190	2004630	1995390	2130280	2267780	2046460	2188930	2390070	1927230	2085830	2239790	1983200	1962890	295495	344098	341612	278503	324962	295012	330230	317203	261068	349020	306844	326631	297725	299432	287716
P67080	31178400	28566700	32619900	29936900	27334300	27756200	28681300	28684900	23915500	29247700	29517400	32651100	32207900	27656000	32138700	32839000	29561500	28609600	35186800	31871500	32771700	33346000	32064600	31895300	55049.9	72081.5	72475.7	82723.9	79371.2	94100.7	76379.5	73500	75578.7	67251.6	81792.4	71629.9	78500.6	7938220	8297790	8584070	7094340	8563710	8398060	7682960	8745100	8126980	7884370	7720510	9377400	10003700	8755990	3641730	3672690	3815230	3865240	3884950	3886190	4221680	3879980	3751150	3955450	3737970	3700060	3813160	4012750	3771990	2195980	2079510	2142470	2223740	2091790	2085110	2034140	1973880	2131600	1983900	2262220	2148160	2229270	2164510	2087610
P32662	10425000	9961050	13694200	10624600	10596200	7596430	8964680	10878500	12266400	10595000	9045400	11299700	10478300	11023000	14382300	13040600	12847200	12329800	11588100	13611400	11525800	11639000	14701100	11524000	142181	158978	134136	134045	145793	76642.1	160825	155078	141941	105895	157751	68410.7	104005	10900700	9688810	8862210	8590220	9689530	10511800	8250630	5904040	9899240	9052300	9080130	8562640	8612380	7532830	4447950	5392960	4502040	4470300	5433180	5621780	6199200	4949470	5608170	5982360	5022430	5141270	5644220	5243680	4352540	1330790	1280230	1424510	1313690	1338630	1299820	1408110	1379280	1178250	1283930	1503690	1484340	1390570	1343100	1407660
P45530	3219960	3878800	5171850	5197910	5686550	3970930	3935550	5531530	3963260	5747020	4512920	5009650	5186030	6440150	5539220	4848410	6057970	4736720	5293200	6037310	4663970	4837550	5517120	4168740	58227.8	54550.2	42237.8	30862.1	41623.9	29869.8	43859.8	47708	48402.4	46597.9	52158.9	31416.9	31789.8	2479060	1995110	2122600	1421080	2431060	2242350	1980330	1594280	1918580	1892050	2154160	2173280	1825480	1937640	1011580	1052170	1078940	875097	931983	975215	1181920	1008730	1004700	1036410	982530	1010160	1024670	963042	1185950	327216	323545	341113	325740	351082	360668	367174	354870	303868	327044	273892	289389	284382	315118	292611
P0A9G4	2712140	2082870	2377750	1862960	2620910	2127480	2254120	2295300	2680870	2591480	2393390	2920590	2772610	2413840	2586580	2655260	2583150	2459450	2309250	2426350	2419530	2272390	2360780	2326090	42079.5	74032.5	49704.7	57511.8	55883	66357.3	60576.8	52997.8	53495.2	74611.2	53592.6	67597.1	70104.7	4174920	2456930	2589250	2563930	3007400	2860930	2437780	1859580	3768240	2722220	2426550	2701830	2350070	1739900	901113	1195300	987487	994781	1161560	1187900	1377550	1165940	1121880	1102720	1121710	1199390	1269280	1129930	1149000	171313	199955	212355	196248	170104	183715	198129	209900	179782	145510	221647	180130	160315	196815	195644
P0ADX7	3908760	3952290	2514360	2014370	4571830	2789690	4780450	5073360	6214420	3932810	3680200	7477490	4472480	3304430	2851010	3538990	2371990	2841310	2201790	2947030	2641300	2182690	3070120	2332140	122824	212582	144475	196189	137143	147470	190616	203292	125320	84401.4	121026	106368	146390	6630890	5638780	5028500	9466830	4729060	6926360	7422580	3369600	9403380	6632130	6310630	3759470	3380840	2018490	3158290	3804020	2955000	5651120	2240150	2452040	1996620	2124670	2619370	2451130	2733640	2445880	2136270	1918960	3521950	762050	719269	1323950	662674	1053240	923205	995522	1000900	644120	655137	285261	496155	435100	430875	402688
P16095	3962660	4033000	3122970	2853730	3573890	3734640	3926090	4240270	3284120	4120010	4349520	2656030	3865850	3638350	2928250	3116920	2515800	2817190	2962890	2985240	3123290	3028510	2889060	2868140	114641	102668	108455	106753	117980	78758.6	95534.9	77283.1	126182	81043.3	72963.9	94767.3	79433.6	3833780	4055940	3448970	2767930	5709890	3505950	2798070	5028620	2978770	3615190	3440630	2048920	2695260	2512150	3400610	2621080	3342350	2454950	1821190	1857350	1950860	1980940	1962550	1948910	2043170	1848890	2017850	2116600	2812460	433854	517608	376552	475460	489219	399501	420004	441499	563114	632732	351398	341155	374693	396044	368427
P27129	606128	539624	442628	610809	553312	793295	796428	753894	447523	428036	567440	NA	745319	677308	760291	708630	899790	620192	670011	753158	581804	761620	671841	513210	1631.02	2368.31	1257.28	3246.39	2814.77	2447.85	2133.66	3033.01	3295.63	4429.44	1929.94	2250.75	3207.28	379663	310957	363634	356846	388496	497618	639334	602296	546341	386782	315444	788458	396898	352310	407852	386457	370397	303747	461911	432295	467458	431242	418744	440477	397956	431322	381435	422390	396109	NA	44184.5	7223.91	58332.6	48474.2	NA	16570.7	NA	65494.5	35785.4	53271.7	52376.7	62321.2	104618	92310.9
P33343	NA	2615750	2075190	1410580	1103190	NA	NA	727378	2347770	1711510	1971120	1495290	1026940	NA	2304990	1815120	1801730	2183260	1855450	1544370	1786730	1826580	1969820	1587670	6049.34	NA	2163.07	588.235	3283.39	3153.67	1493.56	6033.96	4907.71	6142.35	19957.7	6455.55	1215.62	1102720	962661	594144	1023280	1454390	1064410	966350	578263	998639	945767	746010	1322140	1253230	1529440	811324	735474	820188	656023	1262160	1342350	1283020	892441	1263400	1223390	1041340	1124980	1248880	1398230	734554	NA	64545.3	NA	NA	109690	NA	NA	NA	169432	143193	NA	105451	NA	NA	206973
P39353	2016920	2665510	1341480	1478080	1008210	1487250	3058100	1700330	1101890	1256580	1689300	801361	1757320	1417560	1138870	1075250	1578980	501948	1383540	1211370	1383040	1253590	1023250	1219820	49383.3	70819.5	66663.3	64363.8	69110	58725.5	89017.8	63562	45149	51118	33066.4	42459.8	39453.5	1459320	1683020	1954390	1768580	1482980	1548970	1909050	1636300	1792970	1722260	1961750	1316890	1412770	1029780	1013830	1084030	970746	1450750	723855	666121	670719	693322	691684	733766	774313	791553	721629	705561	1086560	524146	451302	492152	563647	470096	669975	497495	502875	518112	436057	310345	332322	313440	321179	321412
P37194	143821000	106589000	48261500	58472300	71644400	110849000	115154000	74176800	42693800	73328700	128800000	206534000	114026000	75429000	46757900	70065800	53653600	59945400	58760200	60455700	74101100	63811200	41625400	66848900	228153	217142	206091	202994	139100	158762	218298	211510	174554	111393	132834	86359.3	125008	30847300	33026500	38628300	44744400	39411700	45496400	45341500	38440700	43239800	46188500	44450700	23785400	29742800	30494900	11153800	10119700	9302340	15782800	8112220	8651770	10574000	7744720	8896080	9195180	9036040	9533050	8659190	9291620	15495000	13400200	15679600	9079590	14629600	13214800	15453800	13187600	12501500	14244200	11598100	9050660	8834560	10405700	9641110	11241700
P03023	3203140	3313390	3184770	3430570	4514820	4023420	4304370	4278070	2319000	3597760	4095940	2273020	4313760	4167360	3258390	4153170	3551980	2935470	4182000	3491090	3873010	3727040	2920960	4467140	46640.3	39430.3	45202.4	37264.7	45780.2	21557.3	41098.7	41521	37132.4	23939.7	39290.3	18154.5	25970.3	1805510	1995130	2171610	1935580	2147200	1923910	1885570	1954140	1962400	2043660	2057230	1887960	2140310	1868770	1036740	1002200	1054850	1024850	998558	964580	999337	982347	946016	946407	1012340	980738	959604	933092	1056220	231788	279278	232950	285015	280945	315647	250283	254013	286852	247528	286002	278194	256400	271438	270297
P0A8J4	93928000	77066000	98563700	95598700	134464000	88914000	94232200	123756000	154966000	124899000	98805600	108269000	109255000	113037000	108493000	91744300	96449400	125137000	83748100	100399000	80504400	95047100	104254000	85935200	820891	887804	733588	819089	827698	806726	944537	888638	905280	559901	696846	636569	717496	69634900	51184500	47885800	53454900	48887300	51941800	48549200	36567500	54488900	51544200	39652000	41066300	30014300	27879300	14982400	16791200	15570900	13871600	12110900	12219600	11977700	12094800	12462600	11555800	10720000	11746400	11249400	11249300	13378200	10791400	10724100	12270100	11125600	10760200	10462900	10903600	11492500	10749100	11968700	8935680	8926410	8680010	8051710	8276440
P0AGK8	12374400	9515010	13896900	14812800	13429800	6498870	31000700	16555300	12169800	10758700	18348800	33850100	17218900	16683300	18158400	23983600	16012500	23053200	27610600	22780800	21958500	15865400	20025600	22489100	43085.8	63369.6	65867.7	68639.3	59112.9	44465.4	92508.5	64563.2	59729.8	62474.1	89993.9	71982.5	79535.7	11558200	11389300	7426330	16383400	3867010	12012100	15755200	5670100	15159600	7607130	7626920	12578600	9941180	9346280	2270440	2806590	2150460	4022120	3432070	3040240	1341480	2685130	3214820	2828460	3109820	3691640	2900090	2601840	1669220	1126720	1039170	2392180	1512670	1921780	2164290	2372030	2128510	1099380	1358570	1608670	1963110	1422440	1699630	1587330
P0A6K1	44390600	49443400	36232600	42622400	32256800	42301800	43657400	35086800	26426300	36045700	41017000	27336400	44336200	36883700	28658000	36442900	39858000	28818400	39601900	34585500	43693400	40394200	36782900	39292800	72064.4	58762.4	79380	58268	64279.4	41643.5	60235.2	64676.9	71046.9	46850.3	64832.1	29493.4	50785.2	2492220	2543140	2684350	2330920	3029120	2554700	2320970	3451340	2369750	2971930	3017600	2937530	3156790	3082580	1894640	1800270	2001860	1933450	1911020	1866820	2071360	1920730	1873560	1999830	2032780	1902490	1871280	2023710	1912180	649164	827607	605907	855364	761230	796924	670897	700012	869888	881668	902887	766464	842926	781649	802871
P0ADN6	39143200	31054800	36489900	29612300	50887200	39393700	36269500	51326000	85904500	47644300	39703900	63122300	44831800	46686100	41205800	45145300	38750700	53896600	35466000	37699700	36897100	31688500	42025400	39478700	80653.1	58827.3	104542	44885.2	77174.8	39255.7	55600.3	99966.1	71702.8	53115.7	120606	49172.3	83988.8	5875090	6561050	5790120	6004110	6154760	5035950	4748530	5707580	6381970	5482640	6142190	7797390	6201320	5350220	8302580	8235830	7767940	7981190	6997020	7243610	6097760	6402930	6920810	6963070	7680000	6272660	6233680	6766580	8761710	676280	984328	714107	836484	986799	1047720	959689	991258	937101	916384	946862	931546	907813	573385	936829
P77713	4541740	4459310	1776100	1993450	3255000	3901850	4522170	3496870	2635260	3174280	4078880	2158720	4493000	3958130	2072300	1758780	2060820	761711	2455710	1745770	2556880	2260870	1535880	2013460	32149.9	35080	39476.3	42953.9	38302.2	40268.4	46890.5	38611.2	36267.8	25954	23693.3	22329.5	37426.3	1153700	1241270	1343860	1034690	1368600	1171970	1356460	1625730	1240190	1309290	1402410	801616	1127050	905573	911372	873188	894899	827795	594069	546602	582532	641800	596357	593983	557826	574600	591543	585264	985548	777086	776249	584107	706348	713192	768307	575938	742256	645804	759659	449064	439658	509159	551483	493768
P0CG19	13739100	12284500	8633090	16051700	5928940	3915660	14788000	8164020	9980080	6593920	NA	NA	13514600	8141200	10830900	13850000	8572080	7287050	14285500	10764600	12278900	9519420	9519730	8789510	12251.7	14913.1	12809.4	17065.1	14356	12392.7	18630.1	15205.5	17128.1	29422.9	32797.9	29384	43515.1	1684120	1840620	1995410	1626640	1874060	1789750	1861850	2181700	1819410	1571430	1899500	4324900	3812940	3300710	1175560	1180100	1397050	1221560	2369820	2194610	2273300	2105340	2107300	2097660	1994610	2101940	2012480	2082250	958869	1347460	1351890	1219560	987294	1247760	940263	1119950	1119960	1150950	1292480	1815000	1915400	1907420	1838160	1840340
P04993	12537000	11583900	8469040	9226180	5885900	6188820	9723150	8185790	6286770	8086630	7712100	3686200	7396020	7767400	7161870	8401470	8444510	5645260	8192280	8565390	9565660	9177280	8029250	7272460	17105.9	15872.5	18811.2	16917.4	17469.5	17775.4	20122.3	17662.2	18708.6	15579.6	16247.7	19388.6	14333.1	1012920	1039010	1179400	1147790	1007900	1053250	1193400	1227010	1133490	1038170	1209860	979778	1163440	1091380	912414	926804	966120	989172	826844	859468	828926	863129	780105	818277	872847	758114	846764	838004	911759	282786	346145	420321	453661	406156	514930	424409	425598	446862	437628	436668	385255	488560	449595	400956
P00894	20281300	18864100	22508300	24528800	17294300	21141600	18378300	15267900	11569400	16169100	20500400	19657900	21627000	15502300	23277900	27056300	24206900	20144900	26226700	22434700	26136600	25195900	22014800	26643500	138088	130655	125475	112681	122650	105503	156881	127669	105280	159375	161027	129079	198343	22346300	18940400	21581500	20294400	20235400	20999800	17847000	18612000	21292300	21747900	20798400	30054500	27859300	27144300	10317900	11337900	10767700	10121800	15154900	15169500	16581700	15062100	15841800	16199800	14521900	14867400	15297500	15149800	11574700	2963540	3034890	2540460	3091860	2759860	2872880	2570370	2614720	3031120	2684780	4400760	3742820	3611660	4130450	3952390
P0AA91	6740370	6458630	5216680	5163320	8016910	7314840	7116760	8986970	9277150	8528940	7401930	7987050	8238950	8225250	6466510	6106280	5955750	7624390	5452890	5883180	5700730	5646150	6026470	5030690	34506.6	35202.8	36225.3	33157.1	39932.9	19614.9	32907.2	45760.3	39078.5	18741	32937.6	15627.4	22677.5	3113720	2934520	2784400	3680660	3709250	3127850	3436140	3020190	3267990	3170100	3321470	1786380	2653270	2376170	2063020	1931120	2048410	2434480	1496370	1534960	1413120	1508420	1571070	1575340	1571480	1448310	1462840	1525360	2231600	1175570	1157370	1106380	1160900	1219400	1266540	1125960	1114320	1120910	1134640	770147	872594	807765	831524	948946
P69795	4960000	5068220	3652650	3667650	7519820	5897490	5785310	6257060	6093230	6912030	5037880	4993380	5564120	6287480	3791020	4132850	3866510	4064800	3256520	4215020	3352070	3228470	4038040	3433290	40850.2	47164.5	66402.5	61928.6	70596.8	64611.5	42792.2	72368.3	82837.6	32879.3	34584.1	23697.7	41311.6	4136010	3072960	2288060	4435280	2368650	2441870	3134500	1537010	2913930	2674510	2485280	1143180	781318	595045	3626410	4061280	3341310	3626430	1984190	2142570	2063490	1887740	2154940	2152430	1850740	2193090	2233100	1844590	3266620	2226730	2026560	1769380	2070080	2311230	1995000	2189310	2154930	1976910	2167550	1275240	1342930	1096400	1401300	1193940
P08191	6087690	7456660	4035200	4603210	5537410	8011580	4273310	9532130	3586030	4868420	8382750	9532800	7288680	5987100	2678800	6992980	3701550	5082400	5657880	4725620	6574670	2805080	3890590	5417650	52262.9	74595.8	54256.2	35962.1	17837.8	31025.9	42295	37589.8	38358.5	20230.8	43177.8	32633	57137	2834500	2360440	2746620	7968000	6267960	6160440	4312850	3815790	5902200	5686400	7540580	2621990	7186290	2651030	734133	825665	875938	1757850	1262450	1637080	1197500	1627740	1892810	1330760	1489020	1280090	915413	1104780	1546130	838242	662938	708281	544792	707007	389080	600614	718901	421018	276142	456852	449199	542304	604384	557498
P76539	3919720	3588280	3759710	3569950	3997220	3542440	3655270	3979130	4696240	4539600	4012630	6573260	4317140	4550820	3749220	4108200	3756240	4599700	3766160	4374450	3591230	3780960	4116460	3860890	58632.6	110629	69978.1	97403.3	93889.4	85237.9	93940.9	100002	101245	89401.9	59055.9	79039.8	96801	4719480	3679110	3639130	2840010	3765430	3852210	3315650	2756000	3616880	3722470	3312660	3131420	2911760	2696040	1261490	1416760	1254460	1078580	1087540	1164480	1265520	1095390	1207510	1195930	1111120	1204490	1180290	1119840	1303480	740732	808839	756114	748695	815158	718584	738218	746311	647362	747183	787240	686627	769116	706899	643774
P0AG99	60986900	64759500	72553600	58245000	57817200	49539500	58952700	69481700	71675200	71697000	59707700	94892700	70809400	64270400	71752400	70750600	71402500	77774900	62470900	67952000	68829900	72140700	75413400	70579100	532990	358183	506440	243106	488922	266220	256322	463477	498307	263398	806092	162164	314549	8931970	10540800	10981900	8818230	10477500	8908070	10024000	10106000	9795660	10653500	9694540	7876640	12140700	11912300	8875900	9447710	9315690	9654140	10279400	10214700	8432270	8046010	8509980	9689290	8480540	7060000	8419290	9153450	8294240	4729940	4267960	1719250	4498080	4621630	4525810	4285750	4752330	4930950	4491200	5193020	5771190	5114470	4092210	5933730
P76641	3113740	1451700	1521660	1571080	2082010	2509240	2128290	1634200	2593050	1481870	1946710	648969	1960140	2982800	2371960	2971790	1980230	2586040	3073540	1623360	1680650	1649370	1979540	2011260	14708.1	17534.6	18558	17897.6	13859.5	18722	18584.5	21880.8	18616.2	16669.3	9564.12	15469	16004.5	716675	642322	676910	560980	815689	574053	551061	599072	592222	737821	719654	509060	602174	529021	689055	658249	718611	592011	525302	458993	491656	525376	522520	501736	484751	491730	496071	506316	639026	109608	145276	61378	117907	154879	126336	111079	93230.7	191914	102493	81704.3	88982.2	126673	86622.1	106144
