rowname	DDA_NVG_D5_1	DDA_NVG_D6_1	DDA_NVG_F7_1	DDA_NVG_M8_1	DDA_NVG_D5_2	DDA_NVG_D6_2	DDA_NVG_F7_2	DDA_NVG_M8_2	DDA_NVG_D5_3	DDA_NVG_D6_3	DDA_NVG_F7_3	DDA_NVG_M8_3
Syntaxin-binding protein 3	18.02472044525007	18.628080165120068		18.31843313083277	18.045929831091968	17.92419518133637	17.87284605898747	18.13382539813777	18.18231451041637	17.90469836515997	18.240642657694668	
NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	19.977215281333777	19.577831690760778	19.782892941622077	19.376858444488377	19.630488997058276	19.657415737570275	19.787308995963077	19.57904050281588	19.730211219785378	19.69910995463948	19.887728892144278	19.532719529934678
Plastin-2	23.034063554886764	23.066948313711162	23.09065111499516	23.205287907322063	23.036406377255663	23.108203945535962	23.074929862320264	23.252591721565363	23.073076143104363	23.12245608378766	23.146474835452363	23.207696949677363
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	20.364370520289153	20.438126955572752	20.36882148726315	20.250179598248753	20.606014021148752	20.56142532746135	20.431870463274752	20.46837767357135	20.606130528322552	20.36891528750915	20.427780406784752	20.57319662523335
Acyl-CoA dehydrogenase family member 9, mitochondrial	18.770493324009777	19.29979810716358	18.59466194601228	19.24509943650288	19.29297249539108	19.209845381645078	19.51292956694588	19.04524037459548	19.28881203835308	18.82806657118988	19.323731764680577	19.291064769212177
Low molecular weight phosphotyrosine protein phosphatase	20.00900118417421	19.99175183692371	20.12518746003571	20.09899550934621	20.02098006301391	20.08531829524661	20.077575031582214	20.12357998391571	20.04271974775321	20.038177049547812	20.062222329016308	20.153268759520408
RNA 3-terminal phosphate cyclase-like protein	18.73967227680074	18.283189960506537	18.418530734597237	18.83999456240714	18.591059264854238		18.596343386577637	18.364050823064638	19.072143098503037	18.287252719224938	18.565965852955138	18.50602193049894
Serine-threonine kinase receptor-associated protein	19.90149906464663	19.953613946758328	19.79411506529203	19.841599349778928	19.74620406463313	19.870043254695528	19.834624571457528	20.041251923470927	19.87984096448393	19.89526937801863	19.94922876647273	20.004985570484727
Receptor-type tyrosine-protein phosphatase C	20.060622911692	19.8114325671661	19.9754652179404	20.1285282320107	19.962405354864103	19.699599833559102	19.769729774999902	20.039394315983703	20.101419293049602	19.8433306337974	19.720867528109903	20.0679016332
Tumor necrosis factor alpha-induced protein 8	19.40050871431158	19.605150203669183	19.421448799219082	19.579088680956083	19.33972901208278	19.593754896842782	19.293633748219783	19.54126462644828	19.46001870489918	19.519816226222282	19.46726204915648	19.514046262434583
Acidic leucine-rich nuclear phosphoprotein 32 family member E	20.578284719200997	20.689912665136998	20.604230637702997	20.5792078256757	20.669695683584898	20.639341572614896	20.590379066499896	20.910408879177798	20.753938588063196	20.689051376889196	20.682819085543798	20.697483407285
Testis-expressed sequence 10 protein	18.566761350377007	18.09390835888661	18.46739281014211	17.768785465207007	18.623627821608707	18.459492679623505	18.666201329787107	18.321942463066108	19.137703677446506	18.291197277204706	18.537824290754905	18.976520000629908
Tumor suppressor p53-binding protein 1	18.284242088063195	18.221206850211892	17.848222124684693	18.151869640297992	17.968438454386995	18.795878539891994		18.36842011060479	17.948894608230795	17.896213950905192	17.772372831327093	19.735349561102694
